sequence,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBmdBThBK?nBfoBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBRdB3hBa?oBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB/iBajBT?hB2sBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmbBSiBZjB3?hBTnBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbB2iBThB3?iBysBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFxbBidBThBm?nB3nBFrB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFGdBZjBThB/?nBllBirB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhF3cBajBTiBO?rBlqBRxB,v115@8gB8BeA8EeE8EeD8FeE8AeE8Je06IvhFmdBZmBXnBz?sBqrBlqB
ZTISJOL,O,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,X,O,O,X,X,X,X
ZTISOJL,O,O,O,O,X,O,X,X,X
ZTIOLJS,O,O,O,O,O,O,X,O,X
ZTIOLSJ,O,O,X,O,O,X,X,X,X
ZTIOJLS,O,O,O,O,O,O,X,O,X
ZTIOJSL,X,X,O,O,X,O,X,O,X
ZTIOSLJ,O,O,X,O,O,X,X,X,O
ZTIOSJL,O,O,O,O,X,O,X,X,O
ZTLIJSO,O,O,O,X,X,O,X,X,X
ZTLIJOS,X,O,X,O,O,O,X,X,X
ZTLISJO,O,O,X,X,X,X,X,X,X
ZTLISOJ,O,O,X,X,O,X,O,X,X
ZTLIOJS,O,O,O,O,O,O,X,X,X
ZTLIOSJ,O,X,X,O,O,X,O,X,X
ZTLJISO,O,O,O,X,X,O,X,X,X
ZTLJIOS,X,O,X,O,O,O,X,X,X
ZTLJSIO,O,O,O,X,X,O,X,X,X
ZTLJSOI,O,O,O,X,O,O,X,X,X
ZTLJOIS,O,O,O,O,O,O,X,X,X
ZTLJOSI,O,O,O,O,O,O,X,X,X
ZTLSIJO,O,O,X,X,X,X,X,X,X
ZTLSIOJ,O,O,X,X,O,X,O,X,X
ZTLSJIO,O,O,X,X,X,X,X,X,X
ZTLSJOI,O,O,X,X,O,X,X,X,X
ZTLSOIJ,O,O,X,X,O,X,O,X,X
ZTLSOJI,O,O,X,X,O,X,O,X,X
ZTLOIJS,O,O,O,O,O,O,X,X,X
ZTLOISJ,O,O,X,O,O,X,O,X,X
ZTLOJIS,O,O,O,O,O,O,X,X,X
ZTLOJSI,O,O,O,O,O,O,X,X,X
ZTLOSIJ,O,O,X,O,O,X,O,X,X
ZTLOSJI,O,O,X,O,O,X,O,X,X
ZTJILSO,O,O,O,X,X,O,X,X,X
ZTJILOS,X,O,X,O,O,O,X,X,X
ZTJISLO,O,O,O,X,X,O,X,X,X
ZTJISOL,O,O,O,O,X,X,X,O,X
ZTJIOLS,O,O,O,O,O,O,X,O,X
ZTJIOSL,X,X,O,O,X,O,X,O,X
ZTJLISO,O,O,O,X,X,O,X,X,X
ZTJLIOS,X,O,X,O,O,O,X,X,X
ZTJLSIO,O,O,O,X,X,O,X,X,X
ZTJLSOI,O,O,O,X,O,O,X,X,X
ZTJLOIS,O,O,O,O,O,O,X,X,X
ZTJLOSI,O,O,O,O,O,O,X,X,X
ZTJSILO,O,O,O,X,X,O,X,X,X
ZTJSIOL,O,O,O,O,X,X,X,O,X
ZTJSLIO,O,O,O,X,X,O,X,X,X
ZTJSLOI,O,O,O,X,X,O,X,X,X
ZTJSOIL,O,O,O,O,X,O,X,X,X
ZTJSOLI,O,O,O,O,X,O,X,X,X
ZTJOILS,O,O,O,O,O,O,X,X,X
ZTJOISL,X,X,O,O,X,O,X,X,X
ZTJOLIS,O,O,O,O,O,O,X,X,X
ZTJOLSI,O,O,O,O,O,O,X,X,X
ZTJOSIL,X,O,O,O,X,O,X,X,X
ZTJOSLI,X,O,O,O,X,O,X,X,X
ZTSILJO,O,O,X,X,X,X,X,X,X
ZTSILOJ,O,O,X,X,O,X,O,X,X
ZTSIJLO,O,O,O,X,X,O,X,X,X
ZTSIJOL,O,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,X,O,O,X,X,X,X
ZTSIOJL,O,O,O,O,X,O,X,X,X
ZTSLIJO,O,O,X,X,X,X,X,X,X
ZTSLIOJ,O,O,X,X,O,X,O,X,X
ZTSLJIO,O,O,X,X,X,X,X,X,X
ZTSLJOI,O,O,X,X,O,X,X,X,X
ZTSLOIJ,O,O,X,X,O,X,O,X,X
ZTSLOJI,O,O,X,X,O,X,O,X,X
ZTSJILO,O,O,O,X,X,O,X,X,X
ZTSJIOL,O,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,X,X,O,X,X,X
ZTSJLOI,O,O,O,X,X,O,X,X,X
ZTSJOIL,O,O,O,O,X,O,X,X,X
ZTSJOLI,O,O,O,O,X,O,X,X,X
ZTSOILJ,O,O,X,O,O,X,X,X,X
ZTSOIJL,O,O,O,O,X,O,X,X,X
ZTSOLIJ,O,O,X,O,O,X,X,X,X
ZTSOLJI,O,O,X,O,O,X,X,X,X
ZTSOJIL,O,O,O,O,X,O,X,X,X
ZTSOJLI,O,O,O,O,X,O,X,X,X
ZTOILJS,O,O,O,O,O,O,X,X,X
ZTOILSJ,O,O,X,O,O,X,X,X,X
ZTOIJLS,O,O,O,O,O,O,X,X,X
ZTOIJSL,X,X,O,O,X,O,X,X,X
ZTOISLJ,O,O,X,O,O,X,X,X,O
ZTOISJL,O,O,O,O,X,O,X,X,O
ZTOLIJS,O,O,O,O,O,O,X,X,X
ZTOLISJ,O,O,X,O,O,X,X,X,X
ZTOLJIS,O,O,O,O,O,O,X,X,X
ZTOLJSI,O,O,O,O,O,O,X,X,X
ZTOLSIJ,O,O,X,O,O,X,X,X,X
ZTOLSJI,O,O,X,O,O,X,X,X,X
ZTOJILS,O,O,O,O,O,O,X,X,X
ZTOJISL,X,X,O,O,X,O,X,X,X
ZTOJLIS,O,O,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,O,O,X,X,X
ZTOJSIL,X,O,O,O,X,O,X,X,O
ZTOJSLI,X,O,O,O,X,O,X,X,X
ZTOSILJ,O,O,X,O,O,X,X,X,O
ZTOSIJL,O,O,O,O,X,O,X,X,O
ZTOSLIJ,O,O,X,O,O,X,X,X,X
ZTOSLJI,O,O,X,O,O,X,X,X,X
ZTOSJIL,O,O,O,O,X,O,X,X,O
ZTOSJLI,O,O,O,O,X,O,X,X,X
ZITLJSO,O,O,O,X,X,O,X,X,X
ZITLJOS,X,O,X,O,O,O,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,O,X,O,X,X
ZITLOJS,O,O,O,O,O,O,X,O,X
ZITLOSJ,O,X,X,O,O,X,O,X,X
ZITJLSO,O,O,O,X,X,O,X,X,X
ZITJLOS,X,O,X,O,O,O,X,X,X
ZITJSLO,O,O,O,X,X,O,X,X,X
ZITJSOL,O,O,O,O,X,X,X,O,X
ZITJOLS,O,O,O,O,O,O,X,O,X
ZITJOSL,X,X,O,O,X,O,X,O,X
ZITSLJO,O,O,X,X,X,X,X,X,X
ZITSLOJ,O,O,X,X,O,X,O,X,X
ZITSJLO,O,O,O,X,X,O,X,X,X
ZITSJOL,O,O,O,O,X,X,X,X,X
ZITSOLJ,O,O,X,O,O,X,X,X,X
ZITSOJL,O,O,O,O,X,O,X,X,X
ZITOLJS,O,O,O,O,O,O,X,O,X
ZITOLSJ,O,O,X,O,O,X,X,X,X
ZITOJLS,O,O,O,O,O,O,X,O,X
ZITOJSL,X,X,O,O,X,O,X,O,X
ZITOSLJ,O,O,X,O,O,X,X,X,O
ZITOSJL,O,O,O,O,X,O,X,X,O
ZILTJSO,O,O,O,X,X,O,X,X,X
ZILTJOS,X,O,X,O,O,O,X,X,X
ZILTSJO,O,O,X,X,X,X,X,X,X
ZILTSOJ,O,O,X,X,O,X,O,X,X
ZILTOJS,O,O,O,O,O,O,X,O,X
ZILTOSJ,O,X,X,O,O,X,O,X,X
ZILJTSO,X,O,X,X,X,O,X,X,X
ZILJTOS,X,O,X,O,O,O,X,X,X
ZILJSTO,O,O,O,X,X,O,X,X,X
ZILJSOT,O,O,O,X,X,X,O,O,X
ZILJOTS,X,O,X,O,X,O,X,O,X
ZILJOST,X,O,X,O,X,X,O,O,X
ZILSTJO,O,X,X,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,O,X,O,X,X
ZILSJTO,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,X,X,X,X,O,X,X
ZILSOTJ,X,X,X,X,X,X,O,X,X
ZILSOJT,O,X,X,X,X,X,O,O,X
ZILOTJS,X,O,X,O,O,X,X,O,X
ZILOTSJ,X,O,X,O,O,X,O,X,X
ZILOJTS,X,O,X,O,X,X,X,O,X
ZILOJST,X,O,X,O,X,X,O,O,X
ZILOSTJ,X,O,X,X,X,X,O,X,O
ZILOSJT,O,O,X,O,X,X,O,O,O
ZIJTLSO,O,O,O,X,X,O,X,X,X
ZIJTLOS,X,O,X,O,O,O,X,X,X
ZIJTSLO,O,O,O,X,X,O,X,X,X
ZIJTSOL,O,O,O,O,X,X,X,O,X
ZIJTOLS,O,O,O,O,O,O,X,O,X
ZIJTOSL,X,X,O,O,X,O,X,O,X
ZIJLTSO,X,O,X,X,X,O,X,X,X
ZIJLTOS,X,O,X,O,O,O,X,X,X
ZIJLSTO,O,O,O,X,X,O,X,X,X
ZIJLSOT,O,O,O,X,X,X,O,O,X
ZIJLOTS,X,O,X,O,X,O,X,O,X
ZIJLOST,X,O,X,O,X,X,O,O,X
ZIJSTLO,O,X,O,X,X,X,X,X,X
ZIJSTOL,O,X,O,O,X,X,X,O,X
ZIJSLTO,O,X,O,X,X,O,X,X,X
ZIJSLOT,O,X,O,X,X,X,O,O,X
ZIJSOTL,O,X,X,X,X,X,X,O,X
ZIJSOLT,O,X,O,O,X,X,X,O,X
ZIJOTLS,X,X,X,O,X,X,X,O,X
ZIJOTSL,X,X,X,O,X,X,X,O,X
ZIJOLTS,X,O,X,O,X,O,X,O,X
ZIJOLST,X,O,X,O,X,X,X,O,X
ZIJOSTL,X,X,X,X,X,X,X,O,O
ZIJOSLT,X,X,O,O,X,X,X,O,O
ZISTLJO,O,X,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,O,X,O,X,X
ZISTJLO,O,X,O,X,X,O,X,X,X
ZISTJOL,O,X,O,O,X,X,X,X,X
ZISTOLJ,O,X,X,O,O,X,X,X,X
ZISTOJL,O,X,O,O,X,O,X,X,X
ZISLTJO,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,O,X,O,X,X
ZISLJTO,O,X,X,X,X,X,X,X,X
ZISLJOT,O,X,X,X,X,X,O,X,X
ZISLOTJ,X,X,X,X,X,X,O,X,X
ZISLOJT,O,X,X,X,X,X,O,O,X
ZISJTLO,O,X,O,X,X,X,X,X,X
ZISJTOL,O,X,X,O,X,X,X,O,X
ZISJLTO,O,X,O,X,X,O,X,X,X
ZISJLOT,O,X,O,X,X,X,O,O,X
ZISJOTL,O,X,X,X,X,X,X,O,X
ZISJOLT,O,X,O,O,X,X,X,O,X
ZISOTLJ,X,X,X,O,X,X,X,X,O
ZISOTJL,X,X,X,O,X,X,X,X,O
ZISOLTJ,X,X,X,X,X,X,O,X,O
ZISOLJT,O,X,X,O,X,X,O,O,O
ZISOJTL,O,X,X,X,X,X,X,O,O
ZISOJLT,O,X,X,O,X,X,X,O,O
ZIOTLJS,O,O,O,O,O,O,X,O,X
ZIOTLSJ,O,O,X,O,O,X,X,X,X
ZIOTJLS,O,O,O,O,O,O,X,O,X
ZIOTJSL,X,X,O,O,X,O,X,O,X
ZIOTSLJ,O,O,X,O,O,X,X,X,O
ZIOTSJL,O,O,O,O,X,O,X,X,O
ZIOLTJS,X,O,X,O,O,X,X,O,X
ZIOLTSJ,X,O,X,O,O,X,O,X,X
ZIOLJTS,X,O,X,O,X,X,X,O,X
ZIOLJST,X,O,X,O,X,X,O,O,X
ZIOLSTJ,X,O,X,X,X,X,O,X,O
ZIOLSJT,O,O,X,O,X,X,O,O,O
ZIOJTLS,X,X,X,O,X,X,X,O,X
ZIOJTSL,X,X,X,O,X,X,X,O,X
ZIOJLTS,X,O,X,O,X,O,X,O,X
ZIOJLST,X,O,X,O,X,X,X,O,X
ZIOJSTL,X,X,X,X,X,X,X,O,O
ZIOJSLT,X,X,O,O,X,X,X,O,O
ZIOSTLJ,X,X,X,O,X,X,X,X,O
ZIOSTJL,X,O,X,O,X,X,X,X,O
ZIOSLTJ,X,O,X,X,X,X,O,X,O
ZIOSLJT,O,O,X,O,X,X,O,O,O
ZIOSJTL,O,O,X,X,X,X,X,O,O
ZIOSJLT,O,O,X,O,X,X,X,O,O
ZLTIJSO,O,O,O,X,X,O,X,X,X
ZLTIJOS,X,O,X,O,O,O,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,O,X,O,X,X
ZLTIOJS,O,O,O,O,O,O,X,X,X
ZLTIOSJ,O,X,X,O,O,X,O,X,X
ZLTJISO,O,O,O,X,X,O,X,X,X
ZLTJIOS,X,O,X,O,O,O,X,X,X
ZLTJSIO,O,O,O,X,X,O,X,X,X
ZLTJSOI,O,O,O,X,O,O,X,X,X
ZLTJOIS,O,O,O,O,O,O,X,X,X
ZLTJOSI,O,O,O,O,O,O,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,O,X,O,X,X
ZLTSJIO,O,O,X,X,X,X,X,X,X
ZLTSJOI,O,O,X,X,O,X,X,X,X
ZLTSOIJ,O,O,X,X,O,X,O,X,X
ZLTSOJI,O,O,X,X,O,X,O,X,X
ZLTOIJS,O,O,O,O,O,O,X,X,X
ZLTOISJ,O,O,X,O,O,X,O,X,X
ZLTOJIS,O,O,O,O,O,O,X,X,X
ZLTOJSI,O,O,O,O,O,O,X,X,X
ZLTOSIJ,O,O,X,O,O,X,O,X,X
ZLTOSJI,O,O,X,O,O,X,O,X,X
ZLITJSO,O,O,O,X,X,O,X,X,X
ZLITJOS,X,O,X,O,O,O,X,X,X
ZLITSJO,O,O,X,X,X,X,X,X,X
ZLITSOJ,O,O,X,X,O,X,O,X,X
ZLITOJS,O,O,O,O,O,O,X,O,X
ZLITOSJ,O,X,X,O,O,X,O,X,X
ZLIJTSO,X,O,X,X,X,O,X,X,X
ZLIJTOS,X,O,X,O,O,O,X,X,X
ZLIJSTO,O,O,O,X,X,O,X,X,X
ZLIJSOT,O,O,O,X,X,X,O,O,X
ZLIJOTS,X,O,X,O,X,O,X,O,X
ZLIJOST,X,O,X,O,X,X,O,O,X
ZLISTJO,O,X,X,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,O,X,O,X,X
ZLISJTO,O,O,X,X,X,X,X,X,X
ZLISJOT,O,O,X,X,X,X,O,X,X
ZLISOTJ,X,X,X,X,X,X,O,X,X
ZLISOJT,O,X,X,X,X,X,O,O,X
ZLIOTJS,X,O,X,O,O,X,X,O,X
ZLIOTSJ,X,O,X,O,O,X,O,X,X
ZLIOJTS,X,O,X,O,X,X,X,O,X
ZLIOJST,X,O,X,O,X,X,O,O,X
ZLIOSTJ,X,O,X,X,X,X,O,X,O
ZLIOSJT,O,O,X,O,X,X,O,O,O
ZLJTISO,O,O,O,X,X,O,X,X,X
ZLJTIOS,X,O,X,O,O,O,X,X,X
ZLJTSIO,O,O,O,X,X,O,X,X,X
ZLJTSOI,O,O,O,X,O,O,X,X,X
ZLJTOIS,O,O,O,O,O,O,X,X,X
ZLJTOSI,O,O,O,O,O,O,X,X,X
ZLJITSO,X,O,X,X,X,O,X,X,X
ZLJITOS,X,O,X,O,O,O,X,X,X
ZLJISTO,O,O,O,X,X,O,X,X,X
ZLJISOT,O,O,O,X,X,X,O,O,X
ZLJIOTS,X,O,X,O,X,O,X,O,X
ZLJIOST,X,O,X,O,X,X,O,O,X
ZLJSTIO,O,O,O,X,X,O,X,X,X
ZLJSTOI,O,O,O,X,O,O,X,X,X
ZLJSITO,O,O,O,X,X,O,X,X,X
ZLJSIOT,O,O,O,X,X,X,O,O,X
ZLJSOTI,O,X,O,X,X,X,O,X,X
ZLJSOIT,O,O,O,X,X,X,O,X,X
ZLJOTIS,X,O,X,O,O,O,X,X,X
ZLJOTSI,X,O,X,X,O,O,X,X,X
ZLJOITS,X,O,X,O,X,O,X,X,X
ZLJOIST,X,O,X,O,X,X,O,X,X
ZLJOSTI,X,O,X,X,X,X,O,X,X
ZLJOSIT,X,O,X,O,X,X,O,X,X
ZLSTIJO,O,O,X,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,O,X,O,X,X
ZLSTJIO,O,O,X,X,X,X,X,X,X
ZLSTJOI,O,O,X,X,O,X,X,X,X
ZLSTOIJ,O,O,X,X,O,X,O,X,X
ZLSTOJI,O,O,X,X,O,X,O,X,X
ZLSITJO,O,X,X,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,O,X,O,X,X
ZLSIJTO,O,O,X,X,X,X,X,X,X
ZLSIJOT,O,O,X,X,X,X,O,X,X
ZLSIOTJ,X,X,X,X,X,X,O,X,X
ZLSIOJT,O,X,X,X,X,X,O,X,X
ZLSJTIO,O,O,X,X,X,X,X,X,X
ZLSJTOI,O,O,X,X,O,X,X,X,X
ZLSJITO,O,O,X,X,X,X,X,X,X
ZLSJIOT,O,O,X,X,X,X,O,X,X
ZLSJOTI,O,X,X,X,X,X,O,X,X
ZLSJOIT,O,O,X,X,X,X,O,X,X
ZLSOTIJ,O,O,X,X,X,X,O,X,X
ZLSOTJI,O,O,X,X,X,X,O,X,X
ZLSOITJ,X,O,X,X,X,X,O,X,X
ZLSOIJT,O,O,X,X,X,X,O,X,X
ZLSOJTI,O,O,X,X,X,X,O,X,X
ZLSOJIT,O,O,X,X,X,X,O,X,X
ZLOTIJS,O,O,X,O,O,X,X,X,X
ZLOTISJ,O,O,X,O,O,X,O,X,X
ZLOTJIS,O,O,X,O,O,X,X,X,X
ZLOTJSI,O,O,X,O,O,X,X,X,X
ZLOTSIJ,O,O,X,O,O,X,O,X,X
ZLOTSJI,O,O,X,O,O,X,O,X,X
ZLOITJS,X,O,X,O,O,X,X,X,X
ZLOITSJ,X,O,X,O,O,X,O,X,X
ZLOIJTS,X,O,X,O,X,X,X,X,X
ZLOIJST,X,O,X,O,X,X,O,X,X
ZLOISTJ,X,O,X,X,X,X,O,X,O
ZLOISJT,O,O,X,O,X,X,O,X,O
ZLOJTIS,X,O,X,O,O,X,X,X,X
ZLOJTSI,X,O,X,X,O,X,X,X,X
ZLOJITS,X,O,X,O,X,X,X,X,X
ZLOJIST,X,O,X,O,X,X,O,X,X
ZLOJSTI,X,O,X,X,X,X,O,X,X
ZLOJSIT,X,O,X,O,X,X,O,X,O
ZLOSTIJ,O,O,X,X,X,X,O,X,X
ZLOSTJI,O,O,X,X,X,X,O,X,X
ZLOSITJ,X,O,X,X,X,X,O,X,O
ZLOSIJT,O,O,X,O,X,X,O,X,O
ZLOSJTI,O,O,X,X,X,X,O,X,X
ZLOSJIT,O,O,X,O,X,X,O,X,O
ZJTILSO,O,O,O,X,X,O,X,X,X
ZJTILOS,X,O,X,O,O,O,X,X,X
ZJTISLO,O,O,O,X,X,O,X,X,X
ZJTISOL,O,O,O,O,X,X,X,O,X
ZJTIOLS,O,O,O,O,O,O,X,O,X
ZJTIOSL,X,X,O,O,X,O,X,O,X
ZJTLISO,O,O,O,X,X,O,X,X,X
ZJTLIOS,X,O,X,O,O,O,X,X,X
ZJTLSIO,O,O,O,X,X,O,X,X,X
ZJTLSOI,O,O,O,X,O,O,X,X,X
ZJTLOIS,O,O,O,O,O,O,X,X,X
ZJTLOSI,O,O,O,O,O,O,X,X,X
ZJTSILO,O,O,O,X,X,O,X,X,X
ZJTSIOL,O,O,O,O,X,X,X,O,X
ZJTSLIO,O,O,O,X,X,O,X,X,X
ZJTSLOI,O,O,O,X,X,O,X,X,X
ZJTSOIL,O,O,O,O,X,O,X,X,X
ZJTSOLI,O,O,O,O,X,O,X,X,X
ZJTOILS,O,O,O,O,O,O,X,X,X
ZJTOISL,X,X,O,O,X,O,X,X,X
ZJTOLIS,O,O,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,O,O,X,X,X
ZJTOSIL,X,O,O,O,X,O,X,X,X
ZJTOSLI,X,O,O,O,X,O,X,X,X
ZJITLSO,O,O,O,X,X,O,X,X,X
ZJITLOS,X,O,X,O,O,O,X,X,X
ZJITSLO,O,O,O,X,X,O,X,X,X
ZJITSOL,O,O,O,O,X,X,X,O,X
ZJITOLS,O,O,O,O,O,O,X,O,X
ZJITOSL,X,X,O,O,X,O,X,O,X
ZJILTSO,X,O,X,X,X,O,X,X,X
ZJILTOS,X,O,X,O,O,O,X,X,X
ZJILSTO,O,O,O,X,X,O,X,X,X
ZJILSOT,O,O,O,X,X,X,O,O,X
ZJILOTS,X,O,X,O,X,O,X,O,X
ZJILOST,X,O,X,O,X,X,O,O,X
ZJISTLO,O,X,O,X,X,X,X,X,X
ZJISTOL,O,X,O,O,X,X,X,O,X
ZJISLTO,O,X,O,X,X,O,X,X,X
ZJISLOT,O,X,O,X,X,X,O,O,X
ZJISOTL,O,X,X,X,X,X,X,O,X
ZJISOLT,O,X,O,O,X,X,X,O,X
ZJIOTLS,X,X,X,O,X,X,X,O,X
ZJIOTSL,X,X,X,O,X,X,X,O,X
ZJIOLTS,X,O,X,O,X,O,X,O,X
ZJIOLST,X,O,X,O,X,X,X,O,X
ZJIOSTL,X,X,X,X,X,X,X,O,O
ZJIOSLT,X,X,O,O,X,X,X,O,O
ZJLTISO,O,O,O,X,X,O,X,X,X
ZJLTIOS,X,O,X,O,O,O,X,X,X
ZJLTSIO,O,O,O,X,X,O,X,X,X
ZJLTSOI,O,O,O,X,O,O,X,X,X
ZJLTOIS,O,O,O,O,O,O,X,X,X
ZJLTOSI,O,O,O,O,O,O,X,X,X
ZJLITSO,X,O,X,X,X,O,X,X,X
ZJLITOS,X,O,X,O,O,O,X,X,X
ZJLISTO,O,O,O,X,X,O,X,X,X
ZJLISOT,O,O,O,X,X,X,O,O,X
ZJLIOTS,X,O,X,O,X,O,X,O,X
ZJLIOST,X,O,X,O,X,X,O,O,X
ZJLSTIO,O,O,O,X,X,O,X,X,X
ZJLSTOI,O,O,O,X,O,O,X,X,X
ZJLSITO,O,O,O,X,X,O,X,X,X
ZJLSIOT,O,O,O,X,X,X,O,O,X
ZJLSOTI,O,X,O,X,X,X,O,X,X
ZJLSOIT,O,O,O,X,X,X,O,X,X
ZJLOTIS,X,O,X,O,O,O,X,X,X
ZJLOTSI,X,O,X,X,O,O,X,X,X
ZJLOITS,X,O,X,O,X,O,X,X,X
ZJLOIST,X,O,X,O,X,X,O,X,X
ZJLOSTI,X,O,X,X,X,X,O,X,X
ZJLOSIT,X,O,X,O,X,X,O,X,X
ZJSTILO,O,O,O,X,X,O,X,X,X
ZJSTIOL,O,O,O,O,X,X,X,O,X
ZJSTLIO,O,O,O,X,X,O,X,X,X
ZJSTLOI,O,O,O,X,X,O,X,X,X
ZJSTOIL,O,O,O,O,X,O,X,X,X
ZJSTOLI,O,O,O,O,X,O,X,X,X
ZJSITLO,O,X,O,X,X,X,X,X,X
ZJSITOL,O,X,O,O,X,X,X,O,X
ZJSILTO,O,X,O,X,X,O,X,X,X
ZJSILOT,O,X,O,X,X,X,O,O,X
ZJSIOTL,O,X,X,X,X,X,X,O,X
ZJSIOLT,O,X,O,O,X,X,X,O,X
ZJSLTIO,O,O,O,X,X,O,X,X,X
ZJSLTOI,O,O,O,X,X,O,X,X,X
ZJSLITO,O,O,O,X,X,O,X,X,X
ZJSLIOT,O,O,O,X,X,X,O,O,X
ZJSLOTI,O,X,O,X,X,X,O,X,X
ZJSLOIT,O,O,O,X,X,X,O,X,X
ZJSOTIL,O,X,O,X,X,X,X,X,X
ZJSOTLI,O,X,O,X,X,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,O,X
ZJSOILT,O,X,O,O,X,X,X,O,X
ZJSOLTI,O,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,O,O,X,X,X,X,X
ZJOTILS,X,O,O,O,X,O,X,X,X
ZJOTISL,X,X,O,O,X,O,X,X,X
ZJOTLIS,X,O,O,O,X,O,X,X,X
ZJOTLSI,X,O,O,O,X,O,X,X,X
ZJOTSIL,X,O,O,O,X,O,X,X,O
ZJOTSLI,X,O,O,O,X,O,X,X,X
ZJOITLS,X,X,X,O,X,X,X,O,X
ZJOITSL,X,X,X,O,X,X,X,O,X
ZJOILTS,X,O,X,O,X,O,X,O,X
ZJOILST,X,O,X,O,X,X,X,O,X
ZJOISTL,X,X,X,X,X,X,X,O,O
ZJOISLT,X,X,O,O,X,X,X,O,O
ZJOLTIS,X,O,X,O,X,O,X,X,X
ZJOLTSI,X,O,X,X,X,O,X,X,X
ZJOLITS,X,O,X,O,X,O,X,X,X
ZJOLIST,X,O,X,O,X,X,X,X,X
ZJOLSTI,X,O,X,X,X,X,X,X,X
ZJOLSIT,X,O,X,O,X,X,X,X,O
ZJOSTIL,X,O,O,X,X,X,X,X,O
ZJOSTLI,X,O,O,X,X,X,X,X,X
ZJOSITL,X,O,X,X,X,X,X,O,O
ZJOSILT,X,O,O,O,X,X,X,O,O
ZJOSLTI,X,O,O,X,X,X,X,X,X
ZJOSLIT,X,O,O,O,X,X,X,X,O
ZSTILJO,O,O,X,X,X,X,X,X,X
ZSTILOJ,O,O,X,X,O,X,O,X,X
ZSTIJLO,O,O,O,X,X,O,X,X,X
ZSTIJOL,O,O,O,O,X,X,X,X,X
ZSTIOLJ,O,O,X,O,O,X,X,X,X
ZSTIOJL,O,O,O,O,X,O,X,X,X
ZSTLIJO,O,O,X,X,X,X,X,X,X
ZSTLIOJ,O,O,X,X,O,X,O,X,X
ZSTLJIO,O,O,X,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,O,X,X,X,X
ZSTLOIJ,O,O,X,X,O,X,O,X,X
ZSTLOJI,O,O,X,X,O,X,O,X,X
ZSTJILO,O,O,O,X,X,O,X,X,X
ZSTJIOL,O,O,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,X,X,O,X,X,X
ZSTJLOI,O,O,O,X,X,O,X,X,X
ZSTJOIL,O,O,O,O,X,O,X,X,X
ZSTJOLI,O,O,O,O,X,O,X,X,X
ZSTOILJ,O,O,X,O,O,X,X,X,X
ZSTOIJL,O,O,O,O,X,O,X,X,X
ZSTOLIJ,O,O,X,O,O,X,X,X,X
ZSTOLJI,O,O,X,O,O,X,X,X,X
ZSTOJIL,O,O,O,O,X,O,X,X,X
ZSTOJLI,O,O,O,O,X,O,X,X,X
ZSITLJO,O,X,X,X,X,X,X,X,X
ZSITLOJ,O,X,X,X,O,X,O,X,X
ZSITJLO,O,X,O,X,X,O,X,X,X
ZSITJOL,O,X,O,O,X,X,X,X,X
ZSITOLJ,O,X,X,O,O,X,X,X,X
ZSITOJL,O,X,O,O,X,O,X,X,X
ZSILTJO,O,X,X,X,X,X,X,X,X
ZSILTOJ,O,X,X,X,O,X,O,X,X
ZSILJTO,O,X,X,X,X,X,X,X,X
ZSILJOT,O,X,X,X,X,X,O,X,X
ZSILOTJ,X,X,X,X,X,X,O,X,X
ZSILOJT,O,X,X,X,X,X,O,O,X
ZSIJTLO,O,X,O,X,X,X,X,X,X
ZSIJTOL,O,X,X,O,X,X,X,O,X
ZSIJLTO,O,X,O,X,X,O,X,X,X
ZSIJLOT,O,X,O,X,X,X,O,O,X
