sequence,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBxcBTfBU?iBKrBfsB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgBxcB3fBU?iBOrBzrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBtgBXdBx?mB0mB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgBxcB3fBU?iBmrBTrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBXdBTfBx?mBirB0rB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBtgB0cBx?mBXnB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgB0cBTfBx?mBirBXsB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeO/IvhF8fBtgBXdBx?mBTmBywB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jei6IvhFtgB0cB3fBx?mBOsBTrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFtgBxcBTfBc?mBXnBywB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jex6IvhF/hBTfB0gBN?nBCnB2wB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jem6IvhFxcBTfBSmBN?nB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeK/IvhFzaBxcBGhBN?nB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jey/IvhFxcBGhBNnBT?fB0rBfrB,v115@7gB8GeC8BeA8EeF8CeG8CeC8Jex/IvhFXhBNnBTfBC?iB0rBmqB,v115@7gB8GeC8BeA8EeF8CeG8CeC8JeN/IvhF/hB0gBZnBC?gBGiBTrB
ZSTIOLJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
ZSTIOJL,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
ZSTLIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSTLIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSTLJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTLJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSTLOIJ,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X
ZSTLOJI,O,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X
ZSTJILO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
ZSTJIOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,O
ZSTJLIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSTJLOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSTJOIL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSTJOLI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSTOILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
ZSTOIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
ZSTOLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZSTOLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZSTOJIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSTOJLI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZSITLJO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSITLOJ,X,O,O,O,X,X,X,X,O,O,X,X,X,X,O,O
ZSITJLO,X,O,X,O,X,X,X,O,O,O,X,X,X,X,O,O
ZSITJOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,O
ZSITOLJ,X,O,X,O,X,X,X,X,O,O,X,X,X,X,O,O
ZSITOJL,X,X,X,X,O,X,X,O,O,O,X,X,X,X,O,O
ZSILTJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSILTOJ,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSILJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSILJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSILOTJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSILOJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJTLO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZSIJTOL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZSIJLTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJLOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSIJOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSIOTJL,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O
ZSIOLTJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJTL,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSLTIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSLTJIO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,X,X
ZSLTJOI,O,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
ZSLTOIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSLTOJI,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X
ZSLITJO,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSLITOJ,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSLIJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLIJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSLIOJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X
ZSLOITJ,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZSLOIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSLOJTI,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSJTILO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSJTIOL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,O
ZSJTLIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSJTLOI,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X
ZSJTOIL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSJTOLI,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSJITLO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSJITOL,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSJILTO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJILOT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJIOTL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZSJIOLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLITO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJOTIL,X,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSJOTLI,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSJOITL,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X
ZSJOILT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZSJOLIT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
ZSOTIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZSOTLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZSOTLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZSOTJIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOTJLI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZSOITLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZSOITJL,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,O
ZSOILTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZSOILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O
ZSOLTJI,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O
ZSOLIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSOLJIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOJTLI,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZSOJITL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZSOJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSOJLIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOTILSJ,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,O
ZOTIJLS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOTIJSL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
ZOTISLJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
ZOTISJL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
ZOTLIJS,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X
ZOTLISJ,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,O
ZOTLJIS,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X
ZOTLJSI,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X
ZOTLSIJ,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O
ZOTLSJI,O,O,X,X,O,X,O,O,O,X,O,O,O,X,X,X
ZOTJILS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOTJISL,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZOTJLIS,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
ZOTJLSI,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X
ZOTJSIL,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
ZOTJSLI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
ZOTSILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,O
ZOTSIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,O,O
ZOTSLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZOTSLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZOTSJIL,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
ZOTSJLI,O,O,X,X,O,X,O,O,O,O,O,O,X,X,X,X
ZOITLJS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZOITLSJ,X,O,X,X,O,X,O,X,O,X,O,O,X,X,X,O
ZOITJLS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOITJSL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
ZOITSLJ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
ZOITSJL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
ZOILTJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZOILJTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOILJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOILSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOIJTSL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
ZOIJLTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOIJLST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
ZOIJSLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOISTJL,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O
ZOISLTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOISLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOISJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,O,X,O,O,X,X,X,O,O,X,X,X
ZOLTISJ,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,O
ZOLTJIS,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X
ZOLTJSI,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X
ZOLTSIJ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O
ZOLTSJI,O,O,X,X,O,X,O,O,X,X,O,O,O,X,X,X
ZOLITJS,O,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X
ZOLITSJ,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZOLIJTS,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZOLIJST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLISTJ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
ZOLISJT,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X
ZOLJTSI,O,X,X,X,O,X,O,O,X,X,O,O,O,X,X,X
ZOLJITS,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZOLJIST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLSTJI,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOLSIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJTILS,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJTISL,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZOJTLIS,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJTLSI,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJTSIL,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,O
ZOJTSLI,O,O,X,X,O,X,O,O,X,O,O,O,X,X,X,X
ZOJITLS,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJITSL,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,O
ZOJILTS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOJILST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O
ZOJISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJLTSI,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X
ZOJLITS,X,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X
ZOJLIST,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOJSTLI,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZOJSITL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOJSILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOJSLIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,X,O,X,O,X,X,X,X,O,O,O,X,X,X,X,O
ZOSTIJL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOSTLIJ,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,O
ZOSTLJI,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X
ZOSTJIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSTJLI,O,O,X,X,O,X,X,O,O,O,O,O,X,X,X,X
ZOSITLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOSITJL,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,O
ZOSILTJ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOSILJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSIJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOSLTJI,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,O
ZOSLIJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSJTLI,O,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X
ZOSJITL,X,O,X,X,O,X,X,O,X,O,O,X,X,X,X,O
ZOSJILT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTILSJZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTILSZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTILZJS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTILZSJ,X,X,O,X,O,O,O,X,O,X,O,X,X,X,X,O
OTIJLSZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTIJSLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTIJSZL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTIJZLS,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X
OTIJZSL,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O
OTISLJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTISLZJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTISJZL,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
OTISZJL,X,O,X,X,O,X,O,O,O,O,O,X,X,X,X,O
OTIZLJS,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X
OTIZLSJ,X,O,X,X,O,O,O,X,O,X,O,O,X,X,X,O
OTIZJLS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X,X
OTIZJSL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,X,O
OTIZSLJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,O
OTIZSJL,X,O,X,X,O,X,O,O,O,X,O,X,X,X,O,O
OTLIJSZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLISJZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLISZJ,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X
OTLIZJS,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X
OTLIZSJ,X,X,O,X,O,O,O,O,O,X,O,X,X,X,X,O
OTLJISZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTLJSIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OTLJZIS,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
OTLJZSI,O,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X
OTLSIJZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLSIZJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTLSJZI,O,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTLSZIJ,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTLSZJI,O,O,O,X,O,O,O,O,O,O,X,X,O,X,X,X
OTLZIJS,O,X,O,X,O,O,O,O,X,X,X,O,O,X,X,X
OTLZISJ,X,O,O,X,O,O,O,O,X,X,O,O,X,X,X,O
OTLZJIS,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
OTLZJSI,O,X,O,X,O,O,O,O,X,X,X,O,O,O,X,X
OTLZSIJ,O,O,O,X,X,O,X,X,O,X,O,O,X,X,X,O
OTLZSJI,O,O,O,X,O,O,O,O,O,X,O,O,O,X,X,X
OTJILSZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJILZS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJISLZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJISZL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJIZLS,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTJIZSL,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O
OTJLISZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJLZIS,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X
OTJLZSI,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X
OTJSILZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJSIZL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTJSLIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJSLZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTJSZIL,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
OTJSZLI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
OTJZILS,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
OTJZISL,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O
OTJZLIS,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTJZLSI,O,O,X,X,O,O,O,X,X,X,O,O,X,X,X,X
OTJZSIL,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O
OTJZSLI,O,O,X,O,O,X,O,X,O,O,O,O,X,X,X,X
OTSILJZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSILZJ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSIJZL,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTSIZLJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
OTSIZJL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,O
OTSLIJZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSLIZJ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSLJZI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSLZIJ,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSLZJI,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
OTSJILZ,O,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSJIZL,X,O,X,X,O,X,O,X,O,O,O,X,X,X,X,X
