sequence,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBfrB6?rBmnBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhF0cBxiBzlB+?rBinB3sB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBKsBz?nBGmBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBUiBThBf?rBysBWxB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je1AJvhFxdBumBXhBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeF8IvhFxdB6lB3hBO?sB8sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBmnBf?rB6rBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBmnBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhFlgB3hBOsB8?sBCmBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhF1hBxiBGmBK?sBznBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex9IvhF0gBlhBinBW?rB3sBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Jex8IvhFlgBUiBOoB6?rBfrBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8Je37IvhFqhB8lBusBZ?nBFoBTrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhF3hBZnBznBG?mBUrBCtB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeX9IvhFlgBOoBxmBS?rBTsBUrB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeG8IvhFlgBymBXjBU?rBRsBTsB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JefCJvhFlgB6nBOoB0?mBzlBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB2nB0mBz?lBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhBXjB2rBC?mB0nBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JelAJvhFzhB0iB2rBC?mBXoBxwB,v115@zgC8GeB8EeF8FeD8FeE8DeB8JeC9IvhFlgB/nBOoB0?mBzlBxwB
ZOTILSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTLJSI,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOTLSIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOTLSJI,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOTJISL,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOTJLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJSLI,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOTSLJI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSJLI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOITLJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOILTJS,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOILTSJ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJLST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOISLTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTIJS,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,O,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOLTJSI,X,X,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZOLTSIJ,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOLTSJI,X,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLITJS,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLJTSI,X,X,O,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
ZOLJITS,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOJTILS,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,O,O,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJTLSI,X,O,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOJTSLI,X,O,X,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJITLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJILST,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJISTL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJLTSI,X,X,O,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOJLITS,X,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLIST,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLSTI,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSTIL,O,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLTI,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOJSLIT,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTLIJ,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSTLJI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTJLI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSITJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSILTJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLTIJ,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSLTJI,O,X,O,X,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSLJIT,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOSJTLI,O,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTILJSZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTILSZJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIJLZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTIJSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OTIJZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OTISLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISLZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTIZLJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTIZSJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTLIJSZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLISZJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLSIZJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLSJZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLZIJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZJSI,X,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLZSJI,X,X,O,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJIZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLZSI,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSLZI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZISL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJZLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJZSIL,O,O,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJZSLI,X,O,X,X,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSILJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSILZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLIZJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLJZI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJLZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSZIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSZLJI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZJLI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZLIJS,O,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTZLJSI,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTZLSIJ,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZLSJI,X,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZJILS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZJISL,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZJLSI,X,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZJSLI,X,O,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSIJL,O,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZSLJI,O,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,X,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZSJLI,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
OITLJSZ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITLSZJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJLSZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OITJLZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OITJSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OITJZLS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJZSL,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OITSLJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSLZJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
