sequence,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhF3bBuhBciBZmBTl?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFTdBFgBXhB0hBmq?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Jel6IvhFRcBciBOlBThBfr?BCsB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFlbBGdBihBTlBxr?B3rB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBUgBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFUgBFhBXiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiB6rBTn?BmqB,v115@7gC8GeD8EeE8FeF8BeD8Jex6IvhFXcBalBFiBGmBTn?BUrB,v115@7gC8GeD8EeE8FeF8BeD8Je06IvhFxbB3gBFiByqB+r?BTsB,v115@7gC8GeD8EeE8FeF8BeD8JeR8IvhFciBFgBThBfrBmk?BCsB,v115@7gC8GeD8EeE8FeF8BeD8JeaBJvhFTdBFgBfrBUnB5m?BmpB
STLIJZO,O,O,X,X,X,X,X,O,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,X,O,X,O,X,X,O,X,X,X,O
STLIZOJ,O,X,O,X,O,X,X,O,X,X,O,O
STLIOJZ,X,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,X,X,X,O,X,X,O,X
STLJIZO,X,O,O,X,O,O,X,O,X,X,X,X
STLJIOZ,X,O,O,X,X,X,X,O,X,X,X,X
STLJZIO,X,O,O,X,O,O,X,O,X,X,X,O
STLJZOI,X,O,O,X,O,O,X,O,X,X,O,O
STLJOIZ,X,O,O,X,X,X,X,O,X,X,X,X
STLJOZI,X,O,O,X,O,O,X,O,X,X,O,X
STLZIJO,O,X,O,X,O,X,O,O,O,X,X,O
STLZIOJ,O,X,O,X,O,X,O,O,X,X,O,O
STLZJIO,O,X,O,X,O,X,O,O,O,X,X,O
STLZJOI,O,X,O,X,O,X,O,O,O,X,O,O
STLZOIJ,O,X,O,X,O,X,O,O,X,X,O,O
STLZOJI,O,X,O,X,O,X,O,O,O,X,O,O
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,X,X,X,O,X,X,O,X
STLOJIZ,O,O,O,X,X,X,X,O,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,O,X,X,O,X
STLOZIJ,O,X,O,X,O,X,X,O,X,X,O,O
STLOZJI,O,X,O,X,O,X,X,O,X,X,O,O
STJILZO,X,O,O,X,X,O,X,X,X,X,X,X
STJILOZ,X,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,X,X,O,X,X,X,O,O,X,X,X,X
STJIZOL,X,O,O,X,X,X,O,X,X,X,X,X
STJIOLZ,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,X,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,X,O,O,X,X,O,X,X,X,O,X,X
STJLIOZ,X,O,O,X,X,X,X,X,X,O,X,X
STJLZIO,X,O,O,X,O,O,O,O,X,O,X,O
STJLZOI,X,O,O,X,O,O,O,O,X,O,O,O
STJLOIZ,X,O,O,X,X,X,X,X,X,O,X,X
STJLOZI,X,O,O,X,X,O,X,X,X,O,O,X
STJZILO,X,X,O,X,X,X,O,O,X,X,X,X
STJZIOL,X,O,O,X,X,X,O,X,X,X,X,X
STJZLIO,X,X,O,X,X,O,O,O,X,O,X,O
STJZLOI,X,X,O,X,X,O,O,O,X,O,O,O
STJZOIL,X,O,O,X,X,X,O,X,X,X,O,X
STJZOLI,X,O,O,X,X,X,O,O,X,X,O,O
STJOILZ,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,X,O,O,X,X,O,X,X,X,X,X,X
STJOZIL,X,O,O,X,X,X,O,X,X,X,O,X
STJOZLI,X,O,O,X,X,X,O,O,X,X,O,O
STZILJO,O,X,O,X,X,X,O,X,O,X,X,O
STZILOJ,X,X,O,X,X,X,O,X,X,X,O,O
STZIJLO,O,X,O,X,X,X,O,X,O,X,X,X
STZIJOL,O,X,O,X,X,X,O,X,X,X,X,X
STZIOLJ,X,X,O,X,X,X,O,X,X,X,O,O
STZIOJL,O,X,O,X,X,X,O,X,X,X,O,X
STZLIJO,O,X,O,X,O,X,O,O,O,X,X,O
STZLIOJ,O,X,O,X,O,X,O,O,X,X,O,O
STZLJIO,O,X,O,X,O,X,O,O,O,X,X,O
STZLJOI,O,X,O,X,O,X,O,O,O,X,O,O
STZLOIJ,O,X,O,X,O,X,O,O,X,X,O,O
STZLOJI,O,X,O,X,O,X,O,O,O,X,O,O
STZJILO,O,X,O,X,X,X,O,O,O,X,X,X
STZJIOL,O,X,O,X,X,X,O,X,X,X,X,X
STZJLIO,O,X,O,X,X,O,O,O,O,O,X,O
STZJLOI,O,X,O,X,X,O,O,O,O,O,O,O
STZJOIL,O,X,O,X,X,X,O,X,X,X,O,X
STZJOLI,O,X,O,X,X,X,O,O,O,X,O,O
STZOILJ,O,X,O,X,X,X,O,X,X,X,O,O
STZOIJL,O,X,O,X,X,X,O,X,X,X,O,X
STZOLIJ,O,X,O,X,X,X,O,X,X,X,O,O
STZOLJI,O,X,O,X,X,X,O,X,O,X,O,O
STZOJIL,O,X,O,X,X,X,O,X,X,X,O,X
STZOJLI,O,X,O,X,X,X,O,X,O,X,O,O
STOILJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,O,X,X,X,X,X,X,X,O,O
STOIZJL,O,X,O,X,X,X,X,X,X,X,O,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,X,X,X,X,O,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,X,X,X,X,X,X,O,X
STOLZIJ,O,X,O,X,O,X,X,X,X,X,O,O
STOLZJI,O,X,O,X,O,X,X,X,X,X,O,O
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,X,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,X,O,X
STOJZLI,O,O,O,X,X,X,X,X,X,X,O,O
STOZILJ,O,X,O,X,X,X,O,X,X,X,O,O
STOZIJL,O,X,O,X,X,X,O,X,X,X,O,X
STOZLIJ,O,X,O,X,X,X,O,X,X,X,O,O
STOZLJI,O,X,O,X,X,X,O,X,X,X,O,O
STOZJIL,O,X,O,X,X,X,O,X,X,X,O,X
STOZJLI,O,X,O,X,X,X,O,X,X,X,O,O
SITLJZO,O,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,X,X,X,X,X,X,O
SITLZOJ,O,X,O,X,X,X,X,X,X,X,O,O
SITLOJZ,X,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,O,X
SITJLZO,O,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,O,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,O,X,X,X,O,X,X,X,X,O
SITZLOJ,O,X,O,X,X,X,O,X,X,X,O,O
SITZJLO,O,X,O,X,X,X,O,X,X,X,X,X
SITZJOL,O,X,O,X,X,X,O,X,X,X,X,X
SITZOLJ,X,X,O,X,X,X,O,X,X,X,O,O
SITZOJL,O,X,O,X,X,X,O,X,X,X,O,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,X,X,X,X,O,O
SITOZJL,O,X,O,X,X,X,X,X,X,X,O,X
SILTJZO,O,O,X,O,X,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,X,O,O,X,X,X,X,X,X,X,O
SILTZOJ,O,X,O,X,X,X,X,X,X,X,O,O
SILTOJZ,X,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,O,X
SILJTZO,O,O,O,O,X,X,X,X,X,X,X,X
SILJTOZ,X,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,O,O,X,X,O,X,X,X,X,X
SILJZOT,O,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X,X,X,X,X,X
SILJOZT,X,X,O,O,X,X,X,X,X,X,X,X
SILZTJO,O,X,O,O,X,X,O,X,X,X,X,O
SILZTOJ,O,X,O,X,X,X,O,X,X,X,O,O
SILZJTO,O,X,O,O,X,X,O,X,O,X,X,X
SILZJOT,O,X,O,X,X,X,X,X,O,X,X,X
SILZOTJ,O,X,O,X,X,X,X,X,X,X,O,O
SILZOJT,O,X,O,X,X,X,X,X,X,X,O,X
SILOTJZ,O,O,X,O,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X,X,X,O,X
SILOJTZ,O,O,O,O,X,X,X,X,X,X,X,X
SILOJZT,O,X,O,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,O,O,X,X,X,X,X,X,O,X
SILOZJT,O,X,O,O,X,X,X,X,X,X,O,X
SIJTLZO,O,O,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,X,O,X,X,X,O,X,X,X,X,X
SIJTZOL,O,O,O,X,X,X,O,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,X,O,O,X,X,O,X,X,X,X,X
SIJLZOT,O,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,X,X,X,X,X
SIJLOZT,X,X,O,O,X,X,X,X,X,X,X,X
SIJZTLO,O,X,O,O,X,X,O,X,X,X,X,X
SIJZTOL,O,X,O,X,X,X,O,X,X,X,X,X
SIJZLTO,O,X,O,O,O,X,O,X,X,X,X,X
SIJZLOT,X,X,O,X,O,X,X,X,X,X,X,X
SIJZOTL,O,X,O,X,X,X,O,X,X,X,X,X
SIJZOLT,X,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,X,O,O,X,X,O,X,X,X,X,X
SIJOZLT,X,X,O,O,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,O,X,X,X,X,O
SIZTLOJ,O,X,O,X,X,X,O,X,X,X,O,O
SIZTJLO,O,X,O,O,X,X,O,X,X,X,X,X
SIZTJOL,O,X,O,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,X,O,X,X,X,O,X,X,X,O,O
SIZTOJL,O,X,O,X,X,X,O,X,X,X,O,X
SIZLTJO,O,X,O,O,O,O,O,X,X,X,X,O
SIZLTOJ,O,X,O,X,O,X,O,X,X,X,O,O
SIZLJTO,O,X,O,O,O,O,O,X,X,X,X,X
SIZLJOT,O,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X,X,X,X,O,O
SIZLOJT,O,X,O,X,X,O,X,X,X,X,O,X
SIZJTLO,O,X,O,O,X,X,O,X,X,X,X,X
SIZJTOL,O,X,O,X,X,X,O,X,X,X,X,X
SIZJLTO,O,X,O,O,O,X,O,X,X,X,X,X
SIZJLOT,X,X,O,X,O,X,X,X,X,X,X,X
SIZJOTL,O,X,O,X,X,X,O,X,X,X,X,X
SIZJOLT,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,X,X,X,O,X,X,X,O,O
SIZOTJL,O,X,O,X,X,X,O,X,X,X,O,X
SIZOLTJ,O,X,O,X,X,X,X,X,X,X,O,O
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,O,X,X,X,O,X
SIZOJLT,O,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,O,O
SIOTZJL,O,X,O,O,X,X,X,X,X,X,O,X
SIOLTJZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,O,O,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,O,X,X,O,X,X,X,X,X
SIOJZLT,O,X,O,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,X,X,O,X,X,X,O,O
SIOZTJL,O,X,O,O,X,X,O,X,X,X,O,X
SIOZLTJ,O,X,O,O,X,X,X,X,X,X,O,O
SIOZLJT,O,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,O,X,X,O,X,X,X,O,X
SIOZJLT,O,X,O,O,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,X,O,X,O,X,X
SLTIJOZ,X,O,X,X,X,X,X,O,X,O,X,X
SLTIZJO,O,X,O,X,O,X,X,O,X,O,X,O
SLTIZOJ,O,X,O,X,O,X,X,O,X,X,O,O
SLTIOJZ,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLTJIZO,X,O,O,X,O,O,X,O,X,O,X,X
SLTJIOZ,X,O,O,X,X,X,X,O,X,O,X,X
SLTJZIO,X,O,O,X,O,O,X,O,X,O,X,O
SLTJZOI,X,O,O,X,O,O,X,O,X,O,O,O
SLTJOIZ,X,O,O,X,X,X,X,O,X,O,X,X
SLTJOZI,X,O,O,X,O,O,X,O,X,O,O,X
SLTZIJO,O,X,O,X,O,O,O,O,O,O,X,O
SLTZIOJ,O,X,O,X,O,X,O,O,X,X,O,O
SLTZJIO,O,X,O,X,O,O,O,O,O,O,X,O
SLTZJOI,O,X,O,X,O,O,O,O,O,O,O,O
SLTZOIJ,O,X,O,X,O,X,O,O,X,X,O,O
SLTZOJI,O,X,O,X,O,X,O,O,O,X,O,O
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLTOJIZ,O,O,O,X,X,X,X,O,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,O,X,X,O,X
SLTOZIJ,O,X,O,X,O,X,X,O,X,X,O,O
SLTOZJI,O,X,O,X,O,X,X,O,X,X,O,O
SLITJZO,O,O,X,X,X,X,X,O,X,O,X,X
SLITJOZ,X,O,X,X,X,X,X,O,X,O,X,X
SLITZJO,O,X,O,X,O,X,X,O,X,O,X,O
SLITZOJ,O,X,O,X,O,X,X,O,X,X,O,O
SLITOJZ,X,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLIJTZO,O,O,O,X,X,O,X,O,X,O,X,X
SLIJTOZ,X,O,O,X,X,X,X,X,X,O,X,X
SLIJZTO,O,X,O,X,X,O,O,O,X,O,X,X
SLIJZOT,O,X,O,X,X,O,X,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,X,X,X,X,O,X,X
SLIJOZT,X,X,O,X,X,X,X,X,X,O,X,X
SLIZTJO,O,X,O,X,O,O,O,O,X,O,X,O
SLIZTOJ,O,X,O,X,O,X,O,O,X,X,O,O
SLIZJTO,O,X,O,X,O,O,O,O,O,O,X,X
SLIZJOT,O,X,O,X,X,O,X,X,O,O,X,X
SLIZOTJ,O,X,O,X,O,X,X,O,X,X,O,O
SLIZOJT,O,X,O,X,X,O,X,X,X,O,O,X
SLIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLIOJTZ,O,O,O,X,X,X,X,X,X,O,X,X
SLIOJZT,O,X,O,X,X,X,X,X,X,O,X,X
SLIOZTJ,O,X,O,X,X,X,X,O,X,X,O,X
SLIOZJT,O,X,O,X,X,X,X,X,X,O,O,X
SLJTIZO,X,O,O,X,O,O,X,O,X,O,X,X
SLJTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJTZIO,X,O,O,X,O,O,O,O,X,O,X,O
SLJTZOI,X,O,O,X,O,O,O,O,X,O,O,O
SLJTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJTOZI,X,O,O,X,O,O,X,O,X,O,O,X
SLJITZO,X,O,O,X,O,O,X,O,X,O,X,X
SLJITOZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJIZTO,X,X,O,X,O,O,O,O,X,O,X,X
SLJIZOT,X,X,O,X,O,O,X,O,X,O,X,X
SLJIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJIOZT,X,X,O,X,X,X,X,O,X,O,X,X
SLJZTIO,X,O,O,X,O,O,O,O,X,O,X,O
SLJZTOI,X,O,O,X,O,O,O,O,X,O,O,O
SLJZITO,X,X,O,X,O,O,O,O,X,O,X,X
SLJZIOT,X,X,O,X,O,O,X,O,X,O,X,X
SLJZOTI,X,O,O,X,O,O,X,O,X,O,O,O
SLJZOIT,X,X,O,X,O,O,X,O,X,O,O,X
SLJOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJOTZI,X,O,O,X,O,O,X,O,X,O,O,X
SLJOITZ,X,O,O,X,X,X,X,O,X,O,X,X
SLJOIZT,X,X,O,X,X,X,X,O,X,O,X,X
SLJOZTI,X,O,O,X,O,O,X,O,X,O,O,X
SLJOZIT,X,X,O,X,O,O,X,O,X,O,O,X
SLZTIJO,O,X,O,X,O,O,O,O,O,O,X,O
SLZTIOJ,O,X,O,X,O,X,O,O,X,X,O,O
SLZTJIO,O,X,O,X,O,O,O,O,O,O,X,O
SLZTJOI,O,X,O,X,O,O,O,O,O,O,O,O
SLZTOIJ,O,X,O,X,O,X,O,O,X,X,O,O
SLZTOJI,O,X,O,X,O,X,O,O,O,X,O,O
SLZITJO,O,X,O,X,O,O,O,O,X,O,X,O
SLZITOJ,O,X,O,X,O,X,O,O,X,X,O,O
SLZIJTO,O,X,O,X,O,O,O,O,O,O,X,X
SLZIJOT,O,X,O,X,X,O,X,X,O,O,X,X
SLZIOTJ,O,X,O,X,O,X,X,O,X,X,O,O
SLZIOJT,O,X,O,X,X,O,X,X,X,O,O,X
SLZJTIO,O,X,O,X,O,O,O,O,O,O,X,O
SLZJTOI,O,X,O,X,O,O,O,O,O,O,O,O
SLZJITO,O,X,O,X,O,O,O,O,O,O,X,X
SLZJIOT,O,X,O,X,X,O,X,X,O,O,X,X
SLZJOTI,O,X,O,X,X,O,X,X,O,O,O,O
SLZJOIT,O,X,O,X,X,O,X,X,O,O,O,X
SLZOTIJ,O,X,O,X,O,X,X,O,X,X,O,O
SLZOTJI,O,X,O,X,O,X,X,O,X,X,O,O
SLZOITJ,O,X,O,X,O,X,X,O,X,X,O,O
SLZOIJT,O,X,O,X,X,O,X,X,X,O,O,X
SLZOJTI,O,X,O,X,X,O,X,X,X,O,O,O
SLZOJIT,O,X,O,X,X,O,X,X,X,O,O,X
SLOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLOTJIZ,O,O,O,X,X,X,X,O,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,O,X,X,O,X
SLOTZIJ,O,X,O,X,O,X,X,O,X,X,O,O
SLOTZJI,O,X,O,X,O,X,X,O,X,X,O,O
SLOITJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X,O,X,X,O,X
SLOIJTZ,O,O,O,X,X,X,X,X,X,O,X,X
SLOIJZT,O,X,O,X,X,X,X,X,X,O,X,X
SLOIZTJ,O,X,O,X,X,X,X,O,X,X,O,X
SLOIZJT,O,X,O,X,X,X,X,X,X,O,O,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,O,X,X
SLOJTZI,O,O,O,X,X,O,X,X,X,O,O,X
SLOJITZ,O,O,O,X,X,X,X,X,X,O,X,X
SLOJIZT,O,X,O,X,X,X,X,X,X,O,X,X
SLOJZTI,O,O,O,X,X,O,X,X,X,O,O,X
SLOJZIT,O,X,O,X,X,O,X,X,X,O,O,X
SLOZTIJ,O,X,O,X,O,X,X,O,X,X,O,O
SLOZTJI,O,X,O,X,O,X,X,O,X,X,O,O
SLOZITJ,O,X,O,X,O,X,X,O,X,X,O,O
SLOZIJT,O,X,O,X,X,O,X,X,X,O,O,X
SLOZJTI,O,X,O,X,X,O,X,X,X,O,O,O
SLOZJIT,O,X,O,X,X,O,X,X,X,O,O,X
SJTILZO,X,O,O,X,X,O,X,X,X,X,X,X
SJTILOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTIZLO,X,X,O,X,X,X,O,O,X,X,X,X
SJTIZOL,X,O,O,X,X,X,O,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,O,O,X,X,X,X,X,X,X,X,X
SJTLIZO,X,O,O,X,X,O,X,X,X,O,X,X
SJTLIOZ,X,O,O,X,X,X,X,X,X,O,X,X
SJTLZIO,X,O,O,X,X,O,O,O,X,O,X,O
SJTLZOI,X,O,O,X,X,O,O,O,X,O,O,O
SJTLOIZ,X,O,O,X,X,X,X,X,X,O,X,X
SJTLOZI,X,O,O,X,X,O,X,X,X,O,O,X
SJTZILO,X,X,O,X,X,X,O,O,X,X,X,X
SJTZIOL,X,O,O,X,X,X,O,X,X,X,X,X
SJTZLIO,X,X,O,X,X,O,O,O,X,O,X,O
SJTZLOI,X,X,O,X,X,O,O,O,X,O,O,O
SJTZOIL,X,O,O,X,X,X,O,X,X,X,O,X
SJTZOLI,X,O,O,X,X,X,O,O,X,X,O,O
SJTOILZ,X,O,X,X,X,X,X,X,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X,X,X,X,X,X
SJTOLIZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTOLZI,X,O,O,X,X,O,X,X,X,X,X,X
SJTOZIL,X,O,O,X,X,X,O,X,X,X,O,X
SJTOZLI,X,O,O,X,X,X,O,O,X,X,O,O
SJITLZO,X,O,O,X,X,X,X,X,X,X,X,X
SJITLOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJITZLO,X,X,O,X,X,X,O,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,O,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,X,O,O,X,X,X,X,X,X,X,X,X
SJILTZO,X,O,O,O,X,X,X,X,X,X,X,X
SJILTOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJILZTO,X,X,O,O,X,X,O,X,X,X,X,X
SJILZOT,X,X,O,X,X,X,X,X,X,X,X,X
SJILOTZ,X,O,O,O,X,X,X,X,X,X,X,X
SJILOZT,X,X,O,O,X,X,X,X,X,X,X,X
SJIZTLO,X,X,O,O,X,X,O,O,X,X,X,X
SJIZTOL,X,X,O,X,X,X,O,X,X,X,X,X
SJIZLTO,X,X,O,O,O,X,O,X,X,X,X,X
SJIZLOT,X,X,O,X,O,X,X,X,X,X,X,X
SJIZOTL,X,X,O,X,X,X,O,X,X,X,X,X
SJIZOLT,X,X,O,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,X,X,X,X,X,X,X
SJIOTZL,X,O,O,O,X,X,X,X,X,X,X,X
SJIOLTZ,X,O,X,O,X,X,X,X,X,X,X,X
SJIOLZT,X,X,X,O,X,X,X,X,X,X,X,X
SJIOZTL,X,X,O,O,X,X,O,X,X,X,X,X
SJIOZLT,X,X,O,O,X,X,X,X,X,X,X,X
SJLTIZO,X,O,O,X,O,O,X,O,X,O,X,X
SJLTIOZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLTZIO,X,O,O,X,O,O,O,O,X,O,X,O
SJLTZOI,X,O,O,X,O,O,O,O,X,O,O,O
SJLTOIZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLTOZI,X,O,O,X,O,O,X,O,X,O,O,X
SJLITZO,X,O,O,X,O,O,X,O,X,O,X,X
SJLITOZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLIZTO,X,X,O,X,O,O,O,O,X,O,X,X
SJLIZOT,X,X,O,X,O,O,X,O,X,O,X,X
SJLIOTZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLIOZT,X,X,O,X,X,X,X,O,X,O,X,X
SJLZTIO,X,O,O,X,O,O,O,O,X,O,X,O
SJLZTOI,X,O,O,X,O,O,O,O,X,O,O,O
SJLZITO,X,X,O,X,O,O,O,O,X,O,X,X
SJLZIOT,X,X,O,X,O,O,X,O,X,O,X,X
SJLZOTI,X,O,O,X,O,O,X,O,X,O,O,O
SJLZOIT,X,X,O,X,O,O,X,O,X,O,O,X
SJLOTIZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLOTZI,X,O,O,X,O,O,X,O,X,O,O,X
SJLOITZ,X,O,O,X,X,X,X,O,X,O,X,X
SJLOIZT,X,X,O,X,X,X,X,O,X,O,X,X
SJLOZTI,X,O,O,X,O,O,X,O,X,O,O,X
SJLOZIT,X,X,O,X,O,O,X,O,X,O,O,X
SJZTILO,X,X,O,O,X,X,O,O,X,X,X,X
SJZTIOL,X,O,O,X,X,X,O,X,X,X,X,X
SJZTLIO,X,X,O,X,X,O,O,O,X,O,X,O
SJZTLOI,X,X,O,X,X,O,O,O,X,O,O,O
SJZTOIL,X,O,O,O,X,X,O,X,X,X,O,X
SJZTOLI,X,O,O,X,X,X,O,O,X,X,O,O
SJZITLO,X,X,O,O,X,X,O,O,X,X,X,X
SJZITOL,X,X,O,X,X,X,O,X,X,X,X,X
SJZILTO,X,X,O,O,O,X,O,X,X,X,X,X
SJZILOT,X,X,O,X,O,X,X,X,X,X,X,X
SJZIOTL,X,X,O,X,X,X,O,X,X,X,X,X
SJZIOLT,X,X,O,X,X,X,X,X,X,X,X,X
