sequence,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFCeBTgB/mBU?iB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeC8IvhFxdB2lBlhBc?nBTrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdB6mBTiBX?hB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeF8IvhFxdBTgBumBc?nBKrB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiB6?mB2wBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Jex9IvhFTgBlhBcnBK?rBGmB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeG8IvhFxdBigBTiB1?rB3sBUrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFCeBlhBmlB0?nBzmBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFehBCeBzhB1?sB3mBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFCeBFmBRsB/?sBTrBmrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFzcBylB5nBc?rBesBFtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcBxdBXiBa?rB1sBWxB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxdBTiBmlBq?rBlsBcrB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFxdBXhBTiBq?rBOrBlsB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JeR8IvhFTgBXiB0rBl?sBOrBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je1BJvhFxdBTgBcnBa?mB+rB3sB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF3cBTiBFmBR?sB2wBCtB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhF2hBCeBFmBR?sBTsB3rB,v115@zgC8GeB8FeD8FeF8EeE8DeB8JecAJvhFTcB6iBenBF?mBXoBxwB,v115@zgC8GeB8FeD8FeF8EeE8DeB8Je37IvhFxhBzhBCjB0?rBlsBmqB
ZOJSLIT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSTILJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSTLIJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZOSTJIL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSTJLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
ZOSITLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSILTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSLTIJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLTJI,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLITJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSLJTI,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSLJIT,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSJTIL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJTLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJITL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOSJILT,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSJLTI,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSJLIT,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
OTILJSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILJZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTILSJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILSZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTILZJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTILZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIJLSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIJLZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTIJSLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIJZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIJZSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTISLZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTISJLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTISZJL,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTIZLJS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTIZLSJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTIZJLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIZJSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTIZSLJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTIZSJL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTLIJSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLIJZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLISJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLISZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLIZJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLIZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLJISZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLJSIZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJSZI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLJZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSIZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSJZI,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLSZJI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLZISJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLZJIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTLZJSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTLZSIJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLZSJI,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJILSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTJISLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJIZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJIZSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTJLISZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTJLSIZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLZIS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTJLZSI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJSILZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTJSLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJSZIL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTJSZLI,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OTJZILS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJZISL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTJZLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJZLSI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTJZSIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTJZSLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTSILJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSILZJ,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSIJLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSIZJL,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OTSLIJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLJIZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLJZI,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZIJ,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSLZJI,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJLIZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSJZLI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTSZILJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSZIJL,X,O,O,X,O,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X
OTSZLIJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTSZLJI,X,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTSZJIL,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X
OTSZJLI,X,O,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTZILJS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZILSJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZIJLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZIJSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZISLJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZISJL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZLIJS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZLISJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZLJIS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OTZLJSI,O,X,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
OTZLSIJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZLSJI,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZJILS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJISL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O
OTZJLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJLSI,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTZJSIL,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O
OTZJSLI,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZSILJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZSIJL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
OTZSLIJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTZSLJI,X,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTZSJIL,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
OTZSJLI,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OITLJSZ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLJZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITLSJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLSZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITLZJS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITLZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITJLSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJLZS,O,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITJSLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITJZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITJZSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSLJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITSLZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITSJLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OITSZJL,X,O,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X
OITZLJS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
OITZLSJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
OITZJLS,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITZJSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
OITZSLJ,X,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
OITZSJL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X
OILTJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSZJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTZJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJTSZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSZJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILZTJS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
OILZJTS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSJT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLZS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSZL,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OIJTZSL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OIJLZST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJSLTZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSLZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJSZTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJSZLT,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
OIJZTLS,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OIJZTSL,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OIJZLTS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
OIJZLST,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJZSTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJZSLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OISTLJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTLZJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJLZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZLJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISTZJL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISLTJZ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLTZJ,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLJZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISLZJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJTLZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJTZL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJLTZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJLZT,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OISJZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZLT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISZTLJ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OISZTJL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OISZLTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OISZLJT,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
OISZJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISZJLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZTLJS,X,X,O,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O,O,X
OIZTLSJ,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
OIZTJLS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,O,X
OIZTJSL,X,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,O,O,O,X
OIZTSLJ,X,X,X,O,O,X,X,X,O,O,X,O,X,O,X,X,O,O,X,X
OIZTSJL,X,X,O,X,O,X,X,X,O,O,X,O,X,X,O,X,O,O,O,X
OIZLTJS,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OIZLTSJ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OIZLJTS,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OIZLJST,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZLSTJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIZLSJT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZJTLS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OIZJTSL,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O,X
OIZJLTS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OIZJLST,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZJSLT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIZSTLJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIZSTJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
OIZSLTJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIZSLJT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZSJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIZSJLT,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OLTIJSZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OLTIJZS,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OLTISJZ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
