sequence,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBmgBzkBq?qBFnB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFlgB3hBzkBO?sB0lBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBClB/rBF?nB0qBmrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdBigBWqBF?nB0rBzqB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhFFdBulBcmBz?kBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFxcBlhBClB/?rBOsB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeeAJvhFzbBFdBcmBS?qBXnBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB0gBzkBF?nBCrB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je08IvhFlgBzkBxmB6?qBXnB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeF9IvhF8kB5lBThBX?nBilB2wB,v115@zgB8FeD8EeD8GeC8FeF8DeC8JeT7IvhFXdBClBFnBx?qBerB0rB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je2AJvhFXdBzkBUmBF?nBCmBRwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jei7IvhF5lBzkB/rBF?nBcrBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhF6lBzkB/rBF?nBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je6AJvhFTcB8kBxmBl?qB3rBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Je8EJvhFXhBFnBxqB6?qBOsBTrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex8IvhFClB/rBFnBT?lBmrB0qB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF0gBzkBFnBX?mBSwBOsB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhF8kB3lBFnBT?rBOsBCrB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXhBVnBzkB0?lBOsBSwB,v115@zgB8FeD8EeD8GeC8FeF8DeC8Jex7IvhFXdB6lBzkBF?nB0rBerB
ZSOLTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOLTJI,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O
ZSOLITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZSOJTLI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJITL,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOJILT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTILJS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTILSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
ZOTIJLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTIJSL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTISLJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTISJL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOTLIJS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLISJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOTLJIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLJSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOTLSIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X
ZOTLSJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOTJILS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOTJLSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOTJSIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,X,X,O,X,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZOTSIJL,O,X,X,O,O,X,X,O,O,O,X,O,O,X,O,O,X,X,O,O,X
ZOTSLIJ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,O,X
ZOTSLJI,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O
ZOTSJIL,O,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X
ZOTSJLI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
ZOITLJS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOITLSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
ZOITJLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITSLJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOITSJL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
ZOILTJS,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOILTSJ,X,X,O,X,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X
ZOILJTS,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOIJSLT,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOISJLT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLTISJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOLTJIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLTJSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOLTSIJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X
ZOLTSJI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
ZOLITJS,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLITSJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOLIJTS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLJTSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOLJITS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLSTJI,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O
ZOLSITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOJTLSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJTSIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJLTSI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOJLITS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSTLI,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,X,O,X,O,O,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X
ZOSTIJL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O,X,X
ZOSTLIJ,O,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,O,O,X,X
ZOSTLJI,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O
ZOSTJIL,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOSTJLI,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSITLJ,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X
ZOSITJL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X
ZOSILTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X
ZOSLTJI,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O
ZOSLITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
ZOSJTLI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSJITL,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJILT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTILJZS,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTILZJS,X,X,X,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OTILZSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
OTIJLSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTISLJZ,O,X,X,X,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
OTISLZJ,O,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTISJLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTISJZL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTISZLJ,O,X,X,X,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X
OTISZJL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X
OTIZLJS,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
OTIZLSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
OTIZJLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZJSL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLIJZS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLIZJS,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
OTLJISZ,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJIZS,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLJZIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSIJZ,O,O,X,X,O,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTLSJIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTLSJZI,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
OTLSZIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTLSZJI,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
OTLZIJS,O,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OTLZISJ,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLZJIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTLZJSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTLZSIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTLZSJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
OTJILSZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJIZSL,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJLZIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJSILZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTJSIZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTJSLZI,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
OTJSZIL,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
OTJSZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJZILS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTJZLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJZSIL,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X,X
OTSILZJ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSIJLZ,O,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSIJZL,O,X,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OTSIZLJ,O,X,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
OTSIZJL,O,X,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
OTSLIJZ,O,O,X,X,O,X,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X
OTSLIZJ,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OTSLJIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
OTSLJZI,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X
OTSLZIJ,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
OTSLZJI,O,O,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X
OTSJILZ,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJLZI,O,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
OTSJZIL,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
OTSJZLI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTSZILJ,O,X,X,X,O,X,O,O,O,O,X,O,O,X,X,O,X,X,X,O,X
OTSZIJL,O,X,X,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,X,O,X
OTSZLIJ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
OTSZLJI,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X,O,O
OTSZJIL,O,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
OTSZJLI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
OTZILJS,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O
OTZILSJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
OTZIJLS,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZISJL,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OTZLIJS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLISJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLJIS,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZLJSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTZLSIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
OTZLSJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
OTZJILS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
OTZJLSI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTZJSIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,X,O,X,X,O,O,O,X,O,O,X,X,O,X,X,O,O,X
OTZSIJL,O,X,X,O,O,X,X,O,O,O,X,O,O,X,X,O,X,X,O,O,X
OTZSLIJ,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
OTZSLJI,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O
OTZSJIL,O,X,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X
OTZSJLI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
OITLJSZ,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OITLJZS,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
