sequence,v115@AhB8IeC8AeB8CeH8BeG8Jex6IvhF0cB6iBTeB/pBFl?BmpB,v115@AhB8IeC8AeB8CeH8BeG8Je06IvhFxcBTeBKkBGiBFl?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeT6IvhF0cBxdBCjB/pBFl?BOqB,v115@AhB8IeC8AeB8CeH8BeG8JeX7IvhFxcBTeBKkBGiBFl?B0pB,v115@AhB8IeC8AeB8CeH8BeG8Jex6IvhF0cB6iBTeBlfB2p?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeZ/IvhF0cB6iBTeBXlBup?BFqB,v115@AhB8IeC8AeB8CeH8BeG8JeT6IvhF0cBxdBVlBCjB2p?BXqB,v115@AhB8IeC8AeB8CeH8BeG8JeF7IvhF0cB6iBTeBxkBmp?B/pB,v115@AhB8IeC8AeB8CeH8BeG8Je06IvhFlcBxiBmpB/pBTq?BCtB,v115@AhB8IeC8AeB8CeH8BeG8Je1/IvhF0cB6iBTeBxkB2p?BXqB
SJOLTZI,O,O,X,O,O,X,X,X,X,X
SJOLITZ,X,O,X,O,O,O,X,O,X,X
SJOLIZT,O,O,X,X,O,O,X,O,X,X
SJOLZTI,O,O,X,X,O,X,X,X,X,X
SJOLZIT,O,O,X,X,O,O,X,O,X,X
SJOZTIL,O,X,X,X,O,X,X,X,O,X
SJOZTLI,O,X,X,X,O,X,X,X,X,X
SJOZITL,X,X,X,X,O,O,X,X,O,X
SJOZILT,O,X,X,X,O,O,X,O,X,X
SJOZLTI,O,X,X,X,O,X,X,X,X,X
SJOZLIT,O,X,X,X,O,O,X,O,X,X
SZTILJO,O,X,O,X,X,O,X,X,X,X
SZTILOJ,O,X,O,X,X,O,X,X,X,X
SZTIJLO,O,X,X,X,X,O,X,X,X,X
SZTIJOL,O,X,X,X,X,O,X,X,X,X
SZTIOLJ,O,X,O,X,X,O,X,X,X,X
SZTIOJL,O,X,X,X,X,O,X,X,X,X
SZTLIJO,O,X,O,X,X,O,O,X,X,X
SZTLIOJ,O,X,O,X,X,O,X,X,X,X
SZTLJIO,O,X,O,X,X,X,O,X,X,X
SZTLJOI,O,X,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,O,X,X,O,X,X,X,X
SZTLOJI,O,X,O,X,X,X,X,X,X,X
SZTJILO,O,X,X,X,X,X,X,X,X,X
SZTJIOL,O,X,X,X,X,X,X,X,X,X
SZTJLIO,O,X,O,X,X,X,O,X,X,X
SZTJLOI,O,X,O,X,X,X,O,X,X,X
SZTJOIL,O,X,X,X,X,X,X,X,X,X
SZTJOLI,O,X,O,X,X,X,O,X,X,X
SZTOILJ,O,X,O,X,X,O,X,X,X,X
SZTOIJL,O,X,X,X,X,O,X,X,X,X
SZTOLIJ,O,X,O,X,X,O,X,X,X,X
SZTOLJI,O,X,O,X,X,X,X,X,X,X
SZTOJIL,O,X,X,X,X,X,X,X,X,X
SZTOJLI,O,X,O,X,X,X,X,X,X,X
SZITLJO,O,X,O,X,X,O,X,X,X,X
SZITLOJ,O,X,O,X,X,O,X,X,X,O
SZITJLO,O,X,X,X,X,O,X,X,X,X
SZITJOL,O,X,X,X,X,O,X,X,X,X
SZITOLJ,O,X,O,X,X,O,X,X,X,O
SZITOJL,O,X,X,X,X,O,X,X,X,X
SZILTJO,O,X,O,X,X,O,X,X,X,X
SZILTOJ,O,X,O,X,X,O,X,X,X,X
SZILJTO,X,X,O,X,X,O,X,O,X,X
SZILJOT,O,X,X,X,X,O,X,O,X,X
SZILOTJ,O,X,O,X,X,O,X,X,X,X
SZILOJT,O,X,X,X,O,O,X,O,X,X
SZIJTLO,X,X,X,X,X,O,X,X,X,X
SZIJTOL,X,X,X,X,X,O,X,X,X,X
SZIJLTO,X,X,X,X,X,O,X,X,X,X
SZIJLOT,O,X,X,X,X,O,X,X,X,X
SZIJOTL,X,X,X,X,X,O,X,X,X,X
SZIJOLT,O,X,X,X,X,O,X,X,X,X
SZIOTLJ,O,X,X,X,X,O,X,X,X,O
SZIOTJL,O,X,X,X,X,O,X,X,X,X
SZIOLTJ,O,X,X,X,X,O,X,X,X,X
SZIOLJT,O,X,X,X,O,O,X,O,X,X
SZIOJTL,X,X,X,X,X,O,X,X,X,X
SZIOJLT,O,X,X,X,X,O,X,X,X,X
SZLTIJO,O,X,O,X,X,O,O,X,X,X
SZLTIOJ,O,X,O,X,X,O,X,X,X,X
SZLTJIO,O,X,O,X,X,X,O,X,X,X
SZLTJOI,O,X,O,X,X,X,O,X,X,X
SZLTOIJ,O,X,O,X,X,O,X,X,X,X
SZLTOJI,O,X,O,X,X,X,X,X,X,X
SZLITJO,O,X,O,X,X,O,O,X,X,X
SZLITOJ,O,X,O,X,X,O,X,X,X,X
SZLIJTO,X,X,O,X,X,O,O,O,X,X
SZLIJOT,O,X,X,X,X,O,X,O,X,X
SZLIOTJ,O,X,O,X,X,O,X,X,X,X
SZLIOJT,O,X,X,X,O,O,X,O,X,X
SZLJTIO,O,X,O,X,O,X,O,X,X,X
SZLJTOI,O,X,O,X,O,X,O,X,X,X
SZLJITO,X,X,O,X,O,O,O,O,X,X
SZLJIOT,O,X,X,X,O,O,X,O,X,X
SZLJOTI,O,X,X,X,O,X,X,X,X,X
SZLJOIT,O,X,X,X,O,O,X,O,X,X
SZLOTIJ,O,X,O,X,X,O,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X,X,X,X
SZLOITJ,O,X,O,X,X,O,X,X,X,X
SZLOIJT,O,X,X,X,O,O,X,O,X,X
SZLOJTI,O,X,X,X,O,X,X,X,X,X
SZLOJIT,O,X,X,X,O,O,X,O,X,X
SZJTILO,O,X,X,X,O,X,X,X,X,X
SZJTIOL,O,X,X,X,O,X,X,X,X,X
SZJTLIO,O,X,O,X,O,X,O,X,X,X
SZJTLOI,O,X,O,X,O,X,O,X,X,X
SZJTOIL,O,X,X,X,O,X,X,X,X,X
SZJTOLI,O,X,O,X,O,X,O,X,X,X
SZJITLO,X,X,X,X,O,O,X,X,X,X
SZJITOL,X,X,X,X,O,O,X,X,X,X
SZJILTO,X,X,X,X,O,O,X,O,X,X
SZJILOT,O,X,X,X,O,O,X,O,X,X
SZJIOTL,X,X,X,X,O,O,X,X,X,X
SZJIOLT,O,X,X,X,O,O,X,O,X,X
SZJLTIO,O,X,O,X,O,X,O,X,X,X
SZJLTOI,O,X,O,X,O,X,O,X,X,X
SZJLITO,X,X,O,X,O,O,O,O,X,X
SZJLIOT,O,X,X,X,O,O,X,O,X,X
SZJLOTI,O,X,X,X,O,X,X,X,X,X
SZJLOIT,O,X,X,X,O,O,X,O,X,X
SZJOTIL,O,X,X,X,O,X,X,X,X,X
SZJOTLI,O,X,X,X,O,X,X,X,X,X
SZJOITL,X,X,X,X,O,O,X,X,X,X
SZJOILT,O,X,X,X,O,O,X,O,X,X
SZJOLTI,O,X,X,X,O,X,X,X,X,X
SZJOLIT,O,X,X,X,O,O,X,O,X,X
SZOTILJ,O,X,O,X,X,O,X,X,X,X
SZOTIJL,O,X,X,X,X,O,X,X,X,X
SZOTLIJ,O,X,O,X,X,O,X,X,X,X
SZOTLJI,O,X,O,X,X,X,X,X,X,X
SZOTJIL,O,X,X,X,X,X,X,X,X,X
SZOTJLI,O,X,O,X,X,X,X,X,X,X
SZOITLJ,O,X,X,X,X,O,X,X,X,O
SZOITJL,O,X,X,X,X,O,X,X,X,X
SZOILTJ,O,X,X,X,X,O,X,X,X,X
SZOILJT,O,X,X,X,O,O,X,O,X,X
SZOIJTL,X,X,X,X,X,O,X,X,X,X
SZOIJLT,O,X,X,X,X,O,X,X,X,X
SZOLTIJ,O,X,O,X,X,O,X,X,X,X
SZOLTJI,O,X,O,X,X,X,X,X,X,X
SZOLITJ,O,X,O,X,X,O,X,X,X,X
SZOLIJT,O,X,X,X,O,O,X,O,X,X
SZOLJTI,O,X,X,X,O,X,X,X,X,X
SZOLJIT,O,X,X,X,O,O,X,O,X,X
SZOJTIL,O,X,X,X,O,X,X,X,X,X
SZOJTLI,O,X,X,X,O,X,X,X,X,X
SZOJITL,X,X,X,X,O,O,X,X,X,X
SZOJILT,O,X,X,X,O,O,X,O,X,X
SZOJLTI,O,X,X,X,O,X,X,X,X,X
SZOJLIT,O,X,X,X,O,O,X,O,X,X
SOTILJZ,O,X,O,X,X,O,X,X,X,X
SOTILZJ,O,X,O,X,X,O,X,X,X,X
SOTIJLZ,O,X,X,X,X,O,X,X,X,X
SOTIJZL,O,X,X,X,X,O,X,X,X,X
SOTIZLJ,O,X,O,X,X,O,X,X,X,X
SOTIZJL,O,X,X,X,X,O,X,X,X,X
SOTLIJZ,O,X,O,X,X,O,X,X,X,X
SOTLIZJ,O,X,O,X,X,O,X,X,X,X
SOTLJIZ,O,X,O,X,X,X,X,X,X,X
SOTLJZI,O,X,O,X,X,X,X,X,X,X
SOTLZIJ,O,X,O,X,X,O,X,X,X,X
SOTLZJI,O,X,O,X,X,X,X,X,X,X
SOTJILZ,O,X,X,X,X,X,X,X,X,X
SOTJIZL,O,X,X,X,X,X,X,X,X,X
SOTJLIZ,O,X,O,X,X,X,X,X,X,X
SOTJLZI,O,X,O,X,X,X,X,X,X,X
SOTJZIL,O,X,X,X,X,X,X,X,X,X
SOTJZLI,O,X,O,X,X,X,X,X,X,X
SOTZILJ,O,X,O,X,X,O,X,X,X,X
SOTZIJL,O,X,X,X,X,O,X,X,X,X
SOTZLIJ,O,X,O,X,X,O,X,X,X,X
SOTZLJI,O,X,O,X,X,X,X,X,X,X
SOTZJIL,O,X,X,X,X,X,X,X,X,X
SOTZJLI,O,X,O,X,X,X,X,X,X,X
SOITLJZ,O,X,X,X,X,O,X,X,X,X
SOITLZJ,O,X,X,X,X,O,X,X,X,O
SOITJLZ,O,X,X,X,X,O,X,X,X,X
SOITJZL,O,X,X,X,X,O,X,X,X,X
SOITZLJ,O,X,X,X,X,O,X,X,X,O
SOITZJL,O,X,X,X,X,O,X,X,X,X
SOILTJZ,O,X,X,X,X,O,X,X,X,X
SOILTZJ,O,X,X,X,X,O,X,X,X,X
SOILJTZ,X,X,X,X,X,O,X,O,X,X
SOILJZT,O,X,X,X,X,O,X,O,X,X
SOILZTJ,O,X,X,X,X,O,X,X,X,X
SOILZJT,O,X,X,X,O,O,X,O,X,X
SOIJTLZ,X,X,X,X,X,O,X,X,X,X
SOIJTZL,X,X,X,X,X,O,X,X,X,X
SOIJLTZ,X,X,X,X,X,O,X,X,X,X
SOIJLZT,O,X,X,X,X,O,X,X,X,X
SOIJZTL,X,X,X,X,X,O,X,X,X,X
SOIJZLT,O,X,X,X,X,O,X,X,X,X
SOIZTLJ,O,X,X,X,X,O,X,X,X,O
SOIZTJL,O,X,X,X,X,O,X,X,X,X
SOIZLTJ,O,X,X,X,X,O,X,X,X,X
SOIZLJT,O,X,X,X,O,O,X,O,X,X
SOIZJTL,X,X,X,X,X,O,X,X,X,X
SOIZJLT,O,X,X,X,X,O,X,X,X,X
SOLTIJZ,O,X,O,O,X,O,X,X,X,X
SOLTIZJ,O,X,O,X,X,O,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X,X,X
SOLTZIJ,O,X,O,X,X,O,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,X,X,X
SOLITJZ,O,X,O,X,X,O,X,X,X,X
SOLITZJ,O,X,O,X,X,O,X,X,X,X
SOLIJTZ,X,X,X,X,X,O,X,O,X,X
SOLIJZT,O,X,X,X,X,O,X,O,X,X
SOLIZTJ,O,X,O,X,X,O,X,X,X,X
SOLIZJT,O,X,X,X,O,O,X,O,X,X
SOLJTIZ,O,O,X,O,O,X,X,X,X,X
SOLJTZI,O,O,X,O,O,X,X,X,X,X
SOLJITZ,X,O,X,O,O,O,X,O,X,X
SOLJIZT,O,O,X,X,O,O,X,O,X,X
SOLJZTI,O,O,X,X,O,X,X,X,X,X
SOLJZIT,O,O,X,X,O,O,X,O,X,X
SOLZTIJ,O,X,O,X,X,O,X,X,X,X
SOLZTJI,O,X,O,X,X,X,X,X,X,X
SOLZITJ,O,X,O,X,X,O,X,X,X,X
SOLZIJT,O,X,X,X,O,O,X,O,X,X
SOLZJTI,O,O,X,X,O,X,X,X,X,X
SOLZJIT,O,O,X,X,O,O,X,O,X,X
SOJTILZ,O,X,X,X,O,X,X,X,X,X
SOJTIZL,O,X,X,X,O,X,X,X,X,X
SOJTLIZ,O,X,X,X,O,X,X,X,X,X
SOJTLZI,O,X,X,X,O,X,X,X,X,X
SOJTZIL,O,X,X,X,O,X,X,X,X,X
SOJTZLI,O,X,X,X,O,X,X,X,X,X
SOJITLZ,X,X,X,X,O,O,X,X,X,X
SOJITZL,X,X,X,X,O,O,X,X,X,X
SOJILTZ,X,O,X,O,O,O,X,O,X,X
SOJILZT,O,O,X,X,O,O,X,O,X,X
SOJIZTL,X,X,X,X,O,O,X,X,X,X
SOJIZLT,O,X,X,X,O,O,X,O,X,X
SOJLTIZ,O,O,X,O,O,X,X,X,X,X
SOJLTZI,O,O,X,O,O,X,X,X,X,X
SOJLITZ,X,O,X,O,O,O,X,O,X,X
SOJLIZT,O,O,X,X,O,O,X,O,X,X
SOJLZTI,O,O,X,X,O,X,X,X,X,X
SOJLZIT,O,O,X,X,O,O,X,O,X,X
SOJZTIL,O,X,X,X,O,X,X,X,X,X
SOJZTLI,O,X,X,X,O,X,X,X,X,X
SOJZITL,X,X,X,X,O,O,X,X,X,X
SOJZILT,O,X,X,X,O,O,X,O,X,X
SOJZLTI,O,X,X,X,O,X,X,X,X,X
SOJZLIT,O,X,X,X,O,O,X,O,X,X
SOZTILJ,O,X,O,X,X,O,X,X,X,X
SOZTIJL,O,X,X,X,X,O,X,X,X,X
SOZTLIJ,O,X,O,X,X,O,X,X,X,X
SOZTLJI,O,X,O,X,X,X,X,X,X,X
SOZTJIL,O,X,X,X,X,X,X,X,X,X
SOZTJLI,O,X,O,X,X,X,X,X,X,X
SOZITLJ,O,X,X,X,X,O,X,X,X,O
SOZITJL,O,X,X,X,X,O,X,X,X,X
SOZILTJ,O,X,X,X,X,O,X,X,X,X
SOZILJT,O,X,X,X,O,O,X,O,X,X
SOZIJTL,X,X,X,X,X,O,X,X,X,X
SOZIJLT,O,X,X,X,X,O,X,X,X,X
SOZLTIJ,O,X,O,X,X,O,X,X,X,X
SOZLTJI,O,X,O,X,X,X,X,X,X,X
SOZLITJ,O,X,O,X,X,O,X,X,X,X
SOZLIJT,O,X,X,X,O,O,X,O,X,X
SOZLJTI,O,X,X,X,O,X,X,X,X,X
SOZLJIT,O,X,X,X,O,O,X,O,X,X
SOZJTIL,O,X,X,X,O,X,X,X,X,X
SOZJTLI,O,X,X,X,O,X,X,X,X,X
SOZJITL,X,X,X,X,O,O,X,X,X,X
SOZJILT,O,X,X,X,O,O,X,O,X,X
SOZJLTI,O,X,X,X,O,X,X,X,X,X
SOZJLIT,O,X,X,X,O,O,X,O,X,X
ZTILJSO,X,X,X,X,X,X,O,O,X,X
ZTILJOS,X,X,X,X,X,X,O,O,X,O
ZTILSJO,X,X,X,X,X,O,O,X,X,X
ZTILSOJ,X,X,X,X,X,O,X,X,X,O
ZTILOJS,X,X,X,X,O,X,O,O,X,O
ZTILOSJ,O,X,X,X,X,O,X,X,X,O
ZTIJLSO,X,X,X,X,X,X,O,X,X,X
ZTIJLOS,X,X,X,X,X,X,O,X,X,O
ZTIJSLO,X,X,X,X,X,X,X,X,O,X
ZTIJSOL,X,X,X,X,X,X,X,X,O,X
ZTIJOLS,X,X,X,X,X,X,O,X,X,O
ZTIJOSL,X,X,X,X,X,X,X,X,X,X
ZTISLJO,X,X,X,X,X,O,X,X,X,X
ZTISLOJ,X,X,X,X,X,O,X,X,X,O
ZTISJLO,X,X,X,X,X,O,X,X,X,X
ZTISJOL,X,X,X,X,X,O,X,X,X,X
ZTISOLJ,X,X,X,X,X,O,X,X,X,O
ZTISOJL,X,X,X,X,X,O,X,X,X,X
ZTIOLJS,X,X,X,X,O,X,X,O,X,O
ZTIOLSJ,O,X,X,X,X,O,X,X,X,O
ZTIOJLS,X,X,X,X,X,X,X,X,X,O
ZTIOJSL,X,X,X,X,X,X,X,X,X,X
ZTIOSLJ,X,X,X,X,X,O,X,X,X,O
ZTIOSJL,X,X,X,X,X,O,X,X,X,X
ZTLIJSO,X,X,X,X,X,X,O,O,X,X
ZTLIJOS,X,X,X,X,X,X,O,O,X,X
ZTLISJO,X,X,O,X,X,O,O,X,X,X
ZTLISOJ,X,X,O,X,X,O,X,X,X,X
ZTLIOJS,X,X,X,X,O,X,O,O,X,X
ZTLIOSJ,O,X,X,X,X,O,X,X,X,X
ZTLJISO,X,X,X,X,O,X,O,O,X,X
ZTLJIOS,X,X,X,X,O,X,O,O,X,X
ZTLJSIO,X,X,X,X,O,X,O,X,X,X
ZTLJSOI,X,X,X,X,O,X,O,X,X,X
ZTLJOIS,X,X,X,X,O,X,O,O,X,X
ZTLJOSI,X,X,X,X,O,X,O,X,X,X
ZTLSIJO,O,X,O,X,X,O,O,X,X,X
ZTLSIOJ,O,X,O,X,X,O,X,X,X,X
ZTLSJIO,O,X,O,X,X,X,O,X,X,X
ZTLSJOI,O,X,O,X,X,X,O,X,X,X
ZTLSOIJ,O,X,O,X,X,O,X,X,X,X
ZTLSOJI,O,X,O,X,X,X,X,X,X,X
ZTLOIJS,X,X,X,X,O,X,O,O,X,X
ZTLOISJ,O,X,X,X,X,O,X,X,X,X
ZTLOJIS,X,X,X,X,O,X,O,O,X,X
ZTLOJSI,X,X,X,X,O,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X,O,X,X,X,X
ZTLOSJI,O,X,X,X,X,X,X,X,X,X
ZTJILSO,X,X,X,X,O,X,O,O,X,X
ZTJILOS,X,X,X,X,O,X,O,O,X,X
ZTJISLO,X,X,X,X,O,X,X,X,O,X
ZTJISOL,X,X,X,X,O,X,X,X,O,X
ZTJIOLS,X,X,X,X,O,X,O,O,X,X
ZTJIOSL,X,X,X,X,O,X,X,X,X,X
ZTJLISO,X,X,X,X,O,X,O,O,X,X
ZTJLIOS,X,X,X,X,O,X,O,O,X,X
ZTJLSIO,X,X,X,X,O,X,O,X,X,X
ZTJLSOI,X,X,X,X,O,X,O,X,X,X
ZTJLOIS,X,X,X,X,O,X,O,O,X,X
ZTJLOSI,X,X,X,X,O,X,O,X,X,X
ZTJSILO,X,X,X,X,O,X,X,X,O,X
ZTJSIOL,X,X,X,X,O,X,X,X,O,X
ZTJSLIO,X,X,X,X,O,X,O,X,O,X
ZTJSLOI,X,X,X,X,O,X,O,X,X,X
ZTJSOIL,X,X,X,X,O,X,X,X,O,X
ZTJSOLI,X,X,X,X,O,X,O,X,X,X
ZTJOILS,X,X,X,X,O,X,O,O,X,X
ZTJOISL,X,X,X,X,O,X,X,X,X,X
ZTJOLIS,X,X,X,X,O,X,O,O,X,X
ZTJOLSI,X,X,X,X,O,X,O,X,X,X
ZTJOSIL,X,X,X,X,O,X,X,X,X,X
ZTJOSLI,X,X,X,X,O,X,O,X,X,X
ZTSILJO,O,X,O,X,X,O,X,X,X,X
ZTSILOJ,O,X,O,X,X,O,X,X,X,X
ZTSIJLO,O,X,X,X,X,O,X,X,X,X
ZTSIJOL,O,X,X,X,X,O,X,X,X,X
ZTSIOLJ,O,X,O,X,X,O,X,X,X,X
ZTSIOJL,O,X,X,X,X,O,X,X,X,X
ZTSLIJO,O,X,O,X,X,O,O,X,X,X
ZTSLIOJ,O,X,O,X,X,O,X,X,X,X
ZTSLJIO,O,X,O,X,X,X,O,X,X,X
ZTSLJOI,O,X,O,X,X,X,O,X,X,X
ZTSLOIJ,O,X,O,X,X,O,X,X,X,X
ZTSLOJI,O,X,O,X,X,X,X,X,X,X
ZTSJILO,O,X,X,X,X,X,X,X,X,X
ZTSJIOL,O,X,X,X,X,X,X,X,X,X
ZTSJLIO,O,X,O,X,X,X,O,X,X,X
ZTSJLOI,O,X,O,X,X,X,O,X,X,X
ZTSJOIL,O,X,X,X,X,X,X,X,X,X
ZTSJOLI,O,X,O,X,X,X,O,X,X,X
ZTSOILJ,O,X,O,X,X,O,X,X,X,X
ZTSOIJL,O,X,X,X,X,O,X,X,X,X
ZTSOLIJ,O,X,O,X,X,O,X,X,X,X
ZTSOLJI,O,X,O,X,X,X,X,X,X,X
ZTSOJIL,O,X,X,X,X,X,X,X,X,X
ZTSOJLI,O,X,O,X,X,X,X,X,X,X
ZTOILJS,X,X,X,X,O,X,X,O,X,O
ZTOILSJ,O,X,X,X,X,O,X,X,X,O
ZTOIJLS,X,X,X,X,X,X,X,X,X,O
ZTOIJSL,X,X,X,X,X,X,X,X,X,X
ZTOISLJ,X,X,X,X,X,O,X,X,X,O
ZTOISJL,X,X,X,X,X,O,X,X,X,X
ZTOLIJS,X,X,X,X,O,X,O,O,X,X
ZTOLISJ,O,X,X,X,X,O,X,X,X,X
ZTOLJIS,X,X,X,X,O,X,O,O,X,X
ZTOLJSI,X,X,X,X,O,X,O,X,X,X
ZTOLSIJ,O,X,X,X,X,O,X,X,X,X
ZTOLSJI,O,X,X,X,X,X,X,X,X,X
ZTOJILS,X,X,X,X,O,X,O,O,X,X
ZTOJISL,X,X,X,X,O,X,X,X,X,X
ZTOJLIS,X,X,X,X,O,X,O,O,X,X
ZTOJLSI,X,X,X,X,O,X,O,X,X,X
ZTOJSIL,X,X,X,X,O,X,X,X,X,X
ZTOJSLI,X,X,X,X,O,X,O,X,X,X
ZTOSILJ,O,X,X,X,X,O,X,X,X,X
ZTOSIJL,O,X,X,X,X,O,X,X,X,X
ZTOSLIJ,O,X,X,X,X,O,X,X,X,X
ZTOSLJI,O,X,X,X,X,X,X,X,X,X
ZTOSJIL,O,X,X,X,X,X,X,X,X,X
ZTOSJLI,O,X,X,X,X,X,X,X,X,X
ZITLJSO,X,X,X,X,X,X,O,O,X,X
ZITLJOS,X,X,X,X,X,X,O,O,X,O
ZITLSJO,X,X,X,X,X,O,O,X,X,X
ZITLSOJ,X,X,X,X,X,O,X,X,X,O
ZITLOJS,X,X,X,X,O,X,O,O,X,O
ZITLOSJ,O,X,X,X,X,O,X,X,X,O
ZITJLSO,X,X,X,X,X,X,O,X,X,X
ZITJLOS,X,X,X,X,X,X,O,X,X,O
ZITJSLO,X,X,X,X,X,X,X,X,O,X
ZITJSOL,X,X,X,X,X,X,X,X,O,X
ZITJOLS,X,X,X,X,X,X,O,X,X,O
ZITJOSL,X,X,X,X,X,X,X,X,X,X
ZITSLJO,X,X,X,X,X,O,X,X,X,X
ZITSLOJ,X,X,X,X,X,O,X,X,X,O
ZITSJLO,X,X,X,X,X,O,X,X,X,X
ZITSJOL,X,X,X,X,X,O,X,X,X,X
ZITSOLJ,X,X,X,X,X,O,X,X,X,O
ZITSOJL,X,X,X,X,X,O,X,X,X,X
ZITOLJS,X,X,X,X,O,X,X,O,X,O
ZITOLSJ,O,X,X,X,X,O,X,X,X,O
ZITOJLS,X,X,X,X,X,X,X,X,X,O
ZITOJSL,X,X,X,X,X,X,X,X,X,X
ZITOSLJ,X,X,X,X,X,O,X,X,X,O
ZITOSJL,X,X,X,X,X,O,X,X,X,X
ZILTJSO,X,X,X,X,X,X,O,O,X,X
ZILTJOS,X,X,X,X,X,X,O,O,X,O
ZILTSJO,X,X,O,X,X,O,O,X,X,X
ZILTSOJ,X,X,O,X,X,O,X,X,X,O
ZILTOJS,X,X,X,X,O,X,O,O,X,O
ZILTOSJ,O,X,X,X,X,O,X,X,X,O
ZILJTSO,X,X,X,X,O,X,O,O,X,X
ZILJTOS,X,X,X,X,O,X,O,O,X,X
ZILJSTO,X,X,O,X,O,O,O,O,X,X
ZILJSOT,X,X,X,X,O,O,X,O,X,X
ZILJOTS,X,X,X,X,O,X,O,O,X,X
ZILJOST,O,X,X,X,O,O,X,O,X,X
ZILSTJO,O,X,O,X,X,O,O,X,X,X
ZILSTOJ,O,X,O,X,X,O,X,X,X,X
ZILSJTO,X,X,O,X,X,O,O,O,X,X
ZILSJOT,O,X,X,X,X,O,X,O,X,X
ZILSOTJ,O,X,O,X,X,O,X,X,X,X
ZILSOJT,O,X,X,X,O,O,X,O,X,X
ZILOTJS,X,X,X,X,O,X,O,O,X,O
ZILOTSJ,O,X,X,X,X,O,X,X,X,O
ZILOJTS,X,X,X,X,O,X,O,O,X,X
ZILOJST,O,X,X,X,O,O,X,O,X,X
ZILOSTJ,O,X,O,X,X,O,X,X,X,X
ZILOSJT,O,X,X,X,O,O,X,O,X,X
ZIJTLSO,X,X,X,X,O,X,O,O,X,X
ZIJTLOS,X,X,X,X,O,X,O,O,X,O
ZIJTSLO,X,X,X,X,O,X,X,X,O,X
ZIJTSOL,X,X,X,X,O,X,X,X,O,X
ZIJTOLS,X,X,X,X,O,X,O,O,X,O
ZIJTOSL,X,X,X,X,O,X,X,X,X,X
ZIJLTSO,X,X,X,X,O,X,O,O,X,X
ZIJLTOS,X,X,X,X,O,X,O,O,X,X
ZIJLSTO,X,X,X,X,O,O,O,O,X,X
ZIJLSOT,X,X,X,X,O,O,X,O,X,X
ZIJLOTS,X,X,X,X,O,X,O,O,X,X
ZIJLOST,O,X,X,X,O,O,X,O,X,X
ZIJSTLO,X,X,X,X,O,O,X,X,O,X
ZIJSTOL,X,X,X,X,O,O,X,X,O,X
ZIJSLTO,X,X,X,X,O,O,X,O,O,X
ZIJSLOT,X,X,X,X,O,O,X,O,X,X
ZIJSOTL,X,X,X,X,O,O,X,X,O,X
ZIJSOLT,X,X,X,X,O,O,X,O,X,X
ZIJOTLS,X,X,X,X,O,X,X,O,X,O
ZIJOTSL,X,X,X,X,O,X,X,X,X,X
ZIJOLTS,X,X,X,X,O,X,X,O,X,X
ZIJOLST,O,X,X,X,O,O,X,O,X,X
ZIJOSTL,X,X,X,X,O,O,X,X,X,X
ZIJOSLT,X,X,X,X,O,O,X,O,X,X
ZISTLJO,O,X,O,X,X,O,X,X,X,X
ZISTLOJ,O,X,O,X,X,O,X,X,X,O
ZISTJLO,O,X,X,X,X,O,X,X,X,X
ZISTJOL,O,X,X,X,X,O,X,X,X,X
ZISTOLJ,O,X,O,X,X,O,X,X,X,O
ZISTOJL,O,X,X,X,X,O,X,X,X,X
ZISLTJO,O,X,O,X,X,O,X,X,X,X
ZISLTOJ,O,X,O,X,X,O,X,X,X,X
ZISLJTO,X,X,O,X,X,O,X,O,X,X
ZISLJOT,O,X,X,X,X,O,X,O,X,X
ZISLOTJ,O,X,O,X,X,O,X,X,X,X
ZISLOJT,O,X,X,X,O,O,X,O,X,X
ZISJTLO,X,X,X,X,X,O,X,X,X,X
ZISJTOL,X,X,X,X,X,O,X,X,X,X
ZISJLTO,X,X,X,X,X,O,X,X,X,X
ZISJLOT,O,X,X,X,X,O,X,X,X,X
ZISJOTL,X,X,X,X,X,O,X,X,X,X
ZISJOLT,O,X,X,X,X,O,X,X,X,X
ZISOTLJ,O,X,X,X,X,O,X,X,X,O
ZISOTJL,O,X,X,X,X,O,X,X,X,X
ZISOLTJ,O,X,X,X,X,O,X,X,X,X
ZISOLJT,O,X,X,X,O,O,X,O,X,X
ZISOJTL,X,X,X,X,X,O,X,X,X,X
ZISOJLT,O,X,X,X,X,O,X,X,X,X
ZIOTLJS,X,X,X,X,O,X,X,O,X,O
ZIOTLSJ,O,X,X,X,X,O,X,X,X,O
ZIOTJLS,X,X,X,X,X,X,X,X,X,O
ZIOTJSL,X,X,X,X,X,X,X,X,X,X
ZIOTSLJ,X,X,X,X,X,O,X,X,X,O
ZIOTSJL,X,X,X,X,X,O,X,X,X,X
ZIOLTJS,X,X,X,X,O,X,X,O,X,O
ZIOLTSJ,O,X,X,X,X,O,X,X,X,O
ZIOLJTS,X,X,X,X,O,X,X,O,X,X
