sequence,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFOhBXdBCgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFxbBXdBmgBTlBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgB0cBzgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBXdBzgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhF0cBzfB+lBKmBFn?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF/gBUcBFdB2qBxm?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFXdBzfB+lBKmBFn?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je06IvhFZhBCdB+lBVnBXg?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhF0cBmgBTgBFnBxq?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFOgBxcBUhB1qBXn?BzrB,v115@7gC8FeD8GeD8EeH8BeC8Je6/IvhFXdBmgBTgBFnBxq?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhF0cBzfBKmBFnBmk?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfB3lBCnBOnBFm?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Je5AJvhFXdBzfBKmBFnBmk?B0rB,v115@7gC8FeD8GeD8EeH8BeC8Jez/IvhFRhBUmBFnBmkBCm?BXsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFTcBSlB/rBFnBUl?BOsB,v115@7gC8FeD8GeD8EeH8BeC8Jex6IvhFzfBUmBFnB3lB6r?BOsB
JOITSLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
JOILTZS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOILSTZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOILSZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOILZTS,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOILZST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOISLZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOISZTL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZLTS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLTIZS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLTSZI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOLTZIS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLTZSI,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOLITSZ,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X
JOLITZS,X,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLISTZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLIZTS,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLIZST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLSTZI,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLSITZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLSZTI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLSZIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOLZITS,O,O,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOLZIST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTIZL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
JOSTLZI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZIL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSILZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSIZTL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSLTZI,X,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSLITZ,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSLIZT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZTI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSZTIL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZTLI,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
JOZTISL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
JOZTLIS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOZTSLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
JOZITLS,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
JOZITSL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X
JOZILTS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
STILZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STILZOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
STILOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
STILOZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
STIJLZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STIJZLO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STIJZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STIJOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIZLOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZJLO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STIZJOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZOLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIZOJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STIOLJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
STIOLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
STIOJLZ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
STIOJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STIOZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STLIJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
STLIZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STLIZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
STLIOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
STLIOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
STLJIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
STLJZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
STLJZOI,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLJOIZ,O,O,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
STLJOZI,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X
STLZIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STLZIOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
STLZJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STLZJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
STLZOIJ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
STLZOJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STLOIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
STLOJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
STLOJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X
STLOZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
STLOZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
STJILZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STJIZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STJIOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
STJLZIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O,X
STJLZOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STJLOIZ,O,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X
STJLOZI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STJZILO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZLIO,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJZLOI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJZOIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
STJOLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
STJOZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STZILOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
STZIJOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZIOLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZIOJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
STZLIOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
STZLJIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
STZLJOI,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X
STZLOIJ,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,X
STZLOJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STZJILO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
STZOILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STZOIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STZOLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O
STZOLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
STZOJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STZOJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STOILJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
STOILZJ,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X
STOIJLZ,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOIZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
STOLIJZ,O,O,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X
STOLIZJ,O,O,X,O,X,X,X,X,X,X,X,O,O,O,X,O,X
STOLJIZ,O,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
STOLJZI,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X
STOLZIJ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X
STOLZJI,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X
STOJILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X
STOJLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
STOJZIL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STOZIJL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O
STOZLIJ,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X,O,O
STOZLJI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O
STOZJIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
STOZJLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
SITLJZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,O,O,X,X,O,O,X,X,O,X,X,X
SITLZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
SITLZOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
SITLOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
SITLOZJ,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SITJLZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SITJZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SITJOLZ,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SITJOZL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SITZLOJ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITZJLO,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X
SITZJOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITZOJL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOLJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
SITOLZJ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X
SITOJLZ,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SITOJZL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X
SILTZJO,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O,X
SILTZOJ,X,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X
SILTOJZ,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X
SILTOZJ,X,O,O,O,X,X,X,X,X,X,X,O,X,O,X,O,X
SILJTZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJOTZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X
SILOTZJ,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X
SILOJTZ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJTLZO,O,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X
SIOTLZJ,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X
SIOTJLZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SIOTJZL,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
