sequence,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFqgBxdBlhB3?iB0mB2wB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeB0gBF?nBTrBmrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxdB0gBlhB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFXeBxgBUmBF?nBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFWhBxcBXeBU?mBFnBywB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBxdBlgB3?iBmrBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBlgBU?iBOrBzrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhFxcBXeBUiBF?mBzrBmqB,v115@zgA8IeA8HeD8EeF8CeG8CeC8JeC7IvhF0cBXeBlgBx?mBOsBTrB,v115@zgA8IeA8HeD8EeF8CeG8CeC8Jez6IvhFCcBxdBlhB3?iBmrBUrB
STIJOLZ,X,O,X,O,X,X,X,O,O,X,O,O
STIJOZL,X,X,X,O,O,X,X,O,X,X,O,O
STIZLJO,O,X,O,O,O,O,O,O,O,X,O,X
STIZLOJ,O,O,O,O,O,O,O,O,O,X,O,O
STIZJLO,O,X,O,O,O,O,O,O,O,X,O,X
STIZJOL,X,X,X,X,X,O,O,X,X,X,X,X
STIZOLJ,O,X,O,O,O,O,O,O,O,X,O,O
STIZOJL,X,X,O,X,X,O,O,X,X,X,O,X
STIOLJZ,X,O,X,O,X,X,X,X,O,X,O,O
STIOLZJ,O,O,O,O,X,X,X,O,O,X,O,O
STIOJLZ,X,O,X,O,X,X,X,X,O,X,O,O
STIOJZL,O,X,X,O,X,X,X,X,X,X,O,O
STIOZLJ,O,X,O,O,O,X,O,O,O,X,O,O
STIOZJL,O,X,X,O,X,X,O,X,O,X,O,X
STLIJZO,X,O,O,O,O,X,X,O,O,X,O,X
STLIJOZ,X,O,X,O,X,X,X,O,O,X,O,O
STLIZJO,O,X,O,O,O,O,X,O,O,X,O,X
STLIZOJ,O,O,O,O,O,O,X,O,O,X,O,O
STLIOJZ,X,O,O,O,X,X,X,X,O,O,O,O
STLIOZJ,O,O,O,O,X,X,X,O,O,O,O,O
STLJIZO,X,O,O,O,O,X,X,O,O,X,O,X
STLJIOZ,X,O,X,O,X,X,X,O,O,X,O,O
STLJZIO,X,O,O,O,O,O,X,O,O,X,O,X
STLJZOI,X,O,O,O,O,O,X,O,O,X,X,X
STLJOIZ,X,O,X,O,X,X,X,O,O,X,O,O
STLJOZI,X,O,X,O,X,X,X,O,O,X,O,X
STLZIJO,O,X,O,O,O,O,O,O,O,X,O,X
STLZIOJ,O,O,O,O,O,O,O,O,O,X,O,O
STLZJIO,O,X,O,O,O,O,O,O,O,X,O,X
STLZJOI,O,X,O,O,O,O,O,O,O,X,X,X
STLZOIJ,O,O,O,O,O,O,O,O,O,X,O,O
STLZOJI,O,O,O,X,O,O,O,X,O,X,O,X
STLOIJZ,X,O,O,O,X,X,X,X,O,O,O,O
STLOIZJ,O,O,O,O,X,X,X,O,O,O,O,O
STLOJIZ,X,O,O,O,X,X,X,O,O,O,O,O
STLOJZI,X,O,O,O,X,X,X,O,O,O,O,X
STLOZIJ,O,O,O,O,X,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,X,O,O,X,O,O,O,X
STJILZO,X,O,O,O,O,X,X,O,O,X,O,O
STJILOZ,X,O,X,O,X,X,X,O,O,X,O,O
STJIZLO,O,O,O,O,O,X,X,O,O,X,O,O
STJIZOL,X,X,X,O,O,X,X,O,O,X,X,O
STJIOLZ,X,O,X,O,X,X,X,O,O,X,O,O
STJIOZL,X,X,X,O,O,X,X,O,X,X,O,O
STJLIZO,X,O,O,O,O,X,X,O,O,X,O,O
STJLIOZ,X,O,X,O,X,X,X,O,O,X,O,O
STJLZIO,X,O,O,O,O,O,X,O,O,X,O,O
STJLZOI,X,O,O,O,O,O,X,O,O,X,X,O
STJLOIZ,X,O,X,O,X,X,X,O,O,X,O,O
STJLOZI,X,O,X,O,X,X,X,O,O,X,O,O
STJZILO,O,O,O,O,O,O,O,O,O,X,X,O
STJZIOL,X,X,X,O,O,O,O,O,O,X,X,O
STJZLIO,O,O,O,O,O,O,O,O,O,X,O,O
STJZLOI,O,O,O,O,O,O,O,O,O,X,X,O
STJZOIL,X,X,O,O,O,O,O,O,O,X,X,O
STJZOLI,X,X,O,O,O,O,O,O,O,X,X,O
STJOILZ,X,O,X,O,X,X,X,O,O,X,O,O
STJOIZL,X,X,X,O,O,X,X,O,X,X,O,O
STJOLIZ,X,O,X,O,X,X,X,O,O,X,O,O
STJOLZI,X,O,X,O,X,X,X,O,O,X,O,O
STJOZIL,X,X,X,O,O,X,O,O,O,X,X,O
STJOZLI,X,X,X,O,O,X,O,O,O,X,O,O
STZILJO,O,X,O,O,O,O,O,O,O,X,O,X
STZILOJ,O,O,O,O,O,O,O,O,O,X,O,O
STZIJLO,O,X,O,O,O,O,O,O,O,X,O,X
STZIJOL,X,X,X,X,X,O,O,X,X,X,X,X
STZIOLJ,O,X,O,O,O,O,O,O,O,X,O,O
STZIOJL,X,X,O,X,X,O,O,X,X,X,O,X
STZLIJO,O,X,O,O,O,O,O,O,O,X,O,X
STZLIOJ,O,O,O,O,O,O,O,O,O,X,O,O
STZLJIO,O,X,O,O,O,O,O,O,O,X,O,X
STZLJOI,O,X,O,O,O,O,O,O,O,X,X,X
STZLOIJ,O,O,O,O,O,O,O,O,O,X,O,O
STZLOJI,O,O,O,X,O,O,O,X,O,X,O,X
STZJILO,O,X,O,O,O,O,O,O,O,X,X,X
STZJIOL,X,X,X,O,O,O,O,O,O,X,X,X
STZJLIO,O,X,O,O,O,O,O,O,O,X,O,X
STZJLOI,O,X,O,O,O,O,O,O,O,X,X,X
STZJOIL,X,X,O,O,O,O,O,O,O,X,X,X
STZJOLI,X,X,O,O,O,O,O,O,O,X,X,X
STZOILJ,O,X,O,O,O,O,O,O,O,X,O,O
STZOIJL,X,X,O,X,X,O,O,X,O,X,O,X
STZOLIJ,O,X,O,O,O,O,O,O,O,X,O,O
STZOLJI,O,X,O,X,O,O,O,X,O,X,O,X
STZOJIL,X,X,O,X,X,O,O,X,O,X,X,X
STZOJLI,X,X,O,X,X,O,O,X,O,X,O,X
STOILJZ,X,O,O,O,X,X,X,X,O,O,O,O
STOILZJ,O,O,O,O,X,X,X,O,O,O,O,O
STOIJLZ,X,O,O,O,X,X,X,X,O,O,O,O
STOIJZL,O,X,O,O,X,X,X,X,O,X,O,O
STOIZLJ,O,X,O,O,O,X,O,O,O,O,O,O
STOIZJL,O,X,O,O,X,X,O,X,O,O,O,X
STOLIJZ,X,O,O,O,X,X,X,X,O,O,O,O
STOLIZJ,O,O,O,O,X,X,X,O,O,O,O,O
STOLJIZ,X,O,O,O,X,X,X,O,O,O,O,O
STOLJZI,X,O,O,O,X,X,X,O,O,O,O,X
STOLZIJ,O,O,O,O,X,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,X,O,O,X,O,O,O,X
STOJILZ,X,O,O,O,X,X,X,O,O,O,O,O
STOJIZL,O,X,O,O,X,X,X,O,O,X,O,O
STOJLIZ,X,O,O,O,X,X,X,O,O,O,O,O
STOJLZI,X,O,O,O,X,X,X,O,O,O,O,O
STOJZIL,O,X,O,O,X,X,O,O,O,O,X,O
STOJZLI,O,X,O,O,X,X,O,O,O,O,O,O
STOZILJ,O,X,O,O,O,O,O,O,O,O,O,O
STOZIJL,O,X,O,O,X,O,O,X,O,O,O,X
STOZLIJ,O,X,O,O,O,O,O,O,O,O,O,O
STOZLJI,O,X,O,O,O,O,O,X,O,O,O,X
STOZJIL,O,X,O,O,X,O,O,X,O,O,X,X
STOZJLI,O,X,O,O,X,O,O,X,O,O,O,X
SITLJZO,X,O,O,O,O,X,X,O,O,X,O,X
SITLJOZ,X,O,X,O,X,X,X,O,O,X,O,O
SITLZJO,O,X,O,O,O,O,X,O,O,X,O,X
SITLZOJ,O,O,O,O,O,O,X,O,O,X,O,O
SITLOJZ,X,O,O,O,X,X,X,X,O,O,O,O
SITLOZJ,O,O,O,O,X,X,X,O,O,O,O,O
SITJLZO,X,O,O,O,O,X,X,O,O,X,O,O
SITJLOZ,X,O,X,O,X,X,X,O,O,X,O,O
SITJZLO,O,O,O,O,O,X,X,O,O,X,O,O
SITJZOL,X,X,X,O,O,X,X,O,O,X,X,O
SITJOLZ,X,O,X,O,X,X,X,O,O,X,O,O
SITJOZL,X,X,X,O,O,X,X,O,X,X,O,O
SITZLJO,O,X,O,O,O,O,O,O,O,X,O,X
SITZLOJ,O,O,O,O,O,O,O,O,O,X,O,O
SITZJLO,O,X,O,O,O,O,O,O,O,X,O,X
SITZJOL,X,X,X,X,X,O,O,X,X,X,X,X
SITZOLJ,O,X,O,O,O,O,O,O,O,X,O,O
SITZOJL,X,X,O,X,X,O,O,X,X,X,O,X
SITOLJZ,X,O,X,O,X,X,X,X,O,X,O,O
SITOLZJ,O,O,O,O,X,X,X,O,O,X,O,O
SITOJLZ,X,O,X,O,X,X,X,X,O,X,O,O
SITOJZL,O,X,X,O,X,X,X,X,X,X,O,O
SITOZLJ,O,X,O,O,O,X,O,O,O,X,O,O
SITOZJL,O,X,X,O,X,X,O,X,O,X,O,X
SILTJZO,X,O,O,O,O,X,X,O,O,X,O,X
SILTJOZ,X,O,X,O,X,X,X,O,O,X,O,O
SILTZJO,O,X,O,O,O,O,X,O,O,X,O,X
SILTZOJ,O,O,O,O,O,O,X,O,O,X,O,O
SILTOJZ,X,O,O,O,X,X,X,X,O,O,O,O
SILTOZJ,O,O,O,O,X,X,X,O,O,O,O,O
SILJTZO,X,O,O,O,O,X,X,O,O,X,X,O
SILJTOZ,X,O,X,O,X,X,X,O,O,X,X,O
SILJZTO,O,O,O,O,O,X,X,O,O,X,X,O
SILJZOT,X,O,O,O,O,X,X,O,O,X,X,O
SILJOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SILJOZT,O,O,O,O,O,X,X,O,O,O,X,O
SILZTJO,O,X,O,O,O,O,X,O,O,X,O,X
SILZTOJ,O,O,O,O,O,O,X,O,O,X,O,X
SILZJTO,O,O,O,O,O,X,X,O,O,X,X,X
SILZJOT,X,O,O,O,O,X,X,O,O,X,X,X
SILZOTJ,O,O,O,O,O,X,X,O,O,O,X,X
SILZOJT,O,O,O,O,O,X,X,X,O,O,X,X
SILOTJZ,X,O,O,O,X,X,X,X,O,O,O,O
SILOTZJ,O,O,O,O,X,X,X,O,O,O,O,O
SILOJTZ,X,O,O,O,X,X,X,O,O,O,X,O
SILOJZT,O,O,O,O,O,X,X,O,O,O,X,O
SILOZTJ,O,O,O,O,O,X,X,O,O,O,X,X
SILOZJT,O,O,O,O,O,X,X,X,O,O,X,X
SIJTLZO,X,O,O,O,O,X,X,O,O,X,O,O
SIJTLOZ,X,O,X,O,X,X,X,O,O,X,O,O
SIJTZLO,O,O,O,O,O,X,X,O,O,X,O,O
SIJTZOL,X,X,X,O,O,X,X,O,O,X,X,O
SIJTOLZ,X,O,X,O,X,X,X,O,O,X,O,O
SIJTOZL,X,X,X,O,O,X,X,O,X,X,O,O
SIJLTZO,X,O,O,O,O,X,X,O,O,X,X,O
SIJLTOZ,X,O,X,O,X,X,X,O,O,X,X,O
SIJLZTO,O,O,O,O,O,X,X,O,O,X,X,O
SIJLZOT,X,O,O,O,O,X,X,O,O,X,X,O
SIJLOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SIJLOZT,O,O,O,O,O,X,X,O,O,O,X,O
SIJZTLO,O,O,X,O,O,X,X,O,O,X,O,O
SIJZTOL,X,X,X,O,O,X,X,O,O,X,X,O
SIJZLTO,O,O,O,O,O,X,X,O,O,X,X,O
SIJZLOT,X,O,O,O,O,X,X,O,O,X,X,O
SIJZOTL,X,X,X,O,O,X,X,O,O,X,X,O
SIJZOLT,X,O,X,O,O,X,X,O,O,X,X,O
SIJOTLZ,X,O,X,O,X,X,X,O,O,X,X,O
SIJOTZL,O,X,X,O,O,X,X,O,X,X,X,O
SIJOLTZ,X,O,X,O,X,X,X,O,O,X,X,O
SIJOLZT,O,O,X,O,O,X,X,O,O,X,X,O
SIJOZTL,O,X,X,O,O,X,X,O,X,X,X,O
SIJOZLT,O,O,X,O,O,X,X,O,X,X,X,O
SIZTLJO,O,X,O,O,O,O,O,O,O,X,O,X
SIZTLOJ,O,O,O,O,O,O,O,O,O,X,O,O
SIZTJLO,O,X,O,O,O,O,O,O,O,X,O,X
SIZTJOL,X,X,X,X,X,O,O,X,X,X,X,X
SIZTOLJ,O,X,O,O,O,O,O,O,O,X,O,O
SIZTOJL,X,X,O,X,X,O,O,X,X,X,O,X
SIZLTJO,O,X,O,O,O,O,X,O,O,X,O,X
SIZLTOJ,O,O,O,O,O,O,X,O,O,X,O,X
SIZLJTO,O,O,O,O,O,X,X,O,O,X,X,X
SIZLJOT,X,O,O,O,O,X,X,O,O,X,X,X
SIZLOTJ,O,O,O,O,O,X,X,O,O,O,X,X
SIZLOJT,O,O,O,O,O,X,X,X,O,O,X,X
SIZJTLO,O,O,X,O,O,X,X,O,O,X,O,O
SIZJTOL,X,X,X,O,O,X,X,O,X,X,X,O
SIZJLTO,O,O,O,O,O,X,X,O,O,X,X,O
SIZJLOT,X,O,O,O,O,X,X,O,O,X,X,O
SIZJOTL,X,X,X,O,O,X,X,O,X,X,X,O
SIZJOLT,X,O,X,O,O,X,X,O,X,X,X,O
SIZOTLJ,O,X,O,O,O,X,O,O,O,X,O,O
SIZOTJL,O,X,O,O,X,X,O,X,X,X,X,X
SIZOLTJ,O,O,O,O,O,X,X,O,O,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,O
SIZOJLT,O,O,O,O,X,X,X,X,X,X,X,O
SIOTLJZ,X,O,O,O,X,X,X,X,O,O,O,O
SIOTLZJ,O,O,O,O,X,X,X,O,O,O,O,O
SIOTJLZ,X,O,O,O,X,X,X,X,O,O,O,O
SIOTJZL,O,X,O,O,X,X,X,X,O,X,O,O
SIOTZLJ,O,X,O,O,O,X,O,O,O,O,O,O
SIOTZJL,O,X,O,O,X,X,O,X,O,O,O,X
SIOLTJZ,X,O,O,O,X,X,X,X,O,O,O,O
SIOLTZJ,O,O,O,O,X,X,X,O,O,O,O,O
SIOLJTZ,X,O,O,O,X,X,X,O,O,O,X,O
SIOLJZT,O,O,O,O,O,X,X,O,O,O,X,O
SIOLZTJ,O,O,O,O,O,X,X,O,O,O,O,X
SIOLZJT,O,O,O,O,O,X,X,X,O,O,X,X
SIOJTLZ,X,O,O,O,X,X,X,O,O,O,O,O
SIOJTZL,O,X,O,O,O,X,X,O,O,X,O,O
SIOJLTZ,X,O,O,O,X,X,X,O,O,O,X,O
SIOJLZT,O,O,O,O,O,X,X,O,O,O,X,O
SIOJZTL,O,X,X,O,O,X,X,O,O,X,O,O
SIOJZLT,O,O,O,O,O,X,X,O,O,O,X,O
SIOZTLJ,O,X,O,O,O,X,O,O,O,O,O,O
SIOZTJL,O,X,O,O,X,X,O,X,O,O,O,X
SIOZLTJ,O,O,O,O,O,X,X,O,O,O,O,X
SIOZLJT,O,O,O,O,O,X,X,X,O,O,X,X
SIOZJTL,O,X,X,O,X,X,X,X,O,X,O,O
SIOZJLT,O,O,O,O,X,X,X,X,O,O,X,O
SLTIJZO,X,O,O,O,O,X,X,O,O,X,O,X
SLTIJOZ,X,O,X,O,X,X,X,O,O,X,O,O
SLTIZJO,O,X,O,O,O,O,X,O,O,X,O,X
SLTIZOJ,O,O,O,O,O,O,X,O,O,X,O,O
SLTIOJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLTIOZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLTJIZO,X,O,O,O,O,X,X,O,O,X,O,X
SLTJIOZ,X,O,X,O,X,X,X,O,O,X,O,O
SLTJZIO,X,O,O,O,O,O,X,O,O,X,O,X
SLTJZOI,X,O,O,O,O,O,X,O,O,X,X,X
SLTJOIZ,X,O,X,O,X,X,X,O,O,X,O,O
SLTJOZI,X,O,X,O,X,X,X,O,O,X,O,X
SLTZIJO,O,X,O,O,O,O,O,O,O,X,O,X
SLTZIOJ,O,O,O,O,O,O,O,O,O,X,O,O
SLTZJIO,O,X,O,O,O,O,O,O,O,X,O,X
SLTZJOI,O,X,O,O,O,O,O,O,O,X,X,X
SLTZOIJ,O,O,O,O,O,O,O,O,O,X,O,O
SLTZOJI,O,O,O,X,O,O,O,X,O,X,O,X
SLTOIJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLTOIZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLTOJIZ,X,O,O,O,X,X,X,O,O,O,O,O
SLTOJZI,X,O,O,O,X,X,X,O,O,O,O,X
SLTOZIJ,O,O,O,O,X,O,O,O,O,O,O,O
SLTOZJI,O,O,O,O,X,O,O,X,O,O,O,X
SLITJZO,X,O,O,O,O,X,X,O,O,X,O,X
SLITJOZ,X,O,X,O,X,X,X,O,O,X,O,O
SLITZJO,O,X,O,O,O,O,X,O,O,X,O,X
SLITZOJ,O,O,O,O,O,O,X,O,O,X,O,O
SLITOJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLITOZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLIJTZO,X,O,O,O,O,X,X,O,O,X,X,O
SLIJTOZ,X,O,X,O,X,X,X,O,O,X,X,O
SLIJZTO,O,O,O,O,O,X,X,O,O,X,X,O
SLIJZOT,X,O,O,O,O,X,X,O,O,X,X,O
SLIJOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SLIJOZT,O,O,O,O,O,X,X,O,O,O,X,O
SLIZTJO,O,X,O,O,O,O,X,O,O,X,O,X
SLIZTOJ,O,O,O,O,O,O,X,O,O,X,O,X
SLIZJTO,O,O,O,O,O,X,X,O,O,X,X,X
SLIZJOT,X,O,O,O,O,X,X,O,O,X,X,X
SLIZOTJ,O,O,O,O,O,X,X,O,O,O,X,X
SLIZOJT,O,O,O,O,O,X,X,X,O,O,X,X
SLIOTJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLIOTZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLIOJTZ,X,O,O,O,X,X,X,O,O,O,X,O
SLIOJZT,O,O,O,O,O,X,X,O,O,O,X,O
SLIOZTJ,O,O,O,O,O,X,X,O,O,O,X,X
SLIOZJT,O,O,O,O,O,X,X,X,O,O,X,X
SLJTIZO,X,O,O,O,O,X,X,O,O,X,O,O
SLJTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
SLJTZIO,X,O,O,O,O,O,X,O,O,X,O,O
SLJTZOI,X,O,O,O,O,O,X,O,O,X,X,O
SLJTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
SLJTOZI,X,O,X,O,X,X,X,O,O,X,O,O
SLJITZO,X,O,O,O,O,X,X,O,O,X,X,O
SLJITOZ,X,O,X,O,X,X,X,O,O,X,X,O
SLJIZTO,O,O,O,O,O,X,X,O,O,X,X,O
SLJIZOT,X,O,O,O,O,X,X,O,O,X,X,O
SLJIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SLJIOZT,O,O,O,O,O,X,X,O,O,O,X,O
SLJZTIO,O,O,O,O,O,O,X,O,O,X,X,O
SLJZTOI,O,O,O,O,O,O,X,O,O,X,X,O
SLJZITO,O,O,O,O,O,X,X,O,O,X,X,O
SLJZIOT,X,O,O,O,O,X,X,O,O,X,X,O
SLJZOTI,X,O,O,X,O,X,X,O,X,X,X,O
SLJZOIT,X,O,O,O,O,X,X,O,O,X,X,O
SLJOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
SLJOTZI,X,O,O,O,X,X,X,O,O,O,O,O
SLJOITZ,X,O,O,O,X,X,X,O,O,O,X,O
SLJOIZT,O,O,O,O,O,X,X,O,O,O,X,O
SLJOZTI,O,O,O,O,O,X,X,O,O,X,X,O
SLJOZIT,O,O,O,O,O,X,X,O,O,O,X,O
SLZTIJO,O,X,O,O,O,O,O,O,O,X,O,X
SLZTIOJ,O,O,O,O,O,O,O,O,O,X,O,X
SLZTJIO,O,X,O,O,O,O,O,O,O,X,O,X
SLZTJOI,O,X,O,O,O,O,O,O,O,X,X,X
SLZTOIJ,O,O,O,O,O,O,O,O,O,X,O,X
SLZTOJI,O,O,O,X,O,O,O,X,O,X,O,X
SLZITJO,O,X,O,O,O,O,X,O,O,X,X,X
SLZITOJ,O,O,O,O,O,O,X,O,O,X,X,X
SLZIJTO,O,O,O,O,O,X,X,O,O,X,X,X
SLZIJOT,X,O,O,O,O,X,X,O,O,X,X,X
SLZIOTJ,O,O,O,O,O,X,X,O,O,O,X,X
SLZIOJT,O,O,O,O,O,X,X,X,O,O,X,X
SLZJTIO,O,O,O,O,O,O,X,O,O,X,X,X
SLZJTOI,O,O,O,X,O,O,X,O,X,X,X,X
SLZJITO,O,O,O,O,O,X,X,O,O,X,X,X
SLZJIOT,X,O,O,O,O,X,X,O,O,X,X,X
SLZJOTI,X,O,O,X,O,X,X,O,X,X,X,X
SLZJOIT,X,O,O,O,O,X,X,O,O,X,X,X
SLZOTIJ,O,O,O,O,O,O,O,X,O,O,O,X
SLZOTJI,O,O,O,O,O,O,O,X,O,O,O,X
SLZOITJ,O,O,O,O,O,X,X,O,O,O,X,X
SLZOIJT,O,O,O,O,O,X,X,X,O,O,X,X
SLZOJTI,O,O,O,O,O,X,X,X,O,X,X,X
SLZOJIT,O,O,O,O,O,X,X,X,O,O,X,X
SLOTIJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLOTIZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLOTJIZ,X,O,O,O,X,X,X,O,O,O,O,O
SLOTJZI,X,O,O,O,X,X,X,O,O,O,O,X
SLOTZIJ,O,O,O,O,X,O,O,O,O,O,O,O
SLOTZJI,O,O,O,O,X,O,O,X,O,O,O,X
SLOITJZ,X,O,O,O,X,X,X,X,O,O,O,O
SLOITZJ,O,O,O,O,X,X,X,O,O,O,O,O
SLOIJTZ,X,O,O,O,X,X,X,O,O,O,X,O
SLOIJZT,O,O,O,O,O,X,X,O,O,O,X,O
SLOIZTJ,O,O,O,O,O,X,X,O,O,O,O,X
SLOIZJT,O,O,O,O,O,X,X,X,O,O,X,X
SLOJTIZ,X,O,O,O,X,X,X,O,O,O,O,O
SLOJTZI,X,O,O,O,X,X,X,O,O,O,O,O
SLOJITZ,X,O,O,O,X,X,X,O,O,O,X,O
SLOJIZT,O,O,O,O,O,X,X,O,O,O,X,O
SLOJZTI,O,O,O,O,O,X,X,O,O,X,X,O
SLOJZIT,O,O,O,O,O,X,X,O,O,O,X,O
SLOZTIJ,O,O,O,O,O,O,O,X,O,O,O,X
SLOZTJI,O,O,O,O,O,O,O,X,O,O,O,X
SLOZITJ,O,O,O,O,O,X,X,O,O,O,X,X
SLOZIJT,O,O,O,O,O,X,X,X,O,O,X,X
SLOZJTI,O,O,O,O,O,X,X,X,O,X,X,X
SLOZJIT,O,O,O,O,O,X,X,X,O,O,X,X
SJTILZO,X,O,O,O,O,X,X,O,O,X,O,O
SJTILOZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTIZLO,O,O,O,O,O,X,X,O,O,X,O,O
SJTIZOL,X,X,X,O,O,X,X,O,O,X,X,O
SJTIOLZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTIOZL,X,X,X,O,O,X,X,O,X,X,O,O
SJTLIZO,X,O,O,O,O,X,X,O,O,X,O,O
SJTLIOZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTLZIO,X,O,O,O,O,O,X,O,O,X,O,O
SJTLZOI,X,O,O,O,O,O,X,O,O,X,X,O
SJTLOIZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTLOZI,X,O,X,O,X,X,X,O,O,X,O,O
SJTZILO,O,O,O,O,O,O,O,O,O,X,X,O
SJTZIOL,X,X,X,O,O,O,O,O,O,X,X,O
SJTZLIO,O,O,O,O,O,O,O,O,O,X,O,O
SJTZLOI,O,O,O,O,O,O,O,O,O,X,X,O
SJTZOIL,X,X,O,O,O,O,O,O,O,X,X,O
SJTZOLI,X,X,O,O,O,O,O,O,O,X,X,O
SJTOILZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTOIZL,X,X,X,O,O,X,X,O,X,X,O,O
SJTOLIZ,X,O,X,O,X,X,X,O,O,X,O,O
SJTOLZI,X,O,X,O,X,X,X,O,O,X,O,O
SJTOZIL,X,X,X,O,O,X,O,O,O,X,X,O
SJTOZLI,X,X,X,O,O,X,O,O,O,X,O,O
SJITLZO,X,O,O,O,O,X,X,O,O,X,O,O
SJITLOZ,X,O,X,O,X,X,X,O,O,X,O,O
SJITZLO,O,O,O,O,O,X,X,O,O,X,O,O
SJITZOL,X,X,X,O,O,X,X,O,O,X,X,O
SJITOLZ,X,O,X,O,X,X,X,O,O,X,O,O
SJITOZL,X,X,X,O,O,X,X,O,X,X,O,O
SJILTZO,X,O,O,O,O,X,X,O,O,X,X,O
SJILTOZ,X,O,X,O,X,X,X,O,O,X,X,O
SJILZTO,O,O,O,O,O,X,X,O,O,X,X,O
SJILZOT,X,O,O,O,O,X,X,O,O,X,X,O
SJILOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SJILOZT,O,O,O,O,O,X,X,O,O,O,X,O
SJIZTLO,O,O,X,O,O,X,X,O,O,X,O,O
SJIZTOL,X,X,X,O,O,X,X,O,O,X,X,O
SJIZLTO,O,O,O,O,O,X,X,O,O,X,X,O
SJIZLOT,X,O,O,O,O,X,X,O,O,X,X,O
SJIZOTL,X,X,X,O,O,X,X,O,O,X,X,O
SJIZOLT,X,O,X,O,O,X,X,O,O,X,X,O
SJIOTLZ,X,O,X,O,X,X,X,O,O,X,X,O
SJIOTZL,O,X,X,O,O,X,X,O,X,X,X,O
SJIOLTZ,X,O,X,O,X,X,X,O,O,X,X,O
SJIOLZT,O,O,X,O,O,X,X,O,O,X,X,O
SJIOZTL,O,X,X,O,O,X,X,O,X,X,X,O
SJIOZLT,O,O,X,O,O,X,X,O,X,X,X,O
SJLTIZO,X,O,O,O,O,X,X,O,O,X,O,O
SJLTIOZ,X,O,X,O,X,X,X,O,O,X,O,O
SJLTZIO,X,O,O,O,O,O,X,O,O,X,O,O
SJLTZOI,X,O,O,O,O,O,X,O,O,X,X,O
SJLTOIZ,X,O,X,O,X,X,X,O,O,X,O,O
SJLTOZI,X,O,X,O,X,X,X,O,O,X,O,O
SJLITZO,X,O,O,O,O,X,X,O,O,X,X,O
SJLITOZ,X,O,X,O,X,X,X,O,O,X,X,O
SJLIZTO,O,O,O,O,O,X,X,O,O,X,X,O
SJLIZOT,X,O,O,O,O,X,X,O,O,X,X,O
SJLIOTZ,X,O,O,O,X,X,X,O,O,O,X,O
SJLIOZT,O,O,O,O,O,X,X,O,O,O,X,O
SJLZTIO,O,O,O,O,O,O,X,O,O,X,X,O
SJLZTOI,O,O,O,O,O,O,X,O,O,X,X,O
SJLZITO,O,O,O,O,O,X,X,O,O,X,X,O
SJLZIOT,X,O,O,O,O,X,X,O,O,X,X,O
SJLZOTI,X,O,O,X,O,X,X,O,X,X,X,O
SJLZOIT,X,O,O,O,O,X,X,O,O,X,X,O
SJLOTIZ,X,O,O,O,X,X,X,O,O,O,O,O
SJLOTZI,X,O,O,O,X,X,X,O,O,O,O,O
