sequence,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBxcB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem6IvhFRcBSiB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBfhB?xcBqmBTiBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFfiB6iB?xfBTfB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFGdBRhB?TfBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jey/IvhFfhBxcB?umBcnBTfBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeK/IvhFzaBGdB?RhBUhBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFWhBTdB?3fBxmB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeO/IvhF8fBzbB?CdBxmBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhF0cBTfB?mgBSnBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jex6IvhFXdBTfB?mgBSnB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Je2/IvhFCcBxhB?3fBTiB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jei6IvhFzbB3fB?xmBumBcnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jez7IvhFWiB0kB?xmBikBXnBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8JeC8IvhFTdB3fB?xmB2pB0mBlpB,v115@7gB8HeB8BeB8DeB8CeB8BeD8AeH8Jem7IvhFxfB3hB?cnBTfBCnBlpB
ZSJITLO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O
ZSJITOL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
ZSJILTO,O,O,O,O,O,O,X,X,O,X,X,O,X,X,X,O
ZSJILOT,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSJIOTL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSJIOLT,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJLTOI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJLITO,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,O
ZSJLIOT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSJLOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJOTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSJOILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSJOLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZSOTLIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOTJLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOITJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOILTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOILJT,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X
ZSOIJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZSOIJLT,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X
ZSOLTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLIJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZSOLJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSOJTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSOJILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSOJLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOTILSJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOTIJSL,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTISLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOTISJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
ZOTLIJS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOTLJSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOTJISL,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOTJLSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZOTJSLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
ZOTSIJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
ZOTSLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOTSLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,O
ZOTSJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITJLS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOITJSL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITSLJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOILTJS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOILTSJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOILJST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOILSTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOIJTLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOIJTSL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJLTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOIJLST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOIJSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
ZOISTLJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOISTJL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOISLTJ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOISLJT,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X
ZOISJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZOISJLT,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X
ZOLTIJS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOLITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOLIJST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOLISTJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOLJSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
ZOJTLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJITLS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJITSL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJILTS,O,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOJILST,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
ZOJISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJISLT,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
ZOJLTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLIST,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOJLSTI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJSILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZOJSLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSTLIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSTJLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSILJT,O,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X
ZOSIJTL,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZOSIJLT,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X
ZOSLTIJ,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLIJT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLJTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSJTLI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
ZOSJILT,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
ZOSJLTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
OTILJZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTILSJZ,O,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X
OTILSZJ,O,X,O,X,X,X,X,O,O,X,O,X,O,X,X,X
OTILZJS,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTILZSJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTIJLSZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X
OTIJLZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTIJSLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTIJSZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTIJZLS,X,O,X,X,X,X,X,X,O,O,O,X,X,O,X,X
OTIJZSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTISLZJ,O,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
OTISJLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTISJZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTISZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTISZJL,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTIZLJS,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
OTIZLSJ,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTIZJLS,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X
OTIZJSL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X
OTIZSJL,O,O,X,O,X,X,X,O,O,X,X,X,O,X,X,O
OTLIJSZ,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
OTLIJZS,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
OTLISJZ,O,X,O,X,X,X,O,X,X,O,O,X,O,X,X,X
OTLISZJ,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X
OTLIZJS,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTLIZSJ,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLJISZ,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTLJIZS,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTLJZIS,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
OTLJZSI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTLSIJZ,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
OTLSIZJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLSJIZ,O,O,O,X,O,X,O,X,X,O,O,X,O,X,X,X
OTLSJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTLSZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTLZIJS,X,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X
OTLZISJ,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTLZJSI,X,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTLZSIJ,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLZSJI,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTJILSZ,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OTJILZS,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OTJISLZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTJISZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTJIZLS,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLSIZ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLSZI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJLZIS,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X
OTJLZSI,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTJSIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X
OTJSLZI,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJSZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTJZISL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJZLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTJZLSI,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJZSIL,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSILJZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSILZJ,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,X
OTSIJLZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSIJZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTSIZLJ,O,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OTSIZJL,O,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OTSLIJZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSLIZJ,O,O,O,X,X,X,O,O,X,X,O,X,O,X,X,X
OTSLJIZ,O,O,O,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSLJZI,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTSLZIJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
OTSLZJI,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X
OTSJILZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSJIZL,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X
OTSJLIZ,O,O,X,X,O,X,O,O,X,O,O,X,O,X,X,X
OTSJLZI,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OTSJZIL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJZLI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OTSZLIJ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSZJLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZILJS,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
OTZILSJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZIJLS,O,O,O,X,X,X,X,X,O,O,O,O,X,O,X,X
OTZIJSL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZISLJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTZISJL,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O
OTZLIJS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTZLISJ,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTZLJIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTZLJSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZLSIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OTZLSJI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZJILS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTZJISL,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZJLIS,O,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X
OTZJLSI,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X
OTZJSIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X
OTZJSLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTZSILJ,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OTZSIJL,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,O
OTZSLIJ,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZSLJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,O
OTZSJLI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OITLJZS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OITLSJZ,O,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OITLSZJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OITLZJS,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
OITLZSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJLSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OITJLZS,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OITJSLZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITJSZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITJZLS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITJZSL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITSLJZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITSLZJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITSJLZ,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITSJZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OITSZLJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITSZJL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITZLJS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITZLSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITZJLS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITZJSL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OITZSJL,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OILTJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTJZS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTSJZ,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OILTSZJ,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
OILTZJS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTZSJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJTSZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OILJTZS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILJSTZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJSZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILJZTS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OILJZST,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OILSTJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSTZJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
OILSJTZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSJZT,O,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X
OILSZTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
