sequence,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBihBUjBF?nBTrB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFCeB/mBUiBT?jB2wBlsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeU8IvhFFdBXeBSoBT?mB2sBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhB3iBcoBK?rBGmBTsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhF+iBTeBlhBK?rBXoBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFGeBRiBFnBX?oBTrBUsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeF8IvhFxdB3iBcoBO?rBzmBSxB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Jex9IvhFlhBcnBTjBK?rBGmB3sB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeaBJvhFxdBGjBFnB8?sBTrBfsB,v115@zgC8GeD8FeD8FeD8EeE8DeB8Je38IvhFciBTeBamBW?sBFoBxwB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFGeBliBimBX?oBUsBTrB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeT+IvhFxhBUhB/sBF?oBCnB2wB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFThBcoBXnBl?nB2wBCtB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeG9IvhFTeB3hBxnB0?rBlsBarB,v115@zgC8GeD8FeD8FeD8EeE8DeB8JeR8IvhFXiBTjB0rBl?sBOrBCtB
ZSILTOJ,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSILJTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSILJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSILOTJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSILOJT,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSIJTLO,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X
ZSIJTOL,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X
ZSIJLTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSIJLOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSIJOTL,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSIJOLT,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSIOTLJ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X
ZSIOTJL,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X
ZSIOLTJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSIOLJT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSIOJTL,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSIOJLT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSLTIJO,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X
ZSLTIOJ,O,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSLTJIO,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X
ZSLTJOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSLTOIJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLTOJI,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLITJO,X,X,O,O,O,X,O,X,X,X,O,X,X,O,X
ZSLITOJ,X,X,O,O,O,X,X,O,X,X,O,X,X,O,X
ZSLIJTO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSLIJOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSLIOTJ,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLIOJT,X,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSLJTIO,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X
ZSLJTOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSLJITO,O,X,O,O,O,X,O,X,X,X,O,X,X,X,X
ZSLJIOT,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
ZSLJOTI,O,X,O,X,O,O,O,O,O,X,X,X,X,X,X
ZSLJOIT,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
ZSLOTIJ,O,X,O,O,O,O,X,O,X,X,O,X,X,X,X
ZSLOTJI,O,X,O,O,O,O,X,O,O,X,O,X,X,X,X
ZSLOITJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZSLOIJT,O,X,O,O,O,O,O,O,X,X,O,X,X,X,X
ZSLOJTI,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
ZSLOJIT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSJTILO,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X
ZSJTIOL,O,X,X,X,O,X,O,X,X,X,O,O,X,O,X
ZSJTLIO,O,X,O,O,X,X,O,X,X,X,O,X,X,O,X
ZSJTLOI,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X
ZSJTOIL,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X
ZSJTOLI,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X
ZSJITLO,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X
ZSJITOL,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X
ZSJILTO,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X
ZSJILOT,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSJIOTL,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X
ZSJIOLT,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X
ZSJLTIO,O,X,O,O,O,X,O,X,X,X,O,X,X,O,X
ZSJLTOI,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZSJLITO,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X
ZSJLIOT,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
ZSJLOTI,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X
ZSJLOIT,O,X,X,X,O,O,O,O,X,X,O,X,O,X,X
ZSJOTIL,O,X,X,O,O,O,O,O,X,X,O,X,O,O,X
ZSJOTLI,O,X,X,O,O,O,X,O,O,X,O,X,O,X,X
ZSJOITL,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X
ZSJOILT,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
ZSJOLTI,O,X,X,O,O,O,O,O,O,X,X,X,O,X,X
ZSJOLIT,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
ZSOTILJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
ZSOTIJL,O,X,X,O,X,O,O,O,X,X,O,X,X,O,O
ZSOTLIJ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZSOTLJI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O
ZSOTJIL,O,X,X,O,X,O,X,O,X,X,O,X,X,O,O
ZSOTJLI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O
ZSOITLJ,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X
ZSOITJL,O,X,X,O,X,X,O,O,X,X,O,X,X,O,X
ZSOILTJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOILJT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSOIJTL,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOIJLT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSOLTIJ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X
ZSOLTJI,O,X,X,O,O,O,X,O,O,X,O,X,X,X,X
ZSOLITJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZSOLIJT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSOLJTI,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X
ZSOLJIT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSOJTIL,O,X,X,O,O,O,O,O,X,X,O,X,X,O,X
ZSOJTLI,O,X,X,O,O,O,X,O,O,X,O,X,X,X,X
ZSOJITL,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X
ZSOJILT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZSOJLTI,O,X,X,O,O,O,O,O,O,X,X,X,X,X,X
ZSOJLIT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZOTILJS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOTILSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTIJLS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOTIJSL,O,X,O,X,X,X,O,X,X,X,X,X,X,O,O
ZOTISLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X
ZOTISJL,O,X,O,O,X,X,O,X,X,X,X,X,X,O,O
ZOTLIJS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTLISJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTLJSI,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O
ZOTLSIJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOTJILS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTJISL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOTJLIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZOTJSIL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOTJSLI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOTSILJ,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
ZOTSIJL,O,X,X,O,X,O,O,X,X,X,X,X,X,O,O
ZOTSLIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
ZOTSJIL,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O
ZOTSJLI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
ZOITLJS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOITLSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOITJSL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
ZOITSLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
ZOILTJS,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZOILTSJ,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOILJST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZOILSJT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZOIJTLS,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOIJTSL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOIJLTS,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJLST,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X
ZOISTJL,O,X,O,O,X,X,O,O,X,X,O,X,X,O,X
ZOISLTJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X
ZOISLJT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZOISJTL,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
ZOISJLT,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X
ZOLTIJS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLTISJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLTJSI,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O
ZOLTSIJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,O,X,O,X,X,O,X,X,X,X,X,O
ZOLITJS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLITSJ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOLIJST,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
ZOLISJT,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
ZOLJTIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLJTSI,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOLJITS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOLJIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOLSTIJ,O,X,O,O,X,O,X,O,X,X,O,X,X,X,X
ZOLSTJI,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X
ZOLSITJ,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X
ZOLSIJT,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
ZOLSJTI,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
ZOLSJIT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X
ZOJTILS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJTISL,O,X,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOJTLIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJTLSI,O,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZOJTSIL,O,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZOJTSLI,O,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOJITLS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJITSL,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOJILTS,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJILST,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJISTL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJISLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJLTIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJLTSI,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X
ZOJLITS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
ZOJLIST,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJLSTI,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
ZOJLSIT,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOJSTIL,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOJSTLI,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
ZOJSITL,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOJSILT,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOJSLTI,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X
ZOJSLIT,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOSTILJ,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X
ZOSTIJL,O,X,X,O,X,O,O,O,X,X,O,X,X,O,O
ZOSTLIJ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOSTLJI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O
ZOSTJIL,O,X,X,O,X,O,X,O,X,X,O,X,X,O,O
ZOSTJLI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,O
ZOSITLJ,O,X,X,O,O,X,X,O,X,X,X,X,X,O,X
ZOSITJL,O,X,X,O,X,X,O,O,X,X,O,X,X,O,X
ZOSILTJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSILJT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZOSIJTL,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
ZOSIJLT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZOSLTIJ,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X
ZOSLTJI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X
ZOSLITJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X
ZOSLIJT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZOSLJTI,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
ZOSLJIT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X
ZOSJTIL,O,X,X,O,X,O,O,O,X,X,O,X,X,O,X
ZOSJTLI,O,X,X,O,X,O,X,O,O,X,O,X,X,X,X
ZOSJITL,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X
ZOSJILT,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
ZOSJLTI,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
ZOSJLIT,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X
OTILJSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTILJZS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTILSJZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTILSZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTILZJS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTILZSJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIJLSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIJLZS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIJSLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTIJSZL,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIJZSL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTISLJZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISLZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTISJLZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISJZL,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OTISZLJ,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X
OTISZJL,O,X,X,X,X,O,X,O,X,O,X,O,X,O,X
OTIZLJS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIZLSJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIZJLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTIZJSL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OTIZSLJ,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
OTIZSJL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O
OTLIJSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLIJZS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLISJZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLISZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTLIZJS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTLIZSJ,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
OTLJISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJIZS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLJSIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLJZSI,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X
OTLSIJZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLSIZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTLSJIZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTLSJZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLSZJI,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTLZISJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTLZJSI,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O
OTLZSIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTLZSJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
OTJILSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJILZS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJISLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJISZL,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJIZSL,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTJLISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLIZS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTJLSIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJSILZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSIZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSLIZ,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSLZI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJSZIL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSZLI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X
OTJZISL,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O
OTJZLIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTJZLSI,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
OTJZSIL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O
OTJZSLI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTSILJZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSILZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSIJLZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSIJZL,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
OTSIZLJ,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
OTSIZJL,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
OTSLIJZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSLJIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSLJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSLZJI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSJIZL,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSJLIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSJLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTSJZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X
OTSZIJL,O,X,X,X,X,O,X,O,X,O,X,O,X,X,O
OTSZLIJ,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OTSZLJI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTSZJIL,O,X,X,X,X,O,X,O,X,O,X,O,X,X,O
OTSZJLI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
OTZILJS,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X
OTZILSJ,O,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTZIJLS,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,O,X,X,O,X,O,X,O,O
OTZISLJ,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X
OTZISJL,O,X,X,O,X,X,O,X,X,O,X,O,X,O,O
OTZLIJS,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X
OTZLISJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
OTZLJIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTZLJSI,O,O,X,O,X,X,O,X,O,X,X,X,X,X,O
OTZLSIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTZLSJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
OTZJILS,O,O,X,X,X,X,O,X,O,O,X,O,X,X,X
OTZJISL,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O
OTZJLIS,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
OTZJLSI,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
OTZJSIL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,O
OTZJSLI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZSILJ,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X
OTZSIJL,O,X,X,O,X,O,O,X,X,O,X,O,X,O,O
OTZSLIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
OTZSLJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
OTZSJIL,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O
OTZSJLI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
OITLJSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLSJZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OITLZJS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLZSJ,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITJLSZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJSLZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJZLS,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJZSL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OITSLJZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
