sequence,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFOgBfiB6iBZjB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBSiBZjBUiBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeO/Iv?hFXbBRdBUiBaoBzkBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeOAJv?hFfiB6iBZjBTfB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeT6Iv?hFGdBZjBykBUiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Jex6Iv?hFzcBmfBaoB3iB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifBXgBTiB0kBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8JeWCJv?hFZjBifB0fBTiBXlBFsB,v115@3gA8DeA8CeB8DeA8CeC8CeB8BeB8DeG8AeC8Je06Iv?hFCdBZjB/kBTiBOlBFsB
SOZTILJ,O,O,O,O,X,X,X,X,O
SOZTIJL,O,O,O,O,X,X,X,X,O
SOZTLIJ,O,O,O,O,X,X,X,X,O
SOZTLJI,O,O,O,O,X,O,X,X,O
SOZTJIL,O,O,O,O,X,O,X,X,O
SOZTJLI,O,O,O,O,X,O,X,X,O
SOZITLJ,O,O,X,X,X,X,X,X,O
SOZITJL,O,O,O,X,X,X,X,X,O
SOZILTJ,O,X,O,X,X,X,X,X,X
SOZILJT,O,O,O,O,X,X,X,X,X
SOZIJTL,O,O,O,X,X,X,X,X,X
SOZIJLT,O,O,O,O,X,X,X,X,X
SOZLTIJ,O,X,O,X,X,X,X,X,X
SOZLTJI,O,X,O,X,X,X,X,X,X
SOZLITJ,O,X,O,X,X,X,X,X,X
SOZLIJT,O,O,O,O,X,X,X,X,X
SOZLJTI,O,X,O,X,X,O,X,X,X
SOZLJIT,O,O,O,O,X,O,X,X,X
SOZJTIL,O,O,O,O,X,O,X,X,X
SOZJTLI,O,O,O,O,X,O,X,X,X
SOZJITL,O,O,O,X,X,O,X,X,X
SOZJILT,O,O,O,O,X,O,X,X,X
SOZJLTI,O,X,O,X,X,O,X,X,X
SOZJLIT,O,O,O,O,X,O,X,X,X
ZTILJSO,O,O,O,X,O,O,O,O,X
ZTILJOS,O,X,O,X,O,O,O,O,X
ZTILSJO,O,O,O,X,O,X,X,X,X
ZTILSOJ,O,X,O,X,O,X,X,X,X
ZTILOJS,O,O,O,X,O,O,X,X,X
ZTILOSJ,O,O,O,X,O,X,X,X,X
ZTIJLSO,O,O,O,X,O,O,O,O,X
ZTIJLOS,O,X,O,X,O,O,O,O,X
ZTIJSLO,O,O,O,O,O,O,X,X,X
ZTIJSOL,O,X,O,O,X,O,X,X,X
ZTIJOLS,O,X,O,X,O,O,X,X,X
ZTIJOSL,O,X,O,O,X,O,X,X,X
ZTISLJO,O,O,O,O,O,X,X,X,X
ZTISLOJ,O,X,O,O,O,X,X,X,O
ZTISJLO,O,O,O,O,O,X,X,X,X
ZTISJOL,O,X,O,O,X,X,X,X,O
ZTISOLJ,O,X,O,O,X,X,X,X,O
ZTISOJL,O,X,O,O,X,X,X,X,O
ZTIOLJS,O,O,O,X,O,O,X,X,X
ZTIOLSJ,O,O,O,X,O,X,X,X,O
ZTIOJLS,O,O,O,X,O,O,X,X,X
ZTIOJSL,O,O,O,O,X,O,X,X,X
ZTIOSLJ,O,O,O,O,X,X,X,X,O
ZTIOSJL,O,O,O,O,X,X,X,X,O
ZTLIJSO,O,O,O,X,O,O,O,O,X
ZTLIJOS,O,X,O,X,O,O,O,O,X
ZTLISJO,O,O,O,X,O,X,X,X,X
ZTLISOJ,O,X,O,X,O,X,X,X,X
ZTLIOJS,O,O,O,X,O,O,X,X,X
ZTLIOSJ,O,O,O,X,O,X,X,X,X
ZTLJISO,O,O,O,X,O,O,O,O,X
ZTLJIOS,O,X,O,X,O,O,O,O,X
ZTLJSIO,O,O,O,X,O,O,X,X,X
ZTLJSOI,O,X,O,X,O,O,X,X,X
ZTLJOIS,O,X,O,X,O,O,X,X,X
ZTLJOSI,O,X,O,X,O,O,X,X,X
ZTLSIJO,O,O,O,X,O,X,X,X,X
ZTLSIOJ,O,X,O,X,O,X,X,X,X
ZTLSJIO,O,O,O,X,O,O,X,X,X
ZTLSJOI,O,X,O,X,O,O,X,X,X
ZTLSOIJ,O,X,O,X,O,X,X,X,X
ZTLSOJI,O,X,O,X,O,O,X,X,X
ZTLOIJS,O,O,O,X,O,O,X,X,X
ZTLOISJ,O,O,O,X,O,X,X,X,X
ZTLOJIS,O,O,O,X,O,O,X,X,X
ZTLOJSI,O,O,O,X,O,O,X,X,X
ZTLOSIJ,O,O,O,X,O,X,X,X,X
ZTLOSJI,O,O,O,X,O,O,X,X,X
ZTJILSO,O,O,O,X,O,O,O,O,X
ZTJILOS,O,X,O,X,O,O,O,O,X
ZTJISLO,O,O,O,O,O,O,X,X,X
ZTJISOL,O,X,O,O,X,O,X,X,X
ZTJIOLS,O,X,O,X,O,O,X,X,X
ZTJIOSL,O,X,O,O,X,O,X,X,X
ZTJLISO,O,O,O,X,O,O,O,O,X
ZTJLIOS,O,X,O,X,O,O,O,O,X
ZTJLSIO,O,O,O,X,O,O,X,X,X
ZTJLSOI,O,X,O,X,O,O,X,X,X
ZTJLOIS,O,X,O,X,O,O,X,X,X
ZTJLOSI,O,X,O,X,O,O,X,X,X
ZTJSILO,O,O,O,O,O,O,X,X,X
ZTJSIOL,O,X,O,O,X,O,X,X,X
ZTJSLIO,O,O,O,O,O,O,X,X,X
ZTJSLOI,O,X,O,O,O,O,X,X,X
ZTJSOIL,O,X,O,O,X,O,X,X,X
ZTJSOLI,O,X,O,O,X,O,X,X,X
ZTJOILS,O,X,O,X,O,O,X,X,X
ZTJOISL,O,X,O,O,X,O,X,X,X
ZTJOLIS,O,X,O,X,O,O,X,X,X
ZTJOLSI,O,X,O,X,O,O,X,X,X
ZTJOSIL,O,X,O,O,X,O,X,X,X
ZTJOSLI,O,X,O,O,X,O,X,X,X
ZTSILJO,O,O,O,O,O,X,X,X,X
ZTSILOJ,O,X,O,O,O,X,X,X,O
ZTSIJLO,O,O,O,O,O,X,X,X,X
ZTSIJOL,O,X,O,O,X,X,X,X,O
ZTSIOLJ,O,X,O,O,X,X,X,X,O
ZTSIOJL,O,X,O,O,X,X,X,X,O
ZTSLIJO,O,O,O,O,O,X,X,X,X
ZTSLIOJ,O,X,O,O,O,X,X,X,O
ZTSLJIO,O,O,O,O,O,O,X,X,X
ZTSLJOI,O,X,O,O,O,O,X,X,X
ZTSLOIJ,O,X,O,O,O,X,X,X,O
ZTSLOJI,O,X,O,O,O,O,X,X,O
ZTSJILO,O,O,O,O,O,O,X,X,X
ZTSJIOL,O,X,O,O,X,O,X,X,O
ZTSJLIO,O,O,O,O,O,O,X,X,X
ZTSJLOI,O,X,O,O,O,O,X,X,X
ZTSJOIL,O,X,O,O,X,O,X,X,O
ZTSJOLI,O,X,O,O,X,O,X,X,O
ZTSOILJ,O,X,O,O,X,X,X,X,O
ZTSOIJL,O,X,O,O,X,X,X,X,O
ZTSOLIJ,O,X,O,O,X,X,X,X,O
ZTSOLJI,O,X,O,O,X,O,X,X,O
ZTSOJIL,O,X,O,O,X,O,X,X,O
ZTSOJLI,O,X,O,O,X,O,X,X,O
ZTOILJS,O,O,O,X,O,O,X,X,X
ZTOILSJ,O,O,O,X,O,X,X,X,O
ZTOIJLS,O,O,O,X,O,O,X,X,X
ZTOIJSL,O,O,O,O,X,O,X,X,X
ZTOISLJ,O,O,O,O,X,X,X,X,O
ZTOISJL,O,O,O,O,X,X,X,X,O
ZTOLIJS,O,O,O,X,O,O,X,X,X
ZTOLISJ,O,O,O,X,O,X,X,X,O
ZTOLJIS,O,O,O,X,O,O,X,X,X
ZTOLJSI,O,O,O,X,O,O,X,X,X
ZTOLSIJ,O,O,O,X,O,X,X,X,O
ZTOLSJI,O,O,O,X,O,O,X,X,O
ZTOJILS,O,O,O,X,O,O,X,X,X
ZTOJISL,O,O,O,O,X,O,X,X,X
ZTOJLIS,O,O,O,X,O,O,X,X,X
ZTOJLSI,O,O,O,X,O,O,X,X,X
ZTOJSIL,O,O,O,O,X,O,X,X,X
ZTOJSLI,O,O,O,O,X,O,X,X,X
ZTOSILJ,O,O,O,O,X,X,X,X,O
ZTOSIJL,O,O,O,O,X,X,X,X,O
ZTOSLIJ,O,O,O,O,X,X,X,X,O
ZTOSLJI,O,O,O,O,X,O,X,X,O
ZTOSJIL,O,O,O,O,X,O,X,X,O
ZTOSJLI,O,O,O,O,X,O,X,X,O
ZITLJSO,O,O,X,X,O,O,O,O,X
ZITLJOS,O,X,X,X,O,O,O,O,X
ZITLSJO,O,O,X,X,O,X,X,X,X
ZITLSOJ,O,X,X,X,O,X,X,X,X
ZITLOJS,O,O,X,X,O,O,X,X,X
ZITLOSJ,O,O,X,X,O,X,X,X,X
ZITJLSO,O,O,X,X,O,O,O,O,X
ZITJLOS,O,X,X,X,O,O,O,O,X
ZITJSLO,O,O,O,O,O,O,X,X,X
ZITJSOL,O,X,X,O,X,O,X,X,X
ZITJOLS,O,X,X,X,O,O,X,X,X
ZITJOSL,O,X,X,O,X,O,X,X,X
ZITSLJO,O,O,X,O,O,X,X,X,X
ZITSLOJ,O,X,X,O,O,X,X,X,O
ZITSJLO,O,O,O,O,O,X,X,X,X
ZITSJOL,O,X,X,O,X,X,X,X,O
ZITSOLJ,O,X,X,O,X,X,X,X,O
ZITSOJL,O,X,X,O,X,X,X,X,O
ZITOLJS,O,O,X,X,O,O,X,X,X
ZITOLSJ,O,O,X,X,O,X,X,X,O
ZITOJLS,O,O,X,X,O,O,X,X,X
ZITOJSL,O,O,O,O,X,O,X,X,X
ZITOSLJ,O,O,X,O,X,X,X,X,O
ZITOSJL,O,O,O,O,X,X,X,X,O
ZILTJSO,O,X,O,X,O,X,O,O,X
ZILTJOS,O,X,X,X,O,X,O,O,X
ZILTSJO,O,X,O,X,O,X,X,X,X
ZILTSOJ,O,X,X,X,O,X,X,X,X
ZILTOJS,O,X,O,X,O,X,X,X,X
ZILTOSJ,O,X,O,X,O,X,X,X,X
ZILJTSO,O,X,O,X,X,X,O,O,X
ZILJTOS,O,X,X,X,O,O,O,O,X
ZILJSTO,O,O,O,X,X,X,O,O,X
ZILJSOT,O,O,O,X,O,O,X,X,X
ZILJOTS,O,X,O,X,O,O,X,O,X
ZILJOST,O,X,O,X,O,O,X,X,X
ZILSTJO,O,X,O,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X,X,X,X
ZILSJTO,O,O,O,X,X,X,X,X,X
ZILSJOT,O,O,O,X,O,X,X,X,X
ZILSOTJ,O,X,O,X,X,X,X,X,X
ZILSOJT,O,X,O,X,O,X,X,X,X
ZILOTJS,O,X,O,X,O,X,X,X,X
ZILOTSJ,O,X,O,X,O,X,X,X,X
ZILOJTS,O,X,O,X,O,O,X,X,X
ZILOJST,O,O,O,X,O,O,X,X,X
ZILOSTJ,O,X,O,X,X,X,X,X,X
ZILOSJT,O,O,O,X,O,X,X,X,X
ZIJTLSO,O,O,X,X,X,O,X,X,X
ZIJTLOS,O,X,X,X,O,O,X,X,X
ZIJTSLO,O,O,O,O,X,O,X,X,X
ZIJTSOL,O,X,X,O,X,O,X,X,X
ZIJTOLS,O,X,X,X,X,O,X,X,X
ZIJTOSL,O,X,X,O,X,O,X,X,X
ZIJLTSO,O,X,O,X,X,O,O,O,X
ZIJLTOS,O,X,X,X,O,O,O,O,X
ZIJLSTO,O,O,O,X,X,X,O,O,X
ZIJLSOT,O,O,O,X,O,O,X,X,X
ZIJLOTS,O,X,X,X,O,O,X,O,X
ZIJLOST,O,X,O,X,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,O,X,X,X
ZIJSTOL,O,X,X,X,X,O,X,X,X
ZIJSLTO,O,O,O,X,X,X,X,X,X
ZIJSLOT,O,O,O,O,O,O,X,X,X
ZIJSOTL,O,X,X,X,X,O,X,X,X
ZIJSOLT,O,X,O,O,X,O,X,X,X
ZIJOTLS,O,X,X,X,X,O,X,X,X
ZIJOTSL,O,X,O,O,X,O,X,X,X
ZIJOLTS,O,X,X,X,O,O,X,X,X
ZIJOLST,O,X,O,X,O,O,X,X,X
ZIJOSTL,O,X,O,X,X,O,X,X,X
ZIJOSLT,O,X,O,O,X,O,X,X,X
ZISTLJO,O,O,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X,X,X,O
ZISTJLO,O,O,O,X,X,X,X,X,X
ZISTJOL,O,X,X,X,X,X,X,X,O
ZISTOLJ,O,X,X,X,X,X,X,X,O
ZISTOJL,O,X,X,X,X,X,X,X,O
ZISLTJO,O,X,O,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,X,X,O
ZISLJTO,O,O,O,X,X,X,X,X,X
ZISLJOT,O,O,O,O,O,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,X,X,X
ZISLOJT,O,X,O,O,O,X,X,X,X
ZISJTLO,O,O,O,X,X,X,X,X,X
ZISJTOL,O,X,X,X,X,X,X,X,O
ZISJLTO,O,O,O,X,X,X,X,X,X
ZISJLOT,O,O,O,O,O,X,X,X,X
ZISJOTL,O,X,X,X,X,X,X,X,X
ZISJOLT,O,X,O,O,X,X,X,X,X
ZISOTLJ,O,X,X,X,X,X,X,X,O
ZISOTJL,O,X,O,X,X,X,X,X,O
ZISOLTJ,O,X,X,X,X,X,X,X,X
ZISOLJT,O,X,O,O,X,X,X,X,X
ZISOJTL,O,X,O,X,X,X,X,X,X
ZISOJLT,O,X,O,O,X,X,X,X,X
ZIOTLJS,O,O,X,X,X,O,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X,X
ZIOTJLS,O,O,X,X,X,O,X,X,X
ZIOTJSL,O,O,O,O,X,O,X,X,X
ZIOTSLJ,O,O,X,O,X,X,X,X,X
ZIOTSJL,O,O,O,O,X,X,X,X,X
ZIOLTJS,O,X,O,X,O,X,X,X,X
ZIOLTSJ,O,X,O,X,X,X,X,X,X
ZIOLJTS,O,X,O,X,O,O,X,X,X
ZIOLJST,O,O,O,X,O,O,X,X,X
ZIOLSTJ,O,X,O,X,X,X,X,X,X
ZIOLSJT,O,O,O,X,O,X,X,X,X
ZIOJTLS,O,O,X,X,X,O,X,X,X
ZIOJTSL,O,O,O,O,X,O,X,X,X
ZIOJLTS,O,X,O,X,O,O,X,X,X
ZIOJLST,O,O,O,X,O,O,X,X,X
ZIOJSTL,O,O,O,X,X,O,X,X,X
ZIOJSLT,O,O,O,O,X,O,X,X,X
ZIOSTLJ,O,O,X,X,X,X,X,X,X
ZIOSTJL,O,O,O,X,X,X,X,X,X
ZIOSLTJ,O,X,O,X,X,X,X,X,X
ZIOSLJT,O,O,O,O,X,X,X,X,X
ZIOSJTL,O,O,O,X,X,X,X,X,X
ZIOSJLT,O,O,O,O,X,X,X,X,X
ZLTIJSO,O,X,O,X,O,O,O,O,X
ZLTIJOS,O,X,X,X,O,O,O,O,X
ZLTISJO,O,X,O,X,O,X,X,X,X
ZLTISOJ,O,X,X,X,O,X,X,X,X
ZLTIOJS,O,X,O,X,O,O,X,X,X
ZLTIOSJ,O,X,O,X,O,X,X,X,X
ZLTJISO,O,X,O,X,O,O,O,O,X
ZLTJIOS,O,X,X,X,O,O,O,O,X
ZLTJSIO,O,X,O,X,O,O,X,X,X
ZLTJSOI,O,X,X,X,O,O,X,X,X
ZLTJOIS,O,X,X,X,O,O,X,X,X
ZLTJOSI,O,X,X,X,O,O,X,X,X
ZLTSIJO,O,X,O,X,O,X,X,X,X
ZLTSIOJ,O,X,X,X,O,X,X,X,X
ZLTSJIO,O,X,O,X,O,O,X,X,X
ZLTSJOI,O,X,X,X,O,O,X,X,X
ZLTSOIJ,O,X,X,X,O,X,X,X,X
ZLTSOJI,O,X,X,X,O,O,X,X,X
ZLTOIJS,O,X,O,X,O,O,X,X,X
ZLTOISJ,O,X,O,X,O,X,X,X,X
ZLTOJIS,O,X,O,X,O,O,X,X,X
ZLTOJSI,O,X,O,X,O,O,X,X,X
ZLTOSIJ,O,X,O,X,O,X,X,X,X
ZLTOSJI,O,X,O,X,O,O,X,X,X
ZLITJSO,O,X,O,X,O,X,O,O,X
ZLITJOS,O,X,X,X,O,X,O,O,X
ZLITSJO,O,X,O,X,O,X,X,X,X
ZLITSOJ,O,X,X,X,O,X,X,X,X
ZLITOJS,O,X,O,X,O,X,X,X,X
ZLITOSJ,O,X,O,X,O,X,X,X,X
ZLIJTSO,O,X,O,X,X,X,O,O,X
ZLIJTOS,O,X,X,X,O,O,O,O,X
ZLIJSTO,O,O,O,X,X,X,O,O,X
ZLIJSOT,O,O,O,X,O,O,X,X,X
ZLIJOTS,O,X,O,X,O,O,X,O,X
ZLIJOST,O,X,O,X,O,O,X,X,X
ZLISTJO,O,X,O,X,X,X,X,X,X
ZLISTOJ,O,X,X,X,X,X,X,X,X
ZLISJTO,O,O,O,X,X,X,X,X,X
ZLISJOT,O,O,O,X,O,X,X,X,X
ZLISOTJ,O,X,O,X,X,X,X,X,X
ZLISOJT,O,X,O,X,O,X,X,X,X
ZLIOTJS,O,X,O,X,O,X,X,X,X
ZLIOTSJ,O,X,O,X,O,X,X,X,X
ZLIOJTS,O,X,O,X,O,O,X,X,X
ZLIOJST,O,O,O,X,O,O,X,X,X
ZLIOSTJ,O,X,O,X,X,X,X,X,X
ZLIOSJT,O,O,O,X,O,X,X,X,X
ZLJTISO,O,X,O,X,X,O,X,X,X
ZLJTIOS,O,X,X,X,O,O,X,X,X
ZLJTSIO,O,X,O,X,X,O,X,X,X
ZLJTSOI,O,X,X,X,X,O,X,X,X
ZLJTOIS,O,X,X,X,O,O,X,X,X
ZLJTOSI,O,X,X,X,X,O,X,X,X
ZLJITSO,O,X,O,X,X,O,O,O,X
ZLJITOS,O,X,X,X,O,O,O,O,X
ZLJISTO,O,O,O,X,X,X,O,O,X
ZLJISOT,O,O,O,X,O,O,X,X,X
ZLJIOTS,O,X,O,X,O,O,X,O,X
ZLJIOST,O,X,O,X,O,O,X,X,X
ZLJSTIO,O,X,O,X,X,X,X,X,X
ZLJSTOI,O,X,X,X,X,X,X,X,X
ZLJSITO,O,O,O,X,X,X,X,X,X
ZLJSIOT,O,O,O,X,O,O,X,X,X
ZLJSOTI,O,X,X,X,X,O,X,X,X
ZLJSOIT,O,X,O,X,O,O,X,X,X
ZLJOTIS,O,X,O,X,O,O,X,X,X
ZLJOTSI,O,X,O,X,X,O,X,X,X
ZLJOITS,O,X,O,X,O,O,X,X,X
ZLJOIST,O,X,O,X,O,O,X,X,X
ZLJOSTI,O,X,O,X,X,O,X,X,X
ZLJOSIT,O,X,O,X,O,O,X,X,X
ZLSTIJO,O,X,O,X,X,X,X,X,X
ZLSTIOJ,O,X,X,X,X,X,X,X,X
ZLSTJIO,O,X,O,X,X,X,X,X,X
ZLSTJOI,O,X,X,X,X,X,X,X,X
ZLSTOIJ,O,X,X,X,X,X,X,X,X
ZLSTOJI,O,X,X,X,X,X,X,X,X
ZLSITJO,O,X,O,X,X,X,X,X,X
ZLSITOJ,O,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,O,X,X,X,X,X,X
ZLSIJOT,O,O,O,X,O,X,X,X,X
ZLSIOTJ,O,X,O,X,X,X,X,X,X
ZLSIOJT,O,X,O,X,O,X,X,X,X
ZLSJTIO,O,X,O,X,X,X,X,X,X
ZLSJTOI,O,X,X,X,X,X,X,X,X
ZLSJITO,O,O,O,X,X,X,X,X,X
ZLSJIOT,O,O,O,X,O,O,X,X,X
ZLSJOTI,O,X,X,X,X,O,X,X,X
ZLSJOIT,O,X,O,X,O,O,X,X,X
ZLSOTIJ,O,X,O,X,X,X,X,X,X
ZLSOTJI,O,X,O,X,X,X,X,X,X
ZLSOITJ,O,X,O,X,X,X,X,X,X
ZLSOIJT,O,X,O,X,O,X,X,X,X
ZLSOJTI,O,X,O,X,X,O,X,X,X
ZLSOJIT,O,X,O,X,O,O,X,X,X
ZLOTIJS,O,X,O,X,O,O,X,X,X
ZLOTISJ,O,X,O,X,O,X,X,X,X
ZLOTJIS,O,X,O,X,O,O,X,X,X
ZLOTJSI,O,X,O,X,O,O,X,X,X
ZLOTSIJ,O,X,O,X,O,X,X,X,X
ZLOTSJI,O,X,O,X,O,O,X,X,X
ZLOITJS,O,X,O,X,O,X,X,X,X
ZLOITSJ,O,X,O,X,O,X,X,X,X
ZLOIJTS,O,X,O,X,O,O,X,X,X
ZLOIJST,O,O,O,X,O,O,X,X,X
ZLOISTJ,O,X,O,X,X,X,X,X,X
ZLOISJT,O,O,O,X,O,X,X,X,X
ZLOJTIS,O,X,O,X,O,O,X,X,X
ZLOJTSI,O,X,O,X,X,O,X,X,X
ZLOJITS,O,X,O,X,O,O,X,X,X
ZLOJIST,O,O,O,X,O,O,X,X,X
ZLOJSTI,O,X,O,X,X,O,X,X,X
ZLOJSIT,O,O,O,X,O,O,X,X,X
ZLOSTIJ,O,X,O,X,X,X,X,X,X
ZLOSTJI,O,X,O,X,X,X,X,X,X
ZLOSITJ,O,X,O,X,X,X,X,X,X
ZLOSIJT,O,O,O,X,O,X,X,X,X
ZLOSJTI,O,X,O,X,X,O,X,X,X
ZLOSJIT,O,O,O,X,O,O,X,X,X
ZJTILSO,O,O,O,X,X,O,X,X,X
ZJTILOS,O,X,O,X,O,O,X,X,X
ZJTISLO,O,O,O,O,X,O,X,X,X
ZJTISOL,O,X,O,O,X,O,X,X,X
ZJTIOLS,O,X,X,X,X,O,X,X,X
ZJTIOSL,O,X,O,O,X,O,X,X,X
ZJTLISO,O,O,O,X,X,O,X,X,X
ZJTLIOS,O,X,O,X,O,O,X,X,X
ZJTLSIO,O,O,O,X,X,O,X,X,X
ZJTLSOI,O,X,O,X,X,O,X,X,X
ZJTLOIS,O,X,O,X,O,O,X,X,X
ZJTLOSI,O,X,O,X,X,O,X,X,X
ZJTSILO,O,O,O,O,X,O,X,X,X
ZJTSIOL,O,X,O,O,X,O,X,X,X
ZJTSLIO,O,O,O,O,X,O,X,X,X
ZJTSLOI,O,X,O,O,X,O,X,X,X
ZJTSOIL,O,X,O,O,X,O,X,X,X
ZJTSOLI,O,X,O,O,X,O,X,X,X
ZJTOILS,O,X,X,X,X,O,X,X,X
ZJTOISL,O,X,O,O,X,O,X,X,X
ZJTOLIS,O,X,O,X,X,O,X,X,X
ZJTOLSI,O,X,O,X,X,O,X,X,X
ZJTOSIL,O,X,O,O,X,O,X,X,X
ZJTOSLI,O,X,O,O,X,O,X,X,X
ZJITLSO,O,O,X,X,X,O,X,X,X
ZJITLOS,O,X,X,X,O,O,X,X,X
ZJITSLO,O,O,O,O,X,O,X,X,X
ZJITSOL,O,X,X,O,X,O,X,X,X
ZJITOLS,O,X,X,X,X,O,X,X,X
ZJITOSL,O,X,X,O,X,O,X,X,X
ZJILTSO,O,X,O,X,X,O,O,O,X
ZJILTOS,O,X,X,X,O,O,O,O,X
ZJILSTO,O,O,O,X,X,X,O,O,X
ZJILSOT,O,O,O,X,O,O,X,X,X
ZJILOTS,O,X,X,X,O,O,X,O,X
ZJILOST,O,X,O,X,O,O,X,X,X
ZJISTLO,O,O,O,X,X,O,X,X,X
ZJISTOL,O,X,X,X,X,O,X,X,X
ZJISLTO,O,O,O,X,X,X,X,X,X
ZJISLOT,O,O,O,O,O,O,X,X,X
ZJISOTL,O,X,X,X,X,O,X,X,X
ZJISOLT,O,X,O,O,X,O,X,X,X
ZJIOTLS,O,X,X,X,X,O,X,X,X
ZJIOTSL,O,X,O,O,X,O,X,X,X
ZJIOLTS,O,X,X,X,O,O,X,X,X
ZJIOLST,O,X,O,X,O,O,X,X,X
ZJIOSTL,O,X,O,X,X,O,X,X,X
ZJIOSLT,O,X,O,O,X,O,X,X,X
ZJLTISO,O,X,O,X,X,O,X,X,X
ZJLTIOS,O,X,X,X,O,O,X,X,X
ZJLTSIO,O,X,O,X,X,O,X,X,X
ZJLTSOI,O,X,X,X,X,O,X,X,X
ZJLTOIS,O,X,X,X,O,O,X,X,X
ZJLTOSI,O,X,X,X,X,O,X,X,X
ZJLITSO,O,X,O,X,X,O,O,O,X
ZJLITOS,O,X,X,X,O,O,O,O,X
ZJLISTO,O,O,O,X,X,X,O,O,X
ZJLISOT,O,O,O,X,O,O,X,X,X
ZJLIOTS,O,X,O,X,O,O,X,O,X
ZJLIOST,O,X,O,X,O,O,X,X,X
ZJLSTIO,O,X,O,X,X,X,X,X,X
ZJLSTOI,O,X,X,X,X,X,X,X,X
ZJLSITO,O,O,O,X,X,X,X,X,X
ZJLSIOT,O,O,O,X,O,O,X,X,X
ZJLSOTI,O,X,X,X,X,O,X,X,X
ZJLSOIT,O,X,O,X,O,O,X,X,X
ZJLOTIS,O,X,O,X,O,O,X,X,X
ZJLOTSI,O,X,O,X,X,O,X,X,X
ZJLOITS,O,X,O,X,O,O,X,X,X
ZJLOIST,O,X,O,X,O,O,X,X,X
ZJLOSTI,O,X,O,X,X,O,X,X,X
ZJLOSIT,O,X,O,X,O,O,X,X,X
ZJSTILO,O,O,O,O,X,O,X,X,X
ZJSTIOL,O,X,O,O,X,O,X,X,X
ZJSTLIO,O,O,O,O,X,O,X,X,X
ZJSTLOI,O,X,O,O,X,O,X,X,X
ZJSTOIL,O,X,O,O,X,O,X,X,X
ZJSTOLI,O,X,O,O,X,O,X,X,X
ZJSITLO,O,O,O,X,X,O,X,X,X
ZJSITOL,O,X,X,X,X,O,X,X,X
ZJSILTO,O,O,O,X,X,X,X,X,X
ZJSILOT,O,O,O,O,O,O,X,X,X
ZJSIOTL,O,X,X,X,X,O,X,X,X
ZJSIOLT,O,X,O,O,X,O,X,X,X
ZJSLTIO,O,X,O,X,X,X,X,X,X
ZJSLTOI,O,X,X,X,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X,X,X
ZJSLIOT,O,O,O,O,O,O,X,X,X
ZJSLOTI,O,X,X,X,X,O,X,X,X
ZJSLOIT,O,X,O,O,O,O,X,X,X
ZJSOTIL,O,X,X,O,X,O,X,X,X
ZJSOTLI,O,X,X,O,X,O,X,X,X
ZJSOITL,O,X,X,X,X,O,X,X,X
ZJSOILT,O,X,O,O,X,O,X,X,X
ZJSOLTI,O,X,X,X,X,O,X,X,X
ZJSOLIT,O,X,O,O,X,O,X,X,X
ZJOTILS,O,X,X,X,X,O,X,X,X
ZJOTISL,O,X,O,O,X,O,X,X,X
ZJOTLIS,O,X,O,X,X,O,X,X,X
ZJOTLSI,O,X,O,X,X,O,X,X,X
ZJOTSIL,O,X,O,O,X,O,X,X,X
ZJOTSLI,O,X,O,O,X,O,X,X,X
ZJOITLS,O,X,X,X,X,O,X,X,X
ZJOITSL,O,X,O,O,X,O,X,X,X
ZJOILTS,O,X,O,X,O,O,X,X,X
ZJOILST,O,X,O,X,O,O,X,X,X
ZJOISTL,O,X,O,X,X,O,X,X,X
ZJOISLT,O,X,O,O,X,O,X,X,X
ZJOLTIS,O,X,O,X,O,O,X,X,X
ZJOLTSI,O,X,O,X,X,O,X,X,X
ZJOLITS,O,X,O,X,O,O,X,X,X
ZJOLIST,O,X,O,X,O,O,X,X,X
ZJOLSTI,O,X,O,X,X,O,X,X,X
ZJOLSIT,O,X,O,X,O,O,X,X,X
ZJOSTIL,O,X,O,O,X,O,X,X,X
ZJOSTLI,O,X,O,O,X,O,X,X,X
ZJOSITL,O,X,O,X,X,O,X,X,X
ZJOSILT,O,X,O,O,X,O,X,X,X
