sequence,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFciBFhBfsBimBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFTdBFhBUnBGrByx?BXrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB6rB0nBzq?B2xB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB0nBCrB2x?BTrB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBFiBTmBWwBis?B0sB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFUhBFiBXmBOsBSw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFXcBTdBcmBVsBWw?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFFhBXiB8qB+rBTn?ByxB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFlcBciBamBfsBWw?BzsB,v115@7gE8EeF8CeF8FeD8FeA8Jex6IvhFVhBXiB8qB+rBTn?ByxB
STIOZJL,X,X,X,X,O,X,X,X,X,O,X,X
STLIJZO,O,X,X,X,O,O,X,X,X,O,X,X
STLIJOZ,O,X,X,X,O,O,X,X,X,O,X,X
STLIZJO,O,O,O,X,O,O,X,O,X,O,O,O
STLIZOJ,X,X,O,X,X,X,X,O,X,O,O,O
STLIOJZ,O,X,X,X,O,O,X,X,X,O,X,X
STLIOZJ,X,X,X,X,O,X,X,X,X,O,X,X
STLJIZO,O,X,X,X,O,O,X,X,X,O,X,X
STLJIOZ,O,X,X,X,O,O,X,X,X,O,X,X
STLJZIO,O,X,X,X,O,O,X,X,X,O,X,X
STLJZOI,O,X,X,X,O,O,X,X,X,O,X,X
STLJOIZ,O,X,X,X,O,O,X,X,X,O,X,X
STLJOZI,O,X,X,X,O,O,X,X,X,O,X,X
STLZIJO,O,O,O,X,O,O,X,O,X,O,O,O
STLZIOJ,X,X,O,X,X,X,X,O,X,O,O,O
STLZJIO,O,O,O,X,O,O,X,O,X,O,O,O
STLZJOI,O,O,O,X,O,O,X,O,X,O,X,O
STLZOIJ,X,X,O,X,X,X,X,O,X,O,O,O
STLZOJI,X,X,X,X,X,X,X,O,X,O,X,O
STLOIJZ,O,X,X,X,O,O,X,X,X,O,X,X
STLOIZJ,O,X,X,X,O,X,X,X,X,O,X,X
STLOJIZ,O,X,X,X,O,O,X,X,X,O,X,X
STLOJZI,O,X,X,X,O,O,X,X,X,O,X,X
STLOZIJ,O,X,X,X,O,X,X,X,X,O,X,X
STLOZJI,O,X,X,X,O,X,X,X,X,O,X,X
STJILZO,X,X,X,X,O,O,X,X,X,O,X,X
STJILOZ,X,X,X,X,O,O,X,X,X,O,X,X
STJIZLO,X,X,O,X,O,O,X,X,X,O,X,X
STJIZOL,X,X,O,X,O,O,X,X,X,O,X,X
STJIOLZ,X,X,X,X,O,O,X,X,X,X,X,X
STJIOZL,X,X,X,X,O,O,X,X,X,X,X,X
STJLIZO,X,X,X,X,O,O,X,X,X,O,X,X
STJLIOZ,X,X,X,X,O,O,X,X,X,O,X,X
STJLZIO,X,X,X,X,O,O,X,X,X,O,X,X
STJLZOI,X,X,X,X,O,O,X,X,X,O,X,X
STJLOIZ,X,X,X,X,O,O,X,X,X,O,X,X
STJLOZI,X,X,X,X,O,O,X,X,X,O,X,X
STJZILO,X,X,O,X,O,O,X,X,X,O,X,X
STJZIOL,X,X,O,X,O,O,X,X,X,O,X,X
STJZLIO,X,X,O,X,O,O,X,X,X,O,X,X
STJZLOI,X,X,O,X,O,O,X,X,X,O,X,X
STJZOIL,X,X,O,X,O,O,X,X,X,O,X,X
STJZOLI,X,X,O,X,O,O,X,X,X,O,X,X
STJOILZ,X,X,X,X,O,O,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,O,X,X,X,X,X,X
STJOLIZ,X,X,X,X,O,O,X,X,X,O,X,X
STJOLZI,X,X,X,X,O,O,X,X,X,O,X,X
STJOZIL,X,X,X,X,O,O,X,X,X,O,X,X
STJOZLI,X,X,X,X,O,O,X,X,X,O,X,X
STZILJO,X,O,O,X,O,O,X,O,X,O,O,O
STZILOJ,X,X,O,X,X,X,X,O,X,O,O,O
STZIJLO,X,O,O,X,O,O,X,O,X,O,O,O
STZIJOL,X,O,O,X,O,O,X,X,X,O,X,O
STZIOLJ,X,X,O,X,O,X,X,O,X,O,O,O
STZIOJL,X,X,X,X,O,X,X,O,X,O,X,O
STZLIJO,X,O,O,X,O,O,X,O,X,O,O,O
STZLIOJ,X,X,O,X,X,X,X,O,X,O,O,O
STZLJIO,X,O,O,X,O,O,X,O,X,O,O,O
STZLJOI,X,O,O,X,O,O,X,O,X,O,X,O
STZLOIJ,X,X,O,X,X,X,X,O,X,O,O,O
STZLOJI,X,X,X,X,X,X,X,O,X,O,X,O
STZJILO,X,O,O,X,O,O,X,O,X,O,O,O
STZJIOL,X,O,O,X,O,O,X,X,X,O,X,O
STZJLIO,X,O,O,X,O,O,X,O,X,O,X,O
STZJLOI,X,O,O,X,O,O,X,O,X,O,X,O
STZJOIL,X,O,O,X,O,O,X,X,X,O,X,O
STZJOLI,X,O,O,X,O,O,X,X,X,O,X,O
STZOILJ,X,X,O,X,O,X,X,O,X,O,O,O
STZOIJL,X,X,X,X,O,X,X,O,X,O,X,O
STZOLIJ,X,X,O,X,O,X,X,O,X,O,X,O
STZOLJI,X,X,X,X,O,X,X,O,X,O,X,O
STZOJIL,X,X,O,X,O,X,X,O,X,O,X,O
STZOJLI,X,X,O,X,O,X,X,O,X,O,X,O
STOILJZ,X,X,X,X,O,O,X,X,X,X,X,X
STOILZJ,X,X,X,O,O,X,X,X,X,O,X,X
STOIJLZ,X,X,X,X,O,O,X,X,X,X,X,X
STOIJZL,X,X,X,X,O,O,X,X,X,X,X,X
STOIZLJ,X,X,O,X,O,X,X,X,X,O,X,X
STOIZJL,X,X,X,X,O,X,X,X,X,O,X,X
STOLIJZ,X,X,X,X,O,O,X,X,X,O,X,X
STOLIZJ,X,X,X,O,O,X,X,X,X,O,X,X
STOLJIZ,X,X,X,X,O,O,X,X,X,O,X,X
STOLJZI,X,X,X,X,O,O,X,X,X,O,X,X
STOLZIJ,X,X,X,X,O,X,X,X,X,O,X,X
STOLZJI,X,X,X,X,O,X,X,X,X,O,X,X
STOJILZ,X,X,X,X,O,O,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,O,X,X,X,X,X,X
STOJLIZ,X,X,X,X,O,O,X,X,X,O,X,X
STOJLZI,X,X,X,X,O,O,X,X,X,O,X,X
STOJZIL,X,X,X,X,O,O,X,X,X,O,X,X
STOJZLI,X,X,X,X,O,O,X,X,X,O,X,X
STOZILJ,X,X,O,X,O,X,X,X,X,O,X,X
STOZIJL,X,X,X,X,O,X,X,X,X,O,X,X
STOZLIJ,X,X,O,X,O,X,X,X,X,O,X,X
STOZLJI,X,X,X,X,O,X,X,X,X,O,X,X
STOZJIL,X,X,O,X,O,X,X,X,X,O,X,X
STOZJLI,X,X,O,X,O,X,X,X,X,O,X,X
SITLJZO,O,X,X,X,O,O,X,X,X,O,X,X
SITLJOZ,O,X,X,X,O,O,X,X,X,O,X,X
SITLZJO,O,O,O,X,O,O,X,X,X,O,O,O
SITLZOJ,X,X,O,X,X,X,X,X,X,O,O,O
SITLOJZ,O,X,X,X,O,O,X,X,X,O,X,X
SITLOZJ,X,X,X,X,O,X,X,X,X,O,X,X
SITJLZO,X,X,X,X,O,O,X,X,X,O,X,X
SITJLOZ,X,X,X,X,O,O,X,X,X,O,X,X
SITJZLO,X,X,O,X,O,O,X,X,X,O,X,X
SITJZOL,X,X,O,X,O,O,X,X,X,O,X,X
SITJOLZ,X,X,X,X,O,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,O,O,X,X,X,X,X,X
SITZLJO,X,O,O,X,O,O,X,O,X,O,O,O
SITZLOJ,X,X,O,X,X,X,X,O,X,O,O,O
SITZJLO,X,O,O,X,O,O,X,O,X,O,O,O
SITZJOL,X,O,O,X,O,O,X,X,X,O,X,O
SITZOLJ,X,X,O,X,O,X,X,O,X,O,O,O
SITZOJL,X,X,X,X,O,X,X,O,X,O,X,O
SITOLJZ,X,X,X,X,O,O,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,X,X,X,X,O,X,X
SITOJLZ,X,X,X,X,O,O,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,O,X,X,X,X,X,X
SITOZLJ,X,X,O,X,O,X,X,X,X,O,X,X
SITOZJL,X,X,X,X,O,X,X,X,X,O,X,X
SILTJZO,O,X,X,X,O,O,X,X,X,O,X,X
SILTJOZ,O,X,X,X,O,O,X,X,X,O,X,X
SILTZJO,O,O,O,X,O,O,X,O,O,O,O,O
SILTZOJ,X,X,O,O,X,X,X,O,O,O,O,O
SILTOJZ,O,X,X,X,O,O,X,X,X,O,X,X
SILTOZJ,X,X,X,O,O,X,X,X,O,O,X,X
SILJTZO,O,X,X,O,O,O,X,X,O,O,O,X
SILJTOZ,O,X,X,X,O,O,X,X,O,X,X,X
SILJZTO,O,O,X,O,X,O,X,X,X,X,O,X
SILJZOT,X,O,X,O,X,X,X,X,X,X,O,X
SILJOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,O,X,X,X,O,X
SILZTJO,O,O,O,X,X,O,X,O,X,O,O,O
SILZTOJ,X,X,O,O,X,X,X,O,X,O,O,O
SILZJTO,O,O,X,O,X,X,X,X,X,X,O,O
SILZJOT,X,O,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X,O,O
SILZOJT,X,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,O,X,X,X,X,O,O,O,X
SILOJTZ,O,X,X,X,X,X,X,X,O,X,O,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,O,X,X,X,X,X,X,O,X
SILOZJT,X,O,X,O,X,X,X,X,X,X,O,X
SIJTLZO,X,X,O,X,O,O,X,X,X,O,X,X
SIJTLOZ,X,X,X,X,O,O,X,X,X,X,X,X
SIJTZLO,X,X,O,X,O,O,X,X,O,O,O,X
SIJTZOL,X,X,O,X,O,O,X,X,O,O,O,X
SIJTOLZ,X,X,X,X,O,O,X,X,X,X,X,X
SIJTOZL,X,X,O,X,O,O,X,X,O,X,X,X
SIJLTZO,O,X,O,O,O,O,X,X,O,X,O,X
SIJLTOZ,O,X,X,X,O,O,X,X,O,X,X,X
SIJLZTO,O,O,O,O,X,O,X,X,X,X,O,X
SIJLZOT,X,O,X,O,X,X,X,X,X,X,O,X
SIJLOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X,X,O,X
SIJZTLO,X,O,O,X,O,O,X,X,X,X,O,X
SIJZTOL,X,O,O,X,O,O,X,X,X,X,O,X
SIJZLTO,X,O,O,X,X,X,X,X,X,X,O,X
SIJZLOT,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,X,X,X,X,X,X,O,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,O,X,X,X,X,X
SIJOTZL,X,X,O,X,O,O,O,X,O,X,X,X
SIJOLTZ,O,X,X,X,O,X,O,X,O,X,X,X
SIJOLZT,O,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,X,X,O,X,O,X,O,X,X,X,O,X
SIJOZLT,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLJO,X,O,O,X,O,O,X,O,X,O,O,O
SIZTLOJ,X,X,O,X,X,X,X,O,X,O,O,O
SIZTJLO,X,O,O,X,O,O,X,O,X,O,O,O
SIZTJOL,X,O,O,X,O,O,X,X,X,O,X,O
SIZTOLJ,X,X,O,X,O,X,X,O,X,O,O,O
SIZTOJL,X,X,X,X,O,X,X,O,X,O,X,O
SIZLTJO,O,O,O,X,X,X,X,O,X,X,O,O
SIZLTOJ,X,X,O,X,X,X,X,O,X,X,O,O
SIZLJTO,O,O,X,X,X,X,X,X,X,X,O,O
SIZLJOT,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X,X,O,O
SIZLOJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,O,X,O,O,X,X,X,X,O,O
SIZJTOL,X,O,O,X,O,O,X,X,X,X,X,O
SIZJLTO,X,O,X,X,X,X,X,X,X,X,X,O
SIZJLOT,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,X,X,X,O,O
SIZOTJL,X,X,O,X,X,X,X,X,X,X,O,O
SIZOLTJ,X,X,O,X,X,X,X,X,X,X,O,O
SIZOLJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,X,X,X,X,X,X,O,X
SIZOJLT,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,O,O,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,O,X,X,X,X,O,O,X
SIOTJLZ,X,X,X,X,O,O,X,X,X,X,X,X
SIOTJZL,X,X,O,X,O,O,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,O,X,X,O,X,O,O,X
SIOTZJL,X,X,O,X,O,X,X,O,X,O,O,X
SIOLTJZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,O,X,X,O,O,X,O,X
SIOLJTZ,O,X,X,X,X,X,X,X,O,X,O,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,O,X
SIOLZTJ,O,X,O,O,X,X,X,O,X,X,O,X
SIOLZJT,O,O,X,O,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,O,X,O,O,X,X,X,X,X,X
SIOJTZL,X,X,O,X,O,O,X,X,O,X,O,X
SIOJLTZ,O,X,O,X,O,X,X,X,O,X,O,X
SIOJLZT,O,X,O,X,X,X,X,X,X,X,O,X
SIOJZTL,X,X,O,X,O,X,X,X,X,X,O,X
SIOJZLT,X,X,O,X,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,O,X,O,X,X,O,X,X,O,X
SIOZTJL,X,X,O,X,O,X,X,O,X,X,O,X
SIOZLTJ,O,X,O,X,X,X,X,O,X,X,O,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,O,X
SIOZJTL,X,O,O,X,X,X,X,X,X,X,O,X
SIOZJLT,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,X,X,X,O,O,X,X,X,O,X,X
SLTIJOZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTIZJO,O,O,O,X,O,O,X,O,O,O,O,O
SLTIZOJ,X,X,O,O,X,X,X,O,O,O,O,O
SLTIOJZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTIOZJ,X,X,X,O,O,X,X,X,O,O,X,X
SLTJIZO,O,X,X,X,O,O,X,X,X,O,X,X
SLTJIOZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTJZIO,O,X,X,X,O,O,X,X,X,O,X,X
SLTJZOI,O,X,X,X,O,O,X,X,X,O,X,X
SLTJOIZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTJOZI,O,X,X,X,O,O,X,X,X,O,X,X
SLTZIJO,O,O,O,X,O,O,X,O,O,O,O,O
SLTZIOJ,X,X,O,O,X,X,X,O,O,O,O,O
SLTZJIO,O,O,O,X,O,O,X,O,O,O,O,O
SLTZJOI,O,O,O,X,O,O,X,O,O,O,X,O
SLTZOIJ,X,X,O,O,X,X,X,O,O,O,O,O
SLTZOJI,X,X,X,O,X,X,X,O,O,O,X,O
SLTOIJZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTOIZJ,O,X,X,O,O,X,X,X,O,O,X,X
SLTOJIZ,O,X,X,X,O,O,X,X,X,O,X,X
SLTOJZI,O,X,X,X,O,O,X,X,X,O,X,X
SLTOZIJ,O,X,X,X,O,X,X,X,O,O,X,X
SLTOZJI,O,X,X,X,O,X,X,X,O,O,X,X
SLITJZO,O,X,X,X,O,O,X,X,X,O,X,X
SLITJOZ,O,X,X,X,O,O,X,X,X,O,X,X
SLITZJO,O,O,O,X,O,O,X,O,O,O,O,O
SLITZOJ,X,X,O,O,X,X,X,O,O,O,O,O
SLITOJZ,O,X,X,X,O,O,X,X,X,O,X,X
SLITOZJ,X,X,X,O,O,X,X,X,O,O,X,X
SLIJTZO,O,X,X,O,O,O,X,X,O,O,O,X
SLIJTOZ,O,X,X,X,O,O,X,X,O,X,X,X
SLIJZTO,O,O,X,O,X,O,X,X,X,X,O,X
SLIJZOT,X,O,X,O,X,X,X,X,X,X,O,X
SLIJOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,O,X,X,X,O,X
SLIZTJO,O,O,O,X,X,O,X,O,X,O,O,O
SLIZTOJ,X,X,O,O,X,X,X,O,X,O,O,O
SLIZJTO,O,O,X,O,X,X,X,X,X,X,O,O
SLIZJOT,X,O,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,O,X,X,X,X,X,X,O,O
SLIZOJT,X,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X,O,O,O,X
SLIOJTZ,O,X,X,X,X,X,X,X,O,X,O,X
SLIOJZT,X,X,X,X,X,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,O,X,X,X,X,X,X,O,X
SLIOZJT,X,O,X,O,X,X,X,X,X,X,O,X
SLJTIZO,O,X,X,O,O,O,X,X,O,O,O,X
SLJTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
SLJTZIO,O,O,X,O,O,O,X,X,O,O,O,X
SLJTZOI,O,O,X,O,O,O,X,X,O,O,O,X
SLJTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
SLJTOZI,O,X,X,X,O,O,X,X,O,O,X,X
SLJITZO,O,X,X,O,O,O,X,X,O,O,O,X
SLJITOZ,O,X,X,X,O,O,X,X,O,X,X,X
SLJIZTO,O,O,X,O,X,O,X,X,X,X,O,X
SLJIZOT,X,O,X,O,X,X,X,X,X,X,O,X
SLJIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SLJIOZT,X,X,X,X,X,X,O,X,X,X,O,X
SLJZTIO,O,O,X,O,X,O,X,X,X,X,O,O
SLJZTOI,O,O,X,O,X,O,X,X,X,X,O,O
SLJZITO,O,O,X,O,X,O,X,X,X,X,O,O
SLJZIOT,X,O,X,O,X,X,X,X,X,X,O,X
SLJZOTI,X,O,X,O,X,X,X,X,X,X,O,X
SLJZOIT,X,O,X,O,X,X,X,X,X,X,O,X
SLJOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
SLJOTZI,O,X,X,X,X,O,O,X,O,X,X,X
SLJOITZ,O,X,X,X,X,O,O,X,O,X,X,X
SLJOIZT,X,X,X,X,X,X,O,X,X,X,O,X
SLJOZTI,X,X,X,X,X,X,O,X,X,X,O,X
SLJOZIT,X,X,X,X,X,X,O,X,X,X,O,X
SLZTIJO,O,O,O,X,X,O,X,O,X,O,O,O
SLZTIOJ,X,X,O,O,X,X,X,O,X,O,O,O
SLZTJIO,O,O,O,X,X,O,X,O,X,O,O,O
SLZTJOI,O,O,O,X,X,O,X,O,X,O,X,O
SLZTOIJ,X,X,O,O,X,X,X,O,X,O,O,O
SLZTOJI,X,X,X,O,X,X,X,O,X,O,X,O
SLZITJO,O,O,O,X,X,O,X,O,X,O,O,O
SLZITOJ,X,X,O,O,X,X,X,O,X,O,O,O
SLZIJTO,O,O,X,O,X,X,X,X,X,X,O,O
SLZIJOT,X,O,X,O,X,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,O,X,X,X,X,X,X,O,O
SLZIOJT,X,O,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,X,O,X,X,X,X,X,X,O,O
SLZJTOI,O,O,X,O,X,X,X,X,X,X,X,O
SLZJITO,O,O,X,O,X,X,X,X,X,X,O,O
SLZJIOT,X,O,X,O,X,X,X,X,X,X,X,X
SLZJOTI,X,O,X,O,X,X,X,X,X,X,X,X
SLZJOIT,X,O,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,O,X,X,X,X,X,X,O,O
SLZOTJI,X,X,X,O,X,X,X,X,X,X,X,O
SLZOITJ,X,X,X,O,X,X,X,X,X,X,O,O
SLZOIJT,X,O,X,O,X,X,X,X,X,X,X,X
SLZOJTI,X,O,X,O,X,X,X,X,X,X,X,X
SLZOJIT,X,O,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,X,X,X,O,X,X,X,O,X,X
SLOTIZJ,X,X,X,O,X,X,X,X,O,O,O,X
SLOTJIZ,O,X,X,X,X,O,X,X,X,O,X,X
SLOTJZI,O,X,X,X,X,O,X,X,X,O,X,X
SLOTZIJ,X,X,X,X,X,X,X,X,O,O,O,X
SLOTZJI,X,X,X,X,X,X,X,X,O,O,O,X
SLOITJZ,O,X,X,X,X,O,X,X,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X,O,O,O,X
SLOIJTZ,O,X,X,X,X,X,X,X,O,X,O,X
SLOIJZT,X,X,X,X,X,X,X,X,X,X,O,X
SLOIZTJ,X,X,X,O,X,X,X,X,X,X,O,X
SLOIZJT,X,O,X,O,X,X,X,X,X,X,O,X
SLOJTIZ,O,X,X,X,X,X,X,X,O,X,O,X
SLOJTZI,O,X,X,X,X,X,X,X,O,X,O,X
SLOJITZ,O,X,X,X,X,X,X,X,O,X,O,X
SLOJIZT,X,X,X,X,X,X,X,X,X,X,O,X
SLOJZTI,X,X,X,X,X,X,X,X,X,X,O,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,O,X
SLOZTIJ,X,X,X,O,X,X,X,X,X,X,O,O
SLOZTJI,X,X,X,O,X,X,X,X,X,X,O,O
SLOZITJ,X,X,X,O,X,X,X,X,X,X,O,O
SLOZIJT,X,O,X,O,X,X,X,X,X,X,O,X
SLOZJTI,X,O,X,O,X,X,X,X,X,X,O,X
SLOZJIT,X,O,X,O,X,X,X,X,X,X,O,X
SJTILZO,X,X,O,X,O,O,X,X,X,O,X,X
SJTILOZ,X,X,X,X,O,O,X,X,X,O,X,X
SJTIZLO,X,X,O,X,O,O,X,X,O,O,O,X
SJTIZOL,X,X,O,X,O,O,X,X,O,O,O,X
SJTIOLZ,X,X,X,X,O,O,X,X,X,X,X,X
SJTIOZL,X,X,O,X,O,O,X,X,O,X,X,X
SJTLIZO,O,X,O,X,O,O,X,X,X,O,O,X
SJTLIOZ,O,X,X,X,O,O,X,X,X,O,X,X
SJTLZIO,O,X,O,X,O,O,X,X,X,O,O,X
SJTLZOI,O,X,O,X,O,O,X,X,X,O,O,X
SJTLOIZ,O,X,X,X,O,O,X,X,X,O,X,X
SJTLOZI,O,X,X,X,O,O,X,X,X,O,X,X
SJTZILO,X,O,O,X,O,O,X,X,O,O,O,X
SJTZIOL,X,O,O,X,O,O,X,X,O,O,O,X
SJTZLIO,X,O,O,X,O,O,X,X,O,O,O,X
SJTZLOI,X,O,O,X,O,O,X,X,O,O,O,X
SJTZOIL,X,O,O,X,O,O,X,X,O,O,O,X
SJTZOLI,X,O,O,X,O,O,X,X,O,O,X,X
SJTOILZ,X,X,X,X,O,O,X,X,X,X,X,X
SJTOIZL,X,X,O,X,O,O,X,X,O,X,X,X
SJTOLIZ,X,X,X,X,O,O,X,X,X,O,X,X
SJTOLZI,X,X,X,X,O,O,X,X,X,O,X,X
SJTOZIL,X,X,O,X,O,O,X,X,O,O,X,X
SJTOZLI,X,X,O,X,O,O,X,X,O,O,X,X
SJITLZO,X,X,O,X,O,O,X,X,X,O,X,X
SJITLOZ,X,X,X,X,O,O,X,X,X,X,X,X
SJITZLO,X,X,O,X,O,O,X,X,O,O,O,X
SJITZOL,X,X,O,X,O,O,X,X,O,O,O,X
SJITOLZ,X,X,X,X,O,O,X,X,X,X,X,X
SJITOZL,X,X,O,X,O,O,X,X,O,X,X,X
SJILTZO,O,X,O,O,O,O,X,X,O,X,O,X
SJILTOZ,O,X,X,X,O,O,X,X,O,X,X,X
SJILZTO,O,O,O,O,X,O,X,X,X,X,O,X
SJILZOT,X,O,X,O,X,X,X,X,X,X,O,X
SJILOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SJILOZT,X,X,X,X,X,X,O,X,X,X,O,X
SJIZTLO,X,O,O,X,O,O,X,X,X,X,O,X
SJIZTOL,X,O,O,X,O,O,X,X,X,X,O,X
SJIZLTO,X,O,O,X,X,X,X,X,X,X,O,X
SJIZLOT,X,O,X,X,X,X,X,X,X,X,O,X
SJIZOTL,X,O,O,X,X,X,X,X,X,X,O,X
SJIZOLT,X,O,X,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,X,X,X,O,O,O,X,X,X,X,X
SJIOTZL,X,X,O,X,O,O,O,X,O,X,X,X
SJIOLTZ,O,X,X,X,O,X,O,X,O,X,X,X
SJIOLZT,O,X,X,X,X,X,O,X,X,X,X,X
SJIOZTL,X,X,O,X,O,X,O,X,X,X,O,X
SJIOZLT,X,X,X,X,X,X,O,X,X,X,X,X
SJLTIZO,O,X,O,O,O,O,X,X,O,O,O,X
SJLTIOZ,O,X,X,X,O,O,X,X,O,O,X,X
SJLTZIO,O,O,O,O,O,O,X,X,O,O,O,X
SJLTZOI,O,O,O,O,O,O,X,X,O,O,O,X
SJLTOIZ,O,X,X,X,O,O,X,X,O,O,X,X
SJLTOZI,O,X,X,X,O,O,X,X,O,O,X,X
SJLITZO,O,X,O,O,O,O,X,X,O,O,O,X
SJLITOZ,O,X,X,X,O,O,X,X,O,X,X,X
SJLIZTO,O,O,O,O,X,O,X,X,X,X,O,X
SJLIZOT,X,O,X,O,X,X,X,X,X,X,O,X
SJLIOTZ,O,X,X,X,X,O,O,X,O,X,X,X
SJLIOZT,X,X,X,X,X,X,O,X,X,X,O,X
SJLZTIO,O,O,O,O,X,O,X,X,X,X,O,O
SJLZTOI,O,O,O,O,X,O,X,X,X,X,O,O
SJLZITO,O,O,O,O,X,O,X,X,X,X,O,O
SJLZIOT,X,O,X,O,X,X,X,X,X,X,O,X
SJLZOTI,X,O,X,O,X,X,X,X,X,X,O,X
SJLZOIT,X,O,X,O,X,X,X,X,X,X,O,X
SJLOTIZ,O,X,X,X,X,O,O,X,O,X,X,X
SJLOTZI,O,X,X,X,X,O,O,X,O,X,X,X
SJLOITZ,O,X,X,X,X,O,O,X,O,X,X,X
SJLOIZT,X,X,X,X,X,X,O,X,X,X,O,X
SJLOZTI,X,X,X,X,X,X,O,X,X,X,O,X
SJLOZIT,X,X,X,X,X,X,O,X,X,X,O,X
SJZTILO,X,O,O,X,O,O,X,X,X,X,O,O
SJZTIOL,X,O,O,X,O,O,X,X,X,X,O,O
SJZTLIO,X,O,O,X,O,O,X,X,X,X,O,O
SJZTLOI,X,O,O,X,O,O,X,X,X,X,O,O
SJZTOIL,X,O,O,X,O,O,X,X,X,X,O,O
SJZTOLI,X,O,O,X,O,O,X,X,X,X,X,O
SJZITLO,X,O,O,X,O,O,X,X,X,X,O,O
SJZITOL,X,O,O,X,O,O,X,X,X,X,O,O
SJZILTO,X,O,O,X,X,X,X,X,X,X,O,O
SJZILOT,X,O,X,X,X,X,X,X,X,X,O,X
SJZIOTL,X,O,O,X,X,X,X,X,X,X,O,X
