sequence,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFxdBcmB6nBT?jBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhF6jB3hBziBN?sBUmBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFeiBfjB6jBc?sB5mBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdBamB9nBT?jBfsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFWiBxdBTjBc?sBCrB3rB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF5hB0dB6jB2?nBzqBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeBUjBxmBC?rBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jB3iBq?rBUnBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Je08IvhFxdB9nBTjBK?rBfsBuqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXeBSoBUnB5?mBzqBOsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFfiB8iB+jBS?rBTnBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFXdBTeBWoBU?nBSrBRwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jex8IvhFXeBUhBSoBN?sBurBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhF6jBXiB8nB5?mBOsBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeX8IvhFTeBcmBxnB6?nBdsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFTeBCiBxnB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFRdB+jBUiBq?rB3nBzqB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez8IvhFGeB8qBqrBx?nB3nBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeC9IvhFTeB8qBWsBx?sBdrBXsB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JeWCJvhFxdBTjB8qBC?nBXsBdrB,v115@zgD8FeC8GeD8FeC8EeE8DeC8JedBJvhFCdBxiBTjB3?mBcsBWwB,v115@zgD8FeC8GeD8FeC8EeE8DeC8Jez9IvhF+jBRhBUiBC?rBXsBNrB
SITJZOL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOLZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILTZJO,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILJZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZTJO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILZOTJ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIJTZLO,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJLZTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJLOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJLOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJZTLO,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJZLTO,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
SIJZLOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O
SIJZOTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOZTL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLJO,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLTOJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLJTO,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIZLJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
SIZLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZLOJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X
SIZJTLO,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIZJTOL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIZJLTO,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SIZJLOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
SIZJOTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
SIZJOLT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOTLJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOLJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIZOJLT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SIOTLJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJZL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOLZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOJTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJZTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIOZTLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZLJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJLT,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
SLTIJZO,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTIZJO,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTJIZO,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTJIOZ,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTJZIO,X,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTJZOI,X,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTJOIZ,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTJOZI,X,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZJIO,O,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
SLTZJOI,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLTZOIJ,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTZOJI,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOJZI,X,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLTOZJI,O,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLITJZO,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLITZJO,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIJZTO,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIJOTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIZTJO,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZJTO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIZOTJ,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLIOZTJ,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJTZIO,O,O,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLJTZOI,O,X,O,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJTOZI,O,X,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJITZO,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJITOZ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJIZTO,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJIZOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJIOTZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJZTIO,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
SLJZOTI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOTIZ,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJOTZI,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLJOITZ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOZTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZTIJO,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZTIOJ,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZTJIO,X,X,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZTOIJ,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZTOJI,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZITJO,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZITOJ,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLZIJTO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZIJOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZIOTJ,X,X,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SLZIOJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJTIO,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLZJTOI,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJITO,X,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SLZJIOT,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZJOTI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZJOIT,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
SLZOTIJ,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZOTJI,X,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZOITJ,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLZOIJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZOJTI,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLZOJIT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOTJZI,X,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLOTZJI,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X
SLOITJZ,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOITZJ,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLOIJZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOIZTJ,X,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SLOIZJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJTIZ,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLOJTZI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLOJIZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOJZTI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLOZTIJ,X,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLOZTJI,X,X,O,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLOZITJ,X,X,O,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
SLOZIJT,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZJTI,X,X,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SLOZJIT,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SJTILZO,X,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SJTILOZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SJTIZLO,X,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SJTIOZL,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SJTLZOI,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SJTLOIZ,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
SJTZIOL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
