sequence,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFxcByiB?WnBllBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhF6hBZiB?zdBllB+sBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?1mB6nBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFRiB3iB?6qBOrBlmBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhFmdB3gB?0mB6sBzqBFsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdB+mB?llB6sBZnBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFzdBWnB?llBxrBKsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhF3cBiiB?unBxlBzqBUsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je2BJvhFRdB3iB?llBcrBTsB6qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFyiBWnB?llBxrBXrBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFyiBWnB?llBxrB0qBTsB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Je07IvhFmdBCiB?llBxrBTsBXrB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jex7IvhF8hBunB?llByrBzqB3sB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8Jel7IvhFylBRiB?UiBfsBusBzqB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFmdBCiB?llBxrBTsB0qB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeX8IvhFzhBllB?xrBusB0qBisB,v115@zgB8GeD8FeC8FeE8EeE8BeA8BeB8JeT8IvhF1lB3iB?SrBZnBusB0qB
JOSILZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSIZLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZITL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSZILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZITSL,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZILST,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSTLI,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSILT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
STILJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STILZJO,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
STILZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STILOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STIJLZO,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIJZOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
STIJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STIZLJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIZOJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STIOLJZ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X
STIOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
STIOZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STIOZJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STLIJZO,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
STLIJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STLIZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
STLIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STLIOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
STLIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
STLJIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
STLJIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STLJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STLJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STLJOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STLZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STLZJIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
STLZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STLOJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
STLOJZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLOZJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLZIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJLOIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
STJLOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STZILOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
STZIOJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
STZLIJO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZLIOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLOJI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJLOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOJLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X
STOILZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X
STOIJLZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X
STOIJZL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STOIZLJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
STOIZJL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
STOLIJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
STOLIZJ,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O
STOLJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
STOLJZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
STOLZJI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOZIJL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZJLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
SITLZJO,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SITLZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SITLOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O
SITJLZO,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITJZOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
SITJOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SITZLJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SITZOJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X
SITOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
SITOZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
SITOZJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X
SILTJZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SILTJOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILTZJO,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SILTZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILTOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILJTZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SILJTOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJZOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SILZTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILZJTO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SIJTZOL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SIJOLZT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTJOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZLJTO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SIZOLJT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
SIOTLZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIOTJZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZLJ,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZJL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
SIOLTJZ,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SIOLTZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOLJZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOLZJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOJLZT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SIOZLJT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTIZJO,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLTIOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLTJIZO,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLTJIOZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLTJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLTJOZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLTZJIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTZOJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLTOJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLTOJZI,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLTOZJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLITOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLIJTZO,O,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIJZTO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
