sequence,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhF6hBZiBGeBz?iBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBqiBTeB+?mBllB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFZiBqiBTeB+?mBllBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Je07IvhFSiBTeBllBR?nBmmBXrB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jem7IvhFRdBcjB1lBC?iBXnBzqB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeT8IvhFxdBOnBXjBl?lBcrB6qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8Jel7IvhFqiBTeBmhB3?hBRrB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeqCJvhFTeBRhBllB3?mBmmB0qB,v115@zgB8HeC8GeB8GeD8DeF8BeE8JeX8IvhFZiBSjB+mBz?iBllB0qB
ZTISJLO,O,X,X,O,O,O,O,X,X
ZTISJOL,X,X,X,O,O,O,O,X,X
ZTISOLJ,O,X,X,O,O,X,O,X,X
ZTISOJL,O,X,X,O,O,O,O,X,X
ZTIOLJS,O,X,O,O,O,X,O,X,X
ZTIOLSJ,O,X,X,O,X,X,O,O,X
ZTIOJLS,O,X,O,O,O,X,O,X,X
ZTIOJSL,O,X,X,X,O,O,O,X,X
ZTIOSLJ,O,X,X,O,O,X,O,X,X
ZTIOSJL,O,X,X,O,O,O,O,X,X
ZTLIJSO,O,X,O,X,O,X,O,X,X
ZTLIJOS,O,X,O,O,X,X,O,X,X
ZTLISJO,O,X,X,X,X,X,O,X,X
ZTLISOJ,O,X,X,O,X,X,O,X,X
ZTLIOJS,O,X,O,O,X,X,O,X,X
ZTLIOSJ,O,X,X,O,X,X,O,O,X
ZTLJISO,O,O,O,X,O,X,X,X,O
ZTLJIOS,O,O,O,X,X,X,X,X,X
ZTLJSIO,O,O,O,X,O,O,X,X,O
ZTLJSOI,X,O,O,X,O,O,X,X,X
ZTLJOIS,O,O,O,X,X,X,X,X,X
ZTLJOSI,O,O,O,X,X,O,X,X,X
ZTLSIJO,O,X,X,X,O,X,X,X,X
ZTLSIOJ,O,X,X,X,O,X,X,O,X
ZTLSJIO,O,O,O,X,O,O,X,X,O
ZTLSJOI,X,O,O,X,O,O,X,X,X
ZTLSOIJ,O,X,X,X,O,X,X,O,X
ZTLSOJI,O,O,O,X,O,O,X,X,X
ZTLOIJS,O,X,O,O,X,X,O,X,X
ZTLOISJ,O,X,X,O,X,X,O,O,X
ZTLOJIS,O,O,O,X,X,X,X,X,X
ZTLOJSI,O,O,O,X,X,O,X,X,X
ZTLOSIJ,O,X,X,X,X,X,X,O,X
ZTLOSJI,O,O,O,X,X,O,X,X,X
ZTJILSO,O,O,O,X,O,X,X,X,O
ZTJILOS,O,O,O,O,X,X,X,X,X
ZTJISLO,O,O,O,X,O,O,X,X,O
ZTJISOL,X,X,X,X,O,O,X,X,X
ZTJIOLS,O,X,O,O,X,X,X,X,X
ZTJIOSL,O,X,X,X,O,O,X,X,X
ZTJLISO,O,O,O,X,O,X,X,X,O
ZTJLIOS,O,O,O,X,X,X,X,X,X
ZTJLSIO,O,O,O,X,O,O,X,X,O
ZTJLSOI,X,O,O,X,O,O,X,X,X
ZTJLOIS,O,O,O,X,X,X,X,X,X
ZTJLOSI,O,O,O,X,X,O,X,X,X
ZTJSILO,O,O,O,X,O,O,X,X,O
ZTJSIOL,X,X,X,X,O,O,X,X,X
ZTJSLIO,O,O,O,X,O,O,X,X,O
ZTJSLOI,X,O,O,X,O,O,X,X,X
ZTJSOIL,O,X,X,X,O,O,X,X,X
ZTJSOLI,O,O,O,X,O,O,X,X,X
ZTJOILS,O,X,O,O,X,X,X,X,X
ZTJOISL,O,X,X,X,O,O,X,X,X
ZTJOLIS,O,O,O,X,X,X,X,X,X
ZTJOLSI,O,O,O,X,X,O,X,X,X
ZTJOSIL,O,X,X,X,O,O,X,X,X
ZTJOSLI,O,O,O,X,O,O,X,X,X
ZTSILJO,O,X,X,X,O,X,X,X,X
ZTSILOJ,O,X,X,O,O,X,X,O,X
ZTSIJLO,O,X,X,X,O,O,X,X,X
ZTSIJOL,X,X,X,X,O,O,X,X,X
ZTSIOLJ,O,X,X,O,O,X,X,O,X
ZTSIOJL,O,X,X,X,O,O,X,X,X
ZTSLIJO,O,X,X,X,O,X,X,X,X
ZTSLIOJ,O,X,X,X,O,X,X,O,X
ZTSLJIO,O,O,O,X,O,O,X,X,O
ZTSLJOI,X,O,O,X,O,O,X,X,X
ZTSLOIJ,O,X,X,X,O,X,X,O,X
ZTSLOJI,O,O,O,X,O,O,X,X,X
ZTSJILO,O,O,O,X,O,O,X,X,O
ZTSJIOL,X,X,X,X,O,O,X,X,X
ZTSJLIO,O,O,O,X,O,O,X,X,O
ZTSJLOI,X,O,O,X,O,O,X,X,X
ZTSJOIL,O,X,X,X,O,O,X,X,X
ZTSJOLI,O,O,O,X,O,O,X,X,X
ZTSOILJ,O,X,X,O,O,X,X,O,X
ZTSOIJL,O,X,X,X,O,O,X,X,X
ZTSOLIJ,O,X,X,X,O,X,X,O,X
ZTSOLJI,O,O,O,X,O,O,X,X,X
ZTSOJIL,O,X,X,X,O,O,X,X,X
ZTSOJLI,O,O,O,X,O,O,X,X,X
ZTOILJS,O,X,O,O,O,X,O,X,X
ZTOILSJ,O,X,X,O,X,X,O,O,X
ZTOIJLS,O,X,O,O,O,X,O,X,X
ZTOIJSL,O,X,X,X,O,O,O,X,X
ZTOISLJ,O,X,X,O,O,X,O,X,X
ZTOISJL,O,X,X,O,O,O,O,X,X
ZTOLIJS,O,X,O,O,O,X,O,X,X
ZTOLISJ,O,X,X,O,X,X,O,O,X
ZTOLJIS,O,O,O,X,O,X,X,X,X
ZTOLJSI,O,O,O,X,O,O,X,X,X
ZTOLSIJ,O,X,X,X,O,X,X,O,X
ZTOLSJI,O,O,O,X,O,O,X,X,X
ZTOJILS,O,X,O,O,O,X,X,X,X
ZTOJISL,O,X,X,X,O,O,X,X,X
ZTOJLIS,O,O,O,X,O,X,X,X,X
ZTOJLSI,O,O,O,X,O,O,X,X,X
ZTOJSIL,O,X,X,X,O,O,X,X,X
ZTOJSLI,O,O,O,X,O,O,X,X,X
ZTOSILJ,O,X,X,O,O,X,X,O,X
ZTOSIJL,O,X,X,X,O,O,X,X,X
ZTOSLIJ,O,X,X,X,O,X,X,O,X
ZTOSLJI,O,O,O,X,O,O,X,X,X
ZTOSJIL,O,X,X,X,O,O,X,X,X
ZTOSJLI,O,O,O,X,O,O,X,X,X
ZITLJSO,O,X,O,X,O,X,O,X,X
ZITLJOS,O,X,O,O,X,X,O,X,X
ZITLSJO,O,X,X,O,X,X,O,X,X
ZITLSOJ,O,X,X,O,X,X,O,X,X
ZITLOJS,O,X,O,O,X,X,O,X,X
ZITLOSJ,O,X,X,O,X,X,O,X,X
ZITJLSO,O,X,O,X,O,X,O,X,X
ZITJLOS,O,X,O,O,X,X,O,X,X
ZITJSLO,O,X,O,X,O,O,O,X,X
ZITJSOL,X,X,X,X,O,O,O,X,X
ZITJOLS,O,X,O,O,X,X,O,X,X
ZITJOSL,O,X,X,X,O,O,O,X,X
ZITSLJO,O,X,X,O,O,X,O,X,X
ZITSLOJ,O,X,X,O,O,X,O,X,X
ZITSJLO,O,X,X,O,O,O,O,X,X
ZITSJOL,X,X,X,O,O,O,O,X,X
ZITSOLJ,O,X,X,O,O,X,O,X,X
ZITSOJL,O,X,X,O,O,O,O,X,X
ZITOLJS,O,X,O,O,O,X,O,X,X
ZITOLSJ,O,X,X,O,X,X,O,X,X
ZITOJLS,O,X,O,O,O,X,O,X,X
ZITOJSL,O,X,X,X,O,O,O,X,X
ZITOSLJ,O,X,X,O,O,X,O,X,X
ZITOSJL,O,X,X,O,O,O,O,X,X
ZILTJSO,X,X,O,X,O,X,O,X,X
ZILTJOS,O,X,O,O,X,X,O,X,X
ZILTSJO,X,X,X,O,X,X,O,X,X
ZILTSOJ,X,X,X,O,X,X,O,X,X
ZILTOJS,O,X,O,O,X,X,O,X,X
ZILTOSJ,X,X,X,O,X,X,O,X,X
ZILJTSO,X,O,O,X,O,X,O,X,O
ZILJTOS,O,O,O,X,X,X,O,X,X
ZILJSTO,X,X,X,X,X,X,O,X,O
ZILJSOT,O,O,X,X,X,X,O,X,O
ZILJOTS,O,O,O,X,X,X,O,X,X
ZILJOST,O,O,X,X,X,X,O,X,X
ZILSTJO,X,X,X,O,O,X,O,X,X
ZILSTOJ,X,X,X,O,O,X,O,X,X
ZILSJTO,X,X,X,X,O,X,O,X,X
ZILSJOT,O,X,X,X,O,X,O,X,X
ZILSOTJ,X,X,X,O,O,X,O,X,X
ZILSOJT,O,X,X,X,O,X,O,X,X
ZILOTJS,O,X,O,O,O,X,O,X,X
ZILOTSJ,X,X,X,O,X,X,O,X,X
ZILOJTS,O,O,O,X,X,X,O,X,X
ZILOJST,O,O,X,X,X,X,O,X,X
ZILOSTJ,X,X,X,O,O,X,O,X,X
ZILOSJT,O,X,X,X,O,X,O,X,X
ZIJTLSO,O,O,O,X,O,X,O,X,O
ZIJTLOS,O,O,O,X,X,X,O,X,X
ZIJTSLO,O,O,O,X,O,O,O,X,O
ZIJTSOL,X,X,X,X,O,O,O,X,X
ZIJTOLS,O,X,O,X,X,X,O,X,X
ZIJTOSL,O,X,X,X,O,O,O,X,X
ZIJLTSO,X,O,O,X,O,X,O,X,O
ZIJLTOS,O,O,O,X,X,X,O,X,X
ZIJLSTO,X,X,X,X,X,X,O,X,O
ZIJLSOT,O,O,X,X,X,X,O,X,O
ZIJLOTS,O,O,O,X,X,X,O,X,X
ZIJLOST,O,O,X,X,X,X,O,X,X
ZIJSTLO,O,X,X,X,O,O,O,X,X
ZIJSTOL,O,X,X,X,O,O,O,X,X
ZIJSLTO,O,X,X,X,O,O,O,X,O
ZIJSLOT,O,O,X,X,O,X,O,X,O
ZIJSOTL,O,X,X,X,O,O,O,X,X
ZIJSOLT,O,X,X,X,O,X,O,X,X
ZIJOTLS,O,X,X,X,O,X,O,X,X
ZIJOTSL,O,X,X,X,O,X,O,X,X
ZIJOLTS,O,X,X,X,X,X,O,X,X
ZIJOLST,O,X,X,X,X,X,O,X,X
ZIJOSTL,O,X,X,X,O,X,O,X,X
ZIJOSLT,O,X,X,X,O,X,O,X,X
ZISTLJO,O,X,X,O,O,X,O,X,X
ZISTLOJ,O,X,X,O,O,X,O,X,X
ZISTJLO,O,X,X,O,O,O,O,X,X
ZISTJOL,O,X,X,O,O,O,O,X,X
ZISTOLJ,O,X,X,O,O,X,O,X,X
ZISTOJL,O,X,X,O,O,O,O,X,X
ZISLTJO,O,X,X,O,O,X,O,X,X
ZISLTOJ,O,X,X,O,O,X,O,X,X
ZISLJTO,O,X,X,X,O,X,O,X,X
ZISLJOT,O,X,X,X,O,X,O,X,X
ZISLOTJ,O,X,X,O,O,X,O,X,X
ZISLOJT,O,X,X,X,O,X,O,X,X
ZISJTLO,O,X,X,X,O,O,O,X,X
ZISJTOL,O,X,X,X,O,O,O,X,X
ZISJLTO,O,X,X,X,O,O,O,X,X
ZISJLOT,O,X,X,X,O,X,O,X,X
ZISJOTL,O,X,X,X,O,O,O,X,X
ZISJOLT,O,X,X,X,O,X,O,X,X
ZISOTLJ,O,X,X,O,O,X,O,X,X
ZISOTJL,O,X,X,O,O,X,O,X,X
ZISOLTJ,O,X,X,O,O,X,O,X,X
ZISOLJT,O,X,X,X,O,X,O,X,X
ZISOJTL,O,X,X,X,O,X,O,X,X
ZISOJLT,O,X,X,X,O,X,O,X,X
ZIOTLJS,O,X,O,O,O,X,O,X,X
ZIOTLSJ,O,X,X,O,X,X,O,X,X
ZIOTJLS,O,X,O,O,O,X,O,X,X
ZIOTJSL,O,X,X,X,O,X,O,X,X
ZIOTSLJ,O,X,X,O,O,X,O,X,X
ZIOTSJL,O,X,X,O,O,X,O,X,X
ZIOLTJS,O,X,O,O,O,X,O,X,X
ZIOLTSJ,X,X,X,O,X,X,O,X,X
ZIOLJTS,O,X,X,X,X,X,O,X,X
ZIOLJST,O,X,X,X,X,X,O,X,X
ZIOLSTJ,X,X,X,O,O,X,O,X,X
ZIOLSJT,O,X,X,X,O,X,O,X,X
ZIOJTLS,O,X,X,X,O,X,O,X,X
ZIOJTSL,O,X,X,X,O,X,O,X,X
ZIOJLTS,O,X,X,X,X,X,O,X,X
ZIOJLST,O,X,X,X,X,X,O,X,X
ZIOJSTL,O,X,X,X,O,X,O,X,X
ZIOJSLT,O,X,X,X,O,X,O,X,X
ZIOSTLJ,O,X,X,O,O,X,O,X,X
ZIOSTJL,O,X,X,O,O,X,O,X,X
ZIOSLTJ,O,X,X,O,O,X,O,X,X
ZIOSLJT,O,X,X,X,O,X,O,X,X
ZIOSJTL,O,X,X,X,O,X,O,X,X
ZIOSJLT,O,X,X,X,O,X,O,X,X
ZLTIJSO,O,X,O,X,O,X,O,X,X
ZLTIJOS,O,X,O,O,X,X,O,X,X
ZLTISJO,O,X,X,X,X,X,O,X,X
ZLTISOJ,O,X,X,O,X,X,O,X,X
ZLTIOJS,O,X,O,O,X,X,O,X,X
ZLTIOSJ,O,X,X,O,X,X,O,O,X
ZLTJISO,O,O,O,X,O,X,X,X,O
ZLTJIOS,O,O,O,X,X,X,X,X,X
ZLTJSIO,O,O,O,X,O,O,X,X,O
ZLTJSOI,X,O,O,X,O,O,X,X,X
ZLTJOIS,O,O,O,X,X,X,X,X,X
ZLTJOSI,O,O,O,X,X,O,X,X,X
ZLTSIJO,O,X,X,X,O,X,X,X,X
ZLTSIOJ,O,X,X,X,O,X,X,O,X
ZLTSJIO,O,O,O,X,O,O,X,X,O
ZLTSJOI,X,O,O,X,O,O,X,X,X
ZLTSOIJ,O,X,X,X,O,X,X,O,X
ZLTSOJI,O,O,O,X,O,O,X,X,X
ZLTOIJS,O,X,O,O,X,X,O,X,X
ZLTOISJ,O,X,X,O,X,X,O,O,X
ZLTOJIS,O,O,O,X,X,X,X,X,X
ZLTOJSI,O,O,O,X,X,O,X,X,X
ZLTOSIJ,O,X,X,X,X,X,X,O,X
ZLTOSJI,O,O,O,X,X,O,X,X,X
ZLITJSO,X,X,O,X,O,X,O,X,X
ZLITJOS,O,X,O,X,X,X,O,X,X
ZLITSJO,X,X,X,X,X,X,O,X,X
ZLITSOJ,X,X,X,X,X,X,O,X,X
ZLITOJS,O,X,O,X,X,X,O,X,X
ZLITOSJ,X,X,X,X,X,X,O,X,X
ZLIJTSO,X,O,O,X,O,X,O,X,O
ZLIJTOS,O,O,O,X,X,X,O,X,X
ZLIJSTO,X,X,X,X,X,X,O,X,O
ZLIJSOT,O,O,X,X,X,X,O,X,O
ZLIJOTS,O,O,O,X,X,X,O,X,X
ZLIJOST,O,O,X,X,X,X,O,X,X
ZLISTJO,X,X,X,X,O,X,O,X,X
ZLISTOJ,X,X,X,X,O,X,O,X,X
ZLISJTO,X,X,X,X,O,X,O,X,X
ZLISJOT,O,X,X,X,O,X,O,X,X
ZLISOTJ,X,X,X,X,O,X,O,X,X
ZLISOJT,O,X,X,X,O,X,O,X,X
ZLIOTJS,O,X,O,X,O,X,O,X,X
ZLIOTSJ,X,X,X,X,X,X,O,X,X
ZLIOJTS,O,O,O,X,X,X,O,X,X
ZLIOJST,O,O,X,X,X,X,O,X,X
ZLIOSTJ,X,X,X,X,O,X,O,X,X
ZLIOSJT,O,X,X,X,O,X,O,X,X
ZLJTISO,O,O,O,X,O,X,X,X,O
ZLJTIOS,O,O,O,X,X,X,X,X,X
ZLJTSIO,O,O,O,X,O,O,X,X,O
ZLJTSOI,X,O,O,X,O,O,X,X,X
ZLJTOIS,O,O,O,X,X,X,X,X,X
ZLJTOSI,O,O,O,X,X,O,X,X,X
ZLJITSO,X,O,O,X,O,X,X,X,O
ZLJITOS,O,O,O,X,X,X,X,X,X
ZLJISTO,X,X,X,X,X,X,X,X,O
ZLJISOT,O,O,X,X,X,X,X,X,O
ZLJIOTS,O,O,O,X,X,X,X,X,X
ZLJIOST,O,O,X,X,X,X,X,X,X
ZLJSTIO,O,X,X,X,X,O,X,X,X
ZLJSTOI,X,X,X,X,X,O,X,X,X
ZLJSITO,O,X,X,X,X,O,X,X,O
ZLJSIOT,O,O,X,X,X,X,X,X,O
ZLJSOTI,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,X,X,X,X,X,X,X
ZLJOTIS,O,O,O,X,X,X,X,X,X
ZLJOTSI,O,O,O,X,X,X,X,X,X
ZLJOITS,O,O,O,X,X,X,X,X,X
ZLJOIST,O,O,X,X,X,X,X,X,X
ZLJOSTI,O,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,X,X,X,X,X,X,X
ZLSTIJO,O,X,X,X,O,X,X,X,X
ZLSTIOJ,O,X,X,X,O,X,X,O,X
ZLSTJIO,O,X,O,X,O,O,X,X,X
ZLSTJOI,X,X,O,X,O,O,X,X,X
ZLSTOIJ,O,X,X,X,O,X,X,O,X
ZLSTOJI,O,X,O,X,O,O,X,X,X
ZLSITJO,O,X,X,X,O,X,X,X,X
ZLSITOJ,O,X,X,X,O,X,X,X,X
ZLSIJTO,O,X,X,X,O,X,X,X,X
ZLSIJOT,O,X,X,X,O,X,X,X,X
ZLSIOTJ,O,X,X,X,O,X,X,O,X
ZLSIOJT,O,X,X,X,O,X,X,X,X
ZLSJTIO,O,X,X,X,O,O,X,X,X
ZLSJTOI,X,X,X,X,O,O,X,X,X
ZLSJITO,O,X,X,X,O,O,X,X,X
ZLSJIOT,O,X,X,X,O,X,X,X,X
ZLSJOTI,O,X,X,X,O,X,X,X,X
ZLSJOIT,O,X,X,X,O,X,X,X,X
ZLSOTIJ,O,X,X,X,O,X,X,O,X
ZLSOTJI,O,X,O,X,O,X,X,X,X
ZLSOITJ,O,X,X,X,O,X,X,O,X
ZLSOIJT,O,X,X,X,O,X,X,X,X
ZLSOJTI,O,X,X,X,O,X,X,X,X
ZLSOJIT,O,X,X,X,O,X,X,X,X
ZLOTIJS,O,X,O,O,O,X,O,X,X
ZLOTISJ,O,X,X,O,X,X,O,O,X
ZLOTJIS,O,O,O,X,O,X,X,X,X
ZLOTJSI,O,O,O,X,O,X,X,X,X
ZLOTSIJ,O,X,X,X,O,X,X,O,X
ZLOTSJI,O,O,O,X,O,X,X,X,X
ZLOITJS,O,X,O,X,O,X,O,X,X
ZLOITSJ,X,X,X,X,X,X,O,X,X
ZLOIJTS,O,O,O,X,X,X,O,X,X
ZLOIJST,O,O,X,X,X,X,O,X,X
ZLOISTJ,X,X,X,X,O,X,O,X,X
ZLOISJT,O,X,X,X,O,X,O,X,X
ZLOJTIS,O,O,O,X,X,X,X,X,X
ZLOJTSI,O,O,O,X,X,X,X,X,X
ZLOJITS,O,O,O,X,X,X,X,X,X
ZLOJIST,O,O,X,X,X,X,X,X,X
ZLOJSTI,O,X,X,X,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X,X,X
ZLOSTIJ,O,X,X,X,O,X,X,O,X
ZLOSTJI,O,X,O,X,O,X,X,X,X
ZLOSITJ,O,X,X,X,O,X,X,O,X
ZLOSIJT,O,X,X,X,O,X,X,X,X
ZLOSJTI,O,X,X,X,O,X,X,X,X
ZLOSJIT,O,X,X,X,O,X,X,X,X
ZJTILSO,O,O,O,X,O,X,X,X,O
ZJTILOS,O,O,O,O,X,X,X,X,X
ZJTISLO,O,O,O,X,O,O,X,X,O
ZJTISOL,X,X,X,X,O,O,X,X,X
ZJTIOLS,O,X,O,O,X,X,X,X,X
ZJTIOSL,O,X,X,X,O,O,X,X,X
ZJTLISO,O,O,O,X,O,X,X,X,O
ZJTLIOS,O,O,O,X,X,X,X,X,X
ZJTLSIO,O,O,O,X,O,O,X,X,O
ZJTLSOI,X,O,O,X,O,O,X,X,X
ZJTLOIS,O,O,O,X,X,X,X,X,X
ZJTLOSI,O,O,O,X,X,O,X,X,X
ZJTSILO,O,O,O,X,O,O,X,X,O
ZJTSIOL,X,X,X,X,O,O,X,X,X
ZJTSLIO,O,O,O,X,O,O,X,X,O
ZJTSLOI,X,O,O,X,O,O,X,X,X
ZJTSOIL,O,X,X,X,O,O,X,X,X
ZJTSOLI,O,O,O,X,O,O,X,X,X
ZJTOILS,O,X,O,O,X,X,X,X,X
ZJTOISL,O,X,X,X,O,O,X,X,X
ZJTOLIS,O,O,O,X,X,X,X,X,X
ZJTOLSI,O,O,O,X,X,O,X,X,X
ZJTOSIL,O,X,X,X,O,O,X,X,X
ZJTOSLI,O,O,O,X,O,O,X,X,X
ZJITLSO,O,O,O,X,O,X,X,X,O
ZJITLOS,O,O,O,X,X,X,X,X,X
ZJITSLO,O,O,O,X,O,O,X,X,O
ZJITSOL,X,X,X,X,O,O,X,X,X
ZJITOLS,O,X,O,X,X,X,X,X,X
ZJITOSL,O,X,X,X,O,O,X,X,X
ZJILTSO,X,O,O,X,O,X,X,X,O
ZJILTOS,O,O,O,X,X,X,X,X,X
ZJILSTO,X,X,X,X,X,X,X,X,O
ZJILSOT,O,O,X,X,X,X,X,X,O
ZJILOTS,O,O,O,X,X,X,X,X,X
ZJILOST,O,O,X,X,X,X,X,X,X
ZJISTLO,O,X,X,X,O,O,X,X,X
ZJISTOL,O,X,X,X,O,O,X,X,X
ZJISLTO,O,X,X,X,O,O,X,X,O
ZJISLOT,O,O,X,X,O,X,X,X,O
ZJISOTL,O,X,X,X,O,O,X,X,X
ZJISOLT,O,X,X,X,O,X,X,X,X
ZJIOTLS,O,X,X,X,O,X,X,X,X
ZJIOTSL,O,X,X,X,O,X,X,X,X
ZJIOLTS,O,X,X,X,X,X,X,X,X
ZJIOLST,O,X,X,X,X,X,X,X,X
ZJIOSTL,O,X,X,X,O,X,X,X,X
ZJIOSLT,O,X,X,X,O,X,X,X,X
ZJLTISO,O,O,O,X,O,X,X,X,O
ZJLTIOS,O,O,O,X,X,X,X,X,X
ZJLTSIO,O,O,O,X,O,O,X,X,O
ZJLTSOI,X,O,O,X,O,O,X,X,X
ZJLTOIS,O,O,O,X,X,X,X,X,X
ZJLTOSI,O,O,O,X,X,O,X,X,X
ZJLITSO,X,O,O,X,O,X,X,X,O
ZJLITOS,O,O,O,X,X,X,X,X,X
ZJLISTO,X,X,X,X,X,X,X,X,O
ZJLISOT,O,O,X,X,X,X,X,X,O
ZJLIOTS,O,O,O,X,X,X,X,X,X
ZJLIOST,O,O,X,X,X,X,X,X,X
ZJLSTIO,O,X,X,X,X,O,X,X,X
ZJLSTOI,X,X,X,X,X,O,X,X,X
ZJLSITO,O,X,X,X,X,O,X,X,O
ZJLSIOT,O,O,X,X,X,X,X,X,O
ZJLSOTI,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,X,X,X,X,X,X,X
ZJLOTIS,O,O,O,X,X,X,X,X,X
ZJLOTSI,O,O,O,X,X,X,X,X,X
ZJLOITS,O,O,O,X,X,X,X,X,X
ZJLOIST,O,O,X,X,X,X,X,X,X
ZJLOSTI,O,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,X,X,X,X,X,X
ZJSTILO,O,X,X,X,O,O,X,X,X
ZJSTIOL,O,X,X,X,O,O,X,X,X
ZJSTLIO,O,X,X,X,O,O,X,X,X
ZJSTLOI,O,X,X,X,O,O,X,X,X
ZJSTOIL,O,X,X,X,O,O,X,X,X
ZJSTOLI,O,X,X,X,O,O,X,X,X
ZJSITLO,O,X,X,X,O,O,X,X,X
ZJSITOL,O,X,X,X,O,O,X,X,X
ZJSILTO,O,X,X,X,O,O,X,X,O
ZJSILOT,O,O,X,X,O,X,X,X,O
ZJSIOTL,O,X,X,X,O,O,X,X,X
ZJSIOLT,O,X,X,X,O,X,X,X,X
ZJSLTIO,O,X,X,X,O,O,X,X,X
ZJSLTOI,X,X,X,X,O,O,X,X,X
ZJSLITO,O,X,X,X,O,O,X,X,O
ZJSLIOT,O,O,X,X,O,X,X,X,O
ZJSLOTI,O,X,X,X,O,X,X,X,X
ZJSLOIT,O,O,X,X,O,X,X,X,X
ZJSOTIL,O,X,X,X,O,O,X,X,X
ZJSOTLI,O,X,X,X,O,O,X,X,X
ZJSOITL,O,X,X,X,O,O,X,X,X
ZJSOILT,O,X,X,X,O,X,X,X,X
ZJSOLTI,O,X,X,X,O,X,X,X,X
ZJSOLIT,O,O,X,X,O,X,X,X,X
ZJOTILS,O,X,O,O,O,X,X,X,X
ZJOTISL,O,X,X,X,O,O,X,X,X
ZJOTLIS,O,O,O,X,O,X,X,X,X
ZJOTLSI,O,O,O,X,O,O,X,X,X
ZJOTSIL,O,X,X,X,O,O,X,X,X
ZJOTSLI,O,O,O,X,O,O,X,X,X
ZJOITLS,O,X,X,X,O,X,X,X,X
ZJOITSL,O,X,X,X,O,X,X,X,X
ZJOILTS,O,X,X,X,X,X,X,X,X
ZJOILST,O,X,X,X,X,X,X,X,X
ZJOISTL,O,X,X,X,O,X,X,X,X
ZJOISLT,O,X,X,X,O,X,X,X,X
ZJOLTIS,O,O,O,X,X,X,X,X,X
ZJOLTSI,O,O,O,X,X,X,X,X,X
ZJOLITS,O,O,O,X,X,X,X,X,X
ZJOLIST,O,O,X,X,X,X,X,X,X
ZJOLSTI,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,X,X,X,X,X,X,X
ZJOSTIL,O,X,X,X,O,O,X,X,X
ZJOSTLI,O,X,X,X,O,O,X,X,X
ZJOSITL,O,X,X,X,O,O,X,X,X
ZJOSILT,O,X,X,X,O,X,X,X,X
ZJOSLTI,O,X,X,X,O,X,X,X,X
ZJOSLIT,O,O,X,X,O,X,X,X,X
ZSTILJO,O,X,X,O,O,X,X,X,X
ZSTILOJ,O,X,X,O,O,X,X,O,X
ZSTIJLO,O,X,X,O,O,O,X,X,X
ZSTIJOL,O,X,X,O,O,O,X,X,X
ZSTIOLJ,O,X,X,O,O,X,X,O,X
ZSTIOJL,O,X,X,O,O,O,X,X,X
ZSTLIJO,O,X,X,O,O,X,X,X,X
ZSTLIOJ,O,X,X,O,O,X,X,O,X
ZSTLJIO,O,X,O,X,O,O,X,X,X
ZSTLJOI,O,X,O,X,O,O,X,X,X
ZSTLOIJ,O,X,X,O,O,X,X,O,X
ZSTLOJI,O,X,O,X,O,O,X,X,X
ZSTJILO,O,X,O,O,O,O,X,X,X
ZSTJIOL,O,X,X,O,O,O,X,X,X
ZSTJLIO,O,X,O,X,O,O,X,X,X
ZSTJLOI,O,X,O,X,O,O,X,X,X
ZSTJOIL,O,X,X,O,O,O,X,X,X
ZSTJOLI,O,X,O,X,O,O,X,X,X
ZSTOILJ,O,X,X,O,O,X,X,O,X
ZSTOIJL,O,X,X,O,O,O,X,X,X
ZSTOLIJ,O,X,X,O,O,X,X,O,X
ZSTOLJI,O,X,O,X,O,O,X,X,X
ZSTOJIL,O,X,X,O,O,O,X,X,X
ZSTOJLI,O,X,O,X,O,O,X,X,X
ZSITLJO,O,X,X,O,O,X,X,X,X
ZSITLOJ,O,X,X,O,O,X,X,X,X
ZSITJLO,O,X,X,O,O,O,X,X,X
ZSITJOL,O,X,X,O,O,O,X,X,X
ZSITOLJ,O,X,X,O,O,X,X,X,X
ZSITOJL,O,X,X,O,O,O,X,X,X
ZSILTJO,O,X,X,O,O,X,X,X,X
ZSILTOJ,O,X,X,O,O,X,X,X,X
ZSILJTO,O,X,X,X,O,X,X,X,X
ZSILJOT,O,X,X,X,O,X,X,X,X
ZSILOTJ,O,X,X,O,O,X,X,O,X
ZSILOJT,O,X,X,X,O,X,X,X,X
ZSIJTLO,O,X,X,X,O,O,X,X,X
ZSIJTOL,O,X,X,X,O,O,X,X,X
ZSIJLTO,O,X,X,X,O,O,X,X,X
