sequence,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFfhBxcBTfBC?iBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBxcBq?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhFygBGdBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jex6IvhF0cBTfBmgBf?sBlnB6sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jei6IvhFWhBxcB3fB0?iBlmBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFCcBxhB3fB0?mBlnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem6IvhFRcBSiBTfBU?hBVsB3sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfBl?mB3nBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBRcBciBF?hBfsBusB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Jem7IvhFSiBxfBTfB3?hBlnBUsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFqiBRhB3fBF?hB8mBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8Je2/IvhFRhB1nB3fBU?hBCnBTsB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeK/IvhFzaBfhBViBR?nB0mB+sB,v115@7gB8HeB8BeB8EeF8CeH8BeB8JeO/IvhF8fBfhBSiBR?nBlmBTsB
ZOTJISL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
ZOTJLIS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOTJLSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOTJSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOTJSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOTSIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOTSLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOTSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOITLJS,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
ZOITLSJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOITJLS,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
ZOITJSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOITSLJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOITSJL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOILTJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOILTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOILJTS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOILJST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOILSTJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOILSJT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOIJTLS,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O
ZOIJTSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOIJLTS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOIJLST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOIJSTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOIJSLT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOISTLJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISTJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOISLTJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOISLJT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOISJTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOISJLT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOLTIJS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOLTISJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOLTJSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLTSIJ,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOLITJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOLITSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOLIJTS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOLIJST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOLISTJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOLISJT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOLJTIS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLJTSI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOLJITS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOLJIST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOLJSTI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJSIT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOLSTIJ,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOLSIJT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOLSJTI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOJTILS,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,O
ZOJTISL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
ZOJTLIS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
ZOJTSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOJTSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOJITLS,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
ZOJITSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOJILTS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOJILST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOJISTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOJISLT,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOJLTIS,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOJLTSI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOJLITS,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
ZOJLIST,X,X,O,X,O,X,O,O,O,X,X,X,O,X,X,O
ZOJLSTI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJLSIT,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOJSTIL,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOJSTLI,X,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOJSITL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOJSILT,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOJSLTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOJSLIT,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSTILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOSTIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSTLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOSTLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSTJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOSITLJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSITJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSILTJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSILJT,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
ZOSIJTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSIJLT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSLTIJ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
ZOSLIJT,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSLJTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSJTIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
ZOSJTLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
ZOSJITL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
ZOSJILT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
ZOSJLTI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
OTILJSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
OTILJZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OTILSJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OTILSZJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
OTILZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTILZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIJLSZ,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
OTIJLZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OTIJSLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTIJSZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTIJZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTIJZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTISLJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTISLZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
OTISJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTISJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTISZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTISZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTIZLJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIZLSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIZJLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OTIZJSL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OTIZSLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTIZSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTLIJSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
OTLIJZS,X,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X
OTLISJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLISZJ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
OTLIZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLIZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJISZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
OTLJIZS,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
OTLJSIZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLJSZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTLJZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTLJZSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTLSIJZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLSIZJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
OTLSJIZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTLSJZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTLSZIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
OTLSZJI,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTLZIJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLZISJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLZJIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTLZJSI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
OTLZSIJ,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
OTLZSJI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
OTJILSZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
OTJILZS,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
OTJISLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTJISZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTJIZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OTJIZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OTJLISZ,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
OTJLIZS,X,X,X,X,O,X,X,X,O,X,O,X,O,O,X,X
OTJLSIZ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJLSZI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTJLZIS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
OTJLZSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJSILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTJSIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTJSLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTJSLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJSZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJSZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTJZILS,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X
OTJZISL,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
OTJZLIS,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
OTJZLSI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
OTJZSIL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTJZSLI,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTSILJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSILZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
OTSIJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTSIJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTSIZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OTSIZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OTSLIJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSLIZJ,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
OTSLJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSLJZI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTSLZJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTSJILZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OTSJIZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OTSJLIZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
OTSJLZI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTSJZIL,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTSJZLI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTSZILJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
OTSZIJL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
OTSZLIJ,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTSZLJI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
OTSZJIL,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
OTSZJLI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
OTZILJS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O
OTZILSJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZIJLS,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,O
OTZIJSL,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,O
OTZISLJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZISJL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZLIJS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
OTZLISJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZLJIS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
OTZLJSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZLSIJ,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZLSJI,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZJILS,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,O
OTZJISL,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
OTZJLIS,X,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X
OTZJLSI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZJSIL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZJSLI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZSILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZSIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZSLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZSLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OTZSJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
OITLJSZ,O,X,O,X,O,X,X,X,O,X,X,O,O,O,O,X
OITLJZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OITLSJZ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
OITLSZJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
OITLZJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITLZSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O
OITJLSZ,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
OITJLZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OITJSLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OITJSZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OITJZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OITJZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OITSLJZ,O,X,O,X,O,O,O,X,O,O,X,X,X,X,O,X
OITSLZJ,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O
OITSJLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OITSJZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OITSZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITSZJL,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
OITZLJS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITZLSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITZJLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OITZJSL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
OITZSLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OITZSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OILTJSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OILTJZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OILTSJZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OILTSZJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
OILTZJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OILTZSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
OILJTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OILJTZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OILJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
OILJSZT,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILJZTS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILJZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILSTJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X
OILSTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
OILSJTZ,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
OILSJZT,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILSZTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OILSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OILZTJS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OILZTSJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
OILZJTS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILZJST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OILZSTJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OILZSJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OIJTLSZ,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
OIJTLZS,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
OIJTSLZ,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
OIJTSZL,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
OIJTZLS,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
OIJTZSL,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
OIJLTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJLTZS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJLSTZ,O,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X
OIJLSZT,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
OIJLZTS,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OIJLZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OIJSTLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OIJSTZL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OIJSLTZ,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OIJSLZT,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
OIJSZTL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
OIJSZLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OIJZTLS,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,O
OIJZTSL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OIJZLTS,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
OIJZLST,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O
OIJZSTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
OIJZSLT,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OISTLJZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X
OISTLZJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
OISTJLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OISTJZL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OISTZLJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISTZJL,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O
OISLTJZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OISLTZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OISLJTZ,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OISLJZT,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
OISLZTJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
OISLZJT,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
OISJTLZ,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
OISJTZL,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
OISJLTZ,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X,X
OISJLZT,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,O
OISJZTL,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
OISJZLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OISZTLJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OISZTJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
OISZLTJ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OISZLJT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OISZJTL,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O
OISZJLT,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
OIZTLJS,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
OIZTLSJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
OIZTJLS,X,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O
