sequence,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRcB3fBGhBTiBll?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcB/kBUgBFhBSn?BTqB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFXbBVhBUdBClBxm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jel6IvhFcgBicB/kBGiBRm?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFmcBTfB/lBFhBSn?BUqB,v115@6gC8HeB8HeC8CeH8BeF8Je2/IvhFRbBzcBSnB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFuhBRgBTiB0kBll?B3qB,v115@6gC8HeB8HeC8CeH8BeF8JeO/IvhFxbB/iBqkB0hBll?BTqB,v115@6gC8HeB8HeC8CeH8BeF8Jex6IvhFuhBifBTiBfqBll?B8qB,v115@6gC8HeB8HeC8CeH8BeF8Jei6IvhFRgBGiBzhB0kBll?B3qB
SJOLIZT,O,O,O,O,X,X,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X,O,O,X
SJOLZIT,O,O,O,O,X,X,X,O,X,X
SJOZTIL,O,O,X,O,X,X,X,X,X,X
SJOZTLI,O,O,X,O,X,X,X,X,O,X
SJOZITL,O,O,X,O,X,X,X,X,X,X
SJOZILT,O,O,X,O,X,X,X,O,X,X
SJOZLTI,O,O,X,O,X,X,X,O,O,X
SJOZLIT,O,O,X,O,X,X,X,O,X,X
SZTILJO,O,O,X,X,O,X,X,O,X,O
SZTILOJ,O,O,X,X,O,X,O,O,X,X
SZTIJLO,O,O,X,X,O,X,X,O,X,O
SZTIJOL,O,O,X,X,O,X,X,X,X,X
SZTIOLJ,O,X,X,X,O,X,O,O,X,X
SZTIOJL,O,O,X,X,O,X,O,X,X,X
SZTLIJO,O,O,X,X,O,O,X,O,X,O
SZTLIOJ,O,O,X,X,O,O,O,O,X,X
SZTLJIO,O,O,X,X,O,O,X,O,X,X
SZTLJOI,O,O,X,X,O,O,X,O,X,X
SZTLOIJ,O,O,X,X,O,O,O,O,X,X
SZTLOJI,O,O,X,X,O,O,O,O,O,X
SZTJILO,O,O,X,X,O,O,X,O,X,O
SZTJIOL,O,O,X,X,O,X,X,X,X,X
SZTJLIO,O,O,X,X,O,O,X,O,X,X
SZTJLOI,O,X,X,X,O,O,X,O,X,X
SZTJOIL,O,O,X,O,O,X,X,X,X,X
SZTJOLI,O,X,X,O,O,X,X,X,X,X
SZTOILJ,O,X,X,O,O,X,O,O,X,X
SZTOIJL,O,O,X,O,O,X,O,X,X,X
SZTOLIJ,O,X,X,O,O,X,O,O,X,X
SZTOLJI,O,X,X,O,O,X,O,O,O,X
SZTOJIL,O,O,X,O,O,X,O,X,X,X
SZTOJLI,O,X,X,O,O,X,O,X,O,X
SZITLJO,O,O,X,O,O,X,X,O,X,X
SZITLOJ,O,O,X,O,O,X,X,O,X,X
SZITJLO,O,O,X,O,O,X,X,O,X,X
SZITJOL,O,O,X,O,O,X,X,X,X,X
SZITOLJ,O,X,X,O,O,X,X,O,X,X
SZITOJL,O,O,X,O,O,X,X,X,X,X
SZILTJO,O,O,X,O,O,X,X,O,X,X
SZILTOJ,O,O,X,O,O,X,X,O,X,X
SZILJTO,O,O,X,O,O,X,X,O,X,O
SZILJOT,O,O,X,O,O,X,X,O,X,O
SZILOTJ,O,O,X,O,O,X,X,X,X,X
SZILOJT,O,O,X,X,O,X,O,O,X,X
SZIJTLO,O,O,X,O,O,X,X,O,X,X
SZIJTOL,X,O,X,O,O,X,X,X,X,X
SZIJLTO,O,O,X,O,O,X,X,O,X,O
SZIJLOT,O,O,X,O,O,X,X,O,X,O
SZIJOTL,X,X,X,O,X,X,X,X,X,X
SZIJOLT,O,X,X,O,X,X,X,O,X,X
SZIOTLJ,O,O,X,O,O,X,X,O,X,X
SZIOTJL,O,O,X,O,O,X,X,X,X,X
SZIOLTJ,O,O,X,O,O,X,X,X,X,X
SZIOLJT,O,O,X,X,O,X,O,O,X,X
SZIOJTL,O,O,X,O,O,X,X,X,X,X
SZIOJLT,O,O,X,O,O,X,O,O,X,X
SZLTIJO,O,O,X,X,O,O,X,O,X,O
SZLTIOJ,O,O,X,X,O,O,O,O,X,X
SZLTJIO,O,O,X,X,O,O,X,O,X,X
SZLTJOI,O,O,X,X,O,O,X,O,X,X
SZLTOIJ,O,O,X,X,O,O,O,O,X,X
SZLTOJI,O,O,X,X,O,O,O,O,O,X
SZLITJO,O,O,X,X,O,X,X,O,X,X
SZLITOJ,O,O,X,X,O,X,X,O,X,X
SZLIJTO,O,O,X,X,O,X,X,O,X,O
SZLIJOT,O,O,X,X,O,X,X,O,X,O
SZLIOTJ,O,O,X,X,O,X,X,X,X,X
SZLIOJT,O,O,X,X,O,X,O,O,X,X
SZLJTIO,O,O,X,X,O,O,X,O,X,X
SZLJTOI,O,O,X,X,O,O,X,O,X,X
SZLJITO,O,O,X,X,O,O,X,O,X,O
SZLJIOT,O,O,X,X,O,O,X,O,X,O
SZLJOTI,O,O,X,X,O,O,X,O,X,X
SZLJOIT,O,O,X,X,O,O,X,O,X,X
SZLOTIJ,O,O,X,X,O,O,O,O,X,X
SZLOTJI,O,O,X,X,O,O,O,O,O,X
SZLOITJ,O,O,X,X,O,X,X,X,X,X
SZLOIJT,O,O,X,X,O,X,O,O,X,X
SZLOJTI,O,O,X,X,O,O,O,O,O,X
SZLOJIT,O,O,X,X,O,O,O,O,X,X
SZJTILO,O,O,X,X,O,O,X,O,X,O
SZJTIOL,O,O,X,X,O,X,X,X,X,X
SZJTLIO,O,O,X,X,O,O,X,O,X,X
SZJTLOI,O,X,X,X,O,O,X,O,X,X
SZJTOIL,O,O,X,O,O,X,X,X,X,X
SZJTOLI,O,X,X,O,O,X,X,X,X,X
SZJITLO,O,O,X,O,O,O,X,O,X,X
SZJITOL,X,O,X,O,O,X,X,X,X,X
SZJILTO,O,O,X,O,O,O,X,O,X,O
SZJILOT,O,O,X,O,O,O,X,O,X,O
SZJIOTL,X,X,X,O,X,X,X,X,X,X
SZJIOLT,O,X,X,O,X,X,X,O,X,X
SZJLTIO,O,O,X,X,O,O,X,O,X,X
SZJLTOI,O,O,X,X,O,O,X,O,X,X
SZJLITO,O,O,X,O,O,O,X,O,X,O
SZJLIOT,O,O,X,O,O,O,X,O,X,O
SZJLOTI,O,X,X,O,O,O,X,O,X,X
SZJLOIT,O,O,X,O,O,O,X,O,X,X
SZJOTIL,O,X,X,O,O,X,X,X,X,X
SZJOTLI,O,X,X,O,O,X,X,X,X,X
SZJOITL,O,X,X,O,O,X,X,X,X,X
SZJOILT,O,X,X,O,O,X,X,O,X,X
SZJOLTI,O,X,X,O,O,X,X,O,X,X
SZJOLIT,O,X,X,O,O,X,X,O,X,X
SZOTILJ,O,O,X,O,O,X,O,O,X,X
SZOTIJL,O,O,X,O,O,X,O,X,X,X
SZOTLIJ,O,O,X,O,O,X,O,O,X,X
SZOTLJI,O,O,X,O,O,X,O,O,O,X
SZOTJIL,O,O,X,O,O,X,O,X,X,X
SZOTJLI,O,O,X,O,O,X,O,X,O,X
SZOITLJ,O,O,X,O,O,X,X,O,X,X
SZOITJL,O,O,X,O,O,X,X,X,X,X
SZOILTJ,O,O,X,O,O,X,X,X,X,X
SZOILJT,O,O,X,O,O,X,O,O,X,X
SZOIJTL,O,O,X,O,O,X,X,X,X,X
SZOIJLT,O,O,X,O,O,X,O,O,X,X
SZOLTIJ,O,O,X,O,O,X,O,O,X,X
SZOLTJI,O,O,X,O,O,X,O,O,O,X
SZOLITJ,O,O,X,O,O,X,X,X,X,X
SZOLIJT,O,O,X,O,O,X,O,O,X,X
SZOLJTI,O,O,X,O,O,X,O,O,O,X
SZOLJIT,O,O,X,O,O,X,O,O,X,X
SZOJTIL,O,O,X,O,O,X,O,X,X,X
SZOJTLI,O,O,X,O,O,X,O,X,O,X
SZOJITL,O,O,X,O,O,X,X,X,X,X
SZOJILT,O,O,X,O,O,X,O,O,X,X
SZOJLTI,O,O,X,O,O,X,O,O,O,X
SZOJLIT,O,O,X,O,O,X,O,O,X,X
SOTILJZ,O,O,X,X,X,X,X,X,O,X
SOTILZJ,O,O,X,O,X,X,X,X,X,X
SOTIJLZ,O,O,X,O,X,X,X,X,O,X
SOTIJZL,O,O,X,O,X,X,X,X,X,X
SOTIZLJ,O,O,X,O,X,X,X,X,X,X
SOTIZJL,X,O,X,O,X,X,X,X,X,X
SOTLIJZ,O,O,X,X,X,X,X,X,O,X
SOTLIZJ,O,O,X,X,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X,O,X
SOTLJZI,O,O,X,O,X,X,X,X,O,X
SOTLZIJ,O,O,X,O,X,X,X,X,X,X
SOTLZJI,O,O,X,O,X,X,X,X,O,X
SOTJILZ,O,O,X,O,X,X,X,X,O,X
SOTJIZL,O,O,X,O,X,X,X,X,X,X
SOTJLIZ,O,O,X,O,X,X,X,X,O,X
SOTJLZI,O,O,X,O,X,X,X,X,O,X
SOTJZIL,O,O,X,O,X,X,O,X,X,X
SOTJZLI,O,O,X,O,X,X,O,X,O,X
SOTZILJ,O,O,X,O,X,X,O,X,X,X
SOTZIJL,O,O,X,O,X,X,O,X,X,X
SOTZLIJ,O,O,X,O,X,X,O,X,X,X
SOTZLJI,O,O,X,O,X,X,O,X,O,X
SOTZJIL,O,O,X,O,X,X,O,X,X,X
SOTZJLI,O,O,X,O,X,X,O,X,O,X
SOITLJZ,O,O,O,X,X,X,X,X,O,X
SOITLZJ,O,O,O,O,X,X,X,X,X,X
SOITJLZ,O,O,O,O,X,X,X,X,O,X
SOITJZL,O,O,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,O,X,X,X,X,X,X
SOITZJL,X,O,O,O,X,X,X,X,X,X
SOILTJZ,O,O,O,X,X,X,X,X,O,X
SOILTZJ,O,O,O,O,X,X,X,X,X,X
SOILJTZ,O,O,O,O,X,X,X,X,O,X
SOILJZT,O,O,O,O,O,X,X,X,X,X
SOILZTJ,O,O,O,O,O,X,X,X,X,X
SOILZJT,O,O,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,O,O,X,X,X,X,O,X
SOIJTZL,O,O,O,O,X,X,X,X,X,X
SOIJLTZ,O,O,O,O,X,X,X,X,O,X
SOIJLZT,O,O,O,O,X,X,X,X,X,X
SOIJZTL,O,O,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,O,O,X,X,X,X,X
SOIZLTJ,O,O,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,O,O,X,X,X,X,X
SOIZJTL,O,O,O,O,O,X,X,X,X,X
SOIZJLT,O,O,O,O,O,X,X,X,X,X
SOLTIJZ,O,O,O,X,X,X,X,X,O,X
SOLTIZJ,O,O,O,X,X,X,X,X,X,X
SOLTJIZ,O,O,O,X,X,X,X,X,O,X
SOLTJZI,O,O,O,O,X,X,X,X,O,X
SOLTZIJ,O,O,O,O,X,X,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,X,O,X
SOLITJZ,O,O,O,X,X,X,X,X,O,X
SOLITZJ,O,O,O,O,X,X,X,X,X,X
SOLIJTZ,O,O,O,O,X,X,X,X,O,X
SOLIJZT,O,O,O,O,O,X,X,X,X,X
SOLIZTJ,O,O,O,O,O,X,X,X,X,X
SOLIZJT,O,O,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,O,O,X,X,X,X,O,X
SOLJTZI,O,O,O,O,X,X,X,X,O,X
SOLJITZ,O,O,O,O,X,X,X,X,O,X
SOLJIZT,O,O,O,O,O,X,X,X,X,X
SOLJZTI,O,O,O,O,O,X,X,O,O,X
SOLJZIT,O,O,O,O,O,X,X,O,X,X
SOLZTIJ,O,O,O,O,O,X,X,O,X,X
SOLZTJI,O,O,O,O,O,X,X,O,O,X
SOLZITJ,O,O,O,O,O,X,X,X,X,X
SOLZIJT,O,O,O,O,O,X,X,O,X,X
SOLZJTI,O,O,O,O,O,X,X,O,O,X
SOLZJIT,O,O,O,O,O,X,X,O,X,X
SOJTILZ,O,O,X,O,X,X,X,X,O,X
SOJTIZL,O,O,X,O,X,X,X,X,X,X
SOJTLIZ,O,O,X,O,X,X,X,X,O,X
SOJTLZI,O,O,X,O,X,X,X,X,O,X
SOJTZIL,O,O,X,O,X,X,O,X,X,X
SOJTZLI,O,O,X,O,X,X,O,X,O,X
SOJITLZ,O,O,O,O,X,X,X,X,O,X
SOJITZL,O,O,O,O,X,X,X,X,X,X
SOJILTZ,O,O,O,O,X,X,X,X,O,X
SOJILZT,O,O,O,O,X,X,X,X,X,X
SOJIZTL,O,O,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X,X,O,X
SOJLTZI,O,O,O,O,X,X,X,X,O,X
SOJLITZ,O,O,O,O,X,X,X,X,O,X
SOJLIZT,O,O,O,O,X,X,X,X,X,X
SOJLZTI,O,O,O,O,X,X,X,O,O,X
SOJLZIT,O,O,O,O,X,X,X,O,X,X
SOJZTIL,O,O,X,O,X,X,O,X,X,X
SOJZTLI,O,O,X,O,X,X,O,X,O,X
SOJZITL,O,O,X,O,X,X,X,X,X,X
SOJZILT,O,O,X,O,X,X,O,O,X,X
SOJZLTI,O,O,X,O,X,X,O,O,O,X
SOJZLIT,O,O,X,O,X,X,O,O,X,X
SOZTILJ,O,O,X,O,O,X,O,O,X,X
SOZTIJL,O,O,X,O,O,X,O,X,X,X
SOZTLIJ,O,O,X,O,O,X,O,O,X,X
SOZTLJI,O,O,X,O,O,X,O,O,O,X
SOZTJIL,O,O,X,O,O,X,O,X,X,X
SOZTJLI,O,O,X,O,O,X,O,X,O,X
SOZITLJ,O,O,X,O,O,X,X,O,X,X
SOZITJL,O,O,X,O,O,X,X,X,X,X
SOZILTJ,O,O,X,O,O,X,X,X,X,X
SOZILJT,O,O,X,O,O,X,O,O,X,X
SOZIJTL,O,O,X,O,O,X,X,X,X,X
SOZIJLT,O,O,X,O,O,X,O,O,X,X
SOZLTIJ,O,O,X,O,O,X,O,O,X,X
SOZLTJI,O,O,X,O,O,X,O,O,O,X
SOZLITJ,O,O,X,O,O,X,X,X,X,X
SOZLIJT,O,O,X,O,O,X,O,O,X,X
SOZLJTI,O,O,X,O,O,X,O,O,O,X
SOZLJIT,O,O,X,O,O,X,O,O,X,X
SOZJTIL,O,O,X,O,O,X,O,X,X,X
SOZJTLI,O,O,X,O,O,X,O,X,O,X
SOZJITL,O,O,X,O,O,X,X,X,X,X
SOZJILT,O,O,X,O,O,X,O,O,X,X
SOZJLTI,O,O,X,O,O,X,O,O,O,X
SOZJLIT,O,O,X,O,O,X,O,O,X,X
ZTILJSO,X,X,X,X,X,O,X,X,X,O
ZTILJOS,X,X,X,X,X,O,O,X,X,O
ZTILSJO,X,X,X,X,X,O,X,X,X,O
ZTILSOJ,X,X,X,X,X,O,O,X,X,X
ZTILOJS,X,X,X,X,X,O,O,X,X,O
ZTILOSJ,X,X,X,X,X,O,O,X,X,X
ZTIJLSO,O,O,X,X,X,O,X,X,X,O
ZTIJLOS,X,O,X,X,X,O,O,X,X,O
ZTIJSLO,O,O,X,X,O,O,X,X,X,O
ZTIJSOL,O,O,X,X,O,X,X,X,X,X
ZTIJOLS,X,O,X,X,X,O,O,X,X,O
ZTIJOSL,O,O,X,X,O,X,O,X,X,X
ZTISLJO,O,X,X,X,X,X,X,X,X,O
ZTISLOJ,O,X,X,X,X,X,O,X,X,X
ZTISJLO,O,X,X,X,X,X,X,X,X,O
ZTISJOL,O,X,X,X,X,X,X,X,X,X
ZTISOLJ,O,X,X,X,X,X,O,X,X,X
ZTISOJL,O,X,X,X,X,X,O,X,X,X
ZTIOLJS,O,X,X,X,X,X,O,X,X,O
ZTIOLSJ,O,X,X,X,X,X,O,X,X,X
ZTIOJLS,O,X,X,X,X,X,O,X,X,O
ZTIOJSL,O,X,X,X,O,X,O,X,X,X
ZTIOSLJ,O,X,X,X,X,X,O,X,X,X
ZTIOSJL,O,X,X,X,X,X,O,X,X,X
ZTLIJSO,X,X,X,X,O,O,X,X,X,O
ZTLIJOS,X,X,X,X,O,O,O,X,X,O
ZTLISJO,X,X,X,X,X,O,X,X,X,O
ZTLISOJ,X,X,X,X,X,O,O,X,X,X
ZTLIOJS,X,X,X,X,O,O,O,X,X,O
ZTLIOSJ,X,X,X,X,X,O,O,X,X,X
ZTLJISO,O,X,X,X,O,O,X,X,X,O
ZTLJIOS,X,X,X,X,O,O,O,X,X,O
ZTLJSIO,O,X,X,X,O,O,X,X,X,X
ZTLJSOI,O,X,X,X,O,O,X,X,X,X
ZTLJOIS,X,X,X,X,O,O,O,X,X,X
ZTLJOSI,X,X,X,X,O,O,O,X,X,X
ZTLSIJO,O,X,X,X,O,O,X,X,X,O
ZTLSIOJ,O,X,X,X,O,O,O,X,X,X
ZTLSJIO,O,X,X,X,O,O,X,X,X,X
ZTLSJOI,O,X,X,X,O,O,X,X,X,X
ZTLSOIJ,O,X,X,X,O,O,O,X,X,X
ZTLSOJI,O,X,X,X,O,O,O,X,X,X
ZTLOIJS,O,X,X,X,O,O,O,X,X,O
ZTLOISJ,O,X,X,X,O,O,O,X,X,X
ZTLOJIS,O,X,X,X,O,O,O,X,X,X
ZTLOJSI,O,X,X,X,O,O,O,X,X,X
ZTLOSIJ,O,X,X,X,O,O,O,X,X,X
ZTLOSJI,O,X,X,X,O,O,O,X,X,X
ZTJILSO,O,O,X,X,X,O,X,X,X,O
ZTJILOS,X,O,X,X,X,O,O,X,X,O
ZTJISLO,O,O,X,X,O,O,X,X,X,O
ZTJISOL,O,O,X,X,O,X,X,X,X,X
ZTJIOLS,X,O,X,X,X,O,O,X,X,O
ZTJIOSL,O,O,X,X,O,X,O,X,X,X
ZTJLISO,O,X,X,X,X,O,X,X,X,O
ZTJLIOS,X,X,X,X,X,O,O,X,X,O
ZTJLSIO,O,X,X,X,O,O,X,X,X,X
ZTJLSOI,O,X,X,X,O,O,X,X,X,X
ZTJLOIS,X,X,X,X,X,O,O,X,X,X
ZTJLOSI,X,X,X,X,O,O,O,X,X,X
ZTJSILO,O,O,X,X,O,O,X,X,X,O
ZTJSIOL,O,O,X,X,O,X,X,X,X,X
ZTJSLIO,O,O,X,X,O,O,X,X,X,X
ZTJSLOI,O,X,X,X,O,O,X,X,X,X
ZTJSOIL,O,O,X,X,O,X,X,X,X,X
ZTJSOLI,O,X,X,X,O,X,X,X,X,X
ZTJOILS,O,O,X,X,X,O,O,X,X,O
ZTJOISL,O,O,X,X,O,X,O,X,X,X
ZTJOLIS,O,X,X,X,X,O,O,X,X,X
ZTJOLSI,O,X,X,X,O,O,O,X,X,X
ZTJOSIL,O,O,X,X,O,X,O,X,X,X
ZTJOSLI,O,O,X,X,O,X,O,X,X,X
ZTSILJO,O,O,X,X,O,X,X,X,X,O
ZTSILOJ,O,X,X,X,O,X,O,X,X,X
ZTSIJLO,O,O,X,X,O,X,X,X,X,O
ZTSIJOL,O,O,X,X,O,X,X,X,X,X
ZTSIOLJ,O,X,X,X,O,X,O,X,X,X
ZTSIOJL,O,O,X,X,O,X,O,X,X,X
ZTSLIJO,O,O,X,X,O,O,X,X,X,O
ZTSLIOJ,O,X,X,X,O,O,O,X,X,X
ZTSLJIO,O,O,X,X,O,O,X,X,X,X
ZTSLJOI,O,X,X,X,O,O,X,X,X,X
ZTSLOIJ,O,X,X,X,O,O,O,X,X,X
ZTSLOJI,O,X,X,X,O,O,O,X,X,X
ZTSJILO,O,O,X,X,O,O,X,X,X,O
ZTSJIOL,O,O,X,X,O,X,X,X,X,X
ZTSJLIO,O,O,X,X,O,O,X,X,X,X
ZTSJLOI,O,X,X,X,O,O,X,X,X,X
ZTSJOIL,O,O,X,X,O,X,X,X,X,X
ZTSJOLI,O,X,X,X,O,X,X,X,X,X
ZTSOILJ,O,X,X,X,O,X,O,X,X,X
ZTSOIJL,O,O,X,X,O,X,O,X,X,X
ZTSOLIJ,O,X,X,X,O,X,O,X,X,X
ZTSOLJI,O,X,X,X,O,X,O,X,X,X
ZTSOJIL,O,O,X,X,O,X,O,X,X,X
ZTSOJLI,O,X,X,X,O,X,O,X,X,X
ZTOILJS,O,X,X,X,O,X,O,X,X,O
ZTOILSJ,O,X,X,X,O,X,O,X,X,X
ZTOIJLS,O,O,X,X,X,X,O,X,X,O
ZTOIJSL,O,O,X,X,O,X,O,X,X,X
ZTOISLJ,O,X,X,X,O,X,O,X,X,X
ZTOISJL,O,X,X,X,O,X,O,X,X,X
ZTOLIJS,O,X,X,X,O,O,O,X,X,O
ZTOLISJ,O,X,X,X,O,O,O,X,X,X
ZTOLJIS,O,X,X,X,O,O,O,X,X,X
ZTOLJSI,O,X,X,X,O,O,O,X,X,X
ZTOLSIJ,O,X,X,X,O,O,O,X,X,X
ZTOLSJI,O,X,X,X,O,O,O,X,X,X
ZTOJILS,O,O,X,X,X,O,O,X,X,O
ZTOJISL,O,O,X,X,O,X,O,X,X,X
ZTOJLIS,O,X,X,X,X,O,O,X,X,X
ZTOJLSI,O,X,X,X,O,O,O,X,X,X
ZTOJSIL,O,O,X,X,O,X,O,X,X,X
ZTOJSLI,O,O,X,X,O,X,O,X,X,X
ZTOSILJ,O,O,X,X,O,X,O,X,X,X
ZTOSIJL,O,O,X,X,O,X,O,X,X,X
ZTOSLIJ,O,O,X,X,O,X,O,X,X,X
ZTOSLJI,O,O,X,X,O,X,O,X,X,X
ZTOSJIL,O,O,X,X,O,X,O,X,X,X
ZTOSJLI,O,O,X,X,O,X,O,X,X,X
ZITLJSO,X,X,O,X,X,O,X,X,X,O
ZITLJOS,X,X,O,X,X,O,O,X,X,O
ZITLSJO,X,X,O,O,X,O,X,X,X,O
ZITLSOJ,X,X,O,O,X,O,O,X,X,X
ZITLOJS,X,X,O,X,X,O,O,X,X,O
ZITLOSJ,X,X,O,X,X,O,O,X,X,X
ZITJLSO,O,X,O,O,X,O,X,X,X,O
ZITJLOS,X,X,O,X,X,O,O,X,X,O
ZITJSLO,O,X,O,O,O,O,X,X,X,O
ZITJSOL,O,X,O,O,O,X,X,X,X,X
ZITJOLS,X,X,O,X,X,O,O,X,X,O
ZITJOSL,O,X,O,X,O,X,O,X,X,X
ZITSLJO,O,X,O,O,X,X,X,X,X,O
ZITSLOJ,O,X,O,O,X,X,O,X,X,X
ZITSJLO,O,X,O,O,X,X,X,X,X,O
ZITSJOL,O,X,O,O,X,X,X,X,X,X
ZITSOLJ,O,X,O,O,X,X,O,X,X,X
ZITSOJL,O,X,O,O,X,X,O,X,X,X
ZITOLJS,O,X,O,X,X,X,O,X,X,O
ZITOLSJ,O,X,O,X,X,X,O,X,X,X
ZITOJLS,O,X,O,X,X,X,O,X,X,O
ZITOJSL,O,X,O,X,O,X,O,X,X,X
ZITOSLJ,O,X,O,X,X,X,O,X,X,X
ZITOSJL,O,X,O,X,X,X,O,X,X,X
ZILTJSO,X,X,O,X,O,O,X,X,X,O
ZILTJOS,X,X,O,X,O,O,O,X,X,O
ZILTSJO,X,X,O,O,X,O,X,X,X,O
ZILTSOJ,X,X,O,O,X,O,O,X,X,X
ZILTOJS,X,X,O,X,O,O,O,X,X,O
ZILTOSJ,X,X,O,X,X,O,O,X,X,X
ZILJTSO,X,X,O,O,O,O,X,X,X,O
ZILJTOS,X,X,O,X,O,O,X,X,X,O
ZILJSTO,X,X,O,O,O,O,X,X,X,O
ZILJSOT,X,X,O,O,O,O,X,X,X,O
ZILJOTS,X,X,O,X,O,O,O,X,X,O
ZILJOST,X,X,O,O,O,O,O,X,X,O
ZILSTJO,X,X,O,O,O,X,X,X,X,X
ZILSTOJ,X,X,O,O,O,X,X,X,X,X
ZILSJTO,X,X,O,O,O,X,X,X,X,O
ZILSJOT,X,X,O,O,O,X,X,X,X,O
ZILSOTJ,X,X,X,O,O,X,X,X,X,X
ZILSOJT,X,X,X,X,O,X,O,X,X,X
ZILOTJS,X,X,O,X,O,O,O,X,X,X
ZILOTSJ,X,X,O,X,O,O,O,X,X,X
ZILOJTS,X,X,O,X,O,O,O,X,X,O
ZILOJST,X,X,O,X,O,O,O,X,X,O
ZILOSTJ,X,X,O,O,O,X,X,X,X,X
ZILOSJT,X,X,O,X,O,X,O,X,X,X
ZIJTLSO,X,X,O,O,X,O,X,X,X,O
ZIJTLOS,X,X,O,X,X,O,X,X,X,O
ZIJTSLO,O,X,O,O,X,O,X,X,X,O
ZIJTSOL,X,X,O,O,X,X,X,X,X,X
ZIJTOLS,X,X,O,X,X,O,X,X,X,O
ZIJTOSL,X,X,O,X,X,X,X,X,X,X
ZIJLTSO,X,X,O,O,X,O,X,X,X,O
ZIJLTOS,X,X,O,X,X,O,X,X,X,O
ZIJLSTO,O,X,O,O,X,O,X,X,X,O
ZIJLSOT,O,X,O,O,X,O,X,X,X,O
ZIJLOTS,X,X,O,X,X,O,O,X,X,O
ZIJLOST,X,X,O,O,X,O,O,X,X,O
ZIJSTLO,O,X,O,O,X,O,X,X,X,X
ZIJSTOL,X,X,O,O,X,X,X,X,X,X
ZIJSLTO,O,X,O,O,X,O,X,X,X,O
ZIJSLOT,O,X,O,O,X,O,X,X,X,O
ZIJSOTL,X,X,O,O,X,X,X,X,X,X
ZIJSOLT,O,X,O,O,X,X,X,X,X,X
ZIJOTLS,X,X,O,X,X,O,O,X,X,X
ZIJOTSL,X,X,O,X,X,X,X,X,X,X
ZIJOLTS,X,X,O,X,X,O,O,X,X,O
ZIJOLST,X,X,O,O,X,O,O,X,X,O
ZIJOSTL,X,X,O,O,X,X,X,X,X,X
ZIJOSLT,O,X,O,O,X,X,O,X,X,X
ZISTLJO,O,X,O,O,O,X,X,X,X,X
ZISTLOJ,O,X,O,O,O,X,X,X,X,X
ZISTJLO,O,X,O,O,O,X,X,X,X,X
ZISTJOL,O,X,O,O,O,X,X,X,X,X
ZISTOLJ,O,X,O,O,O,X,X,X,X,X
ZISTOJL,O,X,O,O,O,X,X,X,X,X
ZISLTJO,O,X,O,O,O,X,X,X,X,X
ZISLTOJ,O,X,O,O,O,X,X,X,X,X
ZISLJTO,O,X,O,O,O,X,X,X,X,O
ZISLJOT,O,X,O,O,O,X,X,X,X,O
ZISLOTJ,O,X,X,O,O,X,X,X,X,X
ZISLOJT,O,X,X,X,O,X,O,X,X,X
ZISJTLO,O,X,O,O,O,X,X,X,X,X
ZISJTOL,X,X,O,O,O,X,X,X,X,X
ZISJLTO,O,X,O,O,O,X,X,X,X,O
ZISJLOT,O,X,O,O,O,X,X,X,X,O
ZISJOTL,X,X,O,O,X,X,X,X,X,X
ZISJOLT,O,X,O,O,X,X,X,X,X,X
ZISOTLJ,O,X,O,O,O,X,X,X,X,X
ZISOTJL,O,X,O,O,O,X,X,X,X,X
ZISOLTJ,O,X,O,O,O,X,X,X,X,X
ZISOLJT,O,X,O,X,O,X,O,X,X,X
ZISOJTL,O,X,O,O,O,X,X,X,X,X
ZISOJLT,O,X,O,O,O,X,O,X,X,X
ZIOTLJS,O,X,O,X,O,X,O,X,X,X
ZIOTLSJ,O,X,O,X,O,X,O,X,X,X
ZIOTJLS,O,X,O,X,X,X,O,X,X,X
ZIOTJSL,O,X,O,X,O,X,O,X,X,X
ZIOTSLJ,O,X,O,X,O,X,O,X,X,X
ZIOTSJL,O,X,O,X,O,X,O,X,X,X
ZIOLTJS,O,X,O,X,O,X,O,X,X,X
ZIOLTSJ,O,X,O,X,O,X,O,X,X,X
ZIOLJTS,X,X,O,X,O,X,O,X,X,O
ZIOLJST,O,X,O,X,O,X,O,X,X,O
ZIOLSTJ,O,X,O,O,O,X,X,X,X,X
