sequence,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcBuiBTfBigB8m?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRcB3dBFhBCn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8Je06IvhFlbBRdB2kB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhFxbBldBCgB/mBUn?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFRbBzcBuiB3gBlm?BUqB,v115@8gA8HeB8HeG8AeF8BeF8JeT6IvhFxbBldBykBUiBGm?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhF0cBldBTfB2lBCn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8Jex6IvhFlcB3dB2kBzgBCn?BUqB,v115@8gA8HeB8HeG8AeF8BeF8Jel6IvhFRdB2kB0gB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFfgB8gBRdBGiBlm?BTqB,v115@8gA8HeB8HeG8AeF8BeF8JeO/IvhF8fBRdB1lB6mBTn?B3qB,v115@8gA8HeB8HeG8AeF8BeF8JeK/IvhFzcBuiBRgB3gBlm?BUqB
STIOZJL,X,O,X,O,X,X,X,X,X,X,X,X
STLIJZO,X,O,X,O,O,X,X,O,X,O,X,X
STLIJOZ,X,X,X,O,O,X,X,O,X,O,X,O
STLIZJO,X,O,X,O,O,X,X,X,X,O,X,X
STLIZOJ,X,O,X,O,O,X,X,X,X,X,X,X
STLIOJZ,X,X,X,O,O,O,X,O,X,O,X,O
STLIOZJ,X,O,X,O,O,O,X,O,X,X,X,X
STLJIZO,X,O,X,O,O,X,X,O,X,O,X,X
STLJIOZ,X,X,X,O,O,O,X,O,X,O,X,O
STLJZIO,X,O,X,O,O,X,X,O,X,O,X,X
STLJZOI,X,O,X,O,O,X,X,X,X,O,X,X
STLJOIZ,X,X,X,O,O,O,X,O,X,O,X,O
STLJOZI,X,O,X,X,O,X,X,O,X,O,X,X
STLZIJO,X,O,X,O,O,X,X,X,X,O,X,X
STLZIOJ,X,O,X,O,O,O,X,X,X,X,X,X
STLZJIO,X,O,X,O,O,O,X,O,X,O,X,X
STLZJOI,X,O,X,O,O,O,X,X,X,O,O,X
STLZOIJ,X,O,X,O,O,O,X,O,X,X,O,X
STLZOJI,X,O,X,O,O,O,X,O,X,O,O,X
STLOIJZ,X,O,X,O,O,O,X,O,X,O,X,O
STLOIZJ,X,O,X,O,O,O,X,O,X,X,O,X
STLOJIZ,X,O,X,O,O,O,X,O,X,O,X,O
STLOJZI,X,O,X,O,O,X,X,O,X,O,X,X
STLOZIJ,X,O,X,O,O,O,X,O,X,X,O,X
STLOZJI,X,O,X,O,O,O,X,O,X,O,O,X
STJILZO,X,X,X,O,O,X,O,O,X,O,X,X
STJILOZ,X,X,X,O,O,X,X,O,X,O,X,X
STJIZLO,X,O,X,O,X,X,X,X,X,O,X,X
STJIZOL,X,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,O,O,X,X,O,X,X,X,X
STJIOZL,X,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,X,O,X,O,O,X,O,O,X,O,X,X
STJLIOZ,X,X,X,O,O,O,X,O,X,O,X,O
STJLZIO,X,O,X,O,O,X,O,O,X,O,X,X
STJLZOI,X,O,X,O,O,X,O,X,X,O,X,X
STJLOIZ,X,X,X,O,O,O,O,O,X,O,X,O
STJLOZI,X,O,X,X,O,X,O,O,X,O,X,X
STJZILO,X,O,X,O,X,X,X,X,X,O,X,X
STJZIOL,X,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,X,O,X,O,O,X,X,X,X,O,X,X
STJZLOI,X,O,X,O,O,X,X,X,X,O,X,X
STJZOIL,X,O,X,O,X,X,X,X,X,X,X,X
STJZOLI,X,O,X,O,O,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,X,O,O,X,X,X,X
STJOIZL,X,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,O,O,X,O,O,X,X,X,O
STJOLZI,X,X,X,O,O,X,O,O,X,X,X,X
STJOZIL,X,O,X,O,X,X,X,X,X,X,X,X
STJOZLI,X,O,X,O,O,X,X,X,X,X,X,X
STZILJO,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,X,X,X,O,X,O,X,X,X,X,X,X
STZIJLO,X,O,X,O,X,O,X,X,X,X,X,X
STZIJOL,X,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,X,X,X,O,X,X,X,X,X,X,X,X
STZIOJL,X,O,X,O,X,X,X,X,X,X,X,X
STZLIJO,X,O,X,O,O,X,X,X,X,O,X,X
STZLIOJ,X,O,X,O,O,O,X,X,X,X,X,X
STZLJIO,X,O,X,O,O,O,X,X,X,O,X,X
STZLJOI,X,O,X,O,O,O,X,X,X,O,O,X
STZLOIJ,X,O,X,O,O,O,X,X,X,X,O,X
STZLOJI,X,O,X,O,O,O,X,X,X,O,O,X
STZJILO,X,O,X,O,X,O,X,X,X,O,X,X
STZJIOL,X,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,X,O,X,O,O,O,X,X,X,O,X,X
STZJLOI,X,O,X,O,O,O,X,X,X,O,O,X
STZJOIL,X,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,X,O,X,O,O,X,X,X,X,X,O,X
STZOILJ,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,X,O,X,O,X,X,X,X,X,X,X,X
STZOLIJ,X,X,X,O,O,X,X,X,X,X,O,X
STZOLJI,X,X,X,O,O,X,X,X,X,X,O,X
STZOJIL,X,O,X,O,X,X,X,X,X,X,X,X
STZOJLI,X,O,X,O,O,X,X,X,X,X,O,X
STOILJZ,X,X,X,O,O,X,X,O,X,X,X,X
STOILZJ,X,X,X,O,O,X,X,O,X,X,X,X
STOIJLZ,X,X,X,O,O,X,O,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,O,X,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,X,O,O,X,X,O,X,X,X,O
STOLIZJ,X,X,X,O,O,X,X,O,X,X,O,X
STOLJIZ,X,X,X,O,O,X,X,O,X,X,X,O
STOLJZI,X,X,X,O,O,X,X,O,X,X,X,X
STOLZIJ,X,X,X,O,O,X,X,O,X,X,O,X
STOLZJI,X,X,X,O,O,X,X,O,X,X,O,X
STOJILZ,X,X,X,O,O,X,O,O,X,X,X,X
STOJIZL,X,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,X,X,X,O,O,X,O,O,X,X,X,O
STOJLZI,X,X,X,O,O,X,O,O,X,X,X,X
STOJZIL,X,O,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,O,X,O,O,X,X,X,X,X,X,X
STOZILJ,X,X,X,O,X,X,X,X,X,X,X,X
STOZIJL,X,O,X,O,X,X,X,X,X,X,X,X
STOZLIJ,X,X,X,O,O,X,X,X,X,X,O,X
STOZLJI,X,X,X,O,O,X,X,X,X,X,O,X
STOZJIL,X,O,X,O,X,X,X,X,X,X,X,X
STOZJLI,X,O,X,O,O,X,X,X,X,X,O,X
SITLJZO,X,X,X,O,O,X,X,X,X,O,X,X
SITLJOZ,X,X,X,O,O,X,X,X,X,O,X,X
SITLZJO,X,O,X,O,O,X,X,X,X,O,X,X
SITLZOJ,X,X,X,O,O,X,X,X,X,X,X,X
SITLOJZ,X,X,X,O,O,X,X,X,X,O,X,X
SITLOZJ,X,X,X,O,O,X,X,X,X,X,X,X
SITJLZO,X,X,X,O,O,X,X,X,X,O,X,X
SITJLOZ,X,X,X,O,O,X,X,X,X,O,X,X
SITJZLO,X,O,X,O,X,X,X,X,X,O,X,X
SITJZOL,X,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,O,O,X,X,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,X,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,X,X,X,X
SITOLJZ,X,X,X,O,O,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,X,X,X,X,X,X,X
SITOJLZ,X,X,X,O,O,X,X,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,O,X,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,X,X
SILTJZO,X,O,O,O,O,X,X,O,X,O,X,X
SILTJOZ,X,X,O,O,O,X,X,O,X,O,X,X
SILTZJO,X,O,O,O,O,X,X,X,X,O,X,X
SILTZOJ,X,O,X,O,O,X,X,X,X,X,X,X
SILTOJZ,X,X,O,O,O,X,X,O,X,O,X,X
SILTOZJ,X,O,X,O,O,X,X,O,X,X,X,X
SILJTZO,X,O,O,O,O,X,X,O,X,O,X,X
SILJTOZ,X,X,O,O,O,X,X,O,X,O,X,X
SILJZTO,X,O,O,O,O,X,X,O,X,O,X,X
SILJZOT,X,O,O,O,X,X,X,X,X,X,X,X
SILJOTZ,X,X,O,O,O,X,X,O,X,O,X,X
SILJOZT,X,O,O,O,X,X,X,O,X,X,X,X
SILZTJO,X,O,O,O,O,X,X,X,X,O,X,X
SILZTOJ,X,O,X,O,O,X,X,X,X,X,X,X
SILZJTO,X,O,O,O,O,X,X,X,X,O,X,X
SILZJOT,X,O,O,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,X,O,X,X,X,X,X,X,X,X
SILZOJT,X,O,X,O,X,X,X,X,X,X,X,X
SILOTJZ,X,O,O,O,O,X,X,O,X,O,X,X
SILOTZJ,X,O,X,O,O,X,X,O,X,X,X,X
SILOJTZ,X,X,O,O,O,X,X,O,X,O,X,X
SILOJZT,X,O,O,O,X,X,X,O,X,X,X,X
SILOZTJ,X,O,X,O,X,X,X,O,X,X,X,X
SILOZJT,X,O,X,O,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,O,O,X,X,O,X,X,X,X
SIJTLOZ,X,X,X,O,O,X,X,O,X,X,X,X
SIJTZLO,X,O,X,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,O,X,X,O,O,X,X,X
SIJTOZL,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTZO,X,O,O,O,O,X,X,O,X,O,X,X
SIJLTOZ,X,X,O,O,O,X,X,O,X,O,X,X
SIJLZTO,X,O,O,O,O,X,X,O,X,O,X,X
SIJLZOT,X,O,O,O,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,O,O,O,X,X,O,X,O,X,X
SIJLOZT,X,X,O,O,X,X,X,O,X,X,X,X
SIJZTLO,X,O,O,O,X,X,X,X,X,X,X,X
SIJZTOL,X,O,O,O,X,X,X,X,X,X,X,X
SIJZLTO,X,O,O,O,X,X,X,O,X,X,X,X
SIJZLOT,X,O,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,O,X,X,X,X,X,X,X,X
SIJZOLT,X,O,O,O,X,X,X,O,X,X,X,X
SIJOTLZ,X,X,X,O,X,X,X,O,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,O,O,X,X,X,O,O,X,X,X
SIJOLZT,X,X,O,O,X,X,X,O,O,X,X,X
SIJOZTL,X,X,O,O,X,X,X,X,X,X,X,X
SIJOZLT,X,X,O,O,X,X,X,O,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,O,X,X,X,X,X,X,X,X
SIZTJLO,X,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,X,O,X,O,X,X,X,X,X,X,X,X
SIZLTJO,X,O,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,O,X,X,X,X,X,X,X,X
SIZLJTO,X,O,X,O,X,X,X,X,X,X,X,X
SIZLJOT,X,O,X,O,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,O,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,X,X,X,X,X,X,X,X
SIZJTOL,X,O,X,O,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,O,X,X,X,X,X,X,X,X
SIZJLOT,X,O,X,O,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,O,X,X,X,X,X,X,X,X
SIZJOLT,X,O,X,O,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,O,X,X,X,X,X,X,X,X
SIZOJTL,X,O,X,O,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,O,X,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,O,X,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,O,X,X,X,O,X,X,X,X
SIOLTZJ,X,X,O,O,X,X,X,O,X,X,O,X
SIOLJTZ,X,X,O,O,X,X,X,O,O,X,X,X
SIOLJZT,X,X,O,O,X,X,X,O,O,X,X,X
SIOLZTJ,X,X,O,O,X,X,X,O,X,X,X,X
SIOLZJT,X,X,O,O,X,X,X,X,O,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,O,O,X,X,X
SIOJTZL,X,X,X,O,X,X,X,X,X,X,X,X
SIOJLTZ,X,X,O,O,X,X,X,O,O,X,X,X
SIOJLZT,X,X,O,O,X,X,X,O,O,X,X,X
SIOJZTL,X,X,O,O,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,O,X,X,X,O,X,X,X,X
SIOZTLJ,X,X,X,O,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,O,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,O,X,X,X,O,X,X,X,X
SIOZLJT,X,X,X,O,X,X,X,X,X,X,X,X
SIOZJTL,X,O,X,O,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,O,X,X,X,X,X,X,X,X
SLTIJZO,X,O,O,O,O,X,X,O,X,O,X,X
SLTIJOZ,X,X,O,O,O,X,X,O,X,O,X,O
SLTIZJO,X,O,O,O,O,X,X,X,X,O,X,X
SLTIZOJ,X,O,X,O,O,X,X,X,X,X,X,X
SLTIOJZ,X,X,O,O,O,O,X,O,X,O,X,O
SLTIOZJ,X,O,O,O,O,O,X,O,X,X,X,X
SLTJIZO,X,O,O,O,O,X,O,O,X,O,X,X
SLTJIOZ,X,X,O,O,O,O,X,O,X,O,X,O
SLTJZIO,X,O,O,O,O,X,O,O,X,O,X,X
SLTJZOI,X,O,O,O,O,X,O,X,X,O,X,X
SLTJOIZ,X,X,O,O,O,O,O,O,X,O,X,O
SLTJOZI,X,O,O,X,O,X,O,O,X,O,X,X
SLTZIJO,X,O,O,O,O,X,X,X,X,O,X,X
SLTZIOJ,X,O,X,O,O,O,X,X,X,X,X,X
SLTZJIO,X,O,O,O,O,O,O,O,X,O,X,X
SLTZJOI,X,O,O,O,O,O,O,X,X,O,O,X
SLTZOIJ,X,O,O,O,O,O,O,O,X,X,O,X
SLTZOJI,X,O,O,O,O,O,O,O,X,O,O,X
SLTOIJZ,X,O,O,O,O,O,O,O,X,O,X,O
SLTOIZJ,X,O,O,O,O,O,O,O,X,X,O,X
SLTOJIZ,X,O,O,O,O,O,O,O,X,O,X,O
SLTOJZI,X,O,O,O,O,X,O,O,X,O,X,X
SLTOZIJ,X,O,O,O,O,O,O,O,X,X,O,X
SLTOZJI,X,O,O,O,O,O,O,O,X,O,O,X
SLITJZO,X,O,O,O,O,X,X,O,X,O,X,X
SLITJOZ,X,X,O,O,O,X,X,O,X,O,X,O
SLITZJO,X,O,O,O,O,X,X,X,X,O,X,X
SLITZOJ,X,O,X,O,O,X,X,X,X,X,X,X
SLITOJZ,X,X,O,O,O,O,X,O,X,O,X,O
SLITOZJ,X,O,O,O,O,O,X,O,X,X,X,X
SLIJTZO,X,O,O,O,O,X,X,O,X,O,X,X
SLIJTOZ,X,X,O,O,O,O,X,O,X,O,X,O
SLIJZTO,O,O,O,O,O,O,X,O,X,O,X,X
SLIJZOT,X,O,O,O,X,O,X,X,X,X,X,X
SLIJOTZ,X,X,O,O,O,O,X,O,X,O,X,X
SLIJOZT,X,O,O,O,X,O,X,O,X,X,X,X
SLIZTJO,O,O,O,O,O,X,X,X,X,O,X,X
SLIZTOJ,X,O,X,O,O,O,X,X,X,X,X,X
SLIZJTO,O,O,O,O,O,X,X,X,X,O,X,X
SLIZJOT,X,O,O,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,X,O,X,O,X,X,X,X,X,X
SLIZOJT,X,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,O,O,O,O,O,X,O,X,O,X,X
SLIOTZJ,X,O,O,O,O,O,X,O,X,X,X,X
SLIOJTZ,X,X,O,O,O,O,X,O,X,O,X,X
SLIOJZT,X,O,O,O,X,O,X,O,X,X,X,X
SLIOZTJ,X,O,O,O,X,O,X,O,X,X,X,X
SLIOZJT,X,O,O,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,O,O,O,X,O,O,X,O,X,X
SLJTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
SLJTZIO,X,O,O,O,O,X,O,O,X,O,X,X
SLJTZOI,X,O,O,O,O,X,O,X,O,O,X,X
SLJTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
SLJTOZI,X,O,O,X,O,X,O,O,O,O,X,X
SLJITZO,X,O,O,O,O,X,O,O,X,O,X,X
SLJITOZ,X,X,O,O,O,O,X,O,X,O,X,O
SLJIZTO,O,O,O,O,O,O,O,O,X,O,X,X
SLJIZOT,X,O,O,O,X,O,X,X,X,X,X,X
SLJIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
SLJIOZT,X,O,O,O,X,O,X,O,X,X,X,X
SLJZTIO,O,O,O,O,O,O,O,O,X,O,X,X
SLJZTOI,O,O,O,O,O,O,O,X,O,O,X,X
SLJZITO,O,O,O,O,O,O,O,O,X,O,X,X
SLJZIOT,X,O,O,O,X,O,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,O,O,O,O,O,X,X
SLJZOIT,O,O,O,O,X,O,O,O,O,X,X,X
SLJOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
SLJOTZI,X,O,O,X,O,X,O,O,O,O,X,X
SLJOITZ,X,X,O,O,O,O,O,O,O,O,X,X
SLJOIZT,O,O,O,O,X,O,O,O,O,X,X,X
SLJOZTI,O,O,O,O,X,O,O,O,O,O,X,X
SLJOZIT,O,O,O,O,X,O,O,O,O,X,X,X
SLZTIJO,O,O,O,O,O,X,X,X,X,O,X,X
SLZTIOJ,X,O,X,O,O,O,X,X,X,X,X,X
SLZTJIO,O,O,O,O,O,O,O,O,X,O,X,X
SLZTJOI,O,O,O,O,O,O,O,X,X,O,X,X
SLZTOIJ,O,O,O,O,O,O,O,O,X,X,X,X
SLZTOJI,O,O,O,O,O,O,O,O,X,O,X,X
SLZITJO,O,O,O,O,O,X,X,X,X,O,X,X
SLZITOJ,X,O,X,O,O,O,X,X,X,X,X,X
SLZIJTO,O,O,O,O,O,X,X,X,X,O,X,X
SLZIJOT,X,O,O,O,X,X,X,X,X,X,X,X
SLZIOTJ,X,O,X,O,X,O,X,X,X,X,X,X
SLZIOJT,X,O,X,O,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,O,O,O,O,O,X,O,X,X
SLZJTOI,O,O,O,O,O,O,O,X,O,O,X,X
SLZJITO,O,O,O,O,O,O,O,O,X,O,X,X
SLZJIOT,X,O,O,O,X,O,X,X,X,X,X,X
SLZJOTI,O,O,O,O,X,O,O,O,O,O,X,X
SLZJOIT,O,O,O,O,X,O,O,O,O,X,X,X
SLZOTIJ,O,O,O,O,X,O,O,O,X,X,X,X
SLZOTJI,O,O,O,O,X,O,O,O,X,O,X,X
SLZOITJ,O,O,O,O,X,O,O,O,X,X,X,X
SLZOIJT,O,O,O,O,X,X,X,X,O,X,X,X
SLZOJTI,O,O,O,O,X,O,O,O,O,O,X,X
SLZOJIT,O,O,O,O,X,O,O,O,O,X,X,X
SLOTIJZ,X,O,O,O,O,O,O,O,X,O,X,X
SLOTIZJ,X,O,O,O,O,O,O,O,X,X,O,X
SLOTJIZ,X,O,O,O,O,O,O,O,X,O,X,X
SLOTJZI,X,O,O,O,O,X,O,O,X,O,X,X
SLOTZIJ,X,O,O,O,O,O,O,O,X,X,O,X
SLOTZJI,X,O,O,O,O,O,O,O,X,O,O,X
SLOITJZ,X,O,O,O,O,O,O,O,X,O,X,X
SLOITZJ,X,O,O,O,O,O,O,O,X,X,O,X
SLOIJTZ,X,X,O,O,O,O,O,O,O,O,X,X
SLOIJZT,O,O,O,O,X,O,O,O,O,X,X,X
SLOIZTJ,O,O,O,O,X,O,O,O,X,X,X,X
SLOIZJT,O,O,O,O,X,X,X,X,O,X,X,X
SLOJTIZ,X,O,O,O,O,O,O,O,O,O,X,X
SLOJTZI,X,O,O,O,O,X,O,O,O,O,X,X
SLOJITZ,X,X,O,O,O,O,O,O,O,O,X,X
SLOJIZT,O,O,O,O,X,O,O,O,O,X,X,X
SLOJZTI,O,O,O,O,X,O,O,O,O,O,X,X
SLOJZIT,O,O,O,O,X,O,O,O,O,X,X,X
SLOZTIJ,O,O,O,O,X,O,O,O,X,X,X,X
SLOZTJI,O,O,O,O,X,O,O,O,X,O,X,X
SLOZITJ,O,O,O,O,X,O,O,O,X,X,X,X
SLOZIJT,O,O,O,O,X,X,X,X,O,X,X,X
SLOZJTI,O,O,O,O,X,O,O,O,O,O,X,X
SLOZJIT,O,O,O,O,X,O,O,O,O,X,X,X
SJTILZO,X,X,X,O,O,X,O,O,X,X,X,X
SJTILOZ,X,X,X,O,O,X,X,O,X,X,X,X
SJTIZLO,X,O,X,O,X,X,X,X,X,X,X,X
SJTIZOL,X,O,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,O,O,X,X,O,O,X,X,X
SJTIOZL,X,X,X,O,X,X,X,X,X,X,X,X
SJTLIZO,X,O,X,O,O,X,O,O,X,X,X,X
SJTLIOZ,X,X,X,O,O,O,X,O,X,X,X,O
SJTLZIO,X,O,X,O,O,X,O,O,X,X,X,X
SJTLZOI,X,O,X,O,O,X,O,X,O,X,X,X
SJTLOIZ,X,X,X,O,O,O,O,O,O,X,X,O
SJTLOZI,X,O,X,X,O,X,O,O,O,X,X,X
SJTZILO,X,O,X,O,X,X,X,X,X,X,X,X
SJTZIOL,X,O,X,O,X,X,X,X,X,X,X,X
SJTZLIO,X,O,X,O,O,X,X,X,X,X,X,X
SJTZLOI,X,O,X,O,O,X,X,X,O,X,X,X
SJTZOIL,X,O,X,O,X,X,X,X,X,X,X,X
SJTZOLI,X,O,X,O,O,X,X,X,O,X,X,X
SJTOILZ,X,X,X,O,O,X,O,O,O,X,X,X
SJTOIZL,X,X,X,O,X,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,O,O,X,O,O,O,X,X,O
SJTOLZI,X,X,X,O,O,X,O,O,O,X,X,X
SJTOZIL,X,O,X,O,X,X,X,X,X,X,X,X
SJTOZLI,X,O,X,O,O,X,X,X,O,X,X,X
SJITLZO,X,X,X,O,O,X,O,O,X,X,X,X
SJITLOZ,X,X,X,O,O,X,X,O,X,X,X,X
SJITZLO,X,O,X,O,X,X,X,X,X,X,X,X
SJITZOL,X,O,X,O,X,X,X,X,X,X,X,X
SJITOLZ,X,X,X,O,O,X,X,O,O,X,X,X
SJITOZL,X,X,X,O,X,X,X,X,X,X,X,X
SJILTZO,X,O,O,O,O,X,O,O,X,O,X,X
SJILTOZ,X,X,O,O,O,X,X,O,X,O,X,X
SJILZTO,X,O,O,O,O,X,O,O,X,O,X,X
SJILZOT,X,O,O,O,X,X,X,X,X,X,X,X
SJILOTZ,X,X,O,O,O,X,X,O,X,O,X,X
SJILOZT,X,X,O,O,X,X,X,O,X,X,X,X
SJIZTLO,X,O,O,O,X,X,X,X,X,X,X,X
SJIZTOL,X,O,O,O,X,X,X,X,X,X,X,X
SJIZLTO,X,O,O,O,X,X,X,O,X,X,X,X
SJIZLOT,X,O,X,O,X,X,X,X,X,X,X,X
SJIZOTL,X,O,O,O,X,X,X,X,X,X,X,X
SJIZOLT,X,O,O,O,X,X,X,O,X,X,X,X
SJIOTLZ,X,X,X,O,X,X,X,O,O,X,X,X
SJIOTZL,X,X,X,O,X,X,X,X,X,X,X,X
SJIOLTZ,X,X,O,O,X,X,X,O,O,X,X,X
SJIOLZT,X,X,O,O,X,X,X,O,O,X,X,X
SJIOZTL,X,X,O,O,X,X,X,X,X,X,X,X
SJIOZLT,X,X,O,O,X,X,X,O,X,X,X,X
SJLTIZO,X,O,O,O,O,X,O,O,X,O,X,X
SJLTIOZ,X,X,O,O,O,O,X,O,X,O,X,O
SJLTZIO,X,O,O,O,O,X,O,O,X,O,X,X
SJLTZOI,X,O,O,O,O,X,O,X,O,O,X,X
SJLTOIZ,X,X,O,O,O,O,O,O,O,O,X,O
SJLTOZI,X,O,O,X,O,X,O,O,O,O,X,X
SJLITZO,X,O,O,O,O,X,O,O,X,O,X,X
SJLITOZ,X,X,O,O,O,O,X,O,X,O,X,O
SJLIZTO,O,O,O,O,O,O,O,O,X,O,X,X
SJLIZOT,X,O,O,O,X,O,X,X,X,X,X,X
SJLIOTZ,X,X,O,O,O,O,X,O,X,O,X,X
SJLIOZT,X,O,O,O,X,O,X,O,X,X,X,X
SJLZTIO,O,O,O,O,O,O,O,O,X,O,X,X
SJLZTOI,O,O,O,O,O,O,O,X,O,O,X,X
SJLZITO,O,O,O,O,O,O,O,O,X,O,X,X
SJLZIOT,X,O,O,O,X,O,X,X,X,X,X,X
SJLZOTI,O,O,O,O,X,O,O,O,O,O,X,X
SJLZOIT,O,O,O,O,X,O,O,O,O,X,X,X
SJLOTIZ,X,O,O,O,O,O,O,O,O,O,X,X
SJLOTZI,X,O,O,X,O,X,O,O,O,O,X,X
SJLOITZ,X,X,O,O,O,O,O,O,O,O,X,X
SJLOIZT,O,O,O,O,X,O,O,O,O,X,X,X
SJLOZTI,O,O,O,O,X,O,O,O,O,O,X,X
SJLOZIT,O,O,O,O,X,O,O,O,O,X,X,X
SJZTILO,O,O,O,O,X,O,X,X,X,X,X,X
SJZTIOL,O,O,O,O,X,X,X,X,X,X,X,X
SJZTLIO,O,O,O,O,O,O,X,X,X,X,X,X
SJZTLOI,O,O,O,O,O,O,X,X,O,X,O,X
SJZTOIL,O,O,O,O,X,X,X,X,X,X,X,X
SJZTOLI,O,O,X,O,O,X,X,X,O,X,O,X
SJZITLO,O,O,O,O,X,O,X,X,X,X,X,X
SJZITOL,O,O,O,O,X,X,X,X,X,X,X,X
SJZILTO,O,O,O,O,X,O,X,O,X,X,X,X
SJZILOT,O,O,X,O,X,O,X,X,X,X,X,X
SJZIOTL,O,O,O,O,X,X,X,X,X,X,X,X
