sequence,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhFTeB/mBFiBG?oBisB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jex7IvhF0dB6jBThB2?nBFsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBfjB6jBx?mBUsBFtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBlmBc?sBToBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBTjBl?mBcsBXtB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzdB5jB3hBV?sBatBUsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFCdBxiBXjBl?mBctBTsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFxdBCjBlmBT?oB0sBfsB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFfiB5jBziB0?mBlnByxB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcB5jB1nB0?mB3sBatB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhF6jBziBlmBx?sBfsB0sB,v115@zgB8HeD8FeD8FeE8EeF8CeA8Jem7IvhFzcBCjBlmBx?sBctB3sB
JLZTIOS,X,X,O,O,O,O,O,X,O,X,X,X
JLZTSIO,X,X,X,O,O,X,O,X,O,X,X,X
JLZTSOI,X,X,X,O,O,X,X,X,O,X,X,X
JLZTOIS,X,X,X,O,O,O,O,O,O,X,X,X
JLZTOSI,X,X,X,O,O,O,X,O,O,X,X,X
JLZITSO,X,X,O,X,O,X,O,X,O,X,X,X
JLZITOS,X,X,O,X,X,O,X,X,O,X,X,X
JLZISTO,O,X,O,X,O,X,O,X,O,O,X,X
JLZISOT,O,X,O,X,O,X,O,X,O,O,X,X
JLZIOTS,X,X,O,X,X,O,X,X,O,X,X,X
JLZIOST,O,X,O,X,O,X,O,X,O,O,X,X
JLZSTIO,O,X,X,X,O,X,X,X,O,O,X,X
JLZSTOI,O,X,X,X,O,X,X,X,O,O,X,X
JLZSITO,O,X,X,X,O,X,X,X,O,O,X,X
JLZSIOT,O,X,X,X,O,X,X,X,O,O,X,X
JLZSOTI,O,X,X,X,X,X,X,X,O,O,X,X
JLZSOIT,O,X,X,X,X,X,X,X,O,O,X,X
JLZOTIS,X,X,X,O,X,O,O,O,O,X,X,X
JLZOTSI,X,X,X,O,X,O,O,O,O,X,X,X
JLZOITS,X,X,X,X,X,O,O,O,O,X,X,X
JLZOIST,O,X,X,X,X,X,O,X,O,O,X,X
JLZOSTI,O,X,X,X,X,X,X,O,O,O,X,X
JLZOSIT,O,X,X,X,X,X,X,X,O,O,X,X
JLOTISZ,O,X,X,X,X,O,O,X,X,X,X,X
JLOTIZS,X,X,X,X,X,O,O,X,O,X,X,X
JLOTSIZ,O,X,X,X,X,O,O,X,X,X,X,X
JLOTSZI,O,X,X,X,X,O,O,X,X,X,X,X
JLOTZIS,X,X,X,X,X,O,O,O,O,X,X,X
JLOTZSI,X,X,X,X,X,O,O,O,O,X,X,X
JLOITSZ,O,X,X,X,X,O,X,X,X,X,X,X
JLOITZS,X,X,X,X,X,O,X,X,O,X,X,X
JLOISTZ,O,X,X,X,X,O,X,X,X,X,X,X
JLOISZT,O,X,X,X,X,X,X,X,O,X,X,X
JLOIZTS,X,X,X,X,X,O,X,O,O,X,X,X
JLOIZST,O,X,X,X,X,X,X,X,O,X,X,X
JLOSTIZ,O,X,X,X,X,O,X,X,X,X,X,X
JLOSTZI,O,X,X,X,X,O,X,X,X,X,X,X
JLOSITZ,O,X,X,X,X,O,X,X,X,X,X,X
JLOSIZT,O,X,X,X,X,X,X,X,O,X,X,X
JLOSZTI,O,X,X,X,X,X,X,O,O,X,X,X
JLOSZIT,O,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,X,X,X,O,X,O,O,O,O,X,X,X
JLOZTSI,X,X,X,O,X,O,O,O,O,X,X,X
JLOZITS,X,X,X,X,X,O,O,O,O,X,X,X
JLOZIST,O,X,X,X,X,X,O,X,O,X,X,X
JLOZSTI,O,X,X,X,X,X,X,O,O,X,X,X
JLOZSIT,O,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,O,O,O,O,O,O,O,X,X,O,X,X
JSTILOZ,O,O,O,X,X,O,O,X,X,X,X,X
JSTIZLO,O,O,O,X,X,O,X,X,X,O,X,X
JSTIZOL,O,O,O,X,X,X,X,X,X,O,X,X
JSTIOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JSTIOZL,O,O,O,X,X,X,X,X,X,O,X,X
JSTLIZO,O,O,O,O,O,O,O,X,X,O,X,X
JSTLIOZ,O,O,O,X,X,O,O,X,X,X,X,X
JSTLZIO,O,O,O,O,O,O,O,X,X,O,X,X
JSTLZOI,O,O,X,O,O,O,X,X,X,O,X,X
JSTLOIZ,O,O,O,X,X,O,O,X,X,X,X,X
JSTLOZI,O,O,X,X,X,O,O,X,X,X,X,X
JSTZILO,O,O,O,O,O,O,O,X,X,O,X,X
JSTZIOL,O,O,O,X,O,X,X,X,X,O,X,X
JSTZLIO,O,O,O,O,O,O,O,X,X,O,X,X
JSTZLOI,O,O,X,O,O,O,X,X,X,O,X,X
JSTZOIL,O,O,X,O,O,X,X,X,X,O,X,X
JSTZOLI,O,O,X,O,O,X,X,O,X,O,X,X
JSTOILZ,O,O,O,X,X,O,O,X,X,X,X,X
JSTOIZL,O,O,O,X,X,X,X,X,X,O,X,X
JSTOLIZ,O,O,O,X,X,O,O,X,X,X,X,X
JSTOLZI,O,O,X,X,X,O,O,X,X,X,X,X
JSTOZIL,O,O,X,X,X,X,O,X,X,O,X,X
JSTOZLI,O,O,X,X,X,X,O,X,X,O,X,X
JSITLZO,O,O,O,X,X,O,X,X,X,O,X,X
JSITLOZ,O,O,O,X,X,O,X,X,X,X,X,X
JSITZLO,O,O,O,X,X,O,X,X,X,O,X,X
JSITZOL,O,O,O,X,X,X,X,X,X,O,X,X
JSITOLZ,O,O,O,X,X,O,X,X,X,X,X,X
JSITOZL,O,O,O,X,X,X,X,X,X,O,X,X
JSILTZO,O,O,O,X,X,O,X,X,X,O,X,X
JSILTOZ,O,O,O,X,X,O,X,X,X,X,X,O
JSILZTO,O,O,O,X,X,X,X,X,O,O,X,X
JSILZOT,O,O,O,X,X,X,X,X,O,O,X,X
JSILOTZ,O,O,O,X,X,O,X,X,X,X,O,X
JSILOZT,O,O,O,X,X,X,X,X,O,X,X,X
JSIZTLO,O,O,O,X,O,O,X,X,O,O,X,X
JSIZTOL,O,X,O,X,O,X,X,X,X,O,X,X
JSIZLTO,O,O,O,X,O,X,X,X,O,O,X,X
JSIZLOT,O,O,O,X,O,X,X,X,O,O,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X,O,X,X
JSIZOLT,O,O,O,X,O,X,X,X,O,O,X,X
JSIOTLZ,O,O,O,X,X,O,X,X,X,X,O,X
JSIOTZL,O,O,O,X,X,X,X,X,X,O,X,X
JSIOLTZ,O,O,O,X,X,X,X,X,X,X,O,X
JSIOLZT,O,O,O,X,X,X,X,X,X,X,X,X
JSIOZTL,O,O,O,X,X,X,X,X,X,O,X,X
JSIOZLT,O,O,O,X,X,X,X,X,X,O,X,X
JSLTIZO,O,O,X,X,X,O,X,X,X,O,X,X
JSLTIOZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLTZIO,O,O,X,X,X,O,X,X,X,O,X,X
JSLTZOI,O,O,X,X,X,O,X,X,X,O,X,X
JSLTOIZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLTOZI,O,O,X,X,X,O,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,O,X,X,X,O,X,X
JSLITOZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X,O,O,X,X
JSLIZOT,O,O,X,X,X,X,X,X,O,O,X,X
JSLIOTZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,O,X,X,X
JSLZTIO,O,O,X,X,O,X,X,X,O,O,X,X
JSLZTOI,O,O,X,X,O,X,X,X,O,O,X,X
JSLZITO,O,O,X,X,O,X,X,X,O,O,X,X
JSLZIOT,O,O,X,X,O,X,X,X,O,O,X,X
JSLZOTI,O,O,X,X,X,X,X,X,O,O,X,X
JSLZOIT,O,O,X,X,X,X,X,X,O,O,X,X
JSLOTIZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLOTZI,O,O,X,X,X,O,X,X,X,X,X,X
JSLOITZ,O,O,X,X,X,O,X,X,X,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,O,X,X,X
JSLOZTI,O,O,X,X,X,X,X,X,O,X,X,X
JSLOZIT,O,O,X,X,X,X,X,X,O,X,X,X
JSZTILO,O,O,O,O,O,O,O,X,O,O,X,X
JSZTIOL,O,X,O,X,O,X,X,X,X,O,X,X
JSZTLIO,O,O,X,O,O,O,O,X,X,O,X,X
JSZTLOI,O,O,X,O,O,O,X,X,X,O,X,X
JSZTOIL,O,O,X,O,O,X,X,X,X,O,X,X
JSZTOLI,O,O,X,O,O,X,X,O,X,O,X,X
JSZITLO,O,O,O,X,O,O,X,X,O,O,X,X
JSZITOL,O,X,O,X,O,X,X,X,X,O,X,X
JSZILTO,O,O,O,X,O,X,O,X,O,O,X,X
JSZILOT,O,O,O,X,O,X,O,X,O,O,X,X
JSZIOTL,O,O,O,X,X,X,X,X,X,O,X,X
JSZIOLT,O,O,O,X,O,X,X,X,O,O,X,X
JSZLTIO,O,O,X,X,O,X,X,X,X,O,X,X
JSZLTOI,O,O,X,X,O,X,X,X,X,O,X,X
JSZLITO,O,O,X,X,O,X,X,X,O,O,X,X
JSZLIOT,O,O,X,X,O,X,X,X,O,O,X,X
JSZLOTI,O,O,X,X,X,X,X,X,X,O,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X,O,X,X
JSZOTIL,O,O,X,O,O,X,O,X,X,O,X,X
JSZOTLI,O,O,X,O,O,X,O,O,X,O,X,X
JSZOITL,O,O,X,X,X,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,O,X,O,X,O,O,X,X
JSZOLTI,O,O,X,X,X,X,X,O,X,O,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X,O,X,X
JSOTILZ,O,O,X,X,X,O,O,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X,O,X,X
JSOTLIZ,O,O,X,X,X,O,O,X,X,X,X,X
JSOTLZI,O,O,X,X,X,O,O,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,O,X,X,O,X,X
JSOTZLI,O,O,X,X,X,X,O,X,X,O,X,X
JSOITLZ,O,O,X,X,X,O,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,O,X,X
JSOILTZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X,X,O,X,X
JSOIZLT,O,O,X,X,X,X,X,X,X,O,X,X
JSOLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,O,X,X,X,X,X,X,X,X,X,X
JSOLITZ,O,O,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,O,X,X,X,X
JSOLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,O,O,X,O,X,X,O,X,X
JSOZTLI,O,O,X,O,O,X,O,O,X,O,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,O,X,X
JSOZILT,O,O,X,X,O,X,O,X,X,O,X,X
JSOZLTI,O,O,X,X,X,X,X,O,X,O,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,O,X,X
JZTILSO,X,X,O,O,O,X,O,X,O,X,X,X
JZTILOS,X,X,O,O,O,O,O,X,O,X,X,X
JZTISLO,X,X,O,O,O,X,O,X,O,O,X,X
JZTISOL,X,X,O,X,O,X,X,X,X,O,X,X
JZTIOLS,X,X,O,O,O,X,O,O,X,X,X,X
JZTIOSL,X,X,O,O,X,X,X,X,X,O,X,X
JZTLISO,X,X,O,O,O,X,O,X,X,X,X,X
JZTLIOS,X,X,O,O,O,O,O,X,X,X,X,X
JZTLSIO,X,X,O,O,O,X,O,X,X,X,X,X
JZTLSOI,X,X,X,O,O,X,X,X,X,X,X,X
JZTLOIS,X,X,X,O,O,O,O,O,X,X,X,X
JZTLOSI,X,X,X,O,O,O,O,O,X,X,X,X
JZTSILO,X,X,O,O,O,X,O,X,O,O,X,X
JZTSIOL,X,X,O,X,O,X,X,X,X,O,X,X
JZTSLIO,X,X,O,O,O,X,O,X,X,O,X,X
JZTSLOI,X,X,X,O,O,X,X,X,X,O,X,X
JZTSOIL,X,X,X,O,O,X,X,X,X,O,X,X
JZTSOLI,X,X,X,O,O,X,X,O,X,O,X,X
JZTOILS,X,X,O,O,O,X,O,O,X,X,X,X
JZTOISL,X,X,O,O,X,X,O,X,X,O,X,X
JZTOLIS,X,X,X,O,O,X,O,O,X,X,X,X
JZTOLSI,X,X,X,O,O,X,O,O,X,X,X,X
JZTOSIL,X,X,X,O,O,X,O,X,X,O,X,X
JZTOSLI,X,X,X,O,O,X,O,O,X,O,X,X
JZITLSO,X,X,O,O,O,X,O,X,O,X,X,X
JZITLOS,X,X,O,O,O,O,O,X,O,X,X,X
JZITSLO,X,X,O,O,O,X,O,X,O,O,X,X
JZITSOL,X,X,O,X,O,X,X,X,X,O,X,X
JZITOLS,X,X,O,O,O,X,O,O,X,X,X,X
JZITOSL,X,X,O,O,X,X,X,X,X,O,X,X
JZILTSO,X,X,O,X,O,X,O,X,O,X,X,X
JZILTOS,X,X,O,X,X,O,X,X,O,X,X,O
JZILSTO,O,X,O,X,O,X,O,X,O,O,X,X
JZILSOT,O,X,O,X,O,X,O,X,O,O,X,X
JZILOTS,X,X,O,X,X,O,X,X,O,X,O,X
JZILOST,O,X,O,X,O,X,O,X,O,O,X,X
JZISTLO,O,X,O,X,O,O,X,X,O,O,X,X
JZISTOL,O,X,O,X,O,X,X,X,X,O,X,X
JZISLTO,O,X,O,X,O,X,O,X,O,O,X,X
JZISLOT,O,X,O,X,O,X,O,X,O,O,X,X
JZISOTL,O,X,O,X,X,X,X,X,X,O,X,X
JZISOLT,O,X,O,X,O,X,X,X,O,O,X,X
JZIOTLS,X,X,O,O,X,X,O,O,X,X,O,X
JZIOTSL,X,X,O,O,X,X,O,X,X,O,X,X
JZIOLTS,X,X,O,X,X,X,O,O,O,X,O,X
JZIOLST,O,X,O,X,O,X,O,X,O,O,X,X
JZIOSTL,O,X,O,X,X,X,X,X,X,O,X,X
JZIOSLT,O,X,O,X,X,X,O,X,O,O,X,X
JZLTISO,X,X,O,O,O,X,O,X,O,X,X,X
JZLTIOS,X,X,O,O,O,O,O,X,O,X,X,X
JZLTSIO,X,X,X,O,O,X,O,X,O,X,X,X
JZLTSOI,X,X,X,O,O,X,X,X,O,X,X,X
JZLTOIS,X,X,X,O,O,O,O,O,O,X,X,X
JZLTOSI,X,X,X,O,O,O,X,O,O,X,X,X
JZLITSO,X,X,O,X,O,X,O,X,O,X,X,X
JZLITOS,X,X,O,X,X,O,X,X,O,X,X,X
JZLISTO,O,X,O,X,O,X,O,X,O,O,X,X
JZLISOT,O,X,O,X,O,X,O,X,O,O,X,X
JZLIOTS,X,X,O,X,X,O,X,X,O,X,X,X
JZLIOST,O,X,O,X,O,X,O,X,O,O,X,X
JZLSTIO,O,X,X,X,O,X,X,X,O,O,X,X
JZLSTOI,O,X,X,X,O,X,X,X,O,O,X,X
JZLSITO,O,X,X,X,O,X,X,X,O,O,X,X
JZLSIOT,O,X,X,X,O,X,X,X,O,O,X,X
JZLSOTI,O,X,X,X,X,X,X,X,O,O,X,X
JZLSOIT,O,X,X,X,X,X,X,X,O,O,X,X
JZLOTIS,X,X,X,O,X,O,O,O,O,X,X,X
JZLOTSI,X,X,X,O,X,O,O,O,O,X,X,X
JZLOITS,X,X,X,X,X,O,O,O,O,X,X,X
JZLOIST,O,X,X,X,X,X,O,X,O,O,X,X
JZLOSTI,O,X,X,X,X,X,X,O,O,O,X,X
JZLOSIT,O,X,X,X,X,X,X,X,O,O,X,X
JZSTILO,O,X,O,O,O,O,O,X,O,O,X,X
JZSTIOL,O,X,O,X,O,X,X,X,X,O,X,X
JZSTLIO,O,X,X,O,O,O,O,X,X,O,X,X
JZSTLOI,O,X,X,O,O,O,X,X,X,O,X,X
JZSTOIL,O,X,X,O,O,X,X,X,X,O,X,X
JZSTOLI,O,X,X,O,O,X,X,O,X,O,X,X
JZSITLO,O,X,O,X,O,O,X,X,O,O,X,X
JZSITOL,O,X,O,X,O,X,X,X,X,O,X,X
JZSILTO,O,X,O,X,O,X,O,X,O,O,X,X
JZSILOT,O,X,O,X,O,X,O,X,O,O,X,X
JZSIOTL,O,X,O,X,X,X,X,X,X,O,X,X
JZSIOLT,O,X,O,X,O,X,X,X,O,O,X,X
JZSLTIO,O,X,X,X,O,X,X,X,X,O,X,X
JZSLTOI,O,X,X,X,O,X,X,X,X,O,X,X
JZSLITO,O,X,X,X,O,X,X,X,O,O,X,X
JZSLIOT,O,X,X,X,O,X,X,X,O,O,X,X
JZSLOTI,O,X,X,X,X,X,X,X,X,O,X,X
JZSLOIT,O,X,X,X,X,X,X,X,X,O,X,X
JZSOTIL,O,X,X,O,O,X,O,X,X,O,X,X
JZSOTLI,O,X,X,O,O,X,O,O,X,O,X,X
JZSOITL,O,X,X,X,X,X,X,X,X,O,X,X
JZSOILT,O,X,X,X,O,X,O,X,O,O,X,X
JZSOLTI,O,X,X,X,X,X,X,O,X,O,X,X
JZSOLIT,O,X,X,X,X,X,X,X,X,O,X,X
JZOTILS,X,X,O,O,O,X,O,O,X,X,X,X
JZOTISL,X,X,O,O,X,X,O,X,X,O,X,X
JZOTLIS,X,X,X,O,O,X,O,O,X,X,X,X
JZOTLSI,X,X,X,O,O,X,O,O,X,X,X,X
JZOTSIL,X,X,X,O,O,X,O,X,X,O,X,X
JZOTSLI,X,X,X,O,O,X,O,O,X,O,X,X
JZOITLS,X,X,O,O,X,X,O,O,X,X,X,X
JZOITSL,X,X,O,O,X,X,O,X,X,O,X,X
JZOILTS,X,X,O,X,X,X,O,O,O,X,X,X
JZOILST,O,X,O,X,O,X,O,X,O,O,X,X
JZOISTL,O,X,O,X,X,X,X,X,X,O,X,X
JZOISLT,O,X,O,X,X,X,O,X,O,O,X,X
JZOLTIS,X,X,X,O,X,X,O,O,X,X,X,X
JZOLTSI,X,X,X,O,X,X,O,O,X,X,X,X
JZOLITS,X,X,X,X,X,X,O,O,X,X,X,X
JZOLIST,O,X,X,X,X,X,O,X,X,O,X,X
JZOLSTI,O,X,X,X,X,X,X,O,X,O,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X,O,X,X
JZOSTIL,O,X,X,O,O,X,O,X,X,O,X,X
JZOSTLI,O,X,X,O,O,X,O,O,X,O,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,O,X,X
JZOSILT,O,X,X,X,O,X,O,X,O,O,X,X
JZOSLTI,O,X,X,X,X,X,X,O,X,O,X,X
JZOSLIT,O,X,X,X,X,X,X,X,X,O,X,X
JOTILSZ,O,X,O,X,X,O,O,X,X,X,X,X
JOTILZS,X,O,X,O,O,O,O,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,X,X,X,X,X,X
JOTIZLS,X,O,X,X,X,X,O,X,X,X,X,X
JOTIZSL,X,O,O,X,X,X,O,X,X,X,X,X
JOTLISZ,O,X,X,X,X,O,O,X,X,X,X,X
JOTLIZS,X,O,X,O,O,O,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,O,O,X,X,X,X,X
JOTLSZI,O,X,X,X,X,O,O,X,X,X,X,X
JOTLZIS,X,O,X,O,O,O,O,O,X,X,X,X
JOTLZSI,X,O,X,O,O,O,O,O,X,X,X,X
JOTSILZ,O,O,O,X,X,X,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,O,X,X,X,X,X
JOTSLZI,O,O,X,X,X,X,O,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,O,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,O,X,X,X,X,X
JOTZILS,X,O,O,O,O,X,O,O,X,X,X,X
JOTZISL,X,O,O,O,X,X,O,X,X,X,X,X
JOTZLIS,X,O,X,O,O,X,O,O,X,X,X,X
JOTZLSI,X,O,X,O,O,X,O,O,X,X,X,X
JOTZSIL,X,O,X,O,O,X,O,X,X,X,X,X
JOTZSLI,X,O,X,O,O,X,O,O,X,X,X,X
JOITLSZ,O,X,O,X,X,O,O,X,X,X,O,X
JOITLZS,X,O,X,X,X,O,O,X,X,X,O,X
JOITSLZ,O,O,O,X,X,X,O,X,X,X,O,X
JOITSZL,O,O,O,X,X,X,X,X,X,X,X,X
JOITZLS,X,O,O,X,X,X,O,X,X,X,O,X
JOITZSL,X,O,O,X,X,X,O,X,X,X,X,X
JOILTSZ,O,X,O,X,X,O,X,X,X,X,O,O
JOILTZS,X,X,X,X,X,O,X,X,O,X,O,O
JOILSTZ,O,X,O,X,X,O,X,X,X,X,O,X
JOILSZT,O,X,O,X,X,X,X,X,O,X,X,X
JOILZTS,X,X,O,X,X,O,X,O,O,X,O,X
JOILZST,O,X,O,X,X,X,X,X,O,X,X,X
JOISTLZ,O,O,O,X,X,O,X,X,X,X,O,X
JOISTZL,O,O,O,X,X,X,X,X,X,O,X,X
JOISLTZ,O,O,O,X,X,X,X,X,X,X,O,X
JOISLZT,O,O,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,O,X,X,X,X,X,X,O,X,X
JOISZLT,O,O,O,X,X,X,X,X,X,O,X,X
JOIZTLS,X,X,O,O,X,X,O,O,X,X,O,X
JOIZTSL,X,X,O,O,X,X,O,X,X,O,X,X
JOIZLTS,X,X,O,X,X,X,O,O,O,X,O,X
JOIZLST,O,X,O,X,X,X,O,X,O,O,X,X
JOIZSTL,O,X,O,X,X,X,X,X,X,O,X,X
JOIZSLT,O,X,O,X,X,X,O,X,O,O,X,X
JOLTISZ,O,X,X,X,X,O,O,X,X,X,X,X
JOLTIZS,X,X,X,X,X,O,O,X,O,X,X,X
JOLTSIZ,O,X,X,X,X,O,O,X,X,X,X,X
JOLTSZI,O,X,X,X,X,O,O,X,X,X,X,X
JOLTZIS,X,X,X,X,X,O,O,O,O,X,X,X
JOLTZSI,X,X,X,X,X,O,O,O,O,X,X,X
JOLITSZ,O,X,X,X,X,O,X,X,X,X,X,X
JOLITZS,X,X,X,X,X,O,X,X,O,X,X,X
JOLISTZ,O,X,X,X,X,O,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,O,X,X,X
JOLIZTS,X,X,X,X,X,O,X,O,O,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,O,X,X,X,X,O,X,X,X,X,X,X
JOLSTZI,O,X,X,X,X,O,X,X,X,X,X,X
JOLSITZ,O,X,X,X,X,O,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,O,X,X,X
JOLSZTI,O,X,X,X,X,X,X,O,O,X,X,X
JOLSZIT,O,X,X,X,X,X,X,X,O,X,X,X
JOLZTIS,X,X,X,O,X,O,O,O,O,X,X,X
JOLZTSI,X,X,X,O,X,O,O,O,O,X,X,X
JOLZITS,X,X,X,X,X,O,O,O,O,X,X,X
JOLZIST,O,X,X,X,X,X,O,X,O,X,X,X
JOLZSTI,O,X,X,X,X,X,X,O,O,X,X,X
JOLZSIT,O,X,X,X,X,X,X,X,O,X,X,X
JOSTILZ,O,O,X,X,X,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,O,X,X
JOSTLIZ,O,O,X,X,X,O,O,X,X,X,X,X
JOSTLZI,O,O,X,X,X,O,O,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,O,X,X,O,X,X
JOSTZLI,O,O,X,X,X,X,O,X,X,O,X,X
JOSITLZ,O,O,X,X,X,O,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,O,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,O,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,O,O,X,O,X,X,O,X,X
JOSZTLI,O,O,X,O,O,X,O,O,X,O,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,O,X,X
JOSZILT,O,O,X,X,O,X,O,X,X,O,X,X
JOSZLTI,O,O,X,X,X,X,X,O,X,O,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,O,X,X
JOZTILS,X,X,O,O,O,X,O,O,X,X,X,X
JOZTISL,X,X,O,O,X,X,O,X,X,O,X,X
JOZTLIS,X,X,X,O,O,X,O,O,X,X,X,X
JOZTLSI,X,X,X,O,O,X,O,O,X,X,X,X
JOZTSIL,X,X,X,O,O,X,O,X,X,O,X,X
JOZTSLI,X,X,X,O,O,X,O,O,X,O,X,X
JOZITLS,X,X,O,O,X,X,O,O,X,X,X,X
JOZITSL,X,X,O,O,X,X,O,X,X,O,X,X
JOZILTS,X,X,O,X,X,X,O,O,O,X,X,X
JOZILST,O,X,O,X,O,X,O,X,O,O,X,X
JOZISTL,O,X,O,X,X,X,X,X,X,O,X,X
JOZISLT,O,X,O,X,X,X,O,X,O,O,X,X
JOZLTIS,X,X,X,O,X,X,O,O,X,X,X,X
JOZLTSI,X,X,X,O,X,X,O,O,X,X,X,X
JOZLITS,X,X,X,X,X,X,O,O,X,X,X,X
JOZLIST,O,X,X,X,X,X,O,X,X,O,X,X
JOZLSTI,O,X,X,X,X,X,X,O,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,O,X,X
JOZSTIL,O,X,X,O,O,X,O,X,X,O,X,X
JOZSTLI,O,X,X,O,O,X,O,O,X,O,X,X
JOZSITL,O,X,X,X,X,X,X,X,X,O,X,X
JOZSILT,O,X,X,X,O,X,O,X,O,O,X,X
JOZSLTI,O,X,X,X,X,X,X,O,X,O,X,X
JOZSLIT,O,X,X,X,X,X,X,X,X,O,X,X
STILJZO,O,O,O,O,O,O,O,X,X,O,X,X
STILJOZ,O,O,O,X,X,O,O,X,X,X,X,X
STILZJO,O,O,O,X,X,O,X,X,X,O,X,X
STILZOJ,X,O,X,X,X,O,X,X,X,O,X,X
STILOJZ,O,O,O,X,X,O,X,X,X,X,X,X
STILOZJ,X,O,O,X,X,O,X,X,X,X,X,X
STIJLZO,O,O,O,O,O,O,O,X,X,O,X,X
STIJLOZ,O,O,O,X,X,O,O,X,X,X,X,X
STIJZLO,O,O,O,X,X,O,X,X,X,O,X,X
STIJZOL,O,O,O,X,X,X,X,X,X,O,X,X
STIJOLZ,O,O,O,X,X,O,X,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,X,X,X,O,X,X
STIZLJO,O,O,O,X,X,O,X,X,X,O,X,X
STIZLOJ,X,O,X,X,X,O,X,X,X,O,X,X
