sequence,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFahBUdBFeB5?mBTnBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFxdB0hBliBX?hBmqBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBFeBThB6?nB8rBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jei7IvhFFdBXeBGhBT?nBxqBUrB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgB3iBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex9IvhF0gBlhB3iBT?lBOrBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBO?rBTlBCsB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je08IvhFxdBlgBunBi?mBTlB3rB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Jex8IvhFXeBlgBUiBK?rBWxBTqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8Je/AJvhFRcBThBliB8?rBCoBmqB,v115@zgB8HeB8GeD8EeD8FeF8BeD8JeT7IvhFuhBliB3lB8?rBZmBCtB
JLZTIOS,X,O,O,X,X,X,X,O,X,O,X,X
JLZTSIO,X,O,O,X,O,O,O,O,X,O,X,X
JLZTSOI,X,O,O,X,O,O,O,O,X,O,O,X
JLZTOIS,X,O,O,X,X,X,X,O,X,O,X,X
JLZTOSI,X,O,O,X,O,O,X,O,X,O,O,X
JLZITSO,X,O,O,X,O,O,X,O,X,O,X,X
JLZITOS,X,O,O,X,X,X,X,O,X,O,X,X
JLZISTO,X,X,O,X,O,O,O,O,X,O,X,X
JLZISOT,X,X,O,X,O,O,X,O,X,O,X,X
JLZIOTS,X,O,O,X,X,X,X,O,X,O,X,X
JLZIOST,X,X,O,X,X,X,X,O,X,O,X,X
JLZSTIO,X,O,O,X,O,O,O,O,X,O,X,X
JLZSTOI,X,O,O,X,O,O,O,O,X,O,O,X
JLZSITO,X,X,O,X,O,O,O,O,X,O,X,X
JLZSIOT,X,X,O,X,O,O,X,O,X,O,X,X
JLZSOTI,X,O,O,X,O,O,X,O,X,O,O,X
JLZSOIT,X,X,O,X,O,O,X,O,X,O,O,X
JLZOTIS,X,O,O,X,X,X,X,O,X,O,X,X
JLZOTSI,X,O,O,X,O,O,X,O,X,O,O,X
JLZOITS,X,O,O,X,X,X,X,O,X,O,X,X
JLZOIST,X,X,O,X,X,X,X,O,X,O,X,X
JLZOSTI,X,O,O,X,O,O,X,O,X,O,O,X
JLZOSIT,X,X,O,X,O,O,X,O,X,O,O,X
JLOTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JLOTIZS,O,O,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,O,O,O,O,X,X,X,X,X,X
JLOTSZI,O,O,O,X,O,O,X,O,X,O,X,X
JLOTZIS,O,O,O,X,X,X,X,O,X,O,X,X
JLOTZSI,O,O,O,X,O,O,X,O,X,O,X,X
JLOITSZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOITZS,O,O,X,X,X,X,X,X,X,X,X,X
JLOISTZ,O,O,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,O,O,X,O,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,X,X,X,X
JLOSTIZ,O,O,O,O,O,O,X,X,X,X,X,X
JLOSTZI,O,O,O,X,O,O,X,O,X,O,X,X
JLOSITZ,O,O,O,O,O,O,X,X,X,X,X,X
JLOSIZT,O,X,X,O,O,O,X,X,X,X,X,X
JLOSZTI,O,O,O,X,O,O,X,O,X,O,X,X
JLOSZIT,O,X,O,X,O,O,X,O,X,O,X,X
JLOZTIS,O,O,O,X,X,X,X,O,X,O,X,X
JLOZTSI,O,O,O,X,O,O,X,O,X,O,X,X
JLOZITS,O,O,O,X,X,X,X,O,X,O,X,X
JLOZIST,O,X,O,X,X,X,X,O,X,O,X,X
JLOZSTI,O,O,O,X,O,O,X,O,X,O,X,X
JLOZSIT,O,X,O,X,O,O,X,O,X,O,X,X
JSTILZO,O,O,O,O,O,O,X,X,O,X,X,X
JSTILOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSTIZLO,O,X,O,O,O,O,O,O,O,X,X,X
JSTIZOL,O,X,O,X,O,X,O,O,X,X,O,X
JSTIOLZ,O,O,O,O,O,X,X,X,X,X,X,X
JSTIOZL,O,X,O,X,O,X,X,X,X,X,X,X
JSTLIZO,O,O,O,O,O,O,X,O,O,O,X,X
JSTLIOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSTLZIO,O,O,O,X,O,O,X,O,O,O,X,X
JSTLZOI,O,O,O,X,O,O,X,O,O,O,O,X
JSTLOIZ,O,O,O,O,O,O,X,X,O,X,X,X
JSTLOZI,O,O,O,X,O,O,X,O,O,O,X,X
JSTZILO,O,X,O,X,O,O,O,O,O,O,X,X
JSTZIOL,O,X,O,X,O,X,O,O,X,X,O,X
JSTZLIO,O,X,O,X,O,O,O,O,O,O,X,X
JSTZLOI,O,X,O,X,O,O,O,O,O,O,O,X
JSTZOIL,O,X,O,X,O,X,O,O,X,X,O,X
JSTZOLI,O,X,O,X,O,X,O,O,O,X,O,X
JSTOILZ,O,O,O,O,O,X,X,X,X,X,X,X
JSTOIZL,O,X,O,O,O,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,O,O,X,X,X,O,X,X,X
JSTOLZI,O,O,O,X,O,X,X,X,O,X,X,X
JSTOZIL,O,X,O,X,O,X,X,O,X,X,O,X
JSTOZLI,O,X,O,X,O,X,X,O,O,X,O,X
JSITLZO,O,O,O,O,O,O,X,X,O,X,X,X
JSITLOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSITZLO,O,X,O,O,O,O,O,O,O,X,X,X
JSITZOL,O,X,O,X,O,X,O,O,X,X,O,X
JSITOLZ,O,O,O,O,O,X,X,X,X,X,X,X
JSITOZL,O,X,O,X,O,X,X,X,X,X,X,X
JSILTZO,O,O,O,O,O,O,O,X,O,O,X,X
JSILTOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSILZTO,O,X,O,O,O,O,O,X,O,O,X,X
JSILZOT,O,X,O,X,O,O,X,X,O,O,X,X
JSILOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JSILOZT,O,X,X,X,O,O,X,X,O,X,X,X
JSIZTLO,O,X,O,O,O,O,O,O,X,O,X,X
JSIZTOL,O,X,O,X,O,X,O,O,X,X,O,X
JSIZLTO,O,X,O,O,O,O,O,O,O,O,X,X
JSIZLOT,O,X,O,X,X,O,X,X,O,O,X,X
JSIZOTL,O,X,O,X,O,X,X,O,X,X,O,X
JSIZOLT,O,X,O,X,X,O,X,X,X,O,O,X
JSIOTLZ,O,O,O,O,O,X,X,X,X,X,X,X
JSIOTZL,O,X,O,X,O,X,X,X,X,X,X,X
JSIOLTZ,O,O,O,O,X,O,X,X,O,X,X,X
JSIOLZT,O,X,X,X,X,O,X,X,O,X,X,X
JSIOZTL,O,X,O,X,O,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,O,X,X,X,X,X,X
JSLTIZO,O,O,O,O,O,O,O,O,O,O,X,X
JSLTIOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLTZIO,O,O,O,X,O,O,O,O,O,O,X,X
JSLTZOI,O,O,O,X,O,O,O,O,O,O,O,X
JSLTOIZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLTOZI,O,O,O,X,O,O,X,O,O,O,X,X
JSLITZO,O,O,O,O,O,O,O,O,O,O,X,X
JSLITOZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLIZTO,O,X,O,O,O,O,O,O,O,O,X,X
JSLIZOT,O,X,O,X,O,O,X,O,O,O,X,X
JSLIOTZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLIOZT,O,X,X,X,O,O,X,X,O,X,X,X
JSLZTIO,O,O,O,X,O,O,O,O,O,O,X,X
JSLZTOI,O,O,O,X,O,O,O,O,O,O,O,X
JSLZITO,O,X,O,X,O,O,O,O,O,O,X,X
JSLZIOT,O,X,O,X,O,O,X,O,O,O,X,X
JSLZOTI,O,O,O,X,O,O,X,O,O,O,O,X
JSLZOIT,O,X,O,X,O,O,X,O,O,O,O,X
JSLOTIZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLOTZI,O,O,O,X,O,O,X,O,O,O,X,X
JSLOITZ,O,O,O,O,O,O,X,X,O,X,X,X
JSLOIZT,O,X,X,O,O,O,X,X,O,X,X,X
JSLOZTI,O,O,O,X,O,O,X,O,O,O,X,X
JSLOZIT,O,X,O,X,O,O,X,O,O,O,X,X
JSZTILO,O,X,O,X,O,O,O,O,O,O,X,O
JSZTIOL,O,X,O,X,O,X,O,O,X,X,O,O
JSZTLIO,O,X,O,X,O,O,O,O,O,O,X,O
JSZTLOI,O,X,O,X,O,O,O,O,O,O,O,O
JSZTOIL,O,X,O,X,O,X,O,O,X,X,O,O
JSZTOLI,O,X,O,X,O,X,O,O,O,X,O,O
JSZITLO,O,X,O,X,O,O,O,O,X,O,X,O
JSZITOL,O,X,O,X,O,X,O,O,X,X,O,O
JSZILTO,O,X,O,X,O,O,O,O,O,O,X,X
JSZILOT,O,X,O,X,X,O,X,X,O,O,X,X
JSZIOTL,O,X,O,X,O,X,X,O,X,X,O,O
JSZIOLT,O,X,O,X,X,O,X,X,X,O,O,X
JSZLTIO,O,X,O,X,O,O,O,O,O,O,X,O
JSZLTOI,O,X,O,X,O,O,O,O,O,O,O,O
JSZLITO,O,X,O,X,O,O,O,O,O,O,X,X
JSZLIOT,O,X,O,X,X,O,X,X,O,O,X,X
JSZLOTI,O,X,O,X,X,O,X,X,O,O,O,O
JSZLOIT,O,X,O,X,X,O,X,X,O,O,O,X
JSZOTIL,O,X,O,X,O,X,X,O,X,X,O,O
JSZOTLI,O,X,O,X,O,X,X,O,X,X,O,O
JSZOITL,O,X,O,X,O,X,X,O,X,X,O,O
JSZOILT,O,X,O,X,X,O,X,X,X,O,O,X
JSZOLTI,O,X,O,X,X,O,X,X,X,O,O,O
JSZOLIT,O,X,O,X,X,O,X,X,X,O,O,X
JSOTILZ,O,O,O,O,O,X,X,X,X,X,X,X
JSOTIZL,O,X,O,O,O,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,O,O,X,X,X,O,X,X,X
JSOTLZI,O,O,O,X,O,X,X,X,O,X,X,X
JSOTZIL,O,X,O,X,O,X,X,O,X,X,O,X
JSOTZLI,O,X,O,X,O,X,X,O,O,X,O,X
JSOITLZ,O,O,O,O,O,X,X,X,X,X,X,X
JSOITZL,O,X,O,O,O,X,X,X,X,X,X,X
JSOILTZ,O,O,O,O,X,O,X,X,O,X,X,X
JSOILZT,O,X,X,O,X,O,X,X,O,X,X,X
JSOIZTL,O,X,O,O,O,X,X,X,X,X,X,X
JSOIZLT,O,X,X,O,X,O,X,X,X,X,X,X
JSOLTIZ,O,O,O,O,X,O,X,X,O,X,X,X
JSOLTZI,O,O,O,X,X,O,X,X,O,O,X,X
JSOLITZ,O,O,O,O,X,O,X,X,O,X,X,X
JSOLIZT,O,X,X,O,X,O,X,X,O,X,X,X
JSOLZTI,O,O,O,X,X,O,X,X,O,O,X,X
JSOLZIT,O,X,O,X,X,O,X,X,O,O,X,X
JSOZTIL,O,X,O,X,O,X,X,O,X,X,O,O
JSOZTLI,O,X,O,X,O,X,X,O,X,X,O,O
JSOZITL,O,X,O,X,O,X,X,O,X,X,O,O
JSOZILT,O,X,O,X,X,O,X,X,X,O,O,X
JSOZLTI,O,X,O,X,X,O,X,X,X,O,O,O
JSOZLIT,O,X,O,X,X,O,X,X,X,O,O,X
JZTILSO,O,O,X,X,X,X,X,O,X,O,X,X
JZTILOS,X,O,X,X,X,X,X,O,X,O,X,X
JZTISLO,O,X,O,X,O,X,X,O,X,O,X,O
JZTISOL,O,X,O,X,O,X,X,O,X,X,O,O
JZTIOLS,X,O,X,X,X,X,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,O,X,X,O,X
JZTLISO,X,O,O,X,O,O,X,O,X,O,X,X
JZTLIOS,X,O,O,X,X,X,X,O,X,O,X,X
JZTLSIO,X,O,O,X,O,O,X,O,X,O,X,O
JZTLSOI,X,O,O,X,O,O,X,O,X,O,O,O
JZTLOIS,X,O,O,X,X,X,X,O,X,O,X,X
JZTLOSI,X,O,O,X,O,O,X,O,X,O,O,X
JZTSILO,O,X,O,X,O,O,O,O,O,O,X,O
JZTSIOL,O,X,O,X,O,X,O,O,X,X,O,O
JZTSLIO,O,X,O,X,O,O,O,O,O,O,X,O
JZTSLOI,O,X,O,X,O,O,O,O,O,O,O,O
JZTSOIL,O,X,O,X,O,X,O,O,X,X,O,O
JZTSOLI,O,X,O,X,O,X,O,O,O,X,O,O
JZTOILS,O,O,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,O,X,X,O,X
JZTOLIS,O,O,O,X,X,X,X,O,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,O,X,X,O,X
JZTOSIL,O,X,O,X,O,X,X,O,X,X,O,O
JZTOSLI,O,X,O,X,O,X,X,O,X,X,O,O
JZITLSO,O,O,X,X,X,X,X,O,X,O,X,X
JZITLOS,X,O,X,X,X,X,X,O,X,O,X,X
JZITSLO,O,X,O,X,O,X,X,O,X,O,X,O
JZITSOL,O,X,O,X,O,X,X,O,X,X,O,O
JZITOLS,X,O,X,X,X,X,X,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,O,X,X,O,X
JZILTSO,O,O,O,X,X,O,X,O,X,O,X,X
JZILTOS,X,O,O,X,X,X,X,X,X,O,X,X
JZILSTO,O,X,O,X,X,O,O,O,X,O,X,X
JZILSOT,O,X,O,X,X,O,X,X,X,O,X,X
JZILOTS,X,O,O,X,X,X,X,X,X,O,X,X
JZILOST,X,X,O,X,X,X,X,X,X,O,X,X
JZISTLO,O,X,O,X,O,O,O,O,X,O,X,O
JZISTOL,O,X,O,X,O,X,O,O,X,X,O,O
JZISLTO,O,X,O,X,O,O,O,O,O,O,X,X
JZISLOT,O,X,O,X,X,O,X,X,O,O,X,X
JZISOTL,O,X,O,X,O,X,X,O,X,X,O,O
JZISOLT,O,X,O,X,X,O,X,X,X,O,O,X
JZIOTLS,O,O,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,O,X,X,X,X,O,X,X,O,X
JZIOLTS,O,O,O,X,X,X,X,X,X,O,X,X
JZIOLST,O,X,O,X,X,X,X,X,X,O,X,X
JZIOSTL,O,X,O,X,X,X,X,O,X,X,O,X
JZIOSLT,O,X,O,X,X,X,X,X,X,O,O,X
JZLTISO,X,O,O,X,O,O,X,O,X,O,X,X
JZLTIOS,X,O,O,X,X,X,X,O,X,O,X,X
JZLTSIO,X,O,O,X,O,O,O,O,X,O,X,O
JZLTSOI,X,O,O,X,O,O,O,O,X,O,O,O
JZLTOIS,X,O,O,X,X,X,X,O,X,O,X,X
JZLTOSI,X,O,O,X,O,O,X,O,X,O,O,X
JZLITSO,X,O,O,X,O,O,X,O,X,O,X,X
JZLITOS,X,O,O,X,X,X,X,O,X,O,X,X
JZLISTO,X,X,O,X,O,O,O,O,X,O,X,X
JZLISOT,X,X,O,X,O,O,X,O,X,O,X,X
JZLIOTS,X,O,O,X,X,X,X,O,X,O,X,X
JZLIOST,X,X,O,X,X,X,X,O,X,O,X,X
JZLSTIO,X,O,O,X,O,O,O,O,X,O,X,O
JZLSTOI,X,O,O,X,O,O,O,O,X,O,O,O
JZLSITO,X,X,O,X,O,O,O,O,X,O,X,X
JZLSIOT,X,X,O,X,O,O,X,O,X,O,X,X
JZLSOTI,X,O,O,X,O,O,X,O,X,O,O,O
JZLSOIT,X,X,O,X,O,O,X,O,X,O,O,X
JZLOTIS,X,O,O,X,X,X,X,O,X,O,X,X
JZLOTSI,X,O,O,X,O,O,X,O,X,O,O,X
JZLOITS,X,O,O,X,X,X,X,O,X,O,X,X
JZLOIST,X,X,O,X,X,X,X,O,X,O,X,X
JZLOSTI,X,O,O,X,O,O,X,O,X,O,O,X
JZLOSIT,X,X,O,X,O,O,X,O,X,O,O,X
JZSTILO,O,X,O,X,O,O,O,O,O,O,X,O
JZSTIOL,O,X,O,X,O,X,O,O,X,X,O,O
JZSTLIO,O,X,O,X,O,O,O,O,O,O,X,O
JZSTLOI,O,X,O,X,O,O,O,O,O,O,O,O
JZSTOIL,O,X,O,X,O,X,O,O,X,X,O,O
JZSTOLI,O,X,O,X,O,X,O,O,O,X,O,O
JZSITLO,O,X,O,X,O,O,O,O,X,O,X,O
JZSITOL,O,X,O,X,O,X,O,O,X,X,O,O
JZSILTO,O,X,O,X,O,O,O,O,O,O,X,X
JZSILOT,O,X,O,X,X,O,X,X,O,O,X,X
JZSIOTL,O,X,O,X,O,X,X,O,X,X,O,O
JZSIOLT,O,X,O,X,X,O,X,X,X,O,O,X
JZSLTIO,O,X,O,X,O,O,O,O,O,O,X,O
JZSLTOI,O,X,O,X,O,O,O,O,O,O,O,O
JZSLITO,O,X,O,X,O,O,O,O,O,O,X,X
JZSLIOT,O,X,O,X,X,O,X,X,O,O,X,X
JZSLOTI,O,X,O,X,X,O,X,X,O,O,O,O
JZSLOIT,O,X,O,X,X,O,X,X,O,O,O,X
JZSOTIL,O,X,O,X,O,X,X,O,X,X,O,O
JZSOTLI,O,X,O,X,O,X,X,O,X,X,O,O
JZSOITL,O,X,O,X,O,X,X,O,X,X,O,O
JZSOILT,O,X,O,X,X,O,X,X,X,O,O,X
JZSOLTI,O,X,O,X,X,O,X,X,X,O,O,O
JZSOLIT,O,X,O,X,X,O,X,X,X,O,O,X
JZOTILS,O,O,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,X,O,X,X,X,X,O,X,X,O,X
JZOTLIS,O,O,O,X,X,X,X,O,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,O,X,X,O,X
JZOTSIL,O,X,O,X,O,X,X,O,X,X,O,O
JZOTSLI,O,X,O,X,O,X,X,O,X,X,O,O
JZOITLS,O,O,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,X,O,X,X,X,X,O,X,X,O,X
JZOILTS,O,O,O,X,X,X,X,X,X,O,X,X
JZOILST,O,X,O,X,X,X,X,X,X,O,X,X
JZOISTL,O,X,O,X,X,X,X,O,X,X,O,X
JZOISLT,O,X,O,X,X,X,X,X,X,O,O,X
JZOLTIS,O,O,O,X,X,X,X,X,X,O,X,X
JZOLTSI,O,O,O,X,X,O,X,X,X,O,O,X
JZOLITS,O,O,O,X,X,X,X,X,X,O,X,X
JZOLIST,O,X,O,X,X,X,X,X,X,O,X,X
JZOLSTI,O,O,O,X,X,O,X,X,X,O,O,X
JZOLSIT,O,X,O,X,X,O,X,X,X,O,O,X
JZOSTIL,O,X,O,X,O,X,X,O,X,X,O,O
JZOSTLI,O,X,O,X,O,X,X,O,X,X,O,O
JZOSITL,O,X,O,X,O,X,X,O,X,X,O,O
JZOSILT,O,X,O,X,X,O,X,X,X,O,O,X
JZOSLTI,O,X,O,X,X,O,X,X,X,O,O,O
JZOSLIT,O,X,O,X,X,O,X,X,X,O,O,X
JOTILSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,X,O,O,X,X,X,X,X,X,X,X
JOTIZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOTIZSL,O,X,O,O,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,O,O,O,X,X,X,X,X,X,X
JOTLSZI,O,O,O,X,O,X,X,O,X,X,X,X
JOTLZIS,O,O,O,X,X,X,X,O,X,X,X,X
JOTLZSI,O,O,O,X,O,X,X,O,X,X,X,X
JOTSILZ,O,O,O,O,O,X,X,X,X,X,X,X
JOTSIZL,O,X,O,O,O,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,O,O,X,X,X,O,X,X,X
JOTSLZI,O,O,O,X,O,X,X,X,O,X,X,X
JOTSZIL,O,X,O,X,O,X,X,O,X,X,O,X
JOTSZLI,O,X,O,X,O,X,X,O,O,X,O,X
JOTZILS,O,O,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,X,O,X,X,O,X
JOTZLIS,O,O,X,X,X,X,X,O,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,O,X,X,O,X
JOTZSIL,O,X,O,X,O,X,X,O,X,X,O,O
JOTZSLI,O,X,O,X,O,X,X,O,X,X,O,O
JOITLSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,X,O,O,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,O,X,X,X,X,X,X,X,X
JOITZSL,O,X,O,O,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISTZL,O,X,O,O,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,O,X,X,X
JOISLZT,O,X,X,O,X,X,X,X,O,X,X,X
JOISZTL,O,X,X,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,O,X,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,X,O,X,X,X,X,X,X,X,X
JOIZLTS,O,O,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,O,O,O,O,O,X,X,X,X,X,X
JOLTSZI,O,O,O,X,O,O,X,O,X,O,X,X
JOLTZIS,O,O,O,X,X,X,X,O,X,O,X,X
JOLTZSI,O,O,O,X,O,O,X,O,X,O,X,X
JOLITSZ,O,O,X,O,X,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,O,X,X,X,X,X,X,X,X
JOLIZTS,O,O,X,O,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,O,O,O,X,X,X,X,X,X
JOLSTZI,O,O,O,X,O,O,X,O,X,O,X,X
JOLSITZ,O,O,O,O,O,O,X,X,X,X,X,X
JOLSIZT,O,X,X,O,O,O,X,X,X,X,X,X
JOLSZTI,O,O,O,X,O,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,O,O,X,O,X,O,X,X
JOLZTIS,O,O,O,X,X,X,X,O,X,O,X,X
JOLZTSI,O,O,O,X,O,O,X,O,X,O,X,X
JOLZITS,O,O,O,X,X,X,X,O,X,O,X,X
JOLZIST,O,X,O,X,X,X,X,O,X,O,X,X
JOLZSTI,O,O,O,X,O,O,X,O,X,O,X,X
JOLZSIT,O,X,O,X,O,O,X,O,X,O,X,X
JOSTILZ,O,O,O,O,O,X,X,X,X,X,X,X
JOSTIZL,O,X,O,O,O,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,O,X,X,X,O,X,X,X
JOSTLZI,O,O,O,X,O,X,X,X,O,X,X,X
JOSTZIL,O,X,O,X,O,X,X,O,X,X,O,X
JOSTZLI,O,X,O,X,O,X,X,O,O,X,O,X
JOSITLZ,O,O,O,O,O,X,X,X,X,X,X,X
JOSITZL,O,X,O,O,O,X,X,X,X,X,X,X
JOSILTZ,O,O,O,O,X,O,X,X,O,X,X,X
JOSILZT,O,X,X,O,X,O,X,X,O,X,X,X
JOSIZTL,O,X,O,O,O,X,X,X,X,X,X,X
JOSIZLT,O,X,X,O,X,O,X,X,X,X,X,X
JOSLTIZ,O,O,O,O,X,O,X,X,O,X,X,X
JOSLTZI,O,O,O,X,X,O,X,X,O,O,X,X
JOSLITZ,O,O,O,O,X,O,X,X,O,X,X,X
JOSLIZT,O,X,X,O,X,O,X,X,O,X,X,X
JOSLZTI,O,O,O,X,X,O,X,X,O,O,X,X
JOSLZIT,O,X,O,X,X,O,X,X,O,O,X,X
JOSZTIL,O,X,O,X,O,X,X,O,X,X,O,O
JOSZTLI,O,X,O,X,O,X,X,O,X,X,O,O
JOSZITL,O,X,O,X,O,X,X,O,X,X,O,O
JOSZILT,O,X,O,X,X,O,X,X,X,O,O,X
JOSZLTI,O,X,O,X,X,O,X,X,X,O,O,O
JOSZLIT,O,X,O,X,X,O,X,X,X,O,O,X
JOZTILS,O,O,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,X,X,X,X,O,X,X,O,X
JOZTLIS,O,O,O,X,X,X,X,O,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X,O,X,X,O,X
JOZTSIL,O,X,O,X,O,X,X,O,X,X,O,O
JOZTSLI,O,X,O,X,O,X,X,O,X,X,O,O
JOZITLS,O,O,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,O,X,X,O,X
JOZILTS,O,O,O,X,X,X,X,X,X,O,X,X
JOZILST,O,X,O,X,X,X,X,X,X,O,X,X
JOZISTL,O,X,O,X,X,X,X,O,X,X,O,X
JOZISLT,O,X,O,X,X,X,X,X,X,O,O,X
JOZLTIS,O,O,O,X,X,X,X,X,X,O,X,X
JOZLTSI,O,O,O,X,X,O,X,X,X,O,O,X
JOZLITS,O,O,O,X,X,X,X,X,X,O,X,X
JOZLIST,O,X,O,X,X,X,X,X,X,O,X,X
JOZLSTI,O,O,O,X,X,O,X,X,X,O,O,X
JOZLSIT,O,X,O,X,X,O,X,X,X,O,O,X
JOZSTIL,O,X,O,X,O,X,X,O,X,X,O,O
JOZSTLI,O,X,O,X,O,X,X,O,X,X,O,O
JOZSITL,O,X,O,X,O,X,X,O,X,X,O,O
JOZSILT,O,X,O,X,X,O,X,X,X,O,O,X
JOZSLTI,O,X,O,X,X,O,X,X,X,O,O,O
JOZSLIT,O,X,O,X,X,O,X,X,X,O,O,X
STILJZO,O,O,O,O,O,X,O,X,O,O,X,X
STILJOZ,O,O,O,O,O,X,X,X,O,X,X,X
STILZJO,O,X,O,O,X,X,O,O,O,X,X,X
STILZOJ,O,O,O,X,X,X,O,X,X,X,X,X
STILOJZ,O,O,O,O,X,X,X,X,X,X,X,X
STILOZJ,O,O,O,O,X,X,O,X,X,X,X,X
STIJLZO,O,O,O,O,O,O,X,X,O,X,X,X
STIJLOZ,O,O,O,O,O,O,X,X,O,X,X,X
STIJZLO,O,X,O,O,O,O,O,O,O,X,X,X
STIJZOL,O,X,O,X,O,X,O,O,X,X,O,X
STIJOLZ,O,O,O,O,O,X,X,X,X,X,X,X
STIJOZL,O,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,X,O,O,X,X,O,X,O,X,X,X
STIZLOJ,O,X,O,X,X,X,O,X,X,X,X,X
