sequence,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGeBqnB/?oBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBGjBlmBU?oBXsBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF+hB0dB6jBV?tBzrB/sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBCeB+oBl?mBXsB8sB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFUdB1mBXjBG?jBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhF8iB+jB3hBF?iBzrBCtB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBfjB6jBW?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBWjBXjBS?tBUsBlrB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcBXeB+oB0?mBlnBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFzcB3iB+oBF?jB0mBSxB,v115@3gA8EeE8EeD8FeE8EeE8CeB8Jex6IvhFTeBFiB0mBG?oB3sBCsB
SIOTZLJ,X,O,O,X,O,X,X,X,X,X,X
SIOTZJL,X,O,O,O,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,O,O,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,X,O,O,X,X,X,X,X,X,O
SIOJTZL,X,X,O,O,X,X,X,X,X,X,O
SIOJLTZ,X,X,X,X,X,O,X,X,X,X,O
SIOJLZT,O,X,X,X,X,O,X,X,X,X,O
SIOJZTL,X,X,X,X,X,X,X,X,X,X,O
SIOJZLT,O,X,X,X,X,X,X,X,X,X,O
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,O,X,X,X,X,X
SIOZJTL,X,O,X,X,X,X,X,X,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X,X,X,O
SLTIJZO,O,X,X,O,O,O,X,X,X,X,X
SLTIJOZ,X,X,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,X,X,O,X,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,X,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,O,X,X,X,X,X,X
SLTJIZO,O,X,X,O,O,O,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,X,X,O,O,O,X,X,X,X,X
SLTJZOI,O,X,X,O,O,O,X,X,X,X,X
SLTJOIZ,X,X,X,O,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,X,X,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,X,O,X,X,X,X,X,X
SLTZJIO,O,O,X,X,O,X,X,X,X,X,X
SLTZJOI,O,O,X,X,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X,X,X
SLTOIJZ,X,X,X,O,X,X,X,X,X,X,X
SLTOIZJ,X,O,X,X,O,X,X,X,X,X,X
SLTOJIZ,X,X,X,O,X,X,X,X,X,X,X
SLTOJZI,X,X,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,O,X,X,X,X,X,X
SLTOZJI,X,O,X,X,O,X,X,X,X,X,X
SLITJZO,O,X,X,O,O,O,X,X,X,X,X
SLITJOZ,X,X,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,X,X,O,X,X,X,X,X,X
SLITZOJ,O,O,X,X,O,X,X,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X,X,X,X
SLITOZJ,X,O,X,X,O,X,X,X,X,X,X
SLIJTZO,O,X,X,O,O,O,X,X,X,O,X
SLIJTOZ,X,X,X,O,X,X,X,X,X,O,O
SLIJZTO,O,X,X,X,X,O,X,O,X,O,O
SLIJZOT,O,X,X,X,X,O,X,X,X,O,O
SLIJOTZ,X,X,X,X,X,O,X,X,X,O,O
SLIJOZT,O,X,X,X,X,O,X,X,X,O,O
SLIZTJO,O,O,X,X,O,X,X,O,X,X,O
SLIZTOJ,O,O,X,X,O,X,X,O,X,X,X
SLIZJTO,O,O,X,X,X,O,X,O,X,O,O
SLIZJOT,O,X,X,X,X,O,X,X,X,O,O
SLIZOTJ,O,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,O,O,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,O,X,X,X,X,X
SLIOJZT,O,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,X,X,O,X,X,X,X,X
SLJTIZO,O,X,X,O,O,O,X,X,X,O,X
SLJTIOZ,X,X,X,O,X,X,X,X,X,O,O
SLJTZIO,O,X,X,O,O,O,X,X,X,O,X
SLJTZOI,O,X,X,O,O,O,X,X,X,O,X
SLJTOIZ,X,X,X,O,X,X,X,X,X,O,O
SLJTOZI,X,X,X,O,X,X,X,X,X,O,O
SLJITZO,O,X,X,O,O,O,X,X,X,O,X
SLJITOZ,X,X,X,O,X,X,X,X,X,O,O
SLJIZTO,O,X,X,X,X,O,X,O,X,O,O
SLJIZOT,O,X,X,X,X,O,X,X,X,O,O
SLJIOTZ,X,X,X,X,X,O,X,X,X,O,O
SLJIOZT,O,X,X,X,X,O,X,X,X,O,O
SLJZTIO,O,X,X,X,X,O,X,O,X,O,O
SLJZTOI,O,X,X,X,X,O,X,O,X,O,O
SLJZITO,O,X,X,X,X,O,X,O,X,O,O
SLJZIOT,O,X,X,X,X,O,X,X,X,O,O
SLJZOTI,O,X,X,X,X,O,X,X,X,O,O
SLJZOIT,O,X,X,X,X,O,X,X,X,O,O
SLJOTIZ,X,X,X,X,X,O,X,X,X,O,O
SLJOTZI,X,X,X,X,X,O,X,X,X,O,O
SLJOITZ,X,X,X,X,X,O,X,X,X,O,O
SLJOIZT,O,X,X,X,X,O,X,X,X,O,O
SLJOZTI,O,X,X,X,X,O,X,X,X,O,O
SLJOZIT,O,X,X,X,X,O,X,X,X,O,O
SLZTIJO,O,O,X,X,O,X,X,O,X,X,O
SLZTIOJ,O,O,X,X,O,X,X,O,X,X,X
SLZTJIO,O,O,X,X,O,X,X,O,X,X,O
SLZTJOI,O,O,X,X,O,X,X,O,X,X,O
SLZTOIJ,O,O,X,X,O,X,X,O,X,X,X
SLZTOJI,O,O,X,X,O,X,X,O,X,X,X
SLZITJO,O,O,X,X,O,X,X,O,X,X,O
SLZITOJ,O,O,X,X,O,X,X,O,X,X,X
SLZIJTO,O,O,X,X,X,O,X,O,X,O,O
SLZIJOT,O,X,X,X,X,O,X,X,X,O,O
SLZIOTJ,O,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,X,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,X,X,X,O,X,O,X,O,O
SLZJTOI,O,O,X,X,X,O,X,O,X,O,O
SLZJITO,O,O,X,X,X,O,X,O,X,O,O
SLZJIOT,O,X,X,X,X,O,X,X,X,O,O
SLZJOTI,O,X,X,X,X,O,X,X,X,O,O
SLZJOIT,O,X,X,X,X,O,X,X,X,O,O
SLZOTIJ,O,X,X,X,X,X,X,X,X,X,X
SLZOTJI,O,X,X,X,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,X,X,X,X,X,X,X,X,O,X
SLZOJTI,O,X,X,X,X,X,X,X,X,O,X
SLZOJIT,O,X,X,X,X,X,X,X,X,O,X
SLOTIJZ,X,X,X,X,O,O,X,X,X,X,X
SLOTIZJ,X,X,X,X,O,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,O,O,X,X,X,X,X
SLOTJZI,X,X,X,X,O,O,X,X,X,X,X
SLOTZIJ,X,X,X,X,O,X,X,X,X,X,X
SLOTZJI,X,X,X,X,O,X,X,X,X,X,X
SLOITJZ,X,X,X,X,O,O,X,X,X,X,X
SLOITZJ,X,X,X,X,O,X,X,X,X,X,X
SLOIJTZ,X,X,X,X,X,O,X,X,X,X,X
SLOIJZT,O,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,X,X,X
SLOIZJT,O,X,X,X,X,O,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,O,X,X,X,X,X
SLOJTZI,X,X,X,X,X,O,X,X,X,X,X
SLOJITZ,X,X,X,X,X,O,X,X,X,X,X
SLOJIZT,O,X,X,X,X,O,X,X,X,X,X
SLOJZTI,O,X,X,X,X,O,X,X,X,X,X
SLOJZIT,O,X,X,X,X,O,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,X,X,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X,X,X,X
SLOZITJ,O,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,X,X,X,X,O,X,X,X,X,X
SLOZJTI,O,X,X,X,X,O,X,X,X,X,X
SLOZJIT,O,X,X,X,X,O,X,X,X,X,X
SJTILZO,O,X,X,O,X,X,O,X,X,X,X
SJTILOZ,X,X,X,O,X,X,X,X,X,X,O
SJTIZLO,O,O,X,O,X,X,O,X,X,X,O
SJTIZOL,X,O,X,O,X,X,O,X,X,X,O
SJTIOLZ,X,X,X,O,X,X,X,X,X,X,O
SJTIOZL,X,O,X,O,X,X,X,X,X,X,O
SJTLIZO,O,X,X,O,X,X,O,X,X,X,X
SJTLIOZ,X,X,X,O,X,X,X,X,X,X,O
SJTLZIO,O,X,X,O,X,X,O,X,X,X,X
SJTLZOI,O,X,X,O,X,X,O,X,X,X,X
SJTLOIZ,X,X,X,O,X,X,X,X,X,X,O
SJTLOZI,X,X,X,O,X,X,X,X,X,X,O
SJTZILO,O,O,X,O,X,X,O,X,X,X,O
SJTZIOL,X,O,X,O,X,X,O,X,X,X,O
SJTZLIO,O,O,X,O,X,X,O,X,X,X,O
SJTZLOI,O,O,X,O,X,X,O,X,X,X,O
SJTZOIL,X,O,X,O,X,X,O,X,X,X,O
SJTZOLI,X,O,X,O,X,X,O,X,X,X,O
SJTOILZ,X,X,X,O,X,X,X,X,X,X,O
SJTOIZL,X,O,X,O,X,X,X,X,X,X,O
SJTOLIZ,X,X,X,O,X,X,X,X,X,X,O
SJTOLZI,X,X,X,O,X,X,X,X,X,X,O
SJTOZIL,X,O,X,O,X,X,X,X,X,X,O
SJTOZLI,X,O,X,O,X,X,X,X,X,X,O
SJITLZO,O,X,X,O,X,X,O,X,X,X,X
SJITLOZ,X,X,X,O,X,X,X,X,X,X,O
SJITZLO,O,O,X,O,X,X,O,X,X,X,O
SJITZOL,X,O,X,O,X,X,O,X,X,X,O
SJITOLZ,X,X,X,O,X,X,X,X,X,X,O
SJITOZL,X,O,X,O,X,X,X,X,X,X,O
SJILTZO,O,X,X,O,X,O,O,X,X,O,X
SJILTOZ,X,X,X,O,X,X,X,X,X,O,O
SJILZTO,O,X,X,X,X,O,O,X,X,O,O
SJILZOT,O,X,X,X,X,O,O,X,X,O,O
SJILOTZ,X,X,X,X,X,X,X,X,X,O,O
SJILOZT,O,X,X,X,X,O,O,X,X,O,O
SJIZTLO,O,O,X,O,X,X,O,X,X,X,O
SJIZTOL,X,O,X,O,X,X,O,X,X,O,O
SJIZLTO,O,O,X,X,X,X,O,X,X,O,O
SJIZLOT,O,X,X,X,X,X,O,X,X,O,O
SJIZOTL,X,O,X,X,X,X,O,X,O,O,O
SJIZOLT,O,X,X,X,X,X,O,X,X,O,O
SJIOTLZ,X,X,O,O,X,X,X,X,X,X,O
SJIOTZL,X,X,O,O,X,X,X,X,X,X,O
SJIOLTZ,X,X,X,X,X,O,X,X,X,X,O
SJIOLZT,O,X,X,X,X,O,O,X,X,X,O
SJIOZTL,X,X,X,X,X,X,O,X,X,X,O
SJIOZLT,O,X,X,X,X,X,O,X,X,X,O
SJLTIZO,O,X,X,O,X,O,O,X,X,O,X
SJLTIOZ,X,X,X,O,X,X,X,X,X,O,O
SJLTZIO,O,X,X,O,X,O,O,X,X,O,X
SJLTZOI,O,X,X,O,X,O,O,X,X,O,X
SJLTOIZ,X,X,X,O,X,X,X,X,X,O,O
SJLTOZI,X,X,X,O,X,X,X,X,X,O,O
SJLITZO,O,X,X,O,X,O,O,X,X,O,X
SJLITOZ,X,X,X,O,X,X,X,X,X,O,O
SJLIZTO,O,X,X,X,X,O,O,X,X,O,O
SJLIZOT,O,X,X,X,X,O,O,X,X,O,O
SJLIOTZ,X,X,X,X,X,X,X,X,X,O,O
SJLIOZT,O,X,X,X,X,O,O,X,X,O,O
SJLZTIO,O,X,X,X,X,O,O,X,X,O,O
SJLZTOI,O,X,X,X,X,O,O,X,X,O,O
SJLZITO,O,X,X,X,X,O,O,X,X,O,O
SJLZIOT,O,X,X,X,X,O,O,X,X,O,O
SJLZOTI,O,X,X,X,X,O,O,X,X,O,O
SJLZOIT,O,X,X,X,X,O,O,X,X,O,O
SJLOTIZ,X,X,X,X,X,X,X,X,X,O,O
SJLOTZI,X,X,X,X,X,X,X,X,X,O,O
SJLOITZ,X,X,X,X,X,X,X,X,X,O,O
SJLOIZT,O,X,X,X,X,O,O,X,X,O,O
SJLOZTI,O,X,X,X,X,O,O,X,X,O,O
SJLOZIT,O,X,X,X,X,O,O,X,X,O,O
SJZTILO,O,O,X,O,X,X,O,X,X,X,O
SJZTIOL,X,O,X,O,X,X,O,X,X,O,O
SJZTLIO,O,O,X,O,X,X,O,X,X,X,O
SJZTLOI,O,O,X,O,X,X,O,X,X,X,O
SJZTOIL,X,O,X,O,X,X,O,X,X,O,O
SJZTOLI,X,O,X,O,X,X,O,X,X,O,O
SJZITLO,O,O,X,O,X,X,O,X,X,X,O
SJZITOL,X,O,X,O,X,X,O,X,X,O,O
SJZILTO,O,O,X,X,X,X,O,X,X,O,O
SJZILOT,O,X,X,X,X,X,O,X,X,O,O
SJZIOTL,X,O,X,X,X,X,O,X,O,O,O
SJZIOLT,O,X,X,X,X,X,O,X,X,O,O
SJZLTIO,O,O,X,X,X,X,O,X,X,O,O
SJZLTOI,O,O,X,X,X,X,O,X,X,O,O
SJZLITO,O,O,X,X,X,X,O,X,X,O,O
SJZLIOT,O,X,X,X,X,X,O,X,X,O,O
SJZLOTI,O,X,X,X,X,X,O,X,X,O,O
SJZLOIT,O,X,X,X,X,X,O,X,X,O,O
SJZOTIL,X,O,X,X,X,X,O,X,O,O,O
SJZOTLI,X,O,X,X,X,X,O,X,O,O,O
SJZOITL,X,O,X,X,X,X,O,X,O,O,O
SJZOILT,O,X,X,X,X,X,O,X,X,O,O
SJZOLTI,O,X,X,X,X,X,O,X,X,O,O
SJZOLIT,O,X,X,X,X,X,O,X,X,O,O
SJOTILZ,X,X,O,O,X,X,X,X,X,X,O
SJOTIZL,X,X,O,O,X,X,X,X,X,X,O
SJOTLIZ,X,X,O,O,X,X,X,X,X,X,O
SJOTLZI,X,X,O,O,X,X,X,X,X,X,O
SJOTZIL,X,X,O,O,X,X,X,X,X,X,O
SJOTZLI,X,X,O,O,X,X,X,X,X,X,O
SJOITLZ,X,X,O,O,X,X,X,X,X,X,O
SJOITZL,X,X,O,O,X,X,X,X,X,X,O
SJOILTZ,X,X,X,X,X,O,X,X,X,X,O
SJOILZT,O,X,X,X,X,O,O,X,X,X,O
SJOIZTL,X,X,X,X,X,X,O,X,X,X,O
SJOIZLT,O,X,X,X,X,X,O,X,X,X,O
SJOLTIZ,X,X,X,X,X,O,X,X,X,X,O
SJOLTZI,X,X,X,X,X,O,X,X,X,X,O
SJOLITZ,X,X,X,X,X,O,X,X,X,X,O
SJOLIZT,O,X,X,X,X,O,O,X,X,X,O
SJOLZTI,O,X,X,X,X,O,O,X,X,X,O
SJOLZIT,O,X,X,X,X,O,O,X,X,X,O
SJOZTIL,X,X,X,X,X,X,O,X,X,X,O
SJOZTLI,X,X,X,X,X,X,O,X,X,X,O
SJOZITL,X,X,X,X,X,X,O,X,X,X,O
SJOZILT,O,X,X,X,X,X,O,X,X,X,O
SJOZLTI,O,X,X,X,X,X,O,X,X,X,O
SJOZLIT,O,X,X,X,X,X,O,X,X,X,O
SZTILJO,O,O,X,X,X,X,X,X,X,X,O
SZTILOJ,O,O,X,X,X,X,X,X,X,X,X
SZTIJLO,O,O,X,O,X,X,X,X,X,X,O
SZTIJOL,X,O,X,O,X,X,X,X,X,X,O
SZTIOLJ,X,O,X,X,X,X,X,X,X,X,X
SZTIOJL,X,O,X,O,X,X,X,X,X,X,O
SZTLIJO,O,O,X,X,X,X,X,X,X,X,O
SZTLIOJ,O,O,X,X,X,X,X,X,X,X,X
SZTLJIO,O,O,X,X,X,X,X,X,X,X,O
SZTLJOI,O,O,X,X,X,X,X,X,X,X,O
SZTLOIJ,O,O,X,X,X,X,X,X,X,X,X
SZTLOJI,O,O,X,X,X,X,X,X,X,X,X
SZTJILO,O,O,X,O,X,X,X,X,X,X,O
SZTJIOL,X,O,X,O,X,X,X,X,X,X,O
SZTJLIO,O,O,X,O,X,X,X,X,X,X,O
SZTJLOI,O,O,X,O,X,X,X,X,X,X,O
SZTJOIL,X,O,X,O,X,X,X,X,X,X,O
SZTJOLI,X,O,X,O,X,X,X,X,X,X,O
SZTOILJ,X,O,X,X,X,X,X,X,X,X,X
SZTOIJL,X,O,X,O,X,X,X,X,X,X,O
SZTOLIJ,X,O,X,X,X,X,X,X,X,X,X
SZTOLJI,X,O,X,X,X,X,X,X,X,X,X
SZTOJIL,X,O,X,O,X,X,X,X,X,X,O
SZTOJLI,X,O,X,O,X,X,X,X,X,X,O
SZITLJO,O,O,X,X,X,X,X,X,X,X,O
SZITLOJ,O,O,X,X,X,X,X,X,X,X,X
SZITJLO,O,O,X,O,X,X,X,X,X,X,O
SZITJOL,X,O,X,O,X,X,X,X,X,X,O
SZITOLJ,X,O,X,X,X,X,X,X,X,X,X
SZITOJL,X,O,X,O,X,X,X,X,X,X,O
SZILTJO,O,O,X,X,X,X,X,O,X,X,O
SZILTOJ,O,O,X,X,X,X,X,O,X,X,X
SZILJTO,O,O,X,X,X,O,X,O,X,O,O
SZILJOT,O,X,X,X,X,O,X,X,X,O,O
SZILOTJ,O,X,X,X,X,X,X,X,X,X,X
SZILOJT,O,X,X,X,X,X,X,X,X,O,X
SZIJTLO,O,O,X,O,X,X,O,X,X,X,O
SZIJTOL,X,O,X,O,X,X,O,X,X,O,O
SZIJLTO,O,O,X,X,X,X,O,X,X,O,O
SZIJLOT,O,X,X,X,X,X,O,X,X,O,O
SZIJOTL,X,O,X,X,X,X,O,X,O,O,O
SZIJOLT,O,X,X,X,X,X,O,X,X,O,O
SZIOTLJ,X,O,X,X,X,X,X,X,X,X,X
SZIOTJL,X,O,X,X,X,X,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,O,X,X,X,X,X
SZIOJTL,X,O,X,X,X,X,X,X,O,O,O
SZIOJLT,O,X,X,X,X,X,X,X,X,O,O
SZLTIJO,O,O,X,X,X,X,X,O,X,X,O
SZLTIOJ,O,O,X,X,X,X,X,O,X,X,X
SZLTJIO,O,O,X,X,X,X,X,O,X,X,O
SZLTJOI,O,O,X,X,X,X,X,O,X,X,O
SZLTOIJ,O,O,X,X,X,X,X,O,X,X,X
SZLTOJI,O,O,X,X,X,X,X,O,X,X,X
SZLITJO,O,O,X,X,X,X,X,O,X,X,O
SZLITOJ,O,O,X,X,X,X,X,O,X,X,X
SZLIJTO,O,O,X,X,X,O,X,O,X,O,O
SZLIJOT,O,X,X,X,X,O,X,X,X,O,O
SZLIOTJ,O,X,X,X,X,X,X,X,X,X,X
SZLIOJT,O,X,X,X,X,X,X,X,X,O,X
SZLJTIO,O,O,X,X,X,O,X,O,X,O,O
SZLJTOI,O,O,X,X,X,O,X,O,X,O,O
SZLJITO,O,O,X,X,X,O,X,O,X,O,O
SZLJIOT,O,X,X,X,X,O,X,X,X,O,O
SZLJOTI,O,X,X,X,X,O,X,X,X,O,O
SZLJOIT,O,X,X,X,X,O,X,X,X,O,O
SZLOTIJ,O,X,X,X,X,X,X,X,X,X,X
SZLOTJI,O,X,X,X,X,X,X,X,X,X,X
SZLOITJ,O,X,X,X,X,X,X,X,X,X,X
SZLOIJT,O,X,X,X,X,X,X,X,X,O,X
SZLOJTI,O,X,X,X,X,X,X,X,X,O,X
SZLOJIT,O,X,X,X,X,X,X,X,X,O,X
SZJTILO,O,O,X,O,X,X,O,X,X,X,O
SZJTIOL,X,O,X,O,X,X,O,X,X,O,O
SZJTLIO,O,O,X,O,X,X,O,X,X,X,O
SZJTLOI,O,O,X,O,X,X,O,X,X,X,O
SZJTOIL,X,O,X,O,X,X,O,X,X,O,O
SZJTOLI,X,O,X,O,X,X,O,X,X,O,O
SZJITLO,O,O,X,O,X,X,O,X,X,X,O
SZJITOL,X,O,X,O,X,X,O,X,X,O,O
SZJILTO,O,O,X,X,X,X,O,X,X,O,O
SZJILOT,O,X,X,X,X,X,O,X,X,O,O
SZJIOTL,X,O,X,X,X,X,O,X,O,O,O
SZJIOLT,O,X,X,X,X,X,O,X,X,O,O
SZJLTIO,O,O,X,X,X,X,O,X,X,O,O
SZJLTOI,O,O,X,X,X,X,O,X,X,O,O
SZJLITO,O,O,X,X,X,X,O,X,X,O,O
SZJLIOT,O,X,X,X,X,X,O,X,X,O,O
SZJLOTI,O,X,X,X,X,X,O,X,X,O,O
SZJLOIT,O,X,X,X,X,X,O,X,X,O,O
SZJOTIL,X,O,X,X,X,X,O,X,O,O,O
SZJOTLI,X,O,X,X,X,X,O,X,O,O,O
SZJOITL,X,O,X,X,X,X,O,X,O,O,O
SZJOILT,O,X,X,X,X,X,O,X,X,O,O
SZJOLTI,O,X,X,X,X,X,O,X,X,O,O
SZJOLIT,O,X,X,X,X,X,O,X,X,O,O
SZOTILJ,X,O,X,X,X,X,X,X,X,X,X
SZOTIJL,X,O,X,X,X,X,X,X,X,X,O
SZOTLIJ,X,O,X,X,X,X,X,X,X,X,X
SZOTLJI,X,O,X,X,X,X,X,X,X,X,X
SZOTJIL,X,O,X,X,X,X,X,X,X,X,O
SZOTJLI,X,O,X,X,X,X,X,X,X,X,O
SZOITLJ,X,O,X,X,X,X,X,X,X,X,X
SZOITJL,X,O,X,X,X,X,X,X,X,X,O
SZOILTJ,O,X,X,X,X,X,X,X,X,X,X
SZOILJT,O,X,X,X,X,O,X,X,X,X,X
SZOIJTL,X,O,X,X,X,X,X,X,O,O,O
SZOIJLT,O,X,X,X,X,X,X,X,X,O,O
SZOLTIJ,O,X,X,X,X,X,X,X,X,X,X
SZOLTJI,O,X,X,X,X,X,X,X,X,X,X
SZOLITJ,O,X,X,X,X,X,X,X,X,X,X
SZOLIJT,O,X,X,X,X,O,X,X,X,X,X
SZOLJTI,O,X,X,X,X,O,X,X,X,X,X
SZOLJIT,O,X,X,X,X,O,X,X,X,X,X
SZOJTIL,X,O,X,X,X,X,X,X,O,O,O
SZOJTLI,X,O,X,X,X,X,X,X,O,O,O
SZOJITL,X,O,X,X,X,X,X,X,O,O,O
SZOJILT,O,X,X,X,X,X,X,X,X,O,O
SZOJLTI,O,X,X,X,X,X,X,X,X,O,O
SZOJLIT,O,X,X,X,X,X,X,X,X,O,O
SOTILJZ,X,X,O,O,O,O,X,X,X,X,X
SOTILZJ,X,O,O,X,O,X,X,X,X,X,X
SOTIJLZ,X,X,O,O,X,X,X,X,X,X,X
SOTIJZL,X,O,O,O,X,X,X,X,X,X,X
SOTIZLJ,X,O,O,X,O,X,X,X,X,X,X
SOTIZJL,X,O,O,O,X,X,X,X,X,X,X
SOTLIJZ,X,X,O,O,O,O,X,X,X,X,X
SOTLIZJ,X,O,O,X,O,X,X,X,X,X,X
SOTLJIZ,X,X,O,O,O,O,X,X,X,X,X
SOTLJZI,X,X,O,O,O,O,X,X,X,X,X
SOTLZIJ,X,O,O,X,O,X,X,X,X,X,X
SOTLZJI,X,O,O,X,O,X,X,X,X,X,X
SOTJILZ,X,X,O,O,X,X,X,X,X,X,X
SOTJIZL,X,O,O,O,X,X,X,X,X,X,X
SOTJLIZ,X,X,O,O,X,X,X,X,X,X,X
SOTJLZI,X,X,O,O,X,X,X,X,X,X,X
SOTJZIL,X,O,O,O,X,X,X,X,X,X,X
SOTJZLI,X,O,O,O,X,X,X,X,X,X,X
SOTZILJ,X,O,O,X,O,X,X,X,X,X,X
SOTZIJL,X,O,O,O,X,X,X,X,X,X,X
SOTZLIJ,X,O,O,X,O,X,X,X,X,X,X
SOTZLJI,X,O,O,X,O,X,X,X,X,X,X
SOTZJIL,X,O,O,O,X,X,X,X,X,X,X
SOTZJLI,X,O,O,O,X,X,X,X,X,X,X
SOITLJZ,X,X,O,O,O,O,X,X,X,X,X
SOITLZJ,X,O,O,X,O,X,X,X,X,X,X
SOITJLZ,X,X,O,O,X,X,X,X,X,X,X
SOITJZL,X,O,O,O,X,X,X,X,X,X,X
SOITZLJ,X,O,O,X,O,X,X,X,X,X,X
SOITZJL,X,O,O,O,X,X,X,X,X,X,X
SOILTJZ,X,X,X,X,O,O,X,X,X,X,X
SOILTZJ,X,X,X,X,O,X,X,X,X,X,X
SOILJTZ,X,X,X,X,X,O,X,X,X,X,X
SOILJZT,O,X,X,X,X,O,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,X,O,X,X,X,X,X
SOIJTLZ,X,X,O,O,X,X,X,X,X,X,O
SOIJTZL,X,X,O,O,X,X,X,X,X,X,O
SOIJLTZ,X,X,X,X,X,O,X,X,X,X,O
SOIJLZT,O,X,X,X,X,O,X,X,X,X,O
SOIJZTL,X,X,X,X,X,X,X,X,X,X,O
SOIJZLT,O,X,X,X,X,X,X,X,X,X,O
SOIZTLJ,X,O,X,X,X,X,X,X,X,X,X
SOIZTJL,X,O,X,X,X,X,X,X,X,X,O
SOIZLTJ,O,X,X,X,X,X,X,X,X,X,X
SOIZLJT,O,X,X,X,X,O,X,X,X,X,X
SOIZJTL,X,O,X,X,X,X,X,X,X,X,O
SOIZJLT,O,X,X,X,X,X,X,X,X,X,O
SOLTIJZ,X,X,X,X,O,O,X,X,X,X,X
SOLTIZJ,X,X,X,X,O,X,X,X,X,X,X
SOLTJIZ,X,X,X,X,O,O,X,X,X,X,X
SOLTJZI,X,X,X,X,O,O,X,X,X,X,X
SOLTZIJ,X,X,X,X,O,X,X,X,X,X,X
SOLTZJI,X,X,X,X,O,X,X,X,X,X,X
SOLITJZ,X,X,X,X,O,O,X,X,X,X,X
SOLITZJ,X,X,X,X,O,X,X,X,X,X,X
SOLIJTZ,X,X,X,X,X,O,X,X,X,X,X
SOLIJZT,O,X,X,X,X,O,X,X,X,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,X,X,X
SOLIZJT,O,X,X,X,X,O,X,X,X,X,X
SOLJTIZ,X,X,X,X,X,O,X,X,X,X,X
SOLJTZI,X,X,X,X,X,O,X,X,X,X,X
SOLJITZ,X,X,X,X,X,O,X,X,X,X,X
SOLJIZT,O,X,X,X,X,O,X,X,X,X,X
SOLJZTI,O,X,X,X,X,O,X,X,X,X,X
