sequence,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFRhBFlB8qBGnBTp?B3rB,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFGhB/nBRlBTpB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFThB/nBOpB8pBqq?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Je2EJvhFRgBSmB/nBTpB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Jel/IvhFRhBKpBXlB8qB+r?BTsB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhF8lBumBikBTnB3p?BVwB,v115@EhC8HeB8HeB8BeA8CeD8JeZEJvhFzfBWmB/nB0mBCq?BVwB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFlhBKpBWqB/rBTn?B0qB,v115@EhC8HeB8HeB8BeA8CeD8Jex/IvhFlhBikBUmBTnB3p?BWwB,v115@EhC8HeB8HeB8BeA8CeD8JeZEJvhFSlBThB/nBupB0q?BlrB,v115@EhC8HeB8HeB8BeA8CeD8Je2EJvhFUiBFmBxpBCsB3p?BzqB,v115@EhC8HeB8HeB8BeA8CeD8JeRBJvhF/pBFlB8qB+rBTn?BipB,v115@EhC8HeB8HeB8BeA8CeD8JeOEJvhFzhBRlBSsB3pBUr?BlqB,v115@EhC8HeB8HeB8BeA8CeD8Jei/IvhFXhBVnBUlBTpBxr?BWwB,v115@EhC8HeB8HeB8BeA8CeD8JeXAJvhF8lBVnB2pBxrBTp?BSwB
JOSILZT,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
JOSIZTL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOSIZLT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOSLTIZ,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOSLTZI,O,O,X,O,O,O,X,O,O,X,X,X,X,X,X
JOSLITZ,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
JOSLIZT,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
JOSLZTI,O,O,X,O,O,O,X,O,O,X,X,O,X,X,X
JOSLZIT,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X
JOSZTIL,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
JOSZTLI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
JOSZITL,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JOSZILT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOSZLTI,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X
JOSZLIT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOZTILS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZTISL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZTLIS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZTLSI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZTSIL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZTSLI,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZITLS,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
JOZITSL,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
JOZILTS,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
JOZILST,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZISLT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOZLTIS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X
JOZLIST,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
JOZLSTI,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOZLSIT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOZSTIL,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
JOZSTLI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X
JOZSILT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
JOZSLTI,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X
JOZSLIT,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X
STILJZO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
STILJOZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
STILZJO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
STILZOJ,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STILOJZ,X,O,O,O,X,O,O,O,X,X,X,X,O,X,X
STILOZJ,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
STIJZLO,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X
STIJZOL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
STIZLOJ,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
STIZJLO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
STIZJOL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STIZOLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STIOLJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STIOLZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STIOJLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STIOZJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STLIJZO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
STLIJOZ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STLIZJO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
STLIZOJ,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STLIOJZ,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
STLIOZJ,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
STLJIOZ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STLJZIO,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
STLJZOI,O,X,O,X,X,O,O,X,O,X,X,X,O,X,X
STLJOIZ,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
STLJOZI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STLZIJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STLZIOJ,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STLZJIO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STLZJOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STLZOIJ,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STLZOJI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STLOIJZ,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
STLOIZJ,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STLOJIZ,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
STLOJZI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STLOZIJ,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STLOZJI,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STJILZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJILOZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
STJIZLO,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
STJIZOL,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
STJLIOZ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
STJLZIO,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
STJLZOI,O,X,O,X,X,O,O,X,O,X,X,X,O,X,X
STJLOIZ,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
STJLOZI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
STJZILO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
STJZIOL,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
STJZLIO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
STJZLOI,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
STJZOIL,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
STJZOLI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
STJOILZ,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STJOIZL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STJOLZI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STJOZLI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STZILJO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZILOJ,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZIJLO,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X
STZIJOL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIOLJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZIOJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STZLIOJ,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STZLJIO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
STZLJOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZLOIJ,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZLOJI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJILO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJIOL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJLOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZJOIL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZJOLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOLIJ,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STZOLJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STZOJIL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STZOJLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOILJZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOILZJ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOIJLZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X
STOIZLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOIZJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOLIJZ,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOLIZJ,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOLJIZ,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
STOLJZI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOLZIJ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOLZJI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
STOJLIZ,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
STOJZLI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
STOZILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZLIJ,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
STOZLJI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
STOZJIL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
STOZJLI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
SITLJZO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
SITLJOZ,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
SITLZOJ,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SITLOJZ,X,O,O,O,X,O,O,O,X,X,X,X,O,X,X
SITLOZJ,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
SITJLZO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SITJZLO,X,O,X,X,X,O,O,X,X,O,X,X,O,X,O
SITJZOL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
SITJOLZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SITZLJO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,O
SITZLOJ,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
SITZJLO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,O
SITZJOL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,O
SITZOLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
SITZOJL,X,O,X,O,X,O,X,X,X,O,X,X,X,O,O
SITOLJZ,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
SITOLZJ,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
SITOJLZ,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SITOZLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
SITOZJL,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
SILTJZO,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X
SILTJOZ,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X
SILTZJO,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X
SILTZOJ,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SILTOJZ,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
SILTOZJ,X,X,O,X,X,O,O,O,O,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SILJTOZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
SILJZOT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILJOZT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILZTJO,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
SILZTOJ,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X
SILZJTO,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
SILZJOT,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X
SILZOTJ,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X
SILZOJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILOTJZ,X,X,O,X,X,O,X,O,O,X,X,X,O,X,X
SILOTZJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X
SILOJZT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILOZTJ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILOZJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJTLZO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTZLO,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O
SIJTZOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
SIJTOLZ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLZTO,O,X,X,X,X,X,X,X,O,X,O,X,O,X,X
SIJLZOT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJLOZT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O
SIJZTOL,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O
SIJZLTO,O,X,X,X,X,X,X,X,O,O,X,X,O,X,O
SIJZLOT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJZOLT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJOLZT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIJOZTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SIZTLJO,O,O,O,O,X,X,O,X,X,O,X,X,O,X,O
SIZTLOJ,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
SIZTJLO,O,O,X,O,X,X,O,X,X,O,X,X,O,X,O
SIZTJOL,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZTOLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZTOJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZLTJO,O,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZLTOJ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SIZLJTO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZLJOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZLOTJ,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SIZLOJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZJTOL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZJLTO,X,O,O,O,X,X,X,X,X,O,X,X,O,X,O
SIZJLOT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZJOLT,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
SIZOTLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O
SIZOLTJ,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X
SIZOLJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZOJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOJLT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOTLJZ,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,X,O,O,X,O,X,X,X,X,O,X
SIOTJLZ,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,O,X,X,X,X,X,O,X,O,X
SIOTZLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
SIOTZJL,X,O,X,O,X,O,X,X,X,O,X,X,X,O,X
SIOLTJZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
SIOLTZJ,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
SIOLJTZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
SIOLJZT,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
SIOLZJT,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X
SIOJTLZ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOJTZL,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SIOJLTZ,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X
SIOJLZT,O,O,X,X,X,X,X,X,O,X,X,O,O,X,X
SIOJZTL,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
SIOJZLT,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X
SIOZTLJ,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOZTJL,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X
SIOZLTJ,O,O,X,O,X,X,X,X,X,O,X,X,O,O,X
SIOZLJT,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOZJTL,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
SIOZJLT,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X
SLTIJZO,O,O,X,X,O,O,O,O,O,X,O,X,X,X,X
SLTIJOZ,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
SLTIZJO,O,O,O,X,O,O,O,O,X,O,O,X,X,X,X
SLTIZOJ,O,X,O,X,O,O,O,O,X,O,X,X,X,X,X
SLTIOJZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
SLTIOZJ,X,X,O,O,O,O,O,O,O,X,X,X,X,X,X
SLTJIZO,O,O,X,X,O,O,O,O,O,X,X,X,X,X,X
SLTJIOZ,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
SLTJZIO,O,X,O,X,O,O,O,O,O,X,X,X,O,X,X
SLTJZOI,O,X,O,X,O,O,O,X,O,X,X,X,O,X,X
SLTJOIZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
SLTJOZI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
SLTZIJO,O,O,O,O,O,O,O,O,X,O,O,X,O,X,X
SLTZIOJ,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X
SLTZJIO,O,O,O,O,O,O,O,O,X,O,X,X,O,X,X
SLTZJOI,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X
SLTZOIJ,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X
SLTZOJI,X,O,O,O,O,O,O,X,X,O,X,X,O,X,X
SLTOIJZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
SLTOIZJ,X,O,O,O,O,O,O,O,O,X,X,X,X,X,X
SLTOJIZ,X,O,O,O,O,O,O,O,O,X,X,X,O,X,X
SLTOJZI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
SLTOZIJ,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
SLTOZJI,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X
SLITJZO,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X
SLITJOZ,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X
SLITZJO,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
SLITZOJ,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
SLITOJZ,X,X,O,X,O,O,O,O,O,X,X,X,O,X,X
SLITOZJ,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X
SLIJTOZ,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
SLIJZTO,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X
SLIJZOT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLIJOTZ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLIJOZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLIZTJO,X,X,O,X,O,X,X,O,X,O,O,X,O,X,X
SLIZTOJ,X,X,O,X,O,X,X,O,X,O,X,X,O,X,X
SLIZJTO,X,X,O,X,O,X,X,X,O,O,O,X,O,X,X
SLIZJOT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLIZOTJ,X,X,O,X,O,X,X,X,O,O,X,X,O,X,X
SLIZOJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLIOTJZ,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X
SLIOTZJ,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,O,O,X,O,O,X,X,X,O,X,X
SLIOJZT,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLIOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLIOZJT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SLJTIZO,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
SLJTIOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
SLJTZIO,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X
SLJTZOI,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X
SLJTOIZ,X,X,O,X,O,O,X,O,O,X,X,X,O,X,X
SLJTOZI,O,X,O,X,O,O,X,X,O,X,X,X,O,X,X
SLJITZO,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
SLJITOZ,X,X,O,X,O,X,X,O,O,X,X,X,O,X,X
SLJIZTO,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X
SLJIZOT,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLJIOZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLJZTIO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
SLJZTOI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLJZITO,O,X,O,X,O,X,X,O,O,X,X,X,O,X,X
SLJZIOT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLJZOTI,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLJZOIT,O,X,O,X,O,X,X,X,O,X,X,X,O,X,X
SLJOTIZ,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
SLJOTZI,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
SLJOITZ,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
SLJOIZT,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SLJOZTI,O,X,X,X,O,O,X,O,O,X,X,X,O,X,X
