sequence,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFlcB3dB5jBy?nBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdBTeBUhBW?oByrBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxcBFiB6oBX?jBTmBmsB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jel7IvhFUdBajB5jBO?mBzmBftB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFajB5jBFiBT?mBftBmrB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFXdB6jBziBm?mBUmBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBzdB+jBa?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhF8hBWjBamBT?jBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Je07IvhFxdBCiBTjBO?mBXnBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8Jex7IvhFUhBFiBTjBf?tBywBGtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeC9IvhFUhBxiBTjBX?nBmlBFtB,v115@zgB8HeC8GeD8FeD8FeH8AeA8JeaDJvhF5jBUhBFiBf?tBmqBzrB
STIZJLO,X,O,X,O,O,X,O,O,X,X,O,O
STIZJOL,X,O,X,O,X,X,O,X,X,O,X,X
STIZOLJ,X,X,X,O,O,X,X,X,O,O,O,O
STIZOJL,X,O,X,O,O,X,O,X,O,O,X,X
STIOLJZ,X,X,X,O,O,O,X,X,O,X,X,X
STIOLZJ,X,X,X,O,O,O,X,X,O,X,X,O
STIOJLZ,X,X,X,O,O,O,X,X,O,X,X,X
STIOJZL,X,X,X,O,O,O,X,X,O,X,X,X
STIOZLJ,X,X,X,O,O,O,X,X,O,O,O,O
STIOZJL,X,X,X,O,O,X,X,X,O,O,X,X
STLIJZO,X,O,X,O,O,O,O,O,X,X,X,O
STLIJOZ,X,O,X,O,X,O,O,X,X,X,X,X
STLIZJO,X,O,X,O,O,X,O,O,X,X,O,O
STLIZOJ,X,O,X,O,O,X,O,O,O,X,O,O
STLIOJZ,X,O,X,O,O,O,X,X,O,X,X,X
STLIOZJ,X,X,X,O,O,O,X,X,O,X,X,O
STLJIZO,X,O,X,O,O,O,O,O,X,X,X,O
STLJIOZ,X,O,X,O,X,O,O,X,X,X,X,X
STLJZIO,X,O,X,O,O,O,O,O,X,X,X,O
STLJZOI,X,O,X,O,X,X,O,O,O,X,X,X
STLJOIZ,X,O,X,O,X,O,O,X,O,X,X,X
STLJOZI,X,O,X,O,X,X,O,O,O,X,X,X
STLZIJO,X,O,X,O,O,X,O,O,X,X,O,O
STLZIOJ,X,O,X,O,O,X,O,O,O,O,O,O
STLZJIO,X,O,X,O,O,X,O,O,X,X,O,O
STLZJOI,X,O,X,O,X,X,O,O,O,X,X,X
STLZOIJ,X,O,X,O,O,X,O,O,O,O,O,O
STLZOJI,X,O,X,O,O,X,O,O,O,O,X,X
STLOIJZ,X,O,X,O,O,O,X,X,O,X,X,X
STLOIZJ,X,X,X,O,O,O,X,X,O,X,X,O
STLOJIZ,X,O,X,O,O,O,O,X,O,X,X,X
STLOJZI,X,O,X,O,O,O,O,O,O,X,X,X
STLOZIJ,X,O,X,O,O,O,O,O,O,O,X,O
STLOZJI,X,O,X,O,O,O,O,O,O,O,X,X
STJILZO,X,O,X,O,O,O,O,O,X,X,X,O
STJILOZ,X,O,X,O,X,O,O,X,X,X,X,X
STJIZLO,X,O,X,O,O,O,O,O,X,X,O,O
STJIZOL,X,O,X,O,X,O,O,X,X,X,X,X
STJIOLZ,X,O,X,O,X,O,O,X,X,X,X,X
STJIOZL,X,O,X,O,X,O,O,X,X,X,X,X
STJLIZO,X,O,X,O,O,O,O,O,X,X,X,O
STJLIOZ,X,O,X,O,X,O,O,X,X,X,X,X
STJLZIO,X,O,X,O,O,O,O,O,X,X,X,O
STJLZOI,X,O,X,O,X,X,O,O,O,X,X,X
STJLOIZ,X,O,X,O,X,O,O,X,O,X,X,X
STJLOZI,X,O,X,O,X,O,O,O,O,X,X,X
STJZILO,X,O,X,O,O,O,O,O,X,X,O,O
STJZIOL,X,O,X,O,X,O,O,X,X,O,X,X
STJZLIO,X,O,X,O,O,O,O,O,X,X,O,O
STJZLOI,X,O,X,O,X,X,O,O,O,X,X,X
STJZOIL,X,O,X,O,X,O,O,X,O,O,X,X
STJZOLI,X,O,X,O,X,O,O,O,O,O,X,X
STJOILZ,X,O,X,O,X,O,O,X,O,X,X,X
STJOIZL,X,O,X,O,X,O,O,X,O,X,X,X
STJOLIZ,X,O,X,O,X,O,O,X,O,X,X,X
STJOLZI,X,O,X,O,X,O,O,O,O,X,X,X
STJOZIL,X,O,X,O,X,O,O,X,O,O,X,X
STJOZLI,X,O,X,O,X,O,O,O,O,O,X,X
STZILJO,X,O,X,O,O,X,O,O,X,X,O,O
STZILOJ,X,X,X,O,O,X,O,O,O,O,O,O
STZIJLO,X,O,X,O,O,X,O,O,X,X,O,O
STZIJOL,X,O,X,O,X,X,O,X,X,O,X,X
STZIOLJ,X,X,X,O,O,X,X,X,O,O,O,O
STZIOJL,X,O,X,O,O,X,O,X,O,O,X,X
STZLIJO,X,O,X,O,O,X,O,O,X,X,O,O
STZLIOJ,X,O,X,O,O,X,O,O,O,O,O,O
STZLJIO,X,O,X,O,O,X,O,O,X,X,O,O
STZLJOI,X,O,X,O,X,X,O,O,O,X,X,X
STZLOIJ,X,O,X,O,O,X,O,O,O,O,O,O
STZLOJI,X,O,X,O,O,X,O,O,O,O,X,X
STZJILO,X,O,X,O,O,X,O,O,X,X,O,O
STZJIOL,X,O,X,O,X,X,O,X,X,O,X,X
STZJLIO,X,O,X,O,O,X,O,O,X,X,O,O
STZJLOI,X,O,X,O,X,X,O,O,O,X,X,X
STZJOIL,X,O,X,O,X,X,O,X,O,O,X,X
STZJOLI,X,O,X,O,X,X,O,O,O,O,X,X
STZOILJ,X,X,X,O,O,X,X,X,O,O,O,O
STZOIJL,X,O,X,O,O,X,O,X,O,O,X,X
STZOLIJ,X,X,X,O,O,X,O,O,O,O,O,O
STZOLJI,X,X,X,O,O,X,O,O,O,O,X,X
STZOJIL,X,O,X,O,O,X,O,X,O,O,X,X
STZOJLI,X,O,X,O,O,X,O,O,O,O,X,X
STOILJZ,X,X,X,O,O,O,X,X,O,X,X,X
STOILZJ,X,X,X,O,O,O,X,X,O,X,X,O
STOIJLZ,X,X,X,O,O,O,X,X,O,X,X,X
STOIJZL,X,X,X,O,O,O,X,X,O,X,X,X
STOIZLJ,X,X,X,O,O,O,X,X,O,O,O,O
STOIZJL,X,X,X,O,O,X,X,X,O,O,X,X
STOLIJZ,X,X,X,O,O,O,X,X,O,X,X,X
STOLIZJ,X,X,X,O,O,O,X,X,O,X,X,O
STOLJIZ,X,X,X,O,O,O,O,X,O,X,X,X
STOLJZI,X,X,X,O,O,O,O,O,O,X,X,X
STOLZIJ,X,X,X,O,O,O,O,O,O,O,X,O
STOLZJI,X,X,X,O,O,O,O,O,O,O,X,X
STOJILZ,X,X,X,O,O,O,O,X,O,X,X,X
STOJIZL,X,X,X,O,O,O,O,X,O,X,X,X
STOJLIZ,X,X,X,O,O,O,O,X,O,X,X,X
STOJLZI,X,X,X,O,O,O,O,O,O,X,X,X
STOJZIL,X,X,X,O,O,O,O,X,O,O,X,X
STOJZLI,X,X,X,O,O,O,O,O,O,O,X,X
STOZILJ,X,X,X,O,O,O,X,X,O,O,O,O
STOZIJL,X,X,X,O,O,X,O,X,O,O,X,X
STOZLIJ,X,X,X,O,O,O,O,O,O,O,O,O
STOZLJI,X,X,X,O,O,O,O,O,O,O,X,X
STOZJIL,X,X,X,O,O,O,O,X,O,O,X,X
STOZJLI,X,X,X,O,O,O,O,O,O,O,X,X
SITLJZO,X,O,X,O,O,O,O,O,X,X,X,O
SITLJOZ,X,O,X,O,X,O,O,X,X,X,X,X
SITLZJO,X,O,X,O,O,X,O,O,X,X,O,O
SITLZOJ,X,X,X,O,O,X,O,O,O,X,O,O
SITLOJZ,X,O,X,O,O,O,X,X,O,X,X,X
SITLOZJ,X,X,X,O,O,O,X,X,O,X,X,O
SITJLZO,X,O,X,O,O,O,O,O,X,X,X,O
SITJLOZ,X,O,X,O,X,O,O,X,X,X,X,X
SITJZLO,X,X,X,O,O,O,O,O,X,X,O,O
SITJZOL,X,O,X,O,X,O,O,X,X,X,X,X
SITJOLZ,X,O,X,O,X,O,O,X,X,X,X,X
SITJOZL,X,O,X,O,X,O,O,X,X,X,X,X
SITZLJO,X,O,X,O,O,X,O,O,X,X,O,O
SITZLOJ,X,X,X,O,O,X,O,O,O,O,O,O
SITZJLO,X,O,X,O,O,X,O,O,X,X,O,O
SITZJOL,X,O,X,O,X,X,O,X,X,O,X,X
SITZOLJ,X,X,X,O,O,X,X,X,O,O,O,O
SITZOJL,X,O,X,O,O,X,O,X,O,O,X,X
SITOLJZ,X,X,X,O,O,O,X,X,O,X,X,X
SITOLZJ,X,X,X,O,O,O,X,X,O,X,X,O
SITOJLZ,X,X,X,O,O,O,X,X,O,X,X,X
SITOJZL,X,X,X,O,O,O,X,X,O,X,X,X
SITOZLJ,X,X,X,O,O,O,X,X,O,O,O,O
SITOZJL,X,X,X,O,O,X,X,X,O,O,X,X
SILTJZO,X,O,X,O,O,X,O,O,X,X,X,O
SILTJOZ,X,O,X,O,X,X,O,X,X,X,X,X
SILTZJO,X,O,X,O,O,X,O,O,X,X,X,O
SILTZOJ,X,X,X,O,O,X,O,O,O,X,X,O
SILTOJZ,X,O,X,O,O,X,X,X,O,X,X,X
SILTOZJ,X,X,X,O,O,X,X,X,O,X,X,O
SILJTZO,X,O,X,O,O,X,X,X,X,X,X,O
SILJTOZ,X,O,X,O,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,O,O,X,X,O,X,X,X,O
SILJZOT,X,X,X,O,O,X,X,O,X,X,X,X
SILJOTZ,X,X,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,O,O,X,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,O,O,X,X,O,O
SILZTOJ,X,X,X,O,O,X,O,O,O,O,O,O
SILZJTO,X,X,X,O,O,X,O,O,X,X,O,O
SILZJOT,X,X,X,O,O,X,X,O,X,X,X,X
SILZOTJ,X,X,X,O,O,X,O,O,X,O,O,O
SILZOJT,X,X,X,O,O,X,X,O,X,X,X,X
SILOTJZ,X,O,X,O,O,X,X,X,X,X,X,X
SILOTZJ,X,X,X,O,O,X,X,X,X,X,X,O
SILOJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SILOJZT,X,X,X,O,O,X,X,X,X,X,X,X
SILOZTJ,X,X,X,O,O,X,X,X,X,O,X,O
SILOZJT,X,X,X,O,O,X,X,X,X,X,X,X
SIJTLZO,X,X,X,O,O,O,X,X,X,X,X,O
SIJTLOZ,X,X,X,O,X,O,X,X,X,X,X,X
SIJTZLO,X,X,X,O,O,O,X,X,X,X,X,O
SIJTZOL,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOLZ,X,X,X,O,X,O,X,X,X,X,X,X
SIJTOZL,X,X,X,O,X,O,X,X,X,X,X,X
SIJLTZO,O,X,X,O,O,O,X,X,X,X,X,O
SIJLTOZ,O,X,X,O,X,O,X,X,X,X,X,X
SIJLZTO,O,X,X,O,O,X,X,O,X,X,X,O
SIJLZOT,O,X,X,O,O,X,X,O,X,X,X,X
SIJLOTZ,O,X,X,O,O,X,X,X,X,X,X,X
SIJLOZT,O,X,X,O,O,X,X,X,X,X,X,X
SIJZTLO,O,X,X,O,O,O,X,X,X,X,X,O
SIJZTOL,X,X,X,O,X,O,X,X,X,O,X,X
SIJZLTO,O,X,X,O,O,X,X,O,X,X,O,O
SIJZLOT,O,X,X,O,O,X,X,O,X,X,X,X
SIJZOTL,X,X,X,O,O,X,X,X,X,O,X,X
SIJZOLT,X,X,X,O,O,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,O,O,O,X,X,X,X,X,X
SIJOTZL,O,X,X,O,O,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,O,O,X,X,X,X,X,X,X
SIJOLZT,O,X,X,O,O,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,O,X,X,X,X,O,X,X
SIJOZLT,O,X,X,O,O,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,O,X,O,O,X,X,O,O
SIZTLOJ,X,O,X,O,O,X,O,O,O,O,O,O
SIZTJLO,O,O,X,O,O,X,O,O,X,X,O,O
SIZTJOL,X,O,X,O,X,X,O,X,X,O,X,X
SIZTOLJ,X,X,X,O,O,X,X,X,O,O,O,O
SIZTOJL,O,O,X,O,O,X,O,X,O,O,X,X
SIZLTJO,X,O,X,O,O,X,O,O,X,X,O,O
SIZLTOJ,X,O,X,O,O,X,O,O,O,O,O,O
SIZLJTO,X,O,X,O,O,X,O,O,X,X,O,O
SIZLJOT,X,X,X,O,O,X,X,O,X,X,X,X
SIZLOTJ,X,O,X,O,O,X,O,O,X,O,O,O
SIZLOJT,X,X,X,O,O,X,X,O,X,X,X,X
SIZJTLO,O,O,X,O,O,X,O,X,X,X,X,O
SIZJTOL,X,O,X,O,X,X,O,X,X,O,X,X
SIZJLTO,O,O,X,O,O,X,X,O,X,X,O,O
SIZJLOT,O,X,X,O,O,X,X,O,X,X,X,X
SIZJOTL,X,X,X,O,O,X,X,X,X,O,X,X
SIZJOLT,X,X,X,O,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,O,O,X,X,X,X,O,X,O
SIZOTJL,O,O,X,O,O,X,O,X,X,O,X,X
SIZOLTJ,X,O,X,O,O,X,X,X,X,O,O,O
SIZOLJT,X,X,X,O,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,O,X,X,X,X,O,X,X
SIZOJLT,O,X,X,O,O,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,O,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,O,O,X,X,X,X,X,X,O
SIOTJLZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,O,O,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,O,O,X,X,X,X,O,X,O
SIOTZJL,O,X,X,O,O,X,X,X,X,O,X,X
SIOLTJZ,X,X,X,O,O,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,O,O,X,X,X,X,X,X,O
SIOLJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJZT,X,X,X,O,O,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,O,O,X,X,X,X,O,X,O
SIOLZJT,X,X,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOJTZL,O,X,X,O,O,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,O,X,X,X,X,X,X,X
SIOJZTL,O,X,X,O,O,X,X,X,X,O,X,X
SIOJZLT,O,X,X,O,O,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,O,O,X,X,X,X,O,X,O
SIOZTJL,O,X,X,O,O,X,X,X,X,O,X,X
SIOZLTJ,X,X,X,O,O,X,X,X,X,O,O,O
SIOZLJT,X,X,X,O,O,X,X,X,X,X,X,X
SIOZJTL,O,X,X,O,O,X,X,X,X,O,X,X
SIOZJLT,O,X,X,O,O,X,X,X,X,X,X,X
SLTIJZO,X,O,X,O,O,X,O,O,X,X,X,O
SLTIJOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLTIZJO,X,O,X,O,O,X,O,O,X,X,O,O
SLTIZOJ,X,O,X,O,O,X,O,O,O,X,O,O
SLTIOJZ,X,O,X,O,O,X,X,X,O,X,X,X
SLTIOZJ,X,X,X,O,O,X,X,X,O,X,X,O
SLTJIZO,X,O,X,O,O,X,O,O,X,X,X,O
SLTJIOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLTJZIO,X,O,X,O,O,X,O,O,X,X,X,O
SLTJZOI,X,O,X,O,X,X,O,O,O,X,X,X
SLTJOIZ,X,O,X,O,X,X,O,X,O,X,X,X
SLTJOZI,X,O,X,O,X,X,O,O,O,X,X,X
SLTZIJO,X,O,X,O,O,X,O,O,X,X,O,O
SLTZIOJ,X,O,X,O,O,X,O,O,O,O,O,O
SLTZJIO,X,O,X,O,O,X,O,O,X,X,O,O
SLTZJOI,X,O,X,O,X,X,O,O,O,X,X,X
SLTZOIJ,X,O,X,O,O,X,O,O,O,O,O,O
SLTZOJI,X,O,X,O,O,X,O,O,O,O,X,X
SLTOIJZ,X,O,X,O,O,X,X,X,O,X,X,X
SLTOIZJ,X,X,X,O,O,X,X,X,O,X,X,O
SLTOJIZ,X,O,X,O,O,X,O,X,O,X,X,X
SLTOJZI,X,O,X,O,O,X,O,O,O,X,X,X
SLTOZIJ,X,O,X,O,O,X,O,O,O,O,X,O
SLTOZJI,X,O,X,O,O,X,O,O,O,O,X,X
SLITJZO,X,O,X,O,O,X,O,O,X,X,X,O
SLITJOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLITZJO,X,O,X,O,O,X,O,O,X,X,X,O
SLITZOJ,X,O,X,O,O,X,O,O,O,X,X,O
SLITOJZ,X,O,X,O,O,X,X,X,O,X,X,X
SLITOZJ,X,X,X,O,O,X,X,X,O,X,X,O
SLIJTZO,X,O,X,O,O,X,X,X,X,X,X,O
SLIJTOZ,X,O,X,O,X,X,X,X,X,X,X,X
SLIJZTO,X,X,X,O,O,X,X,O,X,X,X,O
SLIJZOT,X,X,X,O,O,X,X,O,X,X,X,X
SLIJOTZ,X,X,X,O,O,X,X,X,X,X,X,X
SLIJOZT,X,X,X,O,O,X,X,X,X,X,X,X
SLIZTJO,X,O,X,O,O,X,O,O,X,X,O,O
SLIZTOJ,X,O,X,O,O,X,O,O,O,O,O,O
SLIZJTO,X,O,X,O,O,X,O,O,X,X,O,O
SLIZJOT,X,X,X,O,O,X,X,O,X,X,X,X
SLIZOTJ,X,O,X,O,O,X,O,O,X,O,O,O
SLIZOJT,X,X,X,O,O,X,X,O,X,X,X,X
SLIOTJZ,X,O,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,O,X,X,X,X,X,X,O
SLIOJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SLIOJZT,X,X,X,O,O,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,O,O,X,X,X,X,O,X,O
SLIOZJT,X,X,X,O,O,X,X,X,X,X,X,X
SLJTIZO,X,O,O,O,O,X,O,O,X,X,X,O
SLJTIOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLJTZIO,X,O,O,O,O,X,O,O,X,X,X,O
SLJTZOI,X,O,O,O,X,X,O,O,O,X,X,X
SLJTOIZ,X,O,X,O,X,X,O,X,O,X,X,X
SLJTOZI,X,O,X,O,X,X,O,O,O,X,X,X
SLJITZO,X,O,X,O,O,X,X,X,X,X,X,O
SLJITOZ,X,O,X,O,X,X,X,X,X,X,X,X
SLJIZTO,X,X,X,O,O,X,X,O,X,X,X,O
SLJIZOT,X,X,X,O,O,X,X,O,X,X,X,X
SLJIOTZ,X,X,X,O,O,X,X,X,X,X,X,X
SLJIOZT,X,X,X,O,O,X,X,X,X,X,X,X
SLJZTIO,X,O,O,O,O,X,O,O,X,X,X,O
SLJZTOI,X,O,O,O,X,X,O,O,O,X,X,X
SLJZITO,X,O,X,O,O,X,O,O,X,X,X,O
SLJZIOT,X,X,X,O,O,X,X,O,X,X,X,X
SLJZOTI,X,X,X,O,O,X,X,O,X,X,X,X
SLJZOIT,X,X,X,O,O,X,X,O,X,X,X,X
SLJOTIZ,X,X,O,O,O,X,X,X,X,X,X,X
SLJOTZI,X,X,O,O,O,X,X,X,X,X,X,X
SLJOITZ,X,X,X,O,O,X,X,X,X,X,X,X
SLJOIZT,X,X,X,O,O,X,X,X,X,X,X,X
SLJOZTI,X,X,O,O,O,X,X,O,X,X,X,X
SLJOZIT,X,X,X,O,O,X,X,O,X,X,X,X
SLZTIJO,X,O,X,O,O,X,O,O,X,X,O,O
SLZTIOJ,X,O,X,O,O,X,O,O,O,O,O,O
SLZTJIO,X,O,X,O,O,X,O,O,X,X,O,O
SLZTJOI,X,O,X,O,X,X,O,O,O,X,X,X
SLZTOIJ,X,O,X,O,O,X,O,O,O,O,O,O
SLZTOJI,X,O,X,O,O,X,O,O,O,O,X,X
SLZITJO,X,O,X,O,O,X,O,O,X,X,O,O
SLZITOJ,X,O,X,O,O,X,O,O,O,O,O,O
SLZIJTO,X,O,X,O,O,X,O,O,X,X,O,O
SLZIJOT,X,X,X,O,O,X,X,O,X,X,X,X
SLZIOTJ,X,O,X,O,O,X,O,O,X,O,O,O
SLZIOJT,X,X,X,O,O,X,X,O,X,X,X,X
SLZJTIO,X,O,O,O,O,X,O,O,X,X,O,O
SLZJTOI,X,O,O,O,X,X,O,O,O,X,X,X
SLZJITO,X,O,X,O,O,X,O,O,X,X,O,O
SLZJIOT,X,X,X,O,O,X,X,O,X,X,X,X
SLZJOTI,X,X,X,O,O,X,X,O,X,X,X,X
SLZJOIT,X,X,X,O,O,X,X,O,X,X,X,X
SLZOTIJ,X,O,O,O,O,X,O,O,O,O,O,O
SLZOTJI,X,O,O,O,O,X,O,O,O,O,X,X
SLZOITJ,X,O,X,O,O,X,O,O,X,O,O,O
SLZOIJT,X,X,X,O,O,X,X,O,X,X,X,X
SLZOJTI,X,X,O,O,O,X,X,O,X,X,X,X
SLZOJIT,X,X,X,O,O,X,X,O,X,X,X,X
SLOTIJZ,X,O,X,O,O,X,X,X,O,X,X,X
SLOTIZJ,X,X,O,O,O,X,X,X,O,X,X,O
SLOTJIZ,X,O,X,O,O,X,O,X,O,X,X,X
SLOTJZI,X,O,X,O,O,X,O,O,O,X,X,X
SLOTZIJ,X,O,O,O,O,X,O,O,O,O,X,O
SLOTZJI,X,O,O,O,O,X,O,O,O,O,X,X
SLOITJZ,X,O,X,O,O,X,X,X,X,X,X,X
SLOITZJ,X,X,X,O,O,X,X,X,X,X,X,O
SLOIJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SLOIJZT,X,X,X,O,O,X,X,X,X,X,X,X
SLOIZTJ,X,X,X,O,O,X,X,X,X,O,X,O
SLOIZJT,X,X,X,O,O,X,X,X,X,X,X,X
SLOJTIZ,X,X,O,O,O,X,X,X,X,X,X,X
SLOJTZI,X,X,O,O,O,X,X,X,X,X,X,X
SLOJITZ,X,X,X,O,O,X,X,X,X,X,X,X
SLOJIZT,X,X,X,O,O,X,X,X,X,X,X,X
SLOJZTI,X,X,O,O,O,X,X,O,X,X,X,X
SLOJZIT,X,X,X,O,O,X,X,O,X,X,X,X
SLOZTIJ,X,O,O,O,O,X,O,O,O,O,X,O
SLOZTJI,X,O,O,O,O,X,O,O,O,O,X,X
SLOZITJ,X,O,X,O,O,X,O,O,X,O,X,O
SLOZIJT,X,X,X,O,O,X,X,O,X,X,X,X
SLOZJTI,X,X,O,O,O,X,X,O,X,X,X,X
SLOZJIT,X,X,X,O,O,X,X,O,X,X,X,X
SJTILZO,X,X,O,O,O,O,O,O,X,X,X,O
SJTILOZ,X,X,X,O,X,O,O,X,X,X,X,X
SJTIZLO,X,X,O,O,O,O,O,O,X,X,O,O
SJTIZOL,X,X,X,O,X,O,O,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,O,O,X,X,X,X,X
SJTIOZL,X,X,X,O,X,O,O,X,X,X,X,X
SJTLIZO,X,X,O,O,O,O,O,O,X,X,X,O
SJTLIOZ,X,X,X,O,X,O,O,X,X,X,X,X
SJTLZIO,X,X,O,O,O,O,O,O,X,X,X,O
SJTLZOI,X,X,O,O,X,X,O,O,O,X,X,X
SJTLOIZ,X,X,X,O,X,O,O,X,O,X,X,X
SJTLOZI,X,X,X,O,X,O,O,O,O,X,X,X
SJTZILO,X,X,O,O,O,O,O,O,X,X,O,O
SJTZIOL,X,X,X,O,X,O,O,X,X,O,X,X
SJTZLIO,X,X,O,O,O,O,O,O,X,X,O,O
SJTZLOI,X,X,O,O,X,X,O,O,O,X,X,X
SJTZOIL,X,X,X,O,X,O,O,X,O,O,X,X
SJTZOLI,X,X,X,O,X,O,O,O,O,O,X,X
SJTOILZ,X,X,X,O,X,O,O,X,O,X,X,X
SJTOIZL,X,X,X,O,X,O,O,X,O,X,X,X
SJTOLIZ,X,X,X,O,X,O,O,X,O,X,X,X
SJTOLZI,X,X,X,O,X,O,O,O,O,X,X,X
SJTOZIL,X,X,X,O,X,O,O,X,O,O,X,X
SJTOZLI,X,X,X,O,X,O,O,O,O,O,X,X
SJITLZO,X,X,X,O,O,O,X,X,X,X,X,O
SJITLOZ,X,X,X,O,X,O,X,X,X,X,X,X
SJITZLO,X,X,X,O,O,O,X,X,X,X,X,O
SJITZOL,X,X,X,O,X,O,X,X,X,X,X,X
SJITOLZ,X,X,X,O,X,O,X,X,X,X,X,X
SJITOZL,X,X,X,O,X,O,X,X,X,X,X,X
SJILTZO,O,X,X,O,O,O,X,X,X,X,X,O
SJILTOZ,O,X,X,O,X,O,X,X,X,X,X,X
SJILZTO,O,X,X,O,O,X,X,O,X,X,X,O
SJILZOT,O,X,X,O,O,X,X,O,X,X,X,X
SJILOTZ,O,X,X,O,O,X,X,X,X,X,X,X
SJILOZT,O,X,X,O,O,X,X,X,X,X,X,X
SJIZTLO,O,X,X,O,O,O,X,X,X,X,X,O
SJIZTOL,X,X,X,O,X,O,X,X,X,O,X,X
SJIZLTO,O,X,X,O,O,X,X,O,X,X,O,O
SJIZLOT,O,X,X,O,O,X,X,O,X,X,X,X
SJIZOTL,X,X,X,O,O,X,X,X,X,O,X,X
SJIZOLT,X,X,X,O,O,X,X,X,X,X,X,X
SJIOTLZ,O,X,X,O,O,O,X,X,X,X,X,X
SJIOTZL,O,X,X,O,O,O,X,X,X,X,X,X
SJIOLTZ,O,X,X,O,O,X,X,X,X,X,X,X
SJIOLZT,O,X,X,O,O,X,X,X,X,X,X,X
SJIOZTL,O,X,X,O,O,X,X,X,X,O,X,X
SJIOZLT,O,X,X,O,O,X,X,X,X,X,X,X
SJLTIZO,O,X,O,O,O,O,O,O,X,X,X,O
SJLTIOZ,O,X,X,O,X,O,O,X,X,X,X,X
SJLTZIO,O,X,O,O,O,O,O,O,X,X,X,O
SJLTZOI,O,X,O,O,X,X,O,O,O,X,X,X
SJLTOIZ,O,X,X,O,X,O,O,X,O,X,X,X
SJLTOZI,O,X,X,O,X,O,O,O,O,X,X,X
SJLITZO,O,X,X,O,O,O,X,X,X,X,X,O
SJLITOZ,O,X,X,O,X,O,X,X,X,X,X,X
SJLIZTO,O,X,X,O,O,X,X,O,X,X,X,O
SJLIZOT,O,X,X,O,O,X,X,O,X,X,X,X
SJLIOTZ,O,X,X,O,O,X,X,X,X,X,X,X
SJLIOZT,O,X,X,O,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,O,O,X,O,O,X,X,X,O
SJLZTOI,O,X,O,O,X,X,O,O,O,X,X,X
SJLZITO,O,X,X,O,O,X,O,O,X,X,X,O
SJLZIOT,O,X,X,O,O,X,X,O,X,X,X,X
SJLZOTI,O,X,X,O,O,X,X,O,X,X,X,X
SJLZOIT,O,X,X,O,O,X,X,O,X,X,X,X
SJLOTIZ,O,X,O,O,O,X,X,X,X,X,X,X
SJLOTZI,O,X,O,O,O,X,X,X,X,X,X,X
SJLOITZ,O,X,X,O,O,X,X,X,X,X,X,X
SJLOIZT,O,X,X,O,O,X,X,X,X,X,X,X
SJLOZTI,O,X,O,O,O,X,X,O,X,X,X,X
SJLOZIT,O,X,X,O,O,X,X,O,X,X,X,X
