sequence,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufB3bBqiBT?eBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBGeBqkBz?iBllB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhF3bBGeBqkBz?iBllBUqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel6IvhF3bBuiBcjBK?kBRlBTqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFlbBuiBcjBy?kBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeT6IvhFCeB0gBXjBx?pBmpBlqB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jel7IvhFGeBifBziB0?fBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFufBqiBTeB0?gBVqB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeG+IvhFxfBziB0kBl?lBikB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8Jei6IvhFGeB1kB0gBz?iBxpB3qB,v115@4gB8GeC8HeB8BeA8DeH8BeF8JeZ/IvhFUbBFjBGqBf?qBzqBCtB
SIOLTJZ,O,O,O,O,O,X,O,X,X,X,X
SIOLTZJ,X,O,O,O,O,X,O,X,X,X,X
SIOLJTZ,O,O,O,O,O,O,O,X,X,X,X
SIOLJZT,O,O,X,O,O,O,O,X,X,X,X
SIOLZTJ,X,X,X,O,O,X,O,X,X,X,X
SIOLZJT,O,O,X,O,O,O,O,X,X,X,X
SIOJTLZ,X,X,O,X,X,O,O,X,X,O,X
SIOJTZL,X,X,X,X,X,O,O,X,X,O,X
SIOJLTZ,O,O,O,X,X,O,O,X,X,X,X
SIOJLZT,O,O,X,X,X,O,O,X,X,X,X
SIOJZTL,X,X,X,X,X,O,O,X,X,O,X
SIOJZLT,X,X,X,X,X,O,O,X,X,X,X
SIOZTLJ,X,X,X,X,O,X,O,X,X,O,X
SIOZTJL,X,X,X,X,O,X,O,X,X,O,X
SIOZLTJ,X,X,X,O,O,X,O,X,X,X,X
SIOZLJT,X,X,X,O,O,O,O,X,X,X,X
SIOZJTL,X,X,X,X,O,O,O,X,X,O,X
SIOZJLT,X,X,X,O,O,O,O,X,X,X,X
SLTIJZO,O,X,X,O,X,O,X,O,X,X,X
SLTIJOZ,O,X,O,X,X,O,X,O,X,X,X
SLTIZJO,O,X,X,O,X,O,X,O,X,X,X
SLTIZOJ,O,O,O,O,X,X,X,O,X,X,X
SLTIOJZ,O,O,O,X,X,X,X,O,X,X,X
SLTIOZJ,O,O,O,O,X,X,X,O,X,X,X
SLTJIZO,O,X,X,X,X,X,X,O,X,X,X
SLTJIOZ,O,X,O,X,X,X,X,O,X,X,X
SLTJZIO,O,X,X,O,X,X,X,O,X,X,X
SLTJZOI,O,X,X,O,X,X,X,O,X,X,X
SLTJOIZ,O,X,O,X,X,X,X,O,X,X,X
SLTJOZI,O,X,O,X,X,X,X,O,X,X,X
SLTZIJO,O,X,X,O,X,O,X,O,X,X,X
SLTZIOJ,O,O,O,O,X,X,X,O,X,X,X
SLTZJIO,O,X,X,O,X,X,X,O,X,X,X
SLTZJOI,O,X,X,O,X,X,X,O,X,X,X
SLTZOIJ,O,O,O,X,X,X,X,O,X,X,X
SLTZOJI,O,O,O,O,X,X,X,O,X,X,X
SLTOIJZ,O,O,O,X,X,X,X,O,X,X,X
SLTOIZJ,O,O,O,X,X,X,X,O,X,X,X
SLTOJIZ,O,O,O,X,X,X,X,O,X,X,X
SLTOJZI,O,O,O,X,X,X,X,O,X,X,X
SLTOZIJ,O,O,O,X,X,X,X,O,X,X,X
SLTOZJI,O,O,O,O,X,X,X,O,X,X,X
SLITJZO,O,X,X,O,X,O,X,O,X,X,X
SLITJOZ,O,X,O,X,X,O,X,O,X,X,X
SLITZJO,O,X,X,O,X,O,X,O,X,X,X
SLITZOJ,O,O,O,O,X,X,X,O,X,X,X
SLITOJZ,O,O,O,X,X,X,X,O,X,X,X
SLITOZJ,O,O,O,O,X,X,X,O,X,X,X
SLIJTZO,X,X,X,O,X,O,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,O,X,X,X,X,X
SLIJZTO,X,X,X,O,X,O,X,X,X,X,X
SLIJZOT,O,X,X,O,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,O,X,X,X,X,X
SLIJOZT,O,X,X,X,X,O,X,X,X,X,X
SLIZTJO,O,X,X,O,X,O,X,X,X,X,X
SLIZTOJ,O,X,X,O,X,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,O,X,X,X,X,X
SLIZJOT,O,X,X,O,X,O,X,X,X,X,X
SLIZOTJ,O,X,X,O,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,O,X,X,X,X,X
SLIOTJZ,O,O,O,X,X,X,X,O,X,X,X
SLIOTZJ,O,O,O,O,X,X,X,O,X,X,X
SLIOJTZ,O,O,O,X,X,O,X,X,X,X,X
SLIOJZT,O,O,X,X,X,O,X,X,X,X,X
SLIOZTJ,O,X,X,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,O,X,O,X,X,X,X,X
SLJTIZO,O,X,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,X,X,X,X,X,X
SLJTZOI,O,X,X,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,X,X,X,O,X,O,X,X,X,X,X
SLJITOZ,O,X,X,X,X,O,X,X,X,X,X
SLJIZTO,X,X,X,O,X,O,X,X,X,X,X
SLJIZOT,O,X,X,O,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,O,X,X,X,X,X
SLJIOZT,O,X,X,X,X,O,X,X,X,X,X
SLJZTIO,O,X,X,O,X,X,X,X,X,X,X
SLJZTOI,O,X,X,O,X,X,X,X,X,X,X
SLJZITO,O,X,X,O,X,O,X,X,X,X,X
SLJZIOT,O,X,X,O,X,O,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,O,X,O,X,O,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,O,X,X,X
SLZTJIO,O,X,X,O,X,X,X,O,X,X,X
SLZTJOI,O,X,X,O,X,X,X,O,X,X,X
SLZTOIJ,O,X,X,X,X,X,X,O,X,X,X
SLZTOJI,O,X,X,O,X,X,X,O,X,X,X
SLZITJO,O,X,X,O,X,O,X,X,X,X,X
SLZITOJ,O,X,X,O,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,O,X,X,X,X,X
SLZIJOT,O,X,X,O,X,O,X,X,X,X,X
SLZIOTJ,O,X,X,O,X,X,X,X,X,X,X
SLZIOJT,O,O,X,O,X,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,X,X,X,X,X,X
SLZJTOI,O,X,X,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,O,X,O,X,X,X,X,X
SLZJIOT,O,X,X,O,X,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,O,X,X,X,O,X,X,X
SLZOTJI,O,X,X,O,X,X,X,O,X,X,X
SLZOITJ,O,X,X,O,X,X,X,X,X,X,X
SLZOIJT,O,O,X,O,X,O,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,O,X,X,X
SLOTIZJ,O,O,O,O,X,X,X,O,X,X,X
SLOTJIZ,O,O,O,X,X,X,X,O,X,X,X
SLOTJZI,O,O,O,O,X,X,X,O,X,X,X
SLOTZIJ,O,O,O,O,X,X,X,O,X,X,X
SLOTZJI,O,O,O,O,X,X,X,O,X,X,X
SLOITJZ,O,O,O,O,X,X,X,O,X,X,X
SLOITZJ,O,O,O,O,X,X,X,O,X,X,X
SLOIJTZ,O,O,O,O,X,O,X,X,X,X,X
SLOIJZT,O,O,X,O,X,O,X,X,X,X,X
SLOIZTJ,O,X,X,O,X,X,X,X,X,X,X
SLOIZJT,O,O,X,O,X,O,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,X,X,X,X,X
SLOJTZI,O,O,O,O,X,X,X,X,X,X,X
SLOJITZ,O,O,O,O,X,X,X,X,X,X,X
SLOJIZT,O,O,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,X,O,X,X,X,X,X,X,X
SLOJZIT,O,O,X,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,O,X,X,X,O,X,X,X
SLOZTJI,O,X,X,O,X,X,X,O,X,X,X
SLOZITJ,O,X,X,O,X,X,X,X,X,X,X
SLOZIJT,O,O,X,O,X,O,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X,X,X,X,X,X
SLOZJIT,O,O,X,O,X,X,X,X,X,X,X
SJTILZO,O,X,X,X,X,X,X,X,X,X,O
SJTILOZ,O,X,X,X,X,X,X,X,X,X,X
SJTIZLO,O,X,X,X,X,X,X,X,X,X,O
SJTIZOL,X,X,X,X,X,X,X,X,X,X,O
SJTIOLZ,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,X,X,X,X,O
SJTLIZO,O,X,X,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,O,X,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,X,X,X,X,X,X,X,X
SJTLOZI,O,X,O,X,X,X,X,X,X,X,X
SJTZILO,O,X,X,X,X,X,X,X,X,X,X
SJTZIOL,X,X,X,X,X,X,X,X,X,X,X
SJTZLIO,O,X,X,X,X,X,X,X,X,X,X
SJTZLOI,O,X,X,X,X,X,X,X,X,X,X
SJTZOIL,X,X,X,X,X,X,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,O,X,O,X,X,X,X,X,X,X,X
SJTOIZL,X,X,X,X,X,X,X,X,X,X,X
SJTOLIZ,O,X,O,X,X,X,X,X,X,X,X
SJTOLZI,O,X,O,X,X,X,X,X,X,X,X
SJTOZIL,X,X,X,X,X,X,X,X,X,X,X
SJTOZLI,X,X,O,X,X,X,X,X,X,X,X
SJITLZO,X,X,X,X,X,O,X,X,X,X,O
SJITLOZ,O,X,X,X,X,O,X,X,X,X,X
SJITZLO,X,X,X,X,X,O,X,X,X,X,O
SJITZOL,X,X,X,X,X,O,X,X,X,X,O
SJITOLZ,X,X,X,X,X,O,X,X,X,X,X
SJITOZL,X,X,X,X,X,O,X,X,X,X,O
SJILTZO,X,X,X,X,X,O,X,X,X,X,O
SJILTOZ,O,X,X,X,X,O,X,X,X,X,X
SJILZTO,X,X,X,X,X,O,X,X,X,X,O
SJILZOT,O,X,X,X,X,O,X,X,X,X,X
SJILOTZ,O,X,X,X,X,O,X,X,X,X,X
SJILOZT,O,X,X,X,X,O,X,X,X,X,X
SJIZTLO,X,X,X,X,X,O,X,X,X,X,O
SJIZTOL,X,X,X,X,X,O,X,X,X,X,O
SJIZLTO,X,X,X,X,X,O,X,X,X,X,O
SJIZLOT,O,X,X,X,X,O,X,X,X,X,X
SJIZOTL,X,X,X,X,X,O,X,X,X,X,O
SJIZOLT,X,X,X,X,X,O,X,X,X,X,X
SJIOTLZ,X,X,X,X,X,O,X,X,X,X,X
SJIOTZL,X,X,X,X,X,O,X,X,X,X,O
SJIOLTZ,O,X,X,X,X,O,X,X,X,X,X
SJIOLZT,O,X,X,X,X,O,X,X,X,X,X
SJIOZTL,X,X,X,X,X,O,X,X,X,X,O
SJIOZLT,X,X,X,X,X,O,X,X,X,X,X
SJLTIZO,O,X,X,X,X,X,X,X,X,X,X
SJLTIOZ,O,X,X,X,X,X,X,X,X,X,X
SJLTZIO,O,X,X,O,X,X,X,X,X,X,X
SJLTZOI,O,X,X,O,X,X,X,X,X,X,X
SJLTOIZ,O,X,X,X,X,X,X,X,X,X,X
SJLTOZI,O,X,X,X,X,X,X,X,X,X,X
SJLITZO,X,X,X,O,X,O,X,X,X,X,X
SJLITOZ,O,X,X,X,X,O,X,X,X,X,X
SJLIZTO,X,X,X,O,X,O,X,X,X,X,X
SJLIZOT,O,X,X,O,X,O,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,O,X,X,X,X,X
SJLIOZT,O,X,X,X,X,O,X,X,X,X,X
SJLZTIO,O,X,X,O,X,X,X,X,X,X,X
SJLZTOI,O,X,X,O,X,X,X,X,X,X,X
SJLZITO,O,X,X,O,X,O,X,X,X,X,X
SJLZIOT,O,X,X,O,X,O,X,X,X,X,X
SJLZOTI,O,X,X,O,X,X,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,X,X,X,X,X,X,X,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,X,X,X
SJLOITZ,O,X,X,X,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X,X,X
SJZTILO,O,X,X,X,X,X,X,X,X,X,X
SJZTIOL,X,X,X,X,X,X,X,X,X,X,X
SJZTLIO,O,X,X,O,X,X,X,X,X,X,X
SJZTLOI,O,X,X,O,X,X,X,X,X,X,X
SJZTOIL,X,X,X,X,X,X,X,X,X,X,X
SJZTOLI,X,X,X,O,X,X,X,X,X,X,X
SJZITLO,O,X,X,X,X,O,X,X,X,X,X
SJZITOL,X,X,X,X,X,O,X,X,X,X,X
SJZILTO,O,X,X,O,X,O,X,X,X,X,X
SJZILOT,O,X,X,O,X,O,X,X,X,X,X
SJZIOTL,X,X,X,X,X,O,X,X,X,X,X
SJZIOLT,O,X,X,O,X,O,X,X,X,X,X
SJZLTIO,O,X,X,O,X,X,X,X,X,X,X
SJZLTOI,O,X,X,O,X,X,X,X,X,X,X
SJZLITO,O,X,X,O,X,O,X,X,X,X,X
SJZLIOT,O,X,X,O,X,O,X,X,X,X,X
SJZLOTI,O,X,X,O,X,X,X,X,X,X,X
SJZLOIT,O,X,X,O,X,X,X,X,X,X,X
SJZOTIL,X,X,X,X,X,X,X,X,X,X,X
SJZOTLI,X,X,X,O,X,X,X,X,X,X,X
SJZOITL,X,X,X,X,X,X,X,X,X,X,X
SJZOILT,O,X,X,O,X,X,X,X,X,X,X
SJZOLTI,O,X,X,O,X,X,X,X,X,X,X
SJZOLIT,O,X,X,O,X,X,X,X,X,X,X
SJOTILZ,X,X,O,X,X,X,X,X,X,X,X
SJOTIZL,X,X,X,X,X,X,X,X,X,X,X
SJOTLIZ,X,X,O,X,X,X,X,X,X,X,X
SJOTLZI,X,X,O,X,X,X,X,X,X,X,X
SJOTZIL,X,X,X,X,X,X,X,X,X,X,X
SJOTZLI,X,X,O,X,X,X,X,X,X,X,X
SJOITLZ,X,X,O,X,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,X,X,X,X
SJOIZTL,X,X,X,X,X,X,X,X,X,X,X
SJOIZLT,X,X,X,X,X,X,X,X,X,X,X
SJOLTIZ,O,X,O,X,X,X,X,X,X,X,X
SJOLTZI,X,X,O,O,X,X,X,X,X,X,X
SJOLITZ,O,X,X,O,X,X,X,X,X,X,X
SJOLIZT,O,X,X,O,X,X,X,X,X,X,X
SJOLZTI,X,X,X,O,X,X,X,X,X,X,X
SJOLZIT,O,X,X,O,X,X,X,X,X,X,X
SJOZTIL,X,X,X,X,X,X,X,X,X,X,X
SJOZTLI,X,X,O,O,X,X,X,X,X,X,X
SJOZITL,X,X,X,X,X,X,X,X,X,X,X
SJOZILT,X,X,X,O,X,X,X,X,X,X,X
SJOZLTI,X,X,X,O,X,X,X,X,X,X,X
SJOZLIT,X,X,X,O,X,X,X,X,X,X,X
SZTILJO,O,X,X,X,O,O,X,O,X,X,X
SZTILOJ,O,X,X,X,O,X,X,O,X,X,X
SZTIJLO,O,X,X,X,O,O,X,O,X,X,X
SZTIJOL,O,X,X,X,O,O,X,X,X,X,X
SZTIOLJ,O,X,X,X,O,X,X,X,X,X,X
SZTIOJL,O,X,X,X,O,X,X,X,O,X,X
SZTLIJO,O,X,X,O,X,O,X,O,X,X,X
SZTLIOJ,O,X,O,O,X,X,X,O,X,X,X
SZTLJIO,O,X,X,O,X,X,X,O,X,X,X
SZTLJOI,O,X,X,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,O,X,X,X,X,O,X,X,X
SZTLOJI,O,X,O,O,X,X,X,O,X,X,X
SZTJILO,O,X,X,X,O,X,X,O,X,X,X
SZTJIOL,O,X,X,X,O,X,X,X,X,X,X
SZTJLIO,O,X,X,O,X,X,X,O,X,X,X
SZTJLOI,O,X,X,O,X,X,X,O,X,X,X
SZTJOIL,O,X,X,X,X,X,X,X,X,X,X
SZTJOLI,O,X,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,X,X,X,X,X,X,X
SZTOIJL,O,X,X,X,X,X,X,X,O,X,X
SZTOLIJ,O,X,O,O,X,X,X,X,X,X,X
SZTOLJI,O,X,O,O,X,X,X,X,X,X,X
SZTOJIL,O,X,X,X,X,X,X,X,O,X,X
SZTOJLI,O,X,O,O,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,O,O,X,X,X,X,X
SZITLOJ,O,X,X,X,O,X,X,X,X,O,X
SZITJLO,O,X,X,X,O,O,X,X,X,X,X
SZITJOL,O,X,X,X,O,O,X,X,X,X,X
SZITOLJ,O,X,X,X,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,O,X,X,X,X,O,X
SZILTJO,O,X,X,O,O,O,X,X,X,X,X
SZILTOJ,O,X,X,O,O,X,X,X,X,X,X
SZILJTO,O,X,X,O,O,O,X,X,X,X,X
SZILJOT,O,X,X,O,O,O,X,X,X,X,X
SZILOTJ,O,X,X,O,O,X,X,X,X,X,X
SZILOJT,O,X,X,O,O,O,X,X,X,X,X
SZIJTLO,O,X,X,X,O,O,X,X,X,X,X
SZIJTOL,X,X,X,X,O,O,X,X,X,X,X
SZIJLTO,O,X,X,O,O,O,X,X,X,X,X
SZIJLOT,O,X,X,O,O,O,X,X,X,X,X
SZIJOTL,X,X,X,X,O,O,X,X,X,X,X
SZIJOLT,O,X,X,O,O,O,X,X,X,X,X
SZIOTLJ,X,X,X,X,O,X,X,X,X,O,X
SZIOTJL,X,X,X,X,O,X,X,X,X,O,X
SZIOLTJ,O,X,X,O,O,X,X,X,X,X,X
SZIOLJT,O,X,X,O,O,O,X,X,X,X,X
SZIOJTL,X,X,X,X,O,O,X,X,O,O,X
SZIOJLT,O,X,X,O,O,O,X,X,X,X,X
SZLTIJO,O,X,X,O,X,O,X,O,X,X,X
SZLTIOJ,O,X,X,O,X,X,X,O,X,X,X
SZLTJIO,O,X,X,O,X,X,X,O,X,X,X
SZLTJOI,O,X,X,O,X,X,X,O,X,X,X
SZLTOIJ,O,X,X,X,X,X,X,O,X,X,X
SZLTOJI,O,X,X,O,X,X,X,O,X,X,X
SZLITJO,O,X,X,O,X,O,X,X,X,X,X
SZLITOJ,O,X,X,O,X,X,X,X,X,X,X
SZLIJTO,O,X,X,O,X,O,X,X,X,X,X
SZLIJOT,O,X,X,O,X,O,X,X,X,X,X
SZLIOTJ,O,X,X,O,X,X,X,X,X,X,X
SZLIOJT,O,X,X,O,X,O,X,X,X,X,X
SZLJTIO,O,X,X,O,X,X,X,X,X,X,X
SZLJTOI,O,X,X,O,X,X,X,X,X,X,X
SZLJITO,O,X,X,O,X,O,X,X,X,X,X
SZLJIOT,O,X,X,O,X,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,X,X,X,X,X,X
SZLJOIT,O,X,X,O,X,X,X,X,X,X,X
SZLOTIJ,O,X,X,O,X,X,X,O,X,X,X
SZLOTJI,O,X,X,O,X,X,X,O,X,X,X
SZLOITJ,O,X,X,O,X,X,X,X,X,X,X
SZLOIJT,O,X,X,O,X,O,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X,X,X,X,X,X
SZLOJIT,O,X,X,O,X,X,X,X,X,X,X
SZJTILO,O,X,X,X,O,X,X,X,X,X,X
SZJTIOL,X,X,X,X,O,X,X,X,X,X,X
SZJTLIO,O,X,X,O,X,X,X,X,X,X,X
SZJTLOI,O,X,X,O,X,X,X,X,X,X,X
SZJTOIL,X,X,X,X,X,X,X,X,X,X,X
SZJTOLI,X,X,X,O,X,X,X,X,X,X,X
SZJITLO,O,X,X,X,O,O,X,X,X,X,X
SZJITOL,X,X,X,X,O,O,X,X,X,X,X
SZJILTO,O,X,X,O,O,O,X,X,X,X,X
SZJILOT,O,X,X,O,O,O,X,X,X,X,X
SZJIOTL,X,X,X,X,O,O,X,X,X,X,X
SZJIOLT,O,X,X,O,O,O,X,X,X,X,X
SZJLTIO,O,X,X,O,X,X,X,X,X,X,X
SZJLTOI,O,X,X,O,X,X,X,X,X,X,X
SZJLITO,O,X,X,O,X,O,X,X,X,X,X
SZJLIOT,O,X,X,O,X,O,X,X,X,X,X
SZJLOTI,O,X,X,O,X,X,X,X,X,X,X
SZJLOIT,O,X,X,O,X,X,X,X,X,X,X
SZJOTIL,X,X,X,X,X,X,X,X,X,X,X
SZJOTLI,X,X,X,O,X,X,X,X,X,X,X
SZJOITL,X,X,X,X,X,X,X,X,X,X,X
SZJOILT,O,X,X,O,X,X,X,X,X,X,X
SZJOLTI,O,X,X,O,X,X,X,X,X,X,X
SZJOLIT,O,X,X,O,X,X,X,X,X,X,X
SZOTILJ,X,X,X,X,X,X,X,X,X,X,X
SZOTIJL,X,X,X,X,X,X,X,X,O,X,X
SZOTLIJ,X,X,O,O,X,X,X,X,X,X,X
SZOTLJI,X,X,O,O,X,X,X,X,X,X,X
SZOTJIL,X,X,X,X,X,X,X,X,O,X,X
SZOTJLI,X,X,O,O,X,X,X,X,X,X,X
SZOITLJ,X,X,X,X,X,X,X,X,X,O,X
SZOITJL,X,X,X,X,X,X,X,X,X,O,X
SZOILTJ,O,X,X,O,X,X,X,X,X,X,X
SZOILJT,O,X,X,O,X,O,X,X,X,X,X
SZOIJTL,X,X,X,X,X,O,X,X,O,O,X
SZOIJLT,O,X,X,O,X,O,X,X,X,X,X
SZOLTIJ,O,X,X,O,X,X,X,X,X,X,X
SZOLTJI,O,X,X,O,X,X,X,X,X,X,X
SZOLITJ,O,X,X,O,X,X,X,X,X,X,X
SZOLIJT,O,X,X,O,X,O,X,X,X,X,X
SZOLJTI,O,X,X,O,X,X,X,X,X,X,X
SZOLJIT,O,X,X,O,X,X,X,X,X,X,X
SZOJTIL,X,X,X,X,X,X,X,X,O,X,X
SZOJTLI,X,X,O,O,X,X,X,X,X,X,X
SZOJITL,X,X,X,X,X,X,X,X,O,O,X
SZOJILT,O,X,X,O,X,X,X,X,X,X,X
SZOJLTI,O,X,X,O,X,X,X,X,X,X,X
SZOJLIT,O,X,X,O,X,X,X,X,X,X,X
SOTILJZ,O,X,O,X,X,X,O,X,X,X,X
SOTILZJ,O,X,O,X,X,X,O,X,X,X,X
SOTIJLZ,O,X,O,X,X,X,O,X,X,X,X
SOTIJZL,X,X,X,X,X,X,O,X,O,X,X
SOTIZLJ,X,X,X,X,X,X,O,X,X,X,X
SOTIZJL,X,X,X,X,X,X,O,X,X,X,X
SOTLIJZ,O,O,O,O,X,X,X,X,X,X,X
SOTLIZJ,O,O,O,O,X,X,X,X,X,X,X
SOTLJIZ,O,O,O,X,X,X,X,X,X,X,X
SOTLJZI,O,O,O,O,X,X,X,X,X,X,X
SOTLZIJ,O,O,O,O,X,X,X,X,X,X,X
SOTLZJI,O,O,O,O,X,X,X,X,X,X,X
SOTJILZ,O,X,O,X,X,X,O,X,X,X,X
SOTJIZL,X,X,X,X,X,X,O,X,O,X,X
SOTJLIZ,O,O,O,X,X,X,X,X,X,X,X
SOTJLZI,O,O,O,X,X,X,X,X,X,X,X
SOTJZIL,X,X,X,X,X,X,X,X,O,X,X
SOTJZLI,X,X,O,X,X,X,X,X,X,X,X
SOTZILJ,X,X,X,X,X,X,X,X,X,X,X
SOTZIJL,X,X,X,X,X,X,X,X,O,X,X
SOTZLIJ,X,X,O,O,X,X,X,X,X,X,X
SOTZLJI,X,X,O,O,X,X,X,X,X,X,X
SOTZJIL,X,X,X,X,X,X,X,X,O,X,X
SOTZJLI,X,X,O,O,X,X,X,X,X,X,X
SOITLJZ,X,X,O,X,X,X,O,X,X,O,X
SOITLZJ,X,X,O,X,X,X,O,X,X,O,X
SOITJLZ,X,X,O,X,X,X,O,X,X,O,X
SOITJZL,X,X,X,X,X,X,O,X,X,O,X
SOITZLJ,X,X,X,X,X,X,O,X,X,O,X
SOITZJL,X,X,X,X,X,X,O,X,X,O,X
SOILTJZ,O,O,O,O,X,X,O,X,X,X,X
SOILTZJ,X,O,O,O,X,X,O,X,X,X,X
SOILJTZ,O,O,O,O,X,O,O,X,X,X,X
SOILJZT,O,O,X,O,X,O,O,X,X,X,X
SOILZTJ,X,X,X,O,X,X,O,X,X,X,X
SOILZJT,O,O,X,O,X,O,O,X,X,X,X
SOIJTLZ,X,X,O,X,X,O,O,X,X,O,X
SOIJTZL,X,X,X,X,X,O,O,X,X,O,X
SOIJLTZ,O,O,O,X,X,O,O,X,X,X,X
SOIJLZT,O,O,X,X,X,O,O,X,X,X,X
SOIJZTL,X,X,X,X,X,O,O,X,X,O,X
SOIJZLT,X,X,X,X,X,O,O,X,X,X,X
SOIZTLJ,X,X,X,X,X,X,O,X,X,O,X
SOIZTJL,X,X,X,X,X,X,O,X,X,O,X
SOIZLTJ,X,X,X,O,X,X,O,X,X,X,X
SOIZLJT,X,X,X,O,X,O,O,X,X,X,X
SOIZJTL,X,X,X,X,X,O,O,X,X,O,X
SOIZJLT,X,X,X,O,X,O,O,X,X,X,X
SOLTIJZ,O,O,O,O,X,X,X,X,X,X,X
SOLTIZJ,O,O,O,O,X,X,X,X,X,X,X
SOLTJIZ,O,O,O,X,X,X,X,X,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X,X,X,X
SOLTZIJ,O,O,O,O,X,X,X,X,X,X,X
SOLTZJI,O,O,O,O,X,X,X,X,X,X,X
SOLITJZ,O,O,O,O,X,X,X,X,X,X,X
SOLITZJ,O,O,O,O,X,X,X,X,X,X,X
SOLIJTZ,O,O,O,O,X,O,X,X,X,X,X
SOLIJZT,O,O,X,O,X,O,X,X,X,X,X
SOLIZTJ,O,X,X,O,X,X,X,X,X,X,X
SOLIZJT,O,O,X,O,X,O,X,X,X,X,X
SOLJTIZ,O,O,O,X,X,X,X,X,X,X,X
SOLJTZI,O,O,O,O,X,X,X,X,X,X,X
SOLJITZ,O,O,O,O,X,X,X,X,X,X,X
SOLJIZT,O,O,X,O,X,X,X,X,X,X,X
SOLJZTI,O,X,X,O,X,X,X,X,X,X,X
SOLJZIT,O,O,X,O,X,X,X,X,X,X,X
SOLZTIJ,O,X,X,O,X,X,X,X,X,X,X
