sequence,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jei/IvhFUhBGiBZoBF?lB/sBTpB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFCgBXhBmiB8?pBFnBzsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jel/IvhFUhBRiBKpBX?lBTnBetB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBKpBzkBF?nB8sBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlBT?nBetBipB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFZoB/pBFlBT?nBipBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Je0/IvhFVmBZoBKpBT?nBXlBGsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeZEJvhFVmB3iBzkBe?tBUnBCqB,v115@GhA8IeA8CeC8CeA8BeE8BeA8Jex/IvhFXhBypBFnB8?sBTpBmsB,v115@GhA8IeA8CeC8CeA8BeE8BeA8JeUBJvhFRiB/pBFlB2?sBzsBipB
JOZTILS,O,O,O,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,O,X,X,O,X,X
JOZTLIS,O,O,O,X,X,X,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,O,X,X,O,X,X
JOZTSLI,O,O,X,X,O,X,X,X,X,X
JOZITLS,O,O,O,X,X,X,X,X,X,X
JOZITSL,O,O,X,X,O,X,X,O,X,X
JOZILTS,X,O,O,X,X,X,X,X,X,X
JOZILST,O,O,O,X,O,X,X,X,X,X
JOZISTL,O,O,X,X,O,O,X,O,X,X
JOZISLT,O,O,O,X,O,X,X,X,X,X
JOZLTIS,X,O,O,X,X,X,X,X,X,X
JOZLTSI,X,O,O,X,X,X,X,X,X,X
JOZLITS,X,O,O,X,X,X,X,X,X,X
JOZLIST,O,O,O,X,O,X,X,X,X,X
JOZLSTI,O,O,O,X,O,X,X,X,X,X
JOZLSIT,O,O,O,X,O,X,X,X,X,X
JOZSTIL,O,O,X,X,O,O,X,O,X,O
JOZSTLI,O,O,X,X,O,X,X,X,X,O
JOZSITL,O,O,X,X,O,O,X,O,X,X
JOZSILT,O,O,O,X,O,X,X,X,X,X
JOZSLTI,O,O,O,X,O,X,X,X,X,X
JOZSLIT,O,O,O,X,O,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,O,O,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,O,O,X,X,X
STIJLZO,O,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,X,X,X,O,X,X
STIJZLO,O,O,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,O,O,X,O,X,O
STIJOLZ,O,X,X,X,O,X,X,O,X,O
STIJOZL,O,O,X,X,O,O,X,O,X,O
STIZLJO,O,O,X,X,X,X,X,X,X,X
STIZLOJ,O,O,X,X,X,O,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,X,O,O,X,X,X,O
STIZOLJ,O,O,X,X,X,O,X,X,X,X
STIZOJL,O,O,X,X,X,O,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,O,X,X,X
STIOJLZ,O,O,X,X,X,X,X,O,X,X
STIOJZL,O,O,X,X,X,O,X,O,X,X
STIOZLJ,O,O,X,X,X,O,X,X,X,X
STIOZJL,O,O,X,X,X,O,X,X,X,X
STLIJZO,O,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,O,O,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,X,X,O,O,X,X,X
STLJIZO,O,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,X,X,O,X,X,X,X,O
STLJOIZ,O,X,X,X,O,X,X,X,X,O
STLJOZI,O,X,X,X,O,X,X,X,X,O
STLZIJO,O,O,X,X,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,O,O,X,O,X
STLZJIO,O,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,X,O,O,X,X,X,O,O
STLZOIJ,O,O,X,O,X,O,O,X,O,X
STLZOJI,O,O,X,O,X,X,X,X,O,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,O,X,O,O,X,X,X
STLOJIZ,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,O,X,O,O,X,X,X
STLOZJI,O,X,X,O,X,X,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,X,X,X,O,X,X
STJIZLO,O,O,X,X,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,O,X,O,X,O
STJIOLZ,O,X,X,X,O,X,X,O,X,O
STJIOZL,O,O,X,X,O,O,X,O,X,O
STJLIZO,O,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,X,X,X,X,X,O,X,X
STJLZIO,O,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,X,X,O,X,X,X,X,O
STJLOIZ,O,X,X,X,O,X,X,O,X,O
STJLOZI,O,X,X,X,O,X,X,X,X,O
STJZILO,O,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,X,X,O,O,X,O,X,O
STJZLIO,O,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,O,X,X,X,X,O
STJZOIL,O,O,X,X,O,O,X,O,X,O
STJZOLI,O,O,X,X,O,X,X,X,X,O
STJOILZ,O,X,X,X,O,X,X,O,X,O
STJOIZL,O,O,X,X,O,O,X,O,X,O
STJOLIZ,O,X,X,X,O,X,X,O,X,O
STJOLZI,O,X,X,X,O,X,X,X,X,O
STJOZIL,O,O,X,X,O,O,X,O,X,O
STJOZLI,O,O,X,X,O,X,X,X,X,O
STZILJO,O,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,O,X,X,O,X
STZIJLO,O,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,X,O,O,X,X,X,O
STZIOLJ,O,O,X,X,X,O,X,X,X,X
STZIOJL,O,O,X,X,X,O,X,X,X,X
STZLIJO,O,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,O,X,X,O,X
STZLJIO,O,O,X,X,X,X,X,X,X,X
STZLJOI,O,O,X,O,O,X,X,X,O,O
STZLOIJ,O,O,X,O,X,O,X,X,O,X
STZLOJI,O,O,X,O,X,X,X,X,O,X
STZJILO,O,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,X,O,O,X,X,X,O
STZJLIO,O,O,X,X,X,X,X,X,X,X
STZJLOI,O,O,X,O,O,X,X,X,O,O
STZJOIL,O,O,X,X,O,O,X,X,X,O
STZJOLI,O,O,X,X,O,X,X,X,X,O
STZOILJ,O,O,X,X,X,O,X,X,X,X
STZOIJL,O,O,X,X,X,O,X,X,X,X
STZOLIJ,O,O,X,O,X,O,X,X,O,X
STZOLJI,O,O,X,O,X,X,X,X,O,X
STZOJIL,O,O,X,X,O,O,X,X,X,O
STZOJLI,O,O,X,X,O,X,X,X,X,O
STOILJZ,O,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,O,O,X,X,X
STOIJLZ,O,O,X,X,X,X,X,O,X,X
STOIJZL,O,O,X,X,X,O,X,O,X,X
STOIZLJ,O,O,X,X,X,O,X,X,X,X
STOIZJL,O,O,X,X,X,O,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,O,O,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,O,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,X,X,O,X,O
STOJIZL,O,O,X,X,O,O,X,O,X,O
STOJLIZ,O,O,X,X,O,X,X,O,X,O
STOJLZI,O,O,X,X,O,X,X,X,X,O
STOJZIL,O,O,X,X,O,O,X,O,X,O
STOJZLI,O,O,X,X,O,X,X,X,X,O
STOZILJ,O,O,X,X,X,O,X,X,X,X
STOZIJL,O,O,X,X,X,O,X,X,X,X
STOZLIJ,O,O,X,X,X,O,X,X,X,X
STOZLJI,O,O,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,O,O,X,X,X,O
STOZJLI,O,O,X,X,O,X,X,X,X,O
SITLJZO,O,O,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,O,O,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,O,O,X,X,X
SITJLZO,O,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,X,X,X,O,X,X
SITJZLO,O,O,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,O,X,O,X,O
SITJOLZ,O,X,X,X,O,X,X,O,X,O
SITJOZL,O,O,X,X,O,O,X,O,X,O
SITZLJO,O,O,X,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,O,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,O,X,X,X,O
SITZOLJ,O,O,X,X,X,O,X,X,X,X
SITZOJL,O,O,X,X,X,O,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,O,O,X,X,X
SITOJLZ,O,O,X,X,X,X,X,O,X,X
SITOJZL,O,O,X,X,X,O,X,O,X,X
SITOZLJ,O,O,X,X,X,O,X,X,X,X
SITOZJL,O,O,X,X,X,O,X,X,X,X
SILTJZO,O,O,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,X,X,O,O,X,X,X
SILTOJZ,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,O,O,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,X,X,X,X,X,X
SILZTOJ,O,O,X,O,X,O,O,X,O,X
SILZJTO,O,O,X,X,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,O,X,O,O,X,X,X
SILZOJT,O,O,X,O,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,X,O,O,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,O,X,X,X,X,X,X
SILOZTJ,O,O,X,O,X,O,O,X,X,X
SILOZJT,O,O,X,O,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,X,X,X,O,X,X
SIJTZLO,O,O,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,O,X,O,X,O
SIJTOLZ,O,X,X,X,O,X,X,O,X,O
SIJTOZL,O,O,X,X,O,O,X,O,X,O
SIJLTZO,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,X,X,O,X,X
SIJLZTO,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,O,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,O,O,X,O,X,O
SIJZLTO,O,O,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,O,X,O,X,X
SIJZOLT,O,O,X,X,O,X,X,X,X,X
SIJOTLZ,O,O,X,X,O,X,X,O,X,X
SIJOTZL,O,O,X,X,O,O,X,O,X,X
SIJOLTZ,O,X,X,X,O,X,X,O,X,X
SIJOLZT,O,O,X,X,O,X,X,X,X,X
SIJOZTL,O,O,X,X,O,O,X,O,X,X
SIJOZLT,O,O,X,X,O,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,O,X,X,O,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,X,O,O,X,X,X,O
SIZTOLJ,O,O,X,X,X,O,X,X,X,X
SIZTOJL,O,O,X,X,X,O,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,O,X,X,O,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,X,O,X,X,X,X
SIZLOJT,O,O,X,O,X,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X,X
SIZJTOL,O,O,X,X,O,O,X,X,X,O
SIZJLTO,O,O,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,O,X,X,X,X
SIZJOLT,O,O,X,X,O,X,X,X,X,X
SIZOTLJ,O,O,X,X,X,O,X,X,X,X
SIZOTJL,O,O,X,X,X,O,X,X,X,X
SIZOLTJ,O,O,X,X,X,O,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X,X,X
SIZOJTL,O,O,X,X,X,O,X,X,X,X
SIZOJLT,O,O,X,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,O,O,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,O,X,X
SIOTJZL,O,O,X,X,X,O,X,O,X,X
SIOTZLJ,O,O,X,X,X,O,X,X,X,X
SIOTZJL,O,O,X,X,X,O,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,O,O,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,O,O,X,X,X
SIOLZJT,O,O,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,O,X,X
SIOJTZL,O,O,X,X,X,O,X,O,X,X
SIOJLTZ,O,X,X,X,X,X,X,O,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,O,X,O,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,O,X,X,X,X
SIOZTJL,O,O,X,X,X,O,X,X,X,X
SIOZLTJ,O,O,X,X,X,O,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,O,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,X,O,X,X,X,X,X,X,X
SLTIZJO,O,O,O,X,X,X,X,X,X,X
SLTIZOJ,O,O,O,X,X,O,O,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,X,X,X,X,O,O,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,X,O,X,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,O,X,X,X,X,O
SLTJOIZ,O,X,O,X,O,X,X,X,X,O
SLTJOZI,O,X,O,X,O,X,X,X,X,O
SLTZIJO,O,O,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,O,O,X,O,O,X,O,X
SLTZJIO,O,O,O,X,X,X,X,X,X,X
SLTZJOI,O,O,O,O,O,X,X,X,O,O
SLTZOIJ,O,O,O,O,X,O,O,X,O,X
SLTZOJI,O,O,O,O,X,X,X,X,O,X
SLTOIJZ,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,X,X,O,X,O,O,X,X,X
SLTOJIZ,O,X,O,X,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,O,X,O,O,X,X,X
SLTOZJI,O,X,O,O,X,X,X,X,X,X
SLITJZO,O,O,O,X,X,X,X,X,X,X
SLITJOZ,O,X,O,X,X,X,X,X,X,X
SLITZJO,O,O,O,X,X,X,X,X,X,X
SLITZOJ,O,O,O,X,X,O,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,O,O,X,X,X
SLIJTZO,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,O,X,X,X,X,X,X,X
SLIJZTO,O,X,O,X,X,X,X,X,X,X
SLIJZOT,O,X,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,X,X,X,X,X,X,X
SLIJOZT,O,X,O,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,O,O,X,O,O,X,O,X
SLIZJTO,O,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,O,X,O,O,X,X,X
SLIZOJT,O,O,X,O,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,O,O,X,X,X
SLIOJTZ,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,O,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,O,O,X,X,X
SLIOZJT,O,O,X,O,X,X,X,X,X,X
SLJTIZO,O,X,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,O,X,X,X,X,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X
SLJTZOI,O,X,O,X,O,X,X,X,X,O
SLJTOIZ,O,X,O,X,O,X,X,X,X,O
SLJTOZI,O,X,O,X,O,X,X,X,X,O
SLJITZO,O,X,O,X,X,X,X,X,X,X
SLJITOZ,O,X,O,X,X,X,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X,X,X,X
SLJIZOT,O,X,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,O,X,X,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,X,X,X,X
SLJZTIO,O,X,O,X,X,X,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,O,O
SLJZITO,O,X,O,X,X,X,X,X,X,X
SLJZIOT,O,X,O,X,X,X,X,X,X,X
SLJZOTI,O,X,O,O,O,X,X,X,X,X
SLJZOIT,O,X,O,O,O,X,X,X,X,X
SLJOTIZ,O,X,O,X,O,X,X,X,X,X
SLJOTZI,O,X,O,X,O,X,X,X,X,X
SLJOITZ,O,X,O,X,O,X,X,X,X,X
SLJOIZT,O,X,O,O,O,X,X,X,X,X
SLJOZTI,O,X,O,O,O,X,X,X,X,X
SLJOZIT,O,X,O,O,O,X,X,X,X,X
SLZTIJO,O,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,O,O,X,O,O,X,O,X
SLZTJIO,O,O,O,X,X,X,X,X,X,X
SLZTJOI,O,O,O,O,O,X,X,X,O,O
SLZTOIJ,O,O,O,O,X,O,O,X,O,X
SLZTOJI,O,O,O,O,X,X,X,X,O,X
SLZITJO,O,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,O,O,X,O,O,X,O,X
SLZIJTO,O,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,O,X,O,O,X,X,X
SLZIOJT,O,O,X,O,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,X,X,X,X,X
SLZJTOI,O,O,O,O,O,X,X,X,O,O
SLZJITO,O,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,X,X,X,X,X,X,X
SLZJOTI,O,O,O,O,O,X,X,X,X,X
SLZJOIT,O,O,O,O,O,X,X,X,X,X
SLZOTIJ,O,O,O,O,X,O,O,X,O,X
SLZOTJI,O,O,O,O,X,X,X,X,O,X
SLZOITJ,O,O,O,O,X,O,O,X,X,X
SLZOIJT,O,O,X,O,X,X,X,X,X,X
SLZOJTI,O,O,O,O,X,X,X,X,X,X
SLZOJIT,O,O,O,O,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,O,O,X,X,X
SLOTJIZ,O,O,O,X,X,X,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,X,X,X
SLOTZIJ,O,O,O,O,X,O,O,X,X,X
SLOTZJI,O,O,O,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,O,O,X,X,X
SLOIJTZ,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,O,X,O,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,O,O,X,X,X
SLOIZJT,O,O,X,O,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X,X,X,X
SLOJZTI,O,O,O,O,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X,X,X,X
SLOZTIJ,O,O,O,O,X,O,O,X,O,X
SLOZTJI,O,O,O,O,X,X,X,X,O,X
SLOZITJ,O,O,O,O,X,O,O,X,X,X
SLOZIJT,O,O,X,O,X,X,X,X,X,X
SLOZJTI,O,O,O,O,X,X,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X,X,X
SJTILOZ,O,X,X,X,X,X,X,O,X,X
SJTIZLO,O,O,X,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,O,O,X,O,X,O
SJTIOLZ,O,X,X,X,O,X,X,O,X,O
SJTIOZL,O,O,X,X,O,O,X,O,X,O
SJTLIZO,O,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,X,X,X,X,X,X,O,X,X
SJTLZIO,O,O,X,X,X,X,X,X,X,X
SJTLZOI,O,O,X,X,O,X,X,X,X,O
SJTLOIZ,O,X,X,X,O,X,X,O,X,O
SJTLOZI,O,X,X,X,O,X,X,X,X,O
SJTZILO,O,O,X,X,X,X,X,X,X,X
SJTZIOL,O,O,X,X,O,O,X,O,X,O
SJTZLIO,O,O,X,X,X,X,X,X,X,X
SJTZLOI,O,O,X,X,O,X,X,X,X,O
SJTZOIL,O,O,X,X,O,O,X,O,X,O
SJTZOLI,O,O,X,X,O,X,X,X,X,O
SJTOILZ,O,X,X,X,O,X,X,O,X,O
SJTOIZL,O,O,X,X,O,O,X,O,X,O
SJTOLIZ,O,X,X,X,O,X,X,O,X,O
SJTOLZI,O,X,X,X,O,X,X,X,X,O
SJTOZIL,O,O,X,X,O,O,X,O,X,O
SJTOZLI,O,O,X,X,O,X,X,X,X,O
SJITLZO,O,O,X,X,X,X,X,X,X,X
SJITLOZ,O,X,X,X,X,X,X,O,X,X
SJITZLO,O,O,X,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,O,O,X,O,X,O
SJITOLZ,O,X,X,X,O,X,X,O,X,O
SJITOZL,O,O,X,X,O,O,X,O,X,O
SJILTZO,O,X,O,X,X,X,X,X,X,X
SJILTOZ,O,X,O,X,X,X,X,O,X,X
SJILZTO,O,X,O,X,X,X,X,X,X,X
SJILZOT,O,X,O,X,X,X,X,X,X,X
SJILOTZ,O,X,O,X,X,X,X,O,X,X
SJILOZT,O,X,O,X,X,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,O,O,X,O,X,O
SJIZLTO,O,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X,X
SJIZOTL,O,O,X,X,O,O,X,O,X,X
SJIZOLT,O,O,X,X,O,X,X,X,X,X
SJIOTLZ,O,O,X,X,O,X,X,O,X,X
SJIOTZL,O,O,X,X,O,O,X,O,X,X
SJIOLTZ,O,X,X,X,O,X,X,O,X,X
SJIOLZT,O,O,X,X,O,X,X,X,X,X
SJIOZTL,O,O,X,X,O,O,X,O,X,X
SJIOZLT,O,O,X,X,O,X,X,X,X,X
SJLTIZO,O,X,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,O,X,X,X,X,O,X,X
SJLTZIO,O,X,O,X,X,X,X,X,X,X
SJLTZOI,O,X,O,X,O,X,X,X,X,O
SJLTOIZ,O,X,O,X,O,X,X,O,X,O
SJLTOZI,O,X,O,X,O,X,X,X,X,O
SJLITZO,O,X,O,X,X,X,X,X,X,X
SJLITOZ,O,X,O,X,X,X,X,O,X,X
SJLIZTO,O,X,O,X,X,X,X,X,X,X
SJLIZOT,O,X,O,X,X,X,X,X,X,X
SJLIOTZ,O,X,O,X,X,X,X,O,X,X
SJLIOZT,O,X,O,X,X,X,X,X,X,X
SJLZTIO,O,X,O,X,X,X,X,X,X,X
SJLZTOI,O,X,O,O,O,X,X,X,O,O
SJLZITO,O,X,O,X,X,X,X,X,X,X
SJLZIOT,O,X,O,X,X,X,X,X,X,X
SJLZOTI,O,X,O,O,O,X,X,X,X,X
SJLZOIT,O,X,O,O,O,X,X,X,X,X
SJLOTIZ,O,X,O,X,O,X,X,O,X,X
SJLOTZI,O,X,O,X,O,X,X,X,X,X
SJLOITZ,O,X,O,X,O,X,X,O,X,X
SJLOIZT,O,X,O,O,O,X,X,X,X,X
SJLOZTI,O,X,O,O,O,X,X,X,X,X
SJLOZIT,O,X,O,O,O,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,O,O,X,O,X,O
SJZTLIO,O,O,X,X,X,X,X,X,X,X
SJZTLOI,O,O,X,O,O,X,X,X,O,O
SJZTOIL,O,O,X,X,O,O,X,O,X,O
SJZTOLI,O,O,X,X,O,X,X,X,X,O
SJZITLO,O,O,X,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,O,O,X,O,X,O
SJZILTO,O,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X,X,X
SJZIOTL,O,O,X,X,O,O,X,O,X,X
SJZIOLT,O,O,X,X,O,X,X,X,X,X
SJZLTIO,O,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,O,O,O,X,X,X,O,O
SJZLITO,O,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X,X,X
SJZLOTI,O,O,O,O,O,X,X,X,X,X
SJZLOIT,O,O,O,O,O,X,X,X,X,X
SJZOTIL,O,O,X,X,O,O,X,O,X,O
SJZOTLI,O,O,X,X,O,X,X,X,X,O
SJZOITL,O,O,X,X,O,O,X,O,X,X
SJZOILT,O,O,O,X,O,X,X,X,X,X
SJZOLTI,O,O,O,X,O,X,X,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X,X,X
SJOTILZ,O,O,X,X,O,X,X,O,X,O
SJOTIZL,O,O,X,X,O,O,X,O,X,O
SJOTLIZ,O,O,X,X,O,X,X,O,X,O
