sequence,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBOhB8hBfjB6jBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbBicBGeB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8JeR7Iv?hFzcBfjB6jBukBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hF2gBzcBfjB6jBUhBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBSjB3hBUjBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFibBzcBUhBXoBGoBFtB,v115@zgA8IeA8IeA8AeB8BeB8BeA8AeE8CeH8AeA8Je5/Iv?hFTbB2hBFjB3hBctBCtB
ZOLITJS,O,X,X,X,X,X,O
ZOLITSJ,O,X,O,X,X,O,X
ZOLIJTS,O,X,X,X,O,X,O
ZOLIJST,O,O,X,X,O,O,X
ZOLISTJ,O,O,O,X,X,O,X
ZOLISJT,O,O,O,X,X,O,X
ZOLJTIS,O,X,O,X,X,X,O
ZOLJTSI,O,X,O,X,X,X,X
ZOLJITS,O,X,O,X,O,X,O
ZOLJIST,O,O,O,X,O,O,X
ZOLJSTI,O,O,O,X,X,X,X
ZOLJSIT,O,O,O,X,X,O,X
ZOLSTIJ,O,O,O,X,X,O,X
ZOLSTJI,O,O,O,X,X,X,X
ZOLSITJ,O,O,O,X,X,O,X
ZOLSIJT,O,O,O,X,X,O,X
ZOLSJTI,O,O,O,X,X,X,X
ZOLSJIT,O,O,O,X,X,O,X
ZOJTILS,O,X,O,X,O,X,O
ZOJTISL,O,O,O,O,X,X,O
ZOJTLIS,O,X,O,X,O,X,O
ZOJTLSI,O,X,O,X,X,X,X
ZOJTSIL,O,O,O,O,X,X,O
ZOJTSLI,O,O,O,O,X,X,X
ZOJITLS,O,X,O,X,O,X,O
ZOJITSL,O,O,O,O,X,X,O
ZOJILTS,O,X,O,X,O,X,O
ZOJILST,O,O,O,X,O,O,X
ZOJISTL,O,O,O,X,X,O,O
ZOJISLT,O,O,O,O,X,O,X
ZOJLTIS,O,X,O,X,X,X,O
ZOJLTSI,O,X,O,X,X,X,X
ZOJLITS,O,X,O,X,O,X,O
ZOJLIST,O,O,O,X,O,O,X
ZOJLSTI,O,O,O,X,X,X,X
ZOJLSIT,O,O,O,X,X,O,X
ZOJSTIL,O,O,O,X,X,X,O
ZOJSTLI,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,X,O,O
ZOJSILT,O,O,O,O,X,O,X
ZOJSLTI,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,X,O,X
ZOSTILJ,O,O,O,X,X,O,X
ZOSTIJL,O,O,O,X,X,O,O
ZOSTLIJ,O,O,O,X,X,O,X
ZOSTLJI,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,O
ZOSTJLI,O,O,O,X,X,X,X
ZOSITLJ,O,O,O,X,X,O,X
ZOSITJL,O,O,O,X,X,O,O
ZOSILTJ,O,O,O,X,X,O,X
ZOSILJT,O,O,O,O,X,O,X
ZOSIJTL,O,O,O,X,X,O,O
ZOSIJLT,O,O,O,O,X,O,X
ZOSLTIJ,O,O,O,X,X,O,X
ZOSLTJI,O,O,O,X,X,X,X
ZOSLITJ,O,O,O,X,X,O,X
ZOSLIJT,O,O,O,O,X,O,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,O,X
ZOSJTIL,O,O,O,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,X,O,O
ZOSJILT,O,O,O,O,X,O,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,O,X
OTILJSZ,X,X,X,O,O,X,X
OTILJZS,X,X,X,X,O,X,X
OTILSJZ,O,O,X,O,O,X,X
OTILSZJ,O,O,X,O,X,X,X
OTILZJS,O,O,X,X,O,X,X
OTILZSJ,O,O,X,X,X,X,X
OTIJLSZ,X,X,O,O,O,X,X
OTIJLZS,X,X,X,X,O,X,X
OTIJSLZ,O,O,O,O,O,X,X
OTIJSZL,O,O,O,O,X,X,X
OTIJZLS,O,O,X,X,O,X,O
OTIJZSL,O,O,O,O,X,X,O
OTISLJZ,O,O,O,O,O,X,X
OTISLZJ,O,O,X,O,X,X,X
OTISJLZ,O,O,O,O,O,X,X
OTISJZL,O,O,O,O,X,X,X
OTISZLJ,O,O,X,O,X,X,X
OTISZJL,O,O,X,O,X,X,X
OTIZLJS,O,O,X,X,O,X,O
OTIZLSJ,O,O,X,X,X,X,X
OTIZJLS,O,O,X,X,O,X,O
OTIZJSL,O,O,X,O,X,X,O
OTIZSLJ,O,O,X,O,X,X,X
OTIZSJL,O,O,X,O,X,X,O
OTLIJSZ,X,X,X,O,O,X,X
OTLIJZS,X,X,X,X,O,X,X
OTLISJZ,O,O,X,O,O,X,X
OTLISZJ,O,O,X,O,X,X,X
OTLIZJS,O,O,X,X,O,X,X
OTLIZSJ,O,O,X,X,X,X,X
OTLJISZ,X,X,O,O,O,X,X
OTLJIZS,X,X,X,X,O,X,X
OTLJSIZ,X,X,O,O,O,X,X
OTLJSZI,X,X,O,O,X,X,X
OTLJZIS,X,X,X,X,O,X,X
OTLJZSI,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,O,O,X,X
OTLSIZJ,O,O,X,O,X,X,X
OTLSJIZ,O,O,O,O,O,X,X
OTLSJZI,O,O,O,O,X,X,X
OTLSZIJ,O,O,X,O,X,X,X
OTLSZJI,O,O,O,O,X,X,X
OTLZIJS,O,O,X,X,O,X,X
OTLZISJ,O,O,X,X,X,X,X
OTLZJIS,O,O,X,X,O,X,X
OTLZJSI,O,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X
OTJILSZ,X,X,O,O,O,X,X
OTJILZS,X,X,X,X,O,X,X
OTJISLZ,O,O,O,O,O,X,X
OTJISZL,O,O,O,O,X,X,X
OTJIZLS,O,O,O,X,O,X,O
OTJIZSL,O,O,O,O,X,X,O
OTJLISZ,X,X,O,O,O,X,X
OTJLIZS,X,X,X,X,O,X,X
OTJLSIZ,X,X,O,O,O,X,X
OTJLSZI,X,X,O,O,X,X,X
OTJLZIS,X,X,X,X,O,X,X
OTJLZSI,X,X,X,X,X,X,X
OTJSILZ,O,O,O,O,O,X,X
OTJSIZL,O,O,O,O,X,X,X
OTJSLIZ,O,O,O,O,O,X,X
OTJSLZI,O,O,O,O,X,X,X
OTJSZIL,O,O,O,O,X,X,X
OTJSZLI,O,O,O,O,X,X,X
OTJZILS,O,O,O,X,O,X,O
OTJZISL,O,O,O,O,X,X,O
OTJZLIS,O,O,O,X,O,X,O
OTJZLSI,O,O,O,X,X,X,X
OTJZSIL,O,O,O,O,X,X,O
OTJZSLI,O,O,O,O,X,X,X
OTSILJZ,O,O,O,O,O,X,X
OTSILZJ,O,O,X,O,X,X,X
OTSIJLZ,O,O,O,O,O,X,X
OTSIJZL,O,O,O,O,X,X,X
OTSIZLJ,O,O,X,O,X,X,X
OTSIZJL,O,O,X,O,X,X,X
OTSLIJZ,O,O,O,O,O,X,X
OTSLIZJ,O,O,X,O,X,X,X
OTSLJIZ,O,O,O,O,O,X,X
OTSLJZI,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,X,X,X
OTSJILZ,O,O,O,O,O,X,X
OTSJIZL,O,O,O,O,X,X,X
OTSJLIZ,O,O,O,O,O,X,X
OTSJLZI,O,O,O,O,X,X,X
OTSJZIL,O,O,O,O,X,X,X
OTSJZLI,O,O,O,O,X,X,X
OTSZILJ,O,O,O,O,X,X,X
OTSZIJL,O,O,O,O,X,X,X
OTSZLIJ,O,O,O,O,X,X,X
OTSZLJI,O,O,O,O,X,X,X
OTSZJIL,O,O,O,O,X,X,X
OTSZJLI,O,O,O,O,X,X,X
OTZILJS,O,O,X,X,O,X,O
OTZILSJ,O,O,O,X,X,X,X
OTZIJLS,O,O,O,X,O,X,O
OTZIJSL,O,O,O,O,X,X,O
OTZISLJ,O,O,O,O,X,X,X
OTZISJL,O,O,O,O,X,X,O
OTZLIJS,O,O,X,X,O,X,O
OTZLISJ,O,O,O,X,X,X,X
OTZLJIS,O,O,O,X,O,X,O
OTZLJSI,O,O,O,X,X,X,X
OTZLSIJ,O,O,O,X,X,X,X
OTZLSJI,O,O,O,X,X,X,X
OTZJILS,O,O,O,X,O,X,O
OTZJISL,O,O,O,O,X,X,O
OTZJLIS,O,O,O,X,O,X,O
OTZJLSI,O,O,O,X,X,X,X
OTZJSIL,O,O,O,O,X,X,O
OTZJSLI,O,O,O,O,X,X,X
OTZSILJ,O,O,O,O,X,X,X
OTZSIJL,O,O,O,O,X,X,O
OTZSLIJ,O,O,O,O,X,X,X
OTZSLJI,O,O,O,O,X,X,X
OTZSJIL,O,O,O,O,X,X,O
OTZSJLI,O,O,O,O,X,X,X
OITLJSZ,X,X,X,O,O,X,X
OITLJZS,X,X,X,X,O,X,X
OITLSJZ,O,O,X,O,O,X,X
OITLSZJ,O,O,X,O,X,X,X
OITLZJS,O,O,X,X,O,X,X
OITLZSJ,O,O,X,X,X,X,X
OITJLSZ,X,X,O,O,O,X,X
OITJLZS,X,X,X,X,O,X,X
OITJSLZ,O,O,O,O,O,X,X
OITJSZL,O,O,O,O,X,X,X
OITJZLS,O,O,X,X,O,X,O
OITJZSL,O,O,O,O,X,X,O
OITSLJZ,O,O,O,O,O,X,X
OITSLZJ,O,O,X,O,X,X,X
OITSJLZ,O,O,O,O,O,X,X
OITSJZL,O,O,O,O,X,X,X
OITSZLJ,O,O,X,O,X,X,X
OITSZJL,O,O,X,O,X,X,X
OITZLJS,O,O,X,X,O,X,O
OITZLSJ,O,O,X,X,X,X,X
OITZJLS,O,O,X,X,O,X,O
OITZJSL,O,O,X,O,X,X,O
OITZSLJ,O,O,X,O,X,X,X
OITZSJL,O,O,X,O,X,X,O
OILTJSZ,X,X,X,O,O,X,X
OILTJZS,X,X,X,X,O,X,X
OILTSJZ,O,O,X,O,O,X,X
OILTSZJ,O,O,X,O,X,X,X
OILTZJS,O,O,X,X,O,X,X
OILTZSJ,O,O,X,X,X,X,X
OILJTSZ,X,X,X,O,O,X,X
OILJTZS,X,X,X,X,O,X,X
OILJSTZ,X,X,X,O,O,X,X
OILJSZT,X,X,X,O,O,X,X
OILJZTS,X,X,X,X,O,X,O
OILJZST,X,X,X,X,O,X,X
OILSTJZ,X,O,X,O,X,X,X
OILSTZJ,O,O,X,X,X,X,X
OILSJTZ,X,O,X,O,O,X,X
OILSJZT,O,O,X,O,O,X,X
OILSZTJ,O,O,X,X,X,O,X
OILSZJT,O,O,X,O,X,O,X
OILZTJS,O,X,X,X,X,X,O
OILZTSJ,O,X,X,X,X,O,X
OILZJTS,O,X,X,X,O,X,O
OILZJST,O,O,X,X,O,O,X
OILZSTJ,O,O,X,X,X,O,X
OILZSJT,O,O,X,X,X,O,X
OIJTLSZ,X,X,O,O,O,X,X
OIJTLZS,X,X,X,X,O,X,X
OIJTSLZ,O,O,O,O,O,X,X
OIJTSZL,O,O,O,O,X,X,X
OIJTZLS,O,O,X,X,O,X,O
OIJTZSL,O,O,O,O,X,X,O
OIJLTSZ,X,X,O,O,O,X,X
OIJLTZS,X,X,X,X,O,X,X
OIJLSTZ,X,X,O,O,O,X,X
OIJLSZT,X,X,O,O,O,X,X
OIJLZTS,X,X,X,X,O,X,O
OIJLZST,X,X,X,X,O,X,X
OIJSTLZ,X,O,O,O,O,X,X
OIJSTZL,X,O,O,O,X,X,X
OIJSLTZ,X,O,O,O,O,X,X
OIJSLZT,O,O,O,O,O,X,X
OIJSZTL,O,O,X,X,X,X,O
OIJSZLT,O,O,O,O,X,X,X
OIJZTLS,O,X,X,X,O,X,O
OIJZTSL,O,O,O,O,X,X,O
OIJZLTS,O,X,X,X,O,X,O
OIJZLST,O,O,X,X,O,X,X
OIJZSTL,O,O,X,X,X,X,O
OIJZSLT,O,O,O,O,X,X,X
OISTLJZ,O,O,X,O,O,X,X
OISTLZJ,O,O,X,O,X,X,X
OISTJLZ,O,O,X,O,O,X,X
OISTJZL,O,O,X,O,X,X,X
OISTZLJ,O,O,X,O,X,X,X
OISTZJL,O,O,X,O,X,X,X
OISLTJZ,X,O,X,O,X,X,X
OISLTZJ,O,O,X,X,X,X,X
OISLJTZ,X,O,O,O,O,X,X
OISLJZT,O,O,O,O,O,X,X
OISLZTJ,O,O,X,X,X,O,X
OISLZJT,O,O,X,O,X,O,X
OISJTLZ,X,O,O,O,O,X,X
OISJTZL,X,O,X,O,X,X,X
OISJLTZ,X,O,O,O,O,X,X
OISJLZT,O,O,O,O,O,X,X
OISJZTL,O,O,X,X,X,X,O
OISJZLT,O,O,O,O,X,X,X
OISZTLJ,O,O,X,X,X,O,X
OISZTJL,O,O,X,X,X,O,O
OISZLTJ,O,O,X,X,X,O,X
OISZLJT,O,O,X,O,X,O,X
OISZJTL,O,O,X,X,X,O,O
OISZJLT,O,O,X,O,X,O,X
OIZTLJS,O,O,X,X,O,X,O
OIZTLSJ,O,O,X,X,X,O,X
OIZTJLS,O,O,X,X,O,X,O
OIZTJSL,O,O,X,O,X,X,O
OIZTSLJ,O,O,X,O,X,O,X
OIZTSJL,O,O,X,O,X,O,O
OIZLTJS,O,X,X,X,X,X,O
OIZLTSJ,O,X,X,X,X,O,X
OIZLJTS,O,X,X,X,O,X,O
OIZLJST,O,O,X,X,O,O,X
OIZLSTJ,O,O,X,X,X,O,X
OIZLSJT,O,O,X,X,X,O,X
OIZJTLS,O,X,X,X,O,X,O
OIZJTSL,O,O,X,O,X,X,O
OIZJLTS,O,X,X,X,O,X,O
OIZJLST,O,O,X,X,O,O,X
OIZJSTL,O,O,X,X,X,O,O
OIZJSLT,O,O,X,O,X,O,X
OIZSTLJ,O,O,X,X,X,O,X
OIZSTJL,O,O,X,X,X,O,O
OIZSLTJ,O,O,X,X,X,O,X
OIZSLJT,O,O,X,O,X,O,X
OIZSJTL,O,O,X,X,X,O,O
OIZSJLT,O,O,X,O,X,O,X
OLTIJSZ,X,X,X,O,O,X,X
OLTIJZS,X,X,X,X,O,X,X
OLTISJZ,O,O,X,O,O,X,X
OLTISZJ,O,O,X,O,X,X,X
OLTIZJS,O,O,X,X,O,X,X
OLTIZSJ,O,O,X,X,X,X,X
OLTJISZ,X,X,O,O,O,X,X
OLTJIZS,X,X,X,X,O,X,X
OLTJSIZ,X,X,O,O,O,X,X
OLTJSZI,X,X,O,O,X,X,X
OLTJZIS,X,X,X,X,O,X,X
OLTJZSI,X,X,X,X,X,X,X
OLTSIJZ,O,O,O,O,O,X,X
OLTSIZJ,O,O,X,O,X,X,X
OLTSJIZ,O,O,O,O,O,X,X
OLTSJZI,O,O,O,O,X,X,X
OLTSZIJ,O,O,X,O,X,X,X
OLTSZJI,O,O,O,O,X,X,X
OLTZIJS,O,O,X,X,O,X,X
OLTZISJ,O,O,X,X,X,X,X
OLTZJIS,O,O,X,X,O,X,X
OLTZJSI,O,O,X,X,X,X,X
OLTZSIJ,O,O,X,X,X,X,X
OLTZSJI,O,O,X,X,X,X,X
OLITJSZ,X,X,X,O,O,X,X
OLITJZS,X,X,X,X,O,X,X
OLITSJZ,O,O,X,O,O,X,X
OLITSZJ,O,O,X,O,X,X,X
OLITZJS,O,O,X,X,O,X,X
OLITZSJ,O,O,X,X,X,X,X
OLIJTSZ,X,X,X,O,O,X,X
OLIJTZS,X,X,X,X,O,X,X
OLIJSTZ,X,X,X,O,O,X,X
OLIJSZT,X,X,X,O,O,X,X
OLIJZTS,X,X,X,X,O,X,O
OLIJZST,X,X,X,X,O,X,X
OLISTJZ,X,O,X,O,X,X,X
OLISTZJ,O,O,X,X,X,X,X
OLISJTZ,X,O,X,O,O,X,X
OLISJZT,O,O,X,O,O,X,X
OLISZTJ,O,O,X,X,X,O,X
OLISZJT,O,O,X,O,X,O,X
OLIZTJS,O,X,X,X,X,X,O
OLIZTSJ,O,X,X,X,X,O,X
OLIZJTS,O,X,X,X,O,X,O
OLIZJST,O,O,X,X,O,O,X
OLIZSTJ,O,O,X,X,X,O,X
OLIZSJT,O,O,X,X,X,O,X
OLJTISZ,X,X,O,O,O,X,X
OLJTIZS,X,X,X,X,O,X,X
OLJTSIZ,X,X,O,O,O,X,X
OLJTSZI,X,X,O,O,X,X,X
OLJTZIS,X,X,X,X,O,X,X
OLJTZSI,X,X,X,X,X,X,X
OLJITSZ,X,X,O,O,O,X,X
OLJITZS,X,X,X,X,O,X,X
OLJISTZ,X,X,O,O,O,X,X
OLJISZT,X,X,O,O,O,X,X
OLJIZTS,X,X,X,X,O,X,O
OLJIZST,X,X,X,X,O,X,X
OLJSTIZ,X,X,O,O,X,X,X
OLJSTZI,X,X,X,X,X,X,X
OLJSITZ,X,X,O,O,O,X,X
OLJSIZT,X,X,O,O,O,X,X
OLJSZTI,X,X,X,X,X,X,X
OLJSZIT,X,X,O,O,X,X,X
OLJZTIS,X,X,X,X,X,X,O
OLJZTSI,X,X,X,X,X,X,X
OLJZITS,X,X,X,X,O,X,O
OLJZIST,X,X,X,X,O,X,X
OLJZSTI,X,X,X,X,X,X,X
OLJZSIT,X,X,X,X,X,X,X
OLSTIJZ,X,O,X,O,X,X,X
OLSTIZJ,O,O,X,X,X,X,X
OLSTJIZ,X,O,O,O,X,X,X
OLSTJZI,X,O,X,X,X,X,X
OLSTZIJ,O,O,X,X,X,X,X
OLSTZJI,O,O,X,X,X,X,X
OLSITJZ,X,O,X,O,X,X,X
OLSITZJ,O,O,X,X,X,X,X
OLSIJTZ,X,O,O,O,O,X,X
OLSIJZT,O,O,O,O,O,X,X
OLSIZTJ,O,O,X,X,X,O,X
OLSIZJT,O,O,X,O,X,O,X
OLSJTIZ,X,O,O,O,X,X,X
OLSJTZI,X,O,X,X,X,X,X
OLSJITZ,X,O,O,O,O,X,X
OLSJIZT,O,O,O,O,O,X,X
OLSJZTI,O,O,X,X,X,X,X
OLSJZIT,O,O,O,O,X,X,X
OLSZTIJ,O,O,X,X,X,O,X
OLSZTJI,O,O,X,X,X,X,X
OLSZITJ,O,O,X,X,X,O,X
OLSZIJT,O,O,X,O,X,O,X
OLSZJTI,O,O,X,X,X,X,X
OLSZJIT,O,O,O,O,X,O,X
OLZTIJS,O,X,X,X,X,X,O
OLZTISJ,O,X,X,X,X,O,X
OLZTJIS,O,X,X,X,X,X,O
OLZTJSI,O,X,X,X,X,X,X
OLZTSIJ,O,X,X,X,X,O,X
OLZTSJI,O,X,X,X,X,X,X
OLZITJS,O,X,X,X,X,X,O
OLZITSJ,O,X,X,X,X,O,X
OLZIJTS,O,X,X,X,O,X,O
OLZIJST,O,O,X,X,O,O,X
OLZISTJ,O,O,X,X,X,O,X
OLZISJT,O,O,X,X,X,O,X
OLZJTIS,O,X,X,X,X,X,O
OLZJTSI,O,X,X,X,X,X,X
OLZJITS,O,X,X,X,O,X,O
OLZJIST,O,O,X,X,O,O,X
OLZJSTI,O,O,X,X,X,X,X
OLZJSIT,O,O,X,X,X,O,X
OLZSTIJ,O,O,X,X,X,O,X
OLZSTJI,O,O,X,X,X,X,X
OLZSITJ,O,O,X,X,X,O,X
OLZSIJT,O,O,X,X,X,O,X
OLZSJTI,O,O,X,X,X,X,X
OLZSJIT,O,O,X,X,X,O,X
OJTILSZ,X,X,O,O,O,X,X
OJTILZS,X,X,X,X,O,X,X
OJTISLZ,O,O,O,O,O,X,X
OJTISZL,O,O,O,O,X,X,X
OJTIZLS,O,O,O,X,O,X,O
OJTIZSL,O,O,O,O,X,X,O
OJTLISZ,X,X,O,O,O,X,X
OJTLIZS,X,X,X,X,O,X,X
OJTLSIZ,X,X,O,O,O,X,X
OJTLSZI,X,X,O,O,X,X,X
OJTLZIS,X,X,X,X,O,X,X
OJTLZSI,X,X,X,X,X,X,X
OJTSILZ,O,O,O,O,O,X,X
OJTSIZL,O,O,O,O,X,X,X
OJTSLIZ,O,O,O,O,O,X,X
OJTSLZI,O,O,O,O,X,X,X
OJTSZIL,O,O,O,O,X,X,X
OJTSZLI,O,O,O,O,X,X,X
OJTZILS,O,O,O,X,O,X,O
OJTZISL,O,O,O,O,X,X,O
OJTZLIS,O,O,O,X,O,X,O
OJTZLSI,O,O,O,X,X,X,X
OJTZSIL,O,O,O,O,X,X,O
OJTZSLI,O,O,O,O,X,X,X
OJITLSZ,X,X,O,O,O,X,X
OJITLZS,X,X,X,X,O,X,X
OJITSLZ,O,O,O,O,O,X,X
OJITSZL,O,O,O,O,X,X,X
OJITZLS,O,O,O,X,O,X,O
OJITZSL,O,O,O,O,X,X,O
OJILTSZ,X,X,O,O,O,X,X
OJILTZS,X,X,X,X,O,X,X
OJILSTZ,X,X,O,O,O,X,X
OJILSZT,X,X,O,O,O,X,X
OJILZTS,X,X,X,X,O,X,O
OJILZST,X,X,X,X,O,X,X
OJISTLZ,X,O,O,O,O,X,X
OJISTZL,X,O,O,O,X,X,X
OJISLTZ,X,O,O,O,O,X,X
OJISLZT,O,O,O,O,O,X,X
OJISZTL,O,O,O,X,X,X,O
OJISZLT,O,O,O,O,X,X,X
OJIZTLS,O,X,O,X,O,X,O
OJIZTSL,O,O,O,O,X,X,O
OJIZLTS,O,X,O,X,O,X,O
OJIZLST,O,O,O,X,O,X,X
OJIZSTL,O,O,O,X,X,X,O
OJIZSLT,O,O,O,O,X,X,X
OJLTISZ,X,X,O,O,O,X,X
OJLTIZS,X,X,X,X,O,X,X
OJLTSIZ,X,X,O,O,O,X,X
OJLTSZI,X,X,O,O,X,X,X
OJLTZIS,X,X,X,X,O,X,X
OJLTZSI,X,X,X,X,X,X,X
OJLITSZ,X,X,O,O,O,X,X
OJLITZS,X,X,X,X,O,X,X
OJLISTZ,X,X,O,O,O,X,X
OJLISZT,X,X,O,O,O,X,X
OJLIZTS,X,X,X,X,O,X,O
OJLIZST,X,X,X,X,O,X,X
OJLSTIZ,X,X,O,O,X,X,X
OJLSTZI,X,X,X,X,X,X,X
OJLSITZ,X,X,O,O,O,X,X
OJLSIZT,X,X,O,O,O,X,X
OJLSZTI,X,X,X,X,X,X,X
OJLSZIT,X,X,O,O,X,X,X
OJLZTIS,X,X,X,X,X,X,O
OJLZTSI,X,X,X,X,X,X,X
OJLZITS,X,X,X,X,O,X,O
OJLZIST,X,X,X,X,O,X,X
OJLZSTI,X,X,X,X,X,X,X
OJLZSIT,X,X,X,X,X,X,X
OJSTILZ,X,O,O,O,O,X,X
OJSTIZL,X,O,O,O,X,X,X
OJSTLIZ,X,O,O,O,O,X,X
OJSTLZI,X,O,O,O,X,X,X
OJSTZIL,X,O,O,O,X,X,X
OJSTZLI,X,O,O,O,X,X,X
OJSITLZ,X,O,O,O,O,X,X
OJSITZL,X,O,O,O,X,X,X
OJSILTZ,X,O,O,O,O,X,X
OJSILZT,O,O,O,O,O,X,X
OJSIZTL,O,O,O,X,X,X,O
OJSIZLT,O,O,O,O,X,X,X
OJSLTIZ,X,O,O,O,X,X,X
OJSLTZI,X,O,X,X,X,X,X
OJSLITZ,X,O,O,O,O,X,X
OJSLIZT,O,O,O,O,O,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,O,O,O,X,X,X,O
OJSZTLI,O,O,O,X,X,X,X
OJSZITL,O,O,O,X,X,X,O
OJSZILT,O,O,O,O,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,O,X,X,X
OJZTILS,O,X,O,X,O,X,O
OJZTISL,O,O,O,O,X,X,O
OJZTLIS,O,X,O,X,O,X,O
OJZTLSI,O,X,O,X,X,X,X
OJZTSIL,O,O,O,O,X,X,O
OJZTSLI,O,O,O,O,X,X,X
OJZITLS,O,X,O,X,O,X,O
OJZITSL,O,O,O,O,X,X,O
OJZILTS,O,X,O,X,O,X,O
OJZILST,O,O,O,X,O,X,X
OJZISTL,O,O,O,X,X,X,O
OJZISLT,O,O,O,O,X,X,X
OJZLTIS,O,X,O,X,X,X,O
OJZLTSI,O,X,O,X,X,X,X
OJZLITS,O,X,O,X,O,X,O
OJZLIST,O,O,O,X,O,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,X,X,X,X
OJZSTIL,O,O,O,X,X,X,O
OJZSTLI,O,O,O,X,X,X,X
OJZSITL,O,O,O,X,X,X,O
OJZSILT,O,O,O,O,X,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,O,X,X,X
OSTILJZ,O,O,O,O,O,X,X
OSTILZJ,O,O,X,O,X,X,X
OSTIJLZ,O,O,O,O,O,X,X
OSTIJZL,O,O,O,O,X,X,X
OSTIZLJ,O,O,X,O,X,X,X
OSTIZJL,O,O,X,O,X,X,X
OSTLIJZ,O,O,O,O,O,X,X
OSTLIZJ,O,O,X,O,X,X,X
OSTLJIZ,O,O,O,O,O,X,X
OSTLJZI,O,O,O,O,X,X,X
OSTLZIJ,O,O,X,O,X,X,X
OSTLZJI,O,O,O,O,X,X,X
OSTJILZ,O,O,O,O,O,X,X
OSTJIZL,O,O,O,O,X,X,X
OSTJLIZ,O,O,O,O,O,X,X
OSTJLZI,O,O,O,O,X,X,X
OSTJZIL,O,O,O,O,X,X,X
OSTJZLI,O,O,O,O,X,X,X
OSTZILJ,O,O,X,O,X,X,X
OSTZIJL,O,O,X,O,X,X,X
OSTZLIJ,O,O,X,O,X,X,X
OSTZLJI,O,O,O,O,X,X,X
OSTZJIL,O,O,O,O,X,X,X
OSTZJLI,O,O,O,O,X,X,X
OSITLJZ,O,O,X,O,O,X,X
OSITLZJ,O,O,X,O,X,X,X
OSITJLZ,O,O,X,O,O,X,X
OSITJZL,O,O,X,O,X,X,X
OSITZLJ,O,O,X,O,X,X,X
OSITZJL,O,O,X,O,X,X,X
OSILTJZ,X,O,X,O,X,X,X
OSILTZJ,O,O,X,X,X,X,X
OSILJTZ,X,O,O,O,O,X,X
OSILJZT,O,O,O,O,O,X,X
OSILZTJ,O,O,X,X,X,O,X
OSILZJT,O,O,X,O,X,O,X
OSIJTLZ,X,O,O,O,O,X,X
OSIJTZL,X,O,X,O,X,X,X
OSIJLTZ,X,O,O,O,O,X,X
OSIJLZT,O,O,O,O,O,X,X
OSIJZTL,O,O,X,X,X,X,O
OSIJZLT,O,O,O,O,X,X,X
OSIZTLJ,O,O,X,X,X,O,X
OSIZTJL,O,O,X,X,X,O,O
OSIZLTJ,O,O,X,X,X,O,X
OSIZLJT,O,O,X,O,X,O,X
OSIZJTL,O,O,X,X,X,O,O
OSIZJLT,O,O,X,O,X,O,X
OSLTIJZ,X,O,X,O,X,X,X
OSLTIZJ,O,O,X,X,X,X,X
OSLTJIZ,X,O,O,O,X,X,X
OSLTJZI,X,O,X,X,X,X,X
OSLTZIJ,O,O,X,X,X,X,X
OSLTZJI,O,O,X,X,X,X,X
OSLITJZ,X,O,X,O,X,X,X
OSLITZJ,O,O,X,X,X,X,X
OSLIJTZ,X,O,O,O,O,X,X
OSLIJZT,O,O,O,O,O,X,X
OSLIZTJ,O,O,X,X,X,O,X
OSLIZJT,O,O,X,O,X,O,X
OSLJTIZ,X,O,O,O,X,X,X
OSLJTZI,X,O,X,X,X,X,X
OSLJITZ,X,O,O,O,O,X,X
OSLJIZT,O,O,O,O,O,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,O,X,X,X
OSLZTIJ,O,O,O,X,X,O,X
