sequence,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBGeBUhBFiBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFibBUdBGeBFhBRr?B3rB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFUdBGeBxgBimBll?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFUdBGeBRgB1mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiB0mBzl?B3rB,v115@FhA8AeD8CeF8DeG8BeD8Jei6IvhFGeBRgBFiBXmBzm?BUrB,v115@FhA8AeD8CeF8DeG8BeD8JeT6IvhFRcBGeBFiB0mB/l?BKrB
ZOSTILJ,X,X,X,O,X,X,X
ZOSTIJL,X,X,O,O,X,X,X
ZOSTLIJ,X,X,O,O,X,X,O
ZOSTLJI,O,O,O,O,X,X,O
ZOSTJIL,X,X,O,O,X,X,X
ZOSTJLI,O,O,O,O,X,X,O
ZOSITLJ,O,O,X,X,X,X,X
ZOSITJL,O,O,O,X,X,X,X
ZOSILTJ,O,O,O,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X
ZOSLTIJ,X,X,O,O,X,X,X
ZOSLTJI,O,X,O,O,X,X,X
ZOSLITJ,O,X,O,X,X,X,X
ZOSLIJT,O,X,O,X,X,X,X
ZOSLJTI,O,O,O,O,X,X,X
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,X,X,O,O,X,X,X
ZOSJTLI,O,O,O,O,X,X,O
ZOSJITL,O,O,O,X,X,X,X
ZOSJILT,O,O,O,X,X,X,X
ZOSJLTI,O,O,O,O,X,X,X
ZOSJLIT,O,O,O,X,X,X,X
OTILJSZ,X,O,X,X,X,O,X
OTILJZS,O,O,X,X,O,X,X
OTILSJZ,X,O,X,X,X,X,X
OTILSZJ,X,O,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X
OTIJLSZ,X,O,X,X,X,O,X
OTIJLZS,O,O,X,X,O,X,X
OTIJSLZ,X,O,X,X,X,X,X
OTIJSZL,O,O,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X
OTIJZSL,O,O,O,X,X,X,X
OTISLJZ,X,O,X,X,X,X,X
OTISLZJ,X,O,X,X,X,X,X
OTISJLZ,X,O,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X
OTIZJSL,O,O,O,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X
OTLIJSZ,X,O,X,X,X,O,X
OTLIJZS,O,O,X,X,O,X,X
OTLISJZ,X,O,X,X,X,X,X
OTLISZJ,X,O,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X
OTLJISZ,X,O,X,X,X,O,X
OTLJIZS,O,O,X,X,O,X,X
OTLJSIZ,X,O,X,X,X,X,X
OTLJSZI,X,O,X,X,X,X,X
OTLJZIS,O,O,X,X,X,X,X
OTLJZSI,O,O,X,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,X
OTLSIZJ,X,O,X,X,X,X,X
OTLSJIZ,X,O,X,X,X,X,X
OTLSJZI,X,O,X,X,X,X,X
OTLSZIJ,X,X,X,X,X,X,X
OTLSZJI,X,O,X,X,X,X,X
OTLZIJS,O,O,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X
OTLZJIS,O,O,X,X,X,X,X
OTLZJSI,O,O,X,X,X,X,X
OTLZSIJ,X,X,X,X,X,X,X
OTLZSJI,O,O,X,X,X,X,X
OTJILSZ,X,O,X,X,X,O,X
OTJILZS,O,O,X,X,O,X,X
OTJISLZ,X,O,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X
OTJIZSL,O,O,O,X,X,X,X
OTJLISZ,X,O,X,X,X,O,X
OTJLIZS,O,O,X,X,O,X,X
OTJLSIZ,X,O,X,X,X,X,X
OTJLSZI,X,O,X,X,X,X,X
OTJLZIS,O,O,X,X,X,X,X
OTJLZSI,O,O,X,X,X,X,X
OTJSILZ,X,O,O,X,X,O,X
OTJSIZL,O,O,O,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X
OTJSLZI,X,O,O,X,X,X,X
OTJSZIL,X,X,O,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X
OTJZILS,O,O,X,X,X,X,O
OTJZISL,O,O,O,X,X,X,X
OTJZLIS,O,O,X,X,X,X,O
OTJZLSI,O,O,X,X,X,X,O
OTJZSIL,X,X,O,X,X,X,X
OTJZSLI,O,O,O,X,X,X,O
OTSILJZ,X,O,O,X,X,O,X
OTSILZJ,X,O,O,X,X,X,X
OTSIJLZ,X,O,O,X,X,O,X
OTSIJZL,O,O,O,X,X,X,X
OTSIZLJ,O,O,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,X
OTSLIJZ,X,O,O,X,X,X,X
OTSLIZJ,X,O,O,X,X,X,X
OTSLJIZ,X,O,O,X,X,X,X
OTSLJZI,X,O,O,X,X,X,X
OTSLZIJ,X,X,O,X,X,X,X
OTSLZJI,X,O,O,X,X,X,X
OTSJILZ,X,O,O,X,X,O,X
OTSJIZL,O,O,O,X,X,X,X
OTSJLIZ,X,O,O,X,X,X,X
OTSJLZI,X,O,O,X,X,X,X
OTSJZIL,X,X,O,X,X,X,X
OTSJZLI,O,O,O,X,X,X,X
OTSZILJ,X,X,X,X,X,X,X
OTSZIJL,X,X,O,X,X,X,X
OTSZLIJ,X,X,O,X,X,X,X
OTSZLJI,O,O,O,X,X,X,X
OTSZJIL,X,X,O,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X
OTZILJS,O,O,X,X,X,X,O
OTZILSJ,O,O,X,X,X,X,O
OTZIJLS,O,O,X,X,X,X,O
OTZIJSL,O,O,O,X,X,X,X
OTZISLJ,O,O,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,O
OTZLISJ,O,O,X,X,X,X,O
OTZLJIS,O,O,X,X,X,X,O
OTZLJSI,O,O,X,X,X,X,O
OTZLSIJ,X,X,X,X,X,X,O
OTZLSJI,O,O,X,X,X,X,O
OTZJILS,O,O,X,X,X,X,O
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,O,X,X,X,X,O
OTZJLSI,O,O,X,X,X,X,O
OTZJSIL,X,X,O,X,X,X,X
OTZJSLI,O,O,O,X,X,X,O
OTZSILJ,X,X,X,X,X,X,X
OTZSIJL,X,X,O,X,X,X,X
OTZSLIJ,X,X,O,X,X,X,O
OTZSLJI,O,O,O,X,X,X,O
OTZSJIL,X,X,O,X,X,X,X
OTZSJLI,O,O,O,X,X,X,O
OITLJSZ,X,O,X,X,X,O,X
OITLJZS,O,O,X,X,O,X,X
OITLSJZ,X,O,X,X,X,X,X
OITLSZJ,X,O,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X
OITJLSZ,X,O,X,X,X,O,X
OITJLZS,O,O,X,X,O,X,X
OITJSLZ,X,O,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X
OITJZLS,O,O,X,X,X,X,X
OITJZSL,O,O,O,X,X,X,X
OITSLJZ,X,O,X,X,X,X,X
OITSLZJ,X,O,X,X,X,X,X
OITSJLZ,X,O,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X
OITZJLS,O,O,X,X,X,X,X
OITZJSL,O,O,O,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X
OILTJSZ,X,O,X,X,X,O,X
OILTJZS,O,O,X,X,O,X,X
OILTSJZ,X,O,X,X,X,X,X
OILTSZJ,X,O,X,X,X,X,X
OILTZJS,O,O,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,X
OILJTSZ,X,O,X,X,X,O,X
OILJTZS,O,O,X,X,O,X,X
OILJSTZ,X,O,X,X,X,O,X
OILJSZT,O,O,X,X,X,X,X
OILJZTS,O,O,X,X,O,X,X
OILJZST,O,O,O,X,X,X,X
OILSTJZ,X,O,X,X,X,O,X
OILSTZJ,X,O,X,X,X,X,X
OILSJTZ,X,O,X,X,X,O,X
OILSJZT,O,O,X,X,X,X,X
OILSZTJ,O,O,X,X,X,X,X
OILSZJT,O,O,X,X,X,X,X
OILZTJS,O,O,X,X,O,X,X
OILZTSJ,O,O,X,X,X,X,X
OILZJTS,O,O,X,X,O,X,X
OILZJST,O,O,O,X,X,X,X
OILZSTJ,O,O,X,X,X,X,X
OILZSJT,O,O,X,X,X,X,X
OIJTLSZ,X,O,X,X,X,O,X
OIJTLZS,O,O,X,X,O,X,X
OIJTSLZ,X,O,X,X,X,X,X
OIJTSZL,O,O,X,X,X,X,X
OIJTZLS,O,O,X,X,X,X,X
OIJTZSL,O,O,O,X,X,X,X
OIJLTSZ,X,O,X,X,X,O,X
OIJLTZS,O,O,X,X,O,X,X
OIJLSTZ,X,O,X,X,X,O,X
OIJLSZT,O,O,X,X,X,X,X
OIJLZTS,O,O,X,X,O,X,X
OIJLZST,O,O,O,X,X,X,X
OIJSTLZ,X,O,O,X,X,O,X
OIJSTZL,O,O,O,X,X,X,X
OIJSLTZ,X,O,O,X,X,O,X
OIJSLZT,O,O,O,X,X,X,X
OIJSZTL,O,O,O,X,X,X,X
OIJSZLT,O,O,O,X,X,X,X
OIJZTLS,O,O,X,X,O,X,O
OIJZTSL,O,O,O,X,X,X,X
OIJZLTS,O,O,X,X,O,X,X
OIJZLST,O,O,O,X,X,X,X
OIJZSTL,O,O,O,X,X,X,X
OIJZSLT,O,O,O,X,X,X,X
OISTLJZ,X,O,O,X,X,O,X
OISTLZJ,X,O,O,X,X,X,X
OISTJLZ,X,O,O,X,X,O,X
OISTJZL,O,O,O,X,X,X,X
OISTZLJ,O,O,X,X,X,X,X
OISTZJL,O,O,O,X,X,X,X
OISLTJZ,X,O,O,X,X,O,X
OISLTZJ,X,O,O,X,X,X,X
OISLJTZ,X,O,O,X,X,O,X
OISLJZT,O,O,O,X,X,X,X
OISLZTJ,O,O,O,X,X,X,X
OISLZJT,O,O,O,X,X,X,X
OISJTLZ,X,O,O,X,X,O,X
OISJTZL,O,O,O,X,X,X,X
OISJLTZ,X,O,O,X,X,O,X
OISJLZT,O,O,O,X,X,X,X
OISJZTL,O,O,O,X,X,X,X
OISJZLT,O,O,O,X,X,X,X
OISZTLJ,O,O,X,X,X,X,X
OISZTJL,O,O,O,X,X,X,X
OISZLTJ,O,O,O,X,X,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,O,X,X,X,X
OISZJLT,O,O,O,X,X,X,X
OIZTLJS,O,O,X,X,O,X,O
OIZTLSJ,O,O,X,X,X,X,O
OIZTJLS,O,O,X,X,O,X,O
OIZTJSL,O,O,O,X,X,X,X
OIZTSLJ,O,O,X,X,X,X,X
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,O,O,X,X,O,X,X
OIZLTSJ,O,O,X,X,X,X,X
OIZLJTS,O,O,X,X,O,X,X
OIZLJST,O,O,O,X,X,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,X,X,X,X,X
OIZJTLS,O,O,X,X,O,X,O
OIZJTSL,O,O,O,X,X,X,X
OIZJLTS,O,O,X,X,O,X,X
OIZJLST,O,O,O,X,X,X,X
OIZJSTL,O,O,O,X,X,X,X
OIZJSLT,O,O,O,X,X,X,X
OIZSTLJ,O,O,X,X,X,X,X
OIZSTJL,O,O,O,X,X,X,X
OIZSLTJ,O,O,O,X,X,X,X
OIZSLJT,O,O,O,X,X,X,X
OIZSJTL,O,O,O,X,X,X,X
OIZSJLT,O,O,O,X,X,X,X
OLTIJSZ,X,O,X,X,X,O,X
OLTIJZS,O,O,X,X,O,X,X
OLTISJZ,X,O,X,X,X,X,X
OLTISZJ,X,O,X,X,X,X,X
OLTIZJS,O,O,X,X,X,X,X
OLTIZSJ,O,O,X,X,X,X,X
OLTJISZ,X,O,X,X,X,O,X
OLTJIZS,O,O,X,X,O,X,X
OLTJSIZ,X,O,X,X,X,X,X
OLTJSZI,X,O,X,X,X,X,X
OLTJZIS,O,O,X,X,X,X,X
OLTJZSI,O,O,X,X,X,X,X
OLTSIJZ,X,O,X,X,X,X,X
OLTSIZJ,X,O,X,X,X,X,X
OLTSJIZ,X,O,X,X,X,X,X
OLTSJZI,X,O,X,X,X,X,X
OLTSZIJ,X,X,X,X,X,X,X
OLTSZJI,X,O,X,X,X,X,X
OLTZIJS,O,O,X,X,X,X,X
OLTZISJ,O,O,X,X,X,X,X
OLTZJIS,O,O,X,X,X,X,X
OLTZJSI,O,O,X,X,X,X,X
OLTZSIJ,X,X,X,X,X,X,X
OLTZSJI,O,O,X,X,X,X,X
OLITJSZ,X,O,X,X,X,O,X
OLITJZS,O,O,X,X,O,X,X
OLITSJZ,X,O,X,X,X,X,X
OLITSZJ,X,O,X,X,X,X,X
OLITZJS,O,O,X,X,X,X,X
OLITZSJ,O,O,X,X,X,X,X
OLIJTSZ,X,O,X,X,X,O,X
OLIJTZS,O,O,X,X,O,X,X
OLIJSTZ,X,O,X,X,X,O,X
OLIJSZT,O,O,X,X,X,X,X
OLIJZTS,O,O,X,X,O,X,X
OLIJZST,O,O,O,X,X,X,X
OLISTJZ,X,O,X,X,X,O,X
OLISTZJ,X,O,X,X,X,X,X
OLISJTZ,X,O,X,X,X,O,X
OLISJZT,O,O,X,X,X,X,X
OLISZTJ,O,O,X,X,X,X,X
OLISZJT,O,O,X,X,X,X,X
OLIZTJS,O,O,X,X,O,X,X
OLIZTSJ,O,O,X,X,X,X,X
OLIZJTS,O,O,X,X,O,X,X
OLIZJST,O,O,O,X,X,X,X
OLIZSTJ,O,O,X,X,X,X,X
OLIZSJT,O,O,X,X,X,X,X
OLJTISZ,X,O,X,X,X,O,X
OLJTIZS,O,O,X,X,O,X,X
OLJTSIZ,X,O,X,X,X,X,X
OLJTSZI,X,O,X,X,X,X,X
OLJTZIS,O,O,X,X,X,X,X
OLJTZSI,O,O,X,X,X,X,X
OLJITSZ,X,O,X,X,X,O,X
OLJITZS,O,O,X,X,O,X,X
OLJISTZ,X,O,X,X,X,O,X
OLJISZT,O,O,X,X,X,X,X
OLJIZTS,O,O,X,X,O,X,X
OLJIZST,O,O,O,X,X,X,X
OLJSTIZ,X,O,O,O,X,X,X
OLJSTZI,X,O,O,O,X,X,X
OLJSITZ,X,O,O,X,X,O,X
OLJSIZT,O,O,O,X,X,X,X
OLJSZTI,O,O,O,O,X,X,X
OLJSZIT,O,O,O,X,X,X,X
OLJZTIS,O,O,X,X,O,X,O
OLJZTSI,O,O,X,X,X,X,O
OLJZITS,O,O,X,X,O,X,X
OLJZIST,O,O,O,X,X,X,X
OLJZSTI,O,O,O,O,X,X,X
OLJZSIT,O,O,O,X,X,X,X
OLSTIJZ,X,O,O,O,X,X,X
OLSTIZJ,X,O,O,O,X,X,X
OLSTJIZ,X,O,O,O,X,X,X
OLSTJZI,X,O,O,O,X,X,X
OLSTZIJ,X,X,O,O,X,X,X
OLSTZJI,X,O,O,O,X,X,X
OLSITJZ,X,O,O,X,X,O,X
OLSITZJ,X,O,O,X,X,X,X
OLSIJTZ,X,O,O,X,X,O,X
OLSIJZT,O,O,O,X,X,X,X
OLSIZTJ,O,O,O,X,X,X,X
OLSIZJT,O,O,O,X,X,X,X
OLSJTIZ,X,O,O,O,X,X,X
OLSJTZI,X,O,O,O,X,X,X
OLSJITZ,X,O,O,X,X,O,X
OLSJIZT,O,O,O,X,X,X,X
OLSJZTI,O,O,O,O,X,X,X
OLSJZIT,O,O,O,X,X,X,X
OLSZTIJ,X,X,O,O,X,X,X
OLSZTJI,O,X,O,O,X,X,X
OLSZITJ,O,X,O,X,X,X,X
OLSZIJT,O,X,O,X,X,X,X
OLSZJTI,O,O,O,O,X,X,X
OLSZJIT,O,O,O,X,X,X,X
OLZTIJS,O,O,X,X,O,X,O
OLZTISJ,O,O,X,X,X,X,O
OLZTJIS,O,O,X,X,O,X,O
OLZTJSI,O,O,X,X,X,X,O
OLZTSIJ,X,X,X,X,X,X,O
OLZTSJI,O,O,X,X,X,X,O
OLZITJS,O,O,X,X,O,X,X
OLZITSJ,O,O,X,X,X,X,X
OLZIJTS,O,O,X,X,O,X,X
OLZIJST,O,O,O,X,X,X,X
OLZISTJ,O,O,X,X,X,X,X
OLZISJT,O,O,X,X,X,X,X
OLZJTIS,O,O,X,X,O,X,O
OLZJTSI,O,O,X,X,X,X,O
OLZJITS,O,O,X,X,O,X,X
OLZJIST,O,O,O,X,X,X,X
OLZJSTI,O,O,O,O,X,X,X
OLZJSIT,O,O,O,X,X,X,X
OLZSTIJ,X,X,O,O,X,X,X
OLZSTJI,O,X,O,O,X,X,X
OLZSITJ,O,X,O,X,X,X,X
OLZSIJT,O,X,O,X,X,X,X
OLZSJTI,O,O,O,O,X,X,X
OLZSJIT,O,O,O,X,X,X,X
OJTILSZ,X,O,X,X,X,O,X
OJTILZS,O,O,X,X,O,X,X
OJTISLZ,X,O,X,X,X,X,X
OJTISZL,O,O,X,X,X,X,X
OJTIZLS,O,O,X,X,X,X,X
OJTIZSL,O,O,O,X,X,X,X
OJTLISZ,X,O,X,X,X,O,X
OJTLIZS,O,O,X,X,O,X,X
OJTLSIZ,X,O,X,X,X,X,X
OJTLSZI,X,O,X,X,X,X,X
OJTLZIS,O,O,X,X,X,X,X
OJTLZSI,O,O,X,X,X,X,X
OJTSILZ,X,O,O,X,X,O,X
OJTSIZL,O,O,O,X,X,X,X
OJTSLIZ,X,O,O,X,X,X,X
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,X,X,O,X,X,X,X
OJTSZLI,O,O,O,X,X,X,X
OJTZILS,O,O,X,X,X,X,O
OJTZISL,O,O,O,X,X,X,X
OJTZLIS,O,O,X,X,X,X,O
OJTZLSI,O,O,X,X,X,X,O
OJTZSIL,X,X,O,X,X,X,X
OJTZSLI,O,O,O,X,X,X,O
OJITLSZ,X,O,X,X,X,O,X
OJITLZS,O,O,X,X,O,X,X
OJITSLZ,X,O,X,X,X,X,X
OJITSZL,O,O,X,X,X,X,X
OJITZLS,O,O,X,X,X,X,X
OJITZSL,O,O,O,X,X,X,X
OJILTSZ,X,O,X,X,X,O,X
OJILTZS,O,O,X,X,O,X,X
OJILSTZ,X,O,X,X,X,O,X
OJILSZT,O,O,X,X,X,X,X
OJILZTS,O,O,X,X,O,X,X
OJILZST,O,O,O,X,X,X,X
OJISTLZ,X,O,O,X,X,O,X
OJISTZL,O,O,O,X,X,X,X
OJISLTZ,X,O,O,X,X,O,X
OJISLZT,O,O,O,X,X,X,X
OJISZTL,O,O,O,X,X,X,X
OJISZLT,O,O,O,X,X,X,X
OJIZTLS,O,O,X,X,O,X,O
OJIZTSL,O,O,O,X,X,X,X
OJIZLTS,O,O,X,X,O,X,X
OJIZLST,O,O,O,X,X,X,X
OJIZSTL,O,O,O,X,X,X,X
OJIZSLT,O,O,O,X,X,X,X
OJLTISZ,X,O,X,X,X,O,X
OJLTIZS,O,O,X,X,O,X,X
OJLTSIZ,X,O,X,X,X,X,X
OJLTSZI,X,O,X,X,X,X,X
OJLTZIS,O,O,X,X,X,X,X
OJLTZSI,O,O,X,X,X,X,X
OJLITSZ,X,O,X,X,X,O,X
OJLITZS,O,O,X,X,O,X,X
OJLISTZ,X,O,X,X,X,O,X
OJLISZT,O,O,X,X,X,X,X
OJLIZTS,O,O,X,X,O,X,X
OJLIZST,O,O,O,X,X,X,X
OJLSTIZ,X,O,O,O,X,X,X
OJLSTZI,X,O,O,O,X,X,X
OJLSITZ,X,O,O,X,X,O,X
OJLSIZT,O,O,O,X,X,X,X
OJLSZTI,O,O,O,O,X,X,X
OJLSZIT,O,O,O,X,X,X,X
OJLZTIS,O,O,X,X,O,X,O
OJLZTSI,O,O,X,X,X,X,O
OJLZITS,O,O,X,X,O,X,X
OJLZIST,O,O,O,X,X,X,X
OJLZSTI,O,O,O,O,X,X,X
OJLZSIT,O,O,O,X,X,X,X
OJSTILZ,X,O,O,O,X,O,X
OJSTIZL,O,O,O,O,X,X,X
OJSTLIZ,X,O,O,O,X,X,X
OJSTLZI,X,O,O,O,X,X,X
OJSTZIL,X,X,O,O,X,X,X
OJSTZLI,O,O,O,O,X,X,X
OJSITLZ,X,O,O,X,X,O,X
OJSITZL,O,O,O,X,X,X,X
OJSILTZ,X,O,O,X,X,O,X
OJSILZT,O,O,O,X,X,X,X
OJSIZTL,O,O,O,X,X,X,X
OJSIZLT,O,O,O,X,X,X,X
OJSLTIZ,X,O,O,O,X,X,X
OJSLTZI,X,O,O,O,X,X,X
OJSLITZ,X,O,O,X,X,O,X
OJSLIZT,O,O,O,X,X,X,X
OJSLZTI,O,O,O,O,X,X,X
OJSLZIT,O,O,O,X,X,X,X
OJSZTIL,X,X,O,O,X,X,X
OJSZTLI,O,O,O,O,X,X,O
OJSZITL,O,O,O,X,X,X,X
OJSZILT,O,O,O,X,X,X,X
OJSZLTI,O,O,O,O,X,X,X
OJSZLIT,O,O,O,X,X,X,X
OJZTILS,O,O,X,X,O,X,O
OJZTISL,O,O,O,X,X,X,X
OJZTLIS,O,O,X,X,O,X,O
OJZTLSI,O,O,X,X,X,X,O
OJZTSIL,X,X,O,X,X,X,X
OJZTSLI,O,O,O,X,X,X,O
OJZITLS,O,O,X,X,O,X,O
OJZITSL,O,O,O,X,X,X,X
OJZILTS,O,O,X,X,O,X,X
OJZILST,O,O,O,X,X,X,X
OJZISTL,O,O,O,X,X,X,X
OJZISLT,O,O,O,X,X,X,X
OJZLTIS,O,O,X,X,O,X,O
OJZLTSI,O,O,X,X,X,X,O
OJZLITS,O,O,X,X,O,X,X
OJZLIST,O,O,O,X,X,X,X
OJZLSTI,O,O,O,O,X,X,X
OJZLSIT,O,O,O,X,X,X,X
OJZSTIL,X,X,O,O,X,X,X
OJZSTLI,O,O,O,O,X,X,O
OJZSITL,O,O,O,X,X,X,X
OJZSILT,O,O,O,X,X,X,X
OJZSLTI,O,O,O,O,X,X,X
OJZSLIT,O,O,O,X,X,X,X
OSTILJZ,X,O,O,O,X,O,X
OSTILZJ,X,O,O,O,X,X,X
OSTIJLZ,X,O,O,O,X,O,X
OSTIJZL,O,O,O,O,X,X,X
OSTIZLJ,O,O,X,O,X,X,X
OSTIZJL,O,O,O,O,X,X,X
OSTLIJZ,X,O,O,O,X,X,X
OSTLIZJ,X,O,O,O,X,X,X
OSTLJIZ,X,O,O,O,X,X,X
OSTLJZI,X,O,O,O,X,X,X
OSTLZIJ,X,X,O,O,X,X,X
OSTLZJI,X,O,O,O,X,X,X
OSTJILZ,X,O,O,O,X,O,X
OSTJIZL,O,O,O,O,X,X,X
OSTJLIZ,X,O,O,O,X,X,X
OSTJLZI,X,O,O,O,X,X,X
OSTJZIL,X,X,O,O,X,X,X
OSTJZLI,O,O,O,O,X,X,X
OSTZILJ,X,X,X,O,X,X,X
OSTZIJL,X,X,O,O,X,X,X
OSTZLIJ,X,X,O,O,X,X,X
OSTZLJI,O,O,O,O,X,X,X
OSTZJIL,X,X,O,O,X,X,X
OSTZJLI,O,O,O,O,X,X,X
OSITLJZ,X,O,O,X,X,O,X
OSITLZJ,X,O,O,X,X,X,X
OSITJLZ,X,O,O,X,X,O,X
OSITJZL,O,O,O,X,X,X,X
OSITZLJ,O,O,X,X,X,X,X
OSITZJL,O,O,O,X,X,X,X
OSILTJZ,X,O,O,X,X,O,X
OSILTZJ,X,O,O,X,X,X,X
OSILJTZ,X,O,O,X,X,O,X
OSILJZT,O,O,O,X,X,X,X
OSILZTJ,O,O,O,X,X,X,X
OSILZJT,O,O,O,X,X,X,X
OSIJTLZ,X,O,O,X,X,O,X
OSIJTZL,O,O,O,X,X,X,X
OSIJLTZ,X,O,O,X,X,O,X
OSIJLZT,O,O,O,X,X,X,X
OSIJZTL,O,O,O,X,X,X,X
OSIJZLT,O,O,O,X,X,X,X
OSIZTLJ,O,O,X,X,X,X,X
OSIZTJL,O,O,O,X,X,X,X
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,O,X,X,X,X
OSIZJLT,O,O,O,X,X,X,X
OSLTIJZ,X,O,O,O,X,X,X
OSLTIZJ,X,O,O,O,X,X,X
OSLTJIZ,X,O,O,O,X,X,X
OSLTJZI,X,O,O,O,X,X,X
OSLTZIJ,X,X,O,O,X,X,X
OSLTZJI,X,O,O,O,X,X,X
OSLITJZ,X,O,O,X,X,O,X
OSLITZJ,X,O,O,X,X,X,X
OSLIJTZ,X,O,O,X,X,O,X
OSLIJZT,O,O,O,X,X,X,X
OSLIZTJ,O,O,O,X,X,X,X
OSLIZJT,O,O,O,X,X,X,X
OSLJTIZ,X,O,O,O,X,X,X
OSLJTZI,X,O,O,O,X,X,X
OSLJITZ,X,O,O,X,X,O,X
OSLJIZT,O,O,O,X,X,X,X
OSLJZTI,O,O,O,O,X,X,X
OSLJZIT,O,O,O,X,X,X,X
OSLZTIJ,X,X,O,O,X,X,X
OSLZTJI,O,X,O,O,X,X,X
OSLZITJ,O,X,O,X,X,X,X
OSLZIJT,O,X,O,X,X,X,X
OSLZJTI,O,O,O,O,X,X,X
OSLZJIT,O,O,O,X,X,X,X
OSJTILZ,X,O,O,O,X,O,X
OSJTIZL,O,O,O,O,X,X,X
OSJTLIZ,X,O,O,O,X,X,X
OSJTLZI,X,O,O,O,X,X,X
OSJTZIL,X,X,O,O,X,X,X
OSJTZLI,O,O,O,O,X,X,X
OSJITLZ,X,O,O,X,X,O,X
OSJITZL,O,O,O,X,X,X,X
OSJILTZ,X,O,O,X,X,O,X
OSJILZT,O,O,O,X,X,X,X
OSJIZTL,O,O,O,X,X,X,X
OSJIZLT,O,O,O,X,X,X,X
OSJLTIZ,X,O,O,O,X,X,X
OSJLTZI,X,O,O,O,X,X,X
OSJLITZ,X,O,O,X,X,O,X
OSJLIZT,O,O,O,X,X,X,X
OSJLZTI,O,O,O,O,X,X,X
OSJLZIT,O,O,O,X,X,X,X
OSJZTIL,X,X,O,O,X,X,X
OSJZTLI,O,O,O,O,X,X,O
OSJZITL,O,O,O,X,X,X,X
OSJZILT,O,O,O,X,X,X,X
OSJZLTI,O,O,O,O,X,X,X
OSJZLIT,O,O,O,X,X,X,X
OSZTILJ,X,X,X,O,X,X,X
OSZTIJL,X,X,O,O,X,X,X
OSZTLIJ,X,X,O,O,X,X,O
OSZTLJI,O,O,O,O,X,X,O
OSZTJIL,X,X,O,O,X,X,X
OSZTJLI,O,O,O,O,X,X,O
OSZITLJ,O,O,X,X,X,X,X
OSZITJL,O,O,O,X,X,X,X
OSZILTJ,O,O,O,X,X,X,X
OSZILJT,O,O,O,X,X,X,X
OSZIJTL,O,O,O,X,X,X,X
OSZIJLT,O,O,O,X,X,X,X
OSZLTIJ,X,X,O,O,X,X,X
OSZLTJI,O,X,O,O,X,X,X
OSZLITJ,O,X,O,X,X,X,X
OSZLIJT,O,X,O,X,X,X,X
OSZLJTI,O,O,O,O,X,X,X
OSZLJIT,O,O,O,X,X,X,X
OSZJTIL,X,X,O,O,X,X,X
OSZJTLI,O,O,O,O,X,X,O
