sequence,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFuf?BcgBCeBXjBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFCb?BuiBcjBXgBzpBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BTfBOlBXjB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?BXgBziB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeZ/IvhFcg?BqiBTeBfqBlsBupB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeBXgB2pBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JecAJvhFTe?BOkBfqBysB5nBlpB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeC+IvhFxf?BXjBTfBOlB0pBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jel6IvhFcg?BTeBysBmpB5nB/pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFCe?BOlBXjBTkBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeSDJvhFxf?B0fBziB/pBOqBlsB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFqi?BTeB0fB2pBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFui?BcjBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeuCJvhFcj?BxfBTfBypBlsBXqB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8JeG+IvhFxf?BziBikBXlBlsB0pB,v115@3gC8GeC8FeD8BeA8CeC8CeB8BeD8AeB8Jex6IvhFOl?BTkB3nBFoB0pBCtB
ZSJLITO,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZSJLIOT,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZSJLOTI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSJLOIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZSJOTIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJOTLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSJOITL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLTI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOTILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOTJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSOITJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOILTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOILJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOIJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOIJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZSOLJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJITL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZSOJLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOTILJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJISL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTJLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTJSLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTSILJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTSJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOITLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOITSJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISLJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOISJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTJSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLIJST,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLISTJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJITS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJIST,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLJSTI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLSTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOJTILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTISL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJTLIS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJTSLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJITLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJILTS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLITS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLIST,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJSTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJSITL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJITL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTILJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTILSJZ,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTILSZJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTILZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTILZSJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTIJLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJSLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTIJSZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIJZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIJZSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISLJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OTISLZJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTISJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTIZJSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
OTLIJZS,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OTLISJZ,O,O,X,O,O,O,X,O,X,X,X,O,X,X,X,O,X
OTLISZJ,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
OTLIZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
OTLIZSJ,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
OTLJISZ,X,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X
OTLJIZS,X,X,X,O,X,X,X,O,X,X,X,X,O,O,X,O,X
OTLJSIZ,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTLJSZI,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
OTLJZIS,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X
OTLJZSI,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTLSIJZ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X
OTLSIZJ,O,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
OTLSJIZ,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTLSJZI,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
OTLSZIJ,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,O,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTLZISJ,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLZJIS,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X
OTLZJSI,O,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OTLZSIJ,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTLZSJI,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJILSZ,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
OTJILZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTJISLZ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTJISZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJIZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTJIZSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJLISZ,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X
OTJLIZS,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
OTJLSIZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTJLSZI,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
OTJLZIS,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTJLZSI,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTJSIZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTJSLIZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTJSLZI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTJSZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTJSZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTJZILS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTJZISL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZLIS,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
OTJZLSI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OTJZSIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSILJZ,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
OTSILZJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OTSIJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O,X
OTSLIZJ,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X
OTSLJIZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O,X
OTSLJZI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OTSLZJI,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OTSJILZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSJIZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTSJLIZ,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
OTSJLZI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTSJZIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTSJZLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
OTSZILJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSZIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTSZLJI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZILJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZIJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISLJ,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTZLISJ,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLJIS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTZLJSI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZLSJI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTZJILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OTZJISL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
OTZJLSI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTZJSIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSILJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OTZSLJI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSJLI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITLJSZ,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OITLJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OITLSJZ,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
OITLSZJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITLZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
OITJLSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITJLZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJSLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITJSZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITJZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITJZSL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSLJZ,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
OITSLZJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OITSJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OITSZLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X
OITZJSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OILTJZS,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILTSJZ,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OILTSZJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILTZJS,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILTZSJ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
OILJTSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
