sequence,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFcgBxcBXeBenBFm?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFdBXeBxgBmlBzm?BUrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFUdBFeBxgB3gBmm?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFcgB2hBXeBRmBFn?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhF1gB0cBXeBOnBxl?BTrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFeBTgBxhBmmB3m?BUrB,v115@+gA8GeC8EeG8CeG8BeD8Jei6IvhFFeBxgBXiBmlBzm?BUrB
ZOSTILJ,X,O,X,O,X,X,X
ZOSTIJL,X,X,X,O,X,X,X
ZOSTLIJ,X,O,X,O,X,X,X
ZOSTLJI,X,O,O,X,X,X,X
ZOSTJIL,X,O,O,X,X,X,X
ZOSTJLI,X,O,O,X,X,X,X
ZOSITLJ,X,O,X,O,O,X,X
ZOSITJL,X,X,X,O,O,X,X
ZOSILTJ,X,O,X,O,O,X,X
ZOSILJT,O,X,X,O,X,X,X
ZOSIJTL,X,X,X,O,X,X,X
ZOSIJLT,X,X,X,O,X,X,X
ZOSLTIJ,X,O,X,O,X,X,X
ZOSLTJI,X,O,O,X,X,X,X
ZOSLITJ,X,O,X,O,O,X,X
ZOSLIJT,O,X,X,O,X,X,X
ZOSLJTI,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,X,X,X
ZOSJTIL,O,O,O,X,X,X,X
ZOSJTLI,O,O,O,X,X,X,X
ZOSJITL,X,O,O,O,X,X,X
ZOSJILT,O,O,O,O,X,X,X
ZOSJLTI,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X
OTILJSZ,X,O,O,X,O,O,X
OTILJZS,X,O,O,X,O,O,X
OTILSJZ,X,O,X,X,O,O,X
OTILSZJ,X,O,X,X,O,X,X
OTILZJS,X,X,O,X,O,O,X
OTILZSJ,X,O,X,X,O,X,X
OTIJLSZ,X,O,O,X,O,O,X
OTIJLZS,X,O,O,X,O,O,X
OTIJSLZ,X,O,O,X,O,O,X
OTIJSZL,X,O,O,O,O,X,X
OTIJZLS,X,O,O,O,O,O,X
OTIJZSL,X,O,O,O,O,X,X
OTISLJZ,X,O,X,X,O,O,X
OTISLZJ,X,O,X,X,O,X,X
OTISJLZ,X,O,X,X,O,X,X
OTISJZL,X,O,X,O,O,X,X
OTISZLJ,X,O,X,O,O,X,X
OTISZJL,X,X,X,O,O,X,X
OTIZLJS,X,X,O,O,O,O,X
OTIZLSJ,X,O,X,O,O,X,X
OTIZJLS,X,X,O,O,O,X,X
OTIZJSL,X,X,O,O,O,X,X
OTIZSLJ,X,O,X,O,O,X,X
OTIZSJL,X,X,X,O,O,X,X
OTLIJSZ,X,O,O,X,O,O,X
OTLIJZS,X,O,O,X,O,O,X
OTLISJZ,X,O,X,X,O,O,X
OTLISZJ,X,O,X,X,O,X,X
OTLIZJS,X,X,O,X,O,O,X
OTLIZSJ,X,O,X,X,O,X,X
OTLJISZ,X,O,O,X,X,O,O
OTLJIZS,X,O,O,X,X,O,X
OTLJSIZ,X,O,O,X,X,O,O
OTLJSZI,X,O,O,X,X,X,X
OTLJZIS,X,O,O,X,X,O,X
OTLJZSI,X,O,O,X,X,X,X
OTLSIJZ,X,O,X,X,O,O,O
OTLSIZJ,X,O,X,X,O,X,X
OTLSJIZ,X,O,O,X,X,O,O
OTLSJZI,X,O,O,X,X,X,X
OTLSZIJ,X,O,X,O,X,X,X
OTLSZJI,X,O,O,X,X,X,X
OTLZIJS,X,X,O,O,X,O,X
OTLZISJ,X,O,X,O,X,X,X
OTLZJIS,X,O,O,X,X,O,X
OTLZJSI,X,O,O,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,X
OTLZSJI,X,O,O,X,X,X,X
OTJILSZ,X,O,O,X,X,O,O
OTJILZS,X,O,O,X,X,O,X
OTJISLZ,X,O,O,X,X,O,O
OTJISZL,O,O,O,X,X,X,X
OTJIZLS,O,O,O,X,X,O,X
OTJIZSL,O,O,O,X,X,X,X
OTJLISZ,X,O,O,X,X,O,O
OTJLIZS,X,O,O,X,X,O,X
OTJLSIZ,X,O,O,X,X,O,O
OTJLSZI,X,O,O,X,X,X,X
OTJLZIS,X,O,O,X,X,O,X
OTJLZSI,X,O,O,X,X,X,X
OTJSILZ,X,O,O,X,X,O,O
OTJSIZL,O,O,O,X,X,X,X
OTJSLIZ,X,O,O,X,X,O,O
OTJSLZI,X,O,O,X,X,X,X
OTJSZIL,O,O,O,X,X,X,X
OTJSZLI,O,O,O,X,X,X,X
OTJZILS,O,O,O,X,X,O,X
OTJZISL,O,O,O,X,X,X,X
OTJZLIS,O,O,O,X,X,O,X
OTJZLSI,O,O,O,X,X,X,X
OTJZSIL,O,O,O,X,X,X,X
OTJZSLI,O,O,O,X,X,X,X
OTSILJZ,X,O,X,X,O,O,O
OTSILZJ,X,O,X,X,O,X,X
OTSIJLZ,X,O,X,X,O,X,X
OTSIJZL,X,O,X,O,O,X,X
OTSIZLJ,X,O,X,O,O,X,X
OTSIZJL,X,X,X,O,O,X,X
OTSLIJZ,X,O,X,X,O,O,O
OTSLIZJ,X,O,X,X,O,X,X
OTSLJIZ,X,O,O,X,X,O,O
OTSLJZI,X,O,O,X,X,X,X
OTSLZIJ,X,O,X,O,X,X,X
OTSLZJI,X,O,O,X,X,X,X
OTSJILZ,X,O,O,X,X,O,O
OTSJIZL,X,O,O,X,X,X,X
OTSJLIZ,X,O,O,X,X,O,O
OTSJLZI,X,O,O,X,X,X,X
OTSJZIL,X,O,O,X,X,X,X
OTSJZLI,X,O,O,X,X,X,X
OTSZILJ,X,O,X,O,X,X,X
OTSZIJL,X,X,X,O,X,X,X
OTSZLIJ,X,O,X,O,X,X,X
OTSZLJI,X,O,O,X,X,X,X
OTSZJIL,X,O,O,X,X,X,X
OTSZJLI,X,O,O,X,X,X,X
OTZILJS,X,X,O,O,X,O,X
OTZILSJ,X,O,X,O,X,X,X
OTZIJLS,X,X,O,O,X,X,X
OTZIJSL,X,X,O,O,X,X,X
OTZISLJ,X,O,X,O,X,X,X
OTZISJL,X,X,X,O,X,X,X
OTZLIJS,X,X,O,O,X,O,X
OTZLISJ,X,O,X,O,X,X,X
OTZLJIS,O,O,O,X,X,O,X
OTZLJSI,O,O,O,X,X,X,X
OTZLSIJ,X,O,X,O,X,X,X
OTZLSJI,X,O,O,X,X,X,X
OTZJILS,O,O,O,X,X,O,X
OTZJISL,O,O,O,X,X,X,X
OTZJLIS,O,O,O,X,X,O,X
OTZJLSI,O,O,O,X,X,X,X
OTZJSIL,O,O,O,X,X,X,X
OTZJSLI,O,O,O,X,X,X,X
OTZSILJ,X,O,X,O,X,X,X
OTZSIJL,X,X,X,O,X,X,X
OTZSLIJ,X,O,X,O,X,X,X
OTZSLJI,X,O,O,X,X,X,X
OTZSJIL,X,O,O,X,X,X,X
OTZSJLI,X,O,O,X,X,X,X
OITLJSZ,X,O,O,X,O,O,X
OITLJZS,X,O,O,X,O,O,X
OITLSJZ,X,O,X,X,O,O,X
OITLSZJ,X,O,X,X,O,X,X
OITLZJS,X,X,O,X,O,O,X
OITLZSJ,X,O,X,X,O,X,X
OITJLSZ,X,O,O,X,O,O,X
OITJLZS,X,O,O,X,O,O,X
OITJSLZ,X,O,O,X,O,O,X
OITJSZL,X,O,O,O,O,X,X
OITJZLS,X,O,O,O,O,O,X
OITJZSL,X,O,O,O,O,X,X
OITSLJZ,X,O,X,X,O,O,X
OITSLZJ,X,O,X,X,O,X,X
OITSJLZ,X,O,X,X,O,X,X
OITSJZL,X,O,X,O,O,X,X
OITSZLJ,X,O,X,O,O,X,X
OITSZJL,X,X,X,O,O,X,X
OITZLJS,X,X,O,O,O,O,X
OITZLSJ,X,O,X,O,O,X,X
OITZJLS,X,X,O,O,O,X,X
OITZJSL,X,X,O,O,O,X,X
OITZSLJ,X,O,X,O,O,X,X
OITZSJL,X,X,X,O,O,X,X
OILTJSZ,X,O,O,X,O,O,X
OILTJZS,X,O,O,X,O,O,X
OILTSJZ,X,O,X,X,O,O,X
OILTSZJ,X,O,X,X,O,X,X
OILTZJS,X,X,O,X,O,O,X
OILTZSJ,X,O,X,X,O,X,X
OILJTSZ,X,O,O,X,O,O,X
OILJTZS,X,O,O,X,O,O,X
OILJSTZ,X,O,O,X,O,O,X
OILJSZT,X,O,O,O,X,X,X
OILJZTS,X,O,O,O,X,O,X
OILJZST,X,O,O,O,X,X,X
OILSTJZ,X,O,X,X,O,O,X
OILSTZJ,X,O,X,X,O,X,X
OILSJTZ,X,O,X,X,O,X,X
OILSJZT,X,O,X,O,X,X,X
OILSZTJ,X,O,X,O,O,X,X
OILSZJT,X,X,X,O,X,X,X
OILZTJS,X,X,O,O,O,O,X
OILZTSJ,X,O,X,O,O,X,X
OILZJTS,X,X,O,O,X,X,X
OILZJST,X,X,O,O,X,X,X
OILZSTJ,X,O,X,O,O,X,X
OILZSJT,X,X,X,O,X,X,X
OIJTLSZ,X,O,O,X,O,O,X
OIJTLZS,X,O,O,X,O,O,X
OIJTSLZ,X,O,O,X,O,O,X
OIJTSZL,X,O,O,O,O,X,X
OIJTZLS,X,O,O,O,O,O,X
OIJTZSL,X,O,O,O,O,X,X
OIJLTSZ,X,O,O,X,O,O,X
OIJLTZS,X,O,O,X,O,O,X
OIJLSTZ,X,O,O,X,O,O,X
OIJLSZT,X,O,O,O,X,X,X
OIJLZTS,X,O,O,O,X,O,X
OIJLZST,X,O,O,O,X,X,X
OIJSTLZ,X,O,O,X,O,O,X
OIJSTZL,X,O,O,O,O,X,X
OIJSLTZ,X,O,O,X,O,O,X
OIJSLZT,X,O,O,O,X,X,X
OIJSZTL,X,O,O,O,X,X,X
OIJSZLT,X,O,O,O,X,X,X
OIJZTLS,X,O,O,O,X,O,X
OIJZTSL,X,O,O,O,X,X,X
OIJZLTS,X,O,O,O,X,O,X
OIJZLST,X,O,O,O,X,X,X
OIJZSTL,X,O,O,O,X,X,X
OIJZSLT,X,O,O,O,X,X,X
OISTLJZ,X,O,X,X,O,O,X
OISTLZJ,X,O,X,X,O,X,X
OISTJLZ,X,O,X,X,O,X,X
OISTJZL,X,O,X,O,O,X,X
OISTZLJ,X,O,X,O,O,X,X
OISTZJL,X,X,X,O,O,X,X
OISLTJZ,X,O,X,X,O,O,X
OISLTZJ,X,O,X,X,O,X,X
OISLJTZ,X,O,X,X,O,X,X
OISLJZT,X,O,X,O,X,X,X
OISLZTJ,X,O,X,O,O,X,X
OISLZJT,X,X,X,O,X,X,X
OISJTLZ,X,O,X,X,O,X,X
OISJTZL,X,O,X,O,O,X,X
OISJLTZ,X,O,X,X,O,X,X
OISJLZT,X,O,X,O,X,X,X
OISJZTL,X,O,X,O,X,X,X
OISJZLT,X,O,X,O,X,X,X
OISZTLJ,X,O,X,O,O,X,X
OISZTJL,X,X,X,O,O,X,X
OISZLTJ,X,O,X,O,O,X,X
OISZLJT,X,X,X,O,X,X,X
OISZJTL,X,X,X,O,X,X,X
OISZJLT,X,X,X,O,X,X,X
OIZTLJS,X,X,O,O,O,O,X
OIZTLSJ,X,O,X,O,O,X,X
OIZTJLS,X,X,O,O,O,X,X
OIZTJSL,X,X,O,O,O,X,X
OIZTSLJ,X,O,X,O,O,X,X
OIZTSJL,X,X,X,O,O,X,X
OIZLTJS,X,X,O,O,O,O,X
OIZLTSJ,X,O,X,O,O,X,X
OIZLJTS,X,X,O,O,X,X,X
OIZLJST,X,X,O,O,X,X,X
OIZLSTJ,X,O,X,O,O,X,X
OIZLSJT,X,X,X,O,X,X,X
OIZJTLS,X,X,O,O,X,X,X
OIZJTSL,X,X,O,O,X,X,X
OIZJLTS,X,X,O,O,X,X,X
OIZJLST,X,X,O,O,X,X,X
OIZJSTL,X,X,O,O,X,X,X
OIZJSLT,X,X,O,O,X,X,X
OIZSTLJ,X,O,X,O,O,X,X
OIZSTJL,X,X,X,O,O,X,X
OIZSLTJ,X,O,X,O,O,X,X
OIZSLJT,X,X,X,O,X,X,X
OIZSJTL,X,X,X,O,X,X,X
OIZSJLT,X,X,X,O,X,X,X
OLTIJSZ,X,O,O,X,O,O,X
OLTIJZS,X,O,O,X,O,O,X
OLTISJZ,X,O,X,X,O,O,X
OLTISZJ,X,O,X,X,O,X,X
OLTIZJS,X,X,O,X,O,O,X
OLTIZSJ,X,O,X,X,O,X,X
OLTJISZ,X,O,O,X,X,O,O
OLTJIZS,X,O,O,X,X,O,X
OLTJSIZ,X,O,O,X,X,O,O
OLTJSZI,X,O,O,X,X,X,X
OLTJZIS,X,O,O,X,X,O,X
OLTJZSI,X,O,O,X,X,X,X
OLTSIJZ,X,O,X,X,O,O,O
OLTSIZJ,X,O,X,X,O,X,X
OLTSJIZ,X,O,O,X,X,O,O
OLTSJZI,X,O,O,X,X,X,X
OLTSZIJ,X,O,X,O,X,X,X
OLTSZJI,X,O,O,X,X,X,X
OLTZIJS,X,X,O,O,X,O,X
OLTZISJ,X,O,X,O,X,X,X
OLTZJIS,X,O,O,X,X,O,X
OLTZJSI,X,O,O,X,X,X,X
OLTZSIJ,X,O,X,O,X,X,X
OLTZSJI,X,O,O,X,X,X,X
OLITJSZ,X,O,O,X,O,O,X
OLITJZS,X,O,O,X,O,O,X
OLITSJZ,X,O,X,X,O,O,X
OLITSZJ,X,O,X,X,O,X,X
OLITZJS,X,X,O,X,O,O,X
OLITZSJ,X,O,X,X,O,X,X
OLIJTSZ,X,O,O,X,O,O,X
OLIJTZS,X,O,O,X,O,O,X
OLIJSTZ,X,O,O,X,O,O,X
OLIJSZT,X,O,O,O,X,X,X
OLIJZTS,X,O,O,O,X,O,X
OLIJZST,X,O,O,O,X,X,X
OLISTJZ,X,O,X,X,O,O,X
OLISTZJ,X,O,X,X,O,X,X
OLISJTZ,X,O,X,X,O,X,X
OLISJZT,X,O,X,O,X,X,X
OLISZTJ,X,O,X,O,O,X,X
OLISZJT,X,X,X,O,X,X,X
OLIZTJS,X,X,O,O,O,O,X
OLIZTSJ,X,O,X,O,O,X,X
OLIZJTS,X,X,O,O,X,X,X
OLIZJST,X,X,O,O,X,X,X
OLIZSTJ,X,O,X,O,O,X,X
OLIZSJT,X,X,X,O,X,X,X
OLJTISZ,X,O,O,X,X,O,O
OLJTIZS,X,O,O,X,X,O,X
OLJTSIZ,X,O,O,X,X,O,O
OLJTSZI,X,O,O,X,X,X,X
OLJTZIS,X,O,O,X,X,O,X
OLJTZSI,X,O,O,X,X,X,X
OLJITSZ,X,O,O,X,O,O,O
OLJITZS,X,O,O,X,O,O,X
OLJISTZ,X,O,O,X,O,O,O
OLJISZT,X,O,O,X,X,X,X
OLJIZTS,X,O,O,X,X,O,X
OLJIZST,X,O,O,X,X,X,X
OLJSTIZ,X,O,O,X,X,O,O
OLJSTZI,X,O,O,X,X,X,X
OLJSITZ,X,O,O,X,O,O,O
OLJSIZT,X,O,O,X,X,X,X
OLJSZTI,O,O,O,X,X,X,X
OLJSZIT,O,O,O,O,X,X,X
OLJZTIS,O,O,O,X,X,O,X
OLJZTSI,O,O,O,X,X,X,X
OLJZITS,X,O,O,O,X,O,X
OLJZIST,O,O,O,O,X,X,X
OLJZSTI,O,O,O,X,X,X,X
OLJZSIT,O,O,O,O,X,X,X
OLSTIJZ,X,O,X,X,O,O,O
OLSTIZJ,X,O,X,X,O,X,X
OLSTJIZ,X,O,O,X,X,O,O
OLSTJZI,X,O,O,X,X,X,X
OLSTZIJ,X,O,X,O,X,X,X
OLSTZJI,X,O,O,X,X,X,X
OLSITJZ,X,O,X,X,O,O,O
OLSITZJ,X,O,X,X,O,X,X
OLSIJTZ,X,O,X,X,O,X,X
OLSIJZT,X,O,X,O,X,X,X
OLSIZTJ,X,O,X,O,O,X,X
OLSIZJT,X,X,X,O,X,X,X
OLSJTIZ,X,O,O,X,X,O,O
OLSJTZI,X,O,O,X,X,X,X
OLSJITZ,X,O,O,X,O,O,O
OLSJIZT,X,O,O,X,X,X,X
OLSJZTI,O,O,O,X,X,X,X
OLSJZIT,O,O,O,O,X,X,X
OLSZTIJ,X,O,X,O,X,X,X
OLSZTJI,X,O,O,X,X,X,X
OLSZITJ,X,O,X,O,O,X,X
OLSZIJT,O,X,X,O,X,X,X
OLSZJTI,O,O,O,X,X,X,X
OLSZJIT,O,O,O,O,X,X,X
OLZTIJS,X,X,O,O,X,O,X
OLZTISJ,X,O,X,O,X,X,X
OLZTJIS,O,O,O,X,X,O,X
OLZTJSI,O,O,O,X,X,X,X
OLZTSIJ,X,O,X,O,X,X,X
OLZTSJI,X,O,O,X,X,X,X
OLZITJS,X,X,O,O,O,O,X
OLZITSJ,X,O,X,O,O,X,X
OLZIJTS,X,X,O,O,X,X,X
OLZIJST,X,X,O,O,X,X,X
OLZISTJ,X,O,X,O,O,X,X
OLZISJT,X,X,X,O,X,X,X
OLZJTIS,O,O,O,X,X,O,X
OLZJTSI,O,O,O,X,X,X,X
OLZJITS,X,O,O,O,X,O,X
OLZJIST,O,O,O,O,X,X,X
OLZJSTI,O,O,O,X,X,X,X
OLZJSIT,O,O,O,O,X,X,X
OLZSTIJ,X,O,X,O,X,X,X
OLZSTJI,X,O,O,X,X,X,X
OLZSITJ,X,O,X,O,O,X,X
OLZSIJT,O,X,X,O,X,X,X
OLZSJTI,O,O,O,X,X,X,X
OLZSJIT,O,O,O,O,X,X,X
OJTILSZ,X,O,O,X,X,O,O
OJTILZS,X,O,O,X,X,O,X
OJTISLZ,X,O,O,X,X,O,O
OJTISZL,O,O,O,X,X,X,X
OJTIZLS,O,O,O,X,X,O,X
OJTIZSL,O,O,O,X,X,X,X
OJTLISZ,X,O,O,X,X,O,O
OJTLIZS,X,O,O,X,X,O,X
OJTLSIZ,X,O,O,X,X,O,O
OJTLSZI,X,O,O,X,X,X,X
OJTLZIS,X,O,O,X,X,O,X
OJTLZSI,X,O,O,X,X,X,X
OJTSILZ,X,O,O,X,X,O,O
OJTSIZL,O,O,O,X,X,X,X
OJTSLIZ,X,O,O,X,X,O,O
OJTSLZI,X,O,O,X,X,X,X
OJTSZIL,O,O,O,X,X,X,X
OJTSZLI,O,O,O,X,X,X,X
OJTZILS,O,O,O,X,X,O,X
OJTZISL,O,O,O,X,X,X,X
OJTZLIS,O,O,O,X,X,O,X
OJTZLSI,O,O,O,X,X,X,X
OJTZSIL,O,O,O,X,X,X,X
OJTZSLI,O,O,O,X,X,X,X
OJITLSZ,X,O,O,X,O,O,O
OJITLZS,X,O,O,X,O,O,X
OJITSLZ,X,O,O,X,O,O,O
OJITSZL,O,O,O,O,O,X,X
OJITZLS,O,O,O,O,O,O,X
OJITZSL,O,O,O,O,O,X,X
OJILTSZ,X,O,O,X,O,O,O
OJILTZS,X,O,O,X,O,O,X
OJILSTZ,X,O,O,X,O,O,O
OJILSZT,X,O,O,O,X,X,X
OJILZTS,X,O,O,O,X,O,X
OJILZST,X,O,O,O,X,X,X
OJISTLZ,X,O,O,X,O,O,O
OJISTZL,O,O,O,O,O,X,X
OJISLTZ,X,O,O,X,O,O,O
OJISLZT,X,O,O,O,X,X,X
OJISZTL,X,O,O,O,X,X,X
OJISZLT,O,O,O,O,X,X,X
OJIZTLS,X,O,O,O,X,O,X
OJIZTSL,X,O,O,O,X,X,X
OJIZLTS,X,O,O,O,X,O,X
OJIZLST,O,O,O,O,X,X,X
OJIZSTL,X,O,O,O,X,X,X
OJIZSLT,O,O,O,O,X,X,X
OJLTISZ,X,O,O,X,X,O,O
OJLTIZS,X,O,O,X,X,O,X
OJLTSIZ,X,O,O,X,X,O,O
OJLTSZI,X,O,O,X,X,X,X
OJLTZIS,X,O,O,X,X,O,X
OJLTZSI,X,O,O,X,X,X,X
OJLITSZ,X,O,O,X,O,O,O
OJLITZS,X,O,O,X,O,O,X
OJLISTZ,X,O,O,X,O,O,O
OJLISZT,X,O,O,X,X,X,X
OJLIZTS,X,O,O,X,X,O,X
OJLIZST,X,O,O,X,X,X,X
OJLSTIZ,X,O,O,X,X,O,O
OJLSTZI,X,O,O,X,X,X,X
OJLSITZ,X,O,O,X,O,O,O
OJLSIZT,X,O,O,X,X,X,X
OJLSZTI,O,O,O,X,X,X,X
OJLSZIT,O,O,O,O,X,X,X
OJLZTIS,O,O,O,X,X,O,X
OJLZTSI,O,O,O,X,X,X,X
OJLZITS,X,O,O,O,X,O,X
OJLZIST,O,O,O,O,X,X,X
OJLZSTI,O,O,O,X,X,X,X
OJLZSIT,O,O,O,O,X,X,X
OJSTILZ,X,O,O,X,X,O,O
OJSTIZL,O,O,O,X,X,X,X
OJSTLIZ,X,O,O,X,X,O,O
OJSTLZI,X,O,O,X,X,X,X
OJSTZIL,O,O,O,X,X,X,X
OJSTZLI,O,O,O,X,X,X,X
OJSITLZ,X,O,O,X,O,O,O
OJSITZL,O,O,O,O,O,X,X
OJSILTZ,X,O,O,X,O,O,O
OJSILZT,X,O,O,O,X,X,X
OJSIZTL,X,O,O,O,X,X,X
OJSIZLT,O,O,O,O,X,X,X
OJSLTIZ,X,O,O,X,X,O,O
OJSLTZI,X,O,O,X,X,X,X
OJSLITZ,X,O,O,X,O,O,O
OJSLIZT,X,O,O,X,X,X,X
OJSLZTI,O,O,O,X,X,X,X
OJSLZIT,O,O,O,O,X,X,X
OJSZTIL,O,O,O,X,X,X,X
OJSZTLI,O,O,O,X,X,X,X
OJSZITL,X,O,O,O,X,X,X
OJSZILT,O,O,O,O,X,X,X
OJSZLTI,O,O,O,X,X,X,X
OJSZLIT,O,O,O,O,X,X,X
OJZTILS,O,O,O,X,X,O,X
OJZTISL,O,O,O,X,X,X,X
OJZTLIS,O,O,O,X,X,O,X
OJZTLSI,O,O,O,X,X,X,X
OJZTSIL,O,O,O,X,X,X,X
OJZTSLI,O,O,O,X,X,X,X
OJZITLS,X,O,O,O,X,O,X
OJZITSL,X,O,O,O,X,X,X
OJZILTS,X,O,O,O,X,O,X
OJZILST,O,O,O,O,X,X,X
OJZISTL,X,O,O,O,X,X,X
OJZISLT,O,O,O,O,X,X,X
OJZLTIS,O,O,O,X,X,O,X
OJZLTSI,O,O,O,X,X,X,X
OJZLITS,X,O,O,O,X,O,X
OJZLIST,O,O,O,O,X,X,X
OJZLSTI,O,O,O,X,X,X,X
OJZLSIT,O,O,O,O,X,X,X
OJZSTIL,O,O,O,X,X,X,X
OJZSTLI,O,O,O,X,X,X,X
OJZSITL,X,O,O,O,X,X,X
OJZSILT,O,O,O,O,X,X,X
OJZSLTI,O,O,O,X,X,X,X
OJZSLIT,O,O,O,O,X,X,X
OSTILJZ,X,O,X,X,O,O,O
OSTILZJ,X,O,X,X,O,X,X
OSTIJLZ,X,O,X,X,O,X,X
OSTIJZL,X,O,X,O,O,X,X
OSTIZLJ,X,O,X,O,O,X,X
OSTIZJL,X,X,X,O,O,X,X
OSTLIJZ,X,O,X,X,O,O,O
OSTLIZJ,X,O,X,X,O,X,X
OSTLJIZ,X,O,O,X,X,O,O
OSTLJZI,X,O,O,X,X,X,X
OSTLZIJ,X,O,X,O,X,X,X
OSTLZJI,X,O,O,X,X,X,X
OSTJILZ,X,O,O,X,X,O,O
OSTJIZL,X,O,O,X,X,X,X
OSTJLIZ,X,O,O,X,X,O,O
OSTJLZI,X,O,O,X,X,X,X
OSTJZIL,X,O,O,X,X,X,X
OSTJZLI,X,O,O,X,X,X,X
OSTZILJ,X,O,X,O,X,X,X
OSTZIJL,X,X,X,O,X,X,X
OSTZLIJ,X,O,X,O,X,X,X
OSTZLJI,X,O,O,X,X,X,X
OSTZJIL,X,O,O,X,X,X,X
OSTZJLI,X,O,O,X,X,X,X
OSITLJZ,X,O,X,X,O,O,O
OSITLZJ,X,O,X,X,O,X,X
OSITJLZ,X,O,X,X,O,X,X
OSITJZL,X,O,X,O,O,X,X
OSITZLJ,X,O,X,O,O,X,X
OSITZJL,X,X,X,O,O,X,X
OSILTJZ,X,O,X,X,O,O,O
OSILTZJ,X,O,X,X,O,X,X
OSILJTZ,X,O,X,X,O,X,X
OSILJZT,X,O,X,O,X,X,X
OSILZTJ,X,O,X,O,O,X,X
OSILZJT,X,X,X,O,X,X,X
OSIJTLZ,X,O,X,X,O,X,X
OSIJTZL,O,O,X,O,O,X,X
OSIJLTZ,X,O,X,X,O,X,X
OSIJLZT,X,O,X,O,X,X,X
OSIJZTL,X,O,X,O,X,X,X
OSIJZLT,O,O,X,O,X,X,X
OSIZTLJ,X,O,X,O,O,X,X
OSIZTJL,X,X,X,O,O,X,X
OSIZLTJ,X,O,X,O,O,X,X
OSIZLJT,O,X,X,O,X,X,X
OSIZJTL,X,X,X,O,X,X,X
OSIZJLT,X,X,X,O,X,X,X
OSLTIJZ,X,O,X,X,O,O,O
OSLTIZJ,X,O,X,X,O,X,X
OSLTJIZ,X,O,O,X,X,O,O
OSLTJZI,X,O,O,X,X,X,X
OSLTZIJ,X,O,X,O,X,X,X
OSLTZJI,X,O,O,X,X,X,X
OSLITJZ,X,O,X,X,O,O,O
OSLITZJ,X,O,X,X,O,X,X
OSLIJTZ,X,O,X,X,O,X,X
OSLIJZT,X,O,X,O,X,X,X
OSLIZTJ,X,O,X,O,O,X,X
OSLIZJT,X,X,X,O,X,X,X
OSLJTIZ,X,O,O,X,X,O,O
OSLJTZI,X,O,O,X,X,X,X
OSLJITZ,X,O,O,X,O,O,O
OSLJIZT,X,O,O,X,X,X,X
OSLJZTI,O,O,O,X,X,X,X
OSLJZIT,O,O,O,O,X,X,X
OSLZTIJ,X,O,X,O,X,X,X
OSLZTJI,X,O,O,X,X,X,X
OSLZITJ,X,O,X,O,O,X,X
OSLZIJT,O,X,X,O,X,X,X
OSLZJTI,O,O,O,X,X,X,X
OSLZJIT,O,O,O,O,X,X,X
OSJTILZ,X,O,O,X,X,O,O
OSJTIZL,O,O,O,X,X,X,X
OSJTLIZ,X,O,O,X,X,O,O
OSJTLZI,X,O,O,X,X,X,X
OSJTZIL,O,O,O,X,X,X,X
OSJTZLI,O,O,O,X,X,X,X
OSJITLZ,X,O,O,X,O,O,O
OSJITZL,O,O,O,O,O,X,X
OSJILTZ,X,O,O,X,O,O,O
OSJILZT,X,O,O,O,X,X,X
OSJIZTL,X,O,O,O,X,X,X
OSJIZLT,O,O,O,O,X,X,X
OSJLTIZ,X,O,O,X,X,O,O
OSJLTZI,X,O,O,X,X,X,X
OSJLITZ,X,O,O,X,O,O,O
OSJLIZT,X,O,O,X,X,X,X
OSJLZTI,O,O,O,X,X,X,X
OSJLZIT,O,O,O,O,X,X,X
OSJZTIL,O,O,O,X,X,X,X
OSJZTLI,O,O,O,X,X,X,X
OSJZITL,X,O,O,O,X,X,X
OSJZILT,O,O,O,O,X,X,X
OSJZLTI,O,O,O,X,X,X,X
OSJZLIT,O,O,O,O,X,X,X
OSZTILJ,X,O,X,O,X,X,X
OSZTIJL,X,X,X,O,X,X,X
OSZTLIJ,X,O,X,O,X,X,X
OSZTLJI,X,O,O,X,X,X,X
OSZTJIL,X,O,O,X,X,X,X
OSZTJLI,X,O,O,X,X,X,X
OSZITLJ,X,O,X,O,O,X,X
OSZITJL,X,X,X,O,O,X,X
OSZILTJ,X,O,X,O,O,X,X
OSZILJT,O,X,X,O,X,X,X
OSZIJTL,X,X,X,O,X,X,X
OSZIJLT,X,X,X,O,X,X,X
OSZLTIJ,X,O,X,O,X,X,X
OSZLTJI,X,O,O,X,X,X,X
OSZLITJ,X,O,X,O,O,X,X
OSZLIJT,O,X,X,O,X,X,X
OSZLJTI,O,O,O,X,X,X,X
OSZLJIT,O,O,O,O,X,X,X
OSZJTIL,O,O,O,X,X,X,X
OSZJTLI,O,O,O,X,X,X,X
