sequence,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFOgBfiB?xdBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeO/IvhFXbBRdB?SjBUiBzkBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFfiB6iB?TeBmfB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBGeB?ykB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFGdBTeB?/kBalBUiBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeOAJvhFfiBxdB?TfBCjB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFzcBSjB?mfB3iB0kBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8JeT6IvhFGeBykB?RiBUiBXlBFsB,v115@3gA8HeB8HeC8BeC8BeB8CeH8AeC8Jex6IvhFSjBTfB?elBUiBfsBlsB
SOZJLIT,O,O,O,O,O,O,O,X,X
ZTILJSO,O,O,X,X,X,X,O,X,X
ZTILJOS,O,O,X,X,O,X,O,O,X
ZTILSJO,O,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,O,X,X,X,X,X,X
ZTILOJS,O,O,X,X,O,X,O,O,X
ZTILOSJ,O,O,O,X,X,X,X,X,X
ZTIJLSO,O,O,O,X,X,X,O,X,X
ZTIJLOS,O,O,O,X,O,X,O,O,X
ZTIJSLO,O,O,O,X,O,X,O,X,X
ZTIJSOL,O,O,O,O,O,X,O,X,X
ZTIJOLS,O,O,O,O,O,X,O,X,X
ZTIJOSL,O,O,O,O,O,X,O,X,X
ZTISLJO,O,O,O,X,O,X,X,X,X
ZTISLOJ,O,O,O,X,O,X,X,X,X
ZTISJLO,O,O,O,X,O,X,X,X,X
ZTISJOL,O,O,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,X,O,X,X,X,X
ZTISOJL,O,O,O,O,O,X,X,X,X
ZTIOLJS,O,O,X,X,O,X,O,X,X
ZTIOLSJ,O,O,O,X,X,X,X,X,X
ZTIOJLS,O,O,O,O,O,X,O,X,X
ZTIOJSL,O,O,O,O,O,X,O,X,X
ZTIOSLJ,O,O,O,X,O,X,X,X,X
ZTIOSJL,O,O,O,X,O,X,X,X,X
ZTLIJSO,O,O,X,O,X,X,O,X,X
ZTLIJOS,O,O,X,O,O,X,O,O,X
ZTLISJO,O,O,O,O,X,X,X,X,X
ZTLISOJ,O,O,O,O,X,X,X,X,X
ZTLIOJS,O,O,X,O,O,X,O,O,X
ZTLIOSJ,O,O,O,X,X,X,X,X,X
ZTLJISO,O,O,O,O,X,X,O,X,X
ZTLJIOS,O,O,O,O,O,X,O,O,X
ZTLJSIO,O,O,O,O,O,O,O,X,X
ZTLJSOI,O,O,O,O,O,O,O,X,X
ZTLJOIS,O,O,O,O,O,X,O,O,O
ZTLJOSI,O,O,O,X,O,O,O,X,O
ZTLSIJO,O,O,O,O,O,O,X,X,X
ZTLSIOJ,O,O,O,O,O,O,X,X,X
ZTLSJIO,O,O,O,O,O,O,O,X,X
ZTLSJOI,O,O,O,O,O,O,O,X,X
ZTLSOIJ,O,O,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,O,O,O,X,X
ZTLOIJS,O,O,X,O,O,X,O,O,X
ZTLOISJ,O,O,O,X,X,X,X,X,X
ZTLOJIS,O,O,O,O,O,X,O,O,X
ZTLOJSI,O,O,O,X,O,O,O,X,X
ZTLOSIJ,O,O,O,X,O,O,X,X,X
ZTLOSJI,O,O,O,X,O,O,O,X,X
ZTJILSO,O,O,O,X,X,X,O,X,X
ZTJILOS,O,O,O,X,O,X,O,O,X
ZTJISLO,O,O,O,X,O,X,O,X,X
ZTJISOL,O,O,O,O,O,X,O,X,X
ZTJIOLS,O,O,O,O,O,X,O,X,X
ZTJIOSL,O,O,O,O,O,X,O,X,X
ZTJLISO,O,O,O,O,X,X,O,X,X
ZTJLIOS,O,O,O,O,O,X,O,O,X
ZTJLSIO,O,O,O,O,O,O,O,X,X
ZTJLSOI,O,O,O,O,O,O,O,X,X
ZTJLOIS,O,O,O,O,O,X,O,O,O
ZTJLOSI,O,O,O,X,O,O,O,X,O
ZTJSILO,O,O,O,X,O,X,O,X,X
ZTJSIOL,O,O,O,O,O,X,O,X,X
ZTJSLIO,O,O,O,O,O,O,O,X,X
ZTJSLOI,O,O,O,O,O,O,O,X,X
ZTJSOIL,O,O,O,O,O,X,O,X,X
ZTJSOLI,O,O,O,O,O,O,O,X,X
ZTJOILS,O,O,O,O,O,X,O,X,O
ZTJOISL,O,O,O,O,O,X,O,X,X
ZTJOLIS,O,O,O,O,O,X,O,X,O
ZTJOLSI,O,O,O,X,O,O,O,X,O
ZTJOSIL,O,O,O,X,O,X,O,X,X
ZTJOSLI,O,O,O,X,O,O,O,X,X
ZTSILJO,O,O,O,X,O,X,X,X,X
ZTSILOJ,O,O,O,X,O,X,X,X,X
ZTSIJLO,O,O,O,X,O,X,X,X,X
ZTSIJOL,O,O,O,O,O,X,X,X,X
ZTSIOLJ,O,O,O,X,O,X,X,X,X
ZTSIOJL,O,O,O,O,O,X,X,X,X
ZTSLIJO,O,O,O,O,O,O,X,X,X
ZTSLIOJ,O,O,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,O,O,O,X,X
ZTSLJOI,O,O,O,O,O,O,O,X,X
ZTSLOIJ,O,O,O,O,O,O,X,X,X
ZTSLOJI,O,O,O,O,O,O,O,X,X
ZTSJILO,O,O,O,X,O,X,O,X,X
ZTSJIOL,O,O,O,O,O,X,O,X,X
ZTSJLIO,O,O,O,O,O,O,O,X,X
ZTSJLOI,O,O,O,O,O,O,O,X,X
ZTSJOIL,O,O,O,O,O,X,O,X,X
ZTSJOLI,O,O,O,O,O,O,O,X,X
ZTSOILJ,O,O,O,X,O,X,X,X,X
ZTSOIJL,O,O,O,O,O,X,X,X,X
ZTSOLIJ,O,O,O,O,O,O,X,X,X
ZTSOLJI,O,O,O,O,O,O,O,X,X
ZTSOJIL,O,O,O,O,O,X,O,X,X
ZTSOJLI,O,O,O,O,O,O,O,X,X
ZTOILJS,O,O,X,X,O,X,O,X,X
ZTOILSJ,O,O,O,X,X,X,X,X,X
ZTOIJLS,O,O,O,O,O,X,O,X,X
ZTOIJSL,O,O,O,O,O,X,O,X,X
ZTOISLJ,O,O,O,X,O,X,X,X,X
ZTOISJL,O,O,O,X,O,X,X,X,X
ZTOLIJS,O,O,X,O,O,X,O,X,X
ZTOLISJ,O,O,O,X,X,X,X,X,X
ZTOLJIS,O,O,O,O,O,X,O,X,X
ZTOLJSI,O,O,O,X,O,O,O,X,X
ZTOLSIJ,O,O,O,X,O,O,X,X,X
ZTOLSJI,O,O,O,X,O,O,O,X,X
ZTOJILS,O,O,O,O,O,X,O,X,X
ZTOJISL,O,O,O,O,O,X,O,X,X
ZTOJLIS,O,O,O,O,O,X,O,X,X
ZTOJLSI,O,O,O,X,O,O,O,X,X
ZTOJSIL,O,O,O,X,O,X,O,X,X
ZTOJSLI,O,O,O,X,O,O,O,X,X
ZTOSILJ,O,O,O,X,O,X,X,X,X
ZTOSIJL,O,O,O,X,O,X,X,X,X
ZTOSLIJ,O,O,O,X,O,O,X,X,X
ZTOSLJI,O,O,O,X,O,O,O,X,X
ZTOSJIL,O,O,O,X,O,X,O,X,X
ZTOSJLI,O,O,O,X,O,O,O,X,X
ZITLJSO,O,O,X,X,X,X,O,X,X
ZITLJOS,O,X,X,X,O,X,O,X,X
ZITLSJO,O,O,O,X,X,X,X,X,X
ZITLSOJ,O,X,O,X,X,X,X,X,X
ZITLOJS,O,O,X,X,O,X,O,X,X
ZITLOSJ,O,O,O,X,X,X,X,X,X
ZITJLSO,O,O,O,X,X,X,O,X,X
ZITJLOS,O,X,O,X,O,X,O,X,X
ZITJSLO,O,O,O,X,X,X,O,X,X
ZITJSOL,O,X,O,O,O,X,O,X,X
ZITJOLS,O,X,O,O,O,X,O,X,X
ZITJOSL,O,X,O,O,O,X,O,X,X
ZITSLJO,O,O,O,X,X,X,X,X,X
ZITSLOJ,O,X,O,X,X,X,X,X,X
ZITSJLO,O,O,O,X,X,X,X,X,X
ZITSJOL,O,X,O,O,O,X,X,X,X
ZITSOLJ,O,X,O,X,X,X,X,X,X
ZITSOJL,O,X,O,O,O,X,X,X,X
ZITOLJS,O,O,X,X,O,X,O,X,X
ZITOLSJ,O,O,O,X,X,X,X,X,X
ZITOJLS,O,O,O,O,O,X,O,X,X
ZITOJSL,O,O,O,O,O,X,O,X,X
ZITOSLJ,O,O,O,X,X,X,X,X,X
ZITOSJL,O,O,O,X,O,X,X,X,X
ZILTJSO,X,O,X,X,X,X,X,X,X
ZILTJOS,X,X,X,X,X,X,X,X,X
ZILTSJO,X,O,O,X,X,X,X,X,X
ZILTSOJ,X,X,O,X,X,X,X,X,X
ZILTOJS,X,O,X,X,X,X,X,X,X
ZILTOSJ,X,O,O,X,X,X,X,X,X
ZILJTSO,X,O,X,X,X,X,X,X,X
ZILJTOS,X,X,X,X,X,X,O,X,X
ZILJSTO,O,O,X,X,X,X,X,X,X
ZILJSOT,O,O,X,X,X,X,O,X,X
ZILJOTS,X,O,X,X,X,X,O,O,O
ZILJOST,O,O,X,X,O,X,O,O,O
ZILSTJO,O,O,X,X,X,X,X,X,X
ZILSTOJ,O,X,O,X,X,X,X,X,X
ZILSJTO,O,O,X,X,X,X,X,X,X
ZILSJOT,O,O,O,X,X,X,X,X,X
ZILSOTJ,O,O,O,X,X,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X,X
ZILOTJS,X,O,X,X,X,X,X,X,X
ZILOTSJ,X,O,O,X,X,X,X,X,X
ZILOJTS,X,O,X,X,X,X,O,O,X
ZILOJST,O,O,X,X,O,X,O,O,X
ZILOSTJ,O,O,O,X,X,X,X,X,X
ZILOSJT,O,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,X,X,O,X,X
ZIJTLOS,O,X,O,X,X,X,O,X,X
ZIJTSLO,O,O,O,X,X,X,O,X,X
ZIJTSOL,O,X,O,O,X,X,O,X,X
ZIJTOLS,O,X,O,O,X,X,O,X,X
ZIJTOSL,O,X,O,O,O,X,O,X,X
ZIJLTSO,X,O,O,X,X,X,O,X,X
ZIJLTOS,X,X,O,X,X,X,O,X,X
ZIJLSTO,O,O,O,X,X,X,X,X,X
ZIJLSOT,O,O,O,X,X,X,O,X,X
ZIJLOTS,X,O,O,X,X,X,O,O,O
ZIJLOST,O,O,O,X,O,X,O,O,O
ZIJSTLO,X,O,O,X,X,X,O,X,X
ZIJSTOL,O,X,O,X,O,X,O,X,X
ZIJSLTO,O,O,O,X,O,X,X,X,X
ZIJSLOT,O,O,O,X,O,X,O,X,X
ZIJSOTL,O,X,O,X,O,X,X,X,X
ZIJSOLT,O,O,O,O,O,X,O,X,X
ZIJOTLS,O,O,O,X,X,X,O,X,O
ZIJOTSL,O,O,O,X,O,X,O,X,X
ZIJOLTS,X,O,O,X,X,X,O,X,O
ZIJOLST,O,O,O,O,O,X,O,X,O
ZIJOSTL,O,O,O,X,O,X,X,X,X
ZIJOSLT,O,O,O,O,O,X,O,X,O
ZISTLJO,X,O,O,X,X,X,X,X,X
ZISTLOJ,X,X,O,X,X,X,X,X,X
ZISTJLO,X,O,O,X,X,X,X,X,X
ZISTJOL,O,X,O,X,O,X,X,X,X
ZISTOLJ,X,X,O,X,X,X,X,X,X
ZISTOJL,O,X,O,X,O,X,X,X,X
ZISLTJO,O,O,X,X,O,X,X,X,X
ZISLTOJ,O,X,O,X,O,X,X,X,X
ZISLJTO,O,O,O,X,O,X,X,X,X
ZISLJOT,O,O,O,X,O,X,X,X,X
ZISLOTJ,O,O,O,X,O,X,X,X,X
ZISLOJT,O,O,O,X,O,X,X,X,X
ZISJTLO,X,O,O,X,X,X,X,X,X
ZISJTOL,O,X,O,X,O,X,X,X,X
ZISJLTO,O,O,O,X,O,X,X,X,X
ZISJLOT,O,O,O,X,O,X,X,X,X
ZISJOTL,O,X,O,X,O,X,X,X,X
ZISJOLT,O,O,O,O,O,X,X,X,X
ZISOTLJ,X,O,O,X,X,X,X,X,X
ZISOTJL,O,O,O,X,O,X,X,X,X
ZISOLTJ,O,O,O,X,O,X,X,X,X
ZISOLJT,O,O,O,X,O,X,X,X,X
ZISOJTL,O,O,O,X,O,X,X,X,X
ZISOJLT,O,O,O,O,O,X,X,X,X
ZIOTLJS,O,O,X,X,O,X,X,X,X
ZIOTLSJ,O,O,O,X,X,X,X,X,X
ZIOTJLS,O,O,O,X,O,X,X,X,X
ZIOTJSL,O,O,O,X,O,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X,X,X,X
ZIOTSJL,O,O,O,X,O,X,X,X,X
ZIOLTJS,X,O,X,X,X,X,X,X,X
ZIOLTSJ,X,O,O,X,X,X,X,X,X
ZIOLJTS,X,O,X,X,X,X,O,X,X
ZIOLJST,O,O,X,X,O,X,O,X,X
ZIOLSTJ,O,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,O,X,X,X,X,X,X
ZIOJTLS,O,O,O,X,X,X,O,X,X
ZIOJTSL,O,O,O,X,O,X,X,X,X
ZIOJLTS,X,O,O,X,X,X,O,X,X
ZIOJLST,O,O,O,O,O,X,O,X,X
ZIOJSTL,O,O,O,X,O,X,X,X,X
ZIOJSLT,O,O,O,O,O,X,O,X,X
ZIOSTLJ,X,O,O,X,X,X,X,X,X
ZIOSTJL,O,O,O,X,O,X,X,X,X
ZIOSLTJ,O,O,O,X,O,X,X,X,X
ZIOSLJT,O,O,O,X,O,X,X,X,X
ZIOSJTL,O,O,O,X,O,X,X,X,X
ZIOSJLT,O,O,O,X,O,X,X,X,X
ZLTIJSO,O,O,X,O,X,X,O,X,X
ZLTIJOS,O,X,X,O,X,X,O,O,X
ZLTISJO,O,O,O,O,X,X,X,X,X
ZLTISOJ,O,X,O,O,X,X,X,X,X
ZLTIOJS,O,O,X,O,X,X,O,O,X
ZLTIOSJ,O,O,O,X,X,X,X,X,X
ZLTJISO,O,O,O,O,X,X,O,X,X
ZLTJIOS,O,X,O,O,X,X,O,O,X
ZLTJSIO,O,O,O,O,X,X,O,X,X
ZLTJSOI,O,X,O,O,X,X,O,X,X
ZLTJOIS,O,X,O,O,X,X,O,O,O
ZLTJOSI,O,X,O,X,X,X,O,X,O
ZLTSIJO,O,O,O,O,X,X,X,X,X
ZLTSIOJ,O,X,O,O,X,X,X,X,X
ZLTSJIO,O,O,O,O,X,X,O,X,X
ZLTSJOI,O,X,O,O,X,X,O,X,X
ZLTSOIJ,O,X,O,O,X,X,X,X,X
ZLTSOJI,O,X,O,O,X,X,O,X,X
ZLTOIJS,O,O,X,O,X,X,O,O,X
ZLTOISJ,O,O,O,X,X,X,X,X,X
ZLTOJIS,O,O,O,O,X,X,O,O,X
ZLTOJSI,O,O,O,X,X,X,O,X,X
ZLTOSIJ,O,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,O,X,X,X,O,X,X
ZLITJSO,X,O,X,O,X,X,X,X,X
ZLITJOS,X,X,X,O,X,X,X,X,X
ZLITSJO,X,O,O,O,X,X,X,X,X
ZLITSOJ,X,X,O,O,X,X,X,X,X
ZLITOJS,X,O,X,O,X,X,X,X,X
ZLITOSJ,X,O,O,X,X,X,X,X,X
ZLIJTSO,X,O,X,O,X,X,X,X,X
ZLIJTOS,X,X,X,O,X,X,O,X,X
ZLIJSTO,O,O,X,O,X,X,X,X,X
ZLIJSOT,O,O,X,X,X,X,O,X,X
ZLIJOTS,X,O,X,X,X,X,O,O,O
ZLIJOST,O,O,X,O,O,X,O,O,O
ZLISTJO,O,O,X,O,X,X,X,X,X
ZLISTOJ,O,X,O,O,X,X,X,X,X
ZLISJTO,O,O,X,O,X,X,X,X,X
ZLISJOT,O,O,O,X,X,X,X,X,X
ZLISOTJ,O,O,O,X,X,X,X,X,X
ZLISOJT,O,O,O,X,X,X,X,X,X
ZLIOTJS,X,O,X,X,X,X,X,X,X
ZLIOTSJ,X,O,O,X,X,X,X,X,X
ZLIOJTS,X,O,X,X,X,X,O,O,X
ZLIOJST,O,O,X,O,O,X,O,O,X
ZLIOSTJ,O,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,O,X,X,X,X,X,X
ZLJTISO,O,O,O,O,X,X,O,X,X
ZLJTIOS,O,X,O,O,X,X,O,O,X
ZLJTSIO,O,O,O,O,X,X,O,X,X
ZLJTSOI,O,X,O,O,X,X,O,X,X
ZLJTOIS,O,X,O,O,X,X,O,O,O
ZLJTOSI,O,X,O,X,X,X,O,X,O
ZLJITSO,X,O,O,O,X,X,O,X,X
ZLJITOS,X,X,O,O,X,X,O,X,X
ZLJISTO,O,O,O,O,X,X,X,X,X
ZLJISOT,O,O,O,X,X,X,O,X,X
ZLJIOTS,X,O,O,X,X,X,O,O,O
ZLJIOST,O,O,O,O,O,X,O,O,O
ZLJSTIO,O,O,O,O,O,X,X,X,X
ZLJSTOI,O,X,O,O,O,X,X,X,X
ZLJSITO,O,O,O,O,O,X,X,X,X
ZLJSIOT,O,O,O,O,O,O,O,X,X
ZLJSOTI,O,X,O,O,O,O,O,X,O
ZLJSOIT,O,O,O,O,O,O,O,X,O
ZLJOTIS,O,O,O,X,X,X,O,O,O
ZLJOTSI,O,O,O,X,X,X,O,X,O
ZLJOITS,X,O,O,X,X,X,O,O,O
ZLJOIST,O,O,O,O,O,X,O,O,O
ZLJOSTI,O,O,O,X,O,O,O,X,O
ZLJOSIT,O,O,O,X,O,O,O,X,O
ZLSTIJO,O,O,X,O,O,X,X,X,X
ZLSTIOJ,O,X,O,O,O,X,X,X,X
ZLSTJIO,O,O,O,O,O,X,X,X,X
ZLSTJOI,O,X,O,O,O,X,X,X,X
ZLSTOIJ,O,X,O,O,O,X,X,X,X
ZLSTOJI,O,X,O,O,O,X,X,X,X
ZLSITJO,O,O,X,O,O,X,X,X,X
ZLSITOJ,O,X,O,O,O,X,X,X,X
ZLSIJTO,O,O,O,O,O,X,X,X,X
ZLSIJOT,O,O,O,O,O,O,X,X,X
ZLSIOTJ,O,O,O,O,O,X,X,X,X
ZLSIOJT,O,O,O,O,O,O,X,X,X
ZLSJTIO,O,O,O,O,O,X,X,X,X
ZLSJTOI,O,X,O,O,O,X,X,X,X
ZLSJITO,O,O,O,O,O,X,X,X,X
ZLSJIOT,O,O,O,O,O,O,O,X,X
ZLSJOTI,O,X,O,O,O,O,O,X,O
ZLSJOIT,O,O,O,O,O,O,O,X,O
ZLSOTIJ,O,O,O,O,O,X,X,X,X
ZLSOTJI,O,O,O,O,O,X,X,X,X
ZLSOITJ,O,O,O,O,O,X,X,X,X
ZLSOIJT,O,O,O,O,O,O,X,X,X
ZLSOJTI,O,O,O,O,O,O,O,X,X
ZLSOJIT,O,O,O,O,O,O,O,X,X
ZLOTIJS,O,O,X,X,X,X,X,O,X
ZLOTISJ,O,O,O,X,X,X,X,X,X
ZLOTJIS,O,O,O,X,X,X,O,O,X
ZLOTJSI,O,O,O,X,X,X,O,X,X
ZLOTSIJ,O,O,O,X,X,X,X,X,X
ZLOTSJI,O,O,O,X,X,X,X,X,X
ZLOITJS,X,O,X,X,X,X,X,X,X
ZLOITSJ,X,O,O,X,X,X,X,X,X
ZLOIJTS,X,O,X,X,X,X,O,O,X
ZLOIJST,O,O,X,O,O,X,O,O,X
ZLOISTJ,O,O,O,X,X,X,X,X,X
ZLOISJT,O,O,O,X,X,X,X,X,X
ZLOJTIS,O,O,O,X,X,X,O,O,O
ZLOJTSI,O,O,O,X,X,X,O,X,O
ZLOJITS,X,O,O,X,X,X,O,O,O
ZLOJIST,O,O,O,O,O,X,O,O,O
ZLOJSTI,O,O,O,X,O,O,O,X,O
ZLOJSIT,O,O,O,X,O,O,O,X,O
ZLOSTIJ,O,O,O,X,O,X,X,X,X
ZLOSTJI,O,O,O,X,O,X,X,X,X
ZLOSITJ,O,O,O,X,O,X,X,X,X
ZLOSIJT,O,O,O,X,O,O,X,X,X
ZLOSJTI,O,O,O,X,O,O,O,X,X
ZLOSJIT,O,O,O,X,O,O,O,X,X
ZJTILSO,O,O,O,X,X,X,O,X,X
ZJTILOS,O,O,O,X,X,X,O,O,X
ZJTISLO,O,O,O,X,X,X,O,X,X
ZJTISOL,O,O,O,O,X,X,O,X,X
ZJTIOLS,O,O,O,O,X,X,O,X,X
ZJTIOSL,O,O,O,O,O,X,O,X,X
ZJTLISO,O,O,O,O,X,X,O,X,X
ZJTLIOS,O,O,O,O,X,X,O,O,X
ZJTLSIO,O,O,O,O,X,O,O,X,X
ZJTLSOI,O,O,O,O,X,O,O,X,X
ZJTLOIS,O,O,O,O,X,X,O,O,O
ZJTLOSI,O,O,O,X,X,O,O,X,O
ZJTSILO,O,O,O,X,X,X,O,X,X
ZJTSIOL,O,O,O,O,O,X,O,X,X
ZJTSLIO,O,O,O,O,O,O,O,X,X
ZJTSLOI,O,O,O,O,O,O,O,X,X
ZJTSOIL,O,O,O,O,O,X,O,X,X
ZJTSOLI,O,O,O,O,O,O,O,X,X
ZJTOILS,O,O,O,O,X,X,O,X,O
ZJTOISL,O,O,O,O,O,X,O,X,X
ZJTOLIS,O,O,O,O,X,X,O,X,O
ZJTOLSI,O,O,O,X,X,O,O,X,O
ZJTOSIL,O,O,O,X,O,X,O,X,X
ZJTOSLI,O,O,O,X,O,O,O,X,X
ZJITLSO,O,O,O,X,X,X,O,X,X
ZJITLOS,O,X,O,X,X,X,O,X,X
ZJITSLO,O,O,O,X,X,X,O,X,X
ZJITSOL,O,X,O,O,X,X,O,X,X
ZJITOLS,O,X,O,O,X,X,O,X,X
ZJITOSL,O,X,O,O,O,X,O,X,X
ZJILTSO,X,O,O,X,X,X,O,X,X
ZJILTOS,X,X,O,X,X,X,O,X,X
ZJILSTO,O,O,O,X,X,X,X,X,X
ZJILSOT,O,O,O,X,X,X,O,X,X
ZJILOTS,X,O,O,X,X,X,O,O,O
ZJILOST,O,O,O,X,O,X,O,O,O
ZJISTLO,X,O,O,X,X,X,O,X,X
ZJISTOL,O,X,O,X,O,X,O,X,X
ZJISLTO,O,O,O,X,O,X,X,X,X
ZJISLOT,O,O,O,X,O,X,O,X,X
ZJISOTL,O,X,O,X,O,X,X,X,X
ZJISOLT,O,O,O,O,O,X,O,X,X
ZJIOTLS,O,O,O,X,X,X,O,X,O
ZJIOTSL,O,O,O,X,O,X,O,X,X
ZJIOLTS,X,O,O,X,X,X,O,X,O
ZJIOLST,O,O,O,O,O,X,O,X,O
ZJIOSTL,O,O,O,X,O,X,X,X,X
ZJIOSLT,O,O,O,O,O,X,O,X,O
ZJLTISO,O,O,O,O,X,X,O,X,X
ZJLTIOS,O,X,O,O,X,X,O,O,X
ZJLTSIO,O,O,O,O,X,X,O,X,X
ZJLTSOI,O,X,O,O,X,X,O,X,X
ZJLTOIS,O,X,O,O,X,X,O,O,O
ZJLTOSI,O,X,O,X,X,X,O,X,O
ZJLITSO,X,O,O,O,X,X,O,X,X
ZJLITOS,X,X,O,O,X,X,O,X,X
ZJLISTO,O,O,O,O,X,X,X,X,X
ZJLISOT,O,O,O,X,X,X,O,X,X
ZJLIOTS,X,O,O,X,X,X,O,O,O
ZJLIOST,O,O,O,O,O,X,O,O,O
ZJLSTIO,O,O,O,O,O,X,X,X,X
ZJLSTOI,O,X,O,O,O,X,X,X,X
ZJLSITO,O,O,O,O,O,X,X,X,X
ZJLSIOT,O,O,O,O,O,O,O,X,X
ZJLSOTI,O,X,O,O,O,O,O,X,O
ZJLSOIT,O,O,O,O,O,O,O,X,O
ZJLOTIS,O,O,O,X,X,X,O,O,O
ZJLOTSI,O,O,O,X,X,X,O,X,O
ZJLOITS,X,O,O,X,X,X,O,O,O
ZJLOIST,O,O,O,O,O,X,O,O,O
ZJLOSTI,O,O,O,X,O,O,O,X,O
ZJLOSIT,O,O,O,X,O,O,O,X,O
ZJSTILO,O,O,O,X,X,X,O,X,X
ZJSTIOL,O,O,O,X,O,X,O,X,X
ZJSTLIO,O,O,O,X,O,X,O,X,X
ZJSTLOI,O,O,O,X,O,X,O,X,X
ZJSTOIL,O,O,O,X,O,X,O,X,X
ZJSTOLI,O,O,O,X,O,X,O,X,X
ZJSITLO,X,O,O,X,X,X,O,X,X
ZJSITOL,O,X,O,X,O,X,O,X,X
ZJSILTO,O,O,O,X,O,X,X,X,X
ZJSILOT,O,O,O,X,O,X,O,X,X
ZJSIOTL,O,X,O,X,O,X,X,X,X
ZJSIOLT,O,O,O,O,O,X,O,X,X
ZJSLTIO,O,O,O,O,O,X,X,X,X
ZJSLTOI,O,X,O,O,O,X,X,X,X
ZJSLITO,O,O,O,O,O,X,X,X,X
ZJSLIOT,O,O,O,O,O,O,O,X,X
ZJSLOTI,O,X,O,O,O,O,O,X,O
ZJSLOIT,O,O,O,O,O,O,O,X,O
ZJSOTIL,O,X,O,X,O,X,X,X,X
ZJSOTLI,O,X,O,X,O,X,X,X,X
ZJSOITL,O,X,O,X,O,X,X,X,X
ZJSOILT,O,O,O,O,O,X,O,X,O
ZJSOLTI,O,X,O,O,O,O,O,X,O
ZJSOLIT,O,O,O,O,O,O,O,X,O
ZJOTILS,O,O,O,X,X,X,O,X,O
ZJOTISL,O,O,O,X,O,X,O,X,X
ZJOTLIS,O,O,O,X,X,X,O,X,O
ZJOTLSI,O,O,O,X,X,O,O,X,O
ZJOTSIL,O,O,O,X,O,X,O,X,X
ZJOTSLI,O,O,O,X,O,O,O,X,X
ZJOITLS,O,O,O,X,X,X,O,X,O
ZJOITSL,O,O,O,X,O,X,O,X,X
ZJOILTS,X,O,O,X,X,X,O,X,O
ZJOILST,O,O,O,O,O,X,O,X,O
ZJOISTL,O,O,O,X,O,X,X,X,X
ZJOISLT,O,O,O,O,O,X,O,X,O
ZJOLTIS,O,O,O,X,X,X,O,X,O
ZJOLTSI,O,O,O,X,X,X,O,X,O
ZJOLITS,X,O,O,X,X,X,O,X,O
ZJOLIST,O,O,O,O,O,X,O,X,O
ZJOLSTI,O,O,O,X,O,O,O,X,O
ZJOLSIT,O,O,O,X,O,O,O,X,O
ZJOSTIL,O,O,O,X,O,X,X,X,X
ZJOSTLI,O,O,O,X,O,X,X,X,X
ZJOSITL,O,O,O,X,O,X,X,X,X
ZJOSILT,O,O,O,X,O,X,O,X,O
ZJOSLTI,O,O,O,X,O,O,O,X,O
ZJOSLIT,O,O,O,X,O,O,O,X,O
ZSTILJO,O,O,O,X,O,X,X,X,X
ZSTILOJ,O,O,O,X,O,X,X,X,X
ZSTIJLO,O,O,O,X,O,X,X,X,X
ZSTIJOL,O,O,O,X,O,X,X,X,X
ZSTIOLJ,O,O,O,X,O,X,X,X,X
ZSTIOJL,O,O,O,X,O,X,X,X,X
ZSTLIJO,O,O,O,X,O,X,X,X,X
ZSTLIOJ,O,O,O,X,O,X,X,X,X
ZSTLJIO,O,O,O,X,O,X,O,X,X
ZSTLJOI,O,O,O,X,O,X,O,X,X
ZSTLOIJ,O,O,O,X,O,X,X,X,X
ZSTLOJI,O,O,O,X,O,X,O,X,X
ZSTJILO,O,O,O,X,O,X,O,X,X
ZSTJIOL,O,O,O,X,O,X,O,X,X
ZSTJLIO,O,O,O,X,O,X,O,X,X
ZSTJLOI,O,O,O,X,O,X,O,X,X
ZSTJOIL,O,O,O,X,O,X,O,X,X
ZSTJOLI,O,O,O,X,O,X,O,X,X
ZSTOILJ,O,O,O,X,O,X,X,X,X
ZSTOIJL,O,O,O,X,O,X,X,X,X
ZSTOLIJ,O,O,O,X,O,X,X,X,X
ZSTOLJI,O,O,O,X,O,X,O,X,X
