sequence,v115@6gC8IeB8GeC8AeA8CeH8AeE8Je2/IvhFRbBzcBUhB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex6IvhFOhB8hB6kBT?gB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB8hBmgB3?iBClBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbB2iB8kBF?hBfrBCsB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeaBJvhFzcBxfB3iBG?lBcrBlpB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jem7IvhFzcBxfB3iB6?kBllBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFxbByhB8kBW?mB3iBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhFFcB2iBClBx?mB/lBcrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8Jex7IvhF8hBmfBzgB3?iB6kBFrB,v115@6gC8IeB8GeC8AeA8CeH8AeE8JeT6IvhF8kBliBRmBC?mB3mBmqB
SJOTLZI,O,O,O,X,X,X,X,X,O,X
SJOTZIL,O,O,O,O,X,X,X,X,O,X
SJOTZLI,O,O,O,O,X,X,X,X,O,X
SJOITLZ,O,X,X,X,X,O,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X,X,X
SJOILTZ,O,X,X,X,X,O,X,O,X,X
SJOILZT,O,X,X,X,X,O,X,O,X,X
SJOIZTL,O,O,X,X,O,X,X,X,X,X
SJOIZLT,O,O,X,X,O,O,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X,X,X,X
SJOLTZI,O,O,O,O,X,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X,O,X,X
SJOLIZT,O,O,O,X,X,X,X,O,X,X
SJOLZTI,O,O,O,O,X,X,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X,X,X,X
SJOZTIL,O,O,O,O,O,O,X,X,O,X
SJOZTLI,O,O,O,O,O,O,X,X,O,X
SJOZITL,O,O,O,O,O,O,X,X,X,X
SJOZILT,O,O,O,O,O,O,X,X,X,X
SJOZLTI,X,O,O,O,O,X,X,X,X,X
SJOZLIT,O,O,O,O,O,X,X,X,X,X
SZTILJO,O,O,O,O,X,O,O,X,X,X
SZTILOJ,O,O,O,O,O,O,O,X,X,O
SZTIJLO,O,O,O,O,X,O,O,X,X,X
SZTIJOL,O,O,O,O,X,O,O,X,O,X
SZTIOLJ,O,O,O,O,O,O,O,X,O,O
SZTIOJL,O,O,O,O,X,O,O,X,O,X
SZTLIJO,O,O,O,O,X,O,O,X,X,X
SZTLIOJ,O,O,O,O,O,O,O,X,X,X
SZTLJIO,O,O,O,O,O,O,O,X,X,X
SZTLJOI,O,O,O,O,O,O,O,X,O,X
SZTLOIJ,O,O,O,O,O,O,O,X,O,X
SZTLOJI,O,O,O,O,O,O,O,X,O,X
SZTJILO,O,O,O,O,O,O,O,X,X,X
SZTJIOL,O,O,O,O,O,O,O,X,O,X
SZTJLIO,O,O,O,O,O,O,O,X,X,X
SZTJLOI,O,O,O,O,O,O,O,X,O,X
SZTJOIL,O,O,O,O,O,O,O,X,O,X
SZTJOLI,O,O,O,O,O,O,O,X,O,X
SZTOILJ,O,O,O,O,O,O,O,X,O,O
SZTOIJL,O,O,O,O,X,O,O,X,O,X
SZTOLIJ,O,O,O,O,O,O,O,X,O,X
SZTOLJI,O,O,O,O,O,O,O,X,O,X
SZTOJIL,O,O,O,O,O,O,O,X,O,X
SZTOJLI,O,O,O,O,O,O,O,X,O,X
SZITLJO,X,O,O,O,X,O,O,X,X,X
SZITLOJ,X,O,O,O,O,O,O,X,X,X
SZITJLO,X,O,O,O,X,O,O,X,X,X
SZITJOL,X,O,O,O,X,O,O,X,O,X
SZITOLJ,X,O,O,O,O,O,O,X,O,X
SZITOJL,X,O,O,O,X,O,O,X,O,X
SZILTJO,X,O,O,O,X,X,X,X,X,X
SZILTOJ,X,O,O,O,O,X,X,X,X,X
SZILJTO,X,O,O,O,O,X,X,X,X,X
SZILJOT,X,O,O,O,O,O,X,X,X,X
SZILOTJ,X,O,O,O,O,X,X,X,X,X
SZILOJT,X,O,O,O,O,O,X,X,X,X
SZIJTLO,X,X,O,O,O,X,X,X,X,X
SZIJTOL,X,X,O,O,O,O,X,X,O,X
SZIJLTO,X,O,O,O,O,X,X,X,X,X
SZIJLOT,X,O,O,O,O,O,X,X,X,X
SZIJOTL,X,O,O,O,O,O,X,X,X,X
SZIJOLT,X,O,O,O,O,O,X,X,X,X
SZIOTLJ,X,X,O,O,O,O,O,X,X,X
SZIOTJL,X,O,O,O,X,O,O,X,X,X
SZIOLTJ,X,O,O,O,O,X,X,X,X,X
SZIOLJT,X,O,O,O,O,O,X,X,X,X
SZIOJTL,X,O,O,O,O,O,X,X,X,X
SZIOJLT,X,O,O,O,O,O,X,X,X,X
SZLTIJO,O,O,O,O,X,O,O,X,X,X
SZLTIOJ,O,O,O,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,O,O,O,X,X,X
SZLTJOI,O,O,O,O,O,O,O,X,O,X
SZLTOIJ,O,O,O,O,O,O,O,X,O,X
SZLTOJI,O,O,O,O,O,O,O,X,O,X
SZLITJO,O,O,O,O,X,X,O,X,X,X
SZLITOJ,O,O,O,O,O,X,O,X,X,X
SZLIJTO,O,O,O,O,O,X,X,X,X,X
SZLIJOT,O,O,O,O,O,O,X,X,X,X
SZLIOTJ,O,O,O,O,O,X,X,X,X,X
SZLIOJT,O,O,O,O,O,O,X,X,X,X
SZLJTIO,O,O,O,O,O,X,X,X,X,X
SZLJTOI,O,O,O,O,O,X,X,X,O,X
SZLJITO,O,O,O,O,O,X,X,X,X,X
SZLJIOT,O,O,O,O,O,X,X,X,X,X
SZLJOTI,O,O,O,O,O,X,X,X,X,X
SZLJOIT,O,O,O,O,O,X,X,X,X,X
SZLOTIJ,O,O,O,O,O,O,O,X,X,X
SZLOTJI,O,O,O,O,O,O,O,X,X,X
SZLOITJ,O,O,O,O,O,X,X,X,X,X
SZLOIJT,O,O,O,O,O,O,X,X,X,X
SZLOJTI,O,O,O,O,O,X,X,X,X,X
SZLOJIT,O,O,O,O,O,X,X,X,X,X
SZJTILO,O,O,O,O,O,O,O,X,X,X
SZJTIOL,O,O,O,O,O,O,O,X,O,X
SZJTLIO,O,O,O,O,O,O,O,X,X,X
SZJTLOI,O,O,O,O,O,O,O,X,O,X
SZJTOIL,O,O,O,O,O,O,O,X,O,X
SZJTOLI,O,O,O,O,O,O,O,X,O,X
SZJITLO,O,X,O,O,O,X,X,X,X,X
SZJITOL,O,X,O,O,O,O,X,X,O,X
SZJILTO,O,O,O,O,O,X,X,X,X,X
SZJILOT,O,O,O,O,O,O,X,X,X,X
SZJIOTL,O,O,O,O,O,O,X,X,X,X
SZJIOLT,O,O,O,O,O,O,X,X,X,X
SZJLTIO,O,O,O,O,O,X,X,X,X,X
SZJLTOI,O,O,O,O,O,X,X,X,O,X
SZJLITO,O,O,O,O,O,X,X,X,X,X
SZJLIOT,O,O,O,O,O,X,X,X,X,X
SZJLOTI,O,O,O,O,O,X,X,X,X,X
SZJLOIT,O,O,O,O,O,X,X,X,X,X
SZJOTIL,O,O,O,O,O,O,O,X,O,X
SZJOTLI,O,O,O,O,O,O,O,X,O,X
SZJOITL,O,O,O,O,O,O,X,X,X,X
SZJOILT,O,O,O,O,O,O,X,X,X,X
SZJOLTI,X,O,O,O,O,X,X,X,X,X
SZJOLIT,O,O,O,O,O,X,X,X,X,X
SZOTILJ,O,O,O,O,O,O,O,X,O,O
SZOTIJL,O,O,O,O,X,O,O,X,O,X
SZOTLIJ,O,O,O,O,O,O,O,X,O,X
SZOTLJI,O,O,O,O,O,O,O,X,O,X
SZOTJIL,O,O,O,O,O,O,O,X,O,X
SZOTJLI,O,O,O,O,O,O,O,X,O,X
SZOITLJ,X,O,O,O,O,O,O,X,X,X
SZOITJL,X,O,O,O,X,O,O,X,X,X
SZOILTJ,X,O,O,O,O,X,X,X,X,X
SZOILJT,X,O,O,O,O,O,X,X,X,X
SZOIJTL,X,O,O,O,O,O,X,X,X,X
SZOIJLT,X,O,O,O,O,O,X,X,X,X
SZOLTIJ,X,O,O,O,O,O,O,X,X,X
SZOLTJI,X,O,O,O,O,O,O,X,X,X
SZOLITJ,X,O,O,O,O,X,X,X,X,X
SZOLIJT,X,O,O,O,O,O,X,X,X,X
SZOLJTI,X,O,O,O,O,X,X,X,X,X
SZOLJIT,O,O,O,O,O,X,X,X,X,X
SZOJTIL,O,O,O,O,O,O,O,X,O,X
SZOJTLI,O,O,O,O,O,O,O,X,O,X
SZOJITL,O,O,O,O,O,O,X,X,X,X
SZOJILT,O,O,O,O,O,O,X,X,X,X
SZOJLTI,X,O,O,O,O,X,X,X,X,X
SZOJLIT,O,O,O,O,O,X,X,X,X,X
SOTILJZ,O,O,O,O,X,X,X,X,X,X
SOTILZJ,X,O,O,O,X,X,X,X,X,X
SOTIJLZ,O,X,X,X,X,O,X,X,X,X
SOTIJZL,O,O,O,O,X,X,X,X,O,X
SOTIZLJ,O,O,O,O,X,O,X,X,O,X
SOTIZJL,O,O,O,O,X,O,X,X,O,X
SOTLIJZ,O,O,O,O,X,X,O,X,X,X
SOTLIZJ,X,O,O,O,X,X,O,X,X,X
SOTLJIZ,O,O,O,O,X,X,O,X,X,X
SOTLJZI,O,O,O,O,X,X,O,X,O,X
SOTLZIJ,O,O,O,O,X,X,O,X,O,X
SOTLZJI,O,O,O,O,X,X,O,X,O,X
SOTJILZ,O,X,X,X,X,X,O,X,X,X
SOTJIZL,O,O,O,O,X,X,O,X,O,X
SOTJLIZ,O,O,O,X,X,X,O,X,X,X
SOTJLZI,O,O,O,X,X,X,O,X,O,X
SOTJZIL,O,O,O,O,X,X,O,X,O,X
SOTJZLI,O,O,O,O,X,X,O,X,O,X
SOTZILJ,O,O,O,O,O,O,O,X,O,X
SOTZIJL,O,O,O,O,X,O,O,X,O,X
SOTZLIJ,O,O,O,O,O,O,O,X,O,X
SOTZLJI,O,O,O,O,O,O,O,X,O,X
SOTZJIL,O,O,O,O,O,O,O,X,O,X
SOTZJLI,O,O,O,O,O,O,O,X,O,X
SOITLJZ,O,O,O,X,X,X,X,X,X,X
SOITLZJ,X,O,O,X,X,X,X,X,X,X
SOITJLZ,O,X,X,X,X,O,X,X,X,X
SOITJZL,O,O,O,X,X,X,X,X,X,X
SOITZLJ,O,O,O,X,X,O,X,X,X,X
SOITZJL,O,O,O,X,X,O,X,X,X,X
SOILTJZ,X,O,O,X,X,X,X,O,X,X
SOILTZJ,X,O,O,X,X,X,X,O,X,X
SOILJTZ,O,O,X,X,X,O,X,O,X,X
SOILJZT,O,O,O,X,X,O,X,O,X,X
SOILZTJ,X,O,O,X,X,X,X,O,X,X
SOILZJT,X,O,O,X,X,X,X,O,X,X
SOIJTLZ,O,X,X,X,X,O,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X,X,X
SOIJLTZ,O,X,X,X,X,O,X,O,X,X
SOIJLZT,O,X,X,X,X,O,X,O,X,X
SOIJZTL,O,O,X,X,O,X,X,X,X,X
SOIJZLT,O,O,X,X,O,O,X,X,X,X
SOIZTLJ,X,O,O,X,O,O,X,X,X,X
SOIZTJL,X,O,O,X,X,O,X,X,X,X
SOIZLTJ,X,O,O,X,O,X,X,X,X,X
SOIZLJT,X,O,O,X,O,O,X,X,X,X
SOIZJTL,X,O,O,X,O,O,X,X,X,X
SOIZJLT,X,O,O,X,O,O,X,X,X,X
SOLTIJZ,O,O,O,O,X,X,O,X,X,X
SOLTIZJ,X,O,O,O,X,X,O,X,X,X
SOLTJIZ,O,O,O,O,X,X,O,X,X,X
SOLTJZI,O,O,O,O,X,X,O,X,X,X
SOLTZIJ,O,O,O,O,X,X,O,X,X,X
SOLTZJI,O,O,O,O,X,X,O,X,X,X
SOLITJZ,X,O,O,X,X,X,O,O,X,X
SOLITZJ,X,O,O,X,X,X,O,O,X,X
SOLIJTZ,O,O,X,X,X,O,X,O,X,X
SOLIJZT,O,O,O,X,X,O,X,O,X,X
SOLIZTJ,X,O,O,X,X,X,X,O,X,X
SOLIZJT,X,O,O,X,X,X,X,O,X,X
SOLJTIZ,O,O,O,O,X,X,X,X,X,X
SOLJTZI,O,O,O,O,X,X,X,X,X,X
SOLJITZ,O,O,X,X,X,X,X,O,X,X
SOLJIZT,O,O,O,X,X,X,X,O,X,X
SOLJZTI,O,O,O,O,X,X,X,X,X,X
SOLJZIT,O,O,O,O,X,X,X,X,X,X
SOLZTIJ,O,O,O,O,O,O,X,X,X,X
SOLZTJI,O,O,O,O,O,O,X,X,X,X
SOLZITJ,O,O,O,O,O,X,X,X,X,X
SOLZIJT,O,O,O,O,O,O,X,X,X,X
SOLZJTI,O,O,O,O,O,X,X,X,X,X
SOLZJIT,O,O,O,O,O,X,X,X,X,X
SOJTILZ,O,X,X,X,X,X,X,X,X,X
SOJTIZL,O,O,O,O,X,X,X,X,O,X
SOJTLIZ,O,O,O,X,X,X,X,X,X,X
SOJTLZI,O,O,O,X,X,X,X,X,O,X
SOJTZIL,O,O,O,O,X,X,X,X,O,X
SOJTZLI,O,O,O,O,X,X,X,X,O,X
SOJITLZ,O,X,X,X,X,O,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X,X,X
SOJILTZ,O,X,X,X,X,O,X,O,X,X
SOJILZT,O,X,X,X,X,O,X,O,X,X
SOJIZTL,O,O,X,X,O,X,X,X,X,X
SOJIZLT,O,O,X,X,O,O,X,X,X,X
SOJLTIZ,O,O,O,O,X,X,X,X,X,X
SOJLTZI,O,O,O,O,X,X,X,X,X,X
SOJLITZ,O,O,X,X,X,X,X,O,X,X
SOJLIZT,O,O,O,X,X,X,X,O,X,X
SOJLZTI,O,O,O,O,X,X,X,X,X,X
SOJLZIT,O,O,O,O,X,X,X,X,X,X
SOJZTIL,O,O,O,O,O,O,X,X,O,X
SOJZTLI,O,O,O,O,O,O,X,X,O,X
SOJZITL,O,O,O,O,O,O,X,X,X,X
SOJZILT,O,O,O,O,O,O,X,X,X,X
SOJZLTI,X,O,O,O,O,X,X,X,X,X
SOJZLIT,O,O,O,O,O,X,X,X,X,X
SOZTILJ,O,O,O,O,O,O,O,X,O,X
SOZTIJL,O,O,O,O,X,O,O,X,O,X
SOZTLIJ,O,O,O,O,O,O,O,X,O,X
SOZTLJI,O,O,O,O,O,O,O,X,O,X
SOZTJIL,O,O,O,O,O,O,O,X,O,X
SOZTJLI,O,O,O,O,O,O,O,X,O,X
SOZITLJ,X,O,O,O,O,O,O,X,X,X
SOZITJL,X,O,O,O,X,O,O,X,X,X
SOZILTJ,X,O,O,O,O,X,X,X,X,X
SOZILJT,X,O,O,O,O,O,X,X,X,X
SOZIJTL,X,O,O,O,O,O,X,X,X,X
SOZIJLT,X,O,O,O,O,O,X,X,X,X
SOZLTIJ,X,O,O,O,O,O,O,X,X,X
SOZLTJI,X,O,O,O,O,O,O,X,X,X
SOZLITJ,X,O,O,O,O,X,X,X,X,X
SOZLIJT,X,O,O,O,O,O,X,X,X,X
SOZLJTI,X,O,O,O,O,X,X,X,X,X
SOZLJIT,O,O,O,O,O,X,X,X,X,X
SOZJTIL,O,O,O,O,O,O,O,X,O,X
SOZJTLI,O,O,O,O,O,O,O,X,O,X
SOZJITL,O,O,O,O,O,O,X,X,X,X
SOZJILT,O,O,O,O,O,O,X,X,X,X
SOZJLTI,X,O,O,O,O,X,X,X,X,X
SOZJLIT,O,O,O,O,O,X,X,X,X,X
ZTILJSO,O,O,O,X,X,O,O,X,X,X
ZTILJOS,O,O,O,O,X,X,O,X,X,O
ZTILSJO,O,O,O,X,X,O,X,X,X,X
ZTILSOJ,O,X,O,X,O,O,X,X,X,O
ZTILOJS,O,O,O,O,X,X,O,X,X,O
ZTILOSJ,O,O,O,X,X,X,X,X,X,O
ZTIJLSO,O,O,O,X,X,O,O,X,X,X
ZTIJLOS,O,O,O,X,X,X,O,X,X,O
ZTIJSLO,O,X,O,X,X,O,O,X,X,X
ZTIJSOL,O,X,O,X,X,O,O,X,X,X
ZTIJOLS,O,O,O,O,X,X,O,X,X,O
ZTIJOSL,O,O,O,O,X,O,O,X,X,X
ZTISLJO,O,X,O,X,X,O,O,X,X,X
ZTISLOJ,O,X,O,X,O,O,O,X,X,O
ZTISJLO,O,X,O,X,X,O,O,X,X,X
ZTISJOL,O,X,O,X,X,O,O,X,X,X
ZTISOLJ,O,X,O,X,O,O,O,X,X,O
ZTISOJL,O,X,O,X,X,O,O,X,X,X
ZTIOLJS,O,O,O,O,X,X,O,X,X,O
ZTIOLSJ,O,O,O,X,X,X,X,X,X,O
ZTIOJLS,O,O,O,O,X,X,O,X,X,O
ZTIOJSL,O,O,O,O,X,O,O,X,X,X
ZTIOSLJ,O,X,O,X,X,O,O,X,X,O
ZTIOSJL,O,O,O,X,X,O,O,X,X,X
ZTLIJSO,O,O,O,X,X,O,O,X,X,X
ZTLIJOS,O,O,O,O,X,X,O,X,X,O
ZTLISJO,O,O,O,X,X,O,X,X,X,X
ZTLISOJ,O,O,O,X,O,O,X,X,X,O
ZTLIOJS,O,O,O,O,X,X,O,X,X,O
ZTLIOSJ,O,O,O,X,X,X,X,X,X,O
ZTLJISO,O,O,O,X,O,O,O,X,X,X
ZTLJIOS,O,O,O,O,X,X,O,X,X,X
ZTLJSIO,O,O,O,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,O,O,O,X,X,X
ZTLJOIS,O,O,O,O,X,X,O,X,X,X
ZTLJOSI,O,O,O,O,X,X,O,X,X,X
ZTLSIJO,O,O,O,O,X,O,O,X,X,X
ZTLSIOJ,O,O,O,O,O,O,O,X,X,X
ZTLSJIO,O,O,O,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,O,O,O,X,X,X
ZTLSOIJ,O,O,O,O,O,O,O,X,X,X
ZTLSOJI,O,O,O,O,O,O,O,X,X,X
ZTLOIJS,O,O,O,O,X,X,O,X,X,O
ZTLOISJ,O,O,O,X,X,X,X,X,X,O
ZTLOJIS,O,O,O,O,X,X,O,X,X,X
ZTLOJSI,O,O,O,O,X,X,O,X,X,X
ZTLOSIJ,O,O,O,O,X,X,O,X,X,X
ZTLOSJI,O,O,O,O,X,X,O,X,X,X
ZTJILSO,O,O,O,X,O,O,O,X,X,X
ZTJILOS,O,O,O,X,X,X,O,X,X,O
ZTJISLO,O,X,O,X,O,O,O,X,X,X
ZTJISOL,O,X,O,X,O,O,O,X,X,X
ZTJIOLS,O,O,O,O,X,X,O,X,X,O
ZTJIOSL,O,O,O,O,X,O,O,X,X,X
ZTJLISO,O,O,O,X,O,O,O,X,X,X
ZTJLIOS,O,O,O,O,X,X,O,X,X,X
ZTJLSIO,O,O,O,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,O,O,O,X,X,X
ZTJLOIS,O,O,O,O,X,X,O,X,X,X
ZTJLOSI,O,O,O,O,X,X,O,X,X,X
ZTJSILO,O,X,O,O,O,O,O,X,X,X
ZTJSIOL,O,X,O,O,O,O,O,X,O,X
ZTJSLIO,O,O,O,O,O,O,O,X,X,X
ZTJSLOI,O,O,O,O,O,O,O,X,O,X
ZTJSOIL,O,O,O,O,O,O,O,X,O,X
ZTJSOLI,O,O,O,O,O,O,O,X,O,X
ZTJOILS,O,O,O,O,X,X,O,X,X,O
ZTJOISL,O,O,O,O,X,O,O,X,X,X
ZTJOLIS,O,O,O,O,X,X,O,X,X,X
ZTJOLSI,O,O,O,O,X,X,O,X,X,X
ZTJOSIL,O,O,O,O,X,O,O,X,O,X
ZTJOSLI,O,O,O,O,X,O,O,X,O,X
ZTSILJO,O,O,O,O,X,O,O,X,X,X
ZTSILOJ,O,O,O,O,O,O,O,X,X,O
ZTSIJLO,O,O,O,O,X,O,O,X,X,X
ZTSIJOL,O,O,O,O,X,O,O,X,O,X
ZTSIOLJ,O,O,O,O,O,O,O,X,O,O
ZTSIOJL,O,O,O,O,X,O,O,X,O,X
ZTSLIJO,O,O,O,O,X,O,O,X,X,X
ZTSLIOJ,O,O,O,O,O,O,O,X,X,X
ZTSLJIO,O,O,O,O,O,O,O,X,X,X
ZTSLJOI,O,O,O,O,O,O,O,X,O,X
ZTSLOIJ,O,O,O,O,O,O,O,X,O,X
ZTSLOJI,O,O,O,O,O,O,O,X,O,X
ZTSJILO,O,O,O,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,O,O,O,X,O,X
ZTSJLIO,O,O,O,O,O,O,O,X,X,X
ZTSJLOI,O,O,O,O,O,O,O,X,O,X
ZTSJOIL,O,O,O,O,O,O,O,X,O,X
ZTSJOLI,O,O,O,O,O,O,O,X,O,X
ZTSOILJ,O,O,O,O,O,O,O,X,O,O
ZTSOIJL,O,O,O,O,X,O,O,X,O,X
ZTSOLIJ,O,O,O,O,O,O,O,X,O,X
ZTSOLJI,O,O,O,O,O,O,O,X,O,X
ZTSOJIL,O,O,O,O,O,O,O,X,O,X
ZTSOJLI,O,O,O,O,O,O,O,X,O,X
ZTOILJS,O,O,O,O,X,X,O,X,X,O
ZTOILSJ,O,O,O,X,X,X,X,X,X,O
ZTOIJLS,O,O,O,O,X,X,O,X,X,O
ZTOIJSL,O,O,O,O,X,O,O,X,X,X
ZTOISLJ,O,O,O,X,X,O,O,X,X,O
ZTOISJL,O,O,O,X,X,O,O,X,X,X
ZTOLIJS,O,O,O,O,X,X,O,X,X,O
ZTOLISJ,O,O,O,X,X,X,X,X,X,O
ZTOLJIS,O,O,O,O,X,X,O,X,X,X
ZTOLJSI,O,O,O,O,X,X,O,X,X,X
ZTOLSIJ,O,O,O,O,X,X,O,X,X,X
ZTOLSJI,O,O,O,O,X,X,O,X,X,X
ZTOJILS,O,O,O,O,X,X,O,X,X,O
ZTOJISL,O,O,O,O,X,O,O,X,X,X
ZTOJLIS,O,O,O,O,X,X,O,X,X,X
ZTOJLSI,O,O,O,O,X,X,O,X,X,X
ZTOJSIL,O,O,O,O,X,O,O,X,O,X
ZTOJSLI,O,O,O,O,X,O,O,X,O,X
ZTOSILJ,O,O,O,O,X,O,O,X,O,O
ZTOSIJL,O,O,O,O,X,O,O,X,O,X
ZTOSLIJ,O,O,O,O,X,O,O,X,O,X
ZTOSLJI,O,O,O,O,X,O,O,X,O,X
ZTOSJIL,O,O,O,O,X,O,O,X,O,X
ZTOSJLI,O,O,O,O,X,O,O,X,O,X
ZITLJSO,X,X,X,X,X,O,O,X,X,X
ZITLJOS,X,X,X,O,X,X,O,X,X,O
ZITLSJO,X,X,X,X,X,O,X,X,X,X
ZITLSOJ,X,X,X,X,O,O,X,X,X,O
ZITLOJS,X,X,X,O,X,X,O,X,X,O
ZITLOSJ,X,X,X,X,X,X,X,X,X,O
ZITJLSO,X,X,X,X,X,O,O,X,X,X
ZITJLOS,X,X,X,X,X,X,O,X,X,O
ZITJSLO,X,X,X,X,X,O,O,X,X,X
ZITJSOL,X,X,X,X,X,O,O,X,X,X
ZITJOLS,X,X,X,O,X,X,O,X,X,O
ZITJOSL,X,X,X,O,X,O,O,X,X,X
ZITSLJO,X,X,X,X,X,O,O,X,X,X
ZITSLOJ,X,X,X,X,O,O,O,X,X,O
ZITSJLO,X,X,X,X,X,O,O,X,X,X
ZITSJOL,X,X,X,X,X,O,O,X,X,X
ZITSOLJ,X,X,X,X,O,O,O,X,X,O
ZITSOJL,X,X,X,X,X,O,O,X,X,X
ZITOLJS,X,X,X,O,X,X,O,X,X,O
ZITOLSJ,X,X,X,X,X,X,X,X,X,O
ZITOJLS,X,X,X,O,X,X,O,X,X,O
ZITOJSL,X,X,X,O,X,O,O,X,X,X
ZITOSLJ,X,X,X,X,X,O,O,X,X,O
ZITOSJL,X,X,X,X,X,O,O,X,X,X
ZILTJSO,X,X,X,X,X,X,X,O,X,X
ZILTJOS,X,X,X,O,X,X,X,O,X,X
ZILTSJO,X,X,X,X,X,X,X,O,X,X
ZILTSOJ,X,X,X,X,O,X,X,O,X,X
ZILTOJS,X,X,X,O,X,X,X,O,X,X
ZILTOSJ,X,X,X,X,X,X,X,O,X,X
ZILJTSO,X,X,X,X,O,X,X,O,X,X
ZILJTOS,X,X,X,O,X,X,X,O,X,X
ZILJSTO,X,X,X,O,O,X,X,O,X,X
ZILJSOT,X,X,X,O,O,O,X,O,X,X
ZILJOTS,X,X,X,O,X,X,X,O,X,X
ZILJOST,X,X,X,O,O,X,X,O,X,X
ZILSTJO,X,X,X,O,X,X,X,O,X,X
ZILSTOJ,X,X,X,O,O,X,X,O,X,X
ZILSJTO,X,X,X,O,O,X,X,O,X,X
ZILSJOT,X,X,X,O,O,O,X,O,X,X
ZILSOTJ,X,X,X,O,O,X,X,O,X,X
ZILSOJT,X,X,X,O,O,O,X,O,X,X
ZILOTJS,X,X,X,O,X,X,X,O,X,X
ZILOTSJ,X,X,X,X,X,X,X,O,X,X
ZILOJTS,X,X,X,O,X,X,X,O,X,X
ZILOJST,X,X,X,O,X,X,X,O,X,X
ZILOSTJ,X,X,X,O,O,X,X,O,X,X
ZILOSJT,X,X,X,O,O,X,X,O,X,X
ZIJTLSO,X,X,X,X,O,X,X,X,X,X
ZIJTLOS,X,X,X,X,X,X,X,X,X,X
ZIJTSLO,X,X,X,X,O,X,X,X,X,X
ZIJTSOL,X,X,X,X,O,O,X,X,X,X
ZIJTOLS,X,X,X,O,X,X,X,X,X,X
ZIJTOSL,X,X,X,O,X,X,X,X,X,X
ZIJLTSO,X,X,X,X,O,X,X,O,X,X
ZIJLTOS,X,X,X,O,X,X,X,O,X,X
ZIJLSTO,X,X,X,O,O,X,X,O,X,X
ZIJLSOT,X,X,X,O,O,O,X,O,X,X
ZIJLOTS,X,X,X,O,X,X,X,O,X,X
ZIJLOST,X,X,X,O,O,X,X,O,X,X
ZIJSTLO,X,X,X,O,O,X,X,X,X,X
ZIJSTOL,X,X,X,O,O,O,X,X,X,X
ZIJSLTO,X,X,X,O,O,X,X,X,X,X
ZIJSLOT,X,X,X,O,O,O,X,X,X,X
ZIJSOTL,X,X,X,O,O,O,X,X,X,X
ZIJSOLT,X,X,X,O,O,O,X,X,X,X
ZIJOTLS,X,X,X,O,X,X,X,X,X,X
ZIJOTSL,X,X,X,O,X,X,X,X,X,X
ZIJOLTS,X,X,X,O,X,X,X,O,X,X
ZIJOLST,X,X,X,O,O,X,X,O,X,X
ZIJOSTL,X,X,X,O,O,O,X,X,X,X
ZIJOSLT,X,X,X,O,O,O,X,X,X,X
ZISTLJO,X,X,X,O,X,O,O,X,X,X
ZISTLOJ,X,X,X,O,O,O,O,X,X,X
ZISTJLO,X,X,X,O,X,O,O,X,X,X
ZISTJOL,X,X,X,O,X,O,O,X,X,X
ZISTOLJ,X,X,X,O,O,O,O,X,X,X
ZISTOJL,X,X,X,O,X,O,O,X,X,X
ZISLTJO,X,X,X,O,X,X,X,X,X,X
ZISLTOJ,X,X,X,O,O,X,X,X,X,X
ZISLJTO,X,X,X,O,O,X,X,X,X,X
ZISLJOT,X,X,X,O,O,O,X,X,X,X
ZISLOTJ,X,X,X,O,O,X,X,X,X,X
ZISLOJT,X,X,X,O,O,O,X,X,X,X
ZISJTLO,X,X,X,O,O,X,X,X,X,X
ZISJTOL,X,X,X,O,O,O,X,X,X,X
ZISJLTO,X,X,X,O,O,X,X,X,X,X
ZISJLOT,X,X,X,O,O,O,X,X,X,X
ZISJOTL,X,X,X,O,O,O,X,X,X,X
ZISJOLT,X,X,X,O,O,O,X,X,X,X
ZISOTLJ,X,X,X,O,O,O,O,X,X,X
ZISOTJL,X,X,X,O,X,O,O,X,X,X
ZISOLTJ,X,X,X,O,O,X,X,X,X,X
ZISOLJT,X,X,X,O,O,O,X,X,X,X
