sequence,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBKmBWn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBUdBTgBOmBCn?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBuhBigBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBRcBGhBTiBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcB6mBTiBml?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFUbBRcBylB+mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFmcBxgBSnBXgBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFRcB0fBfmB6mBTi?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBigBGiBzhBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcBFgB8lB+mBTi?BfqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBxhBUiBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFzbBGiB0fBRmB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jey/IvhFRcBzgBGiB0fB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFRbBzcB2lBSnBUm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFRcB8lBGiBzkB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je//IvhFagBugBUdBxmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jei6IvhFTcB/iBWlBlmBRq?BcqB,v115@6gC8HeC8GeC8EeF8AeG8Jex6IvhFTcB/iB6kB0lBlm?BOqB,v115@6gC8HeC8GeC8EeF8AeG8JeT6IvhFUdBClBxmB/mB1q?BOqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhF0fBRhBSnBzgB3m?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Jem6IvhFCcB/iB0fBRmBTm?BFqB,v115@6gC8HeC8GeC8EeF8AeG8Je2/IvhFzbBViBUgBfqBxr?BSwB
JOISTLZ,X,X,O,X,X,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O
JOISTZL,X,X,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
JOISLTZ,X,X,O,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOISLZT,X,X,O,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X
JOISZTL,X,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOISZLT,X,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOIZTLS,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
JOIZLTS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,O,O,X,O,X,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
JOIZSTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,X,X,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
JOLTIZS,O,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLTSZI,O,X,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,X,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOLITSZ,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLITZS,X,X,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,X,X,X,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
JOLISZT,X,X,X,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLIZTS,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLSTIZ,O,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLSTZI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLSITZ,X,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLSIZT,O,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLSZIT,O,X,O,X,O,O,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZITS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOLZSTI,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOLZSIT,O,X,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOSTILZ,X,O,O,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSTIZL,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSTZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSTZLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSITLZ,X,X,O,X,X,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O
JOSITZL,X,X,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
JOSILTZ,X,X,O,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O
JOSILZT,X,X,O,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O
JOSIZLT,O,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSLTZI,O,X,O,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSLITZ,X,X,O,X,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSLIZT,O,X,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
JOSLZTI,O,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSLZIT,O,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZTIL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZTLI,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZITL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZILT,O,X,O,O,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZLTI,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
JOSZLIT,O,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
JOZTILS,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITLS,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,X,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,X,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZISTL,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZISLT,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,X,X,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZLSIT,O,X,O,O,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSTIL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSTLI,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSITL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
JOZSLIT,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X
STILJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
STILJOZ,O,O,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,O
STILZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
STILZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
STILOJZ,O,O,O,O,X,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O
STILOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
STIJLZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X
STIJLOZ,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X,O
STIJZLO,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X
STIJZOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O
STIJOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,O
STIJOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O
STIZLJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
STIZLOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
STIZJLO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
STIZJOL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,O
STIZOLJ,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
STIZOJL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O
STIOLJZ,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O
STIOLZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
STIOJLZ,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O
STIOJZL,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
STIOZLJ,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X
STIOZJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O
STLIJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
STLIJOZ,O,O,O,X,O,O,O,X,O,X,O,O,O,O,X,O,O,O,X,X,X,X
STLIZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,O,O,X
STLIZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
STLIOJZ,O,O,O,O,X,X,O,X,O,O,O,O,X,O,X,O,O,O,X,X,X,X
STLIOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
STLJIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STLJIOZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X
STLJZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STLJZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLJOIZ,O,O,O,O,O,O,O,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STLJOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STLZIJO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,X
STLZIOJ,X,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
STLZJIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
STLZJOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STLZOIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STLZOJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STLOIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
STLOIZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
STLOJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STLOJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STLOZIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STLOZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STJILZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,O,O,O,X,X,X,O,X
STJILOZ,O,X,O,X,O,O,X,X,O,O,O,O,O,O,O,O,O,X,X,X,X,O
STJIZLO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,O,X,X,X,O,X
STJIZOL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,O,O,X,X,X,O,O
STJIOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,O,O,O,X,X,X,X,O
STJIOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O
STJLIZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,O,O,X,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X
STJLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STJLZOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STJLOIZ,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJLOZI,O,O,O,O,O,O,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STJZILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X
STJZIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X
STJZLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
STJZLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STJZOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,O,X
STJZOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
STJOILZ,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
STJOIZL,O,O,O,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STJOLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STJOZIL,O,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
STZILJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X
STZILOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
STZIJLO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
STZIJOL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X
STZIOLJ,O,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,O,X,X,O,X
STZIOJL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X
STZLIJO,O,O,O,O,O,O,O,O,O,O,X,X,X,X,O,O,X,O,X,O,O,X
STZLIOJ,X,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,X,O,X
STZLJIO,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
STZLJOI,O,O,O,O,O,O,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STZLOIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STZLOJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STZJILO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X
STZJIOL,O,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,O,X
STZJLIO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,O,O,X
STZJLOI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,X,X,X,O,X,X,X,X
STZJOIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O,X
STZJOLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
STZOILJ,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X
STZOIJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
STZOLIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X
STZOLJI,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STZOJIL,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STZOJLI,X,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STOILJZ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
STOILZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
STOIJLZ,O,O,O,O,O,O,X,X,X,O,O,X,X,O,X,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
STOIZLJ,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X
STOIZJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X
STOLIJZ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X
STOLIZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,X,X
STOLJIZ,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STOLJZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STOLZIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STOLZJI,O,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X
STOJILZ,O,O,O,O,O,O,X,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,O,O,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,X,O,X,X,X,X
STOJLZI,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X
STOZILJ,O,O,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X
STOZIJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X
STOZLIJ,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X,X
STOZLJI,O,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
STOZJIL,X,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
STOZJLI,X,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
SITLJZO,O,O,O,X,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
SITLJOZ,O,O,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,O,X,X,X,O
SITLZJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
SITLZOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
SITLOJZ,O,O,O,O,X,X,X,X,O,O,O,O,X,O,X,O,O,O,X,X,X,O
SITLOZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
SITJLZO,O,O,O,X,O,O,X,X,O,O,X,X,X,O,X,O,O,X,X,X,O,X
SITJLOZ,O,X,O,X,O,O,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X,O
SITJZLO,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X
SITJZOL,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,O,O
SITJOLZ,O,O,O,X,O,O,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X,O
SITJOZL,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O
SITZLJO,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
SITZLOJ,X,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,X,O,X,X,O,X
SITZJLO,O,O,O,O,O,O,X,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X
SITZJOL,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,O
SITZOLJ,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
SITZOJL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,O
SITOLJZ,O,O,O,O,O,O,X,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O
SITOLZJ,O,O,O,O,O,O,X,O,O,O,O,X,X,O,X,O,X,O,X,X,O,X
SITOJLZ,O,O,O,O,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X,X,O
SITOJZL,O,O,O,X,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,O
SITOZLJ,O,O,O,O,O,O,X,O,O,X,O,X,X,X,X,O,X,O,X,X,O,X
SITOZJL,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,O
SILTJZO,O,O,O,X,O,X,X,O,O,O,X,X,X,O,X,O,O,X,O,X,O,X
SILTJOZ,O,O,O,X,O,X,X,X,O,X,X,X,O,O,X,O,O,O,O,X,X,O
SILTZJO,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,O,X,O,O,X,O,X
SILTZOJ,X,O,O,X,O,X,X,O,O,O,X,X,X,O,X,O,X,O,O,X,O,X
SILTOJZ,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O,O,O,X,X,O
SILTOZJ,O,O,O,X,O,X,X,O,O,O,X,X,X,O,X,O,X,O,O,X,O,X
SILJTZO,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X,O,X
SILJTOZ,O,O,X,X,X,X,X,X,X,O,X,X,O,O,O,X,O,O,O,X,X,O
SILJZTO,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,X,O,X
SILJZOT,O,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,O
SILJOZT,O,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X
SILZTJO,X,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,O,O,X,O,X
SILZTOJ,X,O,O,X,O,X,X,O,X,O,X,X,X,O,O,O,X,O,O,X,O,X
SILZJTO,O,O,O,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,O,X,O,X
SILZJOT,O,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X
SILZOTJ,X,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O,X,O,X
SILZOJT,X,O,O,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X
SILOTJZ,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O,X,X,O
SILOTZJ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X
SILOJTZ,X,X,O,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
SILOJZT,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X,X,O,X,X,X
