sequence,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBRdBSjBzhB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SAJvhFWiBxdBXjBzfBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFRdBcjBXgBzhB+nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFRdBcjBCiBXgBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFRdBcjBzfBfnB6nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?C7IvhFGdBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?G7IvhFCdBzfBxiBXjBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBzcBSjBRnB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?WAJvhFSiBTeBXgBRnBUnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?u/IvhFcgBqhBxdBXjBTnBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?z8IvhFGeBUlBRnBClB3nBFqB,v115@zgA8CeA8EeA8CeA8EeA8BeB8DeB8CeB8BeD8AeG8Je?SCJvhFTeBFgBfqBRsBGqBUsB
JOSIZTL,X,X,O,X,X,O,X,X,X,X,X,X
JOSIZLT,X,X,O,X,X,O,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,O,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,O,X,X,O,X,X,X,X,X,X
JOSLZTI,X,X,O,O,X,X,X,X,X,X,X,X
JOSLZIT,X,X,O,O,O,X,X,X,X,X,X,X
JOSZTIL,X,X,O,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,O,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,O,X,O,X,X,X,X,X,X,X
JOSZILT,X,X,O,X,O,X,X,X,X,X,X,X
JOSZLTI,X,X,O,O,X,X,X,X,X,X,X,X
JOSZLIT,X,X,O,O,O,X,X,X,X,X,X,X
JOZTILS,O,X,O,O,X,X,X,X,X,X,X,X
JOZTISL,X,X,O,X,X,X,X,X,X,X,X,X
JOZTLIS,O,X,O,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,X,X,X,X
JOZTSIL,X,X,O,X,X,X,X,X,X,X,X,X
JOZTSLI,X,X,O,O,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,X,O,X,X,X,X,X,X,X
JOZITSL,X,X,O,X,O,X,X,X,X,X,X,X
JOZILTS,O,X,O,O,X,X,X,X,X,X,X,X
JOZILST,O,X,O,O,X,X,X,X,O,X,O,X
JOZISTL,X,X,O,X,O,X,X,X,X,X,O,X
JOZISLT,O,X,O,X,O,X,X,X,X,X,O,X
JOZLTIS,O,X,O,O,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,O,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,O,O,X,X,X,X,X,X,X,X
JOZLSIT,O,X,O,O,X,X,X,X,X,X,X,X
JOZSTIL,X,X,O,X,X,X,X,X,X,X,X,X
JOZSTLI,X,X,O,X,X,X,X,X,X,X,X,X
JOZSITL,X,X,O,X,O,X,X,X,X,X,X,X
JOZSILT,O,X,O,X,O,X,X,X,X,X,X,X
JOZSLTI,O,X,O,O,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,O,O,X,X,X,X,X,X,X
STILJZO,O,O,O,X,O,O,X,X,X,O,X,X
STILJOZ,X,O,O,X,X,O,X,X,O,X,X,O
STILZJO,O,O,O,X,O,O,X,O,X,O,X,X
STILZOJ,O,O,O,X,O,O,X,O,X,O,X,O
STILOJZ,O,O,O,X,O,O,O,X,O,X,X,O
STILOZJ,O,X,X,X,O,O,X,O,X,O,X,O
STIJLZO,X,O,O,X,O,O,X,X,X,O,X,X
STIJLOZ,X,O,O,X,X,O,X,X,O,X,X,O
STIJZLO,X,O,O,X,O,O,X,X,X,O,X,X
STIJZOL,X,X,O,X,O,O,X,X,X,O,X,X
STIJOLZ,X,O,O,X,X,O,X,X,O,X,X,O
STIJOZL,X,X,O,X,X,O,X,X,X,X,X,X
STIZLJO,O,O,O,X,O,O,X,O,X,O,X,X
STIZLOJ,O,O,O,X,O,O,X,O,X,O,X,O
STIZJLO,O,O,O,X,O,O,X,O,X,O,X,X
STIZJOL,O,O,O,X,O,O,X,O,X,O,X,X
STIZOLJ,O,O,O,X,O,O,X,O,X,O,X,O
STIZOJL,O,O,X,X,O,O,X,O,X,O,X,X
STIOLJZ,O,O,O,X,O,O,O,X,O,X,X,O
STIOLZJ,O,X,X,X,O,O,X,O,X,O,X,O
STIOJLZ,O,O,O,X,O,O,O,X,O,X,X,O
STIOJZL,O,X,O,X,O,O,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,O,X,O,X,O,X,O
STIOZJL,O,X,X,X,O,O,X,O,X,O,X,X
STLIJZO,O,O,O,X,O,O,X,X,X,O,X,X
STLIJOZ,X,O,O,X,X,O,X,X,X,X,X,O
STLIZJO,O,O,O,X,O,O,X,O,X,O,X,X
STLIZOJ,O,O,O,X,O,O,X,O,X,O,X,O
STLIOJZ,O,O,O,X,O,O,X,X,X,X,X,O
STLIOZJ,O,X,X,X,O,O,X,O,X,O,X,O
STLJIZO,O,O,O,X,O,O,X,X,X,O,X,X
STLJIOZ,X,O,O,X,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,X,O,X,X
STLJZOI,O,O,O,O,O,X,X,X,X,O,X,X
STLJOIZ,O,O,O,X,O,O,X,X,X,X,X,X
STLJOZI,O,O,O,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,O,X,O,X,O,X,X
STLZIOJ,O,O,O,X,O,O,X,O,X,O,X,X
STLZJIO,O,O,O,O,O,X,X,O,X,O,X,X
STLZJOI,O,O,O,O,O,X,X,X,X,O,X,X
STLZOIJ,O,O,O,X,O,O,X,X,X,O,X,X
STLZOJI,O,O,O,X,O,X,X,X,X,O,X,X
STLOIJZ,O,O,O,X,O,O,X,X,X,X,X,O
STLOIZJ,O,X,X,X,O,O,X,X,X,O,X,O
STLOJIZ,O,O,O,X,O,O,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,X,X,O,X,X
STLOZJI,O,O,O,X,O,X,X,X,X,O,X,X
STJILZO,X,O,O,X,O,O,X,X,X,O,X,X
STJILOZ,X,O,O,X,X,O,X,X,O,X,X,O
STJIZLO,X,O,O,X,O,O,X,X,X,O,X,X
STJIZOL,X,X,O,X,O,O,X,X,X,O,X,X
STJIOLZ,X,O,O,X,X,O,X,X,O,X,X,O
STJIOZL,X,X,O,X,X,O,X,X,X,X,X,X
STJLIZO,O,O,O,X,O,O,X,X,X,O,X,X
STJLIOZ,X,O,O,X,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,X,X,O,X,X
STJLZOI,O,O,O,O,O,X,X,X,X,O,X,X
STJLOIZ,O,O,O,X,O,O,X,X,X,X,X,X
STJLOZI,O,O,O,X,O,X,X,X,X,X,X,X
STJZILO,O,O,O,X,O,X,X,X,X,O,X,X
STJZIOL,O,O,O,X,O,X,X,X,X,O,X,X
STJZLIO,O,O,O,O,O,X,X,X,X,O,X,X
STJZLOI,O,O,O,O,O,X,X,X,X,O,X,X
STJZOIL,O,O,O,X,O,X,X,X,X,O,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,O,X,X
STJOILZ,O,O,O,X,O,O,X,X,O,X,X,O
STJOIZL,O,X,O,X,O,O,X,X,X,X,X,X
STJOLIZ,O,O,O,X,O,O,X,X,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,X,X,X,X,X,X,X
STJOZLI,O,X,O,O,O,X,X,X,X,X,X,X
STZILJO,O,O,O,X,O,O,X,O,X,O,X,X
STZILOJ,O,O,O,X,O,O,O,O,X,O,X,O
STZIJLO,O,O,O,X,O,O,X,O,X,O,X,X
STZIJOL,O,O,O,X,O,O,X,O,X,O,X,X
STZIOLJ,O,O,O,X,O,O,O,O,X,O,X,O
STZIOJL,O,O,X,X,O,O,O,O,X,O,X,X
STZLIJO,O,O,O,O,O,O,X,O,X,O,X,X
STZLIOJ,O,O,O,X,O,O,O,O,X,O,X,X
STZLJIO,O,O,O,O,O,X,X,O,X,O,X,X
STZLJOI,O,O,O,O,O,X,X,X,X,O,X,X
STZLOIJ,O,O,O,X,O,O,O,X,X,O,X,X
STZLOJI,O,O,O,X,O,X,O,X,X,O,X,X
STZJILO,O,O,O,X,O,X,X,O,X,O,X,X
STZJIOL,O,O,O,X,O,X,X,O,X,O,X,X
STZJLIO,O,O,O,O,O,X,X,O,X,O,X,X
STZJLOI,O,O,O,O,O,X,X,X,X,O,X,X
STZJOIL,O,O,O,X,O,X,X,X,X,O,X,X
STZJOLI,O,O,O,O,O,X,X,X,X,O,X,X
STZOILJ,O,O,O,X,O,O,O,X,X,O,X,O
STZOIJL,O,O,X,X,O,O,O,X,X,O,X,X
STZOLIJ,O,O,O,O,O,O,O,X,X,O,X,X
STZOLJI,O,O,O,O,O,X,O,X,X,O,X,X
STZOJIL,O,O,O,X,O,X,O,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,O,X,X,O,X,X
STOILJZ,O,O,O,X,O,O,O,X,O,X,X,O
STOILZJ,O,X,X,X,O,O,X,X,X,O,X,O
STOIJLZ,O,O,O,X,O,O,O,X,O,X,X,O
STOIJZL,O,X,O,X,O,O,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,O,X,X,X,O,X,O
STOIZJL,O,X,X,X,O,O,X,X,X,O,X,X
STOLIJZ,O,O,O,X,O,O,X,X,X,X,X,O
STOLIZJ,O,X,X,X,O,O,X,X,X,O,X,O
STOLJIZ,O,O,O,X,O,O,X,X,X,X,X,X
STOLJZI,O,O,O,O,O,X,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,X,X,O,X,X
STOLZJI,O,O,O,O,O,X,X,X,X,O,X,X
STOJILZ,O,O,O,X,O,O,O,X,O,X,X,O
STOJIZL,O,X,O,X,O,O,X,X,X,X,X,X
STOJLIZ,O,O,O,X,O,O,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,O,X,O,X,X,X,X,X
STOJZLI,O,X,O,O,O,X,O,X,X,X,X,X
STOZILJ,O,O,O,X,O,O,O,X,X,O,X,O
STOZIJL,O,O,X,X,O,O,O,X,X,O,X,X
STOZLIJ,O,O,O,O,O,O,O,X,X,O,X,X
STOZLJI,O,O,O,O,O,X,O,X,X,O,X,X
STOZJIL,O,O,O,X,O,X,O,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,O,X,X,O,X,X
SITLJZO,O,O,X,X,O,O,X,X,X,O,X,X
SITLJOZ,X,O,X,X,X,O,X,X,O,X,X,O
SITLZJO,O,O,X,X,O,O,X,O,X,O,X,X
SITLZOJ,O,O,X,X,O,O,X,O,X,O,X,O
SITLOJZ,O,O,X,X,O,O,O,X,O,X,X,O
SITLOZJ,O,X,X,X,O,O,X,O,X,O,X,O
SITJLZO,X,O,X,X,O,O,X,X,X,O,X,X
SITJLOZ,X,O,X,X,X,O,X,X,O,X,X,O
SITJZLO,X,O,X,X,O,O,X,X,X,O,X,X
SITJZOL,X,X,X,X,O,O,X,X,X,O,X,X
SITJOLZ,X,O,X,X,X,O,X,X,O,X,X,O
SITJOZL,X,X,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,O,X,O,X,O,X,X
SITZLOJ,O,O,X,X,O,O,X,O,X,O,X,O
SITZJLO,O,O,X,X,O,O,X,O,X,O,X,X
SITZJOL,O,O,X,X,O,O,X,O,X,O,X,X
SITZOLJ,O,O,X,X,O,O,X,O,X,O,X,O
SITZOJL,O,O,X,X,O,O,X,O,X,O,X,X
SITOLJZ,O,O,X,X,O,O,O,X,O,X,X,O
SITOLZJ,O,X,X,X,O,O,X,O,X,O,X,O
SITOJLZ,O,O,X,X,O,O,O,X,O,X,X,O
SITOJZL,O,X,X,X,O,O,X,X,X,X,X,X
SITOZLJ,O,X,X,X,O,O,X,O,X,O,X,O
SITOZJL,O,X,X,X,O,O,X,O,X,O,X,X
SILTJZO,O,O,X,X,O,X,X,X,X,O,X,X
SILTJOZ,X,O,X,X,X,X,X,X,O,X,X,O
SILTZJO,O,O,X,X,O,O,X,O,X,O,X,X
SILTZOJ,O,X,X,X,O,O,X,O,X,O,X,O
SILTOJZ,O,O,X,X,O,X,O,X,O,X,X,O
SILTOZJ,O,X,X,X,O,O,X,O,X,O,X,O
SILJTZO,O,O,X,X,X,X,X,X,X,O,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,X,X,O
SILJZTO,O,O,O,X,O,O,X,X,X,O,X,X
SILJZOT,O,O,O,X,O,O,X,X,X,O,X,X
SILJOTZ,X,O,X,X,X,X,X,X,O,X,X,O
SILJOZT,X,X,O,X,X,O,X,X,O,X,X,X
SILZTJO,O,O,O,X,O,O,X,X,X,O,X,X
SILZTOJ,O,X,X,X,O,O,X,X,X,O,X,O
SILZJTO,O,O,O,X,O,O,X,X,X,O,X,X
SILZJOT,O,O,O,X,O,O,X,O,X,O,X,X
SILZOTJ,O,X,X,X,O,O,X,X,X,X,X,O
SILZOJT,O,O,O,X,O,O,X,O,X,O,X,X
SILOTJZ,O,X,X,X,X,X,X,X,O,X,X,O
SILOTZJ,O,X,X,X,X,O,X,O,X,O,X,O
SILOJTZ,O,O,X,X,X,X,X,X,O,X,X,O
SILOJZT,O,X,O,X,X,O,X,X,O,X,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,X,X,O
SILOZJT,O,X,X,X,X,O,X,O,X,O,X,X
SIJTLZO,X,O,X,X,X,O,X,X,X,O,X,X
SIJTLOZ,X,O,X,X,X,O,X,X,X,X,X,O
SIJTZLO,X,O,X,X,X,O,X,X,X,O,X,X
SIJTZOL,X,X,X,X,X,O,X,X,X,O,X,X
SIJTOLZ,X,O,X,X,X,O,X,X,X,X,X,O
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,O,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,X,X,X,O
SIJLZTO,X,O,O,X,O,O,X,X,X,O,X,X
SIJLZOT,X,O,O,X,O,O,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,X,O,X,X,O,X,X,O
SIJLOZT,X,X,O,X,X,O,X,X,O,X,X,X
SIJZTLO,X,O,O,X,O,O,X,X,X,O,O,X
SIJZTOL,X,X,X,X,O,O,X,X,X,X,O,X
SIJZLTO,X,O,O,X,O,O,X,X,X,O,O,X
SIJZLOT,X,X,O,X,O,O,X,X,X,O,O,X
SIJZOTL,X,X,O,X,O,O,X,X,X,X,O,X
SIJZOLT,X,X,O,X,O,O,X,X,X,O,O,X
SIJOTLZ,X,O,X,X,X,O,X,X,X,X,X,O
SIJOTZL,X,X,X,X,X,O,X,X,X,X,X,X
SIJOLTZ,X,O,X,X,X,O,X,X,O,X,X,O
SIJOLZT,X,X,O,X,X,O,X,X,O,X,X,X
SIJOZTL,X,X,O,X,X,O,X,X,X,X,X,X
SIJOZLT,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLJO,X,O,O,X,O,O,X,X,X,O,O,X
SIZTLOJ,X,O,X,X,O,O,X,X,X,O,O,O
SIZTJLO,X,O,X,X,O,O,X,X,X,O,O,X
SIZTJOL,X,O,X,X,O,O,X,X,X,O,O,X
SIZTOLJ,X,O,X,X,O,O,X,X,X,O,O,O
SIZTOJL,X,O,X,X,O,O,X,X,X,O,O,X
SIZLTJO,O,O,O,X,O,O,X,X,X,O,O,X
SIZLTOJ,X,O,X,X,O,O,X,X,X,O,O,O
SIZLJTO,O,O,O,X,O,O,X,X,X,O,O,X
SIZLJOT,O,O,O,X,O,O,X,O,X,O,O,X
SIZLOTJ,O,X,X,X,O,O,X,X,X,X,O,O
SIZLOJT,O,O,O,X,O,O,X,O,X,O,O,X
SIZJTLO,X,O,O,X,O,O,X,X,X,O,O,X
SIZJTOL,X,O,X,X,O,O,X,X,X,X,O,X
SIZJLTO,O,O,O,X,O,O,X,X,X,O,O,X
SIZJLOT,O,O,O,X,O,O,X,O,X,O,O,X
SIZJOTL,O,O,O,X,O,O,X,X,X,X,O,X
SIZJOLT,O,O,O,X,O,O,X,O,X,O,O,X
SIZOTLJ,O,O,X,X,O,O,X,X,X,X,O,O
SIZOTJL,O,O,X,X,O,O,X,X,X,X,O,X
SIZOLTJ,O,X,X,X,X,O,X,X,X,X,O,O
SIZOLJT,O,O,O,X,X,O,X,O,X,O,O,X
SIZOJTL,O,O,X,X,O,O,X,X,X,X,O,X
SIZOJLT,O,O,X,X,O,O,X,O,X,O,O,X
SIOTLJZ,O,O,X,X,X,O,X,X,O,X,X,O
SIOTLZJ,O,X,X,X,X,O,X,O,X,O,X,O
SIOTJLZ,O,O,X,X,X,O,X,X,O,X,X,O
SIOTJZL,O,X,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,O,X,O,X,O,X,O
SIOTZJL,O,X,X,X,X,O,X,O,X,O,X,X
SIOLTJZ,O,X,X,X,X,X,X,X,O,X,X,O
SIOLTZJ,O,X,X,X,X,O,X,O,X,O,X,O
SIOLJTZ,O,O,X,X,X,X,X,X,O,X,X,O
SIOLJZT,O,X,O,X,X,O,X,X,O,X,X,X
SIOLZTJ,O,X,X,X,X,O,X,X,X,X,X,O
SIOLZJT,O,X,X,X,X,O,X,O,X,O,X,X
SIOJTLZ,O,O,X,X,X,O,X,X,X,X,X,O
SIOJTZL,O,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,O,X,X,O,X,X,O
SIOJLZT,O,X,O,X,X,O,X,X,O,X,X,X
SIOJZTL,O,X,O,X,X,O,X,X,X,X,X,X
SIOJZLT,O,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,O,X,X,X,X,X,O
SIOZTJL,O,X,X,X,X,O,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,O,X,X,X,X,X,O
SIOZLJT,O,X,X,X,X,O,X,O,X,O,X,X
SIOZJTL,O,X,X,X,X,O,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,O,X,O,X,O,X,X
SLTIJZO,O,O,X,X,O,X,X,X,X,O,X,X
SLTIJOZ,X,O,X,X,X,X,X,X,X,X,X,O
SLTIZJO,O,O,X,X,O,O,X,O,X,O,X,X
SLTIZOJ,O,O,X,X,O,O,X,O,X,O,X,O
SLTIOJZ,O,O,X,X,O,X,X,X,X,X,X,O
SLTIOZJ,O,X,X,X,O,O,X,O,X,O,X,O
SLTJIZO,O,O,X,X,O,X,X,X,X,O,X,X
SLTJIOZ,X,O,X,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,O,X,X
SLTJZOI,O,O,O,O,O,X,X,X,X,O,X,X
SLTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,O,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,O,X,X,O,X,O,X,X
SLTZIOJ,O,O,X,X,O,X,X,O,X,O,X,X
SLTZJIO,O,O,O,O,O,X,X,O,X,O,X,X
SLTZJOI,O,O,O,O,O,X,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,O,X,X,X,X,O,X,X
SLTZOJI,O,O,X,X,O,X,X,X,X,O,X,X
SLTOIJZ,O,O,X,X,O,X,X,X,X,X,X,O
SLTOIZJ,O,X,X,X,O,O,X,X,X,O,X,O
SLTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOJZI,O,O,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,X,X,X,X,O,X,X
SLTOZJI,O,O,X,X,O,X,X,X,X,O,X,X
SLITJZO,O,O,X,X,O,X,X,X,X,O,X,X
SLITJOZ,X,O,X,X,X,X,X,X,X,X,X,O
SLITZJO,O,O,X,X,O,O,X,O,X,O,X,X
SLITZOJ,O,X,X,X,O,O,X,O,X,O,X,O
SLITOJZ,O,O,X,X,O,X,X,X,X,X,X,O
SLITOZJ,O,X,X,X,O,O,X,O,X,O,X,O
SLIJTZO,O,O,X,X,X,X,X,X,X,O,X,X
SLIJTOZ,X,O,X,X,X,X,X,X,X,X,X,O
SLIJZTO,O,O,O,X,O,O,X,X,X,O,X,X
SLIJZOT,O,O,O,X,O,O,X,X,X,O,X,X
SLIJOTZ,X,O,X,X,X,X,X,X,X,X,X,O
SLIJOZT,X,X,O,X,X,O,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,O,X,X,X,O,X,X
SLIZTOJ,O,X,X,X,O,O,X,X,X,O,X,O
SLIZJTO,O,O,O,X,O,O,X,X,X,O,X,X
SLIZJOT,O,O,O,X,O,O,X,O,X,O,X,X
SLIZOTJ,O,X,X,X,O,O,X,X,X,X,X,O
SLIZOJT,O,O,O,X,O,O,X,O,X,O,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,X,X,X,O
SLIOTZJ,O,X,X,X,X,O,X,O,X,O,X,O
SLIOJTZ,O,O,X,X,X,X,X,X,X,X,X,O
SLIOJZT,O,X,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,O,X,X,X,X,X,O
SLIOZJT,O,X,X,X,X,O,X,O,X,O,X,X
SLJTIZO,O,O,X,X,O,X,X,X,X,O,X,X
SLJTIOZ,X,O,X,X,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,X,O,X,X,X,X,O,X,X
SLJTZOI,O,O,O,X,O,X,X,X,X,O,X,X
SLJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,O,X,X,X,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X,X,O,X,X
SLJITOZ,X,O,X,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,O,X,O,O,X,X,X,O,X,X
SLJIZOT,O,O,O,X,O,O,X,X,X,O,X,X
SLJIOTZ,X,O,X,X,X,X,X,X,X,X,X,X
SLJIOZT,X,X,O,X,X,O,X,X,X,X,X,X
SLJZTIO,O,O,O,O,O,X,X,X,X,O,X,X
SLJZTOI,O,O,O,O,O,X,X,X,X,O,X,X
SLJZITO,O,O,O,O,O,X,X,X,X,O,X,X
SLJZIOT,O,O,O,O,O,X,X,X,X,O,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,O,X,X
SLJZOIT,O,O,O,O,O,X,X,X,X,O,X,X
SLJOTIZ,O,O,X,X,X,X,X,X,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,O,X,X,O,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,O,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,O,X,X,X,X,O,X,X
SLZTIOJ,O,O,X,X,O,X,X,X,X,O,X,X
SLZTJIO,O,O,O,O,O,X,X,X,X,O,X,X
SLZTJOI,O,O,O,O,O,X,X,X,X,O,X,X
SLZTOIJ,O,O,X,X,O,X,X,X,X,O,X,X
SLZTOJI,O,O,X,X,O,X,X,X,X,O,X,X
SLZITJO,O,O,O,O,O,O,X,X,X,O,X,X
SLZITOJ,O,O,X,X,O,O,X,X,X,O,X,X
SLZIJTO,O,O,O,O,O,O,X,X,X,O,X,X
SLZIJOT,O,O,O,O,O,O,X,O,X,O,X,X
SLZIOTJ,O,X,X,X,O,O,X,X,X,X,X,X
SLZIOJT,O,O,O,X,O,O,X,O,X,O,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X,O,X,X
SLZJTOI,O,O,O,O,O,X,X,X,X,O,X,X
SLZJITO,O,O,O,O,O,X,X,X,X,O,X,X
SLZJIOT,O,O,O,O,O,X,X,O,X,O,X,X
SLZJOTI,O,O,O,O,X,X,X,X,X,O,X,X
SLZJOIT,O,O,O,O,O,X,X,X,X,O,X,X
SLZOTIJ,O,X,X,X,O,X,X,X,X,X,X,X
SLZOTJI,O,X,X,X,O,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,O,O,X,X,X,X,X,X
SLZOIJT,O,O,O,X,O,O,X,X,X,O,X,X
SLZOJTI,O,O,O,X,X,X,X,X,X,O,X,X
SLZOJIT,O,O,O,X,O,X,X,X,X,O,X,X
SLOTIJZ,O,X,X,X,O,X,X,X,X,X,X,O
SLOTIZJ,O,X,X,X,O,O,X,X,X,O,X,O
SLOTJIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLOTJZI,O,X,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,X,X,X,O,X,X,X,X,O,X,X
SLOTZJI,O,X,X,X,O,X,X,X,X,O,X,X
SLOITJZ,O,X,X,X,X,X,X,X,X,X,X,O
SLOITZJ,O,X,X,X,X,O,X,X,X,O,X,O
SLOIJTZ,O,O,X,X,X,X,X,X,X,X,X,O
SLOIJZT,O,X,O,X,X,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,O,X,X,X,X,X,O
SLOIZJT,O,X,X,X,X,O,X,X,X,O,X,X
SLOJTIZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOJTZI,O,O,O,X,X,X,X,X,X,X,X,X
SLOJITZ,O,O,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,O,X,X,O,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,O,X,X,X,X,X,X,X
SLOZTJI,O,X,X,X,O,X,X,X,X,X,X,X
SLOZITJ,O,X,X,X,O,O,X,X,X,X,X,X
SLOZIJT,O,O,O,X,O,O,X,X,X,O,X,X
SLOZJTI,O,O,O,X,X,X,X,X,X,O,X,X
SLOZJIT,O,O,O,X,O,X,X,X,X,O,X,X
SJTILZO,X,O,O,X,O,X,X,X,X,O,X,X
SJTILOZ,X,O,O,X,X,X,X,X,X,X,X,O
SJTIZLO,X,O,O,X,O,X,X,X,X,O,X,X
SJTIZOL,X,X,O,X,O,X,X,X,X,O,X,X
SJTIOLZ,X,O,O,X,X,X,X,X,X,X,X,O
SJTIOZL,X,X,O,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,X,O,X,X,X,X,O,X,X
SJTLIOZ,X,O,O,X,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,O,X,X,X,X,O,X,X
SJTLZOI,O,O,O,X,O,X,X,X,X,O,X,X
SJTLOIZ,O,O,O,X,O,X,X,X,X,X,X,X
SJTLOZI,O,O,O,X,O,X,X,X,X,X,X,X
SJTZILO,O,O,O,X,O,X,X,X,X,O,X,X
SJTZIOL,O,O,O,X,O,X,X,X,X,O,X,X
SJTZLIO,O,O,O,X,O,X,X,X,X,O,X,X
