sequence,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBmiB5oBKsBft?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBZnBGjBqsB/t?BFrB,v115@9gC8GeB8HeB8HeD8AeA8NeRBJvhF3iBcoBTlBOrBFs?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB/nBaoB5oBFr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBOnBXjBStBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBOsBXoBFr?BSyB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFZnBGjBTlBcrBqs?B/tB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhFmiB5oBTlBftBir?BUsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBxiBinB+tBFr?B3sB,v115@9gC8GeB8HeB8HeD8AeA8Ne3AJvhFziB5oBlmBUnBmq?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF/nBaoB5oBTlBcr?B2xB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB+oB3nBFr?BxxB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThBiiB5oBFrBms?B3sB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB2nB5oB3nBFr?ByxB,v115@9gC8GeB8HeB8HeD8AeA8NeFBJvhF5oBTlBcrBinB3s?BmsB,v115@9gC8GeB8HeB8HeD8AeA8NecFJvhFThB5oBinBFrB3s?BmsB
STLJIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STLZIOJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
STLZJIO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
STLZJOI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STLZOIJ,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
STLZOJI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
STLOIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STLOJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STLOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STLOZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
STJILZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOZIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZILOJ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STZIJLO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZIJOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIJO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZLIOJ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STZLJIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZLJOI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZLOIJ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,O
STZLOJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJILO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJLOI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZJOIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZJOLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZOIJL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZOLIJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOLJI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STZOJIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZOJLI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
STOILJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOILZJ,X,X,O,X,X,X,X,O,X,O,X,X,X,X,O,X
STOIJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
STOIZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
STOLIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
STOLJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
STOLJZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
STOLZJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
STOJILZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STOZIJL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STOZLIJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STOZLJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
STOZJIL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STOZJLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SITLJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITLZOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITLOJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITLOZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SITJLZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZLOJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITZJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITZOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOLJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITOLZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
SITOJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SITOZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SILTJZO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SILTZOJ,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
SILTOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILTOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SILJTZO,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILJZTO,O,O,X,X,O,X,O,O,X,O,X,X,X,O,X,O
SILJZOT,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILJOZT,O,O,X,X,O,X,O,O,X,O,X,X,X,X,O,X
SILZTJO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SILZTOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SILZJTO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SILZJOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O
SILZOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SILOTJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X
SILOJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SILOJZT,O,O,X,X,O,X,O,O,X,O,X,X,X,X,O,X
SILOZTJ,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,O
SILOZJT,O,O,X,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJTLZO,O,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
SIJTZLO,O,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
SIJTZOL,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJLTZO,O,O,X,O,O,X,O,O,X,O,O,O,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJLZTO,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,O
SIJLZOT,O,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X
SIJLOTZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJLOZT,O,O,X,O,O,X,O,O,X,O,O,O,X,X,O,X
SIJZTLO,O,O,X,O,O,X,O,X,X,O,O,O,O,X,X,O
SIJZTOL,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SIJZLTO,O,O,X,O,O,X,O,O,X,O,O,O,O,X,X,O
SIJZLOT,O,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X
SIJZOTL,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIJZOLT,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X
SIJOLZT,O,X,X,O,X,X,O,O,X,O,O,O,X,X,O,X
SIJOZTL,X,X,X,O,X,X,O,O,X,X,O,O,X,X,O,X
SIJOZLT,O,X,X,O,X,X,O,O,X,X,O,O,X,X,O,X
SIZTLJO,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZTLOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZTJLO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
SIZTJOL,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SIZTOLJ,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
SIZTOJL,X,O,X,O,O,X,X,X,X,X,X,O,O,X,X,O
SIZLTJO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SIZLTOJ,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O
SIZLJTO,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X,O
SIZLJOT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O
SIZLOJT,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SIZJTLO,O,O,X,O,O,X,O,X,X,X,O,O,O,X,X,O
SIZJTOL,X,O,X,O,O,X,X,X,X,X,O,O,O,X,X,O
SIZJLTO,O,O,X,O,O,X,O,O,X,X,O,O,O,X,X,O
SIZJLOT,O,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
SIZJOTL,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIZJOLT,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
SIZOTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIZOLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIZOLJT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZOJTL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIZOJLT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOTLJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOTJLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOLTJZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOLJTZ,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOLZTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SIOLZJT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJTZL,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
SIOJZTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
SIOJZLT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
SIOZTLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
SIOZTJL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,O
SIOZLTJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
SIOZLJT,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SIOZJTL,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
SIOZJLT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X
SLTIJZO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTIZJO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
SLTIZOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O
SLTIOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTIOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTJIZO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTJZIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X
SLTJZOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
SLTZIOJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
SLTZJIO,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
SLTZJOI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O
SLTZOJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
SLTOIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTOJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLTOJZI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTOZJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLITJZO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLITJOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLITZJO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
SLITZOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,O
SLITOJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLITOZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
SLIJTZO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,O,O,O,X,O,X,X,X,O,X,O
SLIJZOT,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
SLIZTJO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
SLIZTOJ,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O
SLIZJTO,O,O,X,X,X,O,O,O,X,X,X,X,X,O,X,O
SLIZJOT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O,O
SLIZOJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SLIOTJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X
SLIOJTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,O,O,X,O,X,X,X,X,O,X
SLIOZTJ,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,O
SLIOZJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
SLJTIZO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJTZIO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLJTZOI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X
SLJITOZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJIZTO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
SLJIZOT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
SLJZTIO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
SLJZTOI,O,O,O,X,X,O,O,X,X,O,X,X,X,O,X,O
SLJZITO,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X,O
SLJZIOT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
SLJOZTI,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
SLJOZIT,O,O,X,X,X,O,O,O,X,O,X,X,X,X,O,X
SLZTIJO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZTIOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZTJIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZTJOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZTOIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZTOJI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZITJO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZITOJ,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZIJTO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZIJOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
SLZIOJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLZJTIO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZJTOI,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O
SLZJITO,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,O
SLZJIOT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
SLZOTJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
SLZOITJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O
SLZOIJT,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
SLZOJTI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X
SLZOJIT,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O,X
SLOTIJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOTIZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
SLOTJIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOTJZI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
SLOTZJI,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLOITJZ,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOITZJ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X
SLOIJTZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,O,O,X,O,X,X,X,X,O,X
SLOIZTJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
SLOIZJT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLOJTIZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOJTZI,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOJITZ,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
SLOJZTI,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
SLOJZIT,O,O,O,X,X,O,O,O,X,O,X,X,X,X,O,X
SLOZTIJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
SLOZTJI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
SLOZITJ,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,O
SLOZIJT,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
SLOZJTI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
SLOZJIT,O,O,O,X,X,O,O,O,X,X,X,X,X,X,O,X
SJTILZO,O,X,O,O,X,X,X,O,O,O,O,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
