sequence,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB0?iBqrB/sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigB0mBl?nBGsBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFXcBmfB0mBl?nBCsBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxgB0iBigBl?mBXsBGsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jei6IvhFRcBciBFgBT?hB3nBWxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBFiB0?mBusBXsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBXdBigB1?nBGsB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFxbBigBlmB3?nB8rB+sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBFhBRnB6?sBXnB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8Jex6IvhFmfBFhBXiB0?iB6rBTsB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhBlmB3?nB6sB0rB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBUhBF?iBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBRhB1nB/?mBUnBSxB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT9IvhFxfB0hBmfBF?hBCsB3sB,v115@7gB8HeD8AeA8EeF8CeG8CeB8JeT6IvhFOgBxcBFhB8?mB3nBSxB
ZSJTLOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
ZSJTOIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZSJTOLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSJITLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJITOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZSJILTO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSJILOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZSJIOTL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O
ZSJIOLT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJLTIO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLTOI,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLITO,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSJLIOT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLOTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJLOIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJOTIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZSJOTLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSJOITL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O
ZSJOILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSJOLTI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSJOLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSOTILJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O
ZSOTLIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOTLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZSOTJIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZSOTJLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSOITLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOITJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOILTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOILJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZSOIJTL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOIJLT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOLTIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOLTJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZSOLITJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOLIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOLJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZSOJTIL,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O
ZSOJTLI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,O
ZSOJITL,O,X,O,O,O,X,X,X,X,X,X,O,X,X,O
ZSOJILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZSOJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZSOJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZOTILJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOTILSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOTIJSL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
ZOTISLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOTLIJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOTLISJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOTLJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOTLJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTLSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
ZOTLSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
ZOTJILS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
ZOTJISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
ZOTJLIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOTJLSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
ZOTJSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
ZOTJSLI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
ZOTSILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X
ZOTSLIJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOTSJIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X
ZOTSJLI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
ZOITLJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOITLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOITJSL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOITSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILTJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILTSJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILJTS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILJST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILSTJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOILSJT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOIJTLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJLTS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOIJLST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOIJSTL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOIJSLT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOISTLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOISJLT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOLTIJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOLTISJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLTJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOLTJSI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOLTSIJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOLITJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOLITSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
ZOLIJTS,O,O,X,O,X,O,O,X,X,X,X,O,X,X,X
ZOLIJST,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOLISTJ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOLISJT,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOLJTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOLJTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOLJITS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOLJIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOLJSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOLJSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOLSTIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
ZOLSITJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOLSIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
ZOLSJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLSJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X
ZOJTILS,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
ZOJTISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
ZOJTLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
ZOJTLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
ZOJTSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
ZOJTSLI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
ZOJITLS,O,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZOJITSL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOJILTS,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJILST,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOJISTL,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X
ZOJISLT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
ZOJLTIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOJLTSI,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOJLITS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
ZOJLIST,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZOJLSTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOJLSIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
ZOJSTIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
ZOJSTLI,O,X,O,X,O,O,X,X,X,O,O,O,X,X,O
ZOJSITL,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
ZOJSILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOJSLTI,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOJSLIT,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
ZOSTILJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,O
ZOSTLIJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSTLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
ZOSTJIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
ZOSTJLI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,O
ZOSITLJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSITJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSILTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSILJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O
ZOSIJTL,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSIJLT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSLTIJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSLTJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O
ZOSLITJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSLIJT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSLJTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSLJIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
ZOSJTIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,O
ZOSJTLI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,O
ZOSJITL,O,X,O,O,O,X,X,X,X,O,X,O,X,X,O
ZOSJILT,O,X,X,O,O,X,X,X,X,X,X,O,X,X,O
ZOSJLTI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOSJLIT,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O
OTILJSZ,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTILJZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTILSJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTIJLSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OTIJLZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OTIJSLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OTIJSZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OTIJZLS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OTIJZSL,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OTISLJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTISLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OTISJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTISZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTISZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTIZLJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTIZJSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OTIZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTLIJZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLISJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OTLJIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTLJSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
OTLJZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTLJZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
OTLSIJZ,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
OTLSIZJ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
OTLSJIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTLSJZI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTLSZIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTLSZJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTLZJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTLZSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTLZSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTJILSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OTJILZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTJISLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OTJISZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OTJIZLS,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
OTJIZSL,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X
OTJLISZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OTJLIZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
OTJLSZI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
OTJLZIS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OTJLZSI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
OTJSILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OTJSIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OTJSLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTJSLZI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
OTJSZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTJSZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTJZILS,O,X,O,X,X,O,O,X,O,X,X,O,X,X,X
OTJZISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
OTJZLIS,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
OTJZLSI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
OTJZSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTJZSLI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
OTSILJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTSILZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSIJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OTSIJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OTSIZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTSIZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTSLIJZ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTSLIZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTSLJZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTSLZIJ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
OTSLZJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSJILZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OTSJIZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OTSJLIZ,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTSJLZI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
OTSJZIL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTSJZLI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
OTSZILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
OTSZIJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
OTSZLIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
OTSZLJI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
OTSZJIL,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
OTSZJLI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
OTZILJS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZILSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X
OTZIJSL,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X
OTZISLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZLIJS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
OTZLISJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OTZLJIS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
OTZLJSI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTZLSIJ,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
OTZLSJI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
OTZJILS,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X
OTZJISL,O,X,O,X,X,X,O,X,X,O,X,O,O,X,X
OTZJLIS,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
OTZJLSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
OTZJSIL,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTZJSLI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
OTZSILJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZSIJL,O,X,X,O,O,X,X,X,X,X,O,O,X,X,X
OTZSLIJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZSLJI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZSJIL,O,X,O,O,O,X,X,X,X,O,O,O,X,X,X
OTZSJLI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
OITLJSZ,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OITLJZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OITLSJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OITLSZJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITJLSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OITJLZS,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OITJSLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OITJSZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OITJZLS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OITSLJZ,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OITSLZJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OITSJZL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OITSZLJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OITSZJL,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OITZLJS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZJLS,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OITZJSL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OITZSLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OILTJZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILTSJZ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OILJTSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
OILJTZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OILJSTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILJSZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
OILJZTS,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
OILJZST,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OILSTJZ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
OILSTZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X
OILSJTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILSJZT,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OILSZTJ,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X
OILSZJT,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
OILZTJS,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
OILZTSJ,X,O,X,O,X,X,O,X,X,X,X,O,X,O,X
OILZJTS,O,O,X,O,X,O,O,X,X,X,X,O,X,O,X
OILZJST,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X
OILZSTJ,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
OILZSJT,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
OIJTLSZ,O,X,X,X,O,X,O,X,O,O,X,X,O,X,X
OIJTLZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OIJTSZL,X,X,X,X,O,X,O,X,X,O,O,X,O,X,X
OIJTZLS,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
OIJTZSL,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X
OIJLTSZ,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X
OIJLTZS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
OIJLSTZ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
OIJLSZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
