sequence,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFagBRcBulBF?iB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUdBFhBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFUbBRcB6mBO?nBllBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeT6IvhF2gBRcBFiBC?lB0mBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhF0fB6lB/mBF?iBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jei6IvhFRcB3gBFiBW?qB0mBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFRbBUdBFhBS?qBzmBeqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jey/IvhF5gB/mBFiB0?fBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFRbBUhBFiBC?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFVhBUdB6kB2?lBzmBXqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex/IvhF/mBFiB0fB6?lBmmBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeKBJvhFxfBFiBGlBX?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeR8IvhFFiBGlB0mB/?kBilBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFygBFiBxlBu?pBcqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2AJvhF6kBFiBxlB3?lBzmB0pB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jem6IvhF5gBicB0fB1?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Jex6IvhFlcB0fB6lB2?mBXnBzpB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je2/IvhFFiBfqBxlB8?lBzmBCqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhF5gBOhBViB8?pBzmBaqB,v115@6gC8HeC8FeD8CeA8BeD8BeG8Je//IvhFFiBxlB8lBe?qBCqBzrB,v115@6gC8HeC8FeD8CeA8BeD8BeG8JeU9IvhF6kBZlBXhBz?mBulBlpB
JOLZTSI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZITS,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZIST,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLZSTI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOLZSIT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSTILZ,O,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
JOSTLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSTLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
JOSTZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
JOSTZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
JOSITLZ,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
JOSILTZ,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
JOSILZT,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSIZTL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSLTIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLTZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSLITZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O
JOSLIZT,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
JOSLZTI,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOSLZIT,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
JOSZTIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
JOSZTLI,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X,X
JOSZITL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
JOSZILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSZLTI,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSZLIT,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O
JOZTILS,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X
JOZTISL,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X
JOZTLIS,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X
JOZTLSI,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,O,O,X,O,X,X
JOZTSIL,O,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,O,X,O,X,X
JOZTSLI,O,O,O,O,X,O,X,X,O,O,X,X,O,X,X,O,O,X,O,X,X
JOZITLS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOZITSL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOZILTS,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZILST,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZISTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
JOZISLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZLTIS,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZLTSI,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZLITS,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X
JOZLIST,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZLSTI,O,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZLSIT,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOZSTIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOZSTLI,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X,X
JOZSITL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
JOZSILT,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOZSLTI,O,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOZSLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
STILJZO,O,O,O,O,X,X,X,O,O,X,O,O,X,O,O,X,X,O,X,O,X
STILJOZ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
STILZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
STILZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STILOZJ,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
STIJLZO,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X
STIJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
STIJZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
STIJOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
STIZLJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
STIZLOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
STIZJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
STIZOLJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
STIOLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
STIOLZJ,O,X,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
STIOJLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
STIOZLJ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
STLIJZO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,X
STLIJOZ,O,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
STLIZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STLIOZJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
STLJIOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STLZIOJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,X,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STLOZJI,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJILZO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,X,X,X,O,X,O,X
STJILOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X
STJIZOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
STJIOLZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
STJLIZO,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
STJLIOZ,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STJZIOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
STJZLIO,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
STJOLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
STZILOJ,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
STZIJOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
STZIOLJ,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
STZIOJL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X
STZLIJO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZLIOJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZLJOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
STZJIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
STZJLIO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
STZOIJL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X
STZOLIJ,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
STZOLJI,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STZOJIL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
STOILJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
STOILZJ,O,O,X,O,O,X,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,X
STOIZLJ,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O,O,O,X
STOLIJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X
STOLJIZ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
STOLZIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
STOLZJI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
STOJILZ,O,O,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,X,X
STOJLIZ,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
STOJZIL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
STOJZLI,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X
STOZILJ,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X
STOZIJL,O,O,O,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,O,X,X
STOZLIJ,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X
STOZLJI,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
STOZJIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X,X
SITLJZO,O,O,O,O,X,X,X,O,O,X,O,O,X,O,O,X,X,O,X,O,X
SITLJOZ,O,O,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
SITLZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
SITLZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
SITJLZO,O,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,X,O,X,O,X
SITJLOZ,O,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
SITJZLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X
SITJZOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
SITJOLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SITZLJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
SITZLOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
SITZJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
SITZOLJ,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
SITOLJZ,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SITOLZJ,X,X,X,O,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X
SITOJLZ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
SITOZLJ,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SITOZJL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
SILTJZO,O,O,O,O,X,X,X,O,O,O,O,O,X,O,O,X,X,O,X,O,X
SILTJOZ,O,O,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
SILTZJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,O,X,O,X
SILTZOJ,X,O,O,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
SILJTOZ,O,O,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SILJZTO,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SILOTZJ,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
SILOJTZ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SILOZJT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,O,O,O,X,X,X,X,O,O,O,O,X,X,O,O,X,X,O,X,O,X
SIJTLOZ,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X
SIJTZOL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X
SIJTOLZ,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,X
SIJLTZO,O,O,O,X,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJLZTO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SIJZTOL,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,O,O,O,X,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X
SIZTLOJ,O,O,X,O,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X
SIZTJLO,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,O,X,O,X,O,X
SIZTJOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
SIZTOLJ,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X
SIZTOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,X
SIZLTJO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLJTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIZLOJT,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
SIZJTOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
