sequence,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?GiBllBasBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxcBTeB?CiBllBOsBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhF6iBTeB?+mBZnBllB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhF6iBTeB?+mBZnBllBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGdBTeB?ZmBUiB6qBfsB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jem7IvhFRdBSjB?1lBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je07IvhFxdBzhB?CjBllBmrBXrB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeX8IvhFxdBzhB?CjBllBmrB0qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8JeT8IvhFGeB3iB?llBcrBZnB6qB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeBylB?RiBUiBfsBzqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Je5BJvhFTeBylB?cnBfrBOsBlqB,v115@zgB8HeC8GeB8FeE8DeF8BeA8AeC8Jel7IvhFGeB3iB?xlB0mBzqBasB
STILJOZ,O,O,X,X,X,O,X,X,X,O,X,X
STILZJO,O,O,X,X,O,O,X,X,X,O,X,X
STILZOJ,O,O,X,X,O,O,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,O,X,X,X,O,X,X
STILOZJ,O,O,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,X,O,X,X
STIJLOZ,O,O,O,X,X,O,X,X,X,O,X,X
STIJZLO,O,O,O,X,O,O,X,X,X,X,X,X
STIJZOL,O,O,O,X,O,O,X,X,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X,O,X,O,X,O
STIJOZL,O,O,O,X,O,X,X,X,X,X,X,O
STIZLJO,O,O,X,X,O,O,X,X,X,X,X,X
STIZLOJ,O,O,X,X,O,O,X,X,X,X,X,X
STIZJLO,O,O,X,X,O,O,X,X,X,X,X,X
STIZJOL,O,O,X,X,O,O,X,X,X,X,X,X
STIZOLJ,O,O,X,X,O,O,X,X,X,X,X,X
STIZOJL,O,O,X,X,O,O,X,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,O,X,O
STIOLZJ,O,O,X,X,O,X,X,X,X,O,X,O
STIOJLZ,O,O,O,X,X,X,X,X,X,O,X,O
STIOJZL,O,O,O,X,O,X,X,X,X,X,X,O
STIOZLJ,O,O,X,X,O,X,X,X,X,X,X,O
STIOZJL,O,O,X,X,O,X,X,X,X,X,X,O
STLIJZO,O,O,X,X,O,O,X,X,X,O,X,X
STLIJOZ,O,O,X,X,O,O,X,X,X,O,X,X
STLIZJO,O,O,X,X,O,O,X,X,X,O,X,X
STLIZOJ,O,O,X,X,O,O,X,X,X,X,X,X
STLIOJZ,O,O,X,X,O,O,X,X,X,O,X,X
STLIOZJ,O,O,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,O,O,X,X,X,O,X,X
STLJIOZ,O,O,O,X,O,O,X,X,X,O,X,X
STLJZIO,O,O,X,X,O,O,X,X,X,O,X,X
STLJZOI,O,O,X,X,O,O,O,X,X,X,X,X
STLJOIZ,O,O,O,X,O,O,O,O,X,O,X,X
STLJOZI,O,O,X,X,O,O,O,O,X,X,X,X
STLZIJO,O,O,X,X,O,O,X,X,X,O,X,X
STLZIOJ,O,O,X,X,O,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,O,O,X,X,X,O,X,X
STLZJOI,O,O,X,X,O,O,O,X,X,X,X,X
STLZOIJ,O,O,X,X,O,O,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,X,X,O,O,X,X,X,O,X,X
STLOIZJ,O,O,X,X,O,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,O,O,X,X,X,O,X,X
STLOJZI,O,O,X,X,O,O,X,X,X,X,X,X
STLOZIJ,O,O,X,X,O,O,X,X,X,X,X,X
STLOZJI,O,O,X,X,O,O,X,X,X,X,X,X
STJILZO,O,O,O,O,X,O,X,X,X,O,X,X
STJILOZ,O,O,O,O,X,O,X,X,X,O,X,X
STJIZLO,O,O,O,O,O,O,X,X,X,X,X,X
STJIZOL,O,O,O,O,O,O,X,X,X,X,X,X
STJIOLZ,O,O,O,O,X,X,X,O,X,O,X,O
STJIOZL,O,O,O,O,O,X,X,X,X,X,X,O
STJLIZO,O,O,O,X,X,O,X,X,X,O,X,X
STJLIOZ,O,O,O,X,X,O,X,X,X,O,X,X
STJLZIO,O,O,X,X,X,O,X,X,X,O,X,X
STJLZOI,O,O,X,X,X,O,O,X,X,X,X,X
STJLOIZ,O,O,O,X,X,O,O,O,X,O,X,X
STJLOZI,O,O,X,X,X,O,O,O,X,X,X,X
STJZILO,O,O,O,O,X,O,X,X,O,X,X,X
STJZIOL,O,O,O,O,O,O,X,X,O,X,X,X
STJZLIO,O,O,X,X,X,O,X,X,O,X,X,X
STJZLOI,O,O,X,X,O,O,O,X,O,X,X,X
STJZOIL,O,O,O,O,O,O,X,X,O,X,X,X
STJZOLI,O,O,X,X,O,O,O,O,O,X,X,X
STJOILZ,O,O,O,O,X,X,X,O,X,O,X,O
STJOIZL,O,O,O,O,O,X,X,X,X,X,X,O
STJOLIZ,O,O,O,X,X,O,O,O,X,O,X,O
STJOLZI,O,O,X,X,X,O,O,O,X,O,X,X
STJOZIL,O,O,O,O,O,O,X,X,X,X,X,O
STJOZLI,O,O,X,X,O,O,O,O,X,X,X,X
STZILJO,O,O,X,X,O,O,X,X,O,X,X,X
STZILOJ,O,O,X,X,O,O,X,X,O,X,X,X
STZIJLO,O,O,X,X,O,O,X,X,O,X,X,X
STZIJOL,O,O,X,X,O,O,X,X,O,X,X,X
STZIOLJ,O,O,X,X,O,O,X,X,O,X,X,X
STZIOJL,O,O,X,X,O,O,X,X,O,X,X,X
STZLIJO,O,O,X,X,O,O,X,X,O,X,X,X
STZLIOJ,O,O,X,X,O,O,X,X,O,X,X,X
STZLJIO,O,O,X,X,O,O,X,X,O,X,X,X
STZLJOI,O,O,X,X,O,O,O,X,O,X,X,X
STZLOIJ,O,O,X,X,O,O,X,X,O,X,X,X
STZLOJI,O,O,X,X,O,O,X,X,O,X,X,X
STZJILO,O,O,O,O,O,O,X,X,O,X,X,X
STZJIOL,O,O,O,O,O,O,X,X,O,X,X,X
STZJLIO,O,O,X,X,O,O,X,X,O,X,X,X
STZJLOI,O,O,X,X,O,O,O,X,O,X,X,X
STZJOIL,O,O,O,O,O,O,X,X,O,X,X,X
STZJOLI,O,O,X,X,O,O,O,O,O,X,X,X
STZOILJ,O,O,X,X,O,O,X,X,O,X,X,X
STZOIJL,O,O,X,X,O,O,X,X,O,X,X,X
STZOLIJ,O,O,X,X,O,O,X,X,O,X,X,X
STZOLJI,O,O,X,X,O,O,X,X,O,X,X,X
STZOJIL,O,O,O,O,O,O,X,X,O,X,X,X
STZOJLI,O,O,X,X,O,O,X,X,O,X,X,X
STOILJZ,O,O,X,X,X,X,X,X,X,O,X,O
STOILZJ,O,O,X,X,O,X,X,X,X,O,X,O
STOIJLZ,O,O,O,X,X,X,X,X,X,O,X,O
STOIJZL,O,O,O,X,O,X,X,X,X,X,X,O
STOIZLJ,O,O,X,X,O,X,X,X,X,X,X,O
STOIZJL,O,O,X,X,O,X,X,X,X,X,X,O
STOLIJZ,O,O,X,X,O,O,X,X,X,O,X,O
STOLIZJ,O,O,X,X,O,X,X,X,X,O,X,O
STOLJIZ,O,O,O,X,O,O,X,X,X,O,X,O
STOLJZI,O,O,X,X,O,O,X,X,X,O,X,X
STOLZIJ,O,O,X,X,O,O,X,X,X,O,X,X
STOLZJI,O,O,X,X,O,O,X,X,X,O,X,X
STOJILZ,O,O,O,O,X,X,X,O,X,O,X,O
STOJIZL,O,O,O,O,O,X,X,X,X,X,X,O
STOJLIZ,O,O,O,X,X,O,X,O,X,O,X,O
STOJLZI,O,O,X,X,X,O,X,O,X,O,X,X
STOJZIL,O,O,O,O,O,O,X,X,X,X,X,O
STOJZLI,O,O,X,X,O,O,X,O,X,X,X,X
STOZILJ,O,O,X,X,O,O,X,X,X,X,X,O
STOZIJL,O,O,X,X,O,O,X,X,X,X,X,O
STOZLIJ,O,O,X,X,O,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,O,O,X,X,X,X,X,X
STOZJIL,O,O,O,O,O,O,X,X,X,X,X,O
STOZJLI,O,O,X,X,O,O,X,X,X,X,X,X
SITLJZO,O,O,X,X,X,O,X,X,X,O,X,X
SITLJOZ,O,O,X,X,X,O,X,X,X,O,X,X
SITLZJO,O,O,X,X,O,O,X,X,X,O,X,X
SITLZOJ,O,O,X,X,O,O,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,O,X,X,X,O,X,X
SITLOZJ,O,O,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X,X,X,O,X,X
SITJLOZ,O,O,X,X,X,O,X,X,X,O,X,X
SITJZLO,O,O,X,X,O,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,O,X,O
SITJOZL,O,O,X,X,O,X,X,X,X,X,X,O
SITZLJO,O,O,X,X,O,O,X,X,X,X,X,X
SITZLOJ,O,O,X,X,O,O,X,X,X,X,X,X
SITZJLO,O,O,X,X,O,O,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,O,X,X,X,X,X,X
SITZOLJ,O,O,X,X,O,O,X,X,X,X,X,X
SITZOJL,O,O,X,X,O,O,X,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,O,X,O
SITOLZJ,O,O,X,X,O,X,X,X,X,O,X,O
SITOJLZ,O,O,X,X,X,X,X,X,X,O,X,O
SITOJZL,O,O,X,X,O,X,X,X,X,X,X,O
SITOZLJ,O,O,X,X,O,X,X,X,X,X,X,O
SITOZJL,O,O,X,X,O,X,X,X,X,X,X,O
SILTJZO,O,O,X,X,O,O,X,X,X,O,X,X
SILTJOZ,O,O,X,X,O,O,X,X,X,O,X,X
SILTZJO,O,O,X,X,O,O,X,X,X,O,X,X
SILTZOJ,O,O,X,X,O,O,X,X,X,X,X,X
SILTOJZ,O,O,X,X,O,O,X,X,X,O,X,X
SILTOZJ,O,O,X,X,O,X,X,X,X,X,X,X
SILJTZO,O,X,O,O,O,O,X,X,X,O,X,X
SILJTOZ,O,X,O,O,O,O,X,X,X,O,X,X
SILJZTO,O,X,X,X,O,X,X,X,X,O,X,X
SILJZOT,O,O,O,X,O,X,X,X,X,X,X,X
SILJOTZ,O,X,O,O,O,X,X,X,X,O,X,O
SILJOZT,O,O,O,X,O,X,X,X,X,O,X,O
SILZTJO,X,X,X,X,O,O,X,X,X,O,O,X
SILZTOJ,O,O,X,X,O,O,X,X,X,X,O,X
SILZJTO,O,X,X,X,O,O,X,X,X,O,O,X
SILZJOT,O,O,X,X,O,O,X,X,X,X,O,X
SILZOTJ,O,O,X,X,O,O,X,X,X,X,O,X
SILZOJT,O,O,X,X,O,O,X,X,X,X,O,X
SILOTJZ,O,O,X,X,O,O,X,X,X,O,X,O
SILOTZJ,O,O,X,X,O,X,X,X,X,O,X,O
SILOJTZ,O,X,O,O,O,X,X,X,X,O,X,O
SILOJZT,O,O,O,X,O,X,X,X,X,O,X,O
SILOZTJ,O,O,X,X,O,O,X,X,X,O,O,O
SILOZJT,O,O,X,X,O,O,X,X,X,O,O,O
SIJTLZO,O,O,O,O,X,X,X,X,X,O,X,X
SIJTLOZ,O,O,O,O,X,X,X,X,X,O,X,X
SIJTZLO,O,O,O,O,O,X,X,X,X,X,X,X
SIJTZOL,O,O,O,O,O,X,X,X,X,X,X,X
SIJTOLZ,O,O,O,O,X,X,X,X,X,O,X,O
SIJTOZL,O,O,O,O,O,X,X,X,X,X,X,O
SIJLTZO,X,O,O,O,X,X,X,X,X,O,X,X
SIJLTOZ,X,O,O,O,X,X,X,X,X,O,X,X
SIJLZTO,X,O,X,X,X,X,X,X,X,O,X,X
SIJLZOT,O,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,X,X,X,O,X,O
SIJLOZT,O,O,O,X,X,X,X,X,X,O,X,O
SIJZTLO,X,O,X,X,O,X,X,X,O,X,X,X
SIJZTOL,O,O,X,X,O,X,X,X,O,X,X,X
SIJZLTO,X,O,X,X,O,X,X,X,X,O,X,X
SIJZLOT,O,O,O,X,O,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X,X,X,X,X,O
SIJZOLT,O,O,O,X,O,X,X,X,X,O,X,O
SIJOTLZ,O,O,O,O,X,X,X,X,X,O,X,O
SIJOTZL,O,O,O,O,O,X,X,X,X,X,X,O
SIJOLTZ,X,O,O,O,X,X,X,X,X,O,X,O
SIJOLZT,O,O,O,X,X,X,X,X,X,O,X,O
SIJOZTL,O,O,X,X,O,X,X,X,X,X,X,O
SIJOZLT,O,O,O,X,O,X,X,X,X,O,X,O
SIZTLJO,X,X,X,X,O,O,X,X,O,X,X,X
SIZTLOJ,O,O,X,X,O,O,X,X,O,X,X,X
SIZTJLO,X,X,X,X,O,O,X,X,O,X,X,X
SIZTJOL,X,X,X,X,O,O,X,X,O,X,X,X
SIZTOLJ,O,O,X,X,O,O,X,X,O,X,X,X
SIZTOJL,O,O,X,X,O,O,X,X,O,X,X,X
SIZLTJO,X,X,X,X,O,O,X,X,X,O,O,X
SIZLTOJ,O,O,X,X,O,O,X,X,X,X,O,X
SIZLJTO,O,X,X,X,O,O,X,X,X,O,O,X
SIZLJOT,O,O,X,X,O,O,X,X,X,X,O,X
SIZLOTJ,O,O,X,X,O,O,X,X,X,X,O,X
SIZLOJT,O,O,X,X,O,O,X,X,X,X,O,X
SIZJTLO,X,O,X,X,O,O,X,X,O,X,X,X
SIZJTOL,O,O,X,X,O,O,X,X,O,X,X,X
SIZJLTO,X,O,X,X,O,O,X,X,X,O,X,X
SIZJLOT,O,O,X,X,O,O,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,O,X,X,X,X,X,O
SIZJOLT,O,O,X,X,O,O,X,X,X,O,X,O
SIZOTLJ,O,O,X,X,O,O,X,X,X,X,X,O
SIZOTJL,O,O,X,X,O,O,X,X,X,X,X,O
SIZOLTJ,O,O,X,X,O,O,X,X,X,O,O,O
SIZOLJT,O,O,X,X,O,O,X,X,X,O,O,O
SIZOJTL,O,O,X,X,O,O,X,X,X,X,X,O
SIZOJLT,O,O,X,X,O,O,X,X,X,O,X,O
SIOTLJZ,O,O,X,X,X,X,X,X,X,O,X,O
SIOTLZJ,O,O,X,X,O,X,X,X,X,O,X,O
SIOTJLZ,O,O,X,X,X,X,X,X,X,O,X,O
SIOTJZL,O,O,X,X,O,X,X,X,X,X,X,O
SIOTZLJ,O,O,X,X,O,X,X,X,X,X,X,O
SIOTZJL,O,O,X,X,O,X,X,X,X,X,X,O
SIOLTJZ,O,O,X,X,O,X,X,X,X,O,X,O
SIOLTZJ,O,O,X,X,O,X,X,X,X,O,X,O
SIOLJTZ,O,X,O,O,O,X,X,X,X,O,X,O
SIOLJZT,O,O,O,X,O,X,X,X,X,O,X,O
SIOLZTJ,O,O,X,X,O,O,X,X,X,O,O,O
SIOLZJT,O,O,X,X,O,O,X,X,X,O,O,O
SIOJTLZ,O,O,O,O,X,X,X,X,X,O,X,O
SIOJTZL,O,O,O,O,O,X,X,X,X,X,X,O
SIOJLTZ,X,O,O,O,X,X,X,X,X,O,X,O
SIOJLZT,O,O,O,X,X,X,X,X,X,O,X,O
SIOJZTL,O,O,X,X,O,X,X,X,X,X,X,O
SIOJZLT,O,O,O,X,O,X,X,X,X,O,X,O
SIOZTLJ,O,O,X,X,O,O,X,X,X,X,X,O
SIOZTJL,O,O,X,X,O,O,X,X,X,X,X,O
SIOZLTJ,O,O,X,X,O,O,X,X,X,O,O,O
SIOZLJT,O,O,X,X,O,O,X,X,X,O,O,O
SIOZJTL,O,O,X,X,O,O,X,X,X,X,X,O
SIOZJLT,O,O,X,X,O,O,X,X,X,O,X,O
SLTIJZO,O,O,X,X,O,O,X,X,X,O,X,X
SLTIJOZ,O,O,X,X,O,O,X,X,X,O,X,X
SLTIZJO,O,O,X,X,O,O,X,X,X,O,X,X
SLTIZOJ,O,O,X,X,O,O,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,O,O,X,X,X,O,X,X
SLTIOZJ,O,O,X,X,O,X,X,X,X,X,X,X
SLTJIZO,O,O,X,X,O,O,X,X,X,O,X,X
SLTJIOZ,O,O,X,X,O,O,X,X,X,O,X,X
SLTJZIO,O,O,X,X,O,O,X,X,X,O,X,X
SLTJZOI,O,O,X,X,O,O,O,X,X,X,X,X
SLTJOIZ,O,O,X,X,O,O,O,O,X,O,X,X
SLTJOZI,O,O,X,X,O,O,O,O,X,X,X,X
SLTZIJO,O,O,X,X,O,O,X,X,X,O,X,X
SLTZIOJ,O,O,X,X,O,O,X,X,X,X,X,X
SLTZJIO,O,O,X,X,O,O,X,X,X,O,X,X
SLTZJOI,O,O,X,X,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,X,X,O,O,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,O,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,O,O,X,X,X,O,X,X
SLTOIZJ,O,O,X,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,O,O,X,X,X,O,X,X
SLTOJZI,O,O,X,X,O,O,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,O,O,X,X,X,X,X,X
SLTOZJI,O,O,X,X,O,O,X,X,X,X,X,X
SLITJZO,O,O,X,X,O,O,X,X,X,O,X,X
SLITJOZ,O,O,X,X,O,O,X,X,X,O,X,X
SLITZJO,O,O,X,X,O,O,X,X,X,O,X,X
SLITZOJ,O,O,X,X,O,O,X,X,X,X,X,X
SLITOJZ,O,O,X,X,O,O,X,X,X,O,X,X
SLITOZJ,O,O,X,X,O,X,X,X,X,X,X,X
SLIJTZO,O,X,O,O,O,O,X,X,X,O,X,X
SLIJTOZ,O,X,O,O,O,O,X,X,X,O,X,X
SLIJZTO,O,X,X,X,O,X,X,X,X,O,X,X
SLIJZOT,O,O,O,X,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,O,O,X,O,O,X,O,X,O
SLIJOZT,O,O,O,X,O,X,X,O,X,O,X,O
SLIZTJO,X,X,X,X,O,O,X,X,X,O,O,X
SLIZTOJ,O,O,X,X,O,O,X,X,X,X,O,X
SLIZJTO,O,X,X,X,O,O,X,X,X,O,O,X
SLIZJOT,O,O,X,X,O,O,X,X,X,X,O,X
SLIZOTJ,O,O,X,X,O,O,X,X,X,X,O,X
SLIZOJT,O,O,X,X,O,O,X,X,X,X,O,X
SLIOTJZ,O,O,X,X,O,O,X,X,X,O,X,O
SLIOTZJ,O,O,X,X,O,X,X,X,X,O,X,O
SLIOJTZ,O,X,O,O,O,X,X,X,X,O,X,O
SLIOJZT,O,O,O,X,O,X,X,X,X,O,X,O
SLIOZTJ,O,O,X,X,O,O,X,X,X,O,O,O
SLIOZJT,O,O,X,X,O,O,X,X,X,O,O,O
SLJTIZO,O,O,X,X,O,O,X,X,X,O,X,X
SLJTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
SLJTZIO,O,O,X,X,O,O,X,X,X,O,X,X
SLJTZOI,O,O,X,X,O,O,O,X,X,X,X,X
SLJTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
SLJTOZI,O,O,X,X,O,O,O,O,X,X,X,X
SLJITZO,O,O,X,X,O,O,X,X,X,O,X,X
SLJITOZ,O,O,X,X,O,O,X,X,X,O,X,X
SLJIZTO,O,O,X,X,O,X,X,X,X,O,X,X
SLJIZOT,O,O,X,X,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,O,O,X,O,X,O
SLJIOZT,O,O,X,X,O,X,X,O,X,O,X,O
SLJZTIO,O,O,X,X,O,O,X,X,O,O,X,X
SLJZTOI,O,O,X,X,O,O,X,X,O,X,X,X
SLJZITO,O,O,X,X,O,O,X,X,X,O,X,X
SLJZIOT,O,O,X,X,O,O,X,X,X,X,X,X
SLJZOTI,O,O,X,X,O,O,X,X,X,X,X,X
SLJZOIT,O,O,X,X,O,O,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,O,O,X,O,X,O
SLJOTZI,O,O,X,X,O,X,O,O,X,X,X,X
SLJOITZ,O,O,X,X,O,X,O,O,X,O,X,O
SLJOIZT,O,O,X,X,O,X,X,O,X,O,X,O
SLJOZTI,O,O,X,X,O,O,X,O,X,X,X,X
SLJOZIT,O,O,X,X,O,O,X,O,X,X,X,X
SLZTIJO,O,O,X,X,O,O,X,X,O,O,X,X
SLZTIOJ,O,O,X,X,O,O,X,X,O,X,X,X
SLZTJIO,O,O,X,X,O,O,X,X,O,O,X,X
SLZTJOI,O,O,X,X,O,O,O,X,O,X,X,X
SLZTOIJ,O,O,X,X,O,O,X,X,O,X,X,X
SLZTOJI,O,O,X,X,O,O,X,X,O,X,X,X
SLZITJO,X,X,X,X,O,O,X,X,X,O,O,X
SLZITOJ,O,O,X,X,O,O,X,X,X,X,O,X
SLZIJTO,O,X,X,X,O,O,X,X,X,O,O,X
SLZIJOT,O,O,X,X,O,O,X,X,X,X,O,X
SLZIOTJ,O,O,X,X,O,O,X,X,X,X,O,X
SLZIOJT,O,O,X,X,O,O,X,X,X,X,O,X
SLZJTIO,O,O,X,X,O,O,X,X,O,O,X,X
SLZJTOI,O,O,X,X,O,O,X,X,O,X,X,X
SLZJITO,O,O,X,X,O,O,X,X,X,O,X,X
SLZJIOT,O,O,X,X,O,O,X,X,X,X,X,X
SLZJOTI,O,O,X,X,O,O,X,X,X,X,X,X
SLZJOIT,O,O,X,X,O,O,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,O,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,O,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,O,O,X,X,X,X,O,X
SLZOIJT,O,O,X,X,O,O,X,X,X,X,O,X
SLZOJTI,O,O,X,X,O,O,X,X,X,X,X,X
SLZOJIT,O,O,X,X,O,O,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,O,O,X,X,X,O,X,O
SLOTIZJ,O,O,X,X,O,O,X,X,X,X,X,O
SLOTJIZ,O,O,X,X,O,O,X,X,X,O,X,O
SLOTJZI,O,O,X,X,O,O,X,X,X,X,X,X
SLOTZIJ,O,O,X,X,O,O,X,X,X,X,X,X
SLOTZJI,O,O,X,X,O,O,X,X,X,X,X,X
SLOITJZ,O,O,X,X,O,O,X,X,X,O,X,O
SLOITZJ,O,O,X,X,O,X,X,X,X,O,X,O
SLOIJTZ,O,X,O,O,O,X,X,X,X,O,X,O
SLOIJZT,O,O,O,X,O,X,X,X,X,O,X,O
SLOIZTJ,O,O,X,X,O,O,X,X,X,O,O,O
SLOIZJT,O,O,X,X,O,O,X,X,X,O,O,O
SLOJTIZ,O,O,X,X,O,X,X,X,X,O,X,O
SLOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
SLOJITZ,O,O,X,X,O,X,X,X,X,O,X,O
SLOJIZT,O,O,X,X,O,X,X,X,X,O,X,O
SLOJZTI,O,O,X,X,O,O,X,X,X,X,X,X
SLOJZIT,O,O,X,X,O,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,O,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,O,O,X,X,X,X,O,X
SLOZIJT,O,O,X,X,O,O,X,X,X,X,O,X
SLOZJTI,O,O,X,X,O,O,X,X,X,X,X,X
SLOZJIT,O,O,X,X,O,O,X,X,X,X,X,X
SJTILZO,O,O,O,O,X,O,X,X,X,O,X,X
SJTILOZ,O,O,O,O,X,O,X,X,X,O,X,X
SJTIZLO,O,O,O,O,O,O,X,X,X,X,X,X
SJTIZOL,O,O,O,O,O,O,X,X,X,X,X,X
SJTIOLZ,O,O,O,O,X,X,X,O,X,O,X,O
SJTIOZL,O,O,O,O,O,X,X,X,X,X,X,O
SJTLIZO,O,O,O,X,X,O,X,X,X,O,X,X
SJTLIOZ,O,O,O,X,X,O,X,X,X,O,X,X
SJTLZIO,O,O,X,X,X,O,X,X,X,O,X,X
SJTLZOI,O,O,X,X,X,O,O,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,O,O,O,X,O,X,X
SJTLOZI,O,O,X,X,X,O,O,O,X,X,X,X
SJTZILO,O,O,O,O,X,O,X,X,O,X,X,X
SJTZIOL,O,O,O,O,O,O,X,X,O,X,X,X
SJTZLIO,O,O,X,X,X,O,X,X,O,X,X,X
SJTZLOI,O,O,X,X,O,O,O,X,O,X,X,X
SJTZOIL,O,O,O,O,O,O,X,X,O,X,X,X
SJTZOLI,O,O,X,X,O,O,O,O,O,X,X,X
SJTOILZ,O,O,O,O,X,X,X,O,X,O,X,O
SJTOIZL,O,O,O,O,O,X,X,X,X,X,X,O
SJTOLIZ,O,O,O,X,X,O,O,O,X,O,X,O
SJTOLZI,O,O,X,X,X,O,O,O,X,O,X,X
SJTOZIL,O,O,O,O,O,O,X,X,X,X,X,O
SJTOZLI,O,O,X,X,O,O,O,O,X,X,X,X
SJITLZO,O,O,O,O,X,X,X,X,X,O,X,X
SJITLOZ,O,O,O,O,X,X,X,X,X,O,X,X
SJITZLO,O,O,O,O,O,X,X,X,X,X,X,X
SJITZOL,O,O,O,O,O,X,X,X,X,X,X,X
SJITOLZ,O,O,O,O,X,X,X,X,X,O,X,O
SJITOZL,O,O,O,O,O,X,X,X,X,X,X,O
SJILTZO,O,O,O,O,X,X,X,X,X,O,X,X
SJILTOZ,O,O,O,O,X,X,X,X,X,O,X,X
SJILZTO,O,O,X,X,X,X,X,X,X,O,X,X
SJILZOT,O,O,O,X,X,X,X,X,X,X,X,X
SJILOTZ,O,O,O,O,X,X,X,X,X,O,X,O
SJILOZT,O,O,O,X,X,X,X,X,X,O,X,O
SJIZTLO,X,O,X,X,O,X,X,X,O,X,X,X
SJIZTOL,O,O,X,X,O,X,X,X,O,X,X,X
SJIZLTO,X,O,X,X,O,X,X,X,X,O,X,X
SJIZLOT,O,O,O,X,O,X,X,X,X,X,X,X
SJIZOTL,O,O,X,X,O,X,X,X,X,X,X,O
SJIZOLT,O,O,O,X,O,X,X,X,X,O,X,O
SJIOTLZ,O,O,O,O,X,X,X,X,X,O,X,O
SJIOTZL,O,O,O,O,O,X,X,X,X,X,X,O
SJIOLTZ,O,O,O,O,X,X,X,X,X,O,X,O
SJIOLZT,O,O,O,X,X,X,X,X,X,O,X,O
SJIOZTL,O,O,X,X,O,X,X,X,X,X,X,O
SJIOZLT,O,O,O,X,O,X,X,X,X,O,X,O
SJLTIZO,O,O,X,X,O,O,X,X,X,O,X,X
SJLTIOZ,O,O,X,X,O,O,X,X,X,O,X,X
SJLTZIO,O,O,X,X,O,O,X,X,X,O,X,X
SJLTZOI,O,O,X,X,O,O,O,X,X,X,X,X
SJLTOIZ,O,O,X,X,O,O,O,O,X,O,X,X
SJLTOZI,O,O,X,X,O,O,O,O,X,X,X,X
SJLITZO,O,O,X,X,O,O,X,X,X,O,X,X
SJLITOZ,O,O,O,X,O,O,X,X,X,O,X,X
SJLIZTO,O,O,X,X,O,X,X,X,X,O,X,X
SJLIZOT,O,O,O,X,O,X,X,X,X,X,X,X
