sequence,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFRcBCeBUiBT?jBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFzdB+jBRhBU?iBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB6jBemBF?iB8nBfsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhF/hBGdB6jBZ?nB8sBVwB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Je2AJvhFTdB6jB8nBR?rBfsBFrB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex8IvhFXeBmgBzhBS?oB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeyAJvhFGdBTeB3hBx?nB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jex7IvhFXdB6jB2mBz?iB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFxcB8iB+jBy?mBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei7IvhFFdBTeBXmBx?nBGmBcsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeT7IvhFUeBxhBmhBS?oBXmBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8JeOCJvhFXeBxgBSoBT?hB0lBFsB,v115@zgB8HeB8HeD8FeC8EeH8AeC8Jei9IvhF+jBxgB3iBT?hB0lBFsB
JZLSOIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,X,O,O,O,X,X,X,X,O,X,X,X,X
JZLOTSI,X,X,O,O,X,X,X,X,O,X,X,X,X
JZLOITS,X,O,O,O,X,X,X,X,O,X,X,X,X
JZLOIST,X,O,O,X,O,X,X,X,X,X,X,X,X
JZLOSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,X,X,X,X,X,X,X,X,O
JZSTIOL,O,O,O,X,X,X,X,X,O,X,X,X,X
JZSTLIO,O,O,O,X,X,X,X,X,O,X,X,X,O
JZSTLOI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZSTOIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JZSTOLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JZSITLO,O,X,O,X,O,X,X,X,X,X,X,X,X
JZSITOL,O,X,O,X,O,X,X,X,O,X,X,X,X
JZSILTO,O,X,O,X,O,X,X,X,X,X,X,X,O
JZSILOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSIOTL,O,X,O,X,O,X,X,X,O,X,X,X,X
JZSIOLT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,O
JZSLTOI,X,O,O,X,X,X,X,X,X,X,X,X,X
JZSLITO,O,X,O,X,O,X,X,X,X,X,X,X,O
JZSLIOT,O,O,O,X,O,X,X,X,X,X,X,X,X
JZSLOTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSOTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZSOLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOTISL,O,X,X,O,X,X,X,X,O,X,X,X,X
JZOTLIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOTLSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JZOTSIL,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOTSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOITLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X,O,X,X,X,X
JZOILTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOILST,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JZOISLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOLTSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JZOLITS,O,O,O,O,X,X,X,X,O,X,X,X,X
JZOLIST,O,O,O,X,O,X,X,X,X,X,X,X,X
JZOLSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JOTILZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JOTISLZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JOTISZL,X,O,O,O,X,X,X,O,X,X,X,X,X
JOTIZLS,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTIZSL,O,X,X,O,X,X,X,O,O,X,X,X,X
JOTLISZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JOTLIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JOTLSIZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JOTLSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTLZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTLZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JOTSILZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JOTSIZL,O,O,O,O,X,X,X,O,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O
JOTSLZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTSZIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JOTZILS,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTZISL,O,X,X,O,X,X,X,O,O,X,X,X,X
JOTZLIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JOTZLSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JOTZSIL,O,O,O,O,X,X,X,O,O,X,X,X,X
JOTZSLI,O,O,O,O,X,X,X,O,O,X,X,X,X
JOITLSZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOITLZS,O,O,O,X,X,O,X,X,O,X,X,X,X
JOITSLZ,O,O,O,X,X,O,X,X,X,X,X,X,O
JOITSZL,X,O,O,O,X,X,X,X,X,X,X,X,X
JOITZLS,O,O,O,O,X,O,X,X,O,X,X,X,X
JOITZSL,O,X,X,O,X,X,X,X,O,X,X,X,X
JOILTSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOISTLZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISTZL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISLTZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOISLZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISZTL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JOIZTSL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOIZLTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOIZLST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOIZSTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JOIZSLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JOLTIZS,O,O,O,X,X,O,X,O,O,X,X,X,X
JOLTSIZ,O,O,O,X,X,O,X,O,X,X,X,X,X
JOLTSZI,O,O,O,O,X,O,X,O,O,X,X,X,X
JOLTZIS,O,O,O,O,X,O,X,O,O,X,X,X,X
JOLTZSI,O,X,O,O,X,O,X,O,O,X,X,X,X
JOLITSZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JOLSTZI,O,O,O,X,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLZTIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOLZITS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOLZIST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOLZSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLZSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOSTIZL,O,O,O,X,X,X,X,X,X,X,O,X,X
JOSTLIZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOSTLZI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X,O,X,X,X,X
JOSITLZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,O,X,X,X,X,X,X,X,O,X,X
JOSILTZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOSILZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSIZTL,O,X,O,X,X,X,X,X,X,X,O,X,X
JOSIZLT,O,O,O,X,X,X,X,X,X,X,O,X,X
JOSLTIZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOSLTZI,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X,X,X,X,X,O
JOSLIZT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOSLZIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSZTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSZTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSZITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOSZILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZTISL,O,X,X,O,X,X,X,X,O,X,X,X,X
JOZTLIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZTLSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOZTSIL,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZTSLI,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZITLS,X,X,O,O,X,X,X,X,O,X,X,X,X
JOZITSL,X,X,X,O,X,X,X,X,O,X,X,X,X
JOZILTS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZILST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZISTL,X,X,O,X,O,X,X,X,O,X,X,X,X
JOZISLT,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZLTSI,O,X,O,O,X,X,X,X,O,X,X,X,X
JOZLITS,O,O,O,O,X,X,X,X,O,X,X,X,X
JOZLIST,O,O,O,X,O,X,X,X,X,X,X,X,X
JOZLSTI,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSITL,O,X,O,X,X,X,X,X,O,X,X,X,X
JOZSILT,O,O,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,X,X,X,X,X,X,X,X,X,X
STILJZO,X,O,X,X,X,X,O,X,X,O,X,O,X
STILJOZ,X,O,X,X,X,X,O,X,X,O,X,O,X
STILZJO,X,O,X,O,X,X,O,X,X,O,X,O,X
STILZOJ,X,X,X,O,X,X,O,X,X,O,O,X,X
STILOJZ,X,O,X,X,X,X,O,X,X,O,X,O,X
STILOZJ,X,X,X,O,X,X,O,X,X,O,O,X,X
STIJLZO,O,O,X,X,X,X,O,X,X,O,X,O,O
STIJLOZ,O,O,X,X,X,X,O,X,X,O,X,O,O
STIJZLO,O,O,X,O,X,X,O,X,X,O,X,X,O
STIJZOL,O,O,X,O,X,X,O,X,X,O,O,X,X
STIJOLZ,O,O,X,X,X,X,O,X,X,O,X,X,O
STIJOZL,O,O,X,O,X,X,O,X,X,O,O,X,X
STIZLJO,O,O,X,O,X,X,O,X,X,O,X,X,X
STIZLOJ,O,X,X,O,X,X,O,X,X,O,O,X,X
STIZJLO,O,O,X,O,X,X,O,X,X,O,X,X,X
STIZJOL,O,O,X,O,X,X,O,X,X,O,O,X,X
STIZOLJ,O,X,X,O,X,X,O,X,X,O,O,X,X
STIZOJL,O,X,X,O,X,X,O,X,X,O,O,X,X
STIOLJZ,O,O,X,X,X,X,O,X,X,O,X,X,X
STIOLZJ,X,X,X,O,X,X,O,X,X,O,O,X,X
STIOJLZ,O,O,X,X,X,X,O,X,X,O,X,X,X
STIOJZL,O,O,X,O,X,X,O,X,X,O,O,X,X
STIOZLJ,O,X,X,O,X,X,O,X,X,O,O,X,X
STIOZJL,O,X,X,O,X,X,O,X,X,O,O,X,X
STLIJZO,X,O,X,X,X,X,O,X,X,O,X,O,X
STLIJOZ,X,O,X,X,X,O,O,X,X,O,X,O,X
STLIZJO,X,O,X,O,X,X,O,X,X,O,X,O,X
STLIZOJ,X,X,X,O,X,X,O,X,X,O,O,X,X
STLIOJZ,X,O,X,X,X,O,O,X,X,O,X,O,X
STLIOZJ,X,X,X,O,X,O,O,X,X,O,O,X,X
STLJIZO,O,O,X,X,X,X,O,O,X,X,X,O,X
STLJIOZ,O,O,O,X,X,O,O,O,X,X,X,O,X
STLJZIO,O,O,O,O,X,X,O,O,O,X,X,O,X
STLJZOI,O,O,O,O,X,O,X,X,O,X,X,X,X
STLJOIZ,O,O,O,X,X,O,O,O,X,X,X,O,X
STLJOZI,O,O,O,O,X,O,X,X,O,X,X,X,X
STLZIJO,O,O,X,O,X,X,O,X,X,X,X,O,X
STLZIOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,O,X,X,X,X,O,X
STLZJOI,O,O,O,O,X,O,X,X,X,X,X,X,X
STLZOIJ,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZOJI,O,X,O,O,X,O,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,O,O,O,X,X,X,O,X
STLOIZJ,X,X,X,O,X,O,O,O,X,X,O,X,X
STLOJIZ,O,O,O,X,X,O,O,O,X,X,X,O,X
STLOJZI,O,O,O,O,X,O,X,O,O,X,X,X,X
STLOZIJ,O,X,X,O,X,O,X,O,X,X,X,X,X
STLOZJI,O,X,O,O,X,O,X,O,X,X,X,X,X
STJILZO,O,O,X,X,X,X,O,O,X,X,X,O,O
STJILOZ,O,O,O,X,X,X,O,O,X,X,X,O,O
STJIZLO,O,O,O,O,X,X,O,O,X,X,X,X,O
STJIZOL,O,O,O,O,X,X,O,O,X,X,O,X,X
STJIOLZ,O,O,O,X,X,O,O,O,X,X,X,X,O
STJIOZL,O,O,O,O,X,X,O,O,X,X,O,X,X
STJLIZO,O,O,X,X,X,X,O,O,X,X,X,O,O
STJLIOZ,O,O,O,X,X,O,O,O,X,X,X,O,O
STJLZIO,O,O,O,O,X,X,O,O,O,X,X,O,O
STJLZOI,O,O,O,O,X,O,X,X,O,X,X,X,X
STJLOIZ,O,O,O,X,X,O,O,O,X,X,X,O,O
STJLOZI,O,O,O,O,X,O,X,O,O,X,X,X,X
STJZILO,O,O,O,O,X,X,O,O,X,X,X,X,O
STJZIOL,O,O,O,O,X,X,O,O,O,X,X,X,X
STJZLIO,O,O,O,O,X,X,O,O,O,X,X,X,O
STJZLOI,O,O,O,O,X,X,X,X,O,X,X,X,X
STJZOIL,O,O,O,O,X,X,X,O,O,X,X,X,X
STJZOLI,O,O,O,O,X,X,X,O,O,X,X,X,X
STJOILZ,O,O,O,X,X,O,O,O,X,X,X,X,O
STJOIZL,O,O,O,O,X,X,O,O,X,X,O,X,X
STJOLIZ,O,O,O,X,X,O,O,O,X,X,X,X,O
STJOLZI,O,O,O,O,X,O,X,O,O,X,X,X,X
STJOZIL,O,O,O,O,X,X,X,O,O,X,X,X,X
STJOZLI,O,O,O,O,X,X,X,O,O,X,X,X,X
STZILJO,O,O,X,O,X,X,O,X,X,X,X,X,X
STZILOJ,O,X,X,O,X,X,O,X,X,X,O,X,X
STZIJLO,O,O,X,O,X,X,O,X,X,X,X,X,X
STZIJOL,O,O,X,O,X,X,O,X,X,X,O,X,X
STZIOLJ,O,X,X,O,X,X,O,X,X,X,O,X,X
STZIOJL,O,X,X,O,X,X,O,X,X,X,O,X,X
STZLIJO,O,O,X,O,X,X,O,X,X,X,X,X,X
STZLIOJ,O,X,X,O,X,X,O,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZLOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZJIOL,O,O,O,O,X,X,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,X,X,X,X,X,X,X,X
STZJOLI,O,O,O,O,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,O,X,X
STZOLIJ,O,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOJIL,O,X,O,O,X,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,O,X,X,X,X,X,X,X,X,X
STOILJZ,O,O,X,X,X,O,O,O,X,X,X,X,X
STOILZJ,X,X,X,O,X,O,O,O,X,X,O,X,X
STOIJLZ,O,O,X,X,X,O,O,O,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,O,O,X,X,O,X,X
STOIZLJ,O,X,X,O,X,X,O,O,X,X,O,X,X
STOIZJL,O,X,X,O,X,X,O,X,X,X,O,X,X
STOLIJZ,O,O,X,X,X,O,O,O,X,X,X,X,X
STOLIZJ,X,X,X,O,X,O,O,O,X,X,O,X,X
STOLJIZ,O,O,O,X,X,O,O,O,X,X,X,X,X
STOLJZI,O,O,O,O,X,O,X,O,O,X,X,X,X
STOLZIJ,O,X,X,O,X,O,X,O,X,X,X,X,X
STOLZJI,O,X,O,O,X,O,X,O,X,X,X,X,X
STOJILZ,O,O,O,X,X,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,O,X,X,O,O,X,X,O,X,X
STOJLIZ,O,O,O,X,X,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,O,X,O,X,O,O,X,X,X,X
STOJZIL,O,O,O,O,X,X,X,O,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,O,O,X,X,X,X
STOZILJ,O,X,X,O,X,X,X,O,X,X,O,X,X
STOZIJL,O,X,X,O,X,X,X,X,X,X,O,X,X
STOZLIJ,O,X,X,O,X,X,X,O,X,X,X,X,X
STOZLJI,O,X,O,O,X,X,X,O,X,X,X,X,X
STOZJIL,O,X,O,O,X,X,X,O,X,X,X,X,X
STOZJLI,O,X,O,O,X,X,X,O,X,X,X,X,X
SITLJZO,X,O,X,X,X,X,O,X,X,O,X,O,X
SITLJOZ,X,O,X,X,X,X,O,X,X,O,X,O,X
SITLZJO,X,O,X,O,X,X,O,X,X,O,X,O,X
SITLZOJ,X,X,X,O,X,X,O,X,X,O,O,X,X
SITLOJZ,X,O,X,X,X,X,O,X,X,O,X,O,X
SITLOZJ,X,X,X,O,X,X,O,X,X,O,O,X,X
SITJLZO,O,O,X,X,X,X,O,X,X,O,X,O,O
SITJLOZ,O,O,X,X,X,X,O,X,X,O,X,O,O
SITJZLO,O,O,X,O,X,X,O,X,X,O,X,X,O
SITJZOL,O,O,X,O,X,X,O,X,X,O,O,X,X
SITJOLZ,O,O,X,X,X,X,O,X,X,O,X,X,O
SITJOZL,O,O,X,O,X,X,O,X,X,O,O,X,X
SITZLJO,O,O,X,O,X,X,O,X,X,O,X,X,X
SITZLOJ,O,X,X,O,X,X,O,X,X,O,O,X,X
SITZJLO,O,O,X,O,X,X,O,X,X,O,X,X,X
SITZJOL,O,O,X,O,X,X,O,X,X,O,O,X,X
SITZOLJ,O,X,X,O,X,X,O,X,X,O,O,X,X
SITZOJL,O,X,X,O,X,X,O,X,X,O,O,X,X
SITOLJZ,O,O,X,X,X,X,O,X,X,O,X,X,X
SITOLZJ,X,X,X,O,X,X,O,X,X,O,O,X,X
SITOJLZ,O,O,X,X,X,X,O,X,X,O,X,X,X
SITOJZL,O,O,X,O,X,X,O,X,X,O,O,X,X
SITOZLJ,O,X,X,O,X,X,O,X,X,O,O,X,X
SITOZJL,O,X,X,O,X,X,O,X,X,O,O,X,X
SILTJZO,X,O,X,X,X,X,X,X,X,O,X,O,X
SILTJOZ,X,O,X,X,X,X,O,X,X,O,X,O,X
SILTZJO,X,O,X,X,X,X,X,X,X,O,X,X,X
SILTZOJ,X,X,X,X,X,X,X,X,X,O,O,X,X
SILTOJZ,X,O,X,X,X,X,O,X,X,O,X,X,X
SILTOZJ,X,X,X,X,X,X,X,X,X,O,O,X,X
SILJTZO,X,O,X,X,X,X,X,X,X,O,X,O,X
SILJTOZ,X,O,O,X,X,X,O,X,X,O,X,O,X
SILJZTO,X,X,O,X,O,X,X,X,X,O,X,O,X
SILJZOT,X,O,O,X,O,X,O,X,X,O,X,X,X
SILJOTZ,X,O,O,X,X,X,O,X,X,O,X,O,X
SILJOZT,X,O,O,X,X,X,O,X,X,O,X,X,X
SILZTJO,X,X,X,X,O,X,X,X,X,O,X,X,X
SILZTOJ,X,X,X,X,O,X,X,X,X,O,X,X,X
SILZJTO,X,X,O,X,O,X,X,X,X,O,X,O,X
SILZJOT,X,O,O,X,O,X,O,X,X,O,X,X,X
SILZOTJ,X,X,X,X,O,X,X,X,X,O,O,X,X
SILZOJT,X,X,O,X,O,X,O,X,X,O,O,X,X
SILOTJZ,X,X,X,X,X,X,O,X,X,O,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X,O,O,X,X
SILOJTZ,X,O,O,X,X,X,O,X,X,O,X,O,X
SILOJZT,X,O,O,X,X,X,O,X,X,O,X,X,X
SILOZTJ,X,X,X,X,X,X,X,X,X,O,O,X,X
SILOZJT,X,X,O,X,X,X,O,X,X,O,O,X,X
SIJTLZO,O,O,X,X,X,X,O,X,X,O,X,X,O
SIJTLOZ,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJTZLO,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJTZOL,O,O,O,X,X,X,O,X,X,O,O,X,X
SIJTOLZ,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJTOZL,O,O,O,X,X,X,O,X,X,O,O,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,O,X,X,O
SIJLTOZ,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJLZTO,O,X,O,X,O,X,X,X,X,O,X,X,O
SIJLZOT,O,O,O,X,O,X,O,X,X,O,X,X,X
SIJLOTZ,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJLOZT,O,O,O,X,X,X,O,X,X,O,X,X,X
SIJZTLO,O,X,O,X,O,X,X,X,X,O,X,X,X
SIJZTOL,O,X,O,X,O,X,X,X,X,O,X,X,X
SIJZLTO,O,X,O,X,O,X,X,X,X,O,X,X,O
SIJZLOT,O,O,O,X,O,X,O,X,X,O,X,X,X
SIJZOTL,O,X,O,X,O,X,X,X,X,O,O,X,X
SIJZOLT,O,O,O,X,O,X,O,X,X,O,O,X,X
SIJOTLZ,O,O,O,X,X,X,O,X,X,O,X,X,X
SIJOTZL,O,X,O,X,X,X,O,X,X,O,O,X,X
SIJOLTZ,O,O,O,X,X,X,O,X,X,O,X,X,O
SIJOLZT,O,O,O,X,X,X,O,X,X,O,X,X,X
SIJOZTL,O,X,O,X,X,X,X,X,X,O,O,X,X
SIJOZLT,O,O,O,X,X,X,O,X,X,O,O,X,X
SIZTLJO,O,X,X,O,O,X,X,X,X,O,X,X,X
SIZTLOJ,X,X,X,O,O,X,X,X,X,O,O,X,X
SIZTJLO,O,X,X,O,O,X,X,X,X,O,X,X,X
SIZTJOL,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZTOLJ,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZTOJL,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZLTJO,O,X,X,O,O,X,X,X,X,O,X,X,X
SIZLTOJ,X,X,X,O,O,X,X,X,X,O,X,X,X
SIZLJTO,O,X,O,X,O,X,X,X,X,O,X,X,X
SIZLJOT,O,O,O,X,O,X,O,X,X,O,X,X,X
SIZLOTJ,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZLOJT,O,X,O,X,O,X,O,X,X,O,O,X,X
SIZJTLO,O,X,O,X,O,X,X,X,X,O,X,X,X
SIZJTOL,O,X,O,X,O,X,X,X,X,O,X,X,X
SIZJLTO,O,X,O,X,O,X,X,X,X,O,X,X,X
SIZJLOT,O,O,O,X,O,X,O,X,X,O,X,X,X
SIZJOTL,O,X,O,X,O,X,X,X,X,O,O,X,X
SIZJOLT,O,O,O,X,O,X,O,X,X,O,O,X,X
SIZOTLJ,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZOTJL,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZOLTJ,O,X,X,O,O,X,X,X,X,O,O,X,X
SIZOLJT,O,X,O,X,O,X,O,X,X,O,O,X,X
SIZOJTL,O,X,O,X,O,X,X,X,X,O,O,X,X
SIZOJLT,O,X,O,X,O,X,O,X,X,O,O,X,X
SIOTLJZ,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOTLZJ,X,X,X,O,X,X,O,X,X,O,O,X,X
SIOTJLZ,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOTJZL,O,X,X,O,X,X,O,X,X,O,O,X,X
