sequence,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?SlBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhF+gBxdB?3fBziB0pBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je06IvhF6gBxdB?2kBziBlpB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF6iBOjB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgBXeB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhFWgB0dB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhFXeBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?qlBziBlpBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je//IvhFFbBxdB?ziB2pB0lBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex6IvhF0dBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6AJvhFxdBlfB?ziBOkB8pB3qB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je6CJvhFOjBxfB?clBTkB3qBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jei6IvhFxdBWlB?ziB/pBlqBcqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFOkBXgB?ziBqlBUqBlpB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBmfB?0iBTkB1qBSvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeX+IvhFxfBOkB?TgB0iBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Je09IvhFxfBOkB?TgBXjBqpBlqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8Jex9IvhFVlBziB?2pBqlB/pBUqB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeZ/IvhF0dBzfB?qlBXjBFlBWvB,v115@3gB8HeC8BeA8DeC8BeA8EeF8CeF8JeO/IvhFXbBxdB?ziB1pB0lBSvB
ZJLSOTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLSOIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJLOTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZJLOTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJLOITS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJLOIST,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJLOSTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJLOSIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJSTILO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTOIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSTOLI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSITLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILTO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJSIOTL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSIOLT,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSLTIO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
ZJSLITO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJSLOTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSLOIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJSOTIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSOTLI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSOITL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSOILT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJSOLTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJSOLIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOTILS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOTISL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZJOTLIS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOTLSI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOTSIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZJOTSLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZJOITLS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZJOITSL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZJOILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOILST,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJOISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOISLT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOLTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZJOLTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZJOLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZJOLIST,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJOLSTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOLSIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZJOSTIL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOSTLI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOSITL,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOSILT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZJOSLTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZJOSLIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSTILJO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTILOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSTIJLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTIJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZSTIOLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZSTIOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZSTLIJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
ZSTLIOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZSTLJIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTLJOI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZSTLOIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSTLOJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZSTJILO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTJIOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSTJLOI,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSTJOIL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSTJOLI,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSTOILJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZSTOIJL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
ZSTOLIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSTOLJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
ZSTOJIL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSTOJLI,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSITLJO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITJLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSITJOL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSITOLJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSITOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSILTJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILTOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSILJTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSILOTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSILOJT,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIJTLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSIJOTL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSIJOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZSIOTLJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOTJL,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSIOLTJ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSIOLJT,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSIOJTL,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSIOJLT,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSLTIJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZSLTIOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZSLTJIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLTOIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLTOJI,O,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLITJO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZSLITOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZSLIJTO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
ZSLIJOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X
ZSLIOTJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZSLIOJT,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X
ZSLJTIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
ZSLJITO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSLJOIT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSLOTIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTJI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOITJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOIJT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSLOJTI,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSLOJIT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSJTILO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTIOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLIO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJTLOI,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSJTOLI,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSJITLO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILTO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJIOTL,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSJIOLT,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSJLTIO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLTOI,O,X,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSJLITO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZSJLOTI,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSJLOIT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,O,X
ZSJOTIL,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSJOTLI,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSJOITL,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSJOILT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSJOLTI,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSJOLIT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSOTILJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZSOTIJL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
ZSOTLIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTLJI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZSOTJIL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSOTJLI,O,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O
ZSOITLJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZSOITJL,O,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
ZSOILTJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOILJT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSOIJTL,O,X,X,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZSOIJLT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSOLTIJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLTJI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLITJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSOLIJT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSOLJTI,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZSOLJIT,O,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
ZSOJTIL,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSOJTLI,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSOJITL,O,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X
ZSOJILT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSOJLTI,O,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZSOJLIT,O,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X,X,X,X,X
ZOTILJS,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTILSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTIJLS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTIJSL,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOTISLJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZOTISJL,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOTLIJS,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZOTLISJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOTLJIS,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTLJSI,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTLSIJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTLSJI,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJILS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOTJISL,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOTJLIS,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJLSI,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOTJSIL,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOTJSLI,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOTSILJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZOTSIJL,O,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,O
ZOTSLIJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTSLJI,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
ZOTSJIL,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOTSJLI,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOITLJS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOITLSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOITJLS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOITJSL,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOITSLJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOITSJL,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOILTJS,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOILTSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOILJTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILJST,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZOILSTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOIJTSL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOIJLTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJLST,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZOIJSTL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOISTLJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O
ZOISTJL,O,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,O
ZOISLTJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOISLJT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOISJTL,O,X,X,X,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,X
ZOISJLT,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,O
ZOLTISJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOLTJIS,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOLTJSI,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOLTSIJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOLTSJI,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
ZOLITJS,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOLITSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOLIJTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
ZOLIJST,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X
ZOLISTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOLISJT,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOLJTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLJITS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOLJSTI,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZOLSTIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOLSJTI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSJIT,O,X,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
ZOJTILS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJTISL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJTLIS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJTLSI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJTSIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJTSLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJITLS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
ZOJITSL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOJILTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOJILST,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X
ZOJISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJLTIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOJLTSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
