sequence,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhF3cBGeB?TgBliBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFzcBGeB?igB3iBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBcmBOnBqsB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFfiBTeB?igB+nBFmB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeF7IvhFxcBTeB?3gBGiBimB0sB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeR7IvhFFdBTgB?OmBCjBUnBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFyhBWjB?xlBTnBFmBXtB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeaAJvhFzbBRdB?GiBFmB/sBctB,v115@zgA8IeB8HeB8FeF8AeA8BeI8BeA8JeU7IvhFylBWnB?xnBFmBTnBXtB
SIZJLOT,X,O,X,X,X,X,X,X,O
SIZJOTL,X,O,X,X,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,O,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,O,X,X
SIZOJTL,X,O,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,O,X,X
SIOTLJZ,O,O,O,O,O,X,X,X,X
SIOTLZJ,X,O,O,X,O,X,X,X,X
SIOTJLZ,O,O,X,O,O,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,O,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,O,X,X,X,X
SIOLTZJ,O,X,O,X,O,X,X,X,X
SIOLJTZ,O,O,O,O,O,X,X,X,X
SIOLJZT,O,O,X,X,O,X,O,X,X
SIOLZTJ,O,X,X,X,O,X,X,X,X
SIOLZJT,O,O,X,X,X,X,O,X,X
SIOJTLZ,O,O,X,O,O,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,O,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,O,X,X
SIOJZTL,X,O,X,X,X,O,X,X,X
SIOJZLT,X,O,X,X,X,O,O,X,X
SIOZTLJ,X,X,X,X,O,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,O,X,X
SIOZJTL,X,O,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,O,X,X
SLTIJZO,O,O,O,X,O,X,X,O,X
SLTIJOZ,O,O,O,X,O,X,X,O,X
SLTIZJO,O,O,O,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,O,X,X,X,X
SLTIOJZ,O,O,O,X,O,X,X,O,X
SLTIOZJ,O,O,O,X,O,X,X,X,X
SLTJIZO,O,O,O,X,O,X,X,O,X
SLTJIOZ,O,O,O,X,O,X,X,O,X
SLTJZIO,O,O,O,X,O,X,X,O,X
SLTJZOI,O,O,O,X,O,X,X,O,X
SLTJOIZ,O,O,O,X,O,X,X,O,X
SLTJOZI,O,O,O,X,O,X,X,O,X
SLTZIJO,O,O,O,X,X,X,X,X,X
SLTZIOJ,X,O,O,X,O,X,X,X,X
SLTZJIO,O,O,O,X,O,X,X,O,X
SLTZJOI,O,O,O,X,O,X,X,O,X
SLTZOIJ,O,O,O,X,O,X,X,X,X
SLTZOJI,O,O,O,X,O,X,X,O,X
SLTOIJZ,O,O,O,X,O,X,X,O,X
SLTOIZJ,O,O,O,X,O,X,X,X,X
SLTOJIZ,O,O,O,X,O,X,X,O,X
SLTOJZI,O,O,O,X,O,X,X,O,X
SLTOZIJ,O,O,O,X,O,X,X,X,X
SLTOZJI,O,O,O,X,O,X,X,O,X
SLITJZO,O,O,O,X,O,X,X,O,X
SLITJOZ,O,O,O,X,O,X,X,O,X
SLITZJO,O,O,O,X,X,X,X,X,X
SLITZOJ,X,O,O,X,O,X,X,X,X
SLITOJZ,O,O,O,X,O,X,X,O,X
SLITOZJ,O,O,O,X,O,X,X,X,X
SLIJTZO,O,O,O,O,O,X,X,O,X
SLIJTOZ,O,O,O,O,O,X,X,O,X
SLIJZTO,O,X,X,X,O,X,X,X,O
SLIJZOT,O,O,X,X,O,X,X,X,O
SLIJOTZ,O,O,O,O,O,X,X,X,X
SLIJOZT,O,O,X,X,O,X,X,X,X
SLIZTJO,O,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,O,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X,X,O
SLIZJOT,O,O,X,X,X,X,X,X,O
SLIZOTJ,X,X,X,X,O,X,X,X,X
SLIZOJT,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,O,X,O,X,X,X,X
SLIOTZJ,O,X,O,X,O,X,X,X,X
SLIOJTZ,O,O,O,O,O,X,X,X,X
SLIOJZT,O,O,X,X,O,X,X,X,X
SLIOZTJ,O,X,X,X,O,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X
SLJTIZO,O,O,O,O,O,X,X,O,X
SLJTIOZ,O,O,O,O,O,X,X,O,X
SLJTZIO,O,O,O,O,O,X,X,O,X
SLJTZOI,O,O,O,O,O,X,X,O,X
SLJTOIZ,O,O,O,O,O,X,X,O,X
SLJTOZI,O,O,O,O,O,X,X,O,X
SLJITZO,O,O,O,O,O,X,X,O,X
SLJITOZ,O,O,O,O,O,X,X,O,X
SLJIZTO,O,X,O,X,O,X,X,X,O
SLJIZOT,O,O,O,X,O,X,X,X,O
SLJIOTZ,O,O,O,O,O,X,X,X,X
SLJIOZT,O,O,O,X,O,X,X,X,X
SLJZTIO,X,X,O,X,O,X,X,O,X
SLJZTOI,X,X,O,X,O,X,X,O,X
SLJZITO,O,X,O,X,O,X,X,X,O
SLJZIOT,O,O,O,X,O,X,X,X,O
SLJZOTI,X,O,O,O,O,X,X,X,X
SLJZOIT,O,O,O,X,O,X,X,X,X
SLJOTIZ,O,O,O,O,O,X,X,O,X
SLJOTZI,O,O,O,O,O,X,X,O,X
SLJOITZ,O,O,O,O,O,X,X,X,X
SLJOIZT,O,O,O,X,O,X,X,X,X
SLJOZTI,X,O,O,O,O,X,X,X,X
SLJOZIT,O,O,O,X,O,X,X,X,X
SLZTIJO,O,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,O,X,O,X,X,X,X
SLZTJIO,O,X,O,X,O,X,X,O,X
SLZTJOI,O,X,O,X,O,X,X,O,X
SLZTOIJ,O,X,O,X,O,X,X,X,X
SLZTOJI,O,X,O,X,O,X,X,O,X
SLZITJO,O,X,O,X,X,X,X,X,X
SLZITOJ,X,X,O,X,O,X,X,X,X
SLZIJTO,O,X,O,X,X,X,X,X,O
SLZIJOT,O,O,O,X,X,X,X,X,O
SLZIOTJ,X,X,O,X,O,X,X,X,X
SLZIOJT,X,O,O,X,X,X,X,X,X
SLZJTIO,X,X,O,X,O,X,X,O,X
SLZJTOI,X,X,O,X,O,X,X,O,X
SLZJITO,O,X,O,X,O,X,X,X,O
SLZJIOT,O,O,O,X,O,X,X,X,O
SLZJOTI,X,O,O,X,O,X,X,X,X
SLZJOIT,O,O,O,X,O,X,X,X,X
SLZOTIJ,O,X,O,X,O,X,X,X,X
SLZOTJI,O,X,O,X,O,X,X,X,X
SLZOITJ,O,X,O,X,O,X,X,X,X
SLZOIJT,O,O,O,X,X,X,X,X,X
SLZOJTI,X,O,O,X,O,X,X,X,X
SLZOJIT,O,O,O,X,O,X,X,X,X
SLOTIJZ,O,O,O,X,O,X,X,O,X
SLOTIZJ,O,O,O,X,O,X,X,X,X
SLOTJIZ,O,O,O,X,O,X,X,O,X
SLOTJZI,O,O,O,X,O,X,X,O,X
SLOTZIJ,O,O,O,X,O,X,X,X,X
SLOTZJI,O,O,O,X,O,X,X,O,X
SLOITJZ,O,O,O,X,O,X,X,X,X
SLOITZJ,O,X,O,X,O,X,X,X,X
SLOIJTZ,O,O,O,O,O,X,X,X,X
SLOIJZT,O,O,X,X,O,X,X,X,X
SLOIZTJ,O,X,X,X,O,X,X,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,O,O,X,X,O,X
SLOJTZI,O,O,O,O,O,X,X,O,X
SLOJITZ,O,O,O,O,O,X,X,X,X
SLOJIZT,O,O,O,X,O,X,X,X,X
SLOJZTI,X,O,O,O,O,X,X,X,X
SLOJZIT,O,O,O,X,O,X,X,X,X
SLOZTIJ,O,X,O,X,O,X,X,X,X
SLOZTJI,O,X,O,X,O,X,X,X,X
SLOZITJ,O,X,O,X,O,X,X,X,X
SLOZIJT,O,O,O,X,X,X,X,X,X
SLOZJTI,X,O,O,X,O,X,X,X,X
SLOZJIT,O,O,O,X,O,X,X,X,X
SJTILZO,X,O,X,O,X,X,X,O,X
SJTILOZ,O,O,X,O,O,X,X,O,X
SJTIZLO,X,O,X,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X,X,X
SJTIOLZ,O,O,X,O,O,X,X,O,X
SJTIOZL,O,O,X,X,X,X,X,X,X
SJTLIZO,X,O,O,O,O,X,X,O,X
SJTLIOZ,O,O,O,O,O,X,X,O,X
SJTLZIO,X,O,O,O,O,X,X,O,X
SJTLZOI,X,O,O,O,O,X,X,O,X
SJTLOIZ,O,O,O,O,O,X,X,O,X
SJTLOZI,O,O,O,O,O,X,X,O,X
SJTZILO,X,O,O,X,X,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X,X
SJTZLIO,X,O,O,O,X,X,X,O,X
SJTZLOI,X,O,O,O,X,X,X,O,X
SJTZOIL,O,O,O,X,X,X,X,X,X
SJTZOLI,O,O,O,O,X,X,X,O,X
SJTOILZ,O,O,X,O,O,X,X,O,X
SJTOIZL,O,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,O,O,O,X,X,O,X
SJTOLZI,O,O,O,O,O,X,X,O,X
SJTOZIL,O,O,O,X,X,X,X,X,X
SJTOZLI,O,O,O,O,X,X,X,O,X
SJITLZO,X,O,X,O,X,X,X,O,X
SJITLOZ,O,O,X,O,O,X,X,O,X
SJITZLO,X,O,X,X,X,X,X,X,X
SJITZOL,O,O,X,X,X,X,X,X,X
SJITOLZ,O,O,X,O,O,X,X,O,X
SJITOZL,O,O,X,X,X,X,X,X,X
SJILTZO,O,O,X,O,X,X,X,O,X
SJILTOZ,O,O,X,O,O,X,X,O,X
SJILZTO,O,X,X,X,X,X,X,X,O
SJILZOT,O,O,X,X,X,X,X,X,O
SJILOTZ,O,O,X,O,O,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X
SJIZTLO,X,O,X,X,X,X,X,X,X
SJIZTOL,X,O,X,X,X,X,X,X,X
SJIZLTO,X,X,X,X,X,X,X,X,O
SJIZLOT,X,O,X,X,X,X,X,X,O
SJIZOTL,X,O,X,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,O,O,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X,X,X
SJIOLTZ,O,O,X,O,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X
SJIOZTL,X,O,X,X,X,X,X,X,X
SJIOZLT,X,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,X,X,O,X
SJLTIOZ,O,O,O,O,O,X,X,O,X
SJLTZIO,O,O,O,O,O,X,X,O,X
SJLTZOI,O,O,O,O,O,X,X,O,X
SJLTOIZ,O,O,O,O,O,X,X,O,X
SJLTOZI,O,O,O,O,O,X,X,O,X
SJLITZO,O,O,O,O,O,X,X,O,X
SJLITOZ,O,O,O,O,O,X,X,O,X
SJLIZTO,O,X,X,X,O,X,X,X,O
SJLIZOT,O,O,X,X,O,X,X,X,O
SJLIOTZ,O,O,O,O,O,X,X,X,X
SJLIOZT,O,O,X,X,O,X,X,X,X
SJLZTIO,X,X,O,X,O,X,X,O,X
SJLZTOI,X,X,O,X,O,X,X,O,X
SJLZITO,O,X,X,X,O,X,X,X,O
SJLZIOT,O,O,X,X,O,X,X,X,O
SJLZOTI,X,O,O,O,O,X,X,X,X
SJLZOIT,O,O,X,X,O,X,X,X,X
SJLOTIZ,O,O,O,O,O,X,X,O,X
SJLOTZI,O,O,O,O,O,X,X,O,X
SJLOITZ,O,O,O,O,O,X,X,X,X
SJLOIZT,O,O,X,X,O,X,X,X,X
SJLOZTI,X,O,O,O,O,X,X,X,X
SJLOZIT,O,O,X,X,O,X,X,X,X
SJZTILO,X,O,X,X,X,X,X,X,X
SJZTIOL,X,O,X,X,X,X,X,X,X
SJZTLIO,X,O,X,O,X,X,X,O,X
SJZTLOI,X,O,X,O,X,O,X,O,X
SJZTOIL,X,O,X,X,X,O,X,X,X
SJZTOLI,X,O,X,O,X,O,X,O,X
SJZITLO,X,O,X,X,X,X,X,X,X
SJZITOL,X,O,X,X,X,X,X,X,X
SJZILTO,X,X,X,X,X,X,X,X,O
SJZILOT,X,O,X,X,X,X,X,X,O
SJZIOTL,X,O,X,X,X,X,X,X,X
SJZIOLT,X,O,X,X,X,X,X,X,X
SJZLTIO,X,X,X,X,X,X,X,O,X
SJZLTOI,X,X,X,X,X,O,X,O,X
SJZLITO,X,X,X,X,X,X,X,X,O
SJZLIOT,X,O,X,X,X,X,X,X,O
SJZLOTI,X,O,X,O,X,O,X,X,X
SJZLOIT,X,O,X,X,X,O,X,X,X
SJZOTIL,X,O,X,X,X,O,X,X,X
SJZOTLI,X,O,X,O,X,O,X,X,X
SJZOITL,X,O,X,X,X,O,X,X,X
SJZOILT,X,O,X,X,X,O,X,X,X
SJZOLTI,X,O,X,O,X,O,X,X,X
SJZOLIT,X,O,X,X,X,O,X,X,X
SJOTILZ,O,O,X,O,O,X,X,O,X
SJOTIZL,O,O,X,X,X,X,X,X,X
SJOTLIZ,O,O,O,O,O,X,X,O,X
SJOTLZI,O,O,O,O,O,X,X,O,X
SJOTZIL,O,O,O,X,X,X,X,X,X
SJOTZLI,O,O,O,O,X,X,X,O,X
SJOITLZ,O,O,X,O,O,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X,X
SJOILTZ,O,O,X,O,X,X,X,X,X
SJOILZT,O,O,X,X,X,X,X,X,X
SJOIZTL,X,O,X,X,X,O,X,X,X
SJOIZLT,X,O,X,X,X,O,X,X,X
SJOLTIZ,O,O,O,O,O,X,X,O,X
SJOLTZI,O,O,O,O,O,X,X,O,X
SJOLITZ,O,O,O,O,O,X,X,X,X
SJOLIZT,O,O,X,X,O,X,X,X,X
SJOLZTI,X,O,O,O,O,X,X,X,X
SJOLZIT,O,O,X,X,O,X,X,X,X
SJOZTIL,X,O,X,X,X,O,X,X,X
SJOZTLI,X,O,X,O,X,O,X,X,X
SJOZITL,X,O,X,X,X,O,X,X,X
SJOZILT,X,O,X,X,X,O,X,X,X
SJOZLTI,X,O,X,O,X,O,X,X,X
SJOZLIT,X,O,X,X,X,O,X,X,X
SZTILJO,X,O,O,X,X,X,X,X,X
SZTILOJ,X,O,O,X,O,X,X,X,X
SZTIJLO,X,O,O,X,X,X,X,X,X
SZTIJOL,X,O,O,X,X,X,X,X,X
SZTIOLJ,X,X,O,X,O,X,X,X,X
SZTIOJL,X,O,O,X,X,X,X,X,X
SZTLIJO,X,O,O,X,X,X,X,X,X
SZTLIOJ,X,O,O,X,O,X,X,X,X
SZTLJIO,X,O,O,X,O,X,X,O,X
SZTLJOI,X,O,O,X,O,X,X,O,X
SZTLOIJ,X,O,O,X,O,X,X,X,X
SZTLOJI,X,O,O,X,O,X,X,O,X
SZTJILO,X,O,O,X,X,X,X,X,X
SZTJIOL,X,O,O,X,X,X,X,X,X
SZTJLIO,X,O,O,X,X,X,X,O,X
SZTJLOI,X,O,O,X,X,X,X,O,X
SZTJOIL,X,O,O,X,X,X,X,X,X
SZTJOLI,X,O,O,X,X,X,X,O,X
SZTOILJ,X,X,O,X,O,X,X,X,X
SZTOIJL,X,O,O,X,X,X,X,X,X
SZTOLIJ,X,O,O,X,O,X,X,X,X
SZTOLJI,X,O,O,X,O,X,X,O,X
SZTOJIL,X,O,O,X,X,X,X,X,X
SZTOJLI,X,O,O,X,X,X,X,O,X
SZITLJO,X,O,O,X,X,X,X,X,X
SZITLOJ,X,O,O,X,O,X,X,X,X
SZITJLO,X,O,O,X,X,X,X,X,X
SZITJOL,X,O,O,X,X,X,X,X,X
SZITOLJ,X,X,O,X,O,X,X,X,X
SZITOJL,X,O,O,X,X,X,X,X,X
SZILTJO,X,X,O,X,X,X,X,X,X
SZILTOJ,X,X,O,X,O,X,X,X,X
SZILJTO,X,X,O,X,X,X,X,X,O
SZILJOT,X,O,O,X,X,X,X,X,O
SZILOTJ,X,X,O,X,O,X,X,X,X
SZILOJT,X,O,O,X,X,X,X,X,X
SZIJTLO,X,O,O,X,X,X,X,X,X
SZIJTOL,X,O,O,X,X,X,X,X,X
SZIJLTO,X,X,O,X,X,X,X,X,O
SZIJLOT,X,O,O,X,X,X,X,X,O
SZIJOTL,X,O,O,X,X,X,X,X,X
SZIJOLT,X,O,X,X,X,X,X,X,X
SZIOTLJ,X,X,O,X,O,X,X,X,X
SZIOTJL,X,X,O,X,X,X,X,X,X
SZIOLTJ,X,X,O,X,X,X,X,X,X
SZIOLJT,X,X,O,X,X,X,O,X,X
SZIOJTL,X,O,O,X,X,X,X,X,X
SZIOJLT,X,O,X,X,X,X,O,X,X
SZLTIJO,X,X,O,X,X,X,X,X,X
SZLTIOJ,X,X,O,X,O,X,X,X,X
SZLTJIO,X,X,O,X,O,X,X,O,X
SZLTJOI,X,X,O,X,O,X,X,O,X
SZLTOIJ,X,X,O,X,O,X,X,X,X
SZLTOJI,X,X,O,X,O,X,X,O,X
SZLITJO,X,X,O,X,X,X,X,X,X
SZLITOJ,X,X,O,X,O,X,X,X,X
SZLIJTO,X,X,O,X,X,X,X,X,O
SZLIJOT,X,O,O,X,X,X,X,X,O
SZLIOTJ,X,X,O,X,O,X,X,X,X
SZLIOJT,X,O,O,X,X,X,X,X,X
SZLJTIO,X,X,O,X,O,X,X,O,X
SZLJTOI,X,X,O,X,O,O,X,O,X
SZLJITO,X,X,O,X,O,X,X,X,O
SZLJIOT,X,O,O,X,O,X,X,X,O
SZLJOTI,X,O,O,X,O,O,X,X,X
SZLJOIT,X,O,O,X,O,O,X,X,X
SZLOTIJ,X,X,O,X,O,X,X,X,X
SZLOTJI,X,X,O,X,O,X,X,X,X
SZLOITJ,X,X,O,X,O,X,X,X,X
SZLOIJT,X,O,O,X,X,X,X,X,X
SZLOJTI,X,O,O,X,O,O,X,X,X
SZLOJIT,X,O,O,X,O,O,X,X,X
SZJTILO,X,O,O,X,X,X,X,X,X
SZJTIOL,X,O,O,X,X,X,X,X,X
SZJTLIO,X,O,O,X,X,X,X,O,X
SZJTLOI,X,O,O,X,X,O,X,O,X
SZJTOIL,X,O,O,X,X,O,X,X,X
SZJTOLI,X,O,O,X,X,O,X,O,X
SZJITLO,X,O,O,X,X,X,X,X,X
SZJITOL,X,O,O,X,X,X,X,X,X
SZJILTO,X,X,O,X,X,X,X,X,O
SZJILOT,X,O,O,X,X,X,X,X,O
SZJIOTL,X,O,O,X,X,X,X,X,X
SZJIOLT,X,O,X,X,X,X,X,X,X
SZJLTIO,X,X,O,X,X,X,X,O,X
SZJLTOI,X,X,O,X,X,O,X,O,X
SZJLITO,X,X,O,X,X,X,X,X,O
SZJLIOT,X,O,O,X,X,X,X,X,O
SZJLOTI,X,O,O,X,X,O,X,X,X
SZJLOIT,X,O,O,X,X,O,X,X,X
SZJOTIL,X,O,O,X,X,O,X,X,X
SZJOTLI,X,O,O,X,X,O,X,X,X
SZJOITL,X,O,O,X,X,O,X,X,X
SZJOILT,X,O,X,X,X,O,X,X,X
SZJOLTI,X,O,O,X,X,O,X,X,X
SZJOLIT,X,O,O,X,X,O,X,X,X
SZOTILJ,X,X,O,X,O,X,X,X,X
SZOTIJL,X,O,O,X,X,X,X,X,X
SZOTLIJ,X,O,O,X,O,X,X,X,X
SZOTLJI,X,O,O,X,O,X,X,X,X
SZOTJIL,X,O,O,X,X,X,X,X,X
SZOTJLI,X,O,O,X,X,X,X,X,X
SZOITLJ,X,X,O,X,O,X,X,X,X
SZOITJL,X,X,O,X,X,X,X,X,X
SZOILTJ,X,X,O,X,X,X,X,X,X
SZOILJT,X,X,O,X,X,X,O,X,X
SZOIJTL,X,O,O,X,X,X,X,X,X
SZOIJLT,X,O,X,X,X,X,O,X,X
SZOLTIJ,X,X,O,X,O,X,X,X,X
SZOLTJI,X,X,O,X,O,X,X,X,X
SZOLITJ,X,X,O,X,O,X,X,X,X
SZOLIJT,X,O,O,X,X,X,X,X,X
SZOLJTI,X,O,O,X,O,O,X,X,X
SZOLJIT,X,O,O,X,O,O,O,X,X
SZOJTIL,X,O,O,X,X,O,X,X,X
SZOJTLI,X,O,O,X,X,O,X,X,X
SZOJITL,X,O,O,X,X,O,X,X,X
SZOJILT,X,O,X,X,X,O,O,X,X
SZOJLTI,X,O,O,X,X,O,X,X,X
SZOJLIT,X,O,O,X,X,O,O,X,X
SOTILJZ,O,O,O,O,O,X,X,O,X
SOTILZJ,X,O,O,X,O,X,X,X,X
SOTIJLZ,O,O,X,O,O,X,X,O,X
SOTIJZL,O,O,X,X,X,X,X,X,X
SOTIZLJ,X,X,O,X,O,X,X,X,X
SOTIZJL,O,O,O,X,X,X,X,X,X
SOTLIJZ,O,O,O,O,O,X,X,O,X
SOTLIZJ,O,O,O,X,O,X,X,X,X
SOTLJIZ,O,O,O,O,O,X,X,O,X
SOTLJZI,O,O,O,O,O,X,X,O,X
SOTLZIJ,O,O,O,X,O,X,X,X,X
SOTLZJI,O,O,O,X,O,X,X,O,X
SOTJILZ,O,O,X,O,O,X,X,O,X
SOTJIZL,O,O,X,X,X,X,X,X,X
SOTJLIZ,O,O,O,O,O,X,X,O,X
SOTJLZI,O,O,O,O,O,X,X,O,X
SOTJZIL,O,O,O,X,X,X,X,X,X
SOTJZLI,O,O,O,O,X,X,X,O,X
SOTZILJ,X,X,O,X,O,X,X,X,X
SOTZIJL,O,O,O,X,X,X,X,X,X
SOTZLIJ,X,O,O,X,O,X,X,X,X
SOTZLJI,X,O,O,X,O,X,X,O,X
SOTZJIL,O,O,O,X,X,X,X,X,X
SOTZJLI,O,O,O,X,X,X,X,O,X
SOITLJZ,O,O,O,O,O,X,X,X,X
SOITLZJ,X,O,O,X,O,X,X,X,X
SOITJLZ,O,O,X,O,O,X,X,X,X
SOITJZL,O,O,X,X,X,X,X,X,X
SOITZLJ,X,X,O,X,O,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,X,X
SOILTJZ,O,O,O,X,O,X,X,X,X
SOILTZJ,O,X,O,X,O,X,X,X,X
SOILJTZ,O,O,O,O,O,X,X,X,X
SOILJZT,O,O,X,X,O,X,O,X,X
SOILZTJ,O,X,X,X,O,X,X,X,X
SOILZJT,O,O,X,X,X,X,O,X,X
SOIJTLZ,O,O,X,O,O,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X,X,X
SOIJLTZ,O,O,X,O,X,X,X,X,X
SOIJLZT,O,O,X,X,X,X,O,X,X
SOIJZTL,X,O,X,X,X,O,X,X,X
SOIJZLT,X,O,X,X,X,O,O,X,X
SOIZTLJ,X,X,X,X,O,X,X,X,X
SOIZTJL,X,X,X,X,X,X,X,X,X
SOIZLTJ,X,X,X,X,X,X,X,X,X
SOIZLJT,X,X,X,X,X,X,O,X,X
SOIZJTL,X,O,X,X,X,X,X,X,X
SOIZJLT,X,O,X,X,X,X,O,X,X
SOLTIJZ,O,O,O,X,O,X,X,O,X
SOLTIZJ,O,O,O,X,O,X,X,X,X
SOLTJIZ,O,O,O,X,O,X,X,O,X
SOLTJZI,O,O,O,X,O,X,X,O,X
SOLTZIJ,O,O,O,X,O,X,X,X,X
SOLTZJI,O,O,O,X,O,X,X,O,X
SOLITJZ,O,O,O,X,O,X,X,X,X
SOLITZJ,O,X,O,X,O,X,X,X,X
SOLIJTZ,O,O,O,O,O,X,X,X,X
SOLIJZT,O,O,X,X,O,X,O,X,X
SOLIZTJ,O,X,X,X,O,X,X,X,X
SOLIZJT,O,O,X,X,X,X,O,X,X
SOLJTIZ,O,O,O,O,O,X,X,O,X
SOLJTZI,O,O,O,O,O,X,X,O,X
SOLJITZ,O,O,O,O,O,X,X,X,X
SOLJIZT,O,O,O,X,O,X,O,X,X
SOLJZTI,X,O,O,O,O,X,X,X,X
SOLJZIT,O,O,O,X,O,X,O,X,X
SOLZTIJ,O,X,O,X,O,X,X,X,X
SOLZTJI,O,X,O,X,O,X,X,X,X
SOLZITJ,O,X,O,X,O,X,X,X,X
SOLZIJT,O,O,O,X,X,X,X,X,X
SOLZJTI,X,O,O,X,O,X,X,X,X
SOLZJIT,O,O,O,X,O,X,O,X,X
SOJTILZ,O,O,X,O,O,X,X,O,X
SOJTIZL,O,O,X,X,X,X,X,X,X
SOJTLIZ,O,O,O,O,O,X,X,O,X
SOJTLZI,O,O,O,O,O,X,X,O,X
SOJTZIL,O,O,O,X,X,X,X,X,X
SOJTZLI,O,O,O,O,X,X,X,O,X
SOJITLZ,O,O,X,O,O,X,X,X,X
SOJITZL,O,O,X,X,X,X,X,X,X
SOJILTZ,O,O,X,O,X,X,X,X,X
SOJILZT,O,O,X,X,X,X,O,X,X
SOJIZTL,X,O,X,X,X,O,X,X,X
SOJIZLT,X,O,X,X,X,O,O,X,X
SOJLTIZ,O,O,O,O,O,X,X,O,X
SOJLTZI,O,O,O,O,O,X,X,O,X
SOJLITZ,O,O,O,O,O,X,X,X,X
SOJLIZT,O,O,X,X,O,X,O,X,X
SOJLZTI,X,O,O,O,O,X,X,X,X
SOJLZIT,O,O,X,X,O,X,O,X,X
SOJZTIL,X,O,X,X,X,O,X,X,X
SOJZTLI,X,O,X,O,X,O,X,X,X
SOJZITL,X,O,X,X,X,O,X,X,X
SOJZILT,X,O,X,X,X,O,O,X,X
SOJZLTI,X,O,X,O,X,O,X,X,X
SOJZLIT,X,O,X,X,X,O,O,X,X
SOZTILJ,X,X,O,X,O,X,X,X,X
SOZTIJL,X,O,O,X,X,X,X,X,X
SOZTLIJ,X,O,O,X,O,X,X,X,X
SOZTLJI,X,O,O,X,O,X,X,X,X
SOZTJIL,X,O,O,X,X,X,X,X,X
SOZTJLI,X,O,O,X,X,X,X,X,X
SOZITLJ,X,X,O,X,O,X,X,X,X
SOZITJL,X,X,O,X,X,X,X,X,X
SOZILTJ,X,X,O,X,X,X,X,X,X
SOZILJT,X,X,O,X,X,X,O,X,X
SOZIJTL,X,O,O,X,X,X,X,X,X
SOZIJLT,X,O,X,X,X,X,O,X,X
SOZLTIJ,X,X,O,X,O,X,X,X,X
SOZLTJI,X,X,O,X,O,X,X,X,X
SOZLITJ,X,X,O,X,O,X,X,X,X
SOZLIJT,X,O,O,X,X,X,X,X,X
SOZLJTI,X,O,O,X,O,O,X,X,X
SOZLJIT,X,O,O,X,O,O,O,X,X
SOZJTIL,X,O,O,X,X,O,X,X,X
SOZJTLI,X,O,O,X,X,O,X,X,X
SOZJITL,X,O,O,X,X,O,X,X,X
SOZJILT,X,O,X,X,X,O,O,X,X
SOZJLTI,X,O,O,X,X,O,X,X,X
SOZJLIT,X,O,O,X,X,O,O,X,X
ZTILJSO,X,O,O,O,X,X,X,X,O
ZTILJOS,X,O,O,O,X,X,X,X,O
ZTILSJO,X,O,O,O,X,X,X,X,X
