sequence,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BTeBfmBlhB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?BSjBzgB3iBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFTd?BChBcoB/rBFnBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxdBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFTd?B6jBWnBZoBXhBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhFXd?BzgBSnBcoBlrBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBlhBTjB8rBOtB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF8h?B+jBzgB3iBatBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je07IvhFxc?BTeBFmBXnBOtBCsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFRd?BOnBTmBFoB/rBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFlc?BTeBxmBOtBcnB/rB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFTc?BxiBcoB/rBFnBmsB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Jex7IvhF6i?BfmBcoBzmBOtBlrB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8Je6AJvhFZh?B3dBzmBFoBurBctB,v115@zgB8HeC8GeC8GeD8CeA8AeF8AeB8AeA8JeRBJvhFcn?BTjBlgBCiB/rBOtB
ZSIOLJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSIOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSIOJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSLTIJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLTIOJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSLTJIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTJOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTOIJ,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZSLTOJI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLITJO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X
ZSLITOJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLIJTO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSLIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZSLIOJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSLJTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
ZSLOTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZSLOITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZSLOIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSLOJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSLOJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSJTILO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTIOL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTLIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTLOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTOIL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJTOLI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
ZSJITLO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJITOL,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZSJILTO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJILOT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJIOLT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O
ZSJLTIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLTOI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLITO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSJLOIT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSJOTIL,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJOTLI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSJOILT,O,X,X,O,O,X,X,X,X,X,X,X,O,X,O
ZSJOLTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSJOLIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOTILJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,O
ZSOTIJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZSOTLIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
ZSOTLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZSOTJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZSOITJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZSOILTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZSOILJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSOIJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOIJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSOLTIJ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X
ZSOLTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZSOLITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZSOLIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSOLJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSOLJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZSOJTIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJTLI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSOJITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSOJILT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZSOJLTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZSOJLIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOTILJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
ZOTILSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOTIJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOTIJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOTISLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOTISJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
ZOTLIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
ZOTLISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOTLJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOTLJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
ZOTLSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOTLSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOTJILS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOTJISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOTJLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
ZOTJLSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZOTJSIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOTJSLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSILJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
ZOTSIJL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O
ZOTSLIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOTSLJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOTSJIL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOTSJLI,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOITLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
ZOITLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOITJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOITJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOITSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOITSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
ZOILTJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZOILTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOILJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZOILSJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOIJTLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOIJTSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOIJLTS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOIJLST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOIJSLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOISTLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZOISTJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOISLTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZOISLJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOISJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOISJLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOLTIJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZOLTISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOLTJIS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLTJSI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLTSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOLTSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
ZOLITJS,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
ZOLITSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
ZOLIJTS,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZOLISJT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOLJTIS,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLJTSI,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZOLJITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOLJSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOLSTIJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOLSTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOLSITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZOLSIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOLSJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOLSJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOJTILS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOJTISL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZOJTLSI,O,O,X,X,X,O,X,O,O,O,X,X,X,X,X
ZOJTSIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJTSLI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJITLS,O,O,X,X,O,O,X,O,O,X,X,X,X,X,X
ZOJITSL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJILTS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJILST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOJISLT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOJLTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOJLTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
ZOJLITS,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLIST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
ZOJLSIT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSTIL,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJSTLI,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
ZOJSITL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O
ZOJSILT,O,X,X,X,O,X,X,O,X,X,X,X,O,X,O
ZOJSLTI,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X
ZOJSLIT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOSTILJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZOSTIJL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOSTLIJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOSTLJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOSTJIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSTJLI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZOSITLJ,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZOSITJL,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZOSILTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,O
ZOSILJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSIJLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOSLTIJ,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOSLTJI,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
ZOSLITJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,O
ZOSLIJT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOSLJTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOSLJIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOSJTIL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJTLI,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJILT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOSJLTI,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X
ZOSJLIT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OTILJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OTILJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OTILSJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTILSZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTILZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTILZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIJLSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OTIJLZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OTIJSLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJSZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTIJZLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OTIJZSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTISLJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTISLZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTISJLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OTISJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTISZLJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
OTISZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIZLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTIZLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTIZJLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OTIZJSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OTIZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTIZSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLIJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OTLIJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OTLISJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTLISZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
OTLIZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTLIZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLJISZ,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
OTLJIZS,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X
OTLJSIZ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLJSZI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTLJZIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTLJZSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLSIZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTLSJIZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLSJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTLSZIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTLSZJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTLZIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTLZISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLZJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTLZJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTLZSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTLZSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTJILSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OTJILZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OTJISLZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJISZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJIZLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
OTJIZSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJLISZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OTJLIZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OTJLSIZ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X
OTJLSZI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTJLZIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
OTJLZSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTJSILZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OTJSIZL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJSLIZ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTJSLZI,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
OTJSZIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJSZLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJZILS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
OTJZISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJZLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
OTJZLSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTJZSIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTJZSLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSILJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSILZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTSIJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSIZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTSLIZJ,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTSLJIZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSLJZI,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OTSLZIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSLZJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSJILZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSJIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSJLIZ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
OTSJLZI,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X
OTSJZIL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSJZLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSZILJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
OTSZIJL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O
OTSZLIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSZLJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTSZJIL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTSZJLI,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTZILJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTZILSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZIJLS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
OTZIJSL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTZISLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
OTZISJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
OTZLIJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OTZLISJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZLJIS,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTZLJSI,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X
OTZLSIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZLSJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZJILS,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X
OTZJISL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTZJLIS,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X
OTZJLSI,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
OTZJSIL,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X
OTZJSLI,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTZSILJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O
OTZSIJL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,O
OTZSLIJ,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZSLJI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OTZSJIL,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OTZSJLI,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X
OITLJSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OITLJZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OITLSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITLSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITLZJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OITLZSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITJLSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X
OITJLZS,X,O,X,X,O,O,X,O,X,O,X,X,X,O,X
OITJSLZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJSZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OITJZLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OITJZSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OITSLJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITSJLZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITSZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITSZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITZLJS,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
OITZLSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
OITZJLS,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X
OITZJSL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X
OITZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OITZSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
