sequence,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jB6rBzqB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBCeBT?jB8qB+rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBzdB+jBU?hBXmBSwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBGeBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBfjB6jB8?mBzqBurB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBGeBU?jBCrBTrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBzcBSjBU?jB3mBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdhBGeBzhBU?jBCrB3rB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFzcBfjB6jB8?qBurBdrB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFXcBdiBSjBU?jBTmBWwB,v115@9gC8GeD8CeA8BeC8CeG8CeD8Jex6IvhFdiBfjB6jBU?hBTmBWwB
JTLZOIS,O,O,O,X,X,O,X,X,X,X,X
JTLZOSI,O,O,O,X,X,O,X,X,X,X,X
JTLOISZ,X,X,O,X,X,X,O,X,X,O,X
JTLOIZS,X,O,O,X,X,X,X,X,X,O,X
JTLOSIZ,X,X,O,X,X,X,O,X,X,O,X
JTLOSZI,X,O,O,X,X,X,O,X,X,O,X
JTLOZIS,X,O,O,X,X,X,X,X,X,O,X
JTLOZSI,X,O,O,X,X,X,X,X,X,O,X
JTSILZO,X,X,X,X,X,X,O,X,X,O,O
JTSILOZ,X,X,X,X,X,X,O,X,X,O,O
JTSIZLO,O,X,X,X,X,O,O,X,X,O,O
JTSIZOL,O,X,O,X,X,O,O,X,X,X,O
JTSIOLZ,X,X,X,X,X,X,O,X,X,O,O
JTSIOZL,X,X,O,X,X,X,O,X,X,X,O
JTSLIZO,X,X,O,X,X,X,O,X,X,O,O
JTSLIOZ,X,X,O,X,X,X,O,X,X,O,O
JTSLZIO,X,O,O,X,X,X,O,X,O,O,O
JTSLZOI,X,O,O,X,X,X,O,X,O,O,O
JTSLOIZ,X,X,O,X,X,X,O,X,X,O,O
JTSLOZI,X,X,O,X,X,X,O,X,O,O,O
JTSZILO,O,O,X,X,X,O,O,X,O,O,O
JTSZIOL,O,O,O,X,X,O,O,X,X,X,O
JTSZLIO,O,O,X,X,X,O,O,X,O,O,O
JTSZLOI,X,O,X,X,X,X,O,X,O,O,O
JTSZOIL,O,O,O,X,X,O,O,X,X,X,O
JTSZOLI,X,O,O,X,X,X,O,X,O,X,O
JTSOILZ,X,X,X,X,X,X,O,X,X,O,O
JTSOIZL,X,X,O,X,X,X,O,X,X,X,O
JTSOLIZ,X,X,O,X,X,X,O,X,X,O,O
JTSOLZI,X,O,O,X,X,X,O,X,O,O,O
JTSOZIL,X,O,O,X,X,X,O,X,X,X,O
JTSOZLI,X,O,O,X,X,X,O,X,O,X,O
JTZILSO,O,O,X,X,X,O,O,X,X,O,O
JTZILOS,O,O,O,X,X,O,X,O,X,X,X
JTZISLO,O,O,X,X,X,O,X,X,O,O,O
JTZISOL,O,O,O,X,X,O,X,O,X,X,O
JTZIOLS,X,O,O,X,X,X,X,O,X,X,X
JTZIOSL,O,O,O,X,X,O,X,O,X,X,O
JTZLISO,O,O,O,X,X,O,O,X,X,O,O
JTZLIOS,O,O,O,X,X,O,X,O,X,X,X
JTZLSIO,O,O,O,X,X,O,O,X,X,O,O
JTZLSOI,O,O,O,X,X,O,O,X,X,O,O
JTZLOIS,O,O,O,X,X,O,X,O,X,X,X
JTZLOSI,O,O,O,X,X,O,X,O,X,X,X
JTZSILO,O,O,X,X,X,O,X,X,O,O,O
JTZSIOL,O,O,O,X,X,O,X,O,X,X,O
JTZSLIO,O,O,X,X,X,O,X,X,O,O,O
JTZSLOI,O,O,X,X,X,O,X,X,O,O,O
JTZSOIL,O,O,O,X,X,O,X,O,X,X,O
JTZSOLI,X,O,O,X,X,X,X,O,O,X,O
JTZOILS,X,O,O,X,X,X,X,O,X,X,X
JTZOISL,O,O,O,X,X,O,X,O,X,X,O
JTZOLIS,O,O,O,X,X,O,X,O,X,X,X
JTZOLSI,O,O,O,X,X,O,X,O,X,X,X
JTZOSIL,O,O,O,X,X,O,X,O,X,X,O
JTZOSLI,X,O,O,X,X,X,X,O,O,X,O
JTOILSZ,X,X,O,X,X,X,O,X,X,O,X
JTOILZS,X,O,O,X,X,X,X,X,X,O,X
JTOISLZ,X,X,X,X,X,X,X,X,X,O,O
JTOISZL,X,X,O,X,X,X,X,X,X,O,O
JTOIZLS,X,O,O,X,X,X,X,O,X,O,X
JTOIZSL,X,O,O,X,X,X,X,O,X,O,O
JTOLISZ,X,X,O,X,X,X,O,X,X,O,X
JTOLIZS,X,O,O,X,X,X,X,X,X,O,X
JTOLSIZ,X,X,O,X,X,X,O,X,X,O,X
JTOLSZI,X,O,O,X,X,X,O,X,X,O,X
JTOLZIS,X,O,O,X,X,X,X,X,X,O,X
JTOLZSI,X,O,O,X,X,X,X,X,X,O,X
JTOSILZ,X,X,X,X,X,X,X,X,X,O,O
JTOSIZL,X,X,O,X,X,X,X,X,X,O,O
JTOSLIZ,X,X,O,X,X,X,X,X,X,O,O
JTOSLZI,X,O,O,X,X,X,X,X,O,O,O
JTOSZIL,X,O,O,X,X,X,X,X,X,O,O
JTOSZLI,X,O,O,X,X,X,X,X,O,O,O
JTOZILS,X,O,O,X,X,X,X,O,X,O,X
JTOZISL,X,O,O,X,X,X,X,O,X,O,O
JTOZLIS,X,O,O,X,X,X,X,O,X,O,X
JTOZLSI,X,O,O,X,X,X,X,O,X,O,X
JTOZSIL,X,O,O,X,X,X,X,O,X,O,O
JTOZSLI,X,O,O,X,X,X,X,O,O,O,O
JITLSZO,X,X,O,X,X,X,O,X,X,O,O
JITLSOZ,X,X,O,X,X,X,O,X,X,O,O
JITLZSO,X,O,O,X,X,X,O,X,X,O,O
JITLZOS,X,O,O,X,X,X,X,X,X,X,X
JITLOSZ,X,X,O,X,X,X,O,X,X,O,X
JITLOZS,X,X,O,X,X,X,X,X,X,O,X
JITSLZO,X,X,X,X,X,X,O,X,X,O,O
JITSLOZ,X,X,X,X,X,X,O,X,X,O,O
JITSZLO,O,X,X,X,X,O,O,X,X,O,O
JITSZOL,O,X,O,X,X,O,O,X,X,X,O
JITSOLZ,X,X,X,X,X,X,O,X,X,O,O
JITSOZL,X,X,O,X,X,X,O,X,X,X,O
JITZLSO,O,O,X,X,X,O,O,X,X,O,O
JITZLOS,X,O,O,X,X,X,X,O,X,X,X
JITZSLO,O,O,X,X,X,O,X,X,X,O,O
JITZSOL,O,O,O,X,X,O,X,O,X,X,O
JITZOLS,X,O,O,X,X,X,X,O,X,X,X
JITZOSL,O,O,O,X,X,O,X,O,X,X,O
JITOLSZ,X,X,O,X,X,X,O,X,X,O,X
JITOLZS,X,O,O,X,X,X,X,X,X,O,X
JITOSLZ,X,X,X,X,X,X,X,X,X,O,O
JITOSZL,X,X,O,X,X,X,X,X,X,O,O
JITOZLS,X,O,O,X,X,X,X,O,X,O,X
JITOZSL,X,O,O,X,X,X,X,O,X,O,O
JILTSZO,O,X,O,X,X,O,O,X,X,O,O
JILTSOZ,X,X,O,X,X,X,O,X,X,O,O
JILTZSO,O,O,O,O,X,O,O,O,X,O,O
JILTZOS,O,O,O,O,X,O,X,O,X,X,X
JILTOSZ,X,X,O,X,X,X,O,X,X,O,X
JILTOZS,X,X,O,X,X,X,X,O,X,O,X
JILSTZO,O,X,O,O,X,O,O,X,X,O,O
JILSTOZ,X,X,O,O,X,X,O,X,X,O,O
JILSZTO,X,X,O,O,X,X,O,X,X,X,O
JILSZOT,X,X,O,O,X,X,X,X,X,X,O
JILSOTZ,X,X,O,X,X,X,O,X,X,O,O
JILSOZT,X,X,O,X,X,X,X,X,X,X,O
JILZTSO,O,O,O,O,X,O,O,O,X,O,O
JILZTOS,O,O,O,O,X,O,X,O,X,X,X
JILZSTO,O,O,O,O,X,O,O,O,X,X,O
JILZSOT,X,X,O,O,X,O,X,X,X,X,O
JILZOTS,O,O,O,O,X,O,X,O,X,O,X
JILZOST,X,X,O,O,X,O,X,X,X,X,X
JILOTSZ,X,X,O,X,X,O,O,X,X,O,X
JILOTZS,X,X,O,X,X,O,X,X,X,O,X
JILOSTZ,X,X,O,X,X,O,O,X,X,O,X
JILOSZT,X,X,O,X,X,X,X,X,X,X,X
JILOZTS,X,X,O,X,X,O,X,X,X,O,X
JILOZST,X,X,O,X,X,O,X,X,X,X,X
JISTLZO,X,X,X,X,X,X,O,X,X,O,O
JISTLOZ,X,X,X,X,X,X,O,X,X,O,O
JISTZLO,O,X,X,X,X,O,O,X,X,O,O
JISTZOL,O,X,O,X,X,O,O,X,X,X,O
JISTOLZ,X,X,X,X,X,X,O,X,X,O,O
JISTOZL,X,X,O,X,X,X,O,X,X,X,O
JISLTZO,X,X,O,X,X,X,O,X,X,O,O
JISLTOZ,X,X,O,X,X,X,O,X,X,O,O
JISLZTO,X,X,O,X,X,X,O,X,O,X,O
JISLZOT,X,X,O,X,X,X,X,X,O,X,O
JISLOTZ,X,X,O,X,O,X,O,X,X,O,O
JISLOZT,X,X,O,X,O,X,X,X,O,X,O
JISZTLO,X,X,X,X,X,X,O,X,O,O,O
JISZTOL,X,X,O,X,X,X,O,X,X,X,O
JISZLTO,X,X,X,X,X,X,O,X,O,X,O
JISZLOT,X,X,X,X,X,X,X,X,O,X,O
JISZOTL,X,X,O,X,X,X,X,X,X,X,O
JISZOLT,X,X,X,X,X,X,X,X,O,X,O
JISOTLZ,X,X,X,X,O,X,O,X,X,O,O
JISOTZL,X,X,O,X,O,X,O,X,X,O,O
JISOLTZ,X,X,O,X,O,X,O,X,X,O,O
JISOLZT,X,X,O,X,O,X,X,X,O,X,O
JISOZTL,X,X,O,X,O,X,X,X,X,O,O
JISOZLT,X,X,X,X,O,X,X,X,O,X,O
JIZTLSO,O,O,X,O,X,O,O,O,X,O,O
JIZTLOS,O,O,O,O,X,O,X,O,X,X,X
JIZTSLO,O,O,X,X,X,O,X,X,O,O,O
JIZTSOL,O,O,O,X,X,O,X,O,X,X,O
JIZTOLS,O,O,O,X,X,X,X,O,X,X,X
JIZTOSL,O,O,O,X,X,O,X,O,X,X,O
JIZLTSO,O,O,O,O,X,O,O,O,X,O,O
JIZLTOS,O,O,O,O,X,O,X,O,X,X,X
JIZLSTO,O,O,O,O,X,O,O,O,O,X,O
JIZLSOT,X,O,O,O,X,O,X,X,O,X,O
JIZLOTS,O,O,O,O,X,O,X,O,X,O,X
JIZLOST,O,O,O,O,X,O,X,X,X,X,X
JIZSTLO,O,O,X,X,X,O,O,X,O,O,O
JIZSTOL,O,O,O,X,X,O,O,O,X,X,O
JIZSLTO,O,O,X,O,X,O,O,O,O,X,O
JIZSLOT,X,O,X,O,X,O,X,X,O,X,O
JIZSOTL,O,O,O,X,X,X,X,X,X,X,O
JIZSOLT,O,O,X,X,X,X,X,X,O,X,O
JIZOTLS,O,O,O,X,X,X,X,O,X,O,X
JIZOTSL,O,O,O,X,X,O,X,O,X,O,O
JIZOLTS,O,O,O,O,X,O,X,O,X,O,X
JIZOLST,O,O,O,O,X,O,X,X,X,X,X
JIZOSTL,O,O,O,X,X,X,X,X,X,O,O
JIZOSLT,O,O,X,X,X,X,X,X,O,X,O
JIOTLSZ,X,X,O,X,X,X,O,X,X,O,X
JIOTLZS,X,O,O,X,X,X,X,X,X,O,X
JIOTSLZ,X,X,X,X,O,X,X,X,X,O,O
JIOTSZL,O,X,O,X,O,X,X,X,X,O,O
JIOTZLS,O,O,O,X,X,X,X,X,X,O,X
JIOTZSL,O,O,O,X,O,X,X,X,X,O,O
JIOLTSZ,O,X,O,X,X,X,O,X,X,O,X
JIOLTZS,O,O,O,X,X,X,X,X,X,O,X
JIOLSTZ,O,X,O,X,X,X,O,X,X,O,X
JIOLSZT,X,X,O,X,X,X,X,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X,X,X,O,X
JIOLZST,O,O,O,X,X,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,X,O,X,X,O,O
JIOSTZL,O,X,O,X,O,X,O,X,X,O,O
JIOSLTZ,X,X,O,X,O,X,O,X,X,O,O
JIOSLZT,X,X,O,X,O,X,X,X,O,X,O
JIOSZTL,X,X,O,X,O,X,X,X,X,O,O
JIOSZLT,X,X,X,X,O,X,X,X,O,X,O
JIOZTLS,O,O,O,X,X,X,X,X,X,O,X
JIOZTSL,O,O,O,X,O,X,X,X,X,O,O
JIOZLTS,O,O,O,X,X,X,X,X,X,O,X
JIOZLST,O,O,O,X,X,X,X,X,X,X,X
JIOZSTL,O,O,O,X,O,X,X,X,X,O,O
JIOZSLT,O,O,X,X,O,X,X,X,O,X,O
JLTISZO,O,X,O,X,X,O,O,X,X,O,O
JLTISOZ,X,X,O,X,X,X,O,X,X,O,O
JLTIZSO,O,O,O,O,X,O,O,O,X,O,O
JLTIZOS,O,O,O,O,X,O,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,O,X,X,O,X
JLTIOZS,X,X,O,X,X,X,X,O,X,O,X
JLTSIZO,O,X,O,X,X,O,O,X,X,O,O
JLTSIOZ,X,X,O,X,X,X,O,X,X,O,O
JLTSZIO,O,O,O,X,X,O,O,X,X,O,O
JLTSZOI,O,O,O,X,X,O,O,X,X,O,O
JLTSOIZ,X,X,O,X,X,X,O,X,X,O,O
JLTSOZI,X,X,O,X,X,X,O,X,X,O,O
JLTZISO,O,O,O,O,X,O,O,O,X,O,O
JLTZIOS,O,O,O,O,X,O,X,O,X,X,X
JLTZSIO,O,O,O,O,X,O,O,O,X,O,O
JLTZSOI,O,O,O,O,X,O,O,O,X,O,O
JLTZOIS,O,O,O,O,X,O,X,O,X,X,X
JLTZOSI,O,O,O,O,X,O,X,O,X,X,X
JLTOISZ,X,X,O,X,X,X,O,X,X,O,X
JLTOIZS,X,O,O,X,X,X,X,O,X,O,X
JLTOSIZ,X,X,O,X,X,X,O,X,X,O,X
JLTOSZI,X,O,O,X,X,X,O,X,X,O,X
JLTOZIS,X,O,O,X,X,X,X,O,X,O,X
JLTOZSI,X,O,O,X,X,X,X,O,X,O,X
JLITSZO,O,X,O,X,X,O,O,X,X,O,O
JLITSOZ,X,X,O,X,X,X,O,X,X,O,O
JLITZSO,O,O,O,O,X,O,O,O,X,O,O
JLITZOS,O,O,O,O,X,O,X,O,X,X,X
JLITOSZ,X,X,O,X,X,X,O,X,X,O,X
JLITOZS,X,X,O,X,X,X,X,O,X,O,X
JLISTZO,O,X,O,O,X,O,O,X,X,O,O
JLISTOZ,X,X,O,O,X,X,O,X,X,O,O
JLISZTO,X,X,O,O,X,X,O,X,X,X,O
JLISZOT,X,X,O,O,X,X,X,X,X,X,O
JLISOTZ,X,X,O,X,X,X,O,X,X,O,O
JLISOZT,X,X,O,X,X,X,X,X,X,X,O
JLIZTSO,O,O,O,O,X,O,O,O,X,O,O
JLIZTOS,O,O,O,O,X,O,X,O,X,X,X
JLIZSTO,O,O,O,O,X,O,O,O,X,X,O
JLIZSOT,X,X,O,O,X,O,X,X,X,X,O
JLIZOTS,O,O,O,O,X,O,X,O,X,O,X
JLIZOST,X,X,O,O,X,O,X,X,X,X,X
JLIOTSZ,X,X,O,X,X,O,O,X,X,O,X
JLIOTZS,X,X,O,X,X,O,X,X,X,O,X
JLIOSTZ,X,X,O,X,X,O,O,X,X,O,X
JLIOSZT,X,X,O,X,X,X,X,X,X,X,X
JLIOZTS,X,X,O,X,X,O,X,X,X,O,X
JLIOZST,X,X,O,X,X,O,X,X,X,X,X
JLSTIZO,O,X,O,O,X,O,O,X,X,O,O
JLSTIOZ,X,X,O,O,X,X,O,X,X,O,O
JLSTZIO,O,O,O,O,X,O,O,X,O,O,O
JLSTZOI,O,O,O,O,X,O,O,X,O,O,O
JLSTOIZ,X,X,O,O,X,X,O,X,X,O,O
JLSTOZI,X,X,O,O,X,X,O,X,O,O,O
JLSITZO,O,X,O,O,X,O,O,X,X,O,O
JLSITOZ,X,X,O,O,X,X,O,X,X,O,O
JLSIZTO,X,X,O,O,X,X,O,X,O,X,O
JLSIZOT,X,X,O,O,X,X,X,X,O,X,O
JLSIOTZ,X,X,O,X,X,X,O,X,X,O,O
JLSIOZT,X,X,O,X,X,X,X,X,O,X,O
JLSZTIO,X,O,O,O,X,X,O,X,O,X,O
JLSZTOI,X,O,O,O,X,X,O,X,O,X,O
JLSZITO,X,O,O,O,X,X,O,X,O,X,O
JLSZIOT,X,X,O,O,X,X,X,X,O,X,O
JLSZOTI,X,X,O,O,X,X,O,X,O,X,O
JLSZOIT,X,X,O,O,X,X,X,X,O,X,O
JLSOTIZ,X,X,O,O,X,X,O,X,X,O,O
JLSOTZI,X,X,O,O,X,X,O,X,O,O,O
JLSOITZ,X,X,O,X,X,X,O,X,X,O,O
JLSOIZT,X,X,O,X,X,X,X,X,O,X,O
JLSOZTI,X,X,O,O,X,X,O,X,O,X,O
JLSOZIT,X,X,O,O,X,X,X,X,O,X,O
JLZTISO,O,O,O,O,X,O,O,O,X,O,O
JLZTIOS,O,O,O,O,X,O,X,O,X,X,X
JLZTSIO,O,O,O,O,X,O,O,O,X,O,O
JLZTSOI,O,O,O,O,X,O,O,O,X,O,O
JLZTOIS,O,O,O,O,X,O,X,O,X,X,X
JLZTOSI,O,O,O,O,X,O,X,O,X,X,X
JLZITSO,O,O,O,O,X,O,O,O,X,O,O
JLZITOS,O,O,O,O,X,O,X,O,X,X,X
JLZISTO,O,O,O,O,X,O,O,O,O,X,O
JLZISOT,X,O,O,O,X,O,X,X,O,X,O
JLZIOTS,O,O,O,O,X,O,X,O,X,O,X
JLZIOST,X,O,O,O,X,O,X,X,X,X,X
JLZSTIO,O,O,O,O,X,O,O,O,O,X,O
JLZSTOI,O,O,O,O,X,O,O,O,O,X,O
JLZSITO,O,O,O,O,X,O,O,O,O,X,O
JLZSIOT,X,O,O,O,X,O,X,X,O,X,O
JLZSOTI,X,O,O,O,X,O,O,O,O,X,O
JLZSOIT,X,O,O,O,X,O,X,X,O,X,O
JLZOTIS,O,O,O,O,X,O,X,O,X,O,X
JLZOTSI,O,O,O,O,X,O,X,O,X,O,X
JLZOITS,O,O,O,O,X,O,X,O,X,O,X
JLZOIST,X,O,O,O,X,O,X,X,X,X,X
JLZOSTI,X,O,O,O,X,O,X,O,O,X,X
JLZOSIT,X,O,O,O,X,O,X,X,O,X,X
JLOTISZ,X,X,O,X,X,O,O,X,X,O,X
JLOTIZS,X,O,O,X,X,O,X,O,X,O,X
JLOTSIZ,X,X,O,X,X,O,O,X,X,O,X
JLOTSZI,X,O,O,X,X,O,O,X,X,O,X
JLOTZIS,X,O,O,X,X,O,X,O,X,O,X
JLOTZSI,X,O,O,X,X,O,X,O,X,O,X
JLOITSZ,X,X,O,X,X,O,O,X,X,O,X
JLOITZS,X,O,O,X,X,O,X,X,X,O,X
JLOISTZ,X,X,O,X,X,O,O,X,X,O,X
JLOISZT,X,X,O,X,X,X,X,X,X,X,X
JLOIZTS,X,O,O,X,X,O,X,X,X,O,X
JLOIZST,X,O,O,X,X,O,X,X,X,X,X
JLOSTIZ,X,X,O,X,X,O,O,X,X,O,X
JLOSTZI,X,O,O,X,X,O,O,X,O,O,X
JLOSITZ,X,X,O,X,X,O,O,X,X,O,X
JLOSIZT,X,X,O,X,X,X,X,X,O,X,X
JLOSZTI,X,O,O,X,X,X,O,X,O,X,X
JLOSZIT,X,O,O,X,X,X,X,X,O,X,X
JLOZTIS,X,O,O,X,X,O,X,O,X,O,X
JLOZTSI,X,O,O,X,X,O,X,O,X,O,X
JLOZITS,X,O,O,X,X,O,X,O,X,O,X
JLOZIST,X,O,O,X,X,O,X,X,X,X,X
JLOZSTI,X,O,O,X,X,O,X,O,O,X,X
JLOZSIT,X,O,O,X,X,O,X,X,O,X,X
JSTILZO,X,X,X,X,X,X,O,X,X,O,O
JSTILOZ,X,X,X,X,X,X,O,X,X,O,O
JSTIZLO,O,X,X,X,X,O,O,X,X,O,O
JSTIZOL,O,X,O,X,X,O,O,X,X,X,O
JSTIOLZ,X,X,X,X,X,X,O,X,X,O,O
JSTIOZL,X,X,O,X,X,X,O,X,X,X,O
JSTLIZO,X,X,O,X,X,X,O,X,X,O,O
JSTLIOZ,X,X,O,X,X,X,O,X,X,O,O
JSTLZIO,X,O,O,X,X,X,O,X,O,O,O
JSTLZOI,X,O,O,X,X,X,O,X,O,O,O
JSTLOIZ,X,X,O,X,X,X,O,X,X,O,O
JSTLOZI,X,X,O,X,X,X,O,X,O,O,O
JSTZILO,O,O,X,X,X,O,O,X,O,O,O
JSTZIOL,O,O,O,X,X,O,O,X,X,X,O
JSTZLIO,O,O,X,X,X,O,O,X,O,O,O
JSTZLOI,X,O,X,X,X,X,O,X,O,O,O
JSTZOIL,O,O,O,X,X,O,O,X,X,X,O
JSTZOLI,X,O,O,X,X,X,O,X,O,X,O
JSTOILZ,X,X,X,X,X,X,O,X,X,O,O
JSTOIZL,X,X,O,X,X,X,O,X,X,X,O
JSTOLIZ,X,X,O,X,X,X,O,X,X,O,O
JSTOLZI,X,O,O,X,X,X,O,X,O,O,O
JSTOZIL,X,O,O,X,X,X,O,X,X,X,O
JSTOZLI,X,O,O,X,X,X,O,X,O,X,O
JSITLZO,X,X,X,X,X,X,O,X,X,O,O
JSITLOZ,X,X,X,X,X,X,O,X,X,O,O
JSITZLO,O,X,X,X,X,O,O,X,X,O,O
JSITZOL,O,X,O,X,X,O,O,X,X,X,O
JSITOLZ,X,X,X,X,X,X,O,X,X,O,O
JSITOZL,X,X,O,X,X,X,O,X,X,X,O
JSILTZO,X,X,O,X,X,X,O,X,X,O,O
JSILTOZ,X,X,O,X,X,X,O,X,X,O,O
JSILZTO,X,X,O,X,X,X,O,X,O,X,O
JSILZOT,X,X,O,X,X,X,X,X,O,X,O
JSILOTZ,X,X,O,X,O,X,O,X,X,O,O
JSILOZT,X,X,O,X,O,X,X,X,O,X,O
JSIZTLO,X,X,X,X,X,X,O,X,O,O,O
JSIZTOL,X,X,O,X,X,X,O,X,X,X,O
JSIZLTO,X,X,X,X,X,X,O,X,O,X,O
JSIZLOT,X,X,X,X,X,X,X,X,O,X,O
JSIZOTL,X,X,O,X,X,X,X,X,X,X,O
JSIZOLT,X,X,X,X,X,X,X,X,O,X,O
JSIOTLZ,X,X,X,X,O,X,O,X,X,O,O
JSIOTZL,X,X,O,X,O,X,O,X,X,O,O
JSIOLTZ,X,X,O,X,O,X,O,X,X,O,O
JSIOLZT,X,X,O,X,O,X,X,X,O,X,O
JSIOZTL,X,X,O,X,O,X,X,X,X,O,O
JSIOZLT,X,X,X,X,O,X,X,X,O,X,O
JSLTIZO,X,X,O,X,X,X,O,X,X,O,O
JSLTIOZ,X,X,O,X,X,X,O,X,X,O,O
JSLTZIO,X,O,O,X,X,X,O,X,O,O,O
JSLTZOI,X,O,O,X,X,X,O,X,O,O,O
JSLTOIZ,X,X,O,X,X,X,O,X,X,O,O
JSLTOZI,X,X,O,X,X,X,O,X,O,O,O
JSLITZO,X,X,O,X,X,X,O,X,X,O,O
JSLITOZ,X,X,O,X,X,X,O,X,X,O,O
JSLIZTO,X,X,O,X,X,X,O,X,O,X,O
JSLIZOT,X,X,O,X,X,X,X,X,O,X,O
JSLIOTZ,X,X,O,X,O,X,O,X,X,O,O
JSLIOZT,X,X,O,X,O,X,X,X,O,X,O
JSLZTIO,X,O,O,X,X,X,O,X,O,X,O
JSLZTOI,X,O,O,X,X,X,O,X,O,X,O
JSLZITO,X,O,O,X,X,X,O,X,O,X,O
JSLZIOT,X,X,O,X,X,X,X,X,O,X,O
JSLZOTI,X,X,O,X,X,X,O,X,O,X,O
JSLZOIT,X,X,O,X,X,X,X,X,O,X,O
JSLOTIZ,X,X,O,X,O,X,O,X,X,O,O
JSLOTZI,X,X,O,X,O,X,O,X,O,O,O
JSLOITZ,X,X,O,X,O,X,O,X,X,O,O
JSLOIZT,X,X,O,X,O,X,X,X,O,X,O
JSLOZTI,X,X,O,X,O,X,O,X,O,X,O
JSLOZIT,X,X,O,X,O,X,X,X,O,X,O
JSZTILO,X,O,X,X,X,X,O,X,O,O,O
JSZTIOL,X,O,O,X,X,X,O,X,X,X,O
JSZTLIO,X,O,X,X,X,X,O,X,O,O,O
JSZTLOI,X,O,X,X,X,X,O,X,O,O,O
JSZTOIL,X,O,O,X,X,X,O,X,X,X,O
JSZTOLI,X,O,O,X,X,X,O,X,O,X,O
JSZITLO,X,O,X,X,X,X,O,X,O,O,O
JSZITOL,X,O,O,X,X,X,O,X,X,X,O
JSZILTO,X,O,X,X,X,X,O,X,O,X,O
JSZILOT,X,O,X,X,X,X,X,X,O,X,O
JSZIOTL,X,O,O,X,X,X,X,X,X,X,O
JSZIOLT,X,O,X,X,X,X,X,X,O,X,O
JSZLTIO,X,O,X,X,X,X,O,X,O,X,O
JSZLTOI,X,O,X,X,X,X,O,X,O,X,O
JSZLITO,X,O,X,X,X,X,O,X,O,X,O
JSZLIOT,X,O,X,X,X,X,X,X,O,X,O
JSZLOTI,X,O,X,X,X,X,O,X,O,X,O
JSZLOIT,X,O,X,X,X,X,X,X,O,X,O
JSZOTIL,X,O,O,X,X,X,O,X,X,X,O
JSZOTLI,X,O,O,X,X,X,O,X,O,X,O
JSZOITL,X,O,O,X,X,X,X,X,X,X,O
JSZOILT,X,O,X,X,X,X,X,X,O,X,O
JSZOLTI,X,O,X,X,X,X,O,X,O,X,O
JSZOLIT,X,O,X,X,X,X,X,X,O,X,O
JSOTILZ,X,X,X,X,O,X,O,X,X,O,O
JSOTIZL,X,X,O,X,O,X,O,X,X,O,O
JSOTLIZ,X,X,O,X,O,X,O,X,X,O,O
JSOTLZI,X,O,O,X,O,X,O,X,O,O,O
JSOTZIL,X,O,O,X,O,X,O,X,X,O,O
JSOTZLI,X,O,O,X,O,X,O,X,O,O,O
JSOITLZ,X,X,X,X,O,X,O,X,X,O,O
JSOITZL,X,X,O,X,O,X,O,X,X,O,O
JSOILTZ,X,X,O,X,O,X,O,X,X,O,O
JSOILZT,X,X,O,X,O,X,X,X,O,X,O
JSOIZTL,X,X,O,X,O,X,X,X,X,O,O
JSOIZLT,X,X,X,X,O,X,X,X,O,X,O
JSOLTIZ,X,X,O,X,O,X,O,X,X,O,O
JSOLTZI,X,O,O,X,O,X,O,X,O,O,O
JSOLITZ,X,X,O,X,O,X,O,X,X,O,O
JSOLIZT,X,X,O,X,O,X,X,X,O,X,O
JSOLZTI,X,O,O,X,O,X,O,X,O,X,O
JSOLZIT,X,O,O,X,O,X,X,X,O,X,O
JSOZTIL,X,O,O,X,O,X,O,X,X,O,O
JSOZTLI,X,O,O,X,O,X,O,X,O,O,O
JSOZITL,X,O,O,X,O,X,X,X,X,O,O
JSOZILT,X,O,X,X,O,X,X,X,O,X,O
JSOZLTI,X,O,X,X,O,X,O,X,O,X,O
JSOZLIT,X,O,X,X,O,X,X,X,O,X,O
JZTILSO,O,O,X,O,X,O,O,O,X,O,O
JZTILOS,O,O,O,O,X,O,X,O,X,X,X
JZTISLO,O,O,X,X,X,O,X,X,O,O,O
JZTISOL,O,O,O,X,X,O,X,O,X,X,O
JZTIOLS,O,O,O,X,X,X,X,O,X,X,X
JZTIOSL,O,O,O,X,X,O,X,O,X,X,O
JZTLISO,O,O,O,O,X,O,O,O,X,O,O
JZTLIOS,O,O,O,O,X,O,X,O,X,X,X
JZTLSIO,O,O,O,O,X,O,O,O,X,O,O
