sequence,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBFiBu?sBirBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFSiBTeBZmBu?rB3nBUsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBm?rB6sB3rB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxcBTeBKrBf?sBlnBGsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeBUhBlnBi?rBGsBXsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBGeBamBz?iB/sB1wB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jel7IvhFuhB3dBcjBZ?mBCsBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFTeB3hBlnBm?rB6sBUrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhFViBcjBamB3?iB+rBTsB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Jex7IvhF8hBTeBamBl?nB3rB+sB,v115@zgB8HeC8GeD8EeE8DeF8DeB8Je07IvhFxdB3hBlnBm?rBCtBTrB,v115@zgB8HeC8GeD8EeE8DeF8DeB8JeU9IvhFFhBXjBzmBm?lBCoBxwB
STIJOLZ,X,O,X,X,X,X,X,O,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,O,X,X,X,X
STIZLJO,X,X,X,X,X,O,O,X,X,O,X,X
STIZLOJ,X,O,X,X,X,O,O,X,X,O,X,X
STIZJLO,X,O,X,X,X,O,O,X,X,X,X,X
STIZJOL,X,O,X,X,X,O,O,X,X,X,X,X
STIZOLJ,X,O,X,X,X,O,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,O,O,X,X,X,X,X
STIOLJZ,X,O,X,X,X,O,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,O,X,X,X,X,X,O
STIOJLZ,X,O,X,X,X,O,X,O,X,X,X,X
STIOJZL,X,O,X,X,X,O,X,O,X,X,X,O
STIOZLJ,X,O,X,X,X,O,X,X,X,X,X,O
STIOZJL,X,O,X,X,X,O,X,X,X,X,X,O
STLIJZO,X,O,X,X,X,O,O,X,X,X,X,X
STLIJOZ,X,O,X,X,X,X,O,X,X,X,X,X
STLIZJO,X,X,X,X,X,O,O,X,X,O,X,X
STLIZOJ,X,O,X,X,X,O,O,X,X,O,X,X
STLIOJZ,X,O,X,X,X,O,O,X,X,X,X,X
STLIOZJ,X,O,X,X,X,O,O,X,X,X,X,X
STLJIZO,X,O,X,X,X,O,X,O,X,X,O,X
STLJIOZ,X,O,X,X,X,X,X,O,X,X,O,X
STLJZIO,X,X,X,X,X,O,O,O,X,O,O,X
STLJZOI,X,X,X,X,X,O,O,O,X,O,O,X
STLJOIZ,X,O,X,X,X,O,X,O,X,X,O,X
STLJOZI,X,X,X,X,X,O,X,O,X,X,O,X
STLZIJO,X,X,X,X,O,O,O,X,X,O,X,X
STLZIOJ,X,X,X,X,O,O,O,X,X,O,X,X
STLZJIO,X,X,X,X,O,O,O,X,X,O,X,X
STLZJOI,X,X,X,X,O,O,O,X,X,O,X,X
STLZOIJ,X,X,X,X,O,O,X,X,X,O,X,X
STLZOJI,X,X,X,X,O,O,O,X,X,O,X,X
STLOIJZ,X,O,X,X,X,O,X,X,X,X,X,X
STLOIZJ,X,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,X,O,X,X,X,O,X,O,X,X,X,X
STLOJZI,X,X,X,X,X,O,X,O,X,X,X,X
STLOZIJ,X,X,X,X,O,O,X,X,X,O,X,X
STLOZJI,X,X,X,X,O,O,X,X,X,O,X,X
STJILZO,X,O,X,X,X,O,X,O,X,X,O,X
STJILOZ,X,O,X,X,X,X,X,O,X,X,O,X
STJIZLO,X,O,X,X,X,O,X,O,X,X,O,X
STJIZOL,X,O,X,X,X,O,X,O,X,X,X,X
STJIOLZ,X,O,X,X,X,X,X,O,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,O,X,X,X,X
STJLIZO,X,O,X,X,X,O,X,O,X,X,O,X
STJLIOZ,X,O,X,X,X,X,X,O,X,X,O,X
STJLZIO,X,X,X,X,X,O,X,O,X,O,O,X
STJLZOI,X,X,X,X,X,O,X,O,X,O,O,X
STJLOIZ,X,O,X,X,X,O,X,O,X,X,O,X
STJLOZI,X,X,X,X,X,O,X,O,X,X,O,X
STJZILO,X,O,O,X,X,O,X,O,X,X,O,X
STJZIOL,X,O,O,X,X,O,X,O,X,X,X,X
STJZLIO,X,X,O,X,X,O,X,O,X,O,O,X
STJZLOI,X,X,O,X,X,O,X,O,X,O,O,X
STJZOIL,X,O,O,X,X,O,X,O,X,X,X,X
STJZOLI,X,X,O,X,X,O,X,O,X,X,O,X
STJOILZ,X,O,X,X,X,O,X,O,X,X,X,X
STJOIZL,X,O,X,X,X,O,X,O,X,X,X,X
STJOLIZ,X,O,X,X,X,O,X,O,X,X,O,X
STJOLZI,X,X,X,X,X,O,X,O,X,X,O,X
STJOZIL,X,O,O,X,X,O,X,O,X,X,X,X
STJOZLI,X,X,O,X,X,O,X,O,X,X,O,X
STZILJO,X,X,X,X,X,O,O,X,X,O,X,X
STZILOJ,X,O,X,X,X,O,O,X,X,O,X,X
STZIJLO,X,O,O,X,X,O,O,X,X,X,X,X
STZIJOL,X,O,O,X,X,O,O,X,X,X,X,X
STZIOLJ,X,O,X,X,X,O,X,X,X,X,X,X
STZIOJL,X,O,O,X,X,O,O,X,X,X,X,X
STZLIJO,X,X,X,X,O,O,O,X,X,O,X,X
STZLIOJ,X,X,X,X,O,O,O,X,X,O,X,X
STZLJIO,X,X,X,X,O,O,O,X,X,O,X,X
STZLJOI,X,X,X,X,O,O,O,X,X,O,X,X
STZLOIJ,X,X,X,X,O,O,X,X,X,O,X,X
STZLOJI,X,X,X,X,O,O,O,X,X,O,X,X
STZJILO,X,O,O,X,X,O,O,O,X,X,O,X
STZJIOL,X,O,O,X,X,O,O,O,X,X,X,X
STZJLIO,X,X,O,X,X,O,O,O,X,O,O,X
STZJLOI,X,X,O,X,X,O,X,O,X,O,O,X
STZJOIL,X,O,O,X,X,O,O,O,X,X,X,X
STZJOLI,X,X,O,X,X,O,X,O,X,X,O,X
STZOILJ,X,O,X,X,X,O,X,X,X,X,X,X
STZOIJL,X,O,O,X,X,O,O,X,X,X,X,X
STZOLIJ,X,X,X,X,O,O,X,X,X,O,X,X
STZOLJI,X,X,X,X,O,O,X,X,X,O,X,X
STZOJIL,X,O,O,X,X,O,O,O,X,X,X,X
STZOJLI,X,X,O,X,X,O,X,O,X,X,X,X
STOILJZ,X,O,X,X,X,O,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,O,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,O,X,O,X,X,X,X
STOIJZL,X,O,X,X,X,O,X,O,X,X,X,X
STOIZLJ,X,O,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,O,X,X,X,O,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,O,X,X,X,X,X,X
STOLIZJ,X,O,X,X,X,O,X,X,X,X,X,X
STOLJIZ,X,O,X,X,X,O,X,O,X,X,X,X
STOLJZI,X,X,X,X,X,O,X,O,X,X,X,X
STOLZIJ,X,X,X,X,O,O,X,X,X,O,X,X
STOLZJI,X,X,X,X,O,O,X,X,X,O,X,X
STOJILZ,X,O,X,X,X,O,X,O,X,X,X,X
STOJIZL,X,O,X,X,X,O,X,O,X,X,X,X
STOJLIZ,X,O,X,X,X,O,X,O,X,X,O,X
STOJLZI,X,X,X,X,X,O,X,O,X,X,O,X
STOJZIL,X,O,O,X,X,O,X,O,X,X,X,X
STOJZLI,X,X,O,X,X,O,X,O,X,X,O,X
STOZILJ,X,O,X,X,X,O,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,O,X,X,X,X,X,X
STOZLIJ,X,X,X,X,O,O,X,X,X,O,X,X
STOZLJI,X,X,X,X,O,O,X,X,X,O,X,X
STOZJIL,X,O,O,X,X,O,X,O,X,X,X,X
STOZJLI,X,X,O,X,X,O,X,O,X,X,X,X
SITLJZO,X,O,X,X,X,O,O,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,O,X,X,X,X,X
SITLZJO,X,X,X,X,X,O,O,X,X,O,X,X
SITLZOJ,X,O,X,X,X,O,O,X,X,O,X,X
SITLOJZ,X,O,X,X,X,O,O,X,X,X,X,X
SITLOZJ,X,O,X,X,X,O,O,X,X,X,X,X
SITJLZO,X,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,O,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,O,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,X,X,X,X,X,O,O,X,X,O,X,X
SITZLOJ,X,O,X,X,X,O,O,X,X,O,X,X
SITZJLO,X,O,X,X,X,O,O,X,X,X,X,X
SITZJOL,X,O,X,X,X,O,O,X,X,X,X,X
SITZOLJ,X,O,X,X,X,O,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,O,O,X,X,X,X,X
SITOLJZ,X,O,X,X,X,O,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,O,X,X,X,X,X,O
SITOJLZ,X,O,X,X,X,O,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,O,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,O,X,X,X,X,X,O
SITOZJL,X,O,X,X,X,O,X,X,X,X,X,O
SILTJZO,X,O,X,X,X,X,O,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,O,X,X,X,X,X
SILTZJO,X,X,X,X,X,O,O,X,X,O,X,X
SILTZOJ,X,O,X,X,X,O,O,X,X,O,X,X
SILTOJZ,X,O,X,X,X,X,O,X,X,X,X,X
SILTOZJ,X,O,X,X,X,X,O,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,O,X,O,X,X,X
SILJTOZ,X,O,X,X,X,X,O,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,O,X,O,O,X,X
SILJZOT,O,O,X,X,X,X,O,X,O,X,X,X
SILJOTZ,X,O,X,X,X,X,O,X,O,X,X,X
SILJOZT,O,O,X,X,X,X,O,X,O,X,X,X
SILZTJO,X,X,X,X,O,X,O,X,X,O,X,X
SILZTOJ,X,O,X,X,O,X,O,X,X,O,X,X
SILZJTO,O,X,X,X,X,X,O,X,O,O,X,X
SILZJOT,O,X,X,X,X,X,O,X,O,X,X,X
SILZOTJ,X,O,X,X,O,X,O,X,X,O,X,X
SILZOJT,X,X,X,X,X,X,O,X,O,X,X,X
SILOTJZ,X,O,X,X,X,X,O,X,X,X,X,X
SILOTZJ,X,O,X,X,X,X,O,X,X,X,X,O
SILOJTZ,X,O,X,X,X,X,O,X,O,X,X,X
SILOJZT,X,O,X,X,X,X,O,X,O,X,X,X
SILOZTJ,X,O,X,X,O,X,O,X,X,O,X,O
SILOZJT,X,X,X,X,X,X,O,X,O,X,X,X
SIJTLZO,X,O,X,X,X,O,X,O,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,O,X,X,X,X
SIJTZLO,X,O,X,X,X,O,X,O,X,X,X,X
SIJTZOL,X,O,X,X,X,O,X,O,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTZO,X,O,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,O,X,X,X,X,O,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X,O,X,X,X,X
SIJZLTO,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,O,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,O,X,X,X,O
SIJOLTZ,X,O,X,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X,X,X,X,O
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,X,X,X,X,X,O,X,X,O,X,X
SIZTLOJ,X,O,X,X,X,X,O,X,X,O,X,X
SIZTJLO,X,O,O,X,X,X,O,X,X,X,X,X
SIZTJOL,X,O,O,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,X,O,O,X,X,X,O,X,X,X,X,X
SIZLTJO,X,X,X,X,O,X,O,X,X,O,X,X
SIZLTOJ,X,O,X,X,O,X,O,X,X,O,X,X
SIZLJTO,O,X,X,X,X,X,O,X,O,O,X,X
SIZLJOT,O,X,X,X,X,X,O,X,O,X,X,X
SIZLOTJ,X,O,X,X,O,X,O,X,X,O,X,X
SIZLOJT,X,X,X,X,X,X,O,X,O,X,X,X
SIZJTLO,X,O,O,X,X,X,O,X,X,X,X,X
SIZJTOL,O,O,O,X,X,X,O,X,X,X,X,X
SIZJLTO,X,O,X,X,X,X,O,X,X,X,X,X
SIZJLOT,X,O,X,X,X,X,O,X,X,X,X,X
SIZJOTL,O,O,O,X,X,X,O,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,O,O,X,X,X,O,X,X,X,X,O
SIZOLTJ,X,O,X,X,O,X,O,X,X,X,X,O
SIZOLJT,X,X,X,X,X,X,O,X,O,X,X,X
SIZOJTL,O,O,O,X,X,X,O,X,X,X,X,O
SIZOJLT,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,O,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,O,X,X,X,X,X,O
SIOTJLZ,X,O,X,X,X,O,X,X,X,X,X,X
SIOTJZL,X,O,X,X,X,O,X,X,X,X,X,O
SIOTZLJ,X,O,X,X,X,O,X,X,X,X,X,O
SIOTZJL,X,O,X,X,X,O,X,X,X,X,X,O
SIOLTJZ,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,X,X,X,O
SIOLJTZ,X,O,X,X,X,X,X,X,O,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,O,X,X,X
SIOLZTJ,X,O,X,X,O,X,X,X,X,X,X,O
SIOLZJT,X,X,X,X,X,X,X,X,O,X,X,X
SIOJTLZ,X,O,X,X,X,O,X,X,X,X,X,X
SIOJTZL,X,O,X,X,X,O,X,X,X,X,X,O
SIOJLTZ,X,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X,X,X,O
SIOJZLT,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,X,X,X,X,X,X,X,O
SIOZTJL,X,O,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,X,O,X,X,O,X,X,X,X,X,X,O
SIOZLJT,X,X,X,X,X,X,X,X,O,X,X,X
SIOZJTL,O,O,O,X,X,X,X,X,X,X,X,O
SIOZJLT,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,X,O,X,O,X,O,O,X,X,X,X,X
SLTIJOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLTIZJO,X,X,X,O,X,O,O,X,X,O,X,X
SLTIZOJ,X,O,X,O,X,O,O,X,X,O,X,X
SLTIOJZ,X,O,X,O,X,O,O,X,X,X,X,X
SLTIOZJ,X,O,X,O,X,O,O,X,X,X,X,X
SLTJIZO,X,O,X,O,X,O,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,O,X,O,O,X,X,O,X,X
SLTJZOI,X,X,X,O,X,O,O,X,X,O,X,X
SLTJOIZ,X,O,X,O,X,O,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X,X,X,X,X,X
SLTZIJO,X,X,X,O,O,O,O,X,X,O,X,X
SLTZIOJ,X,X,X,O,O,O,O,X,X,O,X,X
SLTZJIO,X,X,X,O,O,O,O,X,X,O,X,X
SLTZJOI,X,X,X,O,O,O,O,X,X,O,X,X
SLTZOIJ,X,X,X,O,O,O,X,X,X,O,X,X
SLTZOJI,X,X,X,O,O,O,O,X,X,O,X,X
SLTOIJZ,X,O,X,O,X,O,X,X,X,X,X,X
SLTOIZJ,X,O,X,O,X,O,X,X,X,X,X,X
SLTOJIZ,X,O,X,O,X,O,X,X,X,X,X,X
SLTOJZI,X,X,X,O,X,O,X,X,X,X,X,X
SLTOZIJ,X,X,X,O,O,O,X,X,X,O,X,X
SLTOZJI,X,X,X,O,O,O,X,X,X,O,X,X
SLITJZO,X,O,X,O,X,X,O,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,O,X,X,X,X,X
SLITZJO,X,X,X,O,X,O,O,X,X,O,X,X
SLITZOJ,X,O,X,O,X,O,O,X,X,O,X,X
SLITOJZ,X,O,X,O,X,X,O,X,X,X,X,X
SLITOZJ,X,O,X,O,X,X,O,X,X,X,X,X
SLIJTZO,X,O,X,X,X,X,O,X,O,X,X,X
SLIJTOZ,X,O,X,X,X,X,O,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,O,X,O,O,X,X
SLIJZOT,O,O,X,X,X,X,O,X,O,X,X,X
SLIJOTZ,X,O,X,X,X,X,O,X,O,X,X,X
SLIJOZT,O,O,X,X,X,X,O,X,O,X,X,X
SLIZTJO,X,X,X,O,O,X,O,X,X,O,X,X
SLIZTOJ,X,O,X,O,O,X,O,X,X,O,X,X
SLIZJTO,O,X,X,O,X,X,O,X,O,O,X,X
SLIZJOT,O,X,X,O,X,X,O,X,O,X,X,X
SLIZOTJ,X,O,X,O,O,X,O,X,X,O,X,X
SLIZOJT,X,X,X,O,X,X,O,X,O,X,X,X
SLIOTJZ,X,O,X,O,X,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,O,X,X,O,X,X,X,X,O
SLIOJTZ,X,O,X,X,X,X,O,X,O,X,X,X
SLIOJZT,X,O,X,X,X,X,O,X,O,X,X,X
SLIOZTJ,X,O,X,O,O,X,O,X,X,O,X,O
SLIOZJT,X,X,X,O,X,X,O,X,O,X,X,X
SLJTIZO,X,O,X,O,X,O,X,X,O,X,X,X
SLJTIOZ,X,O,X,O,X,X,X,X,X,X,X,X
SLJTZIO,O,X,X,O,X,O,O,X,O,O,X,X
SLJTZOI,O,X,X,O,X,O,O,X,O,O,X,X
SLJTOIZ,X,O,X,O,X,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,X,O,X,X,X,X,X,X
SLJITZO,X,O,X,X,X,X,O,X,O,X,X,X
SLJITOZ,X,O,X,X,X,X,O,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,O,X,O,O,X,X
SLJIZOT,O,O,X,X,X,X,O,X,O,X,X,X
SLJIOTZ,X,O,X,X,X,X,O,X,O,X,X,X
SLJIOZT,O,O,X,X,X,X,O,X,O,X,X,X
SLJZTIO,O,X,X,O,X,X,O,X,O,O,X,X
SLJZTOI,O,X,X,O,X,X,O,X,O,O,X,X
SLJZITO,O,O,X,O,X,X,O,X,O,O,X,X
SLJZIOT,O,O,X,O,X,X,O,X,O,X,X,X
SLJZOTI,O,X,X,O,X,X,O,X,O,X,X,X
SLJZOIT,O,O,X,O,X,X,O,X,O,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,X,O,X,X,X
SLJOTZI,O,X,X,O,X,X,X,X,O,X,X,X
SLJOITZ,X,O,X,X,X,X,X,X,O,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,O,X,X,X
SLJOZTI,O,X,X,O,X,X,X,X,O,X,X,X
SLJOZIT,O,O,X,O,X,X,X,X,O,X,X,X
SLZTIJO,X,X,X,O,O,X,O,X,X,O,X,X
SLZTIOJ,X,X,X,O,O,X,O,X,X,O,X,X
SLZTJIO,X,X,X,O,O,X,O,X,X,O,X,X
SLZTJOI,X,X,X,O,O,X,O,X,X,O,X,X
SLZTOIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLZTOJI,X,X,X,O,O,X,O,X,X,O,X,X
SLZITJO,X,X,X,O,O,X,O,X,X,O,X,X
SLZITOJ,X,O,X,O,O,X,O,X,X,O,X,X
SLZIJTO,O,X,X,O,X,X,O,X,O,O,X,X
SLZIJOT,O,X,X,O,X,X,O,X,O,X,X,X
SLZIOTJ,X,O,X,O,O,X,O,X,X,O,X,X
SLZIOJT,X,X,X,O,X,X,O,X,O,X,X,X
SLZJTIO,O,X,X,O,X,X,O,X,O,O,X,X
SLZJTOI,O,X,X,O,X,X,O,X,O,O,X,X
SLZJITO,O,X,X,O,X,X,O,X,O,O,X,X
SLZJIOT,O,X,X,O,X,X,O,X,O,X,X,X
SLZJOTI,O,X,X,O,X,X,O,X,O,X,X,X
SLZJOIT,O,X,X,O,X,X,O,X,O,X,X,X
SLZOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLZOTJI,X,X,X,O,O,X,O,X,X,O,X,X
SLZOITJ,X,O,X,O,O,X,O,X,X,O,X,X
SLZOIJT,X,X,X,O,X,X,O,X,O,X,X,X
SLZOJTI,X,X,X,O,X,X,O,X,O,X,X,X
SLZOJIT,X,X,X,O,X,X,O,X,O,X,X,X
SLOTIJZ,X,O,X,O,X,O,X,X,X,X,X,X
SLOTIZJ,X,O,X,O,X,O,X,X,X,X,X,X
SLOTJIZ,X,O,X,O,X,O,X,X,X,X,X,X
SLOTJZI,X,X,X,O,X,O,X,X,X,X,X,X
SLOTZIJ,X,X,X,O,O,O,X,X,X,O,X,X
SLOTZJI,X,X,X,O,O,O,X,X,X,O,X,X
SLOITJZ,X,O,X,O,X,X,X,X,X,X,X,X
SLOITZJ,X,O,X,O,X,X,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,O,X,X,X
SLOIJZT,X,O,X,X,X,X,X,X,O,X,X,X
SLOIZTJ,X,O,X,O,O,X,X,X,X,O,X,X
SLOIZJT,X,X,X,O,X,X,X,X,O,X,X,X
SLOJTIZ,X,O,X,O,X,O,X,X,O,X,X,X
SLOJTZI,X,X,X,O,X,O,X,X,O,X,X,X
SLOJITZ,X,O,X,X,X,X,X,X,O,X,X,X
SLOJIZT,X,O,X,X,X,X,X,X,O,X,X,X
SLOJZTI,X,X,X,O,X,X,X,X,O,X,X,X
SLOJZIT,X,O,X,O,X,X,X,X,O,X,X,X
SLOZTIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLOZTJI,X,X,X,O,O,X,X,X,X,O,X,X
SLOZITJ,X,O,X,O,O,X,X,X,X,O,X,X
SLOZIJT,X,X,X,O,X,X,X,X,O,X,X,X
SLOZJTI,X,X,X,O,X,X,X,X,O,X,X,X
SLOZJIT,X,X,X,O,X,X,X,X,O,X,X,X
SJTILZO,X,O,X,X,X,O,X,O,X,X,O,X
SJTILOZ,X,O,X,X,X,X,X,O,X,X,O,X
SJTIZLO,X,O,X,X,X,O,X,O,X,X,O,X
SJTIZOL,X,O,X,X,X,O,X,O,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,X,O,X,X,X,X
SJTIOZL,X,O,X,X,X,X,X,O,X,X,X,X
SJTLIZO,X,O,X,X,X,O,X,O,O,X,O,X
SJTLIOZ,X,O,X,X,X,X,X,O,X,X,O,X
SJTLZIO,O,X,X,X,X,O,X,O,O,O,O,X
SJTLZOI,O,X,X,X,X,O,X,O,O,O,O,X
SJTLOIZ,X,O,X,X,X,O,X,O,X,X,O,X
SJTLOZI,O,X,X,X,X,O,X,O,X,X,O,X
SJTZILO,X,O,O,X,X,O,X,O,X,X,O,X
SJTZIOL,O,O,O,X,X,O,X,O,X,X,X,X
SJTZLIO,X,X,O,X,X,O,X,O,O,O,O,X
SJTZLOI,X,X,O,X,X,O,X,O,O,O,O,X
SJTZOIL,O,O,O,X,X,O,X,O,X,X,X,X
SJTZOLI,O,X,O,X,X,O,X,O,X,X,O,X
SJTOILZ,X,O,X,X,X,O,X,O,X,X,X,X
SJTOIZL,X,O,X,X,X,O,X,O,X,X,X,X
SJTOLIZ,X,O,X,X,X,O,X,O,X,X,O,X
SJTOLZI,O,X,X,X,X,O,X,O,X,X,O,X
SJTOZIL,O,O,O,X,X,O,X,O,X,X,X,X
SJTOZLI,O,X,O,X,X,O,X,O,X,X,O,X
SJITLZO,X,O,X,X,X,O,X,O,X,X,O,X
SJITLOZ,X,O,X,X,X,X,X,O,X,X,O,X
SJITZLO,X,O,X,X,X,O,X,O,X,X,O,X
SJITZOL,X,O,X,X,X,O,X,O,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X,O,X,X,X,X
SJITOZL,X,O,X,X,X,X,X,O,X,X,X,X
SJILTZO,X,O,X,X,X,X,X,O,X,X,X,X
SJILTOZ,X,O,X,X,X,X,X,O,X,X,X,X
SJILZTO,O,O,X,X,X,X,X,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,X,X,X,X,X,X
SJILOTZ,X,O,X,X,X,X,X,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X,X,X,X
SJIZTLO,X,O,O,X,X,X,X,O,X,X,O,X
SJIZTOL,O,O,O,X,X,X,X,O,X,X,X,X
SJIZLTO,X,O,X,X,X,X,X,X,X,X,X,X
SJIZLOT,X,O,X,X,X,X,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,X,X,X,O,X,X,X,X
SJIOTZL,X,O,X,X,X,X,X,O,X,X,X,O
SJIOLTZ,X,O,X,X,X,X,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X,X,X,X
SJIOZTL,O,O,O,X,X,X,X,X,X,X,X,O
SJIOZLT,X,O,X,X,X,X,X,X,X,X,X,X
SJLTIZO,X,O,X,X,X,O,X,O,O,X,O,X
SJLTIOZ,X,O,X,X,X,X,X,O,X,X,O,X
SJLTZIO,O,X,X,X,X,O,X,O,O,O,O,X
SJLTZOI,O,X,X,X,X,O,X,O,O,O,O,X
SJLTOIZ,X,O,X,X,X,X,X,O,X,X,O,X
SJLTOZI,O,X,X,X,X,O,X,O,X,X,O,X
SJLITZO,X,O,X,X,X,X,X,O,O,X,X,X
SJLITOZ,X,O,X,X,X,X,X,O,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X,O,O,X,X
SJLIZOT,O,O,X,X,X,X,X,X,O,X,X,X
SJLIOTZ,X,O,X,X,X,X,X,X,O,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X,O,X,X,X
SJLZTIO,O,X,X,X,X,X,X,X,O,O,O,X
SJLZTOI,O,X,X,X,X,X,X,X,O,O,O,X
SJLZITO,O,O,X,X,X,X,X,X,O,O,X,X
SJLZIOT,O,O,X,X,X,X,X,X,O,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,O,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,O,X,X,X
SJLOTIZ,X,O,X,X,X,X,X,X,O,X,X,X
SJLOTZI,O,X,X,X,X,X,X,X,O,X,X,X
