sequence,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF6iBTeBclBm?hBXmBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhF8hBGeBamB3?iBTlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je07IvhFxdBzhBCjBX?hB2qBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je38IvhF5iBTeBclBy?mBllBmrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Jex7IvhFTeBclBXmBO?sB6sBlrB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JeVBJvhFaiB5iBTeB0?gB2qBfsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8JefCJvhFxdBUhBCjBT?lBmlBFsB,v115@zgB8HeC8GeB8FeD8FeH8AeC8Je3AJvhFcmBxiBmhBC?jBTlBFsB
ZLSIOJT,O,O,X,X,O,X,X,O
ZLSJTIO,O,O,X,X,O,X,X,X
ZLSJTOI,O,O,O,X,O,X,X,X
ZLSJITO,O,O,X,X,O,X,X,X
ZLSJIOT,O,O,X,X,O,X,X,X
ZLSJOTI,O,O,X,X,O,X,X,X
ZLSJOIT,O,O,X,X,O,X,X,X
ZLSOTIJ,O,X,X,X,X,X,X,X
ZLSOTJI,O,X,X,X,X,X,X,X
ZLSOITJ,O,X,X,X,X,X,X,X
ZLSOIJT,O,O,X,X,O,X,X,X
ZLSOJTI,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,X,X,O,X,X,X
ZLOTIJS,O,X,O,X,X,X,X,X
ZLOTISJ,O,X,O,X,X,X,O,X
ZLOTJIS,O,X,O,X,X,X,X,X
ZLOTJSI,O,X,O,X,X,X,O,X
ZLOTSIJ,O,X,O,X,X,X,O,X
ZLOTSJI,O,X,O,X,X,X,O,X
ZLOITJS,O,X,X,X,X,X,X,X
ZLOITSJ,O,X,X,X,X,X,X,X
ZLOIJTS,X,X,X,O,X,X,X,X
ZLOIJST,X,X,X,O,X,X,X,X
ZLOISTJ,O,X,X,X,X,X,O,X
ZLOISJT,O,X,X,X,O,X,O,X
ZLOJTIS,X,X,O,O,X,X,X,X
ZLOJTSI,X,X,O,O,X,X,X,X
ZLOJITS,X,X,X,O,X,X,X,X
ZLOJIST,X,X,X,O,X,X,X,X
ZLOJSTI,X,X,X,O,O,X,O,X
ZLOJSIT,X,X,X,O,O,X,O,X
ZLOSTIJ,O,X,X,X,X,X,O,X
ZLOSTJI,O,X,X,X,X,X,O,X
ZLOSITJ,O,X,X,X,X,X,O,X
ZLOSIJT,O,X,X,X,O,X,O,X
ZLOSJTI,O,X,X,X,O,X,O,X
ZLOSJIT,O,X,X,X,O,X,O,X
ZJTILSO,O,O,X,O,X,X,X,X
ZJTILOS,O,O,O,O,X,X,X,X
ZJTISLO,O,O,X,X,X,X,X,O
ZJTISOL,O,O,X,X,X,X,X,O
ZJTIOLS,O,O,O,O,X,X,X,X
ZJTIOSL,O,O,X,X,X,X,X,X
ZJTLISO,O,O,X,O,X,X,X,X
ZJTLIOS,O,O,O,O,X,X,X,X
ZJTLSIO,O,O,X,O,X,X,X,X
ZJTLSOI,O,O,O,O,X,X,X,X
ZJTLOIS,O,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,O,X,X,X,X
ZJTSILO,O,O,X,X,O,X,X,O
ZJTSIOL,O,O,X,X,O,X,X,O
ZJTSLIO,O,O,X,X,O,X,X,X
ZJTSLOI,O,O,O,X,O,X,X,X
ZJTSOIL,O,O,X,X,O,X,X,X
ZJTSOLI,O,O,O,X,O,X,X,X
ZJTOILS,O,O,O,O,X,X,X,X
ZJTOISL,O,O,X,X,X,X,X,X
ZJTOLIS,O,O,O,O,X,X,X,X
ZJTOLSI,O,O,O,O,X,X,X,X
ZJTOSIL,O,O,X,X,O,X,X,X
ZJTOSLI,O,O,O,X,O,X,X,X
ZJITLSO,O,X,X,O,X,X,X,X
ZJITLOS,O,X,O,O,X,X,X,X
ZJITSLO,O,X,X,X,X,X,X,X
ZJITSOL,O,X,X,X,X,X,X,X
ZJITOLS,O,X,O,O,X,X,X,X
ZJITOSL,O,X,X,X,X,X,X,X
ZJILTSO,X,X,X,O,X,X,X,X
ZJILTOS,X,X,O,O,X,X,X,X
ZJILSTO,X,X,X,O,X,X,X,X
ZJILSOT,X,X,X,O,X,X,X,X
ZJILOTS,X,X,X,O,X,X,X,X
ZJILOST,X,X,X,O,X,X,X,X
ZJISTLO,O,X,X,X,O,O,X,O
ZJISTOL,O,X,X,X,O,O,X,O
ZJISLTO,O,X,X,O,O,O,X,O
ZJISLOT,O,X,X,O,O,O,X,O
ZJISOTL,O,X,X,X,O,O,X,X
ZJISOLT,O,X,X,O,O,O,X,O
ZJIOTLS,O,X,X,O,X,X,X,X
ZJIOTSL,O,X,X,X,X,X,X,X
ZJIOLTS,X,X,X,O,X,X,X,X
ZJIOLST,X,X,X,O,X,X,X,X
ZJIOSTL,O,X,X,X,O,O,X,X
ZJIOSLT,O,X,X,O,O,O,X,X
ZJLTISO,X,O,X,O,X,X,X,X
ZJLTIOS,X,O,O,O,X,X,X,X
ZJLTSIO,X,O,X,O,X,X,X,X
ZJLTSOI,X,O,O,O,X,X,X,X
ZJLTOIS,X,O,O,O,X,X,X,X
ZJLTOSI,X,X,O,O,X,X,X,X
ZJLITSO,X,X,X,O,X,X,X,X
ZJLITOS,X,X,O,O,X,X,X,X
ZJLISTO,X,X,X,O,X,X,X,X
ZJLISOT,X,X,X,O,X,X,X,X
ZJLIOTS,X,X,X,O,X,X,X,X
ZJLIOST,X,X,X,O,X,X,X,X
ZJLSTIO,X,O,X,O,O,X,X,X
ZJLSTOI,X,O,O,O,O,X,X,X
ZJLSITO,X,O,X,O,O,X,X,X
ZJLSIOT,X,O,X,O,O,X,X,X
ZJLSOTI,X,O,X,O,O,X,X,X
ZJLSOIT,X,O,X,O,O,X,X,X
ZJLOTIS,X,X,O,O,X,X,X,X
ZJLOTSI,X,X,O,O,X,X,X,X
ZJLOITS,X,X,X,O,X,X,X,X
ZJLOIST,X,X,X,O,X,X,X,X
ZJLOSTI,X,X,X,O,O,X,X,X
ZJLOSIT,X,X,X,O,O,X,X,X
ZJSTILO,O,O,X,X,O,O,X,O
ZJSTIOL,O,O,X,X,O,O,X,O
ZJSTLIO,O,O,X,X,O,O,X,X
ZJSTLOI,O,O,O,X,O,O,X,X
ZJSTOIL,O,O,X,X,O,O,X,X
ZJSTOLI,O,O,O,X,O,O,X,X
ZJSITLO,O,O,X,X,O,O,X,O
ZJSITOL,O,O,X,X,O,O,X,O
ZJSILTO,O,O,X,O,O,O,X,O
ZJSILOT,O,O,X,O,O,O,X,O
ZJSIOTL,O,O,X,X,O,O,X,X
ZJSIOLT,O,O,X,O,O,O,X,O
ZJSLTIO,O,O,X,O,O,O,X,X
ZJSLTOI,O,O,O,O,O,O,X,X
ZJSLITO,O,O,X,O,O,O,X,X
ZJSLIOT,O,O,X,O,O,O,X,X
ZJSLOTI,O,O,X,O,O,O,X,X
ZJSLOIT,O,O,X,O,O,O,X,X
ZJSOTIL,O,O,X,X,O,O,X,X
ZJSOTLI,O,O,X,X,O,O,X,X
ZJSOITL,O,O,X,X,O,O,X,X
ZJSOILT,O,O,X,O,O,O,X,X
ZJSOLTI,O,O,X,O,O,O,X,X
ZJSOLIT,O,O,X,O,O,O,X,X
ZJOTILS,O,O,O,O,X,X,X,X
ZJOTISL,O,O,X,X,X,X,X,X
ZJOTLIS,O,O,O,O,X,X,X,X
ZJOTLSI,O,O,O,O,X,X,X,X
ZJOTSIL,O,O,X,X,O,X,X,X
ZJOTSLI,O,O,O,X,O,X,X,X
ZJOITLS,O,X,X,O,X,X,X,X
ZJOITSL,O,X,X,X,X,X,X,X
ZJOILTS,X,X,X,O,X,X,X,X
ZJOILST,X,X,X,O,X,X,X,X
ZJOISTL,O,X,X,X,O,O,X,X
ZJOISLT,O,X,X,O,O,O,X,X
ZJOLTIS,X,O,O,O,X,X,X,X
ZJOLTSI,X,O,O,O,X,X,X,X
ZJOLITS,X,X,X,O,X,X,X,X
ZJOLIST,X,X,X,O,X,X,X,X
ZJOLSTI,X,O,X,O,O,X,X,X
ZJOLSIT,X,O,X,O,O,X,X,X
ZJOSTIL,O,O,X,X,O,O,X,X
ZJOSTLI,O,O,X,X,O,O,X,X
ZJOSITL,O,O,X,X,O,O,X,X
ZJOSILT,O,O,X,O,O,O,X,X
ZJOSLTI,O,O,X,O,O,O,X,X
ZJOSLIT,O,O,X,O,O,O,X,X
ZSTILJO,O,X,X,X,X,X,X,O
ZSTILOJ,O,X,X,X,X,O,X,O
ZSTIJLO,O,O,X,X,O,X,X,O
ZSTIJOL,O,O,X,X,O,X,X,O
ZSTIOLJ,O,X,X,X,X,O,X,O
ZSTIOJL,O,X,X,X,O,X,X,O
ZSTLIJO,O,O,X,X,X,X,X,O
ZSTLIOJ,O,X,X,X,X,O,X,O
ZSTLJIO,O,O,X,X,X,X,X,X
ZSTLJOI,O,O,X,X,X,X,X,X
ZSTLOIJ,O,X,O,X,X,O,X,X
ZSTLOJI,O,X,O,X,X,X,X,X
ZSTJILO,O,O,X,X,O,X,X,O
ZSTJIOL,O,O,X,X,O,X,X,O
ZSTJLIO,O,O,X,X,O,X,X,X
ZSTJLOI,O,O,X,X,O,X,X,X
ZSTJOIL,O,O,X,X,O,X,X,X
ZSTJOLI,O,O,X,X,O,X,X,X
ZSTOILJ,O,X,X,X,X,O,X,O
ZSTOIJL,O,O,X,X,O,X,X,O
ZSTOLIJ,O,O,O,X,X,O,X,X
ZSTOLJI,O,O,O,X,X,X,X,X
ZSTOJIL,O,O,X,X,O,X,X,X
ZSTOJLI,O,O,X,X,O,X,X,X
ZSITLJO,O,X,X,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,O,X,O
ZSITJLO,O,O,X,X,O,X,X,O
ZSITJOL,O,O,X,X,O,X,X,O
ZSITOLJ,O,X,X,X,X,O,X,O
ZSITOJL,O,X,X,X,O,X,X,O
ZSILTJO,O,O,X,X,X,X,X,O
ZSILTOJ,O,X,X,X,X,O,X,O
ZSILJTO,O,O,X,X,O,O,X,O
ZSILJOT,O,O,X,X,O,O,X,O
ZSILOTJ,O,X,X,X,X,O,X,X
ZSILOJT,O,O,X,X,O,O,X,O
ZSIJTLO,O,O,X,X,O,O,X,O
ZSIJTOL,O,O,X,X,O,O,X,O
ZSIJLTO,O,O,X,O,O,O,X,O
ZSIJLOT,O,O,X,O,O,O,X,O
ZSIJOTL,O,O,X,X,O,O,X,X
ZSIJOLT,O,O,X,O,O,O,X,O
ZSIOTLJ,O,X,X,X,X,O,X,O
ZSIOTJL,O,O,X,X,O,X,X,O
ZSIOLTJ,O,O,X,X,X,O,X,X
ZSIOLJT,O,O,X,X,O,O,X,O
ZSIOJTL,O,O,X,X,O,O,X,X
ZSIOJLT,O,O,X,O,O,O,X,O
ZSLTIJO,O,O,X,X,X,X,X,O
ZSLTIOJ,O,X,X,X,X,O,X,O
ZSLTJIO,O,O,X,X,X,X,X,X
ZSLTJOI,O,O,X,X,X,X,X,X
ZSLTOIJ,O,X,O,X,X,O,X,X
ZSLTOJI,O,X,O,X,X,X,X,X
ZSLITJO,O,O,X,X,X,X,X,O
ZSLITOJ,O,X,X,X,X,O,X,O
ZSLIJTO,O,O,X,X,O,O,X,O
ZSLIJOT,O,O,X,X,O,O,X,O
ZSLIOTJ,O,X,X,X,X,O,X,X
ZSLIOJT,O,O,X,X,O,O,X,O
ZSLJTIO,O,O,X,X,O,O,X,X
ZSLJTOI,O,O,O,X,O,O,X,X
ZSLJITO,O,O,X,X,O,O,X,X
ZSLJIOT,O,O,X,X,O,O,X,X
ZSLJOTI,O,O,X,X,O,O,X,X
ZSLJOIT,O,O,X,X,O,O,X,X
ZSLOTIJ,O,O,X,X,X,O,X,X
ZSLOTJI,O,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,O,X,X
ZSLOIJT,O,O,X,X,O,O,X,X
ZSLOJTI,O,O,X,X,O,O,X,X
ZSLOJIT,O,O,X,X,O,O,X,X
ZSJTILO,O,O,X,X,O,O,X,O
ZSJTIOL,O,O,X,X,O,O,X,O
ZSJTLIO,O,O,X,X,O,O,X,X
ZSJTLOI,O,O,O,X,O,O,X,X
ZSJTOIL,O,O,X,X,O,O,X,X
ZSJTOLI,O,O,O,X,O,O,X,X
ZSJITLO,O,O,X,X,O,O,X,O
ZSJITOL,O,O,X,X,O,O,X,O
ZSJILTO,O,O,X,O,O,O,X,O
ZSJILOT,O,O,X,O,O,O,X,O
ZSJIOTL,O,O,X,X,O,O,X,X
ZSJIOLT,O,O,X,O,O,O,X,O
ZSJLTIO,O,O,X,O,O,O,X,X
ZSJLTOI,O,O,O,O,O,O,X,X
ZSJLITO,O,O,X,O,O,O,X,X
ZSJLIOT,O,O,X,O,O,O,X,X
ZSJLOTI,O,O,X,O,O,O,X,X
ZSJLOIT,O,O,X,O,O,O,X,X
ZSJOTIL,O,O,X,X,O,O,X,X
ZSJOTLI,O,O,X,X,O,O,X,X
ZSJOITL,O,O,X,X,O,O,X,X
ZSJOILT,O,O,X,O,O,O,X,X
ZSJOLTI,O,O,X,O,O,O,X,X
ZSJOLIT,O,O,X,O,O,O,X,X
ZSOTILJ,O,O,X,X,X,O,X,O
ZSOTIJL,O,O,X,X,O,X,X,O
ZSOTLIJ,O,O,X,X,X,O,X,X
ZSOTLJI,O,O,X,X,X,X,X,X
ZSOTJIL,O,O,X,X,O,X,X,X
ZSOTJLI,O,O,X,X,O,X,X,X
ZSOITLJ,O,X,X,X,X,O,X,O
ZSOITJL,O,O,X,X,O,X,X,O
ZSOILTJ,O,O,X,X,X,O,X,X
ZSOILJT,O,O,X,X,O,O,X,O
ZSOIJTL,O,O,X,X,O,O,X,X
ZSOIJLT,O,O,X,O,O,O,X,O
ZSOLTIJ,O,O,X,X,X,O,X,X
ZSOLTJI,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,O,X,X
ZSOLIJT,O,O,X,X,O,O,X,X
ZSOLJTI,O,O,X,X,O,O,X,X
ZSOLJIT,O,O,X,X,O,O,X,X
ZSOJTIL,O,O,X,X,O,O,X,X
ZSOJTLI,O,O,X,X,O,O,X,X
ZSOJITL,O,O,X,X,O,O,X,X
ZSOJILT,O,O,X,O,O,O,X,X
ZSOJLTI,O,O,X,O,O,O,X,X
ZSOJLIT,O,O,X,O,O,O,X,X
ZOTILJS,O,O,O,X,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,O,X
ZOTIJLS,O,O,X,O,X,X,X,X
ZOTIJSL,O,O,X,X,X,X,X,X
ZOTISLJ,O,X,X,X,X,X,O,O
ZOTISJL,O,O,X,X,O,X,X,O
ZOTLIJS,O,O,O,X,X,X,X,X
ZOTLISJ,O,O,O,X,X,X,O,X
ZOTLJIS,O,O,O,X,X,X,X,X
ZOTLJSI,O,O,O,X,X,X,O,X
ZOTLSIJ,O,O,O,X,X,X,O,X
ZOTLSJI,O,O,O,X,X,X,O,X
ZOTJILS,O,O,X,O,X,X,X,X
ZOTJISL,O,O,X,X,X,X,X,X
ZOTJLIS,O,O,O,O,X,X,X,X
ZOTJLSI,O,O,O,O,X,X,O,X
ZOTJSIL,O,O,X,X,O,X,X,X
ZOTJSLI,O,O,X,X,O,X,O,X
ZOTSILJ,O,O,X,X,X,X,O,O
ZOTSIJL,O,O,X,X,O,X,X,O
ZOTSLIJ,O,O,O,X,X,X,O,X
ZOTSLJI,O,O,O,X,X,X,O,X
ZOTSJIL,O,O,X,X,O,X,X,X
ZOTSJLI,O,O,X,X,O,X,O,X
ZOITLJS,O,O,X,X,X,X,X,X
ZOITLSJ,O,X,X,X,X,X,O,X
ZOITJLS,O,O,X,O,X,X,X,X
ZOITJSL,O,O,X,X,X,X,X,X
ZOITSLJ,O,X,X,X,X,X,O,X
ZOITSJL,O,O,X,X,O,X,X,X
ZOILTJS,O,O,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,X,X,X,X
ZOILJTS,X,X,X,O,X,X,X,X
ZOILJST,X,X,X,O,X,X,X,X
ZOILSTJ,O,X,X,X,X,X,O,X
ZOILSJT,O,X,X,X,O,X,O,X
ZOIJTLS,O,X,X,O,X,X,X,X
ZOIJTSL,O,X,X,X,X,X,X,X
ZOIJLTS,X,X,X,O,X,X,X,X
ZOIJLST,X,X,X,O,X,X,X,X
ZOIJSTL,O,X,X,X,O,O,X,X
ZOIJSLT,O,X,X,O,O,O,X,X
ZOISTLJ,O,X,X,X,X,O,X,O
ZOISTJL,O,X,X,X,O,X,X,O
ZOISLTJ,O,X,X,X,X,O,O,X
ZOISLJT,O,X,X,X,O,O,O,O
ZOISJTL,O,X,X,X,O,O,X,X
ZOISJLT,O,X,X,O,O,O,X,O
ZOLTIJS,O,O,O,X,X,X,X,X
ZOLTISJ,O,O,O,X,X,X,O,X
ZOLTJIS,O,O,O,X,X,X,X,X
ZOLTJSI,O,O,O,X,X,X,O,X
ZOLTSIJ,O,O,O,X,X,X,O,X
ZOLTSJI,O,O,O,X,X,X,O,X
ZOLITJS,O,O,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,X,X,X,X
ZOLIJTS,X,X,X,O,X,X,X,X
ZOLIJST,X,X,X,O,X,X,X,X
ZOLISTJ,O,X,X,X,X,X,O,X
ZOLISJT,O,X,X,X,O,X,O,X
ZOLJTIS,X,O,O,O,X,X,X,X
ZOLJTSI,X,O,O,O,X,X,X,X
ZOLJITS,X,X,X,O,X,X,X,X
ZOLJIST,X,X,X,O,X,X,X,X
ZOLJSTI,X,O,X,O,O,X,O,X
ZOLJSIT,X,O,X,O,O,X,O,X
ZOLSTIJ,O,O,X,X,X,X,O,X
ZOLSTJI,O,O,X,X,X,X,O,X
ZOLSITJ,O,O,X,X,X,X,O,X
ZOLSIJT,O,O,X,X,O,X,O,X
ZOLSJTI,O,O,X,X,O,X,O,X
ZOLSJIT,O,O,X,X,O,X,O,X
ZOJTILS,O,O,O,O,X,X,X,X
ZOJTISL,O,O,X,X,X,X,X,X
ZOJTLIS,O,O,O,O,X,X,X,X
ZOJTLSI,O,O,O,O,X,X,O,X
ZOJTSIL,O,O,X,X,O,X,X,X
ZOJTSLI,O,O,O,X,O,X,O,X
ZOJITLS,O,X,X,O,X,X,X,X
ZOJITSL,O,X,X,X,X,X,X,X
ZOJILTS,X,X,X,O,X,X,X,X
ZOJILST,X,X,X,O,X,X,X,X
ZOJISTL,O,X,X,X,O,O,X,X
ZOJISLT,O,X,X,O,O,O,X,X
ZOJLTIS,X,O,O,O,X,X,X,X
ZOJLTSI,X,O,O,O,X,X,X,X
ZOJLITS,X,X,X,O,X,X,X,X
ZOJLIST,X,X,X,O,X,X,X,X
ZOJLSTI,X,O,X,O,O,X,O,X
ZOJLSIT,X,O,X,O,O,X,O,X
ZOJSTIL,O,O,X,X,O,O,X,X
ZOJSTLI,O,O,X,X,O,O,X,X
ZOJSITL,O,O,X,X,O,O,X,X
ZOJSILT,O,O,X,O,O,O,X,X
ZOJSLTI,O,O,X,O,O,O,O,X
ZOJSLIT,O,O,X,O,O,O,O,X
ZOSTILJ,O,O,X,X,X,O,O,O
ZOSTIJL,O,O,X,X,O,X,X,O
ZOSTLIJ,O,O,X,X,X,O,O,X
ZOSTLJI,O,O,X,X,X,X,O,X
ZOSTJIL,O,O,X,X,O,X,X,X
ZOSTJLI,O,O,X,X,O,X,O,X
ZOSITLJ,O,X,X,X,X,O,X,O
ZOSITJL,O,O,X,X,O,X,X,O
ZOSILTJ,O,O,X,X,X,O,O,X
ZOSILJT,O,O,X,X,O,O,O,O
ZOSIJTL,O,O,X,X,O,O,X,X
ZOSIJLT,O,O,X,O,O,O,X,O
ZOSLTIJ,O,O,X,X,X,O,O,X
ZOSLTJI,O,O,X,X,X,X,O,X
ZOSLITJ,O,O,X,X,X,O,O,X
ZOSLIJT,O,O,X,X,O,O,O,X
ZOSLJTI,O,O,X,X,O,O,O,X
ZOSLJIT,O,O,X,X,O,O,O,X
ZOSJTIL,O,O,X,X,O,O,X,X
ZOSJTLI,O,O,X,X,O,O,X,X
ZOSJITL,O,O,X,X,O,O,X,X
ZOSJILT,O,O,X,O,O,O,X,X
ZOSJLTI,O,O,X,O,O,O,O,X
ZOSJLIT,O,O,X,O,O,O,O,X
OTILJSZ,X,O,O,X,X,X,X,X
OTILJZS,O,O,O,X,X,X,X,X
OTILSJZ,O,O,O,X,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X,X
OTILZJS,O,O,O,X,X,X,X,X
OTILZSJ,O,O,O,X,X,X,O,X
OTIJLSZ,X,O,O,O,X,X,X,X
OTIJLZS,O,O,O,O,X,X,X,X
OTIJSLZ,X,O,X,X,X,O,X,X
OTIJSZL,X,O,X,X,X,O,X,X
OTIJZLS,O,O,O,O,X,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,O,X,X
OTISLZJ,O,O,X,X,X,O,X,X
OTISJLZ,O,O,X,X,X,O,X,X
OTISJZL,O,O,X,X,X,O,X,X
OTISZLJ,O,O,X,X,X,O,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,O,O,O,X,X,X,X,X
OTIZLSJ,O,O,O,X,X,X,O,X
OTIZJLS,O,O,X,O,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X
OTIZSLJ,O,X,X,X,X,X,O,O
OTIZSJL,O,O,X,X,O,X,X,O
OTLIJSZ,X,O,O,X,X,X,X,X
OTLIJZS,O,O,O,X,X,X,X,X
OTLISJZ,O,O,O,X,X,X,X,X
OTLISZJ,O,O,O,X,X,X,O,X
OTLIZJS,O,O,O,X,X,X,X,X
OTLIZSJ,O,O,O,X,X,X,O,X
OTLJISZ,X,O,O,X,X,X,X,X
OTLJIZS,O,O,O,X,X,X,X,X
OTLJSIZ,O,O,O,X,X,X,X,X
OTLJSZI,O,O,O,X,X,X,X,X
OTLJZIS,O,O,O,X,X,X,X,X
OTLJZSI,O,O,O,X,X,X,O,X
OTLSIJZ,O,O,O,X,X,X,X,X
OTLSIZJ,O,O,O,X,X,X,O,X
OTLSJIZ,O,O,O,X,X,X,X,X
OTLSJZI,O,O,O,X,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,O,X
OTLSZJI,O,O,O,X,X,X,O,X
OTLZIJS,O,O,O,X,X,X,X,X
OTLZISJ,O,O,O,X,X,X,O,X
OTLZJIS,O,O,O,X,X,X,X,X
OTLZJSI,O,O,O,X,X,X,O,X
OTLZSIJ,O,O,O,X,X,X,O,X
OTLZSJI,O,O,O,X,X,X,O,X
OTJILSZ,X,O,O,O,X,X,X,X
OTJILZS,O,O,O,O,X,X,X,X
OTJISLZ,X,O,X,X,X,O,X,X
OTJISZL,X,O,X,X,X,O,X,X
OTJIZLS,O,O,O,O,X,X,X,X
OTJIZSL,O,O,X,X,X,X,X,X
OTJLISZ,X,O,O,O,X,X,X,X
OTJLIZS,O,O,O,O,X,X,X,X
OTJLSIZ,O,O,O,O,X,X,X,X
OTJLSZI,O,O,O,O,X,X,X,X
OTJLZIS,O,O,O,O,X,X,X,X
OTJLZSI,O,O,O,O,X,X,O,X
OTJSILZ,O,O,X,X,X,O,X,X
OTJSIZL,O,O,X,X,X,O,X,X
OTJSLIZ,O,O,O,X,X,O,X,X
OTJSLZI,O,O,O,X,X,O,X,X
OTJSZIL,O,O,X,X,O,O,X,X
OTJSZLI,O,O,O,X,O,O,X,X
OTJZILS,O,O,O,O,X,X,X,X
OTJZISL,O,O,X,X,X,X,X,X
OTJZLIS,O,O,O,O,X,X,X,X
OTJZLSI,O,O,O,O,X,X,O,X
OTJZSIL,O,O,X,X,O,X,X,X
OTJZSLI,O,O,O,X,O,X,O,X
OTSILJZ,O,O,X,X,X,O,X,X
OTSILZJ,O,O,X,X,X,O,X,X
OTSIJLZ,O,O,X,X,X,O,X,X
OTSIJZL,O,O,X,X,X,O,X,X
OTSIZLJ,O,O,X,X,X,O,X,X
OTSIZJL,O,O,X,X,X,X,X,X
OTSLIJZ,O,O,O,X,X,O,X,X
OTSLIZJ,O,O,O,X,X,O,O,X
OTSLJIZ,O,O,O,X,X,O,X,X
OTSLJZI,O,O,O,X,X,O,X,X
OTSLZIJ,O,O,O,X,X,O,O,X
OTSLZJI,O,O,O,X,X,X,O,X
OTSJILZ,O,O,X,X,X,O,X,X
OTSJIZL,O,O,X,X,X,O,X,X
OTSJLIZ,O,O,O,X,X,O,X,X
OTSJLZI,O,O,O,X,X,O,X,X
OTSJZIL,O,O,X,X,O,O,X,X
OTSJZLI,O,O,O,X,O,O,X,X
OTSZILJ,O,O,X,X,X,O,O,X
OTSZIJL,O,O,X,X,O,X,X,X
OTSZLIJ,O,O,O,X,X,O,O,X
OTSZLJI,O,O,O,X,X,X,O,X
OTSZJIL,O,O,X,X,O,X,X,X
OTSZJLI,O,O,X,X,O,X,O,X
OTZILJS,O,O,O,X,X,X,X,X
OTZILSJ,O,O,O,X,X,X,O,X
OTZIJLS,O,O,X,O,X,X,X,X
OTZIJSL,O,O,X,X,X,X,X,X
OTZISLJ,O,X,X,X,X,X,O,O
OTZISJL,O,O,X,X,O,X,X,O
OTZLIJS,O,O,O,X,X,X,X,X
OTZLISJ,O,O,O,X,X,X,O,X
OTZLJIS,O,O,O,X,X,X,X,X
OTZLJSI,O,O,O,X,X,X,O,X
OTZLSIJ,O,O,O,X,X,X,O,X
OTZLSJI,O,O,O,X,X,X,O,X
OTZJILS,O,O,O,O,X,X,X,X
OTZJISL,O,O,X,X,X,X,X,X
OTZJLIS,O,O,O,O,X,X,X,X
OTZJLSI,O,O,O,O,X,X,O,X
OTZJSIL,O,O,X,X,O,X,X,X
OTZJSLI,O,O,O,X,O,X,O,X
OTZSILJ,O,O,X,X,X,X,O,O
OTZSIJL,O,O,X,X,O,X,X,O
OTZSLIJ,O,O,O,X,X,X,O,X
OTZSLJI,O,O,O,X,X,X,O,X
OTZSJIL,O,O,X,X,O,X,X,X
OTZSJLI,O,O,X,X,O,X,O,X
OITLJSZ,X,O,X,X,X,X,X,X
OITLJZS,O,O,X,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,O,X
OITJLSZ,X,O,X,O,X,X,X,X
OITJLZS,O,O,X,O,X,X,X,X
OITJSLZ,X,O,X,X,X,O,X,X
OITJSZL,X,O,X,X,X,O,X,X
OITJZLS,O,O,X,O,X,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,O,X,X
OITSLZJ,O,O,X,X,X,O,X,X
OITSJLZ,O,O,X,X,X,O,X,X
OITSJZL,O,O,X,X,X,O,X,X
OITSZLJ,O,O,X,X,X,O,X,X
OITSZJL,O,O,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,O,X
OITZJLS,O,O,X,O,X,X,X,X
OITZJSL,O,O,X,X,X,X,X,X
OITZSLJ,O,X,X,X,X,X,O,O
OITZSJL,O,O,X,X,O,X,X,O
OILTJSZ,X,O,X,X,X,X,X,X
OILTJZS,O,O,X,X,X,X,X,X
OILTSJZ,X,O,X,X,X,X,X,X
OILTSZJ,O,O,X,X,X,X,X,X
OILTZJS,O,O,X,X,X,X,X,X
OILTZSJ,O,O,X,X,X,X,O,X
OILJTSZ,X,O,X,O,X,X,X,X
OILJTZS,X,O,X,O,X,X,X,X
OILJSTZ,X,X,X,O,X,O,X,X
OILJSZT,X,O,X,O,X,O,X,X
OILJZTS,X,X,X,O,X,X,X,X
OILJZST,X,X,X,O,X,X,X,X
