sequence,v115@5gB8GeC8HeD8FeE8AeH8JeO/IvhFxbBTeBCgB/mB0l?BlpB,v115@5gB8GeC8HeD8FeE8AeH8JeU7IvhFFcBTeBikBGmBRq?B/pB,v115@5gB8GeC8HeD8FeE8AeH8Jex6IvhFOhBTeBlfBclB/p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jey/IvhFFcBTeBWmB0fB/p?BxvB,v115@5gB8GeC8HeD8FeE8AeH8JeZ/IvhFufB1gBTeBXhB8p?BSwB,v115@5gB8GeC8HeD8FeE8AeH8Jex7IvhFTeB/mB6pB0qBOp?BFqB
OJLZTIS,X,O,O,X,O,X
OJLZTSI,X,X,O,X,O,X
OJLZITS,X,O,O,X,O,X
OJLZIST,X,O,O,X,O,X
OJLZSTI,X,X,O,X,O,O
OJLZSIT,X,X,O,X,O,O
OJSTILZ,O,O,X,O,X,X
OJSTIZL,O,X,O,O,X,X
OJSTLIZ,O,O,X,X,X,X
OJSTLZI,O,X,O,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,O,O,X,O,X,X
OJSITZL,O,X,X,O,X,X
OJSILTZ,X,O,X,O,X,X
OJSILZT,X,O,O,O,X,X
OJSIZTL,O,X,O,O,X,X
OJSIZLT,O,X,O,O,X,O
OJSLTIZ,X,O,X,X,X,X
OJSLTZI,X,X,O,X,X,X
OJSLITZ,X,O,X,O,X,X
OJSLIZT,X,O,O,O,X,X
OJSLZTI,X,X,O,X,X,O
OJSLZIT,X,X,O,X,X,O
OJSZTIL,O,X,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,O,X,O,X,X,X
OJSZILT,O,X,O,X,X,O
OJSZLTI,O,X,O,X,X,O
OJSZLIT,O,X,O,X,X,O
OJZTILS,O,O,X,X,O,X
OJZTISL,O,X,O,X,O,X
OJZTLIS,O,O,X,X,O,X
OJZTLSI,O,X,X,X,O,X
OJZTSIL,O,X,O,X,O,X
OJZTSLI,O,X,O,X,X,X
OJZITLS,X,O,X,X,O,X
OJZITSL,X,X,O,X,O,X
OJZILTS,X,O,X,X,O,X
OJZILST,X,O,O,X,O,X
OJZISTL,X,X,O,X,O,X
OJZISLT,X,X,O,X,O,X
OJZLTIS,X,O,O,X,O,X
OJZLTSI,O,X,O,X,O,X
OJZLITS,X,O,O,X,O,X
OJZLIST,O,O,O,X,O,X
OJZLSTI,O,X,O,X,O,O
OJZLSIT,O,X,O,X,O,O
OJZSTIL,O,X,O,X,O,X
OJZSTLI,O,X,O,X,X,X
OJZSITL,O,X,O,X,O,X
OJZSILT,O,X,O,X,O,O
OJZSLTI,O,X,O,X,O,O
OJZSLIT,O,X,O,X,O,O
OSTILJZ,O,X,X,O,X,X
OSTILZJ,O,X,O,X,X,X
OSTIJLZ,O,O,X,O,X,X
OSTIJZL,O,X,O,O,X,X
OSTIZLJ,O,X,O,X,X,O
OSTIZJL,O,X,O,O,X,X
OSTLIJZ,O,X,X,O,X,X
OSTLIZJ,O,X,O,X,X,X
OSTLJIZ,O,X,X,X,X,X
OSTLJZI,O,X,O,X,X,X
OSTLZIJ,O,X,O,X,X,O
OSTLZJI,O,X,O,X,X,O
OSTJILZ,O,O,X,O,X,X
OSTJIZL,O,X,O,O,X,X
OSTJLIZ,O,O,X,X,X,X
OSTJLZI,O,X,O,X,X,X
OSTJZIL,O,X,O,X,X,X
OSTJZLI,O,X,O,X,X,X
OSTZILJ,O,X,O,X,X,O
OSTZIJL,O,X,O,O,X,X
OSTZLIJ,O,X,O,X,X,O
OSTZLJI,O,X,O,X,X,O
OSTZJIL,O,X,O,X,X,X
OSTZJLI,O,X,O,X,X,X
OSITLJZ,O,X,X,O,X,X
OSITLZJ,O,X,O,X,X,X
OSITJLZ,O,O,X,O,X,X
OSITJZL,O,X,O,O,X,X
OSITZLJ,O,X,O,X,X,O
OSITZJL,O,X,O,O,X,X
OSILTJZ,O,X,X,O,X,X
OSILTZJ,O,X,X,X,X,X
OSILJTZ,X,X,X,O,X,X
OSILJZT,X,X,O,O,X,X
OSILZTJ,O,X,O,X,O,O
OSILZJT,O,X,O,O,O,O
OSIJTLZ,O,O,X,O,X,X
OSIJTZL,O,X,X,O,X,X
OSIJLTZ,X,O,X,O,X,X
OSIJLZT,X,O,O,O,X,X
OSIJZTL,O,X,O,O,X,X
OSIJZLT,O,X,O,O,X,O
OSIZTLJ,O,X,O,X,X,O
OSIZTJL,O,X,O,O,O,X
OSIZLTJ,O,X,X,X,O,O
OSIZLJT,O,X,O,O,O,O
OSIZJTL,O,X,O,O,O,X
OSIZJLT,O,X,O,O,O,O
OSLTIJZ,O,X,X,O,X,X
OSLTIZJ,O,X,O,X,X,X
OSLTJIZ,O,X,X,X,X,X
OSLTJZI,O,X,O,X,X,X
OSLTZIJ,O,X,O,X,X,O
OSLTZJI,O,X,O,X,X,O
OSLITJZ,O,X,X,O,X,X
OSLITZJ,O,X,X,X,X,X
OSLIJTZ,X,X,X,O,X,X
OSLIJZT,X,X,O,O,X,X
OSLIZTJ,O,X,O,X,O,O
OSLIZJT,O,X,O,O,O,O
OSLJTIZ,X,O,X,X,X,X
OSLJTZI,X,X,O,X,X,X
OSLJITZ,X,O,X,O,X,X
OSLJIZT,X,O,O,O,X,X
OSLJZTI,X,X,O,X,X,O
OSLJZIT,X,X,O,X,X,O
OSLZTIJ,O,X,O,X,O,O
OSLZTJI,O,X,O,X,O,O
OSLZITJ,O,X,O,X,O,O
OSLZIJT,O,X,O,O,O,O
OSLZJTI,O,X,O,X,O,O
OSLZJIT,O,X,O,X,O,O
OSJTILZ,O,O,X,O,X,X
OSJTIZL,O,X,O,O,X,X
OSJTLIZ,O,O,X,X,X,X
OSJTLZI,O,X,O,X,X,X
OSJTZIL,O,X,O,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,O,O,X,O,X,X
OSJITZL,O,X,X,O,X,X
OSJILTZ,X,O,X,O,X,X
OSJILZT,X,O,O,O,X,X
OSJIZTL,O,X,O,O,X,X
OSJIZLT,O,X,O,O,X,O
OSJLTIZ,X,O,X,X,X,X
OSJLTZI,X,X,O,X,X,X
OSJLITZ,X,O,X,O,X,X
OSJLIZT,X,O,O,O,X,X
OSJLZTI,X,X,O,X,X,O
OSJLZIT,X,X,O,X,X,O
OSJZTIL,O,X,O,X,X,X
OSJZTLI,O,X,O,X,X,X
OSJZITL,O,X,O,X,X,X
OSJZILT,O,X,O,X,X,O
OSJZLTI,O,X,O,X,X,O
OSJZLIT,O,X,O,X,X,O
OSZTILJ,O,X,O,X,X,O
OSZTIJL,O,X,O,O,O,X
OSZTLIJ,O,X,O,X,X,O
OSZTLJI,O,X,O,X,X,O
OSZTJIL,O,X,O,X,O,X
OSZTJLI,O,X,O,X,X,X
OSZITLJ,O,X,O,X,X,O
OSZITJL,O,X,O,O,O,X
OSZILTJ,O,X,X,X,O,O
OSZILJT,O,X,O,O,O,O
OSZIJTL,O,X,O,O,O,X
OSZIJLT,O,X,O,O,O,O
OSZLTIJ,O,X,O,X,O,O
OSZLTJI,O,X,O,X,O,O
OSZLITJ,O,X,O,X,O,O
OSZLIJT,O,X,O,O,O,O
OSZLJTI,O,X,O,X,O,O
OSZLJIT,O,X,O,X,O,O
OSZJTIL,O,X,O,X,O,X
OSZJTLI,O,X,O,X,X,X
OSZJITL,O,X,O,X,O,X
OSZJILT,O,X,O,X,O,O
OSZJLTI,O,X,O,X,O,O
OSZJLIT,O,X,O,X,O,O
OZTILJS,O,X,X,X,O,X
OZTILSJ,O,X,X,X,O,X
OZTIJLS,O,O,X,X,O,X
OZTIJSL,O,X,O,O,O,X
OZTISLJ,O,X,X,X,X,X
OZTISJL,O,X,X,O,O,X
OZTLIJS,O,X,X,X,O,X
OZTLISJ,O,X,X,X,O,X
OZTLJIS,O,X,X,X,O,X
OZTLJSI,O,X,X,X,O,X
OZTLSIJ,O,X,X,X,O,O
OZTLSJI,O,X,X,X,O,O
OZTJILS,O,O,X,X,O,X
OZTJISL,O,X,O,X,O,X
OZTJLIS,O,O,X,X,O,X
OZTJLSI,O,X,X,X,O,X
OZTJSIL,O,X,O,X,O,X
OZTJSLI,O,X,O,X,X,X
OZTSILJ,O,X,O,X,X,O
OZTSIJL,O,X,O,O,O,X
OZTSLIJ,O,X,O,X,X,O
OZTSLJI,O,X,O,X,X,O
OZTSJIL,O,X,O,X,O,X
OZTSJLI,O,X,O,X,X,X
OZITLJS,O,X,X,X,O,X
OZITLSJ,O,X,X,X,O,X
OZITJLS,O,O,X,X,O,X
OZITJSL,O,X,O,O,O,X
OZITSLJ,O,X,X,X,X,X
OZITSJL,O,X,X,O,O,X
OZILTJS,X,X,X,X,O,X
OZILTSJ,X,X,X,X,O,X
OZILJTS,X,X,X,X,O,X
OZILJST,O,X,O,X,O,X
OZILSTJ,O,X,X,X,O,O
OZILSJT,O,X,X,X,O,O
OZIJTLS,X,O,X,X,O,X
OZIJTSL,X,X,O,O,O,X
OZIJLTS,X,O,X,X,O,X
OZIJLST,X,O,O,X,O,X
OZIJSTL,X,X,O,O,O,X
OZIJSLT,X,X,O,O,O,X
OZISTLJ,O,X,O,X,X,O
OZISTJL,O,X,O,O,O,X
OZISLTJ,O,X,X,X,O,O
OZISLJT,O,X,O,O,O,O
OZISJTL,O,X,O,O,O,X
OZISJLT,O,X,O,O,O,O
OZLTIJS,O,X,O,X,O,X
OZLTISJ,O,X,X,X,O,X
OZLTJIS,O,X,O,X,O,X
OZLTJSI,O,X,O,X,O,X
OZLTSIJ,O,X,O,X,O,O
OZLTSJI,O,X,O,X,O,O
OZLITJS,X,X,O,X,O,X
OZLITSJ,X,X,X,X,O,X
OZLIJTS,X,X,O,X,O,X
OZLIJST,O,X,O,X,O,X
OZLISTJ,O,X,O,X,O,O
OZLISJT,O,X,O,X,O,O
OZLJTIS,X,O,O,X,O,X
OZLJTSI,O,X,O,X,O,X
OZLJITS,X,O,O,X,O,X
OZLJIST,O,O,O,X,O,X
OZLJSTI,O,X,O,X,O,O
OZLJSIT,O,X,O,X,O,O
OZLSTIJ,O,X,O,X,O,O
OZLSTJI,O,X,O,X,O,O
OZLSITJ,O,X,O,X,O,O
OZLSIJT,O,X,O,X,O,O
OZLSJTI,O,X,O,X,O,O
OZLSJIT,O,X,O,X,O,O
OZJTILS,O,O,X,X,O,X
OZJTISL,O,X,O,X,O,X
OZJTLIS,O,O,X,X,O,X
OZJTLSI,O,X,X,X,O,X
OZJTSIL,O,X,O,X,O,X
OZJTSLI,O,X,O,X,X,X
OZJITLS,X,O,X,X,O,X
OZJITSL,X,X,O,X,O,X
OZJILTS,X,O,X,X,O,X
OZJILST,X,O,O,X,O,X
OZJISTL,X,X,O,X,O,X
OZJISLT,X,X,O,X,O,X
OZJLTIS,X,O,O,X,O,X
OZJLTSI,O,X,O,X,O,X
OZJLITS,X,O,O,X,O,X
OZJLIST,O,O,O,X,O,X
OZJLSTI,O,X,O,X,O,O
OZJLSIT,O,X,O,X,O,O
OZJSTIL,O,X,O,X,O,X
OZJSTLI,O,X,O,X,X,X
OZJSITL,O,X,O,X,O,X
OZJSILT,O,X,O,X,O,O
OZJSLTI,O,X,O,X,O,O
OZJSLIT,O,X,O,X,O,O
OZSTILJ,O,X,O,X,X,O
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,O,X,O,X,X,O
OZSTLJI,O,X,O,X,X,O
OZSTJIL,O,X,O,X,O,X
OZSTJLI,O,X,O,X,X,X
OZSITLJ,O,X,O,X,X,O
OZSITJL,O,X,O,O,O,X
OZSILTJ,O,X,X,X,O,O
OZSILJT,O,X,O,O,O,O
OZSIJTL,O,X,O,O,O,X
OZSIJLT,O,X,O,O,O,O
OZSLTIJ,O,X,O,X,O,O
OZSLTJI,O,X,O,X,O,O
OZSLITJ,O,X,O,X,O,O
OZSLIJT,O,X,O,O,O,O
OZSLJTI,O,X,O,X,O,O
OZSLJIT,O,X,O,X,O,O
OZSJTIL,O,X,O,X,O,X
OZSJTLI,O,X,O,X,X,X
OZSJITL,O,X,O,X,O,X
OZSJILT,O,X,O,X,O,O
OZSJLTI,O,X,O,X,O,O
OZSJLIT,O,X,O,X,O,O
