sequence,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBXhBF?nB8sBmsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBXhBl?iBUnBetB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBVmBU?iBetB3sB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFehBCdBxiBU?nBFoBXtB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFehBRdBCiB/?sBFoBctB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB6jBVmB3?iBetBUsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF0cBxdBVmBG?jB/sBatB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFicBWjBRmBF?oBUnBXtB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF2hBXeBcoBR?mBqsBFsB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhFxcB+jBVmBa?nBftB8sB,v115@1gB8HeB8FeC8GeF8CeH8BeA8JeT6IvhF0hBxiBXhBS?oBmsBlsB
SIOLTZJ,O,X,X,X,X,X,X,O,X,X,X
SIOLJTZ,X,O,X,X,O,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,O,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,O,X,X
SIOLZJT,O,O,X,X,X,X,X,X,O,X,X
SIOJTLZ,X,O,X,X,O,X,X,X,X,O,X
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,O,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,O,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X,X,X,X,X
SLTIJZO,X,X,X,X,O,X,X,X,X,O,X
SLTIJOZ,X,X,X,X,O,X,X,X,X,O,X
SLTIZJO,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,O,X,O,O,X,X,X,O,X
SLTIOZJ,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,O,X,X,O,O,X,X,X,O,X
SLTJIOZ,X,O,O,X,O,O,X,X,X,O,X
SLTJZIO,O,O,O,X,O,O,X,X,X,O,X
SLTJZOI,O,O,O,X,O,O,X,X,X,O,X
SLTJOIZ,X,O,O,X,O,O,X,X,X,O,X
SLTJOZI,O,O,O,X,O,O,X,X,X,O,X
SLTZIJO,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,X,X,X,O,X,X,X,X,O,X
SLTZJOI,O,X,X,X,O,X,X,X,X,O,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,X,X,X,O,X,X,X,X,O,X
SLTOIJZ,X,O,O,X,O,O,X,X,X,O,X
SLTOIZJ,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,O,X,O,O,X,X,X,O,X
SLTOJZI,O,O,O,X,O,O,X,X,X,O,X
SLTOZIJ,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,X,X,X,O,X,X,X,X,O,X
SLITJZO,X,X,X,X,O,X,X,X,X,X,X
SLITJOZ,X,X,X,X,O,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,O,X,X,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,X,O,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,O,X,X,O,X,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,X,X,O,X,X
SLIJZOT,X,O,X,X,X,X,X,X,O,X,X
SLIJOTZ,X,O,X,X,O,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,X,X,X,O,X,X
SLIZTJO,O,X,X,X,X,X,X,X,O,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,O,X,X
SLIZJTO,X,O,X,X,X,X,X,X,O,X,X
SLIZJOT,O,O,X,X,X,X,X,X,O,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,O,X,X
SLIZOJT,O,O,X,X,X,X,X,X,O,X,X
SLIOTJZ,X,O,X,X,O,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,X,O,X,X,O,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,O,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,O,X,X
SLIOZJT,O,O,X,X,X,X,X,X,O,X,X
SLJTIZO,X,O,X,X,O,O,X,X,X,O,X
SLJTIOZ,X,O,O,X,O,O,X,X,X,O,X
SLJTZIO,O,O,O,X,O,O,X,X,X,O,X
SLJTZOI,O,O,O,X,O,O,X,X,X,O,X
SLJTOIZ,X,O,O,X,O,O,X,X,X,O,X
SLJTOZI,O,O,O,X,O,O,X,X,X,O,X
SLJITZO,X,O,X,X,O,X,X,X,X,X,X
SLJITOZ,X,O,X,X,O,X,X,X,X,X,X
SLJIZTO,X,O,X,X,X,X,X,X,X,X,X
SLJIZOT,X,O,X,X,X,X,X,X,X,X,X
SLJIOTZ,X,O,X,X,O,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,X,X,O,X,X,X,X,X,X
SLJZTOI,O,O,X,X,O,X,X,X,X,X,X
SLJZITO,X,O,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X,X,X,X
SLJZOTI,O,O,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X,X,X,X
SLJOTIZ,X,O,O,X,O,O,X,X,X,O,X
SLJOTZI,O,O,O,X,O,O,X,X,X,O,X
SLJOITZ,X,O,X,X,O,X,X,X,X,X,X
SLJOIZT,O,O,X,X,X,X,X,X,X,X,X
SLJOZTI,O,O,X,X,O,X,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,X,X,X,X,O,X,X
SLZTIOJ,O,X,X,X,X,X,X,X,O,X,X
SLZTJIO,O,X,X,X,O,X,X,X,X,X,X
SLZTJOI,O,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,X,X,O,X,X
SLZTOJI,O,X,X,X,O,X,X,X,X,X,X
SLZITJO,O,X,X,X,X,X,X,X,O,X,X
SLZITOJ,O,X,X,X,X,X,X,X,O,X,X
SLZIJTO,X,O,X,X,X,X,X,X,O,X,X
SLZIJOT,O,O,X,X,X,X,X,X,O,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,O,X,X
SLZIOJT,O,O,X,X,X,X,X,X,O,X,X
SLZJTIO,O,O,X,X,O,X,X,X,X,X,X
SLZJTOI,O,O,X,X,O,X,X,X,X,X,X
SLZJITO,X,O,X,X,X,X,X,X,O,X,X
SLZJIOT,O,O,X,X,X,X,X,X,O,X,X
SLZJOTI,O,O,X,X,O,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,O,X,X
SLZOTIJ,O,X,X,X,X,X,X,X,O,X,X
SLZOTJI,O,X,X,X,O,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,X,O,X,X
SLZOIJT,O,O,X,X,X,X,X,X,O,X,X
SLZOJTI,O,O,X,X,O,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,O,X,X
SLOTIJZ,X,O,O,X,O,O,X,X,X,O,X
SLOTIZJ,O,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,X,O,O,X,O,O,X,X,X,O,X
SLOTJZI,O,O,O,X,O,O,X,X,X,O,X
SLOTZIJ,O,X,X,X,X,X,X,X,X,X,X
SLOTZJI,O,X,X,X,O,X,X,X,X,O,X
SLOITJZ,X,O,X,X,O,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,X,O,X,X,O,X,X,X,X,X,X
SLOIJZT,O,O,X,X,X,X,X,X,O,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,O,X,X
SLOIZJT,O,O,X,X,X,X,X,X,O,X,X
SLOJTIZ,X,O,O,X,O,O,X,X,X,O,X
SLOJTZI,O,O,O,X,O,O,X,X,X,O,X
SLOJITZ,X,O,X,X,O,X,X,X,X,X,X
SLOJIZT,O,O,X,X,X,X,X,X,X,X,X
SLOJZTI,O,O,X,X,O,X,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,X,X,X,O,X,X
SLOZTJI,O,X,X,X,O,X,X,X,X,X,X
SLOZITJ,O,X,X,X,X,X,X,X,O,X,X
SLOZIJT,O,O,X,X,X,X,X,X,O,X,X
SLOZJTI,O,O,X,X,O,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,O,X,X
SJTILZO,X,O,X,X,O,O,X,X,X,O,X
SJTILOZ,X,O,O,X,O,O,X,X,X,O,X
SJTIZLO,X,O,X,X,X,O,X,X,X,X,X
SJTIZOL,X,O,X,X,X,O,O,X,X,X,X
SJTIOLZ,X,O,O,X,O,O,X,X,X,O,X
SJTIOZL,X,O,X,X,X,O,O,X,X,X,X
SJTLIZO,X,O,X,X,O,O,X,X,X,O,X
SJTLIOZ,X,O,O,X,O,O,X,X,X,O,X
SJTLZIO,O,O,O,X,O,O,X,X,X,O,X
SJTLZOI,O,O,O,X,O,O,X,X,X,O,X
SJTLOIZ,X,O,O,X,O,O,X,X,X,O,X
SJTLOZI,O,O,O,X,O,O,X,X,X,O,X
SJTZILO,X,O,O,O,X,O,X,X,X,X,X
SJTZIOL,X,O,O,O,X,O,O,X,X,X,X
SJTZLIO,X,O,O,O,O,O,X,X,X,O,X
SJTZLOI,X,O,O,O,O,O,X,X,X,O,X
SJTZOIL,X,O,O,O,X,O,O,X,X,X,X
SJTZOLI,X,O,O,O,O,O,O,X,X,O,X
SJTOILZ,X,O,O,X,O,O,X,X,X,O,X
SJTOIZL,X,O,X,X,X,O,O,X,X,X,X
SJTOLIZ,X,O,O,X,O,O,X,X,X,O,X
SJTOLZI,O,O,O,X,O,O,X,X,X,O,X
SJTOZIL,X,O,O,O,X,O,O,X,X,X,X
SJTOZLI,X,O,O,O,O,O,O,X,X,O,X
SJITLZO,X,O,X,X,O,X,X,X,X,O,X
SJITLOZ,X,O,X,X,O,X,X,X,X,O,X
SJITZLO,X,O,X,X,X,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,O,X,X,X,X
SJITOLZ,X,O,X,X,O,X,X,X,X,O,X
SJITOZL,X,O,X,X,X,X,O,X,X,X,X
SJILTZO,X,O,X,X,O,X,X,X,X,X,X
SJILTOZ,X,O,X,X,O,X,X,X,X,X,X
SJILZTO,X,O,X,X,X,X,X,X,X,X,X
SJILZOT,X,O,X,X,X,X,X,X,X,X,X
SJILOTZ,X,O,X,X,O,X,X,X,X,X,X
SJILOZT,O,O,X,X,X,X,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X,X,X
SJIZLTO,X,O,X,X,X,X,X,X,X,X,X
SJIZLOT,O,O,X,X,X,X,X,X,X,X,X
SJIZOTL,O,O,X,X,X,X,X,X,X,X,X
SJIZOLT,O,O,X,X,X,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,O,X,X,X,X,O,X
SJIOTZL,X,O,X,X,X,X,O,X,X,X,X
SJIOLTZ,X,O,X,X,O,X,X,X,X,X,X
SJIOLZT,O,O,X,X,X,X,X,X,X,X,X
SJIOZTL,O,O,X,X,X,X,X,X,X,X,X
SJIOZLT,O,O,X,X,X,X,X,X,X,X,X
SJLTIZO,X,O,X,X,O,O,X,X,X,O,X
SJLTIOZ,X,O,O,X,O,O,X,X,X,O,X
SJLTZIO,O,O,O,X,O,O,X,X,X,O,X
SJLTZOI,O,O,O,X,O,O,X,X,X,O,X
SJLTOIZ,X,O,O,X,O,O,X,X,X,O,X
SJLTOZI,O,O,O,X,O,O,X,X,X,O,X
SJLITZO,X,O,X,X,O,X,X,X,X,X,X
SJLITOZ,X,O,X,X,O,X,X,X,X,X,X
SJLIZTO,X,O,X,X,X,X,X,X,X,X,X
SJLIZOT,X,O,X,X,X,X,X,X,X,X,X
SJLIOTZ,X,O,X,X,O,X,X,X,X,X,X
SJLIOZT,O,O,X,X,X,X,X,X,X,X,X
SJLZTIO,O,O,X,X,O,X,X,X,X,X,X
SJLZTOI,O,O,X,X,O,X,X,X,X,X,X
SJLZITO,X,O,X,X,X,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X,X,X,X
SJLZOTI,O,O,X,X,O,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X,X,X,X
SJLOTIZ,X,O,O,X,O,O,X,X,X,O,X
SJLOTZI,O,O,O,X,O,O,X,X,X,O,X
SJLOITZ,X,O,X,X,O,X,X,X,X,X,X
SJLOIZT,O,O,X,X,X,X,X,X,X,X,X
SJLOZTI,O,O,X,X,O,X,X,X,X,X,X
SJLOZIT,O,O,X,X,X,X,X,X,X,X,X
SJZTILO,O,O,X,O,X,X,X,X,X,X,X
SJZTIOL,O,O,X,O,X,X,X,X,X,X,X
SJZTLIO,O,O,X,O,O,X,X,X,X,O,X
SJZTLOI,O,O,X,O,O,X,X,X,X,O,X
SJZTOIL,O,O,X,O,X,X,X,X,X,X,X
SJZTOLI,O,O,X,O,O,X,X,X,X,O,X
SJZITLO,O,O,X,X,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X,X,X
SJZILTO,X,O,X,X,X,X,X,X,X,X,X
SJZILOT,O,O,X,O,X,X,X,X,X,X,X
SJZIOTL,O,O,X,X,X,X,X,X,X,X,O
SJZIOLT,O,O,X,O,X,X,X,X,X,X,O
SJZLTIO,O,O,X,O,O,X,X,X,X,X,X
SJZLTOI,O,O,X,O,O,X,X,X,X,X,X
SJZLITO,X,O,X,X,X,X,X,X,X,X,X
SJZLIOT,O,O,X,O,X,X,X,X,X,X,X
SJZLOTI,O,O,X,O,O,X,X,X,X,X,X
SJZLOIT,O,O,X,O,X,X,X,X,X,X,X
SJZOTIL,O,O,X,O,X,X,X,X,X,X,X
SJZOTLI,O,O,X,O,O,X,X,X,X,O,X
SJZOITL,O,O,X,X,X,X,X,X,X,X,O
SJZOILT,O,O,X,O,X,X,X,X,X,X,O
SJZOLTI,O,O,X,O,O,X,X,X,X,X,X
SJZOLIT,O,O,X,O,X,X,X,X,X,X,X
SJOTILZ,X,O,O,X,O,O,X,X,X,O,X
SJOTIZL,X,O,X,X,X,O,O,X,X,X,X
SJOTLIZ,X,O,O,X,O,O,X,X,X,O,X
SJOTLZI,O,O,O,X,O,O,X,X,X,O,X
SJOTZIL,X,O,O,O,X,O,O,X,X,X,X
SJOTZLI,X,O,O,O,O,O,O,X,X,O,X
SJOITLZ,X,O,X,X,O,X,X,X,X,O,X
SJOITZL,X,O,X,X,X,X,O,X,X,X,X
SJOILTZ,X,O,X,X,O,X,X,X,X,X,X
SJOILZT,O,O,X,X,X,X,X,X,X,X,X
SJOIZTL,O,O,X,X,X,X,X,X,X,X,X
SJOIZLT,O,O,X,X,X,X,X,X,X,X,X
SJOLTIZ,X,O,O,X,O,O,X,X,X,O,X
SJOLTZI,O,O,O,X,O,O,X,X,X,O,X
SJOLITZ,X,O,X,X,O,X,X,X,X,X,X
SJOLIZT,O,O,X,X,X,X,X,X,X,X,X
SJOLZTI,O,O,X,X,O,X,X,X,X,X,X
SJOLZIT,O,O,X,X,X,X,X,X,X,X,X
SJOZTIL,O,O,X,O,X,X,X,X,X,X,X
SJOZTLI,O,O,X,O,O,X,X,X,X,O,X
SJOZITL,O,O,X,X,X,X,X,X,X,X,O
SJOZILT,O,O,X,O,X,X,X,X,X,X,O
SJOZLTI,O,O,X,O,O,X,X,X,X,X,X
SJOZLIT,O,O,X,O,X,X,X,X,X,X,X
SZTILJO,O,X,X,X,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X,X,X,X,X,X
SZTIJLO,O,O,X,O,X,X,X,X,X,X,X
SZTIJOL,O,O,X,O,X,X,X,X,X,X,X
SZTIOLJ,O,X,X,X,X,X,X,X,X,X,X
SZTIOJL,O,O,X,O,X,X,X,X,X,X,X
SZTLIJO,O,X,X,X,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,X,X,X,X,X
SZTLJIO,O,X,X,X,O,X,X,X,X,O,X
SZTLJOI,O,X,X,X,O,X,X,X,X,O,X
SZTLOIJ,O,X,X,X,X,X,X,X,X,X,X
SZTLOJI,O,X,X,X,O,X,X,X,X,O,X
SZTJILO,O,O,X,O,X,X,X,X,X,X,X
SZTJIOL,O,O,X,O,X,X,X,X,X,X,X
SZTJLIO,O,O,X,O,O,X,X,X,X,O,X
SZTJLOI,O,O,X,O,O,X,X,X,X,O,X
SZTJOIL,O,O,X,O,X,X,X,X,X,X,X
SZTJOLI,O,O,X,O,O,X,X,X,X,O,X
SZTOILJ,O,X,X,X,X,X,X,X,X,X,X
SZTOIJL,O,O,X,O,X,X,X,X,X,X,X
SZTOLIJ,O,X,X,X,X,X,X,X,X,X,X
SZTOLJI,O,X,X,X,O,X,X,X,X,O,X
SZTOJIL,O,O,X,O,X,X,X,X,X,X,X
SZTOJLI,O,O,X,O,O,X,X,X,X,O,X
SZITLJO,O,X,X,X,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,X,X,X,X,X
SZITJLO,O,O,X,X,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,X,X,X
SZITOLJ,O,X,X,X,X,X,X,X,X,X,X
SZITOJL,O,O,X,X,X,X,X,X,X,X,X
SZILTJO,O,X,X,X,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X,X,X,X,X
SZILJTO,X,O,X,X,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X,X,X
SZIJLTO,X,O,X,X,X,X,X,X,X,X,X
SZIJLOT,O,O,X,O,X,X,X,X,X,X,X
SZIJOTL,O,O,X,X,X,X,X,X,X,X,X
SZIJOLT,O,O,X,O,X,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X,X,X,O
SZIOTJL,O,O,X,X,X,X,X,X,X,X,O
SZIOLTJ,O,X,X,X,X,X,X,X,X,X,O
SZIOLJT,O,O,X,X,X,X,X,X,X,X,O
SZIOJTL,O,O,X,X,X,X,X,X,X,X,O
SZIOJLT,O,O,X,O,X,X,X,X,X,X,O
SZLTIJO,O,X,X,X,X,X,X,X,O,X,X
SZLTIOJ,O,X,X,X,X,X,X,X,O,X,X
SZLTJIO,O,X,X,X,O,X,X,X,X,X,X
SZLTJOI,O,X,X,X,O,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,X,X,X,O,X,X
SZLTOJI,O,X,X,X,O,X,X,X,X,X,X
SZLITJO,O,X,X,X,X,X,X,X,O,X,X
SZLITOJ,O,X,X,X,X,X,X,X,O,X,X
SZLIJTO,X,O,X,X,X,X,X,X,O,X,X
SZLIJOT,O,O,X,X,X,X,X,X,O,X,X
SZLIOTJ,O,X,X,X,X,X,X,X,O,X,X
SZLIOJT,O,O,X,X,X,X,X,X,O,X,X
SZLJTIO,O,O,X,X,O,X,X,X,X,X,X
SZLJTOI,O,O,X,X,O,X,X,X,X,X,X
SZLJITO,X,O,X,X,X,X,X,X,O,X,X
SZLJIOT,O,O,X,X,X,X,X,X,O,X,X
SZLJOTI,O,O,X,X,O,X,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,O,X,X
SZLOTIJ,O,X,X,X,X,X,X,X,O,X,X
SZLOTJI,O,X,X,X,O,X,X,X,X,X,X
SZLOITJ,O,X,X,X,X,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,X,X,O,X,X
SZLOJTI,O,O,X,X,O,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,O,X,X
SZJTILO,O,O,X,O,X,X,X,X,X,X,X
SZJTIOL,O,O,X,O,X,X,X,X,X,X,X
SZJTLIO,O,O,X,O,O,X,X,X,X,O,X
SZJTLOI,O,O,X,O,O,X,X,X,X,O,X
SZJTOIL,O,O,X,O,X,X,X,X,X,X,X
SZJTOLI,O,O,X,O,O,X,X,X,X,O,X
SZJITLO,O,O,X,X,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,X,X,X
SZJILTO,X,O,X,X,X,X,X,X,X,X,X
SZJILOT,O,O,X,O,X,X,X,X,X,X,X
SZJIOTL,O,O,X,X,X,X,X,X,X,X,O
SZJIOLT,O,O,X,O,X,X,X,X,X,X,O
SZJLTIO,O,O,X,O,O,X,X,X,X,X,X
SZJLTOI,O,O,X,O,O,X,X,X,X,X,X
SZJLITO,X,O,X,X,X,X,X,X,X,X,X
SZJLIOT,O,O,X,O,X,X,X,X,X,X,X
SZJLOTI,O,O,X,O,O,X,X,X,X,X,X
SZJLOIT,O,O,X,O,X,X,X,X,X,X,X
SZJOTIL,O,O,X,O,X,X,X,X,X,X,X
SZJOTLI,O,O,X,O,O,X,X,X,X,O,X
SZJOITL,O,O,X,X,X,X,X,X,X,X,O
SZJOILT,O,O,X,O,X,X,X,X,X,X,O
SZJOLTI,O,O,X,O,O,X,X,X,X,X,X
SZJOLIT,O,O,X,O,X,X,X,X,X,X,X
SZOTILJ,O,X,X,X,X,X,X,X,X,X,X
SZOTIJL,O,O,X,O,X,X,X,X,X,X,X
SZOTLIJ,O,X,X,X,X,X,X,X,X,X,X
SZOTLJI,O,X,X,X,O,X,X,X,X,O,X
SZOTJIL,O,O,X,O,X,X,X,X,X,X,X
SZOTJLI,O,O,X,O,O,X,X,X,X,O,X
SZOITLJ,O,X,X,X,X,X,X,X,X,X,O
SZOITJL,O,O,X,X,X,X,X,X,X,X,O
SZOILTJ,O,X,X,X,X,X,X,X,X,X,O
SZOILJT,O,O,X,X,X,X,X,X,X,X,O
SZOIJTL,O,O,X,X,X,X,X,X,X,X,O
SZOIJLT,O,O,X,O,X,X,X,X,X,X,O
SZOLTIJ,O,X,X,X,X,X,X,X,O,X,X
SZOLTJI,O,X,X,X,O,X,X,X,X,X,X
SZOLITJ,O,X,X,X,X,X,X,X,O,X,X
SZOLIJT,O,O,X,X,X,X,X,X,O,X,X
SZOLJTI,O,O,X,X,O,X,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X,X,O,X,X
SZOJTIL,O,O,X,O,X,X,X,X,X,X,X
SZOJTLI,O,O,X,O,O,X,X,X,X,O,X
SZOJITL,O,O,X,X,X,X,X,X,X,X,O
SZOJILT,O,O,X,O,X,X,X,X,X,X,O
SZOJLTI,O,O,X,O,O,X,X,X,X,X,X
SZOJLIT,O,O,X,O,X,X,X,X,X,X,X
SOTILJZ,X,O,O,X,O,O,O,X,X,O,X
SOTILZJ,O,X,X,X,X,X,O,O,X,X,X
SOTIJLZ,X,O,O,X,O,O,O,X,X,O,X
SOTIJZL,X,O,X,X,X,X,O,X,X,X,X
SOTIZLJ,O,X,X,X,X,X,O,O,X,X,X
SOTIZJL,O,O,O,X,X,X,O,O,X,X,X
SOTLIJZ,X,O,O,X,O,O,O,X,X,O,X
SOTLIZJ,O,X,X,X,X,X,O,X,X,X,X
SOTLJIZ,X,O,O,X,O,O,O,X,X,O,X
SOTLJZI,O,O,O,X,O,O,O,X,X,O,X
SOTLZIJ,O,X,X,X,X,X,O,X,X,X,X
SOTLZJI,O,X,X,X,O,X,O,X,X,O,X
SOTJILZ,X,O,O,X,O,O,O,X,X,O,X
SOTJIZL,X,O,X,X,X,O,O,X,X,X,X
SOTJLIZ,X,O,O,X,O,O,O,X,X,O,X
SOTJLZI,O,O,O,X,O,O,O,X,X,O,X
SOTJZIL,X,O,O,O,X,O,O,X,X,X,X
SOTJZLI,X,O,O,O,O,O,O,X,X,O,X
SOTZILJ,O,X,X,X,X,X,O,X,X,X,X
SOTZIJL,O,O,O,O,X,X,O,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,O,X,X,X,X
SOTZLJI,O,X,X,X,O,X,O,X,X,O,X
SOTZJIL,O,O,O,O,X,X,O,X,X,X,X
SOTZJLI,O,O,O,O,O,X,O,X,X,O,X
SOITLJZ,X,O,X,X,O,X,X,X,X,O,X
SOITLZJ,O,X,X,X,X,X,X,O,X,X,X
SOITJLZ,X,O,X,X,O,X,X,X,X,O,X
SOITJZL,X,O,X,X,X,X,X,X,X,X,X
SOITZLJ,O,X,X,X,X,X,X,O,X,X,X
SOITZJL,O,O,X,X,X,X,X,O,X,X,X
SOILTJZ,X,O,X,X,O,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,O,X,X,X
SOILJTZ,X,O,X,X,O,X,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,X,X,O,X,X
SOILZTJ,O,X,X,X,X,X,X,X,O,X,X
SOILZJT,O,O,X,X,X,X,X,X,O,X,X
SOIJTLZ,X,O,X,X,O,X,X,X,X,O,X
SOIJTZL,X,O,X,X,X,X,X,X,X,X,X
SOIJLTZ,X,O,X,X,O,X,X,X,X,X,X
SOIJLZT,O,O,X,X,X,X,X,X,O,X,X
SOIJZTL,O,O,X,X,X,X,X,X,X,X,X
SOIJZLT,O,O,X,X,X,X,X,X,X,X,X
SOIZTLJ,O,X,X,X,X,X,X,X,X,X,X
SOIZTJL,O,O,X,X,X,X,X,X,X,X,X
SOIZLTJ,O,X,X,X,X,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X,X,X,X,X
SOIZJTL,O,O,X,X,X,X,X,X,X,X,X
SOIZJLT,O,O,X,X,X,X,X,X,X,X,X
SOLTIJZ,X,O,O,X,O,O,X,X,X,O,X
SOLTIZJ,O,X,X,X,X,X,X,X,X,X,X
SOLTJIZ,X,O,O,X,O,O,X,X,X,O,X
SOLTJZI,O,O,O,X,O,O,X,X,X,O,X
SOLTZIJ,O,X,X,X,X,X,X,X,X,X,X
SOLTZJI,O,X,X,X,O,X,X,X,X,O,X
SOLITJZ,X,O,X,X,O,X,X,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,O,X,X,X,X,X,X
SOLIJZT,O,O,X,X,X,X,X,X,O,X,X
SOLIZTJ,O,X,X,X,X,X,X,X,O,X,X
SOLIZJT,O,O,X,X,X,X,X,X,O,X,X
SOLJTIZ,X,O,O,X,O,O,X,X,X,O,X
SOLJTZI,O,O,O,X,O,O,X,X,X,O,X
SOLJITZ,X,O,X,X,O,X,X,X,X,X,X
SOLJIZT,O,O,X,X,X,X,X,X,X,X,X
SOLJZTI,O,O,X,X,O,X,X,X,X,X,X
SOLJZIT,O,O,X,X,X,X,X,X,X,X,X
SOLZTIJ,O,X,X,X,X,X,X,X,O,X,X
SOLZTJI,O,X,X,X,O,X,X,X,X,X,X
