sequence,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBUdB?ajB5jBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhF3dB5jB?zfBeoBFnBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFUdB5jB?zfBeoBFnB3sB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBUdB?FeB+oBRnBTsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je//IvhFagBFdB?TeBWoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jem6IvhFTeB0fB?XiBxsBCtBFsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFFdBzfB?GjBXjBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8JeT6IvhFegBajB?5jBXiB1sBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFzfBxiB?FnBXoBGoBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Jei6IvhFGeBzfB?XiBVoBxsBUsB,v115@2gB8HeC8DeA8BeB8EeF8DeF8BeB8Je39IvhF5jBlfB?isB8sBmpBzrB
SIZOLTJ,X,X,X,X,O,O,O,X,O,O,X
SIZOLJT,O,X,X,O,O,O,O,X,X,X,X
SIZOJTL,O,X,X,O,O,X,O,X,X,X,X
SIZOJLT,O,X,X,O,O,O,O,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,O,X,O,O,X
SIOTLZJ,O,X,X,X,O,X,O,X,O,O,X
SIOTJLZ,O,X,X,X,O,X,O,X,O,O,X
SIOTJZL,O,X,X,X,O,X,X,X,X,O,X
SIOTZLJ,O,X,X,X,O,X,O,X,O,O,X
SIOTZJL,O,X,X,X,O,X,O,X,X,O,X
SIOLTJZ,X,X,X,X,O,X,O,X,O,O,X
SIOLTZJ,X,X,X,X,O,O,O,X,O,O,X
SIOLJTZ,O,O,O,O,O,X,O,X,O,O,X
SIOLJZT,O,O,X,O,O,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,O,O,O,X,O,O,X
SIOLZJT,O,X,X,O,O,O,O,X,X,X,X
SIOJTLZ,O,O,O,O,O,X,O,X,X,O,X
SIOJTZL,O,O,O,O,O,X,X,X,X,O,X
SIOJLTZ,O,O,O,O,O,X,O,X,O,O,X
SIOJLZT,O,O,X,O,O,X,X,X,X,X,X
SIOJZTL,O,X,X,O,O,X,X,X,X,X,X
SIOJZLT,O,O,X,O,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,O,X,O,X,X,O,X
SIOZTJL,X,X,X,X,O,X,O,X,X,O,X
SIOZLTJ,X,X,X,X,O,O,O,X,O,O,X
SIOZLJT,O,X,X,O,O,O,O,X,X,X,X
SIOZJTL,O,X,X,O,O,X,O,X,X,X,X
SIOZJLT,O,X,X,O,O,O,O,X,X,X,X
SLTIJZO,O,X,X,X,O,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,O,X,X,O,X,X,X
SLTIZJO,O,X,X,X,O,X,X,O,X,X,O
SLTIZOJ,O,X,X,X,O,X,X,X,X,X,O
SLTIOJZ,O,X,X,X,O,X,X,O,O,X,X
SLTIOZJ,O,X,X,X,O,X,X,X,O,X,X
SLTJIZO,O,X,X,O,O,X,X,O,X,X,X
SLTJIOZ,O,X,X,O,O,X,X,O,X,X,X
SLTJZIO,O,X,X,O,X,X,X,O,X,X,X
SLTJZOI,O,X,X,O,X,X,X,O,X,X,X
SLTJOIZ,O,X,X,O,X,X,X,O,X,X,X
SLTJOZI,O,X,X,O,X,X,X,O,X,X,X
SLTZIJO,O,X,X,X,O,X,X,O,X,X,X
SLTZIOJ,O,X,X,X,O,X,X,X,X,X,X
SLTZJIO,O,X,X,O,X,X,X,O,X,X,X
SLTZJOI,O,X,X,O,X,X,X,O,X,X,X
SLTZOIJ,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,O,X,X,O,O,X,X
SLTOIZJ,O,X,X,X,O,X,X,X,O,X,X
SLTOJIZ,O,X,X,O,X,X,X,O,O,X,X
SLTOJZI,O,X,X,O,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,X,X,X,O,X,X
SLTOZJI,O,X,X,O,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,O,X,X,X,X,X,X
SLITJOZ,O,X,X,X,O,X,X,X,X,O,X
SLITZJO,O,X,X,X,O,O,X,X,X,X,O
SLITZOJ,O,X,X,X,O,O,X,X,X,X,O
SLITOJZ,O,X,X,X,O,X,X,X,X,O,X
SLITOZJ,O,X,X,X,O,O,X,X,X,O,X
SLIJTZO,O,X,X,O,O,X,X,X,X,X,X
SLIJTOZ,O,X,X,O,O,X,X,X,X,X,X
SLIJZTO,O,X,X,O,O,O,X,X,X,X,X
SLIJZOT,O,X,X,O,O,O,X,X,X,X,X
SLIJOTZ,O,X,X,O,O,X,X,X,X,X,X
SLIJOZT,O,X,X,O,O,O,X,X,X,X,X
SLIZTJO,O,X,X,X,O,O,X,X,X,X,O
SLIZTOJ,X,X,X,X,O,O,X,X,X,X,O
SLIZJTO,O,X,X,O,O,O,X,X,X,X,O
SLIZJOT,O,X,X,O,O,O,X,X,X,X,X
SLIZOTJ,X,X,X,X,O,O,X,X,X,X,O
SLIZOJT,O,X,X,O,O,O,X,X,X,X,X
SLIOTJZ,X,X,X,X,O,X,X,X,O,O,X
SLIOTZJ,X,X,X,X,O,O,X,X,O,O,X
SLIOJTZ,O,X,X,O,O,X,X,X,O,O,X
SLIOJZT,O,X,X,O,O,O,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,O,X,X,O,O,X
SLIOZJT,O,X,X,O,O,O,X,X,X,X,X
SLJTIZO,O,X,X,O,O,X,X,O,X,X,X
SLJTIOZ,O,X,X,O,O,X,X,O,X,X,X
SLJTZIO,O,X,X,O,X,X,X,O,X,X,X
SLJTZOI,O,X,X,O,X,X,X,O,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,O,X,X,X
SLJTOZI,O,X,X,O,X,X,X,O,X,X,X
SLJITZO,O,X,X,O,O,X,X,X,X,X,X
SLJITOZ,O,X,X,O,O,X,X,X,X,X,X
SLJIZTO,O,X,X,O,O,X,X,X,X,X,X
SLJIZOT,O,X,X,O,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,O,O,X,X,X,X,X,X
SLJIOZT,O,X,X,O,O,X,X,X,X,X,X
SLJZTIO,O,X,X,O,X,X,X,X,X,X,X
SLJZTOI,O,X,X,O,X,X,X,X,X,X,X
SLJZITO,O,X,X,O,X,X,X,X,X,X,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,O,X,X,X
SLJOTZI,O,X,X,O,X,X,X,O,X,X,X
SLJOITZ,O,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,X,X,X,O,X,X,X,X,X,X
SLZTIOJ,X,X,X,X,O,X,X,X,X,X,X
SLZTJIO,O,X,X,O,X,X,X,X,X,X,X
SLZTJOI,O,X,X,O,X,X,X,X,X,X,X
SLZTOIJ,X,X,X,X,X,X,X,X,X,X,X
SLZTOJI,X,X,X,O,X,X,X,X,X,X,X
SLZITJO,O,X,X,X,O,O,X,X,X,X,X
SLZITOJ,X,X,X,X,O,O,X,X,X,X,X
SLZIJTO,O,X,X,O,O,O,X,X,X,X,X
SLZIJOT,O,X,X,O,O,O,X,X,X,X,X
SLZIOTJ,X,X,X,X,O,O,X,X,X,X,X
SLZIOJT,O,X,X,O,O,O,X,X,X,X,X
SLZJTIO,O,X,X,O,X,X,X,X,X,X,X
SLZJTOI,O,X,X,O,X,X,X,X,X,X,X
SLZJITO,O,X,X,O,X,O,X,X,X,X,X
SLZJIOT,O,X,X,O,X,O,X,X,X,X,X
SLZJOTI,O,X,X,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,X,X,X,X,X,X,X,X
SLZOTJI,X,X,X,O,X,X,X,X,X,X,X
SLZOITJ,X,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,X,X,O,X,X,X,X,X,X,X
SLZOJTI,O,X,X,O,X,X,X,X,X,X,X
SLZOJIT,O,X,X,O,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,O,X,X,X,O,O,X
SLOTIZJ,X,X,X,X,O,X,X,X,O,O,X
SLOTJIZ,X,X,X,O,X,X,X,X,O,X,X
SLOTJZI,X,X,X,O,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,X,X,X,X,X,O,X,X
SLOTZJI,X,X,X,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,X,O,X,X,X,O,O,X
SLOITZJ,X,X,X,X,O,X,X,X,O,O,X
SLOIJTZ,O,X,X,O,O,X,X,X,O,O,X
SLOIJZT,O,X,X,O,O,X,X,X,X,X,X
SLOIZTJ,X,X,X,X,O,X,X,X,O,O,X
SLOIZJT,O,X,X,O,O,X,X,X,X,X,X
SLOJTIZ,O,X,X,O,X,X,X,X,O,X,X
SLOJTZI,O,X,X,O,X,X,X,X,X,X,X
SLOJITZ,O,X,X,O,X,X,X,X,O,O,X
SLOJIZT,O,X,X,O,X,X,X,X,X,X,X
SLOJZTI,O,X,X,O,X,X,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,X,X,X,X,X,O,X,X
SLOZTJI,X,X,X,O,X,X,X,X,X,X,X
SLOZITJ,X,X,X,X,X,X,X,X,O,O,X
SLOZIJT,O,X,X,O,X,X,X,X,X,X,X
SLOZJTI,O,X,X,O,X,X,X,X,X,X,X
SLOZJIT,O,X,X,O,X,X,X,X,X,X,X
SJTILZO,O,X,X,O,O,X,X,O,X,X,X
SJTILOZ,O,O,X,O,O,X,X,O,X,X,X
SJTIZLO,O,X,X,O,O,X,X,O,X,X,X
SJTIZOL,O,O,O,O,O,X,X,O,X,X,X
SJTIOLZ,O,O,O,O,O,X,X,O,O,X,X
SJTIOZL,O,O,O,O,O,X,X,O,X,X,X
SJTLIZO,O,X,X,O,O,X,X,O,X,X,X
SJTLIOZ,O,O,X,O,O,X,X,O,X,X,X
SJTLZIO,O,X,X,O,X,X,X,O,X,X,X
SJTLZOI,O,X,X,O,X,X,X,O,X,X,X
SJTLOIZ,O,O,X,O,X,X,X,O,X,X,X
SJTLOZI,O,O,X,O,X,X,X,O,X,X,X
SJTZILO,O,X,X,O,X,X,X,O,X,X,X
SJTZIOL,O,O,O,O,X,X,X,O,X,X,X
SJTZLIO,O,X,X,O,X,X,X,O,X,X,X
SJTZLOI,O,X,X,O,X,X,X,O,X,X,X
SJTZOIL,O,O,O,X,X,X,X,O,X,X,X
SJTZOLI,O,O,O,O,X,X,X,O,X,X,X
SJTOILZ,O,O,O,O,X,X,X,O,O,X,X
SJTOIZL,O,O,O,O,X,X,X,O,X,X,X
SJTOLIZ,O,O,O,O,X,X,X,O,O,X,X
SJTOLZI,O,O,O,O,X,X,X,O,X,X,X
SJTOZIL,O,O,O,O,X,X,X,O,X,X,X
SJTOZLI,O,O,O,O,X,X,X,O,X,X,X
SJITLZO,O,X,X,O,O,X,X,O,X,X,X
SJITLOZ,O,O,X,O,O,X,X,O,X,O,X
SJITZLO,O,X,X,O,O,X,X,O,X,X,X
SJITZOL,O,O,O,O,O,X,X,O,X,O,X
SJITOLZ,O,O,O,O,O,X,X,O,X,O,X
SJITOZL,O,O,O,O,O,X,X,O,X,O,X
SJILTZO,O,X,X,O,O,X,X,X,X,X,X
SJILTOZ,O,X,X,O,O,X,X,X,X,X,X
SJILZTO,O,X,X,O,O,O,X,X,X,X,X
SJILZOT,O,X,X,O,O,O,X,X,X,X,X
SJILOTZ,O,O,X,O,O,X,X,X,X,X,X
SJILOZT,O,O,X,O,O,O,X,X,X,X,X
SJIZTLO,O,X,X,O,O,O,X,X,X,X,X
SJIZTOL,O,X,X,O,O,X,X,X,X,X,X
SJIZLTO,O,X,X,O,O,O,X,X,X,X,X
SJIZLOT,O,X,X,O,O,O,X,X,X,X,X
SJIZOTL,O,X,X,O,O,X,X,X,X,X,X
SJIZOLT,O,O,X,O,O,O,X,X,X,X,X
SJIOTLZ,O,O,O,O,O,X,X,O,X,O,X
SJIOTZL,O,O,O,O,O,X,X,O,X,O,X
SJIOLTZ,O,O,O,O,O,X,X,X,O,O,X
SJIOLZT,O,O,X,O,O,X,X,X,X,X,X
SJIOZTL,O,X,X,O,O,X,X,X,X,X,X
SJIOZLT,O,O,X,O,O,X,X,X,X,X,X
SJLTIZO,O,X,X,O,O,X,X,O,X,X,X
SJLTIOZ,O,X,X,O,O,X,X,O,X,X,X
SJLTZIO,O,X,X,O,X,X,X,O,X,X,X
SJLTZOI,O,X,X,O,X,X,X,O,X,X,X
SJLTOIZ,O,X,X,O,X,X,X,O,X,X,X
SJLTOZI,O,X,X,O,X,X,X,O,X,X,X
SJLITZO,O,X,X,O,O,X,X,X,X,X,X
SJLITOZ,O,X,X,O,O,X,X,X,X,X,X
SJLIZTO,O,X,X,O,O,X,X,X,X,X,X
SJLIZOT,O,X,X,O,O,X,X,X,X,X,X
SJLIOTZ,O,O,X,O,O,X,X,X,X,X,X
SJLIOZT,O,O,X,O,O,X,X,X,X,X,X
SJLZTIO,O,X,X,O,X,X,X,X,X,X,X
SJLZTOI,O,X,X,O,X,X,X,X,X,X,X
SJLZITO,O,X,X,O,X,X,X,X,X,X,X
SJLZIOT,O,X,X,O,X,X,X,X,X,X,X
SJLZOTI,O,X,X,O,X,X,X,X,X,X,X
SJLZOIT,O,X,X,O,X,X,X,X,X,X,X
SJLOTIZ,O,O,X,O,X,X,X,O,X,X,X
SJLOTZI,O,X,X,O,X,X,X,O,X,X,X
SJLOITZ,O,O,X,O,X,X,X,X,X,X,X
SJLOIZT,O,O,X,O,X,X,X,X,X,X,X
SJLOZTI,O,X,X,O,X,X,X,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X,X,X,X,X
SJZTILO,O,X,X,O,X,O,X,O,X,X,X
SJZTIOL,O,X,X,O,X,X,X,O,X,X,X
SJZTLIO,O,X,X,O,X,X,X,O,X,X,X
SJZTLOI,O,X,X,O,X,X,X,O,X,X,X
SJZTOIL,O,X,X,X,X,X,X,O,X,X,X
SJZTOLI,O,X,X,O,X,X,X,O,X,X,X
SJZITLO,O,X,X,O,X,O,X,X,X,X,X
SJZITOL,O,X,X,O,X,X,X,X,X,X,X
SJZILTO,O,X,X,O,X,O,X,X,X,X,X
SJZILOT,O,X,X,O,X,O,X,X,X,X,X
SJZIOTL,O,X,X,O,X,X,X,X,X,X,X
SJZIOLT,O,O,X,O,X,O,X,X,X,X,X
SJZLTIO,O,X,X,O,X,X,X,X,X,X,X
SJZLTOI,O,X,X,O,X,X,X,X,X,X,X
SJZLITO,O,X,X,O,X,O,X,X,X,X,X
SJZLIOT,O,X,X,O,X,O,X,X,X,X,X
SJZLOTI,O,X,X,O,X,X,X,X,X,X,X
SJZLOIT,O,X,X,O,X,X,X,X,X,X,X
SJZOTIL,O,X,X,O,X,X,X,O,X,X,X
SJZOTLI,O,X,X,O,X,X,X,O,X,X,X
SJZOITL,O,X,X,O,X,X,X,X,X,X,X
SJZOILT,O,O,X,O,X,O,X,X,X,X,X
SJZOLTI,O,X,X,O,X,X,X,X,X,X,X
SJZOLIT,O,O,X,O,X,X,X,X,X,X,X
SJOTILZ,O,O,O,O,X,X,X,O,O,X,X
SJOTIZL,O,O,O,O,X,X,X,O,X,X,X
SJOTLIZ,O,O,O,O,X,X,X,O,O,X,X
SJOTLZI,O,O,O,O,X,X,X,O,X,X,X
SJOTZIL,O,O,O,O,X,X,X,O,X,X,X
SJOTZLI,O,O,O,O,X,X,X,O,X,X,X
SJOITLZ,O,O,O,O,X,X,X,O,X,O,X
SJOITZL,O,O,O,O,X,X,X,O,X,O,X
SJOILTZ,O,O,O,O,X,X,X,X,O,O,X
SJOILZT,O,O,X,O,X,X,X,X,X,X,X
SJOIZTL,O,X,X,O,X,X,X,X,X,X,X
SJOIZLT,O,O,X,O,X,X,X,X,X,X,X
SJOLTIZ,O,O,O,O,X,X,X,O,O,X,X
SJOLTZI,O,O,O,O,X,X,X,O,X,X,X
SJOLITZ,O,O,O,O,X,X,X,X,O,O,X
SJOLIZT,O,O,X,O,X,X,X,X,X,X,X
SJOLZTI,O,X,X,O,X,X,X,X,X,X,X
SJOLZIT,O,O,X,O,X,X,X,X,X,X,X
SJOZTIL,O,X,X,O,X,X,X,O,X,X,X
SJOZTLI,O,X,X,O,X,X,X,O,X,X,X
SJOZITL,O,X,X,O,X,X,X,X,X,X,X
SJOZILT,O,O,X,O,X,X,X,X,X,X,X
SJOZLTI,O,X,X,O,X,X,X,X,X,X,X
SJOZLIT,O,O,X,O,X,X,X,X,X,X,X
SZTILJO,O,X,X,X,O,O,X,O,X,X,X
SZTILOJ,O,X,X,X,O,O,X,X,X,X,X
SZTIJLO,O,X,X,X,O,O,X,O,X,X,X
SZTIJOL,O,X,X,X,O,X,X,O,X,X,X
SZTIOLJ,O,X,X,X,O,X,X,X,O,X,X
SZTIOJL,O,X,X,X,O,X,X,X,X,X,X
SZTLIJO,O,X,X,X,O,X,X,O,X,X,X
SZTLIOJ,O,X,X,X,O,X,X,X,X,X,X
SZTLJIO,O,X,X,O,X,X,X,O,X,X,X
SZTLJOI,O,X,X,O,X,X,X,O,X,X,X
SZTLOIJ,O,X,X,X,X,X,X,X,X,X,X
SZTLOJI,O,X,X,O,X,X,X,X,X,X,X
SZTJILO,O,X,X,O,X,O,X,O,X,X,X
SZTJIOL,O,X,O,O,X,X,X,O,X,X,X
SZTJLIO,O,X,X,O,X,X,X,O,X,X,X
SZTJLOI,O,X,X,O,X,X,X,O,X,X,X
SZTJOIL,O,X,O,X,X,X,X,O,X,X,X
SZTJOLI,O,X,O,O,X,X,X,O,X,X,X
SZTOILJ,O,X,X,X,X,X,X,X,O,X,X
SZTOIJL,O,X,X,X,X,X,X,X,X,X,X
SZTOLIJ,O,X,X,X,X,X,X,X,O,X,X
SZTOLJI,O,X,O,O,X,X,X,X,X,X,X
SZTOJIL,O,X,O,O,X,X,X,X,X,X,X
SZTOJLI,O,X,O,O,X,X,X,X,X,X,X
SZITLJO,O,X,X,X,O,O,X,X,X,X,X
SZITLOJ,O,X,X,X,O,O,X,X,X,X,X
SZITJLO,O,X,X,X,O,O,X,X,X,X,X
SZITJOL,O,X,X,X,O,X,X,X,X,O,X
SZITOLJ,O,X,X,X,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,O,X,X,X,X,O,X
SZILTJO,O,X,X,X,O,O,X,X,X,X,X
SZILTOJ,X,X,X,X,O,O,X,X,X,X,X
SZILJTO,O,X,X,O,O,O,X,X,X,X,X
SZILJOT,O,X,X,O,O,O,X,X,X,X,X
SZILOTJ,X,X,X,X,O,O,X,X,X,X,X
SZILOJT,O,X,X,O,O,O,X,X,X,X,X
SZIJTLO,O,X,X,O,O,O,X,X,X,X,X
SZIJTOL,O,X,X,O,O,X,X,X,X,X,X
SZIJLTO,O,X,X,O,O,O,X,X,X,X,X
SZIJLOT,O,X,X,O,O,O,X,X,X,X,X
SZIJOTL,O,X,X,O,O,X,X,X,X,X,X
SZIJOLT,O,X,X,O,O,O,X,X,X,X,X
SZIOTLJ,X,X,X,X,O,X,X,X,X,O,X
SZIOTJL,X,X,X,X,O,X,X,X,X,O,X
SZIOLTJ,X,X,X,X,O,O,X,X,O,O,X
SZIOLJT,O,X,X,O,O,O,X,X,X,X,X
SZIOJTL,O,X,X,O,O,X,X,X,X,X,X
SZIOJLT,O,X,X,O,O,O,X,X,X,X,X
SZLTIJO,O,X,X,X,O,X,X,X,X,X,X
SZLTIOJ,X,X,X,X,O,X,X,X,X,X,X
SZLTJIO,O,X,X,O,X,X,X,X,X,X,X
SZLTJOI,O,X,X,O,X,X,X,X,X,X,X
SZLTOIJ,X,X,X,X,X,X,X,X,X,X,X
SZLTOJI,X,X,X,O,X,X,X,X,X,X,X
SZLITJO,O,X,X,X,O,O,X,X,X,X,X
SZLITOJ,X,X,X,X,O,O,X,X,X,X,X
SZLIJTO,O,X,X,O,O,O,X,X,X,X,X
SZLIJOT,O,X,X,O,O,O,X,X,X,X,X
SZLIOTJ,X,X,X,X,O,O,X,X,X,X,X
SZLIOJT,O,X,X,O,O,O,X,X,X,X,X
SZLJTIO,O,X,X,O,X,X,X,X,X,X,X
SZLJTOI,O,X,X,O,X,X,X,X,X,X,X
SZLJITO,O,X,X,O,X,O,X,X,X,X,X
SZLJIOT,O,X,X,O,X,O,X,X,X,X,X
SZLJOTI,O,X,X,O,X,X,X,X,X,X,X
SZLJOIT,O,X,X,O,X,X,X,X,X,X,X
SZLOTIJ,X,X,X,X,X,X,X,X,X,X,X
SZLOTJI,X,X,X,O,X,X,X,X,X,X,X
SZLOITJ,X,X,X,X,X,X,X,X,X,X,X
SZLOIJT,O,X,X,O,X,X,X,X,X,X,X
SZLOJTI,O,X,X,O,X,X,X,X,X,X,X
SZLOJIT,O,X,X,O,X,X,X,X,X,X,X
SZJTILO,O,X,X,O,X,O,X,O,X,X,X
SZJTIOL,O,X,X,O,X,X,X,O,X,X,X
SZJTLIO,O,X,X,O,X,X,X,O,X,X,X
SZJTLOI,O,X,X,O,X,X,X,O,X,X,X
SZJTOIL,O,X,X,X,X,X,X,O,X,X,X
SZJTOLI,O,X,X,O,X,X,X,O,X,X,X
SZJITLO,O,X,X,O,X,O,X,X,X,X,X
SZJITOL,O,X,X,O,X,X,X,X,X,X,X
SZJILTO,O,X,X,O,X,O,X,X,X,X,X
SZJILOT,O,X,X,O,X,O,X,X,X,X,X
SZJIOTL,O,X,X,O,X,X,X,X,X,X,X
SZJIOLT,O,X,X,O,X,O,X,X,X,X,X
SZJLTIO,O,X,X,O,X,X,X,X,X,X,X
SZJLTOI,O,X,X,O,X,X,X,X,X,X,X
SZJLITO,O,X,X,O,X,O,X,X,X,X,X
SZJLIOT,O,X,X,O,X,O,X,X,X,X,X
SZJLOTI,O,X,X,O,X,X,X,X,X,X,X
SZJLOIT,O,X,X,O,X,X,X,X,X,X,X
SZJOTIL,O,X,X,O,X,X,X,O,X,X,X
SZJOTLI,O,X,X,O,X,X,X,O,X,X,X
SZJOITL,O,X,X,O,X,X,X,X,X,X,X
SZJOILT,O,X,X,O,X,O,X,X,X,X,X
SZJOLTI,O,X,X,O,X,X,X,X,X,X,X
SZJOLIT,O,X,X,O,X,X,X,X,X,X,X
SZOTILJ,X,X,X,X,X,X,X,X,O,X,X
SZOTIJL,X,X,X,X,X,X,X,X,X,X,X
SZOTLIJ,X,X,X,X,X,X,X,X,O,X,X
SZOTLJI,X,X,O,O,X,X,X,X,X,X,X
SZOTJIL,X,X,O,O,X,X,X,X,X,X,X
SZOTJLI,X,X,O,O,X,X,X,X,X,X,X
SZOITLJ,X,X,X,X,X,X,X,X,X,O,X
SZOITJL,X,X,X,X,X,X,X,X,X,O,X
SZOILTJ,X,X,X,X,X,O,X,X,O,O,X
SZOILJT,O,X,X,O,X,O,X,X,X,X,X
SZOIJTL,O,X,X,O,X,X,X,X,X,X,X
SZOIJLT,O,X,X,O,X,O,X,X,X,X,X
SZOLTIJ,X,X,X,X,X,X,X,X,O,X,X
SZOLTJI,X,X,O,O,X,X,X,X,X,X,X
SZOLITJ,X,X,X,X,X,X,X,X,O,O,X
SZOLIJT,O,X,X,O,X,X,X,X,X,X,X
SZOLJTI,O,X,X,O,X,X,X,X,X,X,X
SZOLJIT,O,X,X,O,X,X,X,X,X,X,X
SZOJTIL,O,X,X,O,X,X,X,X,X,X,X
SZOJTLI,O,X,X,O,X,X,X,X,X,X,X
SZOJITL,O,X,X,O,X,X,X,X,X,X,X
SZOJILT,O,X,X,O,X,O,X,X,X,X,X
SZOJLTI,O,X,X,O,X,X,X,X,X,X,X
SZOJLIT,O,X,X,O,X,X,X,X,X,X,X
SOTILJZ,O,X,X,X,O,X,O,O,O,O,X
SOTILZJ,O,X,X,X,O,X,O,X,O,O,X
SOTIJLZ,O,X,X,X,O,X,O,O,O,O,X
SOTIJZL,O,X,X,X,O,X,X,O,X,O,X
SOTIZLJ,O,X,X,X,O,X,O,X,O,O,X
SOTIZJL,O,X,X,X,O,X,O,X,X,O,X
SOTLIJZ,O,X,X,X,O,X,O,O,O,O,X
SOTLIZJ,O,X,X,X,O,X,O,X,O,O,X
SOTLJIZ,O,O,O,O,X,X,X,O,O,X,X
SOTLJZI,O,O,O,O,X,X,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,X,X,X,O,X,X
SOTLZJI,O,X,O,O,X,X,X,X,X,X,X
SOTJILZ,O,O,O,O,X,X,X,O,O,X,X
SOTJIZL,O,O,O,O,X,X,X,O,X,X,X
SOTJLIZ,O,O,O,O,X,X,X,O,O,X,X
SOTJLZI,O,O,O,O,X,X,X,O,X,X,X
SOTJZIL,O,O,O,O,X,X,X,O,X,X,X
SOTJZLI,O,O,O,O,X,X,X,O,X,X,X
SOTZILJ,O,X,X,X,X,X,X,X,O,X,X
SOTZIJL,O,X,X,X,X,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,X,X,X,X,O,X,X
SOTZLJI,O,X,O,O,X,X,X,X,X,X,X
SOTZJIL,O,X,O,O,X,X,X,X,X,X,X
SOTZJLI,O,X,O,O,X,X,X,X,X,X,X
SOITLJZ,O,X,X,X,O,X,O,X,O,O,X
SOITLZJ,O,X,X,X,O,X,O,X,O,O,X
SOITJLZ,O,X,X,X,O,X,O,X,O,O,X
SOITJZL,O,X,X,X,O,X,X,X,X,O,X
SOITZLJ,O,X,X,X,O,X,O,X,O,O,X
SOITZJL,O,X,X,X,O,X,O,X,X,O,X
SOILTJZ,X,X,X,X,O,X,O,X,O,O,X
SOILTZJ,X,X,X,X,O,O,O,X,O,O,X
SOILJTZ,O,O,O,O,O,X,O,X,O,O,X
SOILJZT,O,O,X,O,O,O,X,X,X,X,X
SOILZTJ,X,X,X,X,O,O,O,X,O,O,X
SOILZJT,O,X,X,O,O,O,O,X,X,X,X
SOIJTLZ,O,O,O,O,O,X,O,X,X,O,X
SOIJTZL,O,O,O,O,O,X,X,X,X,O,X
SOIJLTZ,O,O,O,O,O,X,O,X,O,O,X
SOIJLZT,O,O,X,O,O,X,X,X,X,X,X
SOIJZTL,O,X,X,O,O,X,X,X,X,X,X
SOIJZLT,O,O,X,O,O,X,X,X,X,X,X
SOIZTLJ,X,X,X,X,O,X,O,X,X,O,X
SOIZTJL,X,X,X,X,O,X,O,X,X,O,X
SOIZLTJ,X,X,X,X,O,O,O,X,O,O,X
SOIZLJT,O,X,X,O,O,O,O,X,X,X,X
SOIZJTL,O,X,X,O,O,X,O,X,X,X,X
SOIZJLT,O,X,X,O,O,O,O,X,X,X,X
SOLTIJZ,X,X,X,X,O,X,O,X,O,O,X
SOLTIZJ,X,X,X,X,O,X,O,X,O,O,X
SOLTJIZ,X,O,O,O,X,X,X,X,O,X,X
SOLTJZI,X,O,O,O,X,X,X,X,X,X,X
SOLTZIJ,X,X,X,X,X,X,X,X,O,X,X
SOLTZJI,X,X,O,O,X,X,X,X,X,X,X
SOLITJZ,X,X,X,X,O,X,O,X,O,O,X
SOLITZJ,X,X,X,X,O,X,O,X,O,O,X
