sequence,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBOrBX?lBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBKrBf?sBTlBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFxdBlhB8qBG?mBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhFxdBlhB3lBW?vBirB0rB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBO?rBSvBzrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBXlBS?vBmrBTrB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je08IvhFxdBlgBTmBG?qBywBXqB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhFlgB3hB6qB0?mBzpB2wB,v115@zgB8HeB8EeF8CeE8FeD8FeC8JeT7IvhF0cBxdB/mB1?qBWvBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Jex9IvhF0gBlhBTlBK?rBfsBWvB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je/AJvhFFcBxdBumB8?qBzpBywB,v115@zgB8HeB8EeF8CeE8FeD8FeC8Je1BJvhFxdB0gBfsBT?lBKrBWvB
STIZLOJ,X,O,O,X,O,O,X,X,X,O,X,O
STIZJLO,X,O,O,X,O,O,X,O,X,O,O,O
STIZJOL,X,X,O,X,X,X,X,O,X,O,O,O
STIZOLJ,X,X,X,X,O,X,X,O,X,O,X,O
STIZOJL,X,X,O,X,O,X,X,O,X,O,O,O
STIOLJZ,X,X,O,X,X,X,X,O,X,X,X,X
STIOLZJ,X,X,O,X,X,X,X,O,X,X,O,X
STIOJLZ,X,X,O,O,X,X,X,O,X,X,X,X
STIOJZL,X,X,O,O,X,X,X,O,X,X,O,X
STIOZLJ,X,X,O,X,X,X,X,O,X,X,O,O
STIOZJL,X,X,O,X,X,X,X,O,X,X,O,O
STLIJZO,X,O,O,X,X,X,X,O,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X,O,X,X,X,X
STLIZJO,X,O,O,X,O,O,X,O,X,X,O,O
STLIZOJ,X,O,O,X,O,O,X,X,X,X,X,O
STLIOJZ,X,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X,O,X,X,X,X
STLJIZO,X,O,O,X,X,X,X,O,X,X,X,X
STLJIOZ,X,O,X,X,X,X,X,O,X,X,X,X
STLJZIO,X,O,O,X,X,X,X,O,X,X,X,X
STLJZOI,X,O,O,X,X,X,X,O,X,X,X,X
STLJOIZ,X,O,X,X,X,X,X,O,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,O,X,X,X,X
STLZIJO,X,O,O,X,O,O,X,O,X,X,X,O
STLZIOJ,X,O,O,X,O,O,X,X,X,X,X,O
STLZJIO,X,O,O,X,O,O,X,O,X,X,X,O
STLZJOI,X,O,O,X,O,O,X,O,X,X,X,O
STLZOIJ,X,O,O,X,O,O,X,X,X,X,X,O
STLZOJI,X,O,O,X,O,O,X,X,X,X,X,O
STLOIJZ,X,X,X,X,X,X,X,O,X,X,X,X
STLOIZJ,X,O,O,X,X,X,X,O,X,X,X,X
STLOJIZ,X,X,X,X,X,X,X,O,X,X,X,X
STLOJZI,X,X,X,X,X,X,X,O,X,X,X,X
STLOZIJ,X,O,O,X,X,X,X,O,X,X,X,X
STLOZJI,X,O,O,X,X,X,X,O,X,X,X,X
STJILZO,X,O,O,X,X,X,X,O,X,X,X,O
STJILOZ,X,O,X,X,X,X,X,O,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,O,X,X,O,O
STJIZOL,X,X,O,X,X,X,X,O,X,X,O,O
STJIOLZ,X,X,X,X,X,X,X,O,X,X,X,X
STJIOZL,X,X,X,X,X,X,X,O,X,X,X,O
STJLIZO,X,O,O,X,X,X,X,O,X,X,X,O
STJLIOZ,X,O,X,X,X,X,X,O,X,X,X,X
STJLZIO,X,O,O,X,X,X,X,O,X,X,X,O
STJLZOI,X,O,O,X,X,X,X,O,X,X,X,O
STJLOIZ,X,O,X,X,X,X,X,O,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,O,X,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,X,X,O
STJZIOL,X,X,O,X,X,X,X,O,X,X,X,O
STJZLIO,O,O,O,X,X,X,X,O,X,X,X,O
STJZLOI,O,O,O,X,X,X,X,O,X,X,X,O
STJZOIL,X,X,O,X,X,X,X,O,X,X,X,O
STJZOLI,X,X,X,X,X,X,X,O,X,X,X,O
STJOILZ,X,X,X,X,X,X,X,O,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,O,X,X,X,O
STJOLIZ,X,X,X,X,X,X,X,O,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,O,X,X,X,X
STJOZIL,O,X,X,X,X,X,X,O,X,X,X,O
STJOZLI,O,X,X,X,X,X,X,O,X,X,X,O
STZILJO,X,O,O,X,O,O,X,O,X,O,O,O
STZILOJ,X,O,O,X,O,O,X,X,X,O,X,O
STZIJLO,X,O,O,X,O,O,X,O,X,O,O,O
STZIJOL,X,X,O,X,X,X,X,O,X,O,O,O
STZIOLJ,X,X,X,X,O,X,X,O,X,O,X,O
STZIOJL,X,X,O,X,O,X,X,O,X,O,O,O
STZLIJO,X,O,O,X,O,O,X,O,X,O,O,O
STZLIOJ,X,O,O,X,O,O,X,X,X,O,X,O
STZLJIO,X,O,O,X,O,O,X,O,X,O,X,O
STZLJOI,X,O,O,X,O,O,X,O,X,O,X,O
STZLOIJ,X,O,O,X,O,O,X,X,X,O,X,O
STZLOJI,X,O,O,X,O,O,X,X,X,O,X,O
STZJILO,X,O,O,X,O,O,X,O,X,O,O,O
STZJIOL,X,X,O,X,X,X,X,O,X,O,O,O
STZJLIO,X,O,O,X,O,O,X,O,X,O,O,O
STZJLOI,X,O,O,X,O,O,X,O,X,O,X,O
STZJOIL,X,X,O,X,X,X,X,O,X,O,O,O
STZJOLI,X,X,X,X,X,X,X,O,X,O,X,O
STZOILJ,X,X,X,X,O,X,X,O,X,O,X,O
STZOIJL,X,X,O,X,O,X,X,O,X,O,O,O
STZOLIJ,X,X,O,X,O,X,X,O,X,O,X,O
STZOLJI,X,X,O,X,O,X,X,O,X,O,X,O
STZOJIL,X,X,O,X,O,X,X,O,X,O,X,O
STZOJLI,X,X,X,X,O,X,X,O,X,O,X,O
STOILJZ,X,X,O,X,X,X,X,O,X,X,X,X
STOILZJ,X,X,O,X,X,X,X,O,X,X,O,X
STOIJLZ,X,X,O,O,X,X,X,O,X,X,X,X
STOIJZL,X,X,O,O,X,X,X,O,X,X,O,X
STOIZLJ,X,X,O,X,X,X,X,O,X,X,O,O
STOIZJL,X,X,O,X,X,X,X,O,X,X,O,O
STOLIJZ,X,X,O,X,X,X,X,O,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X,O,X,X,O,X
STOLJIZ,X,X,O,X,X,X,X,O,X,X,X,X
STOLJZI,X,X,O,X,X,X,X,O,X,X,X,X
STOLZIJ,X,X,O,X,X,X,X,O,X,X,X,X
STOLZJI,X,X,O,X,X,X,X,O,X,X,X,X
STOJILZ,X,X,O,O,X,X,X,O,X,X,X,X
STOJIZL,X,X,O,O,X,X,X,O,X,X,O,X
STOJLIZ,X,X,O,X,X,X,X,O,X,X,X,X
STOJLZI,X,X,O,X,X,X,X,O,X,X,X,X
STOJZIL,X,X,O,X,X,X,X,O,X,X,X,X
STOJZLI,X,X,O,X,X,X,X,O,X,X,X,X
STOZILJ,X,X,O,X,X,X,X,O,X,X,O,O
STOZIJL,X,X,O,X,X,X,X,O,X,X,O,O
STOZLIJ,X,X,O,X,X,X,X,O,X,X,O,O
STOZLJI,X,X,O,X,X,X,X,O,X,X,X,O
STOZJIL,X,X,O,X,X,X,X,O,X,X,O,O
STOZJLI,X,X,O,X,X,X,X,O,X,X,O,O
SITLJZO,X,O,O,X,X,X,X,O,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,O,X,X,X,X
SITLZJO,X,O,O,X,O,O,X,O,X,X,O,O
SITLZOJ,X,O,O,X,O,O,X,X,X,X,X,O
SITLOJZ,X,X,X,X,X,X,X,O,X,X,X,X
SITLOZJ,X,O,O,X,X,X,X,O,X,X,X,X
SITJLZO,X,O,O,X,X,X,X,O,X,X,X,O
SITJLOZ,X,O,X,X,X,X,X,O,X,X,X,X
SITJZLO,X,O,O,X,X,X,X,O,X,X,O,O
SITJZOL,X,X,O,X,X,X,X,O,X,X,O,O
SITJOLZ,X,X,X,X,X,X,X,O,X,X,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X,X,O
SITZLJO,X,O,O,X,O,O,X,O,X,O,O,O
SITZLOJ,X,O,O,X,O,O,X,X,X,O,X,O
SITZJLO,X,O,O,X,O,O,X,O,X,O,O,O
SITZJOL,X,X,O,X,X,X,X,O,X,O,O,O
SITZOLJ,X,X,X,X,O,X,X,O,X,O,X,O
SITZOJL,X,X,O,X,O,X,X,O,X,O,O,O
SITOLJZ,X,X,O,X,X,X,X,O,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,O,X,X,O,X
SITOJLZ,X,X,O,O,X,X,X,O,X,X,X,X
SITOJZL,X,X,O,O,X,X,X,O,X,X,O,X
SITOZLJ,X,X,O,X,X,X,X,O,X,X,O,O
SITOZJL,X,X,O,X,X,X,X,O,X,X,O,O
SILTJZO,X,O,O,X,X,X,X,O,O,X,X,X
SILTJOZ,X,O,X,X,X,X,X,O,O,X,X,X
SILTZJO,X,O,O,X,O,O,X,O,O,X,O,O
SILTZOJ,X,O,O,X,O,O,X,X,O,X,X,O
SILTOJZ,X,X,X,X,X,X,X,O,O,X,X,X
SILTOZJ,X,O,O,X,X,X,X,O,O,X,X,X
SILJTZO,O,O,O,O,X,O,X,O,O,X,X,O
SILJTOZ,X,O,X,O,X,X,X,O,O,X,X,X
SILJZTO,O,O,X,O,X,O,X,X,X,X,O,O
SILJZOT,X,O,X,O,X,X,X,X,X,X,O,X
SILJOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SILJOZT,X,O,X,O,X,X,O,X,X,X,X,X
SILZTJO,X,O,O,X,O,O,X,X,X,X,O,O
SILZTOJ,X,O,O,X,O,O,X,X,X,X,O,O
SILZJTO,X,O,O,X,X,X,X,X,X,X,O,O
SILZJOT,X,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,O,O,X,X,X,X,X,X,X,O,X
SILZOJT,X,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X,O,X,X,X
SILOTZJ,X,O,O,X,O,X,O,X,O,X,O,X
SILOJTZ,O,O,O,X,X,X,O,X,O,X,X,X
SILOJZT,O,O,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,O,O,X,O,X,O,X,X,X,O,X
SILOZJT,X,O,X,X,X,X,O,X,X,X,X,X
SIJTLZO,X,O,O,O,X,O,X,O,O,X,X,O
SIJTLOZ,X,O,X,O,X,X,X,O,O,X,X,X
SIJTZLO,O,O,O,X,X,O,X,O,O,O,O,O
SIJTZOL,X,X,O,O,X,X,X,O,O,O,O,O
SIJTOLZ,X,X,X,O,X,X,X,O,O,X,X,X
SIJTOZL,X,X,X,O,X,X,X,O,O,X,X,O
SIJLTZO,O,O,O,O,X,O,X,O,O,X,X,O
SIJLTOZ,X,O,X,O,X,X,X,O,O,X,X,X
SIJLZTO,O,O,X,O,X,O,X,X,X,X,O,O
SIJLZOT,X,O,X,O,X,X,X,X,X,X,O,X
SIJLOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SIJLOZT,X,O,X,O,X,X,O,X,X,X,X,X
SIJZTLO,O,O,O,X,X,O,X,O,X,O,O,O
SIJZTOL,X,X,O,O,X,X,X,O,X,O,O,O
SIJZLTO,O,O,X,O,X,X,X,X,X,X,O,O
SIJZLOT,X,O,X,O,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,O,X,X,X,X,X,X,O,O
SIJZOLT,X,O,X,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,O,O,X,X,X,O,O,X,X,X
SIJOTZL,X,X,O,O,X,X,X,O,O,X,O,O
SIJOLTZ,X,O,O,O,X,X,X,X,O,X,X,X
SIJOLZT,X,O,X,O,X,X,X,X,X,X,O,X
SIJOZTL,X,X,O,O,X,X,X,X,X,X,O,O
SIJOZLT,X,O,X,O,X,X,X,X,X,X,O,X
SIZTLJO,X,O,O,X,O,O,X,O,X,O,O,O
SIZTLOJ,X,O,O,X,O,O,X,X,X,O,X,O
SIZTJLO,X,O,O,X,O,O,X,O,X,O,O,O
SIZTJOL,X,X,O,X,X,X,X,O,X,O,O,O
SIZTOLJ,X,X,X,X,O,X,X,O,X,O,X,O
SIZTOJL,X,X,O,X,O,X,X,O,X,O,O,O
SIZLTJO,X,O,O,X,O,O,X,X,X,X,O,O
SIZLTOJ,X,O,O,X,O,O,X,X,X,X,X,O
SIZLJTO,X,O,X,X,X,X,X,X,X,X,X,O
SIZLJOT,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X,O,X,X,O,O
SIZJTOL,X,X,O,X,X,X,X,O,X,X,O,O
SIZJLTO,O,O,X,X,X,X,X,X,X,X,O,O
SIZJLOT,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,X,X,O,O
SIZJOLT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,X,X,X,X,O,O
SIZOTJL,X,X,O,X,X,X,X,X,X,X,O,O
SIZOLTJ,X,O,O,X,X,X,X,X,X,X,O,X
SIZOLJT,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,X,X,X,X,O,O
SIZOJLT,X,O,X,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,X,X,X,O,X,X,X,X
SIOTLZJ,X,X,O,X,O,X,X,O,X,X,O,X
SIOTJLZ,X,X,O,O,X,X,X,O,X,X,X,X
SIOTJZL,X,X,O,O,X,X,X,O,X,X,O,X
SIOTZLJ,X,X,O,X,O,X,X,O,X,X,O,O
SIOTZJL,X,X,O,X,O,X,X,O,X,X,O,O
SIOLTJZ,X,X,O,X,X,X,X,O,O,X,X,X
SIOLTZJ,X,O,O,X,O,X,X,O,O,X,O,X
SIOLJTZ,O,O,O,X,X,X,X,O,O,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,O,X
SIOLZTJ,X,O,O,X,O,X,X,X,X,X,O,X
SIOLZJT,X,O,O,X,X,X,X,X,X,X,O,X
SIOJTLZ,X,X,O,O,X,X,X,O,O,X,X,X
SIOJTZL,O,X,O,O,X,X,X,O,O,X,O,O
SIOJLTZ,O,O,O,O,X,X,X,O,O,X,X,X
SIOJLZT,O,O,X,O,X,X,X,X,X,X,O,X
SIOJZTL,O,X,O,O,X,X,X,O,X,X,O,O
SIOJZLT,O,O,X,O,X,X,X,X,X,X,O,X
SIOZTLJ,X,X,O,X,O,X,X,O,X,X,O,O
SIOZTJL,X,X,O,X,O,X,X,O,X,X,O,O
SIOZLTJ,X,O,O,X,X,X,X,X,X,X,O,X
SIOZLJT,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,X,O,X,X,X,X,O,X,X,O,O
SIOZJLT,O,O,X,X,X,X,X,X,X,X,O,X
SLTIJZO,X,O,O,X,X,X,X,O,O,X,X,X
SLTIJOZ,X,O,X,X,X,X,X,O,O,X,X,X
SLTIZJO,X,O,O,X,O,O,X,O,O,X,O,O
SLTIZOJ,X,O,O,X,O,O,X,X,O,X,X,O
SLTIOJZ,X,X,X,X,X,X,X,O,O,X,X,X
SLTIOZJ,X,O,O,X,X,X,X,O,O,X,X,X
SLTJIZO,O,O,O,X,X,X,X,O,O,X,X,X
SLTJIOZ,X,O,X,X,X,X,X,O,O,X,X,X
SLTJZIO,O,O,O,X,X,X,X,O,O,X,X,X
SLTJZOI,O,O,O,X,X,X,X,O,O,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,O,O,X,X,X
SLTJOZI,O,O,X,X,X,X,X,O,O,X,X,X
SLTZIJO,X,O,O,X,O,O,X,O,O,X,X,O
SLTZIOJ,X,O,O,X,O,O,X,X,O,X,X,O
SLTZJIO,X,O,O,X,O,O,X,O,O,X,X,O
SLTZJOI,X,O,O,X,O,O,X,O,O,X,X,O
SLTZOIJ,X,O,O,X,O,O,X,X,O,X,X,O
SLTZOJI,X,O,O,X,O,O,X,X,O,X,X,O
SLTOIJZ,X,X,X,X,X,X,X,O,O,X,X,X
SLTOIZJ,X,O,O,X,X,X,X,O,O,X,X,X
SLTOJIZ,X,X,X,X,X,X,X,O,O,X,X,X
SLTOJZI,X,X,X,X,X,X,X,O,O,X,X,X
SLTOZIJ,X,O,O,X,X,X,X,O,O,X,X,X
SLTOZJI,X,O,O,X,X,X,X,O,O,X,X,X
SLITJZO,X,O,O,X,X,X,X,O,O,X,X,X
SLITJOZ,X,O,X,X,X,X,X,O,O,X,X,X
SLITZJO,X,O,O,X,O,O,X,O,O,X,O,O
SLITZOJ,X,O,O,X,O,O,X,X,O,X,X,O
SLITOJZ,X,X,X,X,X,X,X,O,O,X,X,X
SLITOZJ,X,O,O,X,X,X,X,O,O,X,X,X
SLIJTZO,O,O,O,O,X,O,X,O,O,X,X,O
SLIJTOZ,X,O,X,O,X,X,X,O,O,X,X,X
SLIJZTO,O,O,X,O,X,O,X,X,X,X,O,O
SLIJZOT,X,O,X,O,X,X,X,X,X,X,O,X
SLIJOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SLIJOZT,X,O,X,O,X,X,O,X,X,X,X,X
SLIZTJO,X,O,O,X,O,O,X,X,X,X,O,O
SLIZTOJ,X,O,O,X,O,O,X,X,X,X,O,O
SLIZJTO,X,O,O,X,X,X,X,X,X,X,O,O
SLIZJOT,X,O,X,X,X,X,X,X,X,X,X,X
SLIZOTJ,X,O,O,X,X,X,X,X,X,X,O,X
SLIZOJT,X,O,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,X,X,X,X,O,X,X,X
SLIOTZJ,X,O,O,X,O,X,O,X,O,X,O,X
SLIOJTZ,O,O,O,X,X,X,O,X,O,X,X,X
SLIOJZT,O,O,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,O,O,X,O,X,O,X,X,X,O,X
SLIOZJT,X,O,X,X,X,X,O,X,X,X,X,X
SLJTIZO,O,O,O,O,X,O,X,O,O,X,X,O
SLJTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
SLJTZIO,O,O,O,O,X,O,X,O,O,X,X,O
SLJTZOI,O,O,O,O,X,O,X,O,O,X,X,O
SLJTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
SLJTOZI,O,O,X,O,X,X,X,O,O,X,X,X
SLJITZO,O,O,O,O,X,O,X,O,O,X,X,O
SLJITOZ,X,O,X,O,X,X,X,O,O,X,X,X
SLJIZTO,O,O,X,O,X,O,X,X,X,X,O,O
SLJIZOT,X,O,X,O,X,X,X,X,X,X,O,X
SLJIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SLJIOZT,X,O,X,O,X,X,O,X,X,X,X,X
SLJZTIO,O,O,X,O,X,O,X,X,X,X,O,O
SLJZTOI,O,O,X,O,X,O,X,X,X,X,O,O
SLJZITO,O,O,X,O,X,O,X,X,X,X,O,O
SLJZIOT,X,O,X,O,X,X,X,X,X,X,O,X
SLJZOTI,X,O,X,O,X,X,X,X,X,X,O,X
SLJZOIT,X,O,X,O,X,X,X,X,X,X,O,X
SLJOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
SLJOTZI,X,O,X,O,X,X,O,X,O,X,X,X
SLJOITZ,X,O,X,O,X,X,O,X,O,X,X,X
SLJOIZT,X,O,X,O,X,X,O,X,X,X,X,X
SLJOZTI,X,O,X,O,X,X,O,X,X,X,X,X
SLJOZIT,X,O,X,O,X,X,O,X,X,X,X,X
SLZTIJO,X,O,O,X,O,O,X,X,X,X,O,O
SLZTIOJ,X,O,O,X,O,O,X,X,X,X,O,O
SLZTJIO,X,O,O,X,O,O,X,X,X,X,O,O
SLZTJOI,X,O,O,X,O,O,X,X,X,X,O,O
SLZTOIJ,X,O,O,X,O,O,X,X,X,X,O,O
SLZTOJI,X,O,O,X,O,O,X,X,X,X,X,O
SLZITJO,X,O,O,X,O,O,X,X,X,X,O,O
SLZITOJ,X,O,O,X,O,O,X,X,X,X,O,O
SLZIJTO,X,O,O,X,X,X,X,X,X,X,O,O
SLZIJOT,X,O,X,X,X,X,X,X,X,X,O,X
SLZIOTJ,X,O,O,X,X,X,X,X,X,X,O,X
SLZIOJT,X,O,X,X,X,X,X,X,X,X,X,X
SLZJTIO,X,O,O,X,X,O,X,X,X,X,O,O
SLZJTOI,X,O,O,X,X,O,X,X,X,X,O,O
SLZJITO,X,O,O,X,X,O,X,X,X,X,O,O
SLZJIOT,X,O,X,X,X,X,X,X,X,X,O,X
SLZJOTI,X,O,X,X,X,X,X,X,X,X,O,X
SLZJOIT,X,O,X,X,X,X,X,X,X,X,O,X
SLZOTIJ,X,O,O,X,X,X,X,X,X,X,O,X
SLZOTJI,X,O,O,X,X,X,X,X,X,X,X,X
SLZOITJ,X,O,O,X,X,X,X,X,X,X,O,X
SLZOIJT,X,O,X,X,X,X,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X,X,X,O,X
SLZOJIT,X,O,X,X,X,X,X,X,X,X,O,X
SLOTIJZ,X,X,O,X,X,X,X,X,O,X,X,X
SLOTIZJ,X,O,O,X,O,X,O,X,O,X,O,X
SLOTJIZ,X,X,O,X,X,X,X,X,O,X,X,X
SLOTJZI,X,X,O,X,X,X,X,X,O,X,X,X
SLOTZIJ,X,O,O,X,O,X,O,X,O,X,X,X
SLOTZJI,X,O,O,X,O,X,O,X,O,X,X,X
SLOITJZ,X,X,O,X,X,X,X,X,O,X,X,X
SLOITZJ,X,O,O,X,O,X,O,X,O,X,O,X
SLOIJTZ,O,O,O,X,X,X,O,X,O,X,X,X
SLOIJZT,O,O,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,X,O,O,X,O,X,O,X,X,X,O,X
SLOIZJT,X,O,X,X,X,X,O,X,X,X,X,X
SLOJTIZ,O,O,O,X,X,X,O,X,O,X,X,X
SLOJTZI,O,O,O,X,X,X,O,X,O,X,X,X
SLOJITZ,O,O,O,X,X,X,O,X,O,X,X,X
SLOJIZT,O,O,X,X,X,X,O,X,X,X,X,X
SLOJZTI,O,O,X,X,X,X,O,X,X,X,X,X
SLOJZIT,O,O,X,X,X,X,O,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,X,O,X,X,X,O,X
SLOZTJI,X,O,O,X,O,X,O,X,X,X,X,X
SLOZITJ,X,O,O,X,O,X,O,X,X,X,O,X
SLOZIJT,X,O,X,X,X,X,O,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,O,X,X,X,O,X
SLOZJIT,X,O,X,X,X,X,O,X,X,X,O,X
SJTILZO,X,O,O,O,X,O,X,O,O,X,X,O
SJTILOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJTIZLO,O,O,O,X,X,O,X,O,O,O,O,O
SJTIZOL,X,X,O,O,X,X,X,O,O,O,O,O
SJTIOLZ,X,X,X,O,X,X,X,O,O,X,X,X
SJTIOZL,X,X,X,O,X,X,X,O,O,X,X,O
SJTLIZO,X,O,O,O,X,O,X,O,O,X,X,O
SJTLIOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJTLZIO,X,O,O,O,X,O,X,O,O,X,X,O
SJTLZOI,X,O,O,O,X,O,X,O,O,X,X,O
SJTLOIZ,X,O,X,O,X,X,X,O,O,X,X,X
SJTLOZI,X,O,X,O,X,X,X,O,O,X,X,X
SJTZILO,O,O,O,X,X,O,X,O,O,O,X,O
SJTZIOL,X,X,O,O,X,X,X,O,O,O,X,O
SJTZLIO,O,O,O,X,X,O,X,O,O,O,X,O
SJTZLOI,O,O,O,X,X,O,X,O,O,O,X,O
SJTZOIL,X,X,O,O,X,X,X,O,O,O,X,O
SJTZOLI,X,X,X,O,X,X,X,O,O,O,X,O
SJTOILZ,X,X,X,O,X,X,X,O,O,X,X,X
SJTOIZL,O,X,X,O,X,X,X,O,O,X,X,O
SJTOLIZ,X,X,X,O,X,X,X,O,O,X,X,X
SJTOLZI,X,X,X,O,X,X,X,O,O,X,X,X
SJTOZIL,O,X,X,O,X,X,X,O,O,X,X,O
SJTOZLI,O,X,X,O,X,X,X,O,O,X,X,O
SJITLZO,X,O,O,O,X,O,X,O,O,X,X,O
SJITLOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJITZLO,O,O,O,X,X,O,X,O,O,O,O,O
SJITZOL,X,X,O,O,X,X,X,O,O,O,O,O
SJITOLZ,X,X,X,O,X,X,X,O,O,X,X,X
SJITOZL,X,X,X,O,X,X,X,O,O,X,X,O
SJILTZO,O,O,O,O,X,O,X,O,O,X,X,O
SJILTOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJILZTO,O,O,X,O,X,O,X,X,X,X,O,O
SJILZOT,X,O,X,O,X,X,X,X,X,X,O,X
SJILOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SJILOZT,X,O,X,O,X,X,O,X,X,X,X,X
SJIZTLO,O,O,O,X,X,O,X,O,X,O,O,O
SJIZTOL,X,X,O,O,X,X,X,O,X,O,O,O
SJIZLTO,O,O,X,O,X,X,X,X,X,X,O,O
SJIZLOT,X,O,X,O,X,X,X,X,X,X,X,X
SJIZOTL,X,X,X,O,X,X,X,X,X,X,O,O
SJIZOLT,X,O,X,O,X,X,X,X,X,X,X,X
SJIOTLZ,X,X,O,O,X,X,X,O,O,X,X,X
SJIOTZL,X,X,O,O,X,X,X,O,O,X,O,O
SJIOLTZ,X,O,O,O,X,X,X,X,O,X,X,X
SJIOLZT,X,O,X,O,X,X,X,X,X,X,O,X
SJIOZTL,X,X,O,O,X,X,X,X,X,X,O,O
SJIOZLT,X,O,X,O,X,X,X,X,X,X,O,X
SJLTIZO,O,O,O,O,X,O,X,O,O,X,X,O
SJLTIOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJLTZIO,O,O,O,O,X,O,X,O,O,X,X,O
SJLTZOI,O,O,O,O,X,O,X,O,O,X,X,O
SJLTOIZ,O,O,X,O,X,X,X,O,O,X,X,X
SJLTOZI,O,O,X,O,X,X,X,O,O,X,X,X
SJLITZO,O,O,O,O,X,O,X,O,O,X,X,O
SJLITOZ,X,O,X,O,X,X,X,O,O,X,X,X
SJLIZTO,O,O,X,O,X,O,X,X,X,X,O,O
SJLIZOT,X,O,X,O,X,X,X,X,X,X,O,X
SJLIOTZ,X,O,X,O,X,X,O,X,O,X,X,X
SJLIOZT,X,O,X,O,X,X,O,X,X,X,X,X
SJLZTIO,O,O,X,O,X,O,X,X,X,X,O,O
SJLZTOI,O,O,X,O,X,O,X,X,X,X,O,O
SJLZITO,O,O,X,O,X,O,X,X,X,X,O,O
SJLZIOT,X,O,X,O,X,X,X,X,X,X,O,X
SJLZOTI,X,O,X,O,X,X,X,X,X,X,O,X
SJLZOIT,X,O,X,O,X,X,X,X,X,X,O,X
SJLOTIZ,X,O,X,O,X,X,O,X,O,X,X,X
SJLOTZI,X,O,X,O,X,X,O,X,O,X,X,X
SJLOITZ,X,O,X,O,X,X,O,X,O,X,X,X
SJLOIZT,X,O,X,O,X,X,O,X,X,X,X,X
SJLOZTI,X,O,X,O,X,X,O,X,X,X,X,X
