sequence,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBatBXsBGsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?lmBmsB3sBCsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcB3hB?FjB6sBOtBzrB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxdBXjB?lmBmsB6rBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBatBGsBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFXdBFjB?xmB6rBOtBTsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFmcBTeB?1mBfoBSsBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFxcBTeB?1mBSsBetBXsB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFViBGeB?ZoBThBXnBSxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhF/iBGeB?ZoBlmBTsB6rB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFqiBTeB?3hB2sBlmBRxB,v115@1gB8FeA8BeB8EeD8EeF8DeF8DeA8Je06IvhFSiBTeB?xmBetBlmBXsB
STILZJO,O,X,O,X,X,O,O,X,X,X,X,X
STILZOJ,O,X,O,X,O,O,O,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,O,X,X,X,X,X
STILOZJ,O,X,O,X,O,X,O,X,X,X,X,X
STIJLZO,X,X,X,O,X,X,O,X,X,X,O,X
STIJLOZ,X,X,X,O,X,X,O,X,X,X,O,X
STIJZLO,X,X,X,O,X,O,O,X,X,X,O,X
STIJZOL,X,O,X,O,X,O,O,O,X,X,O,X
STIJOLZ,X,X,X,O,X,X,O,X,X,X,O,X
STIJOZL,X,O,X,O,X,X,O,O,X,X,O,X
STIZLJO,O,X,O,X,X,O,O,X,X,X,X,X
STIZLOJ,O,X,O,X,O,O,O,X,X,X,X,X
STIZJLO,X,X,X,O,X,O,O,X,X,X,O,X
STIZJOL,X,O,X,O,X,O,O,O,X,X,O,X
STIZOLJ,O,X,O,X,O,O,O,X,X,X,X,X
STIZOJL,X,X,X,X,X,O,O,X,X,X,X,X
STIOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
STIOLZJ,X,X,X,X,X,O,O,X,X,X,X,X
STIOJLZ,X,X,X,X,X,X,O,X,X,X,X,X
STIOJZL,X,X,X,X,X,O,O,X,X,X,X,X
STIOZLJ,O,X,X,X,O,O,O,X,X,X,X,X
STIOZJL,X,X,X,X,X,O,O,X,X,X,X,X
STLIJZO,O,X,O,X,X,X,X,X,X,X,X,X
STLIJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,X,X,X,X,X,X,X,X,X
STLIZOJ,O,X,O,X,O,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,O,X,O,X,X,X,X,X,X,X
STLJIZO,O,X,O,O,O,X,X,X,X,X,X,X
STLJIOZ,O,X,X,O,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,O,O,X,X,X,X,X,X,X
STLJZOI,O,X,O,O,O,X,X,X,X,X,X,X
STLJOIZ,O,X,X,O,O,X,X,X,X,X,X,X
STLJOZI,O,X,X,O,O,X,X,X,X,X,X,X
STLZIJO,O,X,O,X,X,O,X,X,X,X,X,X
STLZIOJ,O,X,O,X,O,O,X,X,X,X,X,X
STLZJIO,O,X,O,O,O,X,X,X,X,X,X,X
STLZJOI,O,X,O,O,O,X,X,X,X,X,X,X
STLZOIJ,O,X,O,X,O,X,X,X,X,X,X,X
STLZOJI,O,X,O,X,O,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,O,X,O,X,X,X,X,X,X,X
STLOJIZ,O,X,X,X,O,X,X,X,X,X,X,X
STLOJZI,O,X,X,X,O,X,X,X,X,X,X,X
STLOZIJ,O,X,O,X,O,X,X,X,X,X,X,X
STLOZJI,O,X,O,X,O,X,X,X,X,X,X,X
STJILZO,X,O,X,O,X,X,O,X,X,X,X,X
STJILOZ,X,O,X,O,X,X,O,X,X,X,X,X
STJIZLO,X,O,X,O,X,X,O,X,X,X,X,X
STJIZOL,X,O,X,O,X,X,O,O,X,X,X,X
STJIOLZ,X,O,X,O,X,X,O,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,O,O,X,X,X,X
STJLIZO,O,O,X,O,O,X,X,O,X,X,X,X
STJLIOZ,O,O,X,O,O,X,X,O,X,X,X,X
STJLZIO,O,O,X,O,O,X,X,O,X,X,X,X
STJLZOI,O,O,X,O,O,X,X,O,X,X,X,X
STJLOIZ,O,O,X,O,O,X,X,O,X,X,X,X
STJLOZI,O,O,X,O,O,X,X,O,X,X,X,X
STJZILO,X,O,X,O,X,O,O,X,X,X,X,X
STJZIOL,X,O,X,O,X,O,O,O,X,X,X,X
STJZLIO,O,O,O,O,O,X,X,O,X,X,X,X
STJZLOI,O,O,O,O,O,X,X,O,X,X,X,X
STJZOIL,X,O,X,O,X,X,X,O,X,X,X,X
STJZOLI,X,O,O,O,X,X,X,O,X,X,X,X
STJOILZ,X,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,X,O,X,X,X,X
STJOLIZ,X,O,X,O,X,X,X,O,X,X,X,X
STJOLZI,X,O,X,O,X,X,X,O,X,X,X,X
STJOZIL,X,O,X,O,X,X,X,O,X,X,X,X
STJOZLI,X,O,X,O,X,X,X,O,X,X,X,X
STZILJO,O,X,O,X,X,O,O,X,X,X,X,X
STZILOJ,O,X,O,X,O,O,O,X,X,X,X,X
STZIJLO,X,X,X,O,X,O,O,X,X,X,O,X
STZIJOL,X,O,X,O,X,O,O,O,X,X,O,X
STZIOLJ,O,X,O,X,O,O,O,X,X,X,X,X
STZIOJL,X,X,X,X,X,O,O,X,X,X,X,X
STZLIJO,O,X,O,X,X,O,X,X,X,X,X,X
STZLIOJ,O,X,O,X,O,O,X,X,X,X,X,X
STZLJIO,O,X,O,O,O,X,X,X,X,X,X,X
STZLJOI,O,X,O,O,O,X,X,X,X,X,X,X
STZLOIJ,O,X,O,X,O,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,O,X,X,X,X,X,X,X
STZJILO,X,O,X,O,X,O,O,X,X,X,X,X
STZJIOL,X,O,X,O,X,O,O,O,X,X,X,X
STZJLIO,O,O,O,O,O,X,X,O,X,X,X,X
STZJLOI,O,O,O,O,O,X,X,O,X,X,X,X
STZJOIL,X,O,X,O,X,X,X,O,X,X,X,X
STZJOLI,X,O,O,O,X,X,X,O,X,X,X,X
STZOILJ,O,X,O,X,O,O,O,X,X,O,X,X
STZOIJL,X,X,X,X,X,O,O,X,X,O,X,X
STZOLIJ,O,X,O,X,O,O,X,X,X,O,X,X
STZOLJI,O,X,O,X,O,X,X,X,X,X,X,X
STZOJIL,X,X,X,O,X,O,X,X,X,O,X,X
STZOJLI,X,X,O,O,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,X,X,O,X,X,O,X,X
STOILZJ,X,X,O,X,X,O,O,X,X,O,X,X
STOIJLZ,X,X,X,X,X,X,O,X,X,O,X,X
STOIJZL,X,X,X,X,X,O,O,X,X,O,X,X
STOIZLJ,O,X,O,X,O,O,O,X,X,O,X,X
STOIZJL,X,X,X,X,X,O,O,X,X,O,X,X
STOLIJZ,O,X,O,X,X,X,X,X,X,O,X,X
STOLIZJ,O,X,O,X,O,X,X,X,X,O,X,X
STOLJIZ,O,X,O,X,O,X,X,X,X,X,X,X
STOLJZI,O,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,X,O,X,O,O,X,X,X,O,X,X
STOLZJI,O,X,O,X,O,X,X,X,X,X,X,X
STOJILZ,X,X,X,O,X,X,X,X,X,O,X,X
STOJIZL,X,X,X,O,X,X,X,X,X,O,X,X
STOJLIZ,X,X,X,O,X,X,X,X,X,X,X,X
STOJLZI,X,X,X,O,X,X,X,X,X,X,X,X
STOJZIL,X,X,X,O,X,O,X,X,X,O,X,X
STOJZLI,X,X,O,O,X,X,X,X,X,X,X,X
STOZILJ,O,X,O,X,O,O,O,X,X,O,X,X
STOZIJL,X,X,X,X,X,O,O,X,X,O,X,X
STOZLIJ,O,X,O,X,O,O,X,X,X,O,X,X
STOZLJI,O,X,O,X,O,X,X,X,X,X,X,X
STOZJIL,X,X,X,O,X,O,X,X,X,O,X,X
STOZJLI,X,X,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,X,X,O,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,O,X,X,X,X,X
SITLZJO,O,X,O,X,X,O,O,X,X,X,X,X
SITLZOJ,O,X,O,X,O,O,O,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,O,X,X,X,X,X
SITLOZJ,O,X,O,X,O,X,O,X,X,X,X,X
SITJLZO,X,X,X,O,X,X,O,X,X,X,O,X
SITJLOZ,X,X,X,O,X,X,O,X,X,X,O,X
SITJZLO,X,X,X,O,X,O,O,X,X,X,O,X
SITJZOL,X,O,X,O,X,O,O,O,X,X,O,X
SITJOLZ,X,X,X,O,X,X,O,X,X,X,O,X
SITJOZL,X,O,X,O,X,X,O,O,X,X,O,X
SITZLJO,O,X,O,X,X,O,O,X,X,X,X,X
SITZLOJ,O,X,O,X,O,O,O,X,X,X,X,X
SITZJLO,X,X,X,O,X,O,O,X,X,X,O,X
SITZJOL,X,O,X,O,X,O,O,O,X,X,O,X
SITZOLJ,O,X,O,X,O,O,O,X,X,X,X,X
SITZOJL,X,X,X,X,X,O,O,X,X,X,X,X
SITOLJZ,X,X,X,X,X,X,O,X,X,X,X,X
SITOLZJ,X,X,X,X,X,O,O,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,X,X,O,O,X,X,X,X,X
SITOZLJ,O,X,X,X,O,O,O,X,X,X,X,X
SITOZJL,X,X,X,X,X,O,O,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,O,X,O,X,X,X
SILTJOZ,O,X,X,X,X,X,O,X,O,X,X,X
SILTZJO,O,X,O,X,X,O,O,X,O,X,X,X
SILTZOJ,O,X,O,X,X,O,O,X,O,X,X,X
SILTOJZ,O,X,X,X,X,X,O,X,O,X,X,X
SILTOZJ,O,X,O,X,X,X,O,X,O,X,X,X
SILJTZO,X,X,O,X,X,X,X,X,O,X,O,X
SILJTOZ,X,X,X,X,X,X,X,X,O,X,O,X
SILJZTO,X,X,O,X,X,X,X,X,O,X,O,X
SILJZOT,O,X,X,X,X,X,X,X,O,X,O,O
SILJOTZ,X,X,X,X,X,X,X,X,O,X,O,X
SILJOZT,O,X,X,X,X,X,X,X,O,X,O,O
SILZTJO,O,X,O,X,X,O,O,X,O,X,X,X
SILZTOJ,O,X,O,X,X,O,O,X,O,X,X,X
SILZJTO,X,X,O,X,X,X,X,X,O,X,O,X
SILZJOT,O,X,X,X,X,X,X,X,O,X,O,O
SILZOTJ,O,X,O,X,O,X,O,X,O,X,X,X
SILZOJT,O,X,X,X,O,X,X,X,O,X,X,X
SILOTJZ,O,X,X,X,X,X,O,X,O,X,X,X
SILOTZJ,O,X,O,X,X,X,O,X,O,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,O,X,X,X
SILOZTJ,O,X,O,X,O,X,O,X,O,X,X,X
SILOZJT,O,X,X,X,O,X,X,X,O,X,X,X
SIJTLZO,X,X,X,O,X,X,O,X,X,X,O,O
SIJTLOZ,X,X,X,O,X,X,O,X,X,X,O,O
SIJTZLO,X,X,X,O,X,O,O,X,X,X,O,O
SIJTZOL,X,O,X,O,X,O,O,O,X,X,O,O
SIJTOLZ,X,X,X,O,X,X,O,X,X,X,O,O
SIJTOZL,X,O,X,O,X,X,O,O,X,X,O,O
SIJLTZO,X,X,O,X,X,X,X,X,O,X,O,O
SIJLTOZ,X,X,X,X,X,X,X,X,O,X,O,O
SIJLZTO,X,X,O,X,X,X,X,X,O,X,O,O
SIJLZOT,O,X,X,X,O,X,X,O,O,X,O,O
SIJLOTZ,X,X,X,X,X,X,X,X,O,X,O,O
SIJLOZT,O,X,X,X,O,X,X,O,O,X,O,O
SIJZTLO,X,X,X,O,X,O,O,X,X,X,O,O
SIJZTOL,X,O,X,O,X,O,O,O,X,X,O,O
SIJZLTO,X,X,O,X,X,X,X,X,O,X,O,O
SIJZLOT,O,X,X,X,O,X,X,O,O,X,O,O
SIJZOTL,X,O,X,X,X,X,O,O,X,X,O,O
SIJZOLT,X,X,X,X,X,X,X,O,X,X,O,O
SIJOTLZ,X,X,X,X,X,X,O,X,X,X,O,O
SIJOTZL,X,X,X,X,X,X,O,X,X,X,O,O
SIJOLTZ,X,X,X,X,X,X,X,X,X,X,O,O
SIJOLZT,X,X,X,X,X,X,X,X,X,X,O,O
SIJOZTL,X,O,X,X,X,X,O,O,X,X,O,O
SIJOZLT,X,X,X,X,X,X,X,O,X,X,O,O
SIZTLJO,O,X,O,X,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,O,X,O,O,O,X,X,X,X,X
SIZTJLO,X,X,X,O,X,O,O,X,X,X,O,X
SIZTJOL,X,O,X,O,X,O,O,O,X,X,O,X
SIZTOLJ,O,X,O,X,O,O,O,X,X,X,X,X
SIZTOJL,X,X,X,X,X,O,O,X,X,X,X,X
SIZLTJO,O,X,O,X,X,O,O,X,O,X,X,X
SIZLTOJ,O,X,O,X,X,O,O,X,O,X,X,X
SIZLJTO,X,X,O,X,X,X,X,X,O,X,O,X
SIZLJOT,O,X,X,X,X,X,X,X,O,X,O,O
SIZLOTJ,O,X,O,X,O,X,O,X,O,X,X,X
SIZLOJT,O,X,X,X,O,X,X,X,O,X,X,X
SIZJTLO,X,X,X,O,X,O,O,X,X,X,O,O
SIZJTOL,X,O,X,O,X,O,O,O,X,X,O,O
SIZJLTO,X,X,O,X,X,X,X,X,O,X,O,O
SIZJLOT,O,X,X,X,O,X,X,O,O,X,O,O
SIZJOTL,X,O,X,X,X,X,O,O,X,X,O,O
SIZJOLT,X,X,X,X,X,X,X,O,X,X,O,O
SIZOTLJ,O,X,O,X,O,O,O,X,X,O,X,X
SIZOTJL,X,X,X,X,X,O,O,X,X,O,X,X
SIZOLTJ,O,X,O,X,O,X,O,X,X,X,X,X
SIZOLJT,O,X,O,X,O,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,O,O,X,X,O,X
SIZOJLT,X,X,O,X,X,X,X,O,X,X,O,X
SIOTLJZ,X,X,O,X,X,X,O,X,X,O,X,X
SIOTLZJ,X,X,O,X,X,X,O,X,X,O,X,X
SIOTJLZ,X,X,X,X,X,X,O,X,X,O,X,X
SIOTJZL,X,X,X,X,X,X,O,X,X,O,X,X
SIOTZLJ,X,X,O,X,X,O,O,X,X,O,X,X
SIOTZJL,X,X,X,X,X,O,O,X,X,O,X,X
SIOLTJZ,X,X,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,O,X,O,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,O,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,O,X,X,X,O,X
SIOJTZL,X,X,X,X,X,X,O,X,X,X,O,X
SIOJLTZ,X,X,O,X,X,X,X,X,X,X,O,X
SIOJLZT,X,X,O,X,X,X,X,X,X,X,O,X
SIOJZTL,X,X,X,X,X,X,O,X,X,X,O,X
SIOJZLT,X,X,O,X,X,X,X,X,X,X,O,X
SIOZTLJ,O,X,O,X,O,O,O,X,X,O,X,X
SIOZTJL,X,X,X,X,X,O,O,X,X,O,X,X
SIOZLTJ,O,X,O,X,O,X,O,X,X,X,X,X
SIOZLJT,O,X,O,X,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,X,X,O,O,X,X,O,X
SIOZJLT,X,X,O,X,X,X,X,O,X,X,O,X
SLTIJZO,O,X,O,X,X,X,X,X,O,X,X,X
SLTIJOZ,O,X,X,X,X,X,X,X,O,X,X,X
SLTIZJO,O,X,O,X,X,X,X,X,O,X,X,X
SLTIZOJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTIOJZ,O,X,X,X,X,X,X,X,O,X,X,X
SLTIOZJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTJIZO,O,X,O,O,O,X,X,X,O,X,X,X
SLTJIOZ,O,X,X,O,O,X,X,X,O,X,X,X
SLTJZIO,O,X,O,O,O,X,X,X,O,X,X,X
SLTJZOI,O,X,O,O,O,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,O,X,X,X,X,X,X,X
SLTJOZI,O,X,X,O,O,X,X,X,X,X,X,X
SLTZIJO,O,X,O,X,X,X,X,X,O,X,X,X
SLTZIOJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTZJIO,O,X,O,O,O,X,X,X,O,X,X,X
SLTZJOI,O,X,O,O,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTZOJI,O,X,O,X,O,X,X,X,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,X,X,O,X,X,X
SLTOIZJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTOJIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLTOJZI,O,X,X,X,O,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLTOZJI,O,X,O,X,O,X,X,X,X,X,X,X
SLITJZO,O,X,O,X,X,X,X,X,O,X,X,X
SLITJOZ,O,X,X,X,X,X,X,X,O,X,X,X
SLITZJO,O,X,O,X,X,X,X,X,O,X,X,X
SLITZOJ,O,X,O,X,X,X,X,X,O,X,X,X
SLITOJZ,O,X,X,X,X,X,X,X,O,X,X,X
SLITOZJ,O,X,O,X,X,X,X,X,O,X,X,X
SLIJTZO,X,X,O,X,X,X,X,X,O,X,O,X
SLIJTOZ,X,X,X,X,X,X,X,X,O,X,O,X
SLIJZTO,X,X,O,X,X,X,X,X,O,X,O,X
SLIJZOT,O,X,X,X,X,X,X,X,O,X,O,X
SLIJOTZ,X,X,X,X,X,X,X,X,O,X,O,X
SLIJOZT,O,X,X,X,X,X,X,X,O,X,O,X
SLIZTJO,O,X,O,X,X,X,X,X,O,X,X,X
SLIZTOJ,O,X,O,X,X,X,X,X,O,X,X,X
SLIZJTO,X,X,O,X,X,X,X,X,O,X,O,X
SLIZJOT,O,X,X,X,X,X,X,X,O,X,O,X
SLIZOTJ,O,X,O,X,O,X,X,X,O,X,X,X
SLIZOJT,O,X,X,X,O,X,X,X,O,X,X,X
SLIOTJZ,O,X,X,X,X,X,X,X,O,X,X,X
SLIOTZJ,O,X,O,X,X,X,X,X,O,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,O,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,O,X,X,X
SLIOZTJ,O,X,O,X,O,X,X,X,O,X,X,X
SLIOZJT,O,X,X,X,O,X,X,X,O,X,X,X
SLJTIZO,O,X,O,O,O,X,X,X,O,X,X,X
SLJTIOZ,O,X,X,O,O,X,X,X,O,X,X,X
SLJTZIO,O,X,O,O,O,X,X,X,O,X,X,X
SLJTZOI,O,X,O,O,O,X,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,O,X,X,X,X,X,X,X
SLJTOZI,O,X,X,O,O,X,X,X,X,X,X,X
SLJITZO,X,X,O,X,X,X,X,X,O,X,X,X
SLJITOZ,X,X,X,X,X,X,X,X,O,X,X,X
SLJIZTO,X,X,O,X,X,X,X,X,O,X,X,X
SLJIZOT,O,X,X,X,O,X,X,X,O,X,X,X
SLJIOTZ,X,X,X,X,X,X,X,X,O,X,X,X
SLJIOZT,O,X,X,X,O,X,X,X,O,X,X,X
SLJZTIO,O,X,O,O,O,X,X,X,O,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLJZITO,X,X,O,X,X,X,X,X,O,X,X,X
SLJZIOT,O,X,X,X,O,X,X,X,O,X,X,X
SLJZOTI,O,X,X,X,O,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,O,X,X,X,O,X,X,X
SLJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
SLJOTZI,O,X,X,X,O,X,X,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,X,X,O,X,X,X
SLJOIZT,O,X,X,X,O,X,X,X,O,X,X,X
SLJOZTI,O,X,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,O,X,X,X,O,X,X,X
SLZTIJO,O,X,O,X,X,X,X,X,O,X,X,X
SLZTIOJ,O,X,O,X,O,X,X,X,O,X,X,X
SLZTJIO,O,X,O,O,O,X,X,X,O,X,X,X
SLZTJOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZTOIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLZTOJI,O,X,O,X,O,X,X,X,X,X,X,X
SLZITJO,O,X,O,X,X,X,X,X,O,X,X,X
SLZITOJ,O,X,O,X,X,X,X,X,O,X,X,X
SLZIJTO,X,X,O,X,X,X,X,X,O,X,O,X
SLZIJOT,O,X,X,X,X,X,X,X,O,X,O,X
SLZIOTJ,O,X,O,X,O,X,X,X,O,X,X,X
SLZIOJT,O,X,X,X,O,X,X,X,O,X,X,X
SLZJTIO,O,X,O,O,O,X,X,X,O,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X,X,X,X
SLZJITO,X,X,O,X,X,X,X,X,O,X,X,X
SLZJIOT,O,X,X,X,O,X,X,X,O,X,X,X
SLZJOTI,O,X,X,X,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,X,O,X,X,X,O,X,X,X
SLZOTIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLZOTJI,O,X,O,X,O,X,X,X,X,X,X,X
SLZOITJ,O,X,O,X,O,X,X,X,O,X,X,X
SLZOIJT,O,X,O,X,O,X,X,X,O,X,X,X
SLZOJTI,O,X,O,X,O,X,X,X,X,X,X,X
SLZOJIT,O,X,O,X,O,X,X,X,O,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,O,X,X,X
SLOTIZJ,O,X,O,X,O,X,X,X,O,X,X,X
SLOTJIZ,O,X,O,X,O,X,X,X,X,X,X,X
SLOTJZI,O,X,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLOTZJI,O,X,O,X,O,X,X,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X,O,X,X,X
SLOITZJ,O,X,O,X,X,X,X,X,O,X,X,X
SLOIJTZ,X,X,O,X,X,X,X,X,O,X,X,X
SLOIJZT,O,X,O,X,X,X,X,X,O,X,X,X
SLOIZTJ,O,X,O,X,O,X,X,X,O,X,X,X
SLOIZJT,O,X,O,X,O,X,X,X,O,X,X,X
SLOJTIZ,O,X,O,X,O,X,X,X,X,X,X,X
SLOJTZI,O,X,O,X,O,X,X,X,X,X,X,X
SLOJITZ,X,X,O,X,X,X,X,X,O,X,X,X
SLOJIZT,O,X,O,X,O,X,X,X,O,X,X,X
SLOJZTI,O,X,O,X,O,X,X,X,X,X,X,X
SLOJZIT,O,X,O,X,O,X,X,X,O,X,X,X
SLOZTIJ,O,X,O,X,O,X,X,X,O,X,X,X
SLOZTJI,O,X,O,X,O,X,X,X,X,X,X,X
SLOZITJ,O,X,O,X,O,X,X,X,O,X,X,X
SLOZIJT,O,X,O,X,O,X,X,X,O,X,X,X
SLOZJTI,O,X,O,X,O,X,X,X,X,X,X,X
SLOZJIT,O,X,O,X,O,X,X,X,O,X,X,X
SJTILZO,X,O,X,O,X,X,O,X,X,X,X,O
SJTILOZ,X,O,X,O,X,X,O,X,X,X,X,O
SJTIZLO,X,O,X,O,X,X,O,X,X,X,X,O
SJTIZOL,X,O,X,O,X,X,O,O,X,X,X,O
SJTIOLZ,X,O,X,O,X,X,O,X,X,X,X,O
SJTIOZL,X,O,X,O,X,X,O,O,X,X,X,O
SJTLIZO,O,O,X,O,O,X,X,O,X,X,X,X
SJTLIOZ,O,O,X,O,O,X,X,O,X,X,X,X
SJTLZIO,O,O,X,O,O,X,X,O,X,X,X,X
SJTLZOI,O,O,X,O,O,X,X,O,X,X,X,X
SJTLOIZ,O,O,X,O,O,X,X,O,X,X,X,X
SJTLOZI,O,O,X,O,O,X,X,O,X,X,X,X
SJTZILO,X,O,X,O,X,X,O,X,X,X,X,O
SJTZIOL,X,O,X,O,X,X,O,O,X,X,X,O
SJTZLIO,O,O,O,O,O,X,X,O,X,X,X,X
SJTZLOI,O,O,O,O,O,X,X,O,X,X,X,X
SJTZOIL,X,O,X,O,X,X,X,O,X,X,X,O
SJTZOLI,X,O,O,O,X,X,X,O,X,X,X,X
SJTOILZ,X,O,X,O,X,X,X,X,X,X,X,O
SJTOIZL,X,O,X,O,X,X,X,O,X,X,X,O
SJTOLIZ,X,O,X,O,X,X,X,O,X,X,X,X
SJTOLZI,X,O,X,O,X,X,X,O,X,X,X,X
SJTOZIL,X,O,X,O,X,X,X,O,X,X,X,O
SJTOZLI,X,O,X,O,X,X,X,O,X,X,X,X
SJITLZO,X,X,X,O,X,X,O,X,X,X,O,O
SJITLOZ,X,X,X,O,X,X,O,X,X,X,O,O
SJITZLO,X,X,X,O,X,X,O,X,X,X,O,O
SJITZOL,X,O,X,O,X,X,O,O,X,X,O,O
SJITOLZ,X,X,X,O,X,X,O,X,X,X,O,O
SJITOZL,X,O,X,O,X,X,O,O,X,X,O,O
SJILTZO,X,X,O,X,X,X,X,X,O,X,O,O
SJILTOZ,X,X,X,X,X,X,X,X,O,X,O,O
SJILZTO,X,X,O,X,X,X,X,X,O,X,O,O
SJILZOT,O,X,X,X,O,X,X,O,O,X,O,O
SJILOTZ,X,X,X,X,X,X,X,X,O,X,O,O
SJILOZT,O,X,X,X,O,X,X,O,O,X,O,O
SJIZTLO,X,X,X,O,X,X,O,X,X,X,O,O
SJIZTOL,X,O,X,O,X,X,O,O,X,X,O,O
SJIZLTO,X,X,O,X,X,X,X,X,O,X,O,O
SJIZLOT,O,X,X,X,O,X,X,O,O,X,O,O
SJIZOTL,X,O,X,X,X,X,X,O,X,X,O,O
SJIZOLT,X,X,X,X,X,X,X,O,X,X,O,O
SJIOTLZ,X,X,X,X,X,X,X,X,X,X,O,O
SJIOTZL,X,X,X,X,X,X,X,X,X,X,O,O
SJIOLTZ,X,X,X,X,X,X,X,X,X,X,O,O
SJIOLZT,X,X,X,X,X,X,X,X,X,X,O,O
SJIOZTL,X,O,X,X,X,X,X,O,X,X,O,O
SJIOZLT,X,X,X,X,X,X,X,O,X,X,O,O
SJLTIZO,O,X,O,O,O,X,X,O,O,X,X,X
SJLTIOZ,O,X,X,O,O,X,X,O,O,X,X,X
SJLTZIO,O,X,O,O,O,X,X,O,O,X,X,X
SJLTZOI,O,X,O,O,O,X,X,O,X,X,X,X
SJLTOIZ,O,X,X,O,O,X,X,O,X,X,X,X
SJLTOZI,O,X,X,O,O,X,X,O,X,X,X,X
SJLITZO,X,X,O,X,X,X,X,X,O,X,X,O
SJLITOZ,X,X,X,X,X,X,X,X,O,X,X,O
SJLIZTO,X,X,O,X,X,X,X,X,O,X,X,O
SJLIZOT,O,X,X,X,O,X,X,O,O,X,X,O
SJLIOTZ,X,X,X,X,X,X,X,X,O,X,X,O
