sequence,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBflB0gBlhBzq?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB/qBOr?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhFTfB0gBlhB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB2qBCs?BXrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFxbBzfBfmBlhB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfBlgB/qBKr?BWxB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBqgBlhB/qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhFflB0gBlhB6qBxr?BTrB,v115@5gD8GeC8FeF8FeE8CeD8Jem6IvhFCcBTfBlhB/qBxr?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhFxbBykBfmBWsB0q?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex6IvhF0cBTfB/qBFmBCs?BmqB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF1hBmkBCmBxrB/q?BUrB,v115@5gD8GeC8FeF8FeE8CeD8JeT6IvhF2gB3hBxkBFmB0q?BCsB,v115@5gD8GeC8FeF8FeE8CeD8Je06IvhF2kBlhB3lBxrB6q?BTrB,v115@5gD8GeC8FeF8FeE8CeD8JeK/IvhFfgBxbBzgB+rBUn?BlqB,v115@5gD8GeC8FeF8FeE8CeD8JeT/IvhF0gBlhBmfB3lBxr?BSwB,v115@5gD8GeC8FeF8FeE8CeD8JeO/IvhF8fBCcBTlBxrBXr?BlrB,v115@5gD8GeC8FeF8FeE8CeD8Jex7IvhFmfBfmBlhBTfB0q?BCsB
ZOSLITJ,O,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
ZOSLIJT,O,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X
ZOSLJTI,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSLJIT,O,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X
ZOSJTIL,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJTLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
ZOSJITL,O,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
ZOSJILT,O,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
ZOSJLTI,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O
ZOSJLIT,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTILJSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILJZS,O,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILSJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTILSZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTILZSJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIJLSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTIJLZS,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTIJSLZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTIJSZL,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
OTIJZLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OTIJZSL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTISLJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTISLZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O,X
OTISJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
OTISJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
OTISZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OTISZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,O,X
OTIZLJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTIZLSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTIZJLS,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X
OTIZJSL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X
OTIZSLJ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OTIZSJL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X
OTLIJSZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTLISZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OTLIZSJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLJISZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZIS,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLSIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLSJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLSZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLSZJI,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLZIJS,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLZJIS,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTLZJSI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTLZSJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJILZS,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJISLZ,O,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
OTJISZL,O,X,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
OTJIZLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OTJIZSL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJLISZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTJLIZS,O,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZIS,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJSIZL,O,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJZISL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZLSI,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZSIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSILZJ,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSIZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X
OTSLIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSLIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSLJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSLZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSLZJI,O,O,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
OTSJILZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSJLZI,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZIL,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTSZILJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSZIJL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTSZLJI,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSZJIL,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZILJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OTZILSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OTZIJSL,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
OTZISLJ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OTZISJL,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O,X
OTZLIJS,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZLJIS,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
OTZLJSI,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLSIJ,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZLSJI,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
OTZJISL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
OTZJLIS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
OTZJLSI,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZJSIL,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
OTZSIJL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSJIL,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OITLJSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OITLJZS,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLSJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITLSZJ,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OITLZJS,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OITLZSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OITJLSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITJLZS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OITJSLZ,O,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OITJSZL,O,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
OITJZLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OITJZSL,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
OITSLJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OITSLZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OITSJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
OITSJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
OITSZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OITSZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X
OITZLJS,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X
OITZLSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
OITZJLS,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X
OITZJSL,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X
OITZSLJ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OITZSJL,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OILTJSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OILTJZS,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OILTSJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OILTSZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OILTZJS,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X
OILTZSJ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OILJTSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OILJTZS,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OILJSTZ,O,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
OILJSZT,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
OILJZTS,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OILJZST,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X
OILSTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OILSTZJ,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
OILSJTZ,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
OILSJZT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,X,X,O,X
OILSZTJ,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X
OILSZJT,O,O,O,X,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X
OILZTJS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
OILZTSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
OILZJTS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X
OILZJST,X,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OILZSTJ,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OILZSJT,X,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OIJTLSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OIJTLZS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJTSLZ,O,X,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
OIJTSZL,O,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
OIJTZLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X,X
OIJTZSL,O,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
OIJLTSZ,O,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X
OIJLTZS,O,O,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OIJLSTZ,O,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
OIJLSZT,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
OIJLZTS,X,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OIJLZST,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X
OIJSTLZ,O,O,X,X,X,X,O,X,X,O,X,O,O,O,O,X,X,X,X
OIJSTZL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
OIJSLTZ,O,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X
OIJSLZT,O,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X,X,O,X
OIJSZTL,O,O,O,O,O,O,O,X,O,O,X,X,X,O,O,X,X,O,X
OIJSZLT,O,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X
OIJZTLS,X,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,O,X
OIJZTSL,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X
OIJZLTS,X,O,X,O,O,O,O,X,X,X,X,X,O,O,X,X,X,O,X
OIJZLST,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X,X,X,O,X
OIJZSTL,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OIJZSLT,X,O,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
OISTLJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OISTLZJ,X,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISTJLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
OISTJZL,O,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X
OISTZLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OISTZJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X
OISLTJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OISLTZJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISLJTZ,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
OISLJZT,O,O,O,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X
OISLZTJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISLZJT,O,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISJTLZ,O,O,X,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
OISJTZL,O,O,X,X,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X
OISJLTZ,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
OISJLZT,O,O,O,O,O,O,O,X,X,O,X,O,X,O,X,X,X,O,X
OISJZTL,O,O,O,O,O,O,O,X,O,O,X,X,X,O,O,X,X,O,X
OISJZLT,O,O,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X
OISZTLJ,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OISZTJL,O,O,O,X,X,X,O,X,O,O,X,X,X,O,X,X,O,O,X
OISZLTJ,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISZLJT,O,O,O,X,O,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OISZJTL,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X,O,X
OISZJLT,O,O,O,X,X,X,O,O,X,O,X,O,X,O,X,X,X,O,X
OIZTLJS,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X
OIZTLSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
OIZTJLS,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OIZTJSL,X,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X
OIZTSLJ,X,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,O,X
OIZTSJL,X,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OIZLTJS,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
OIZLTSJ,X,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X
OIZLJTS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X
OIZLJST,X,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OIZLSTJ,X,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OIZLSJT,X,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OIZJTLS,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
OIZJTSL,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,O,O,X
OIZJLTS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,O,X
OIZJLST,X,O,X,O,O,O,O,X,X,X,X,O,X,O,X,X,X,O,X
OIZJSTL,X,O,X,O,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OIZJSLT,X,O,X,O,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
OIZSTLJ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X
OIZSTJL,X,O,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X
OIZSLTJ,X,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
OIZSLJT,X,O,O,X,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X
OIZSJTL,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OIZSJLT,X,O,O,X,X,O,O,O,X,O,X,O,X,O,X,X,X,O,X
OLTIJSZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTIJZS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OLTISJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OLTISZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OLTIZJS,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
OLTIZSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
OLTJISZ,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTJIZS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OLTJSIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTJSZI,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OLTJZIS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OLTJZSI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTSIJZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLTSIZJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OLTSJIZ,O,O,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLTSJZI,O,O,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLTSZIJ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OLTSZJI,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OLTZIJS,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OLTZISJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
OLTZJIS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,X
OLTZJSI,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLTZSIJ,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
OLTZSJI,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OLITJSZ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OLITJZS,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OLITSJZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OLITSZJ,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
OLITZJS,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,O,O,X
OLITZSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
OLIJTSZ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
OLIJTZS,O,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OLIJSTZ,O,O,X,X,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X
