sequence,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeR8IvhFGeBTgBihBU?jBFnB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhB3?iBcoBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Je37IvhF1hB0dB6jBx?lBmnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG8IvhF/iBFeBigBc?oBRmBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeC8IvhFxdB2lBlhBc?nBTjB3sB,v115@zgC8GeB8HeB8HeF8CeG8BeB8Jez7IvhFRdBSjB2lBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFGeBTgBRiBF?nBXoBUsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JecAJvhFxcB6jBXhBe?oBFnBTsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeaBJvhFxdBTgBGjBF?nB8sBfsB,v115@zgC8GeB8HeB8HeF8CeG8BeB8JeG+IvhFigBRiBzgBF?nBXoBUsB
SJOTLZI,O,O,X,X,O,O,O,X,X,X
SJOTZIL,O,O,X,X,O,O,O,X,X,X
SJOTZLI,O,O,X,X,O,O,O,X,X,X
SJOITLZ,O,X,X,X,O,O,O,X,X,X
SJOITZL,O,X,X,X,O,O,O,X,X,X
SJOILTZ,X,X,X,X,O,O,O,X,X,O
SJOILZT,O,X,X,X,O,O,O,X,X,O
SJOIZTL,O,X,X,X,O,X,X,X,X,X
SJOIZLT,O,X,X,X,O,X,O,X,X,X
SJOLTIZ,X,O,X,X,O,O,O,X,X,X
SJOLTZI,X,O,X,X,O,O,O,X,X,X
SJOLITZ,X,X,X,X,O,O,O,X,X,O
SJOLIZT,O,X,X,X,O,O,O,X,X,O
SJOLZTI,O,O,X,X,O,O,O,X,O,X
SJOLZIT,O,O,X,X,O,O,O,X,X,X
SJOZTIL,O,O,X,X,O,O,O,X,X,X
SJOZTLI,O,O,X,X,O,O,O,X,O,X
SJOZITL,O,O,X,X,O,X,X,X,X,X
SJOZILT,O,O,X,X,O,X,O,X,X,X
SJOZLTI,O,O,X,X,O,O,O,X,O,X
SJOZLIT,O,O,X,X,O,O,O,X,X,X
SZTILJO,O,O,X,X,O,X,X,O,X,O
SZTILOJ,O,O,X,X,O,X,X,X,X,X
SZTIJLO,O,O,X,X,O,X,X,O,X,O
SZTIJOL,O,O,X,X,O,X,O,O,X,X
SZTIOLJ,O,O,X,X,O,X,O,X,X,X
SZTIOJL,O,X,X,X,O,X,O,O,X,X
SZTLIJO,O,O,X,X,O,O,X,O,X,O
SZTLIOJ,O,O,X,X,O,X,X,X,X,X
SZTLJIO,O,O,X,X,O,O,X,O,X,X
SZTLJOI,O,X,X,X,O,O,X,O,X,X
SZTLOIJ,O,O,X,O,O,X,X,X,X,X
SZTLOJI,O,X,X,O,O,X,X,X,X,X
SZTJILO,O,O,X,X,O,O,X,O,X,O
SZTJIOL,O,O,X,X,O,O,O,O,X,X
SZTJLIO,O,O,X,X,O,O,X,O,X,X
SZTJLOI,O,O,X,X,O,O,X,O,X,X
SZTJOIL,O,O,X,X,O,O,O,O,X,X
SZTJOLI,O,O,X,X,O,O,O,O,O,X
SZTOILJ,O,O,X,O,O,X,O,X,X,X
SZTOIJL,O,X,X,O,O,X,O,O,X,X
SZTOLIJ,O,O,X,O,O,X,O,X,X,X
SZTOLJI,O,X,X,O,O,X,O,X,O,X
SZTOJIL,O,X,X,O,O,X,O,O,X,X
SZTOJLI,O,X,X,O,O,X,O,O,O,X
SZITLJO,O,O,X,O,O,X,X,O,X,X
SZITLOJ,O,O,X,O,O,X,X,X,X,X
SZITJLO,O,O,X,O,O,X,X,O,X,X
SZITJOL,O,O,X,O,O,X,X,O,X,X
SZITOLJ,O,O,X,O,O,X,X,X,X,X
SZITOJL,O,X,X,O,O,X,X,O,X,X
SZILTJO,O,O,X,O,O,X,X,O,X,X
SZILTOJ,X,O,X,O,O,X,X,X,X,X
SZILJTO,O,O,X,O,O,X,X,O,X,O
SZILJOT,O,O,X,O,O,X,X,O,X,O
SZILOTJ,X,X,X,O,X,X,X,X,X,X
SZILOJT,O,X,X,O,X,X,X,O,X,X
SZIJTLO,O,O,X,O,O,X,X,O,X,X
SZIJTOL,O,O,X,O,O,X,X,O,X,X
SZIJLTO,O,O,X,O,O,X,X,O,X,O
SZIJLOT,O,O,X,O,O,X,X,O,X,O
SZIJOTL,O,O,X,O,O,X,X,X,X,X
SZIJOLT,O,O,X,X,O,X,O,O,X,X
SZIOTLJ,O,O,X,O,O,X,X,X,X,X
SZIOTJL,O,O,X,O,O,X,X,O,X,X
SZIOLTJ,O,O,X,O,O,X,X,X,X,X
SZIOLJT,O,O,X,O,O,X,O,O,X,X
SZIOJTL,O,O,X,O,O,X,X,X,X,X
SZIOJLT,O,O,X,X,O,X,O,O,X,X
SZLTIJO,O,O,X,X,O,O,X,O,X,O
SZLTIOJ,O,O,X,X,O,X,X,X,X,X
SZLTJIO,O,O,X,X,O,O,X,O,X,X
SZLTJOI,O,X,X,X,O,O,X,O,X,X
SZLTOIJ,O,O,X,O,O,X,X,X,X,X
SZLTOJI,O,X,X,O,O,X,X,X,X,X
SZLITJO,O,O,X,O,O,O,X,O,X,X
SZLITOJ,X,O,X,O,O,X,X,X,X,X
SZLIJTO,O,O,X,O,O,O,X,O,X,O
SZLIJOT,O,O,X,O,O,O,X,O,X,O
SZLIOTJ,X,X,X,O,X,X,X,X,X,X
SZLIOJT,O,X,X,O,X,X,X,O,X,X
SZLJTIO,O,O,X,X,O,O,X,O,X,X
SZLJTOI,O,O,X,X,O,O,X,O,X,X
SZLJITO,O,O,X,O,O,O,X,O,X,O
SZLJIOT,O,O,X,O,O,O,X,O,X,O
SZLJOTI,O,X,X,O,O,O,X,O,X,X
SZLJOIT,O,O,X,O,O,O,X,O,X,X
SZLOTIJ,O,X,X,O,O,X,X,X,X,X
SZLOTJI,O,X,X,O,O,X,X,X,X,X
SZLOITJ,O,X,X,O,O,X,X,X,X,X
SZLOIJT,O,X,X,O,O,X,X,O,X,X
SZLOJTI,O,X,X,O,O,X,X,O,X,X
SZLOJIT,O,X,X,O,O,X,X,O,X,X
SZJTILO,O,O,X,X,O,O,X,O,X,O
SZJTIOL,O,O,X,X,O,O,O,O,X,X
SZJTLIO,O,O,X,X,O,O,X,O,X,X
SZJTLOI,O,O,X,X,O,O,X,O,X,X
SZJTOIL,O,O,X,X,O,O,O,O,X,X
SZJTOLI,O,O,X,X,O,O,O,O,O,X
SZJITLO,O,O,X,X,O,X,X,O,X,X
SZJITOL,O,O,X,X,O,X,X,O,X,X
SZJILTO,O,O,X,X,O,X,X,O,X,O
SZJILOT,O,O,X,X,O,X,X,O,X,O
SZJIOTL,O,O,X,X,O,X,X,X,X,X
SZJIOLT,O,O,X,X,O,X,O,O,X,X
SZJLTIO,O,O,X,X,O,O,X,O,X,X
SZJLTOI,O,O,X,X,O,O,X,O,X,X
SZJLITO,O,O,X,X,O,O,X,O,X,O
SZJLIOT,O,O,X,X,O,O,X,O,X,O
SZJLOTI,O,O,X,X,O,O,X,O,X,X
SZJLOIT,O,O,X,X,O,O,X,O,X,X
SZJOTIL,O,O,X,X,O,O,O,O,X,X
SZJOTLI,O,O,X,X,O,O,O,O,O,X
SZJOITL,O,O,X,X,O,X,X,X,X,X
SZJOILT,O,O,X,X,O,X,O,O,X,X
SZJOLTI,O,O,X,X,O,O,O,O,O,X
SZJOLIT,O,O,X,X,O,O,O,O,X,X
SZOTILJ,O,O,X,O,O,X,O,X,X,X
SZOTIJL,O,O,X,O,O,X,O,O,X,X
SZOTLIJ,O,O,X,O,O,X,O,X,X,X
SZOTLJI,O,O,X,O,O,X,O,X,O,X
SZOTJIL,O,O,X,O,O,X,O,O,X,X
SZOTJLI,O,O,X,O,O,X,O,O,O,X
SZOITLJ,O,O,X,O,O,X,X,X,X,X
SZOITJL,O,O,X,O,O,X,X,O,X,X
SZOILTJ,O,O,X,O,O,X,X,X,X,X
SZOILJT,O,O,X,O,O,X,O,O,X,X
SZOIJTL,O,O,X,O,O,X,X,X,X,X
SZOIJLT,O,O,X,O,O,X,O,O,X,X
SZOLTIJ,O,O,X,O,O,X,O,X,X,X
SZOLTJI,O,O,X,O,O,X,O,X,O,X
SZOLITJ,O,O,X,O,O,X,X,X,X,X
SZOLIJT,O,O,X,O,O,X,O,O,X,X
SZOLJTI,O,O,X,O,O,X,O,O,O,X
SZOLJIT,O,O,X,O,O,X,O,O,X,X
SZOJTIL,O,O,X,O,O,X,O,O,X,X
SZOJTLI,O,O,X,O,O,X,O,O,O,X
SZOJITL,O,O,X,O,O,X,X,X,X,X
SZOJILT,O,O,X,O,O,X,O,O,X,X
SZOJLTI,O,O,X,O,O,X,O,O,O,X
SZOJLIT,O,O,X,O,O,X,O,O,X,X
SOTILJZ,O,O,X,O,X,X,O,X,X,O
SOTILZJ,O,O,X,O,O,X,O,X,X,X
SOTIJLZ,O,X,X,X,O,X,O,X,X,O
SOTIJZL,O,X,X,O,O,X,O,X,X,X
SOTIZLJ,O,X,X,O,O,X,O,X,X,X
SOTIZJL,O,X,X,O,O,X,O,X,X,X
SOTLIJZ,O,O,X,X,X,O,O,X,X,O
SOTLIZJ,O,O,X,X,O,X,O,X,X,X
SOTLJIZ,O,X,X,X,X,O,O,X,X,X
SOTLJZI,O,X,X,O,O,O,O,X,X,X
SOTLZIJ,O,O,X,O,O,X,O,X,X,X
SOTLZJI,O,O,X,O,O,X,O,X,X,X
SOTJILZ,O,X,X,X,O,O,O,X,X,O
SOTJIZL,O,X,X,X,O,O,O,X,X,X
SOTJLIZ,O,X,X,X,O,O,O,X,X,X
SOTJLZI,O,X,X,X,O,O,O,X,X,X
SOTJZIL,O,X,X,X,O,O,O,X,X,X
SOTJZLI,O,X,X,X,O,O,O,X,X,X
SOTZILJ,O,O,X,O,O,X,O,X,X,X
SOTZIJL,O,O,X,O,O,X,O,X,X,X
SOTZLIJ,O,O,X,O,O,X,O,X,X,X
SOTZLJI,O,O,X,O,O,X,O,X,X,X
SOTZJIL,O,O,X,O,O,X,O,X,X,X
SOTZJLI,O,O,X,O,O,X,O,X,X,X
SOITLJZ,O,X,O,O,X,X,O,X,X,X
SOITLZJ,O,X,O,O,O,X,O,X,X,X
SOITJLZ,O,X,O,X,O,X,O,X,X,X
SOITJZL,O,X,O,O,O,X,O,X,X,X
SOITZLJ,O,X,O,O,O,X,O,X,X,X
SOITZJL,O,X,O,O,O,X,O,X,X,X
SOILTJZ,O,X,O,O,X,X,O,X,X,X
SOILTZJ,O,X,O,O,X,X,O,X,X,X
SOILJTZ,X,X,O,O,O,X,O,X,X,O
SOILJZT,O,X,O,O,O,X,O,X,X,O
SOILZTJ,O,X,O,O,O,X,X,X,X,X
SOILZJT,O,X,O,O,O,X,O,X,X,X
SOIJTLZ,O,X,O,X,O,X,O,X,X,X
SOIJTZL,O,X,O,O,O,X,O,X,X,X
SOIJLTZ,X,X,O,O,O,X,O,X,X,O
SOIJLZT,O,X,O,O,O,X,O,X,X,O
SOIJZTL,O,X,O,O,O,X,X,X,X,X
SOIJZLT,O,X,O,O,O,X,O,X,X,X
SOIZTLJ,O,X,O,O,O,X,X,X,X,X
SOIZTJL,O,X,O,O,O,X,X,X,X,X
SOIZLTJ,O,X,O,O,O,X,X,X,X,X
SOIZLJT,O,X,O,O,O,X,O,X,X,X
SOIZJTL,O,X,O,O,O,X,X,X,X,X
SOIZJLT,O,X,O,O,O,X,O,X,X,X
SOLTIJZ,O,X,X,X,X,O,O,X,X,O
SOLTIZJ,O,X,X,X,O,X,O,X,X,X
SOLTJIZ,O,X,X,X,X,O,O,X,X,X
SOLTJZI,O,X,X,O,O,O,O,X,X,X
SOLTZIJ,O,X,X,O,O,X,O,X,X,X
SOLTZJI,O,X,X,O,O,X,O,X,X,X
SOLITJZ,O,X,O,O,X,O,O,X,X,X
SOLITZJ,O,X,O,O,X,X,O,X,X,X
SOLIJTZ,X,X,O,O,O,O,O,X,X,O
SOLIJZT,O,X,O,O,O,O,O,X,X,O
SOLIZTJ,O,X,O,O,O,X,X,X,X,X
SOLIZJT,O,X,O,O,O,X,O,X,X,X
SOLJTIZ,X,X,O,X,O,O,O,X,X,X
SOLJTZI,X,X,O,O,O,O,O,X,X,X
SOLJITZ,X,X,O,O,O,O,O,X,X,O
SOLJIZT,O,X,O,O,O,O,O,X,X,O
SOLJZTI,O,X,O,O,O,O,O,X,O,X
SOLJZIT,O,X,O,O,O,O,O,X,X,X
SOLZTIJ,O,X,X,O,O,X,O,X,X,X
SOLZTJI,O,X,X,O,O,X,O,X,O,X
SOLZITJ,O,X,X,O,O,X,X,X,X,X
SOLZIJT,O,X,X,O,O,X,O,X,X,X
SOLZJTI,O,X,X,O,O,X,O,X,O,X
SOLZJIT,O,X,X,O,O,X,O,X,X,X
SOJTILZ,O,O,O,X,O,O,O,X,X,O
SOJTIZL,O,X,O,X,O,O,O,X,X,X
SOJTLIZ,O,O,O,X,O,O,O,X,X,X
SOJTLZI,O,O,O,X,O,O,O,X,X,X
SOJTZIL,O,O,O,X,O,O,O,X,X,X
SOJTZLI,O,O,O,X,O,O,O,X,X,X
SOJITLZ,O,X,O,X,O,O,O,X,X,X
SOJITZL,O,X,O,O,O,O,O,X,X,X
SOJILTZ,X,X,O,O,O,O,O,X,X,O
SOJILZT,O,X,O,O,O,O,O,X,X,O
SOJIZTL,O,X,O,O,O,X,X,X,X,X
SOJIZLT,O,X,O,O,O,X,O,X,X,X
SOJLTIZ,X,O,O,X,O,O,O,X,X,X
SOJLTZI,X,O,O,O,O,O,O,X,X,X
SOJLITZ,X,X,O,X,O,O,O,X,X,O
SOJLIZT,O,X,O,O,O,O,O,X,X,O
SOJLZTI,O,O,O,O,O,O,O,X,O,X
SOJLZIT,O,O,O,O,O,O,O,X,X,X
SOJZTIL,O,O,O,O,O,O,O,X,X,X
SOJZTLI,O,O,O,O,O,O,O,X,O,X
SOJZITL,O,O,O,O,O,X,X,X,X,X
SOJZILT,O,O,O,O,O,X,O,X,X,X
SOJZLTI,O,O,O,O,O,O,O,X,O,X
SOJZLIT,O,O,O,O,O,O,O,X,X,X
SOZTILJ,O,O,X,O,O,X,O,X,X,X
SOZTIJL,O,O,X,O,O,X,O,X,X,X
SOZTLIJ,O,O,X,O,O,X,O,X,X,X
SOZTLJI,O,O,X,O,O,X,O,X,O,X
SOZTJIL,O,O,X,O,O,X,O,X,X,X
SOZTJLI,O,O,X,O,O,X,O,X,O,X
SOZITLJ,O,O,X,O,O,X,X,X,X,X
SOZITJL,O,O,X,O,O,X,X,X,X,X
SOZILTJ,O,O,X,O,O,X,X,X,X,X
SOZILJT,O,O,X,O,O,X,O,X,X,X
SOZIJTL,O,O,X,O,O,X,X,X,X,X
SOZIJLT,O,O,X,O,O,X,O,X,X,X
SOZLTIJ,O,O,X,O,O,X,O,X,X,X
SOZLTJI,O,O,X,O,O,X,O,X,O,X
SOZLITJ,O,O,X,O,O,X,X,X,X,X
SOZLIJT,O,O,X,O,O,X,O,X,X,X
SOZLJTI,O,O,X,O,O,X,O,X,O,X
SOZLJIT,O,O,X,O,O,X,O,X,X,X
SOZJTIL,O,O,X,O,O,X,O,X,X,X
SOZJTLI,O,O,X,O,O,X,O,X,O,X
SOZJITL,O,O,X,O,O,X,X,X,X,X
SOZJILT,O,O,X,O,O,X,O,X,X,X
SOZJLTI,O,O,X,O,O,X,O,X,O,X
SOZJLIT,O,O,X,O,O,X,O,X,X,X
ZTILJSO,O,O,X,O,X,X,X,X,X,X
ZTILJOS,O,O,X,X,X,X,X,X,X,X
ZTILSJO,O,O,X,O,X,X,X,X,X,X
ZTILSOJ,X,O,X,O,X,X,X,X,X,X
ZTILOJS,O,O,X,X,X,X,X,X,X,X
ZTILOSJ,X,O,X,O,X,X,X,X,X,X
ZTIJLSO,O,O,X,X,X,X,X,X,X,X
ZTIJLOS,O,O,X,X,X,X,X,X,X,X
ZTIJSLO,X,O,X,O,X,X,X,X,X,X
ZTIJSOL,X,O,X,O,X,X,X,X,X,X
ZTIJOLS,O,O,X,X,X,X,X,X,O,X
ZTIJOSL,O,X,X,X,X,X,X,X,X,X
ZTISLJO,X,O,X,O,X,X,X,X,X,X
ZTISLOJ,X,O,X,O,X,X,X,X,X,X
ZTISJLO,X,O,X,O,X,X,X,X,X,X
ZTISJOL,X,O,X,O,X,X,X,X,X,X
ZTISOLJ,X,O,X,O,X,X,X,X,X,X
ZTISOJL,X,X,X,O,X,X,X,X,X,X
ZTIOLJS,O,O,X,X,X,X,X,X,O,X
ZTIOLSJ,O,O,X,O,X,X,X,X,X,X
ZTIOJLS,O,O,X,X,X,X,X,X,O,X
ZTIOJSL,O,O,X,X,X,X,X,X,X,X
ZTIOSLJ,X,O,X,O,X,X,X,X,X,X
ZTIOSJL,O,O,X,O,X,X,X,X,X,X
ZTLIJSO,O,O,X,O,X,X,X,X,X,X
ZTLIJOS,O,O,X,X,X,X,X,X,X,X
ZTLISJO,O,O,X,O,X,X,X,X,X,X
ZTLISOJ,X,O,X,O,X,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,X,X,X,X,X
ZTLIOSJ,X,O,X,O,X,X,X,X,X,X
ZTLJISO,O,O,X,O,X,X,X,X,X,X
ZTLJIOS,O,O,X,X,X,X,X,X,X,X
ZTLJSIO,O,O,X,X,X,X,X,O,X,X
ZTLJSOI,X,X,X,X,X,X,X,O,X,X
ZTLJOIS,O,X,X,O,X,X,X,X,O,X
ZTLJOSI,O,X,X,O,X,X,X,X,O,X
ZTLSIJO,O,O,X,X,O,X,X,O,X,O
ZTLSIOJ,X,O,X,X,O,X,X,X,X,X
ZTLSJIO,O,O,X,X,O,X,X,O,X,X
ZTLSJOI,X,X,X,X,O,X,X,O,X,X
ZTLSOIJ,X,O,X,O,O,X,X,X,X,X
ZTLSOJI,X,X,X,O,O,X,X,X,X,X
ZTLOIJS,O,O,X,O,X,X,X,X,O,X
ZTLOISJ,O,O,X,O,X,X,X,X,X,X
ZTLOJIS,O,O,X,O,X,X,X,X,O,X
ZTLOJSI,O,O,X,O,X,X,X,X,O,X
ZTLOSIJ,O,O,X,O,X,X,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,X,X,O,X
ZTJILSO,O,O,X,X,X,X,X,X,X,X
ZTJILOS,O,O,X,X,X,X,X,X,X,X
ZTJISLO,X,O,X,X,X,X,X,X,X,X
ZTJISOL,X,O,X,X,X,X,X,X,X,X
ZTJIOLS,O,O,X,X,X,X,X,X,O,X
ZTJIOSL,O,X,X,X,X,X,X,X,X,X
ZTJLISO,O,O,X,X,X,X,X,X,X,X
ZTJLIOS,O,O,X,X,X,X,X,X,X,X
ZTJLSIO,O,O,X,X,X,X,X,O,X,X
ZTJLSOI,X,O,X,X,X,X,X,O,X,X
ZTJLOIS,O,O,X,X,X,X,X,X,O,X
ZTJLOSI,O,O,X,O,X,X,X,X,O,X
ZTJSILO,O,O,X,X,X,O,X,O,X,X
ZTJSIOL,O,O,X,X,X,O,X,O,X,X
ZTJSLIO,O,O,X,X,X,O,X,O,X,X
ZTJSLOI,O,O,X,X,X,O,X,O,X,X
ZTJSOIL,O,O,X,X,X,O,X,O,X,X
ZTJSOLI,O,O,X,X,X,O,X,O,O,X
ZTJOILS,O,O,X,X,X,X,X,X,O,X
ZTJOISL,O,O,X,X,X,X,X,X,X,X
ZTJOLIS,O,O,X,X,X,X,X,X,O,X
ZTJOLSI,O,O,X,O,X,X,X,X,O,X
ZTJOSIL,O,O,X,O,X,O,X,X,X,X
ZTJOSLI,O,O,X,O,X,O,X,X,O,X
ZTSILJO,O,O,X,X,X,X,X,O,X,O
ZTSILOJ,O,O,X,X,X,X,X,X,X,X
ZTSIJLO,O,O,X,X,X,X,X,O,X,O
ZTSIJOL,O,O,X,X,X,X,O,O,X,X
ZTSIOLJ,O,O,X,X,X,X,O,X,X,X
ZTSIOJL,O,X,X,X,X,X,O,O,X,X
ZTSLIJO,O,O,X,X,O,O,X,O,X,O
ZTSLIOJ,O,O,X,X,O,X,X,X,X,X
ZTSLJIO,O,O,X,X,O,O,X,O,X,X
ZTSLJOI,O,X,X,X,O,O,X,O,X,X
ZTSLOIJ,O,O,X,O,O,X,X,X,X,X
ZTSLOJI,O,X,X,O,O,X,X,X,X,X
ZTSJILO,O,O,X,X,X,O,X,O,X,O
ZTSJIOL,O,O,X,X,X,O,O,O,X,X
ZTSJLIO,O,O,X,X,X,O,X,O,X,X
ZTSJLOI,O,O,X,X,X,O,X,O,X,X
ZTSJOIL,O,O,X,X,X,O,O,O,X,X
ZTSJOLI,O,O,X,X,X,O,O,O,O,X
ZTSOILJ,O,O,X,O,X,X,O,X,X,X
ZTSOIJL,O,X,X,O,X,X,O,O,X,X
ZTSOLIJ,O,O,X,O,O,X,O,X,X,X
ZTSOLJI,O,X,X,O,O,X,O,X,O,X
ZTSOJIL,O,X,X,O,X,X,O,O,X,X
ZTSOJLI,O,X,X,O,X,X,O,O,O,X
ZTOILJS,O,O,X,O,X,X,X,X,O,X
ZTOILSJ,O,O,X,O,X,X,X,X,X,X
ZTOIJLS,O,O,X,X,X,X,X,X,O,X
ZTOIJSL,O,O,X,O,X,X,X,X,X,X
ZTOISLJ,X,O,X,O,X,X,X,X,X,X
ZTOISJL,O,O,X,O,X,X,X,X,X,X
ZTOLIJS,O,O,X,O,X,X,X,X,O,X
ZTOLISJ,O,O,X,O,X,X,X,X,X,X
ZTOLJIS,O,O,X,O,X,X,X,X,O,X
ZTOLJSI,O,O,X,O,X,X,X,X,O,X
ZTOLSIJ,O,O,X,O,X,X,O,X,X,X
ZTOLSJI,O,O,X,O,X,X,O,X,O,X
ZTOJILS,O,O,X,X,X,X,X,X,O,X
ZTOJISL,O,O,X,X,X,X,X,X,X,X
ZTOJLIS,O,O,X,X,X,X,X,X,O,X
ZTOJLSI,O,O,X,O,X,X,X,X,O,X
ZTOJSIL,O,O,X,O,X,X,X,X,X,X
ZTOJSLI,O,O,X,O,X,X,X,X,O,X
ZTOSILJ,O,O,X,O,X,X,O,X,X,X
ZTOSIJL,O,O,X,O,X,X,O,X,X,X
ZTOSLIJ,O,O,X,O,X,X,O,X,X,X
ZTOSLJI,O,O,X,O,X,X,O,X,O,X
ZTOSJIL,O,O,X,O,X,X,O,X,X,X
ZTOSJLI,O,O,X,O,X,X,O,X,O,X
ZITLJSO,O,O,O,O,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,X,X,X
ZITLSJO,O,O,O,O,X,X,X,X,X,X
ZITLSOJ,X,O,O,O,X,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,X,X,X
ZITLOSJ,X,O,O,O,X,X,X,X,X,X
ZITJLSO,O,O,O,X,X,X,X,X,X,X
ZITJLOS,O,O,O,X,X,X,X,X,X,X
ZITJSLO,X,O,O,O,X,X,X,X,X,X
ZITJSOL,X,O,O,O,X,X,X,X,X,X
ZITJOLS,O,O,O,X,X,X,X,X,O,X
ZITJOSL,O,X,O,X,X,X,X,X,X,X
ZITSLJO,X,O,O,O,X,X,X,X,X,X
ZITSLOJ,X,O,O,O,X,X,X,X,X,X
ZITSJLO,X,O,O,O,X,X,X,X,X,X
ZITSJOL,X,O,O,O,X,X,X,X,X,X
ZITSOLJ,X,O,O,O,X,X,X,X,X,X
ZITSOJL,X,X,O,O,X,X,X,X,X,X
ZITOLJS,O,O,O,X,X,X,X,X,O,X
ZITOLSJ,O,O,O,O,X,X,X,X,X,X
ZITOJLS,O,O,O,X,X,X,X,X,O,X
ZITOJSL,O,O,O,X,X,X,X,X,X,X
ZITOSLJ,X,O,O,O,X,X,X,X,X,X
ZITOSJL,O,O,O,O,X,X,X,X,X,X
ZILTJSO,X,O,O,O,X,X,X,X,X,X
ZILTJOS,O,O,X,X,X,X,X,X,X,X
ZILTSJO,X,O,O,O,X,X,X,X,X,X
ZILTSOJ,X,O,O,O,X,X,X,X,X,X
ZILTOJS,X,O,X,X,X,X,X,X,X,X
ZILTOSJ,X,O,O,O,X,X,X,X,X,X
ZILJTSO,X,O,O,O,X,X,X,X,X,X
ZILJTOS,O,O,O,X,X,X,X,X,X,X
ZILJSTO,X,O,O,O,X,X,X,O,X,X
ZILJSOT,O,O,O,O,X,X,X,O,X,X
ZILJOTS,O,O,O,O,X,X,X,X,X,X
ZILJOST,O,O,O,O,X,X,X,X,X,X
ZILSTJO,X,O,O,O,X,X,X,O,X,X
ZILSTOJ,X,O,O,O,X,X,X,X,X,X
ZILSJTO,X,O,O,O,X,X,X,O,X,X
ZILSJOT,O,O,O,O,X,X,X,O,X,X
ZILSOTJ,X,X,O,O,X,X,X,X,X,X
ZILSOJT,X,X,O,O,X,X,X,O,X,X
ZILOTJS,X,O,O,O,X,X,X,X,X,X
ZILOTSJ,X,O,O,O,X,X,X,X,X,X
ZILOJTS,O,O,O,O,X,X,X,X,X,X
ZILOJST,O,O,O,O,X,X,X,X,X,X
ZILOSTJ,X,O,O,O,X,X,X,X,X,X
ZILOSJT,X,O,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,O,X,X,X,X,X,X,X
ZIJTLOS,O,O,O,X,X,X,X,X,X,X
ZIJTSLO,X,O,O,O,X,X,X,X,X,X
ZIJTSOL,X,O,O,O,X,X,X,X,X,X
ZIJTOLS,O,O,O,X,X,X,X,X,O,X
ZIJTOSL,O,X,O,X,X,X,X,X,X,X
ZIJLTSO,X,O,O,O,X,X,X,X,X,X
ZIJLTOS,O,O,O,X,X,X,X,X,X,X
ZIJLSTO,X,O,O,O,X,X,X,O,X,X
ZIJLSOT,O,O,O,O,X,X,X,O,X,X
ZIJLOTS,O,O,O,X,X,X,X,X,X,X
ZIJLOST,O,O,O,O,X,X,X,X,X,X
ZIJSTLO,O,O,O,O,X,X,X,O,X,X
ZIJSTOL,O,O,O,O,X,X,X,O,X,X
ZIJSLTO,O,O,O,O,X,X,X,O,X,X
ZIJSLOT,O,O,O,O,X,X,X,O,X,X
ZIJSOTL,O,O,X,O,X,X,X,X,X,X
ZIJSOLT,O,O,X,X,X,X,X,O,X,X
ZIJOTLS,O,O,O,X,X,X,X,X,O,X
ZIJOTSL,O,O,O,X,X,X,X,X,X,X
ZIJOLTS,O,O,O,X,X,X,X,X,O,X
ZIJOLST,O,O,X,X,X,X,X,X,X,X
ZIJOSTL,O,O,X,O,X,X,X,X,X,X
ZIJOSLT,O,O,X,X,X,X,X,X,X,X
ZISTLJO,O,O,O,O,X,X,X,O,X,X
ZISTLOJ,O,O,O,O,X,X,X,X,X,X
ZISTJLO,O,O,O,O,X,X,X,O,X,X
ZISTJOL,O,O,O,O,X,X,X,O,X,X
ZISTOLJ,O,O,O,O,X,X,X,X,X,X
ZISTOJL,O,X,O,O,X,X,X,O,X,X
ZISLTJO,O,O,O,O,X,X,X,O,X,X
ZISLTOJ,X,O,O,O,X,X,X,X,X,X
ZISLJTO,O,O,O,O,X,X,X,O,X,X
ZISLJOT,O,O,O,O,X,X,X,O,X,X
ZISLOTJ,X,X,O,O,X,X,X,X,X,X
ZISLOJT,O,X,O,O,X,X,X,O,X,X
ZISJTLO,O,O,O,O,X,X,X,O,X,X
ZISJTOL,O,O,O,O,X,X,X,O,X,X
ZISJLTO,O,O,O,O,X,X,X,O,X,X
ZISJLOT,O,O,O,O,X,X,X,O,X,X
ZISJOTL,O,O,X,O,X,X,X,X,X,X
ZISJOLT,O,O,X,X,X,X,X,O,X,X
ZISOTLJ,O,O,O,O,X,X,X,X,X,X
ZISOTJL,O,O,O,O,X,X,X,O,X,X
ZISOLTJ,O,O,O,O,X,X,X,X,X,X
ZISOLJT,O,O,O,O,X,X,X,O,X,X
