sequence,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jBlhBKrBXnBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8Jez7IvhFuh?B5jBliBarB8rB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhF3c?BzdB5jBVnBKrBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFzd?B5jB/rBFnBirBUsB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jB3iBFmBUsBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhFmd?B5jBXhBTiBcrBVxB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuAJvhFch?BidB5jBFnBTrB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeuBJvhF5j?BzgBliB8rBarB3sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeWBJvhFid?B5jBUmBFnB3sBTrB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeC8IvhF5j?BXhBFnBTrBOsB8sB,v115@zgC8GeC8GeC8EeA8AeD8CeB8AeD8DeB8JeF9IvhF8i?B5jBzgBfnBarBWxB
SIZLTOJ,O,O,O,X,O,X,X,X,X,X,X
SIZLJTO,O,O,O,X,O,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,O,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,O,X,X,X,O,X,O
SIZJTOL,X,X,X,O,O,X,X,O,O,X,O
SIZJLTO,O,O,X,X,O,X,X,X,X,X,O
SIZJLOT,O,O,X,X,X,X,X,X,X,X,O
SIZJOTL,X,X,X,O,X,X,X,O,X,X,O
SIZJOLT,O,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,X,X,O,X,O,X,X,X,X,X,X
SIZOTJL,X,X,X,O,O,X,X,O,X,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,O,X,X,X,O,X,X,O
SIZOJLT,O,X,X,X,X,X,X,X,X,X,O
SIOTLJZ,O,X,O,O,X,X,X,X,X,O,X
SIOTLZJ,O,X,O,X,X,X,O,X,X,O,X
SIOTJLZ,O,X,O,O,X,X,X,X,X,O,X
SIOTJZL,X,X,O,O,X,O,X,X,X,O,X
SIOTZLJ,X,X,X,X,O,O,O,X,X,O,X
SIOTZJL,X,X,O,O,O,O,O,X,X,O,X
SIOLTJZ,O,X,O,O,X,X,X,X,X,O,X
SIOLTZJ,O,X,O,X,X,X,X,X,X,O,X
SIOLJTZ,O,X,O,O,X,X,X,X,X,O,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,O,X,X,X,X,O,X
SIOLZJT,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,O,O,X,X,X,X,X,O,X
SIOJTZL,X,X,O,O,X,O,X,X,X,O,O
SIOJLTZ,O,X,O,O,X,X,X,X,X,O,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,O
SIOJZTL,X,X,X,O,X,X,O,X,X,X,O
SIOJZLT,O,X,X,X,X,X,X,X,X,X,O
SIOZTLJ,X,X,O,X,O,X,O,X,X,O,X
SIOZTJL,X,X,X,O,O,X,O,O,X,O,X
SIOZLTJ,O,X,X,X,O,X,X,X,X,O,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,O,X,X,O,O,X,X,O
SIOZJLT,O,X,X,X,X,X,X,X,X,X,O
SLTIJZO,O,X,O,O,X,X,X,X,X,X,X
SLTIJOZ,O,X,O,O,X,X,X,X,X,X,X
SLTIZJO,O,X,O,X,O,X,X,X,X,X,X
SLTIZOJ,O,X,O,X,O,X,X,X,X,X,X
SLTIOJZ,O,X,O,O,X,X,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,X,X,X,X,X,X
SLTJIZO,O,X,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,X,O,O,X,X,X,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X,X,X,X,X
SLTJZOI,O,X,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,O,O,X,X,X,X,X,X,X
SLTJOZI,O,X,O,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,X,O,X,X,X,X,X,X
SLTZIOJ,O,X,O,X,O,X,X,X,X,X,X
SLTZJIO,O,X,O,X,O,X,X,X,X,X,X
SLTZJOI,O,X,O,X,O,X,X,X,X,X,X
SLTZOIJ,O,X,O,X,O,X,X,X,X,X,X
SLTZOJI,O,X,O,X,O,X,X,X,X,X,X
SLTOIJZ,O,X,O,O,X,X,X,X,X,X,X
SLTOIZJ,O,X,O,X,X,X,X,X,X,X,X
SLTOJIZ,O,X,O,O,X,X,X,X,X,X,X
SLTOJZI,O,X,O,X,X,X,X,X,X,X,X
SLTOZIJ,O,X,O,X,X,X,X,X,X,X,X
SLTOZJI,O,X,O,X,X,X,X,X,X,X,X
SLITJZO,O,X,O,O,X,X,X,X,X,X,X
SLITJOZ,O,X,O,O,X,X,X,X,X,X,X
SLITZJO,O,X,O,X,O,X,X,X,X,X,X
SLITZOJ,O,X,O,X,O,X,X,X,X,X,X
SLITOJZ,O,X,O,O,X,X,X,X,X,X,X
SLITOZJ,O,X,O,X,X,X,X,X,X,X,X
SLIJTZO,O,X,O,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,O,O,X,X,X,X,X,X,X
SLIJZTO,O,X,O,X,O,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,O,O,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,X,O,X,X,X,X,X,X
SLIZTOJ,O,O,O,X,O,X,X,X,X,X,X
SLIZJTO,O,O,O,X,O,X,X,X,X,X,X
SLIZJOT,O,O,X,X,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,O,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,O,X,X,X,X,X,X,X
SLIOTZJ,O,X,O,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,O,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,O,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,X,O,O,X,X,X,X,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X,X
SLJTZOI,O,X,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,X,O,O,X,X,X,X,X,X,X
SLJTOZI,O,X,O,X,X,X,X,X,X,X,X
SLJITZO,O,X,O,O,X,X,X,X,X,X,X
SLJITOZ,O,X,O,O,X,X,X,X,X,X,X
SLJIZTO,O,X,O,X,O,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,O,O,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,X,O,X,O,X,X,X,X,X,X
SLJZTOI,O,X,O,X,O,X,X,X,X,X,X
SLJZITO,O,X,O,X,O,X,X,X,X,X,X
SLJZIOT,O,X,X,X,X,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,O,X,X,X,X,X,X,X
SLJOTZI,O,X,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,O,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,O,O,X,O,X,X,X,X,X,X
SLZTJIO,O,O,O,X,O,X,X,X,X,X,X
SLZTJOI,O,O,O,X,O,X,X,X,X,X,X
SLZTOIJ,O,O,O,X,O,X,X,X,X,X,X
SLZTOJI,O,O,O,X,O,X,X,X,X,X,X
SLZITJO,O,O,O,X,O,X,X,X,X,X,X
SLZITOJ,O,O,O,X,O,X,X,X,X,X,X
SLZIJTO,O,O,O,X,O,X,X,X,X,X,X
SLZIJOT,O,O,X,X,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,O,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X,X,X,X
SLZJTIO,O,O,O,X,O,X,X,X,X,X,X
SLZJTOI,O,O,O,X,O,X,X,X,X,X,X
SLZJITO,O,O,O,X,O,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,X,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,O,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,O,X,X,X,X,X,X,X
SLOTIZJ,O,X,O,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,O,X,X,X,X,X,X,X
SLOTJZI,O,X,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,X,X,X,X,X,X,X,X
SLOTZJI,O,X,O,X,X,X,X,X,X,X,X
SLOITJZ,O,X,O,O,X,X,X,X,X,X,X
SLOITZJ,O,X,O,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,O,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,O,X,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,O,X,X,X,X,X,X,X
SLOJTZI,O,X,O,X,X,X,X,X,X,X,X
SLOJITZ,O,X,O,O,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,O,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,X,X
SJTILZO,O,X,X,O,X,X,X,X,X,X,X
SJTILOZ,O,X,O,O,X,X,X,X,X,X,X
SJTIZLO,X,X,X,O,O,O,X,X,X,X,O
SJTIZOL,X,X,O,O,O,O,X,X,X,X,O
SJTIOLZ,O,X,O,O,X,X,X,X,X,X,X
SJTIOZL,X,X,O,O,X,O,X,X,X,X,O
SJTLIZO,O,X,X,O,X,X,X,X,X,X,X
SJTLIOZ,O,X,O,O,X,X,X,X,X,X,X
SJTLZIO,O,X,X,X,X,X,X,X,X,X,X
SJTLZOI,O,X,X,X,X,X,X,X,X,X,X
SJTLOIZ,O,X,O,O,X,X,X,X,X,X,X
SJTLOZI,O,X,X,X,X,X,X,X,X,X,X
SJTZILO,X,X,X,O,X,O,X,X,X,X,O
SJTZIOL,X,X,O,O,X,O,X,X,X,X,O
SJTZLIO,X,X,X,X,X,O,X,X,X,X,O
SJTZLOI,X,X,X,X,X,O,X,X,X,X,O
SJTZOIL,X,X,O,O,X,O,X,X,X,X,O
SJTZOLI,X,X,X,X,X,O,X,X,X,X,O
SJTOILZ,O,X,O,O,X,X,X,X,X,X,X
SJTOIZL,X,X,O,O,X,O,X,X,X,X,O
SJTOLIZ,O,X,O,O,X,X,X,X,X,X,X
SJTOLZI,O,X,X,X,X,X,X,X,X,X,X
SJTOZIL,X,X,O,O,X,O,X,X,X,X,O
SJTOZLI,X,X,X,X,X,O,X,X,X,X,O
SJITLZO,O,X,X,O,X,X,X,X,X,X,X
SJITLOZ,O,X,O,O,X,X,X,X,X,X,X
SJITZLO,X,X,X,O,O,O,X,X,X,X,O
SJITZOL,X,X,O,O,O,O,X,X,X,X,O
SJITOLZ,O,X,O,O,X,X,X,X,X,X,X
SJITOZL,X,X,O,O,X,O,X,X,X,X,O
SJILTZO,O,X,O,O,X,X,X,X,X,X,X
SJILTOZ,O,X,O,O,X,X,X,X,X,X,X
SJILZTO,O,X,O,X,O,X,X,X,X,X,O
SJILZOT,O,X,X,X,X,X,X,X,X,X,O
SJILOTZ,O,X,O,O,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,X,X,X,O
SJIZTLO,X,X,X,O,O,X,X,X,X,X,O
SJIZTOL,X,X,X,O,O,X,X,X,X,X,O
SJIZLTO,O,X,X,X,O,X,X,X,X,X,O
SJIZLOT,O,X,X,X,X,X,X,X,X,X,O
SJIZOTL,X,X,X,O,X,X,X,X,X,X,O
SJIZOLT,O,X,X,X,X,X,X,X,X,X,O
SJIOTLZ,O,X,O,O,X,X,X,X,X,X,X
SJIOTZL,X,X,O,O,X,O,X,X,X,X,O
SJIOLTZ,O,X,O,O,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X,X,O
SJIOZTL,X,X,X,O,X,X,O,X,X,X,O
SJIOZLT,O,X,X,X,X,X,X,X,X,X,O
SJLTIZO,O,X,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,X,O,O,X,X,X,X,X,X,X
SJLTZIO,O,X,O,X,X,X,X,X,X,X,X
SJLTZOI,O,X,O,X,X,X,X,X,X,X,X
SJLTOIZ,O,X,O,O,X,X,X,X,X,X,X
SJLTOZI,O,X,O,X,X,X,X,X,X,X,X
SJLITZO,O,X,O,O,X,X,X,X,X,X,X
SJLITOZ,O,X,O,O,X,X,X,X,X,X,X
SJLIZTO,O,X,O,X,O,X,X,X,X,X,O
SJLIZOT,O,X,X,X,X,X,X,X,X,X,O
SJLIOTZ,O,X,O,O,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X,X,O
SJLZTIO,O,X,O,X,O,X,X,X,X,X,O
SJLZTOI,O,X,O,X,O,X,X,X,X,X,O
SJLZITO,O,X,O,X,O,X,X,X,X,X,O
SJLZIOT,O,X,X,X,X,X,X,X,X,X,O
SJLZOTI,O,X,X,X,X,X,X,X,X,X,O
SJLZOIT,O,X,X,X,X,X,X,X,X,X,O
SJLOTIZ,O,X,O,O,X,X,X,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X,X,X,X,X
SJLOITZ,O,X,O,O,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X,X,O
SJLOZTI,O,X,X,X,X,X,X,X,X,X,O
SJLOZIT,O,X,X,X,X,X,X,X,X,X,O
SJZTILO,X,X,X,O,O,X,X,X,X,X,O
SJZTIOL,X,X,X,O,O,X,X,X,X,X,O
SJZTLIO,X,X,X,X,O,X,X,X,X,X,O
SJZTLOI,X,X,X,X,O,X,X,X,X,X,O
SJZTOIL,X,X,X,O,O,X,X,X,X,X,O
SJZTOLI,X,X,X,X,O,X,X,X,X,X,O
SJZITLO,X,X,X,O,O,X,X,X,X,X,O
SJZITOL,X,X,X,O,O,X,X,X,X,X,O
SJZILTO,O,X,X,X,O,X,X,X,X,X,O
SJZILOT,O,X,X,X,X,X,X,X,X,X,O
SJZIOTL,X,X,X,O,X,X,X,X,X,X,O
SJZIOLT,O,X,X,X,X,X,X,X,X,X,O
SJZLTIO,O,X,X,X,O,X,X,X,X,X,O
SJZLTOI,O,X,X,X,O,X,X,X,X,X,O
SJZLITO,O,X,X,X,O,X,X,X,X,X,O
SJZLIOT,O,X,X,X,X,X,X,X,X,X,O
SJZLOTI,O,X,X,X,X,X,X,X,X,X,O
SJZLOIT,O,X,X,X,X,X,X,X,X,X,O
SJZOTIL,X,X,X,O,X,X,X,X,X,X,O
SJZOTLI,X,X,X,X,X,X,X,X,X,X,O
SJZOITL,X,X,X,O,X,X,X,X,X,X,O
SJZOILT,O,X,X,X,X,X,X,X,X,X,O
SJZOLTI,O,X,X,X,X,X,X,X,X,X,O
SJZOLIT,O,X,X,X,X,X,X,X,X,X,O
SJOTILZ,O,X,O,O,X,X,X,X,X,X,X
SJOTIZL,X,X,O,O,X,O,X,X,X,X,O
SJOTLIZ,O,X,O,O,X,X,X,X,X,X,X
SJOTLZI,O,X,X,X,X,X,X,X,X,X,X
SJOTZIL,X,X,O,O,X,O,X,X,X,X,O
SJOTZLI,X,X,X,X,X,O,X,X,X,X,O
SJOITLZ,O,X,O,O,X,X,X,X,X,X,X
SJOITZL,X,X,O,O,X,O,X,X,X,X,O
SJOILTZ,O,X,O,O,X,X,X,X,X,X,X
SJOILZT,O,X,X,X,X,X,X,X,X,X,O
SJOIZTL,X,X,X,O,X,X,O,X,X,X,O
SJOIZLT,O,X,X,X,X,X,X,X,X,X,O
SJOLTIZ,O,X,O,O,X,X,X,X,X,X,X
SJOLTZI,O,X,O,X,X,X,X,X,X,X,X
SJOLITZ,O,X,O,O,X,X,X,X,X,X,X
SJOLIZT,O,X,X,X,X,X,X,X,X,X,O
SJOLZTI,O,X,X,X,X,X,X,X,X,X,O
SJOLZIT,O,X,X,X,X,X,X,X,X,X,O
SJOZTIL,X,X,X,O,X,X,O,X,X,X,O
SJOZTLI,X,X,X,X,X,X,O,X,X,X,O
SJOZITL,X,X,X,O,X,X,O,X,X,X,O
SJOZILT,O,X,X,X,X,X,X,X,X,X,O
SJOZLTI,O,X,X,X,X,X,X,X,X,X,O
SJOZLIT,O,X,X,X,X,X,X,X,X,X,O
SZTILJO,X,O,O,X,O,X,X,X,O,X,X
SZTILOJ,X,O,O,X,O,X,X,X,O,X,X
SZTIJLO,X,O,X,O,O,X,X,X,O,X,X
SZTIJOL,X,X,X,O,O,X,X,O,O,X,X
SZTIOLJ,X,X,O,X,O,X,X,X,O,X,X
SZTIOJL,X,X,X,O,O,X,X,O,O,X,X
SZTLIJO,X,O,O,X,O,X,X,X,X,X,X
SZTLIOJ,X,O,O,X,O,X,X,X,X,X,X
SZTLJIO,X,O,O,X,O,X,X,X,X,X,X
SZTLJOI,X,O,O,X,O,X,X,X,X,X,X
SZTLOIJ,X,O,O,X,O,X,X,X,X,X,X
SZTLOJI,X,O,O,X,O,X,X,X,X,X,X
SZTJILO,X,O,X,O,O,X,X,X,O,X,X
SZTJIOL,X,X,X,O,O,X,X,O,O,X,X
SZTJLIO,X,O,X,X,O,X,X,X,X,X,X
SZTJLOI,X,O,X,X,O,X,X,X,X,X,X
SZTJOIL,X,X,X,O,O,X,X,O,X,X,X
SZTJOLI,X,X,X,X,O,X,X,X,X,X,X
SZTOILJ,X,X,O,X,O,X,X,X,X,X,X
SZTOIJL,X,X,X,O,O,X,X,O,X,X,X
SZTOLIJ,X,X,O,X,O,X,X,X,X,X,X
SZTOLJI,X,X,O,X,O,X,X,X,X,X,X
SZTOJIL,X,X,X,O,O,X,X,O,X,X,X
SZTOJLI,X,X,X,X,O,X,X,X,X,X,X
SZITLJO,X,O,O,X,O,X,X,X,O,X,X
SZITLOJ,X,O,O,X,O,X,X,X,O,X,X
SZITJLO,X,O,X,O,O,X,X,X,O,X,X
SZITJOL,X,X,X,O,O,X,X,O,O,X,X
SZITOLJ,X,X,O,X,O,X,X,X,O,X,X
SZITOJL,X,X,X,O,O,X,X,O,O,X,X
SZILTJO,O,O,O,X,O,X,X,X,X,X,X
SZILTOJ,O,O,O,X,O,X,X,X,X,X,X
SZILJTO,O,O,O,X,O,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,O,X,X,X,X,X,X
SZILOJT,O,O,X,X,X,X,X,X,X,X,X
SZIJTLO,X,O,X,O,O,X,X,X,O,X,O
SZIJTOL,X,X,X,O,O,X,X,O,O,X,O
SZIJLTO,O,O,X,X,O,X,X,X,X,X,O
SZIJLOT,O,O,X,X,X,X,X,X,X,X,O
SZIJOTL,X,X,X,O,X,X,X,O,X,X,O
SZIJOLT,O,X,X,X,X,X,X,X,X,X,O
SZIOTLJ,X,X,O,X,O,X,X,X,X,X,X
SZIOTJL,X,X,X,O,O,X,X,O,X,X,X
SZIOLTJ,O,X,X,X,O,X,X,X,X,X,X
SZIOLJT,O,X,X,X,X,X,X,X,X,X,X
SZIOJTL,X,X,X,O,X,X,X,O,X,X,O
SZIOJLT,O,X,X,X,X,X,X,X,X,X,O
SZLTIJO,O,O,O,X,O,X,X,X,X,X,X
SZLTIOJ,O,O,O,X,O,X,X,X,X,X,X
SZLTJIO,O,O,O,X,O,X,X,X,X,X,X
SZLTJOI,O,O,O,X,O,X,X,X,X,X,X
SZLTOIJ,O,O,O,X,O,X,X,X,X,X,X
SZLTOJI,O,O,O,X,O,X,X,X,X,X,X
SZLITJO,O,O,O,X,O,X,X,X,X,X,X
SZLITOJ,O,O,O,X,O,X,X,X,X,X,X
SZLIJTO,O,O,O,X,O,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,O,X,X,X,X,X,X
SZLIOJT,O,O,X,X,X,X,X,X,X,X,X
SZLJTIO,O,O,O,X,O,X,X,X,X,X,X
SZLJTOI,O,O,O,X,O,X,X,X,X,X,X
SZLJITO,O,O,O,X,O,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X,X,X,X,X
SZLJOIT,O,O,X,X,X,X,X,X,X,X,X
SZLOTIJ,O,O,X,X,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,O,X,X,X,X,X,X
SZLOITJ,O,O,X,X,O,X,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X,X,X,X,X
SZLOJTI,O,O,X,X,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,X,X,X,X,X,X,X
SZJTILO,X,O,X,O,O,X,X,X,O,X,O
SZJTIOL,X,X,X,O,O,X,X,O,O,X,O
SZJTLIO,X,O,X,X,O,X,X,X,X,X,O
SZJTLOI,X,O,X,X,O,X,X,X,X,X,O
SZJTOIL,X,X,X,O,O,X,X,O,X,X,O
SZJTOLI,X,X,X,X,O,X,X,X,X,X,O
SZJITLO,X,O,X,O,O,X,X,X,O,X,O
SZJITOL,X,X,X,O,O,X,X,O,O,X,O
SZJILTO,O,O,X,X,O,X,X,X,X,X,O
SZJILOT,O,O,X,X,X,X,X,X,X,X,O
SZJIOTL,X,X,X,O,X,X,X,O,X,X,O
SZJIOLT,O,X,X,X,X,X,X,X,X,X,O
SZJLTIO,O,O,X,X,O,X,X,X,X,X,O
SZJLTOI,O,O,X,X,O,X,X,X,X,X,O
SZJLITO,O,O,X,X,O,X,X,X,X,X,O
SZJLIOT,O,O,X,X,X,X,X,X,X,X,O
SZJLOTI,O,O,X,X,X,X,X,X,X,X,O
SZJLOIT,O,O,X,X,X,X,X,X,X,X,O
SZJOTIL,X,X,X,O,X,X,X,O,X,X,O
SZJOTLI,X,X,X,X,X,X,X,X,X,X,O
SZJOITL,X,X,X,O,X,X,X,O,X,X,O
SZJOILT,O,X,X,X,X,X,X,X,X,X,O
SZJOLTI,O,X,X,X,X,X,X,X,X,X,O
SZJOLIT,O,X,X,X,X,X,X,X,X,X,O
SZOTILJ,X,X,O,X,O,X,X,X,X,X,X
SZOTIJL,X,X,X,O,O,X,X,O,X,X,X
SZOTLIJ,X,X,O,X,O,X,X,X,X,X,X
SZOTLJI,X,X,O,X,O,X,X,X,X,X,X
SZOTJIL,X,X,X,O,O,X,X,O,X,X,X
SZOTJLI,X,X,X,X,O,X,X,X,X,X,X
SZOITLJ,X,X,O,X,O,X,X,X,X,X,X
SZOITJL,X,X,X,O,O,X,X,O,X,X,X
SZOILTJ,O,X,X,X,O,X,X,X,X,X,X
SZOILJT,O,X,X,X,X,X,X,X,X,X,X
SZOIJTL,X,X,X,O,X,X,X,O,X,X,O
SZOIJLT,O,X,X,X,X,X,X,X,X,X,O
SZOLTIJ,O,X,X,X,O,X,X,X,X,X,X
SZOLTJI,O,X,X,X,O,X,X,X,X,X,X
SZOLITJ,O,X,X,X,O,X,X,X,X,X,X
SZOLIJT,O,X,X,X,X,X,X,X,X,X,X
SZOLJTI,O,X,X,X,X,X,X,X,X,X,X
SZOLJIT,O,X,X,X,X,X,X,X,X,X,X
SZOJTIL,X,X,X,O,X,X,X,O,X,X,O
SZOJTLI,X,X,X,X,X,X,X,X,X,X,O
SZOJITL,X,X,X,O,X,X,X,O,X,X,O
SZOJILT,O,X,X,X,X,X,X,X,X,X,O
SZOJLTI,O,X,X,X,X,X,X,X,X,X,O
SZOJLIT,O,X,X,X,X,X,X,X,X,X,O
SOTILJZ,O,X,O,O,X,X,X,X,X,O,X
SOTILZJ,O,X,O,X,X,X,O,X,X,O,X
SOTIJLZ,O,X,O,O,X,X,X,X,X,O,X
SOTIJZL,X,X,O,O,X,O,X,X,X,O,X
SOTIZLJ,X,X,X,X,O,O,O,X,X,O,X
SOTIZJL,X,X,O,O,O,O,O,X,X,O,X
SOTLIJZ,O,X,O,O,X,X,X,X,X,O,X
SOTLIZJ,O,X,O,X,X,X,O,X,X,O,X
SOTLJIZ,O,X,O,O,X,X,X,X,X,O,X
SOTLJZI,O,X,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,X,O,X,X,X,O,X,X,O,X
SOTLZJI,O,X,O,X,X,X,O,X,X,X,X
SOTJILZ,O,X,O,O,X,X,X,X,X,O,X
SOTJIZL,X,X,O,O,X,O,X,X,X,O,X
SOTJLIZ,O,X,O,O,X,X,X,X,X,O,X
SOTJLZI,O,X,X,X,X,X,X,X,X,X,X
SOTJZIL,X,X,O,O,X,O,X,X,X,X,X
SOTJZLI,X,X,X,X,X,O,X,X,X,X,X
SOTZILJ,X,X,X,X,X,O,O,X,X,O,X
SOTZIJL,X,X,O,O,X,O,O,X,X,O,X
SOTZLIJ,X,X,X,X,X,O,O,X,X,O,X
SOTZLJI,X,X,X,X,X,O,O,X,X,X,X
SOTZJIL,X,X,O,O,X,O,O,X,X,X,X
SOTZJLI,X,X,X,X,X,O,O,X,X,X,X
SOITLJZ,O,X,O,O,X,X,X,X,X,O,X
SOITLZJ,O,X,O,X,X,X,O,X,X,O,X
SOITJLZ,O,X,O,O,X,X,X,X,X,O,X
SOITJZL,X,X,O,O,X,O,X,X,X,O,X
SOITZLJ,X,X,X,X,O,O,O,X,X,O,X
SOITZJL,X,X,O,O,O,O,O,X,X,O,X
SOILTJZ,O,X,O,O,X,X,X,X,X,O,X
SOILTZJ,O,X,O,X,X,X,X,X,X,O,X
SOILJTZ,O,X,O,O,X,X,X,X,X,O,X
SOILJZT,O,X,X,X,X,X,X,X,X,X,X
SOILZTJ,O,X,X,X,O,X,X,X,X,O,X
SOILZJT,O,X,X,X,X,X,X,X,X,X,X
SOIJTLZ,O,X,O,O,X,X,X,X,X,O,X
SOIJTZL,X,X,O,O,X,O,X,X,X,O,O
SOIJLTZ,O,X,O,O,X,X,X,X,X,O,X
SOIJLZT,O,X,X,X,X,X,X,X,X,X,O
SOIJZTL,X,X,X,O,X,X,O,X,X,X,O
