sequence,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFGeBlgB?UiBaoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFCeBlgB?UiBOoBXmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeG8IvhF6iBTeB?lgBZnBXmB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?zlBFnB8sBmrB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFSiBTeB?lgBXmBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je37IvhFRdBSjB?lhBzlBOsB8sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeWCJvhFcjBlgB?xmBzlBinB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeZCJvhFGeBlgB?cmBziBCmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFcjBlgB?GiBXmBKsBzsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhFqiBTeB?lgBXmB2sBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmB8sBasB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR9IvhFSjBlgB?3hBOsB8sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JelAJvhFcmBxiB?XjB2sBCmBTsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?XjBKsBzqB0sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFlgBxiB?0iBKsBzqBXtB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?XjBKsB0sBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgBOnB?0iBCmBFmB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeR8IvhF+iBTeB?lgBXmBysBUsB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8Je+BJvhFxdBlgB?0iBKsBXtBzqB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeT+IvhFxgB0iB?ulBimBFnB3sB,v115@zgC8GeB8HeC8FeD8BeA8CeG8BeB8JeF8IvhFxdB6lB?cmBXjB2sBTsB
JZLITOS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLISTO,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JZLISOT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZLIOTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,O
JZLSTOI,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,O
JZLSITO,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JZLSIOT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZLSOTI,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZLSOIT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZLOTIS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOTSI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O
JZLOITS,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZLOSIT,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSTILO,O,O,O,X,O,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O
JZSTIOL,O,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
JZSTLIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZSTLOI,X,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSTOIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JZSTOLI,X,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSITLO,O,O,O,X,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O
JZSITOL,O,O,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
JZSILTO,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSILOT,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSIOTL,O,X,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JZSIOLT,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZSLTOI,X,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZSLITO,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
JZSLIOT,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSLOTI,X,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
JZSLOIT,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
JZSOTIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JZSOTLI,X,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
JZSOITL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JZSOILT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZSOLTI,X,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTISL,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOTLIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
JZOTSLI,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JZOITLS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOILTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOISLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLITS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZOLSIT,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
JZOSTLI,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZOSITL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
JZOSILT,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTILZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTISLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTISZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOTLSIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOTLZIS,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTLZSI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOTSILZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JOTSZLI,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOITLZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOITSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITSZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOILZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOILZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOISTLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOISTZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISLTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOISLZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
JOIZTLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLTSIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLTSZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLTZIS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLTZSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLITSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JOLISTZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JOLISZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOLIZTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLIZST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOLSTIZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOLSTZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLSITZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
JOLSIZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
JOLSZTI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOLSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOLZTIS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZTSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O
JOLZITS,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
JOLZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSTILZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSTIZL,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSTLIZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSTZLI,O,O,O,X,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSITZL,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
JOSILTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSILZT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSIZTL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
JOSIZLT,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
JOSLTIZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
JOSLIZT,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
JOSLZTI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
JOSLZIT,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
JOSZTIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
JOSZTLI,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
JOSZILT,O,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
JOSZLTI,O,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
JOZTILS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTLIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTLSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JOZTSLI,O,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZITLS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZITSL,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZILTS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZISLT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLTSI,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLITS,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JOZSTLI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
JOZSILT,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STILJOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
STILZJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STILZOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
STILOJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STILOZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIJOZL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZLJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STIZLOJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
STIZJLO,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O
STIZJOL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O
STIZOLJ,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O
STIZOJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
STIOLJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STIOJZL,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOZLJ,O,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X
STIOZJL,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
STLIJZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,O,X,X,X,X,X
STLIJOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X
STLIZJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLIZOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
STLIOJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O
STLJIOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
STLJZOI,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
STLJOIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLJOZI,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLZIJO,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLZIOJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
STLZJIO,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
STLZJOI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,O,X,X,O,X,O
STLZOIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O
STLZOJI,O,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
STLOIJZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
STLOIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,O,X,X,O,O,X,O,O,X,X,X,O,O,X,X,X,X,X,O
STJILOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STJIZOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STJIOLZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJIOZL,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X,X,O
STJLIOZ,O,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
STJLZOI,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,O
STJLOIZ,O,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STJLOZI,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STJZILO,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STJZIOL,O,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STJZLIO,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O
STJZLOI,O,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
STJZOLI,X,O,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STJOLIZ,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
