sequence,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFOgBxcB?FhB8mB6pBfrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT7IvhFxcB/kB?mhBllBcrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je2/IvhFfhBxcB?zhBUgB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Jex6IvhFTcBOiB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeO/IvhFTbBXdB?5kBylB0hBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8Je07IvhFxcB/kB?2lBzhBFrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeK/IvhFfhBxcB?UgBzhBupBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcBTfB?FhB8mBfrB6pB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT6IvhFxbBXdB?6pB0lBlmBmqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeR7IvhFOiB6lB?lkBTmB/pBcrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeOAJvhFxcB/kB?8mBzlB6pBFrB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT8IvhFOiBxfB?/kBllBcrBCqB,v115@7gB8GeC8GeD8AeA8CeE8AeB8AeE8JeT/IvhF/lBRhB?mgBFiBcrB6pB
JZLITSO,X,O,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLISTO,O,O,X,X,X,X,X,X,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JZLSTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JZLSITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JZLSIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLSOTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JZLSOIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,X,X,X,X,X,X,O,O,X,O,X
JZLOTSI,O,X,X,O,X,X,X,X,O,O,X,X,X
JZLOITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JZLOSIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,X,O,O,X,X,O,X,X,X,X,X
JZSTIOL,O,O,X,O,X,X,X,O,X,X,X,O,X
JZSTLIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSTLOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSTOIL,O,O,X,O,X,X,X,O,X,X,X,O,X
JZSTOLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSITLO,O,O,X,O,O,X,X,O,X,X,X,X,X
JZSITOL,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSILTO,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSILOT,O,X,X,O,O,X,X,X,X,X,X,X,X
JZSIOTL,X,O,X,O,X,X,X,O,X,X,O,X,O
JZSIOLT,O,X,X,O,X,X,X,X,X,X,O,X,O
JZSLTIO,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSLTOI,O,O,X,O,X,X,X,O,X,X,X,X,X
JZSLITO,O,O,X,O,X,X,X,X,X,X,X,X,X
JZSLIOT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,X,X,O,X,X,X,O,X,X,X,X,X
JZSLOIT,O,X,X,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,O,X,O,X,X,O,O,X
JZSOTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JZSOITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JZSOILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JZSOLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JZSOLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JZOTILS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZOTISL,X,O,X,O,X,X,X,X,X,X,O,O,X
JZOTLIS,X,O,X,X,X,X,X,X,X,O,X,O,X
JZOTLSI,X,O,X,O,X,X,X,X,X,O,X,X,X
JZOTSIL,X,O,X,O,X,X,X,O,X,X,O,O,X
JZOTSLI,X,O,X,O,X,X,X,O,X,X,O,X,X
JZOITLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JZOITSL,X,O,X,O,X,X,X,X,X,X,O,O,X
JZOILTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X,O,X,X
JZOISTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JZOISLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JZOLTIS,O,X,X,X,X,X,X,X,X,O,X,O,X
JZOLTSI,O,X,X,O,X,X,X,X,X,O,X,X,X
JZOLITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,O,X,X
JZOLSTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JZOLSIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JZOSTIL,O,O,X,O,X,O,X,O,X,X,O,O,X
JZOSTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JZOSITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JZOSILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JZOSLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JZOSLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JOTILSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JOTILZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JOTISLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JOTISZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,O,X,X,X,X,X,O,X
JOTIZSL,X,X,X,X,X,O,X,X,X,X,X,O,X
JOTLISZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTLIZS,X,X,O,X,X,O,X,X,X,O,X,X,X
JOTLSIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTLSZI,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTLZIS,X,X,O,X,X,O,X,X,X,O,X,X,X
JOTLZSI,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTSILZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JOTSIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTSLIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTSLZI,X,X,O,X,X,O,O,X,X,O,X,X,X
JOTSZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JOTSZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JOTZILS,X,X,X,X,X,O,X,X,X,X,X,X,X
JOTZISL,X,X,X,X,X,O,X,X,X,X,O,X,X
JOTZLIS,X,X,X,X,X,O,X,X,X,O,X,X,X
JOTZLSI,X,X,X,X,X,O,X,X,X,O,X,X,X
JOTZSIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JOTZSLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JOITLSZ,X,X,O,X,O,O,O,X,X,O,X,X,X
JOITLZS,X,X,O,X,O,O,X,X,X,O,X,X,X
JOITSLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,O,X,X,X,X,X,X,X
JOITZSL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILTSZ,O,X,O,X,O,X,O,X,X,O,X,X,X
JOILTZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JOILSTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JOILSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,X,O,X,X,X,X,X,X,X,X
JOISTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,O,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,O,X,X,O,X,X
JOISZLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JOIZTLS,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,X,X,X,X,X,O,X,X
JOIZLTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,X,X,O,X,X
JOIZSTL,X,O,X,X,X,X,X,O,X,X,O,X,X
JOIZSLT,X,X,X,X,X,X,X,X,X,X,O,X,X
JOLTISZ,O,X,O,X,X,X,O,X,X,O,X,X,X
JOLTIZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JOLTSIZ,O,X,O,X,X,X,O,X,X,O,X,X,X
JOLTSZI,O,X,O,X,X,X,O,X,X,O,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,O,X,X,X
JOLTZSI,O,X,O,X,X,X,O,X,X,O,X,X,X
JOLITSZ,O,X,O,X,X,X,O,X,X,O,X,X,X
JOLITZS,O,X,O,X,X,X,X,X,X,O,X,X,X
JOLISTZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLISZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLSTZI,O,X,O,X,X,O,X,X,X,O,X,X,X
JOLSITZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLSZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,O,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,O,X,X,X
JOLZITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,O,X,X
JOLZSTI,O,X,X,X,X,X,O,O,X,X,O,X,X
JOLZSIT,O,X,X,X,X,X,O,X,X,X,O,X,X
JOSTILZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSTLZI,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSTZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
JOSTZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
JOSITLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSILTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,X,X,X,O,X,X,X,X,X,X,X,X
JOSIZTL,X,O,X,O,X,X,X,O,X,X,O,X,O
JOSIZLT,X,X,X,O,X,X,X,X,X,X,O,X,O
JOSLTIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
JOSLTZI,O,X,X,X,X,O,X,X,X,O,X,X,X
JOSLITZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLIZT,O,X,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JOSLZIT,O,X,X,X,X,X,X,X,X,X,O,X,X
JOSZTIL,O,O,X,O,X,O,X,O,X,X,O,X,X
JOSZTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JOSZITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JOSZILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JOSZLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JOSZLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,X,O,X
JOZTISL,X,O,X,O,X,X,X,X,X,X,O,O,X
JOZTLIS,X,O,X,X,X,X,X,X,X,O,X,O,X
JOZTLSI,X,O,X,O,X,X,X,X,X,O,X,X,X
JOZTSIL,X,O,X,O,X,X,X,O,X,X,O,O,X
JOZTSLI,X,O,X,O,X,X,X,O,X,X,O,X,X
JOZITLS,X,O,X,X,X,X,X,X,X,X,X,O,X
JOZITSL,X,O,X,O,X,X,X,X,X,X,O,O,X
JOZILTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZISTL,X,O,X,O,X,X,X,O,X,X,O,X,X
JOZISLT,X,X,X,O,X,X,X,X,X,X,O,X,X
JOZLTIS,O,X,X,X,X,X,X,X,X,O,X,O,X
JOZLTSI,O,X,X,O,X,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,O,X,X
JOZLSTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JOZLSIT,O,X,X,O,X,X,X,X,X,X,O,X,X
JOZSTIL,O,O,X,O,X,O,X,O,X,X,O,O,X
JOZSTLI,O,O,X,O,X,O,X,O,X,X,O,X,X
JOZSITL,X,O,X,O,X,X,X,O,X,X,O,X,O
JOZSILT,O,X,X,O,X,X,X,X,X,X,O,X,O
JOZSLTI,O,X,X,O,X,X,X,O,X,X,O,X,X
JOZSLIT,O,X,X,O,X,X,X,X,X,X,O,X,X
STILJZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STILJOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
STILZJO,X,X,X,X,O,X,X,X,O,X,X,X,X
STILZOJ,X,X,X,X,O,X,O,X,O,X,X,X,X
STILOJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
STILOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STIJLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
STIJZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
STIJZOL,X,O,X,O,X,O,X,X,X,X,X,O,X
STIJOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
STIJOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,X,O,X,O,O,X,X,X,O,X,X,X,X
STIZLOJ,X,X,X,O,O,X,X,X,O,X,X,X,X
STIZJLO,X,O,X,O,O,X,X,X,O,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X,X,X,X,O,X
STIZOLJ,X,X,X,O,X,X,X,X,O,X,X,X,X
STIZOJL,X,O,X,O,X,O,X,X,X,X,O,O,X
STIOLJZ,X,X,O,X,O,O,O,X,O,X,X,X,X
STIOLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STIOJLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
STIOJZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,O,X,X,X,O,X,X,X,X,X,O
STIOZJL,X,X,X,X,X,O,X,X,X,X,X,X,O
STLIJZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIJOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
STLIZJO,X,X,X,X,O,X,X,X,O,X,X,X,X
STLIZOJ,X,X,X,X,O,X,O,X,O,X,X,X,X
STLIOJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
STLIOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STLJIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
STLJZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
STLJZOI,O,X,O,X,X,O,O,X,O,X,X,X,X
STLJOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
STLJOZI,O,X,O,X,X,O,O,X,O,O,X,X,X
STLZIJO,O,X,X,X,O,X,X,X,O,X,X,X,X
STLZIOJ,O,X,X,X,O,X,O,X,O,X,X,X,X
STLZJIO,O,X,X,X,X,X,X,X,O,X,X,X,X
STLZJOI,O,X,O,X,X,X,O,X,O,X,X,X,X
STLZOIJ,O,X,O,X,O,X,O,X,O,X,X,X,X
STLZOJI,O,X,O,X,X,X,O,X,O,X,X,X,X
STLOIJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
STLOIZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STLOJIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
STLOJZI,O,X,O,X,X,O,O,X,O,O,X,X,X
STLOZIJ,O,X,O,X,O,X,O,X,O,X,X,X,X
STLOZJI,O,X,O,X,X,X,O,X,O,X,X,X,X
STJILZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
STJIZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
STJIZOL,X,O,X,O,X,O,X,X,X,X,X,O,X
STJIOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
STJIOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,X,X,X,X,O,X,X,X,X,X,X,X,X
STJLIOZ,O,X,O,X,O,X,X,X,O,X,X,X,X
STJLZIO,O,X,X,X,X,X,X,X,O,X,X,X,X
STJLZOI,O,X,O,X,X,O,O,X,O,X,X,X,X
STJLOIZ,O,X,O,X,O,O,O,X,O,O,X,X,X
STJLOZI,O,X,O,X,X,O,O,X,O,O,X,X,X
STJZILO,O,O,X,O,O,X,X,O,O,X,X,X,X
STJZIOL,O,O,X,O,X,O,X,O,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
STJZLOI,O,O,X,O,X,O,X,O,O,X,X,X,X
STJZOIL,O,O,X,O,X,O,X,O,X,X,X,X,X
STJZOLI,O,O,X,O,X,O,X,O,X,X,X,X,X
STJOILZ,X,X,O,X,O,O,O,X,X,X,X,X,X
STJOIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STJOLIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
STJOLZI,X,X,O,X,X,O,O,X,X,O,X,X,X
STJOZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
STJOZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
STZILJO,O,O,X,O,O,X,X,O,O,X,X,X,X
STZILOJ,O,X,X,O,O,X,X,O,O,X,X,X,X
STZIJLO,O,O,X,O,O,X,X,O,O,X,X,X,X
STZIJOL,O,O,X,O,X,X,X,O,X,X,X,X,X
STZIOLJ,O,X,X,O,X,X,X,O,O,X,X,X,O
STZIOJL,O,O,X,O,X,O,X,O,X,X,O,X,O
STZLIJO,O,O,X,O,O,X,X,O,O,X,X,X,X
STZLIOJ,O,X,X,O,O,X,O,O,O,X,X,X,X
STZLJIO,O,O,X,O,X,X,X,O,O,X,X,X,X
STZLJOI,O,O,O,O,X,X,O,O,O,X,X,X,X
STZLOIJ,O,X,O,O,O,X,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,O,O,O,X,X,X,X
STZJILO,O,O,X,O,O,X,X,O,O,X,X,X,X
STZJIOL,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJLIO,O,O,X,O,X,X,X,O,O,X,X,X,X
STZJLOI,O,O,X,O,X,O,X,O,O,X,X,X,X
STZJOIL,O,O,X,O,X,O,X,O,X,X,X,X,X
STZJOLI,O,O,X,O,X,O,X,O,X,X,X,X,X
STZOILJ,O,X,O,O,X,X,O,O,O,X,X,X,O
STZOIJL,O,O,X,O,X,O,X,O,X,X,O,X,O
STZOLIJ,O,X,O,O,X,X,O,O,O,X,X,X,X
STZOLJI,O,O,O,O,X,X,O,O,O,X,X,X,X
STZOJIL,O,O,X,O,X,O,X,O,X,X,O,X,X
STZOJLI,O,O,X,O,X,O,X,O,X,X,O,X,X
STOILJZ,X,X,O,X,O,O,O,X,O,X,X,X,X
STOILZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STOIJLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
STOIJZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,X,O,X,X,X,O,X,X,X,X,X,O
STOIZJL,X,X,X,X,X,O,X,X,X,X,X,X,O
STOLIJZ,X,X,O,X,O,O,O,X,O,X,X,X,X
STOLIZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STOLJIZ,X,X,O,X,O,O,O,X,O,O,X,X,X
STOLJZI,X,X,O,X,X,O,O,X,O,O,X,X,X
STOLZIJ,X,X,O,X,O,X,O,X,O,X,X,X,X
STOLZJI,X,X,O,X,X,X,O,X,O,X,X,X,X
STOJILZ,X,X,O,X,O,O,O,X,X,X,X,X,X
STOJIZL,X,X,X,X,X,O,X,X,X,X,X,X,X
STOJLIZ,X,X,O,X,X,O,O,X,X,O,X,X,X
STOJLZI,X,X,O,X,X,O,O,X,X,O,X,X,X
STOJZIL,X,X,X,X,X,O,X,O,X,X,O,X,X
STOJZLI,X,X,X,X,X,O,X,O,X,X,O,X,X
STOZILJ,X,X,O,X,X,X,O,O,O,X,X,X,O
STOZIJL,X,X,X,X,X,O,X,O,X,X,O,X,O
STOZLIJ,X,X,O,X,X,X,O,O,O,X,X,X,X
STOZLJI,X,X,O,X,X,X,O,O,O,X,X,X,X
STOZJIL,X,X,X,X,X,O,X,O,X,X,O,X,X
STOZJLI,X,X,X,X,X,O,X,O,X,X,O,X,X
SITLJZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SITLZJO,X,X,X,X,O,X,X,X,O,X,X,X,X
SITLZOJ,X,X,X,X,O,X,X,X,O,X,X,X,X
SITLOJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
SITLOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
SITJLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SITJZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,O,X,O,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
SITJOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,O,X,X,X,O,X,X,X,X
SITZLOJ,X,X,X,O,O,X,X,X,O,X,X,X,X
SITZJLO,X,O,X,O,O,X,X,X,O,X,X,X,X
SITZJOL,X,O,X,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,X,X,O,X,X,X,X,O,X,X,X,X
SITZOJL,X,O,X,O,X,O,X,X,X,X,O,X,X
SITOLJZ,X,X,O,X,O,O,O,X,O,X,X,X,X
SITOLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
SITOJLZ,X,X,O,X,O,O,O,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,O,X,X,X,O,X,X,X,X,X,O
SITOZJL,X,X,X,X,X,O,X,X,X,X,X,X,O
SILTJZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTJOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SILTZJO,X,X,X,X,O,X,X,X,O,X,X,X,X
SILTZOJ,X,X,X,X,O,X,X,X,O,X,X,X,X
SILTOJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
SILTOZJ,X,X,O,X,O,X,O,X,O,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SILJTOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SILJZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SILJOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,X,O,X,X,X,X,O,X,X,X,X
SILZJTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
SILZOJT,O,X,X,O,O,X,X,X,X,X,O,X,X
SILOTJZ,O,X,O,X,O,O,O,X,O,X,X,X,X
SILOTZJ,X,X,O,X,X,X,O,X,O,X,X,X,X
SILOJTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SILOJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,O,X,X,X,O
SILOZJT,O,X,X,X,O,X,X,X,X,X,X,X,O
SIJTLZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SIJTZLO,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,O,X,X,X,X,X,X,X,X
SIJLTOZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SIJLZTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,X,X,X,O,X,X,X,X
SIJLOZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIJZTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
SIJZLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJZLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,O,X,X,X,O,X,X,O,X,X
SIJZOLT,O,X,X,O,X,X,X,X,X,X,O,X,X
SIJOTLZ,X,X,X,X,O,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,O,X,X,X,O,X,X,O,X,O
SIJOZLT,X,X,X,O,X,X,X,X,X,X,O,X,O
SIZTLJO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIZTLOJ,O,X,X,O,O,X,X,O,O,X,X,X,X
SIZTJLO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,O,X,X,X,X,X
SIZTOLJ,O,X,X,O,X,X,X,O,X,X,X,X,O
SIZTOJL,O,O,X,O,X,O,X,O,X,X,O,X,O
SIZLTJO,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,O,X,X,X,X
SIZLJTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,O,X,X,X,O
SIZLOJT,O,X,X,O,O,X,X,X,X,X,O,X,O
SIZJTLO,O,O,X,O,O,X,X,O,X,X,X,X,X
SIZJTOL,O,O,X,O,X,X,X,O,X,X,X,X,X
SIZJLTO,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,O,O,X,X,X,X,X,X,X,X
