sequence,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFmbBCdBTgB/?nB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jez6IvhFWhBxcB/nBC?lB0mBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFFdBzfBfmB0?hBSsBGqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhF/hBFdBOlB0?gBTnBCrB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Jex8IvhFflBlgBumB8?qBTsBCqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeC7IvhF8kBRhBXhBT?iBWsBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeWAJvhFxbB/mBUiBC?lBTnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8Je5/IvhFOgB8gB3hBT?nBCnBlqB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JeR7IvhFqkBTgBlhB8?qBXsBGsB,v115@zgA8GeC8FeD8GeC8GeE8AeF8JefAJvhFzgBUiBCiBW?qBxrBlqB
SJOTLZI,X,X,O,O,X,X,X,X,X,X
SJOTZIL,X,X,O,X,O,X,X,X,X,X
SJOTZLI,X,X,O,X,O,X,X,X,X,X
SJOITLZ,X,X,O,O,X,X,X,X,X,X
SJOITZL,X,X,O,X,O,X,X,X,X,O
SJOILTZ,X,X,O,O,X,X,X,X,X,X
SJOILZT,X,X,O,O,O,X,X,X,X,O
SJOIZTL,X,X,O,X,O,X,X,X,X,O
SJOIZLT,X,X,O,X,O,X,X,X,X,O
SJOLTIZ,X,X,O,O,X,X,X,X,X,X
SJOLTZI,X,X,O,O,X,X,X,X,X,X
SJOLITZ,X,X,O,O,X,X,X,X,X,X
SJOLIZT,X,X,O,O,O,X,X,X,X,X
SJOLZTI,X,X,O,O,O,X,X,X,X,X
SJOLZIT,X,X,O,O,O,X,X,X,X,X
SJOZTIL,X,X,O,X,O,X,X,X,X,X
SJOZTLI,X,X,O,X,O,X,X,X,X,X
SJOZITL,X,X,O,X,O,X,X,X,X,X
SJOZILT,X,X,O,X,O,X,X,X,X,X
SJOZLTI,X,X,O,X,O,X,X,X,X,X
SJOZLIT,X,X,O,X,O,X,X,X,X,X
SZTILJO,O,O,O,X,X,X,O,X,X,X
SZTILOJ,O,O,O,X,X,X,O,X,O,X
SZTIJLO,O,O,O,X,X,X,O,X,X,X
SZTIJOL,O,O,O,X,O,X,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,O,X,X,X
SZTIOJL,O,O,O,X,O,X,X,X,X,X
SZTLIJO,O,O,O,X,X,X,O,X,X,X
SZTLIOJ,O,O,X,X,X,X,O,X,O,X
SZTLJIO,O,O,O,X,X,O,O,X,X,X
SZTLJOI,O,O,O,X,O,X,O,X,O,X
SZTLOIJ,O,O,X,X,X,X,O,X,O,X
SZTLOJI,O,O,X,X,O,X,O,X,O,X
SZTJILO,O,O,O,X,X,O,O,X,X,X
SZTJIOL,O,O,O,X,O,X,X,X,X,X
SZTJLIO,O,O,O,X,X,O,O,X,X,X
SZTJLOI,O,O,O,X,O,X,O,X,O,X
SZTJOIL,O,O,O,X,O,X,X,X,X,X
SZTJOLI,O,O,O,X,O,X,X,X,X,X
SZTOILJ,O,O,X,X,X,X,O,X,X,X
SZTOIJL,O,O,O,X,O,X,X,X,X,X
SZTOLIJ,O,O,X,X,X,X,O,X,O,X
SZTOLJI,O,O,X,X,O,X,O,X,O,X
SZTOJIL,O,O,O,X,O,X,X,X,X,X
SZTOJLI,O,O,O,X,O,X,X,X,X,X
SZITLJO,O,O,O,X,X,X,O,X,X,X
SZITLOJ,O,O,O,X,X,X,O,X,O,X
SZITJLO,O,O,O,X,X,X,O,X,X,X
SZITJOL,O,O,O,X,O,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,O,X,X,X
SZITOJL,O,O,O,X,O,X,X,X,X,X
SZILTJO,O,O,O,X,X,X,O,X,X,X
SZILTOJ,O,O,O,X,X,X,O,X,O,X
SZILJTO,O,O,O,X,X,X,O,X,X,X
SZILJOT,O,O,X,X,X,X,O,X,X,X
SZILOTJ,O,O,O,X,X,X,X,X,O,X
SZILOJT,O,O,X,X,X,X,O,X,O,X
SZIJTLO,O,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,O,X,O,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,O,X,X,X
SZIJLOT,O,O,X,X,X,X,O,X,X,X
SZIJOTL,X,O,O,X,X,X,X,X,X,X
SZIJOLT,O,O,O,X,X,X,X,X,X,X
SZIOTLJ,O,O,X,X,X,X,X,X,X,X
SZIOTJL,O,O,O,X,O,X,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X,X,X,X
SZIOLJT,O,O,X,X,X,X,O,X,X,X
SZIOJTL,X,O,X,X,O,X,X,X,X,X
SZIOJLT,O,O,X,X,O,X,X,X,X,X
SZLTIJO,O,O,O,X,X,X,O,X,X,X
SZLTIOJ,O,O,O,X,X,X,O,X,O,X
SZLTJIO,O,O,O,X,X,O,O,X,X,X
SZLTJOI,O,O,O,X,O,X,O,X,O,X
SZLTOIJ,O,O,O,X,X,X,O,X,O,X
SZLTOJI,O,O,O,X,O,X,O,X,O,X
SZLITJO,O,O,O,X,X,X,O,X,X,X
SZLITOJ,O,O,O,X,X,X,O,X,O,X
SZLIJTO,O,O,O,X,X,X,O,X,X,X
SZLIJOT,O,O,O,X,X,X,O,X,X,X
SZLIOTJ,O,O,O,X,X,X,X,X,O,X
SZLIOJT,O,O,X,X,X,X,O,X,O,X
SZLJTIO,O,O,O,X,X,O,O,X,X,X
SZLJTOI,O,O,O,X,O,X,O,X,O,X
SZLJITO,O,O,O,X,X,O,O,X,X,X
SZLJIOT,O,O,O,X,X,O,O,X,X,X
SZLJOTI,X,O,O,X,X,X,O,X,O,X
SZLJOIT,O,O,O,X,X,X,O,X,O,X
SZLOTIJ,O,O,O,X,X,X,O,X,O,X
SZLOTJI,O,O,O,X,O,X,O,X,O,X
SZLOITJ,O,O,O,X,X,X,X,X,O,X
SZLOIJT,O,O,X,X,X,X,O,X,O,X
SZLOJTI,X,O,O,X,O,X,O,X,O,X
SZLOJIT,O,O,O,X,O,X,O,X,O,X
SZJTILO,O,O,O,X,X,O,O,X,X,X
SZJTIOL,O,O,O,X,O,X,X,X,X,X
SZJTLIO,O,O,O,X,X,O,O,X,X,X
SZJTLOI,O,O,O,X,O,X,O,X,O,X
SZJTOIL,O,O,O,X,O,X,X,X,X,X
SZJTOLI,O,O,O,X,O,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,O,X,O,X,X,X,X,X
SZJILTO,O,O,O,X,X,O,O,X,X,X
SZJILOT,O,O,O,X,X,O,O,X,X,X
SZJIOTL,X,O,O,X,X,X,X,X,X,X
SZJIOLT,O,O,O,X,X,X,X,X,X,X
SZJLTIO,O,O,O,X,X,O,O,X,X,X
SZJLTOI,O,O,O,X,O,X,O,X,O,X
SZJLITO,O,O,O,X,X,O,O,X,X,X
SZJLIOT,O,O,O,X,X,O,O,X,X,X
SZJLOTI,X,O,O,X,X,X,O,X,O,X
SZJLOIT,O,O,O,X,X,X,O,X,O,X
SZJOTIL,X,O,O,X,O,X,X,X,X,X
SZJOTLI,X,O,O,X,O,X,X,X,X,X
SZJOITL,X,O,O,X,O,X,X,X,X,X
SZJOILT,O,O,O,X,O,X,X,X,X,X
SZJOLTI,X,O,O,X,O,X,X,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X,X,X
SZOTILJ,O,O,X,X,X,X,O,X,X,X
SZOTIJL,O,O,O,X,O,X,X,X,X,X
SZOTLIJ,O,O,X,X,X,X,O,X,O,X
SZOTLJI,O,O,X,X,O,X,O,X,O,X
SZOTJIL,O,O,O,X,O,X,X,X,X,X
SZOTJLI,O,O,O,X,O,X,X,X,X,X
SZOITLJ,O,O,X,X,X,X,X,X,X,X
SZOITJL,O,O,O,X,O,X,X,X,X,X
SZOILTJ,O,O,X,X,X,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,O,X,X,X
SZOIJTL,X,O,X,X,O,X,X,X,X,X
SZOIJLT,O,O,X,X,O,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,O,X,O,X
SZOLTJI,O,O,X,X,O,X,O,X,O,X
SZOLITJ,O,O,X,X,X,X,X,X,O,X
SZOLIJT,O,O,X,X,X,X,O,X,O,X
SZOLJTI,X,O,X,X,O,X,O,X,O,X
SZOLJIT,O,O,X,X,O,X,O,X,O,X
SZOJTIL,X,O,O,X,O,X,X,X,X,X
SZOJTLI,X,O,O,X,O,X,X,X,X,X
SZOJITL,X,O,O,X,O,X,X,X,X,X
SZOJILT,O,O,O,X,O,X,X,X,X,X
SZOJLTI,X,O,O,X,O,X,X,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X,X,X
SOTILJZ,O,O,O,O,X,X,O,X,X,X
SOTILZJ,O,O,O,O,X,X,O,O,X,X
SOTIJLZ,O,X,O,O,X,X,X,X,X,X
SOTIJZL,O,X,O,X,O,X,X,O,X,X
SOTIZLJ,O,X,X,X,X,X,O,O,X,X
SOTIZJL,O,X,O,X,X,X,X,O,X,X
SOTLIJZ,O,O,X,O,X,X,O,X,X,X
SOTLIZJ,O,O,X,O,X,X,O,O,X,X
SOTLJIZ,O,O,X,O,X,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,O,X,X,X
SOTLZIJ,O,O,X,O,X,X,O,O,O,X
SOTLZJI,O,O,X,O,X,X,O,O,O,X
SOTJILZ,O,X,O,O,X,X,X,X,X,X
SOTJIZL,O,X,O,X,O,X,X,O,X,X
SOTJLIZ,O,X,O,O,X,X,X,X,X,X
SOTJLZI,O,X,X,O,X,X,X,X,X,X
SOTJZIL,O,X,O,X,O,X,X,O,X,X
SOTJZLI,O,X,X,X,O,X,X,O,X,X
SOTZILJ,O,X,X,X,X,X,O,O,X,X
SOTZIJL,O,X,X,X,O,X,X,O,X,X
SOTZLIJ,O,X,X,X,X,X,O,O,O,X
SOTZLJI,O,X,X,X,O,X,O,O,O,X
SOTZJIL,O,X,X,X,O,X,X,O,X,X
SOTZJLI,O,X,X,X,O,X,X,O,X,X
SOITLJZ,O,O,O,O,X,X,X,X,X,X
SOITLZJ,O,O,O,O,X,X,X,O,X,X
SOITJLZ,O,X,O,O,X,X,X,X,X,X
SOITJZL,O,X,O,X,O,X,X,O,X,X
SOITZLJ,O,X,X,X,X,X,X,O,X,X
SOITZJL,O,X,O,X,X,X,X,O,X,X
SOILTJZ,O,O,O,O,X,X,X,X,X,X
SOILTZJ,O,X,O,O,X,X,X,O,X,X
SOILJTZ,X,O,X,O,X,X,X,X,X,X
SOILJZT,X,O,X,O,O,X,O,X,X,X
SOILZTJ,O,O,O,O,X,X,X,X,X,X
SOILZJT,O,O,X,O,X,X,O,O,X,X
SOIJTLZ,X,X,X,O,X,X,X,X,X,X
SOIJTZL,X,X,X,X,O,X,X,O,X,X
SOIJLTZ,X,X,X,O,X,X,X,X,X,X
SOIJLZT,X,X,X,O,O,X,X,X,X,X
SOIJZTL,X,X,X,X,O,X,X,O,X,X
SOIJZLT,X,X,X,X,O,X,X,O,X,X
SOIZTLJ,O,O,X,X,X,X,X,O,X,X
SOIZTJL,O,O,O,X,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,X,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,O,O,X,X
SOIZJTL,X,O,X,X,O,X,X,O,X,X
SOIZJLT,O,O,X,X,O,X,X,O,X,X
SOLTIJZ,O,O,O,O,X,X,X,X,X,X
SOLTIZJ,O,O,O,O,X,X,X,O,X,X
SOLTJIZ,O,O,O,O,X,X,X,X,X,X
SOLTJZI,O,O,O,O,X,X,X,X,X,X
SOLTZIJ,O,O,X,O,X,X,X,O,O,X
SOLTZJI,O,O,X,O,X,X,X,O,O,X
SOLITJZ,O,O,O,O,X,X,X,X,X,X
SOLITZJ,O,O,O,O,X,X,X,O,X,X
SOLIJTZ,X,O,X,O,X,X,X,X,X,X
SOLIJZT,X,O,X,O,O,X,O,X,X,X
SOLIZTJ,O,O,O,O,X,X,X,X,X,X
SOLIZJT,O,O,X,O,X,X,O,O,X,X
SOLJTIZ,X,O,O,O,X,X,X,X,X,X
SOLJTZI,X,O,O,O,X,X,X,X,X,X
SOLJITZ,X,O,O,O,X,X,X,X,X,X
SOLJIZT,X,O,O,O,O,X,O,X,X,X
SOLJZTI,X,O,O,O,O,X,O,X,X,X
SOLJZIT,X,O,O,O,O,X,O,X,X,X
SOLZTIJ,O,O,O,O,X,X,O,O,O,X
SOLZTJI,O,O,O,O,O,X,O,O,O,X
SOLZITJ,O,O,O,O,X,X,X,X,O,X
SOLZIJT,O,O,X,O,X,X,O,O,O,X
SOLZJTI,X,O,O,O,O,X,O,X,O,X
SOLZJIT,O,O,O,O,O,X,O,O,O,X
SOJTILZ,X,X,O,O,X,X,X,X,X,X
SOJTIZL,X,X,O,X,O,X,X,O,X,X
SOJTLIZ,X,X,O,O,X,X,X,X,X,X
SOJTLZI,X,X,O,O,X,X,X,X,X,X
SOJTZIL,X,X,O,X,O,X,X,O,X,X
SOJTZLI,X,X,O,X,O,X,X,O,X,X
SOJITLZ,X,X,O,O,X,X,X,X,X,X
SOJITZL,X,X,O,X,O,X,X,O,X,X
SOJILTZ,X,X,O,O,X,X,X,X,X,X
SOJILZT,X,X,O,O,O,X,X,X,X,X
SOJIZTL,X,X,O,X,O,X,X,O,X,X
SOJIZLT,X,X,O,X,O,X,X,O,X,X
SOJLTIZ,X,X,O,O,X,X,X,X,X,X
SOJLTZI,X,X,O,O,X,X,X,X,X,X
SOJLITZ,X,X,O,O,X,X,X,X,X,X
SOJLIZT,X,X,O,O,O,X,X,X,X,X
SOJLZTI,X,X,O,O,O,X,X,X,X,X
SOJLZIT,X,X,O,O,O,X,X,X,X,X
SOJZTIL,X,X,O,X,O,X,X,O,X,X
SOJZTLI,X,X,O,X,O,X,X,O,X,X
SOJZITL,X,X,O,X,O,X,X,O,X,X
SOJZILT,X,X,O,X,O,X,X,O,X,X
SOJZLTI,X,X,O,X,O,X,X,X,X,X
SOJZLIT,X,X,O,X,O,X,X,O,X,X
SOZTILJ,O,O,X,X,X,X,O,O,X,X
SOZTIJL,O,O,O,X,O,X,X,O,X,X
SOZTLIJ,O,O,X,X,X,X,O,O,O,X
SOZTLJI,O,O,X,X,O,X,O,O,O,X
SOZTJIL,O,O,O,X,O,X,X,O,X,X
SOZTJLI,O,O,O,X,O,X,X,O,X,X
SOZITLJ,O,O,X,X,X,X,X,O,X,X
SOZITJL,O,O,O,X,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,O,O,X,X
SOZIJTL,X,O,X,X,O,X,X,O,X,X
SOZIJLT,O,O,X,X,O,X,X,O,X,X
SOZLTIJ,O,O,X,X,X,X,O,O,O,X
SOZLTJI,O,O,X,X,O,X,O,O,O,X
SOZLITJ,O,O,X,X,X,X,X,X,O,X
SOZLIJT,O,O,X,X,X,X,O,O,O,X
SOZLJTI,X,O,X,X,O,X,O,X,O,X
SOZLJIT,O,O,X,X,O,X,O,O,O,X
SOZJTIL,X,O,O,X,O,X,X,O,X,X
SOZJTLI,X,O,O,X,O,X,X,O,X,X
SOZJITL,X,O,O,X,O,X,X,O,X,X
SOZJILT,O,O,O,X,O,X,X,O,X,X
SOZJLTI,X,O,O,X,O,X,X,X,X,X
SOZJLIT,O,O,O,X,O,X,X,O,X,X
ZTILJSO,O,O,X,O,X,O,X,O,X,X
ZTILJOS,X,O,X,X,X,O,X,X,X,X
ZTILSJO,O,O,X,O,X,X,X,O,X,X
ZTILSOJ,O,O,X,X,X,X,X,X,X,X
ZTILOJS,O,O,X,X,X,X,X,X,O,X
ZTILOSJ,O,O,X,X,X,X,X,X,O,X
ZTIJLSO,O,O,X,O,X,O,X,O,X,X
ZTIJLOS,X,O,X,X,X,O,X,X,X,X
ZTIJSLO,O,O,X,X,X,O,X,O,X,X
ZTIJSOL,O,O,X,X,X,X,X,O,X,X
ZTIJOLS,O,X,X,X,X,O,X,X,X,X
ZTIJOSL,O,X,X,X,X,X,X,O,X,X
ZTISLJO,O,O,X,X,X,X,X,O,X,X
ZTISLOJ,O,O,X,X,X,X,X,X,X,X
ZTISJLO,O,O,X,X,X,X,X,O,X,X
ZTISJOL,O,O,X,X,X,X,X,O,X,X
ZTISOLJ,O,O,X,X,X,X,X,X,X,X
ZTISOJL,O,O,X,X,X,X,X,O,X,X
ZTIOLJS,O,X,X,O,X,X,X,X,X,X
ZTIOLSJ,O,X,X,O,X,X,X,X,X,X
ZTIOJLS,O,X,X,O,X,X,X,X,X,X
ZTIOJSL,O,X,X,X,X,X,X,O,X,X
ZTIOSLJ,O,X,X,X,X,X,X,O,X,X
ZTIOSJL,O,X,X,X,X,X,X,O,X,X
ZTLIJSO,O,O,O,O,X,O,X,O,X,X
ZTLIJOS,X,O,O,X,X,O,X,X,X,X
ZTLISJO,O,O,O,O,X,X,X,O,X,X
ZTLISOJ,O,O,O,X,X,X,X,X,X,X
ZTLIOJS,O,O,X,X,X,X,X,X,O,X
ZTLIOSJ,O,O,O,X,X,X,X,X,O,X
ZTLJISO,O,O,O,O,X,O,O,O,X,X
ZTLJIOS,X,O,O,X,X,O,X,X,X,X
ZTLJSIO,O,O,O,O,X,O,O,O,X,X
ZTLJSOI,O,O,O,X,X,X,O,X,X,X
ZTLJOIS,X,O,O,X,X,O,X,X,O,X
ZTLJOSI,X,O,O,X,X,X,X,X,O,X
ZTLSIJO,O,O,O,O,X,X,O,O,X,X
ZTLSIOJ,O,O,O,X,X,X,O,X,O,X
ZTLSJIO,O,O,O,O,X,O,O,O,X,X
ZTLSJOI,O,O,O,X,X,X,O,X,O,X
ZTLSOIJ,O,O,O,X,X,X,O,X,O,X
ZTLSOJI,O,O,O,X,X,X,O,X,O,X
ZTLOIJS,O,O,X,X,X,X,X,X,O,X
ZTLOISJ,O,O,O,X,X,X,X,X,O,X
ZTLOJIS,O,O,O,X,X,O,X,X,O,X
ZTLOJSI,O,O,O,X,X,X,X,X,O,X
ZTLOSIJ,O,O,O,X,X,X,X,X,O,X
ZTLOSJI,O,O,O,X,X,X,X,X,O,X
ZTJILSO,O,O,X,O,X,O,X,O,X,X
ZTJILOS,X,O,X,X,X,O,X,X,X,X
ZTJISLO,O,O,X,X,X,O,X,O,X,X
ZTJISOL,O,O,X,X,X,X,X,O,X,X
ZTJIOLS,O,X,X,X,X,O,X,X,X,X
ZTJIOSL,O,X,X,X,X,X,X,O,X,X
ZTJLISO,O,O,O,O,X,O,X,O,X,X
ZTJLIOS,X,O,O,X,X,O,X,X,X,X
ZTJLSIO,O,O,O,O,X,O,X,O,X,X
ZTJLSOI,O,O,O,X,X,X,X,X,X,X
ZTJLOIS,X,O,O,X,X,O,X,X,O,X
ZTJLOSI,X,O,O,X,X,X,X,X,O,X
ZTJSILO,O,O,O,X,X,O,X,O,X,X
ZTJSIOL,O,O,O,X,O,X,X,O,X,X
ZTJSLIO,O,O,X,X,X,O,X,O,X,X
ZTJSLOI,O,O,X,X,O,X,X,X,X,X
ZTJSOIL,O,O,O,X,O,X,X,O,X,X
ZTJSOLI,O,O,X,X,O,X,X,X,X,X
ZTJOILS,O,X,O,X,X,O,X,X,X,X
ZTJOISL,O,X,O,X,X,X,X,O,X,X
ZTJOLIS,O,O,O,X,X,O,X,X,X,X
ZTJOLSI,O,O,O,X,X,X,X,X,X,X
ZTJOSIL,O,O,O,X,X,X,X,O,X,X
ZTJOSLI,O,O,X,X,X,X,X,X,X,X
ZTSILJO,O,O,O,X,X,X,O,O,X,X
ZTSILOJ,O,O,O,X,X,X,O,X,O,X
ZTSIJLO,O,O,O,X,X,X,O,O,X,X
ZTSIJOL,O,O,O,X,O,X,X,O,X,X
ZTSIOLJ,O,O,X,X,X,X,O,X,X,X
ZTSIOJL,O,O,O,X,O,X,X,O,X,X
ZTSLIJO,O,O,X,X,X,X,O,O,X,X
ZTSLIOJ,O,O,X,X,X,X,O,X,O,X
ZTSLJIO,O,O,X,X,X,O,O,O,X,X
ZTSLJOI,O,O,X,X,O,X,O,X,O,X
ZTSLOIJ,O,O,X,X,X,X,O,X,O,X
ZTSLOJI,O,O,X,X,O,X,O,X,O,X
ZTSJILO,O,O,O,X,X,O,O,O,X,X
ZTSJIOL,O,O,O,X,O,X,X,O,X,X
ZTSJLIO,O,O,X,X,X,O,O,O,X,X
ZTSJLOI,O,O,X,X,O,X,O,X,O,X
ZTSJOIL,O,O,O,X,O,X,X,O,X,X
ZTSJOLI,O,O,X,X,O,X,X,X,X,X
ZTSOILJ,O,O,X,X,X,X,O,X,X,X
ZTSOIJL,O,O,X,X,O,X,X,O,X,X
ZTSOLIJ,O,O,X,X,X,X,O,X,O,X
ZTSOLJI,O,O,X,X,O,X,O,X,O,X
ZTSOJIL,O,O,X,X,O,X,X,O,X,X
ZTSOJLI,O,O,X,X,O,X,X,X,X,X
ZTOILJS,O,X,X,O,X,X,X,X,X,X
ZTOILSJ,O,X,X,O,X,X,X,X,X,X
ZTOIJLS,O,X,X,O,X,X,X,X,X,X
ZTOIJSL,O,X,X,X,X,X,X,O,X,X
ZTOISLJ,O,X,X,X,X,X,X,O,X,X
ZTOISJL,O,X,X,X,X,X,X,O,X,X
ZTOLIJS,O,O,X,O,X,X,X,X,O,X
ZTOLISJ,O,O,X,O,X,X,X,X,O,X
ZTOLJIS,O,O,X,O,X,O,X,X,O,X
ZTOLJSI,O,O,X,O,X,X,X,X,O,X
ZTOLSIJ,O,O,X,O,X,X,X,X,O,X
ZTOLSJI,O,O,X,O,X,X,X,X,O,X
ZTOJILS,O,X,X,O,X,O,X,X,X,X
ZTOJISL,O,X,X,X,O,X,X,O,X,X
ZTOJLIS,O,O,X,O,X,O,X,X,X,X
ZTOJLSI,O,O,X,O,X,X,X,X,X,X
ZTOJSIL,O,O,X,X,O,X,X,O,X,X
ZTOJSLI,O,O,X,X,O,X,X,X,X,X
ZTOSILJ,O,O,X,X,X,X,X,O,X,X
ZTOSIJL,O,O,X,X,O,X,X,O,X,X
ZTOSLIJ,O,O,X,X,X,X,X,O,X,X
ZTOSLJI,O,O,X,X,O,X,X,O,X,X
ZTOSJIL,O,O,X,X,O,X,X,O,X,X
ZTOSJLI,O,O,X,X,O,X,X,O,X,X
ZITLJSO,O,O,X,O,X,O,X,O,X,X
ZITLJOS,X,O,X,X,X,O,X,X,X,X
ZITLSJO,O,O,X,O,X,X,X,O,X,X
ZITLSOJ,O,O,X,X,X,X,X,X,X,X
ZITLOJS,O,O,X,X,X,X,X,X,O,X
ZITLOSJ,O,O,X,X,X,X,X,X,O,X
ZITJLSO,O,O,X,O,X,O,X,O,X,X
ZITJLOS,X,O,X,X,X,O,X,X,X,X
ZITJSLO,O,O,X,X,X,O,X,O,X,X
ZITJSOL,O,O,X,X,X,X,X,O,X,O
ZITJOLS,O,X,X,X,X,O,X,X,X,X
ZITJOSL,O,X,X,X,X,X,X,O,X,O
ZITSLJO,O,O,X,X,X,X,X,O,X,X
ZITSLOJ,O,O,X,X,X,X,X,X,X,X
ZITSJLO,O,O,X,X,X,X,X,O,X,X
ZITSJOL,O,O,X,X,X,X,X,O,X,X
ZITSOLJ,O,O,X,X,X,X,X,X,X,X
ZITSOJL,O,O,X,X,X,X,X,O,X,X
ZITOLJS,O,X,X,O,X,X,X,X,X,X
ZITOLSJ,O,X,X,O,X,X,X,X,X,X
ZITOJLS,O,X,X,O,X,X,X,X,X,X
ZITOJSL,O,X,X,X,X,X,X,O,X,O
ZITOSLJ,O,X,X,X,X,X,X,O,X,X
ZITOSJL,O,X,X,X,X,X,X,O,X,X
ZILTJSO,O,X,X,O,X,O,X,X,X,X
ZILTJOS,X,X,X,X,X,O,X,X,X,X
ZILTSJO,O,X,X,O,X,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X,X,X,X,X
ZILTOJS,O,X,X,X,X,X,X,X,O,X
ZILTOSJ,O,X,X,X,X,X,X,X,O,X
ZILJTSO,X,X,X,O,X,O,X,X,X,X
ZILJTOS,X,X,X,X,X,O,X,X,X,X
ZILJSTO,O,O,X,O,X,O,X,X,X,X
ZILJSOT,O,O,X,X,X,O,X,X,X,O
ZILJOTS,X,X,X,X,X,O,X,X,X,X
ZILJOST,X,O,X,X,X,O,X,X,X,O
ZILSTJO,O,O,X,O,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X,O,X
ZILSJTO,O,O,X,O,X,X,X,X,X,X
ZILSJOT,O,O,X,X,X,X,X,X,X,X
ZILSOTJ,O,O,X,X,X,X,X,X,O,X
ZILSOJT,O,O,X,X,X,X,X,X,O,X
ZILOTJS,X,X,X,X,X,X,X,X,O,X
ZILOTSJ,X,X,X,X,X,X,X,X,O,X
ZILOJTS,X,X,X,X,X,X,X,X,O,X
ZILOJST,X,O,X,X,X,X,X,X,O,O
ZILOSTJ,X,O,X,X,X,X,X,X,O,X
ZILOSJT,X,O,X,X,X,X,X,X,O,X
ZIJTLSO,O,O,X,O,X,O,X,X,X,X
ZIJTLOS,X,O,X,X,X,O,X,X,X,X
ZIJTSLO,O,O,X,X,X,O,X,X,X,X
ZIJTSOL,O,O,X,X,X,X,X,X,X,O
ZIJTOLS,O,X,X,X,X,O,X,X,X,X
ZIJTOSL,O,X,X,X,X,X,X,X,X,O
ZIJLTSO,X,X,X,O,X,O,X,X,X,X
ZIJLTOS,X,X,X,X,X,O,X,X,X,X
ZIJLSTO,O,O,X,O,X,O,X,X,X,X
ZIJLSOT,O,O,X,X,X,O,X,X,X,O
ZIJLOTS,X,X,X,X,X,O,X,X,X,X
ZIJLOST,X,O,X,X,X,O,X,X,X,O
ZIJSTLO,O,O,X,X,X,X,X,X,X,X
ZIJSTOL,O,O,X,X,O,X,X,X,X,O
ZIJSLTO,O,O,X,X,X,O,X,X,X,X
ZIJSLOT,O,O,X,X,X,O,X,X,X,O
ZIJSOTL,X,O,X,X,X,X,X,X,X,O
ZIJSOLT,O,O,X,X,X,X,X,X,X,O
ZIJOTLS,X,X,X,O,X,X,X,X,X,X
ZIJOTSL,X,X,X,X,X,X,X,X,X,O
ZIJOLTS,X,X,X,O,X,O,X,X,X,X
ZIJOLST,X,X,X,O,X,O,X,X,X,O
ZIJOSTL,X,X,X,X,X,X,X,X,X,O
ZIJOSLT,O,X,X,X,X,X,X,X,X,O
ZISTLJO,O,O,X,X,X,X,X,X,X,X
ZISTLOJ,O,O,X,X,X,X,X,X,O,X
ZISTJLO,O,O,X,X,X,X,X,X,X,X
ZISTJOL,O,O,X,X,O,X,X,X,X,X
ZISTOLJ,O,O,X,X,X,X,X,X,X,X
ZISTOJL,O,O,X,X,O,X,X,X,X,X
ZISLTJO,O,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,O,X,X,X,X,X,X,O,X
ZISLJTO,O,O,X,X,X,X,X,X,X,X
ZISLJOT,O,O,X,X,X,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,X,X,X,O,X
ZISLOJT,O,O,X,X,X,X,X,X,O,X
ZISJTLO,O,O,X,X,X,X,X,X,X,X
ZISJTOL,O,O,X,X,O,X,X,X,X,O
ZISJLTO,O,O,X,X,X,X,X,X,X,X
ZISJLOT,O,O,X,X,X,X,X,X,X,O
ZISJOTL,X,O,X,X,X,X,X,X,X,O
ZISJOLT,O,O,X,X,X,X,X,X,X,O
ZISOTLJ,O,O,X,X,X,X,X,X,X,X
ZISOTJL,O,O,X,X,O,X,X,X,X,X
ZISOLTJ,O,O,X,X,X,X,X,X,X,X
ZISOLJT,O,O,X,X,X,X,X,X,X,X
