sequence,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBigB0?kBFmB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFzbBFdBcmBx?kB3kByuB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFxbBXdBOpB8?pBFmBiqB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeT6IvhFygBFdBcmBx?kBXlB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFzbBFdBcmBx?kBmpB3pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBckBigBF?mBzpBOpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jei6IvhFFdBRgBcmB3?gBOpBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jex7IvhFXdBTfBigBF?mB0kB2uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFZkBUgBamBl?fBGhBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Jez6IvhFXdBamBFlB0?pBZkBGrB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je+/IvhFKgBXdBUhBZ?kBFmBzpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2AJvhFXdBTfBxlBF?mBipB0pB,v115@7gB8GeC8FeD8CeA8AeE8CeG8Je2/IvhFXdBUhBxkBa?qBFmBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBclBO?mBikB1uB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBlgBc?mBaqBTpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeX9IvhFTfBxlBOmBi?pBcqBlpB,v115@7gB8GeC8FeD8CeA8AeE8CeG8JeO/IvhFXdBRgBcmBF?lBTpBiqB
ZOTSLJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOTSJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOTSJLI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOITLJS,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOITJLS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOITSLJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOILTJS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOILJTS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOILJST,X,O,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
ZOILSTJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOILSJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZOIJTLS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOIJLTS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOIJSTL,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOIJSLT,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOISTLJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOISLTJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOISLJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZOISJTL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOISJLT,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOLTIJS,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOLTISJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOLTJIS,X,O,X,O,O,O,O,X,X,O,O,X,X,X,X,X,X
ZOLTJSI,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
ZOLTSIJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLTSJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOLITJS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLIJTS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOLIJST,X,O,X,O,O,X,X,X,O,X,O,X,O,X,O,X,X
ZOLISTJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOLISJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
ZOLJTIS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJTSI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJITS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJIST,X,O,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZOLJSTI,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLJSIT,X,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X
ZOLSTIJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOLSTJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOLSITJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLSIJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
ZOLSJTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOLSJIT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
ZOJTILS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJTISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJTLIS,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTLSI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJTSIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJTSLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJITSL,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJILTS,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOJISTL,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJISLT,X,X,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOJLTIS,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLTSI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLITS,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLIST,X,O,X,O,O,X,O,X,O,X,O,X,X,X,O,X,X
ZOJLSTI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJLSIT,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
ZOJSTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOJSTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJSITL,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOJSILT,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOJSLTI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOJSLIT,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
ZOSTILJ,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X
ZOSTIJL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O
ZOSTLIJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOSTJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSTJLI,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOSITLJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOSILJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
ZOSIJTL,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X
ZOSIJLT,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X
ZOSLTIJ,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOSLITJ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLIJT,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O,X,X
ZOSLJTI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOSLJIT,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
ZOSJTIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
ZOSJTLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOSJITL,X,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
ZOSJILT,X,X,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
ZOSJLTI,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSJLIT,X,X,O,X,X,X,O,X,O,X,O,X,X,X,O,X,X
OTILJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTILJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTILSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTILSZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTILZJS,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OTILZSJ,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTIJLZS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OTIJSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTIJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OTIJZLS,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OTIJZSL,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O
OTISLJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTISLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTISJLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OTISJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OTISZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OTISZJL,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O
OTIZLJS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X
OTIZLSJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X
OTIZJLS,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OTIZJSL,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,O
OTIZSLJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X
OTIZSJL,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OTLIJSZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O
OTLIJZS,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTLISJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O
OTLISZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTLIZJS,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OTLIZSJ,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTLJISZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTLJIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTLJSZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTLJZIS,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTLJZSI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTLSIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O
OTLSIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTLSJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTLSJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTLSZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTLZIJS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTLZISJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTLZJIS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTLZJSI,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTLZSIJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
OTJILZS,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X
OTJISLZ,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O
OTJISZL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJIZLS,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OTJIZSL,X,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,O
OTJLISZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTJLIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTJLSZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJLZIS,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJLZSI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJSILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
OTJSIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTJSLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTJSLZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTJSZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTJSZLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJZILS,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OTJZLIS,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJZSIL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OTJZSLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSILJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
OTSILZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTSIJLZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
OTSIJZL,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OTSIZLJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTSIZJL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OTSLIJZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,O
OTSLIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTSLJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTSLJZI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTSLZIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLZJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSJILZ,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O
OTSJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OTSJLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
OTSJLZI,O,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
OTSJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTSJZLI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTSZILJ,X,X,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OTSZIJL,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OTSZLIJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSZLJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTSZJIL,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTSZJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X
OTZILSJ,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OTZIJLS,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OTZIJSL,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,O
OTZISLJ,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OTZISJL,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,O
OTZLIJS,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OTZLJIS,X,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OTZLJSI,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZLSIJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZJILS,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTZJISL,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O
OTZJLIS,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X
OTZJLSI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZJSIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OTZJSLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,X,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X
OTZSIJL,X,X,O,X,O,X,X,X,X,X,X,X,O,O,X,X,O
OTZSLIJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSLJI,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O
OTZSJLI,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OITLJZS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OITLSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OITLSZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OITLZJS,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
OITLZSJ,X,X,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
OITJLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OITJLZS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
OITJSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OITJSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OITJZLS,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
OITJZSL,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O
OITSLJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OITSLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OITSJLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OITSJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OITSZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OITSZJL,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O
OITZLJS,X,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X
OITZLSJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X
OITZJLS,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
OITZJSL,X,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,O
OITZSLJ,X,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X
OITZSJL,X,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,O
OILTJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILTJZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTSJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILTSZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILJTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILJSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILJSZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OILJZTS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
OILJZST,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OILSTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILSTZJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OILSJZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OILSZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILSZJT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OILZTJS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OILZJTS,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
OILZJST,X,X,X,O,X,X,X,X,O,X,O,O,O,X,O,O,X
OILZSTJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
OILZSJT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OIJTLSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJTLZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJTSZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJTZLS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJTZSL,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
OIJLTSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJLTZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJLSZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OIJLZTS,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
OIJLZST,X,X,X,X,X,X,O,X,O,X,O,O,O,X,O,X,X
OIJSTLZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJSTZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OIJSLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OIJSLZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OIJSZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJSZLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OIJZTLS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZTSL,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OIJZLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OIJZLST,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
OIJZSTL,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
OIJZSLT,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X
OISTLJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OISTLZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OISTJLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O
OISTJZL,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O
OISTZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
OISTZJL,X,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O
OISLTJZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,O,X
OISLTZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OISLJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X
OISLJZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OISLZTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OISLZJT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,X
OISJTLZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISJTZL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OISJLTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OISJLZT,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,X,X
OISJZTL,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OISJZLT,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
OISZTLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
