sequence,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehB3dBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Jei6IvhFRdBckB?mgBTiB3gBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFqfBTbB?ehBUdB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?3dBzfBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFVgBahB?RdBTiB3kBcqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFufBahB?3dBTgBUiBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFSgBehB?UdBzfB3iBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbB3dB?zgBUiBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8Je2/IvhFRbBUdB?zgB3iBikBFqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFRdB8lB?TiB3kBFlBiqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeaBJvhFRdBOkB?XgBTiBcqBlpB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFzbB3dB?ukBUiBllBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeO/IvhFlbBRdB?8lBTiB3kBaqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeZ/IvhFlbBaiB?uiB8lBzkBfqB,v115@8gA8EeA8BeB8EeA8BeB8DeH8AeG8JeK/IvhFfgBlbB?RdB8lBTiBmpB
ZSOIJLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSOLTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOLTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOLITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZSOLIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZSOLJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZSOLJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZSOJTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOJTLI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOJITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZSOJILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZSOJLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZSOJLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOTILJS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOTILSJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZOTIJLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOTIJSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOTISLJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOTISJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOTLIJS,X,O,O,X,O,X,X,O,O,X,O,X,X,O,X
ZOTLISJ,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOTLJIS,X,O,O,X,O,X,X,O,O,X,O,X,X,O,X
ZOTLJSI,X,O,O,X,O,X,X,O,O,X,O,X,X,X,X
ZOTLSIJ,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOTLSJI,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOTJILS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOTJISL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOTJLIS,X,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZOTJLSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZOTJSIL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOTJSLI,X,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZOTSILJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOTSIJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOTSLIJ,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOTSLJI,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOTSJIL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOTSJLI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOITLJS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X
ZOITLSJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZOITJLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOITJSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOITSLJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOITSJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOILTJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZOILTSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOILJTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOILJST,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOILSTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOILSJT,X,O,X,X,O,X,X,X,O,O,O,X,O,O,X
ZOIJTLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOIJTSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOIJLTS,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZOIJLST,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZOIJSTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOIJSLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOISTLJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOISTJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOISLTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOISLJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
ZOISJTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOISJLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOLTIJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZOLTISJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZOLTJIS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZOLTJSI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
ZOLTSIJ,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZOLTSJI,X,O,X,X,O,X,X,X,O,X,O,X,O,X,X
ZOLITJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
ZOLITSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOLIJTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOLIJST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZOLISTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOLISJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZOLJTIS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOLJTSI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOLJITS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOLJIST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZOLJSTI,X,O,X,X,O,X,X,O,O,X,O,X,X,X,O
ZOLJSIT,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
ZOLSTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOLSTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOLSITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOLSIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZOLSJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZOLSJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZOJTILS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOJTISL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOJTLIS,X,O,O,X,O,X,O,X,O,X,O,X,X,O,O
ZOJTLSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZOJTSIL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOJTSLI,X,O,O,X,O,X,X,X,X,X,O,X,O,X,X
ZOJITLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
ZOJITSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOJILTS,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZOJILST,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
ZOJISTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOJISLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOJLTIS,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
ZOJLTSI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
ZOJLITS,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZOJLIST,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
ZOJLSTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
ZOJLSIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
ZOJSTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOJSTLI,X,X,O,X,O,X,X,X,X,O,O,X,O,X,X
ZOJSITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOJSILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOJSLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZOJSLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOSTILJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSTIJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSTLIJ,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOSTLJI,X,O,X,X,O,X,X,O,O,X,O,X,O,X,X
ZOSTJIL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSTJLI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSITLJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSITJL,X,O,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSILTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSILJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,X
ZOSIJTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSIJLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOSLTIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSLTJI,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSLITJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
ZOSLIJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZOSLJTI,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X
ZOSLJIT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
ZOSJTIL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSJTLI,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSJITL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
ZOSJILT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
ZOSJLTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
ZOSJLIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
OTILJSZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTILJZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
OTILSJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTILSZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTILZJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTILZSJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OTIJLSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTIJLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OTIJSLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTIJSZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTIJZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OTIJZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
OTISLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTISLZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OTISJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTISJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTISZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OTISZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTIZLJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
OTIZLSJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
OTIZJLS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
OTIZJSL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OTIZSLJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
OTIZSJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OTLIJSZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLIJZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
OTLISJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLISZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTLIZJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTLIZSJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OTLJISZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLJIZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
OTLJSIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLJSZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
OTLJZIS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
OTLJZSI,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X
OTLSIJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLSIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTLSJIZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OTLSJZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTLSZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTLZIJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTLZISJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OTLZJIS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTLZJSI,O,O,O,X,O,O,X,O,O,X,O,X,X,X,X
OTLZSIJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OTLZSJI,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OTJILSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OTJILZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OTJISLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTJISZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJIZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OTJIZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
OTJLISZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
OTJLIZS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
OTJLSIZ,O,X,O,O,X,O,X,O,O,X,X,O,X,X,O
OTJLSZI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O
OTJLZIS,O,O,O,X,X,O,O,O,O,X,O,X,X,O,O
OTJLZSI,O,O,O,X,X,O,X,O,O,X,O,X,X,X,O
OTJSILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTJSIZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSLIZ,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X
OTJSLZI,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X
OTJSZIL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OTJSZLI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJZILS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OTJZISL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
OTJZLIS,O,O,O,X,X,O,O,X,O,X,O,X,X,O,O
OTJZLSI,O,O,O,X,X,O,X,X,O,X,O,X,X,X,O
OTJZSIL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
OTJZSLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OTSILJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OTSILZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OTSIJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTSIJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSIZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSLIJZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTSLIZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,X,O,X,O,O,X,X,O,X,X,X
OTSLJZI,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTSLZJI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OTSJILZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OTSJIZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSJLIZ,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X
OTSJLZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OTSJZIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSJZLI,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OTSZILJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OTSZIJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSZLIJ,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
OTSZLJI,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
OTSZJIL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OTSZJLI,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
OTZILJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
OTZILSJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
OTZIJLS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
OTZIJSL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OTZISLJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
OTZISJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OTZLIJS,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTZLISJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
OTZLJIS,X,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OTZLJSI,X,O,O,X,O,O,X,O,O,X,O,X,X,X,X
OTZLSIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
OTZLSJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
OTZJILS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
OTZJISL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OTZJLIS,X,O,O,X,O,O,O,X,O,X,O,X,X,O,O
OTZJLSI,X,O,O,X,O,O,X,X,O,X,O,X,X,X,O
OTZJSIL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OTZJSLI,X,O,O,X,O,O,X,X,X,X,O,X,O,X,X
OTZSILJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
OTZSIJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OTZSLIJ,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
OTZSLJI,X,O,X,X,O,O,X,O,O,X,O,X,O,X,X
OTZSJIL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OTZSJLI,X,O,X,X,O,O,X,X,X,O,O,X,O,X,X
OITLJSZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OITLJZS,O,O,O,X,X,O,X,O,O,X,O,X,X,O,X
OITLSJZ,O,X,O,X,X,O,X,O,O,X,X,O,X,X,X
OITLSZJ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
OITLZJS,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X
OITLZSJ,O,O,X,X,O,O,X,O,O,X,O,X,X,X,X
OITJLSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
OITJLZS,O,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OITJSLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OITJSZL,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
OITJZLS,X,O,O,X,X,O,O,X,X,X,O,X,X,O,O
OITJZSL,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X
OITSLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OITSLZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OITSJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OITSJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OITSZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OITSZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OITZLJS,X,O,O,X,O,O,X,X,O,X,O,X,X,O,X
OITZLSJ,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X
OITZJLS,X,O,O,X,O,O,O,X,X,X,O,X,X,O,O
OITZJSL,X,O,X,X,O,O,X,X,X,X,O,O,O,X,X
OITZSLJ,X,O,X,X,O,O,X,X,X,X,O,X,O,X,X
OITZSJL,X,O,X,X,O,O,X,X,X,O,O,O,O,X,X
OILTJSZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OILTJZS,X,O,X,X,X,O,X,X,O,X,O,X,X,O,X
OILTSJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OILTSZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILTZJS,X,O,X,X,O,O,X,X,O,X,O,X,X,O,X
OILTZSJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OILJTZS,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O
OILJSTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
OILJSZT,X,X,X,X,O,X,X,O,O,X,O,X,X,O,O
OILJZTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
OILJZST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
OILSTJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OILSTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILSJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSJZT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
OILSZTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
OILSZJT,X,X,X,X,O,X,X,O,O,O,O,X,O,O,X
OILZTJS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,X
OILZTSJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OILZJTS,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
OILZJST,X,O,X,X,O,X,X,O,O,X,O,X,X,O,O
OILZSTJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OILZSJT,X,O,X,X,O,X,X,O,O,O,O,X,O,O,X
OIJTLSZ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
OIJTLZS,O,O,O,X,X,X,O,X,X,X,O,X,X,O,O
OIJTSLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJTSZL,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJTZLS,X,O,O,X,X,X,O,X,X,X,O,X,X,O,O
OIJTZSL,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
OIJLTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OIJLTZS,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
OIJLSTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OIJLSZT,X,X,X,O,O,X,X,X,X,X,O,X,X,O,O
OIJLZTS,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
OIJLZST,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
OIJSTLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OIJSTZL,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
OIJSLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OIJSLZT,X,X,X,O,O,X,X,X,X,O,O,X,O,O,O
OIJSZTL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
OIJSZLT,X,O,X,X,X,X,X,X,X,O,O,X,O,O,O
OIJZTLS,X,O,O,X,O,X,O,X,X,X,O,X,X,O,O
OIJZTSL,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
OIJZLTS,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
OIJZLST,X,O,X,X,O,X,O,X,X,X,O,X,X,O,O
OIJZSTL,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
OIJZSLT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
OISTLJZ,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X
OISTLZJ,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
OISTJLZ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
OISTJZL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OISTZLJ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
OISTZJL,X,O,X,X,X,O,X,X,X,O,X,O,O,X,X
OISLTJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
OISLTZJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OISLJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OISLJZT,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X
OISLZTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
OISLZJT,X,X,X,X,O,X,X,O,X,O,O,X,O,O,X
OISJTLZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
OISJTZL,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
OISJLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
OISJLZT,X,X,X,O,O,X,X,X,X,O,O,X,O,O,O
OISJZTL,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X
