sequence,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBOkBlgBSoBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFTeBflBlgBWoBCl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFCbBlgBGjBXjBzk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTeBKkBflBlgBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFXeBlgBSoBmkBTk?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFFbBTeBqkB3gBWo?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFTfBlgBGjBXjByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFOkBlgBUjBzkBft?B6tB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFflBlgBunBcoBCl?BTtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhF6jBukB3gBziBFl?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeT6IvhF1gBGjBXjBxkByp?BUtB,v115@3gD8GeB8GeC8FeD8BeI8LeZ/IvhFufB1gB6jBXlBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF6jBlfB3gB2pBzn?BUtB,v115@3gD8GeB8GeC8FeD8BeI8Le1/IvhF0bBCjBxkBXoB2p?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBWoBikB0kBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFKkBflBlgBunBco?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhF0fBlgBCjB2pBXo?BTtB,v115@3gD8GeB8GeC8FeD8BeI8Lex6IvhFlgBUjBmkBftBTk?B6tB
JZISLOT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZISOTL,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JZISOLT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZIOTLS,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JZIOTSL,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JZIOLTS,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZIOSTL,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JZIOSLT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,O,X
JZLTIOS,O,X,O,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X
JZLTSIO,O,O,O,O,O,O,X,X,O,X,X,X,O,X,O,O,O,X
JZLTSOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X
JZLTOIS,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JZLTOSI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JZLITSO,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
JZLITOS,O,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
JZLISTO,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
JZLISOT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLIOTS,X,X,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JZLIOST,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
JZLSTOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X
JZLSITO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
JZLSIOT,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
JZLSOTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X
JZLSOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOTSI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZLOIST,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
JZLOSIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
JZSTIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
JZSTLIO,O,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X
JZSTLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
JZSTOIL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
JZSTOLI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
JZSITLO,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
JZSITOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
JZSILTO,O,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
JZSILOT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X
JZSIOTL,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JZSIOLT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
JZSLTOI,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O,O,O
JZSLITO,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X
JZSLIOT,O,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
JZSLOTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X
JZSLOIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSOTIL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
JZSOTLI,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O
JZSOITL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZSOILT,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZSOLTI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
JZSOLIT,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOTILS,O,X,O,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
JZOTLIS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
JZOTSLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
JZOITLS,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JZOITSL,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JZOILTS,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
JZOILST,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOISTL,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOLTIS,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLTSI,O,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLITS,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JZOLIST,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
JZOLSIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
JZOSTLI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
JZOSITL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JZOSLTI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
JZOSLIT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X
JOTILZS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOTIZLS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOTLISZ,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
JOTLIZS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOTLSIZ,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
JOTLSZI,O,X,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
JOTLZIS,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
JOTLZSI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
JOTSILZ,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
JOTSLZI,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
JOTSZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
JOTSZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
JOTZILS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
JOTZLIS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZLSI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
JOTZSLI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
JOITLSZ,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOILTSZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
JOILSZT,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOILZST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISTLZ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOISTZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
JOISLTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISLZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOISZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOIZTSL,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZLST,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOIZSTL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOIZSLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
JOLTIZS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
JOLTSZI,O,X,X,O,O,O,O,O,X,X,X,O,O,X,O,X,X,X
JOLTZIS,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
JOLTZSI,O,X,X,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X
JOLITSZ,O,X,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLITZS,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOLISTZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLISZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLIZTS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLIZST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
JOLSTZI,O,X,X,O,O,O,O,O,X,X,X,O,O,X,X,O,X,X
JOLSITZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOLSIZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLSZTI,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X
JOLSZIT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOLZTIS,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
JOLZITS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZIST,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSTI,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLZSIT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSTILZ,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
JOSTLZI,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
JOSTZIL,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
JOSTZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
JOSITLZ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSILZT,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSIZTL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X
JOSLTZI,O,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X,O,X
JOSLITZ,O,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSLIZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSLZTI,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
JOSLZIT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
JOSZTLI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O,O
JOSZITL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOSZLTI,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOSZLIT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTISL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
JOZTLIS,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTLSI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
JOZTSLI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
JOZITLS,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZITSL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZILTS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZILST,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JOZISLT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTSI,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLIST,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
JOZLSIT,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X
JOZSTLI,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X
JOZSITL,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
JOZSLIT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STILJZO,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X
STILJOZ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
STILZJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STILZOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIJLZO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X
STIJLOZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X
STIJZOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
STIJOLZ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
STIJOZL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STIZLOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STIZJLO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
STIZOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STIOLZJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
STIOZJL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X
STLIJOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
STLIZJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
STLIOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
STLJIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
STLJZIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
STLJZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
STLJOIZ,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STLJOZI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
STLZIJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
STLZJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STLZOIJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
STLOIZJ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
STLOJZI,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,O,X
STLOZIJ,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
STJILZO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STJILOZ,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STJIZOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
STJIOLZ,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
STJIOZL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
STJLIOZ,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
STJLZIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
STJLZOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
STJLOIZ,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
STJLOZI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
STJZILO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STJZIOL,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
STJZLIO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
STJZLOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STJZOIL,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
STJZOLI,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,O
STJOILZ,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STJOIZL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
STJOLZI,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
STJOZIL,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
STJOZLI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
STZILJO,O,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STZILOJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
STZIJLO,X,O,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
STZIJOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
STZIOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
STZIOJL,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STZLIOJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
STZLJOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZLOIJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STZJIOL,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
STZJLIO,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
STZJOIL,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
STZJOLI,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,O
STZOILJ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STZOIJL,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
STZOJLI,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,O
STOILJZ,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
STOILZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIJLZ,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
