sequence,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFUbBFcBXdBWlBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeT6IvhF0bBxcBykB3hBWr?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex7IvhFXdBOkBlgB0fBTm?BCqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufB3bBFdB6mB8p?BzqB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBXdBlgB8pBTr?BCrB,v115@7gB8GeC8FeD8FeE8AeH8JeO/IvhF0bBxcBzfBCmB3m?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeK/IvhFzaBfhBxcBumB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jey/IvhFfhBxcBumBTfB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex6IvhFXdBTfBmgB6mB0l?BlpB,v115@7gB8GeC8FeD8FeE8AeH8Jex8IvhFTfBlgB3hB8pBip?BWwB,v115@7gB8GeC8FeD8FeE8AeH8Jem7IvhFxfB3hBTfB0lBCn?BlpB,v115@7gB8GeC8FeD8FeE8AeH8JeZ/IvhFufBlgB3hB8pBzq?BCsB
STIOZJL,X,X,O,O,O,O,X,X,O,O,X,X
STLIJZO,O,O,O,X,X,O,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,O,O,X,O,X,X,X,X,X,X
STLIZOJ,X,O,X,O,X,O,X,X,X,O,X,X
STLIOJZ,O,O,O,X,X,O,X,X,X,X,X,X
STLIOZJ,O,O,X,O,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,X,O,O,X,X,X,X,X
STLJZOI,O,O,O,O,X,X,O,X,X,X,X,X
STLJOIZ,O,O,O,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,O,X,X,O,X,X,X,X,X
STLZIJO,O,O,O,O,X,O,O,X,X,X,O,O
STLZIOJ,X,O,X,O,X,O,O,X,X,O,X,X
STLZJIO,O,O,O,O,X,O,O,X,X,X,O,O
STLZJOI,O,O,O,O,X,X,O,X,O,X,X,X
STLZOIJ,X,O,X,O,X,O,O,X,O,O,X,X
STLZOJI,X,O,X,O,X,O,O,X,O,O,X,X
STLOIJZ,O,O,O,X,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,O,X,O,X,X,O,X,X,X
STLOJIZ,O,O,O,X,X,O,X,X,X,X,X,X
STLOJZI,O,O,O,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,X,O,X,O,O,X,O,X,X,X
STLOZJI,O,O,X,O,X,O,O,X,O,X,X,X
STJILZO,O,O,X,X,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X,X,O,X,X
STJIOLZ,O,O,X,X,X,O,X,X,X,X,X,X
STJIOZL,X,O,X,X,X,O,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,O,O,X,X,X,X,X
STJLZOI,O,O,O,X,X,X,O,X,X,X,X,X
STJLOIZ,O,O,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,X,X,X,O,X,X,X,X,X
STJZILO,X,O,X,X,X,X,O,O,X,X,O,O
STJZIOL,X,O,X,X,X,X,O,O,O,O,O,O
STJZLIO,X,O,X,X,X,X,O,O,X,X,O,O
STJZLOI,X,O,X,X,X,X,O,O,O,X,X,X
STJZOIL,X,O,X,X,X,X,O,O,O,O,O,O
STJZOLI,X,O,X,X,X,X,O,O,O,O,X,X
STJOILZ,O,O,O,X,X,O,X,X,X,X,X,X
STJOIZL,X,O,O,X,X,O,X,X,O,X,X,X
STJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,X,X,X
STJOZIL,X,O,O,X,X,O,X,X,O,X,X,X
STJOZLI,X,O,O,X,X,O,X,X,O,X,X,X
STZILJO,O,O,X,O,O,X,O,O,X,X,O,O
STZILOJ,X,O,X,O,X,X,O,X,X,O,X,X
STZIJLO,X,O,X,O,O,X,O,O,X,X,O,O
STZIJOL,X,O,X,O,O,X,O,O,O,O,O,O
STZIOLJ,O,O,X,O,O,X,O,X,O,O,X,X
STZIOJL,X,X,X,O,O,X,X,X,O,O,O,O
STZLIJO,O,O,X,O,O,X,O,O,X,X,O,O
STZLIOJ,X,O,X,O,X,X,O,X,X,O,X,X
STZLJIO,O,O,X,O,O,X,O,O,X,X,O,O
STZLJOI,O,O,X,O,X,X,O,O,O,X,X,X
STZLOIJ,X,O,X,O,X,X,O,X,O,O,X,X
STZLOJI,X,O,X,O,X,X,O,O,O,O,X,X
STZJILO,X,O,X,O,O,X,O,O,X,X,O,O
STZJIOL,X,O,X,O,O,X,O,O,O,O,O,O
STZJLIO,X,O,X,O,O,X,O,O,X,X,O,O
STZJLOI,X,O,X,O,X,X,O,O,O,X,X,X
STZJOIL,X,O,X,O,O,X,O,O,O,O,O,O
STZJOLI,X,O,X,O,O,X,O,O,O,O,X,X
STZOILJ,O,O,X,O,O,X,O,X,O,O,X,X
STZOIJL,X,X,X,O,O,X,X,X,O,O,O,O
STZOLIJ,O,O,X,O,O,X,O,X,O,O,X,X
STZOLJI,O,O,X,O,O,X,O,O,O,O,X,X
STZOJIL,X,X,X,O,O,X,O,O,O,O,O,O
STZOJLI,X,X,X,O,O,X,O,O,O,O,X,X
STOILJZ,O,O,O,X,X,O,X,X,X,X,X,X
STOILZJ,O,O,O,X,X,O,X,X,O,X,X,X
STOIJLZ,O,X,O,X,X,O,X,X,X,X,X,X
STOIJZL,X,X,O,X,X,O,X,X,O,X,X,X
STOIZLJ,O,O,X,O,O,X,X,X,O,O,X,X
STOIZJL,X,X,O,O,O,O,X,X,O,O,X,X
STOLIJZ,O,O,O,X,X,O,X,X,X,X,X,X
STOLIZJ,O,O,O,X,X,O,X,X,O,X,X,X
STOLJIZ,O,O,O,X,X,O,X,X,X,X,X,X
STOLJZI,O,O,O,X,X,O,X,X,X,X,X,X
STOLZIJ,O,O,O,O,O,O,X,X,O,X,X,X
STOLZJI,O,O,O,O,O,O,X,X,O,X,X,X
STOJILZ,O,O,O,X,X,O,X,X,X,X,X,X
STOJIZL,X,O,O,X,X,O,X,X,O,X,X,X
STOJLIZ,O,O,O,X,X,O,X,X,X,X,X,X
STOJLZI,O,O,O,X,X,O,X,X,X,X,X,X
STOJZIL,X,O,O,O,O,O,X,X,O,X,X,X
STOJZLI,X,O,O,O,O,O,X,X,O,X,X,X
STOZILJ,O,O,X,O,O,X,X,X,O,O,X,X
STOZIJL,X,X,O,O,O,O,X,X,O,O,O,O
STOZLIJ,O,O,X,O,O,O,X,X,O,O,X,X
STOZLJI,O,O,X,O,O,O,X,X,O,O,X,X
STOZJIL,X,X,O,O,O,O,X,X,O,O,O,O
STOZJLI,X,X,O,O,O,O,X,X,O,O,X,X
SITLJZO,O,O,O,X,X,O,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,O,O,X,O,X,X,X,X,X,X
SITLZOJ,X,O,X,O,X,O,X,X,X,O,X,X
SITLOJZ,O,O,O,X,X,O,X,X,X,X,X,X
SITLOZJ,O,O,X,O,X,O,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,O,X,X
SITJOLZ,O,O,X,X,X,O,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,X,X,X,X,O,O
SITZLOJ,X,O,X,O,X,X,X,X,X,O,X,X
SITZJLO,X,O,X,O,O,X,X,X,X,X,O,O
SITZJOL,X,O,X,O,O,X,X,X,O,O,O,O
SITZOLJ,O,O,X,O,O,X,X,X,O,O,X,X
SITZOJL,X,X,X,O,O,X,X,X,O,O,O,O
SITOLJZ,O,O,O,X,X,O,X,X,X,X,X,X
SITOLZJ,O,O,O,X,X,O,X,X,O,X,X,X
SITOJLZ,O,X,O,X,X,O,X,X,X,X,X,X
SITOJZL,X,X,O,X,X,O,X,X,O,X,X,X
SITOZLJ,O,O,X,O,O,X,X,X,O,O,X,X
SITOZJL,X,X,O,O,O,O,X,X,O,O,X,X
SILTJZO,O,O,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,O,O,X,O,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,O,X,X,X,O,X,X
SILTOJZ,O,O,O,X,X,O,X,X,X,X,X,X
SILTOZJ,O,O,X,O,X,O,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,X,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,O,O,O,X,X,X,X,X,O
SILZTOJ,X,O,X,O,X,O,X,X,X,O,X,X
SILZJTO,O,O,X,O,O,X,X,X,X,X,X,O
SILZJOT,O,X,X,O,O,X,X,X,X,X,X,X
SILZOTJ,X,X,X,O,O,X,X,X,X,O,X,X
SILZOJT,X,X,X,O,O,X,X,X,X,X,X,X
SILOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SILOJTZ,O,X,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,O,O,O,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,O,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SIJLOZT,O,X,X,X,X,X,X,X,X,X,X,X
SIJZTLO,X,O,X,X,O,X,X,X,X,X,O,O
SIJZTOL,X,O,X,X,O,X,X,X,X,O,O,O
SIJZLTO,X,O,X,X,O,X,X,X,X,X,O,O
SIJZLOT,X,X,X,X,O,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,O,X,X,X,X,O,O,O
SIJZOLT,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,O,X,X,X,X,X,O,O
SIZTLOJ,X,O,X,O,X,X,X,X,X,O,X,X
SIZTJLO,X,O,X,O,O,X,X,X,X,X,O,O
SIZTJOL,X,O,X,O,O,X,X,X,O,O,O,O
SIZTOLJ,O,O,X,O,O,X,X,X,O,O,X,X
SIZTOJL,X,X,X,O,O,X,X,X,O,O,O,O
SIZLTJO,O,O,O,O,O,X,X,X,X,X,X,O
SIZLTOJ,X,O,X,O,X,X,X,X,X,O,X,X
SIZLJTO,O,O,X,O,O,X,X,X,X,X,O,O
SIZLJOT,O,X,X,O,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,O,X,X,X,X,O,X,X
SIZLOJT,X,X,X,O,O,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,O,X,X,X,X,X,O,O
SIZJTOL,X,O,X,O,O,X,X,X,O,O,O,O
SIZJLTO,X,O,X,O,O,X,X,X,X,X,O,O
SIZJLOT,X,X,X,O,O,X,X,X,X,X,X,X
SIZJOTL,X,O,X,O,O,X,X,X,X,O,O,O
SIZJOLT,X,X,X,O,O,X,X,X,X,X,X,X
SIZOTLJ,O,O,X,O,O,X,X,X,X,O,X,X
SIZOTJL,X,X,O,O,O,X,X,X,X,O,X,O
SIZOLTJ,O,X,O,O,O,X,X,X,X,O,X,X
SIZOLJT,O,X,X,O,O,X,X,X,X,X,X,X
SIZOJTL,X,O,X,O,O,X,X,X,X,O,O,O
SIZOJLT,X,X,X,O,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,O,O,X,X,X,X,O,X,X
SIOTZJL,X,X,O,O,O,X,X,X,X,O,X,X
SIOLTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,O,O,X,X,X,X,X,X,X
SIOLZJT,O,X,X,O,O,X,X,X,X,X,X,X
SIOJTLZ,O,O,O,X,X,X,X,X,X,X,X,X
SIOJTZL,X,O,O,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,O,X,X,X,X,X,X,X,X,X,X,X
SIOJZTL,X,O,X,X,O,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,O,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,O,O,X,X,X,X,O,X,X
SIOZTJL,X,X,O,O,O,X,X,X,X,O,X,O
SIOZLTJ,O,X,O,O,O,X,X,X,X,O,X,X
SIOZLJT,O,X,X,O,O,X,X,X,X,X,X,X
SIOZJTL,X,O,X,O,O,X,X,X,X,O,X,O
SIOZJLT,X,X,X,O,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLTIZJO,O,O,O,O,X,O,X,X,X,X,X,X
SLTIZOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLTIOJZ,O,O,O,X,X,O,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,O,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,O,X,X,X,X,X,X
SLTJIOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,X,O,X,X,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,O,O,X,X,X,X,X,X,X,X,X
SLTJOZI,O,O,O,O,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,O,X,O,X,X,X,X,O,O
SLTZIOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLTZJIO,O,O,O,O,X,O,X,X,X,X,O,O
SLTZJOI,O,O,O,O,X,X,X,X,O,X,X,X
SLTZOIJ,X,O,X,O,X,O,X,X,O,O,X,X
SLTZOJI,X,O,X,O,X,O,X,X,O,O,X,X
SLTOIJZ,O,O,O,X,X,O,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,O,X,X,O,X,X,X
SLTOJIZ,O,O,O,X,X,O,X,X,X,X,X,X
SLTOJZI,O,O,O,O,X,O,X,X,X,X,X,X
SLTOZIJ,O,O,X,O,X,O,X,X,O,X,X,X
SLTOZJI,O,O,X,O,X,O,X,X,O,X,X,X
SLITJZO,O,O,O,X,X,O,X,X,X,X,X,X
SLITJOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLITZJO,O,O,O,O,X,O,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLITOJZ,O,O,O,X,X,O,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,O,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,O,O,X,X,X,X,X,O
SLIZTOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLIZJTO,O,O,X,O,O,X,X,X,X,X,X,O
SLIZJOT,O,X,X,O,O,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,O,O,X,X,X,X,O,X,X
SLIZOJT,X,X,X,O,O,X,X,X,X,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,O,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,O,O,X,X,X,X,X,X,X
SLIOZJT,O,X,X,O,O,X,X,X,X,X,X,X
SLJTIZO,O,O,O,X,X,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,O,X,X,X,X,X,X,X,X
SLJTZOI,O,O,O,O,X,X,X,X,X,X,X,X
SLJTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
SLJTOZI,O,O,O,O,X,X,X,X,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X,X,X,X,X
SLJIZOT,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SLJIOZT,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X,X,X,X,O,X
SLJZTOI,O,O,O,O,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,O,X,X,X,X,X,X,O,X
SLJZIOT,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOTI,O,X,X,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,X,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
SLJOTZI,O,X,O,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,X,X,X,X,X
SLJOZTI,O,X,O,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,X,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,O,O,O,O,X,X,X,X,O,O
SLZTIOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLZTJIO,O,O,O,O,O,O,X,X,X,X,O,O
SLZTJOI,O,O,O,O,X,X,X,X,O,X,X,X
SLZTOIJ,X,O,X,O,X,O,X,X,O,O,X,X
SLZTOJI,X,O,X,O,X,O,X,X,O,O,X,X
SLZITJO,O,O,O,O,O,O,X,X,X,X,X,O
SLZITOJ,X,O,X,O,X,O,X,X,X,O,X,X
SLZIJTO,O,O,X,O,O,X,X,X,X,X,O,O
SLZIJOT,O,X,X,O,O,X,X,X,X,X,X,X
SLZIOTJ,X,X,X,O,O,X,X,X,X,O,X,X
SLZIOJT,X,X,X,O,O,X,X,X,X,X,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X,X,O,O
SLZJTOI,O,O,O,O,X,X,X,X,O,X,X,X
SLZJITO,O,O,X,O,O,X,X,X,X,X,O,O
SLZJIOT,O,X,X,O,O,X,X,X,X,X,X,X
SLZJOTI,O,X,X,O,O,X,X,X,X,X,X,X
SLZJOIT,O,X,X,O,O,X,X,X,X,X,X,X
SLZOTIJ,X,X,X,O,O,X,X,X,X,O,X,X
SLZOTJI,X,X,X,O,O,X,X,X,X,O,X,X
SLZOITJ,X,X,X,O,O,X,X,X,X,O,X,X
SLZOIJT,X,X,X,O,O,X,X,X,X,X,X,X
SLZOJTI,X,X,X,O,O,X,X,X,X,X,X,X
SLZOJIT,X,X,X,O,O,X,X,X,X,X,X,X
SLOTIJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOTIZJ,O,X,O,O,X,X,X,X,X,X,X,X
SLOTJIZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOTJZI,O,X,O,O,X,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,O,O,X,X,X,X,X,X,X
SLOTZJI,O,X,O,O,O,X,X,X,X,X,X,X
SLOITJZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOITZJ,O,X,O,O,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,O,O,O,X,X,X,X,X,X,X
SLOIZJT,O,X,X,O,O,X,X,X,X,X,X,X
SLOJTIZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOJTZI,O,X,O,O,X,X,X,X,X,X,X,X
SLOJITZ,O,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X,X
SLOJZTI,O,X,O,O,X,X,X,X,X,X,X,X
SLOJZIT,O,X,X,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,X,O,O,O,X,X,X,X,X,X,X
SLOZTJI,O,X,O,O,O,X,X,X,X,X,X,X
SLOZITJ,O,X,O,O,O,X,X,X,X,X,X,X
SLOZIJT,O,X,X,O,O,X,X,X,X,X,X,X
SLOZJTI,O,X,O,O,O,X,X,X,X,X,X,X
SLOZJIT,O,X,X,O,O,X,X,X,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X,X,X,X,X
SJTILOZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,X,X,O,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,X,O,X,X,X,X,X,X,X,X,X,X
SJTLIZO,O,O,O,X,X,X,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,X,O,X,X,X,X,X
SJTLZOI,O,O,O,X,X,X,O,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,X,X,X,O,X,X,X,X,X
SJTZILO,X,O,X,X,X,X,O,O,X,X,O,O
SJTZIOL,X,O,X,X,X,X,O,O,O,O,O,O
SJTZLIO,X,O,X,X,X,X,O,O,X,X,O,O
SJTZLOI,X,O,X,X,X,X,O,O,O,X,X,X
SJTZOIL,X,O,X,X,X,X,O,O,O,O,O,O
SJTZOLI,X,O,X,X,X,X,O,O,O,O,X,X
SJTOILZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X,X,O,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X,X,X,X,X,X
SJTOZIL,X,O,O,X,X,X,X,X,O,X,X,X
SJTOZLI,X,O,O,X,X,X,X,X,O,X,X,X
SJITLZO,O,O,X,X,X,X,X,X,X,X,X,X
SJITLOZ,O,O,X,X,X,X,X,X,X,X,X,X
SJITZLO,X,O,X,X,X,X,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X,X,O,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,X,O,X,X,X,X,X,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJILZTO,O,O,X,X,X,X,X,X,X,X,X,X
SJILZOT,O,X,X,X,X,X,X,X,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SJILOZT,O,X,X,X,X,X,X,X,X,X,X,X
SJIZTLO,X,O,X,X,O,X,X,X,X,X,O,O
SJIZTOL,X,O,X,X,O,X,X,X,X,O,O,O
SJIZLTO,X,O,X,X,O,X,X,X,X,X,O,O
SJIZLOT,X,X,X,X,O,X,X,X,X,X,X,X
SJIZOTL,X,O,X,X,O,X,X,X,X,O,O,O
SJIZOLT,X,X,X,X,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,O,X,X,X,X,X,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X,X,X,X,X,X
SJIOLTZ,O,X,O,X,X,X,X,X,X,X,X,X
SJIOLZT,O,X,X,X,X,X,X,X,X,X,X,X
SJIOZTL,X,O,X,X,O,X,X,X,X,X,X,X
SJIOZLT,X,X,X,X,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,X,X,X,X,X,X,X,X,X
SJLTIOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJLTZIO,O,O,O,X,X,X,X,X,X,X,X,X
SJLTZOI,O,O,O,X,X,X,X,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,X,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X,X,X,X,X,X
SJLITZO,O,O,O,X,X,X,X,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X,X,X,X,X
SJLIZOT,O,X,X,X,X,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,X,X,X,X,X,X,X,X,X
SJLIOZT,O,X,X,X,X,X,X,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,X,X,X,O,X
SJLZTOI,O,O,O,X,X,X,X,X,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X,X,X,O,X
SJLZIOT,O,X,X,X,X,X,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X,X,X,X
SJLZOIT,O,X,X,X,X,X,X,X,X,X,X,X
SJLOTIZ,O,X,O,X,X,X,X,X,X,X,X,X
SJLOTZI,O,X,O,X,X,X,X,X,X,X,X,X
SJLOITZ,O,X,O,X,X,X,X,X,X,X,X,X
SJLOIZT,O,X,X,X,X,X,X,X,X,X,X,X
SJLOZTI,O,X,O,X,X,X,X,X,X,X,X,X
SJLOZIT,O,X,X,X,X,X,X,X,X,X,X,X
SJZTILO,X,O,X,X,O,X,O,O,X,X,O,O
SJZTIOL,X,O,X,X,O,X,O,O,O,O,O,O
SJZTLIO,X,O,X,X,O,X,O,O,X,X,O,O
SJZTLOI,X,O,X,X,X,X,O,O,O,X,X,X
SJZTOIL,X,O,X,X,O,X,O,O,O,O,O,O
SJZTOLI,X,O,X,X,O,X,O,O,O,O,X,X
SJZITLO,X,O,X,X,O,X,O,O,X,X,O,O
SJZITOL,X,O,X,X,O,X,O,O,O,O,O,O
SJZILTO,X,O,X,X,O,X,O,O,X,X,O,O
SJZILOT,X,X,X,X,O,X,X,O,X,X,X,X
