sequence,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFCdBTfB2lB8mB3q?BdrB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgB8gB5hBOiBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jem6IvhFCdBTfB9lBZmB8m?B3qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFfgBxcBtlBmhBcr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXcBOiBTfBCrBNq?BcrB,v115@7gB8GeC8GeF8CeF8CeE8Jei6IvhFWhBxcB3fB8mBdr?BTqB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhFxcB8lBzhBXrBOq?BCqB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBigB0hB+q?BNrB,v115@7gB8GeC8GeF8CeF8CeE8Jex6IvhFXdBTfBCrBOqBdr?B0rB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBZmBzhBGlBCn?BUqB,v115@7gB8GeC8GeF8CeF8CeE8JeT6IvhF0bBXdBykBZmBtm?B+qB,v115@7gB8GeC8GeF8CeF8CeE8JeK/IvhFxcB9lBmhBTmBfq?B0qB,v115@7gB8GeC8GeF8CeF8CeE8JeN/IvhF3bBCdBZmB8mBzf?B+qB
JZSTOLI,O,X,X,X,X,O,X,X,X,X,X,X,X
JZSITLO,X,X,X,O,X,O,X,X,X,X,X,X,O
JZSITOL,X,X,X,X,X,X,X,X,X,X,X,X,O
JZSILTO,X,X,X,O,X,O,X,X,X,X,X,X,O
JZSILOT,O,X,X,X,X,O,X,X,X,X,O,X,O
JZSIOTL,O,X,X,X,X,X,X,X,X,X,X,X,O
JZSIOLT,O,X,X,X,X,O,X,X,X,X,X,X,O
JZSLTIO,X,X,X,O,X,O,X,X,X,X,X,X,O
JZSLTOI,O,X,X,O,X,O,X,X,X,X,O,X,X
JZSLITO,X,X,X,O,X,O,X,X,X,X,X,X,O
JZSLIOT,O,X,X,X,X,O,X,X,X,X,O,X,O
JZSLOTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JZSLOIT,O,X,X,X,X,O,X,O,X,X,O,X,X
JZSOTIL,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOTLI,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,X,X,X,X,X
JZSOILT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSOLTI,O,X,X,X,X,X,X,O,X,X,O,X,X
JZSOLIT,O,X,X,X,X,O,X,O,X,X,O,X,X
JZOTILS,X,X,O,O,X,X,X,O,X,X,X,X,O
JZOTISL,O,X,O,X,X,X,X,O,X,O,X,X,O
JZOTLIS,X,X,O,O,X,X,X,O,X,X,X,X,O
JZOTLSI,O,X,O,O,X,X,X,O,X,X,X,X,X
JZOTSIL,O,X,O,X,X,X,X,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JZOITLS,X,X,O,O,X,X,X,O,X,X,X,X,O
JZOITSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JZOILTS,X,X,O,O,O,X,X,X,X,X,X,X,O
JZOILST,O,X,X,X,X,X,X,O,X,X,X,X,O
JZOISTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JZOISLT,O,X,X,X,X,O,X,O,X,X,X,X,O
JZOLTIS,X,X,O,O,O,X,X,X,X,X,X,X,O
JZOLTSI,O,X,O,O,O,X,X,X,X,X,O,X,X
JZOLITS,X,X,O,O,O,X,X,X,X,X,X,X,O
JZOLIST,O,X,X,X,X,X,X,O,X,X,O,X,O
JZOLSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
JZOLSIT,O,X,X,X,X,X,X,O,X,X,O,X,X
JZOSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,X,X,X,X,X
JZOSILT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,O,X,X,O,X,X
JZOSLIT,O,X,X,X,X,O,X,O,X,X,O,X,X
JOTILSZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JOTILZS,X,O,O,X,O,X,X,O,X,X,X,O,X
JOTISLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOTISZL,X,X,O,X,X,X,O,O,X,O,X,X,O
JOTIZLS,X,O,O,X,X,X,X,O,X,X,X,O,O
JOTIZSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOTLISZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JOTLIZS,X,O,O,X,O,X,X,O,X,X,X,O,X
JOTLSIZ,X,O,X,X,O,X,X,O,X,X,X,O,X
JOTLSZI,X,O,X,X,O,X,X,O,X,X,X,O,X
JOTLZIS,X,O,O,X,O,X,X,O,X,X,X,O,X
JOTLZSI,X,O,O,X,O,X,X,O,X,X,X,O,X
JOTSILZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOTSIZL,X,X,O,X,X,X,O,O,X,O,X,X,X
JOTSLIZ,X,X,X,X,X,X,X,O,X,X,X,O,X
JOTSLZI,X,X,X,X,X,X,X,O,X,X,X,O,X
JOTSZIL,X,X,O,X,X,X,O,O,X,X,X,X,X
JOTSZLI,X,X,O,X,X,X,O,O,X,X,X,X,X
JOTZILS,X,O,O,X,X,X,X,O,X,X,X,O,O
JOTZISL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOTZLIS,X,O,O,X,X,X,X,O,X,X,X,O,O
JOTZLSI,O,O,O,X,X,X,X,O,X,X,X,O,X
JOTZSIL,O,X,O,X,X,X,X,O,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JOITLSZ,X,O,X,X,O,X,X,O,X,O,X,O,X
JOITLZS,X,O,O,X,O,X,X,O,X,X,X,O,X
JOITSLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOITSZL,X,X,O,X,X,X,O,O,X,O,X,X,O
JOITZLS,X,O,O,X,X,X,X,O,X,X,X,O,O
JOITZSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOILTSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
JOILTZS,X,O,X,X,O,X,X,O,O,X,X,O,X
JOILSTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
JOILSZT,X,X,X,X,X,X,X,O,X,X,X,X,X
JOILZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
JOILZST,O,X,X,X,X,X,X,O,X,X,X,X,X
JOISTLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOISTZL,O,X,X,X,X,X,O,O,X,O,X,X,O
JOISLTZ,X,X,X,X,O,X,X,O,X,O,X,O,X
JOISLZT,O,X,X,X,X,X,X,O,X,X,X,X,X
JOISZTL,O,X,X,X,X,X,O,X,X,O,X,X,O
JOISZLT,O,X,X,X,X,X,O,O,X,X,X,X,O
JOIZTLS,X,X,O,O,X,X,X,O,X,X,X,O,O
JOIZTSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOIZLTS,X,X,O,O,O,X,X,X,X,X,X,O,O
JOIZLST,O,X,X,X,X,X,X,O,X,X,X,X,O
JOIZSTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JOIZSLT,O,X,X,X,X,X,X,O,X,X,X,X,O
JOLTISZ,X,O,X,X,O,X,X,O,O,O,X,O,X
JOLTIZS,X,O,O,X,O,X,X,O,O,X,X,O,X
JOLTSIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
JOLTSZI,X,O,X,X,O,X,X,O,O,X,O,O,X
JOLTZIS,X,O,O,X,O,X,X,O,O,X,X,O,X
JOLTZSI,X,O,O,X,O,X,X,O,O,X,O,O,X
JOLITSZ,X,O,X,X,O,X,X,O,O,O,X,O,X
JOLITZS,X,O,X,X,O,X,X,O,O,X,X,O,X
JOLISTZ,X,O,X,X,O,X,X,O,O,O,X,O,X
JOLISZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JOLIZTS,X,X,X,O,O,X,X,X,O,X,X,O,X
JOLIZST,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLSTIZ,X,O,X,X,O,X,X,O,O,X,X,O,X
JOLSTZI,X,O,X,X,O,X,X,O,O,X,O,O,X
JOLSITZ,X,O,X,X,O,X,X,O,O,X,X,O,X
JOLSIZT,X,X,X,X,X,X,X,O,X,X,O,X,X
JOLSZTI,X,X,X,X,O,X,X,O,X,X,O,X,X
JOLSZIT,X,X,X,X,X,X,X,O,X,X,O,X,X
JOLZTIS,X,X,O,O,O,X,X,X,O,X,X,O,X
JOLZTSI,O,X,O,O,O,X,X,X,O,X,O,O,X
JOLZITS,X,X,O,O,O,X,X,X,O,X,X,O,X
JOLZIST,O,X,X,X,X,X,X,O,X,X,O,X,X
JOLZSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
JOLZSIT,O,X,X,X,O,X,X,O,X,X,O,X,X
JOSTILZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOSTIZL,O,X,O,X,X,X,O,O,X,O,X,X,X
JOSTLIZ,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSTLZI,X,X,X,X,X,X,X,O,X,X,X,O,X
JOSTZIL,O,X,O,X,X,X,O,O,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X,O,O,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
JOSITZL,O,X,X,X,X,X,O,O,X,O,X,X,X
JOSILTZ,X,X,X,X,O,X,X,O,X,O,X,O,X
JOSILZT,O,X,X,X,X,X,X,O,X,X,X,X,X
JOSIZTL,O,X,X,X,X,X,O,X,X,O,X,X,X
JOSIZLT,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSLTIZ,X,X,X,X,O,X,X,O,O,X,X,O,X
JOSLTZI,X,X,X,X,O,X,X,O,O,X,O,O,X
JOSLITZ,X,X,X,X,O,X,X,O,X,X,X,O,X
JOSLIZT,O,X,X,X,X,X,X,O,X,X,O,X,X
JOSLZTI,O,X,X,X,O,X,X,O,X,X,O,X,X
JOSLZIT,O,X,X,X,X,X,X,O,X,X,O,X,X
JOSZTIL,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSZTLI,O,X,O,X,X,X,O,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,O,X,X,X,X,X,X
JOSZILT,O,X,X,X,X,X,O,O,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,O,O,X,X,O,X,X
JOSZLIT,O,X,X,X,X,X,O,O,X,X,O,X,X
JOZTILS,X,X,O,O,X,X,X,O,X,X,X,O,O
JOZTISL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOZTLIS,X,X,O,O,X,X,X,O,X,X,X,O,O
JOZTLSI,O,X,O,O,X,X,X,O,X,X,X,O,X
JOZTSIL,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,X,X,O,X,X,X,X,X
JOZITLS,X,X,O,O,X,X,X,O,X,X,X,O,O
JOZITSL,O,X,O,X,X,X,X,O,X,O,X,X,O
JOZILTS,X,X,O,O,O,X,X,X,X,X,X,O,O
JOZILST,O,X,X,X,X,X,X,O,X,X,X,X,O
JOZISTL,O,X,X,X,X,X,X,X,X,O,X,X,O
JOZISLT,O,X,X,X,X,X,X,O,X,X,X,X,O
JOZLTIS,X,X,O,O,O,X,X,X,X,X,X,O,O
JOZLTSI,O,X,O,O,O,X,X,X,X,X,O,O,X
JOZLITS,X,X,O,O,O,X,X,X,X,X,X,O,O
JOZLIST,O,X,X,X,X,X,X,O,X,X,O,X,O
JOZLSTI,O,X,O,X,O,X,X,O,X,X,O,X,X
JOZLSIT,O,X,X,X,X,X,X,O,X,X,O,X,X
JOZSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,X,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,X,X,X,X,X,X,O,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,O,X,X,O,X,X
JOZSLIT,O,X,X,X,X,X,X,O,X,X,O,X,X
STILJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STILZOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
STILOJZ,X,O,X,X,X,X,X,X,X,O,X,X,X
STILOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
STIJLZO,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
STIJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X
STIJZOL,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJOLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STIJOZL,X,X,X,X,X,X,O,X,X,O,X,X,X
STIZLJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STIZLOJ,X,O,O,X,X,O,X,X,X,X,X,X,X
STIZJLO,X,O,X,X,X,O,X,X,X,X,X,X,X
STIZJOL,X,X,X,X,X,O,O,X,X,X,X,X,X
STIZOLJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STIZOJL,X,X,O,X,X,O,O,X,X,O,X,X,X
STIOLJZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOLZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
STIOJLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STIOJZL,X,X,O,X,X,X,O,X,X,O,X,X,X
STIOZLJ,X,X,O,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,O,X,X,X,O,X,X,O,X,X,X
STLIJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIZJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIZOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STLIOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
STLJIZO,X,O,X,X,X,X,X,X,X,X,X,X,X
STLJIOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,X,O,X,X,X,O,X,X,X,X,X,X,X
STLJZOI,X,O,X,X,X,O,X,X,O,X,O,X,X
STLJOIZ,X,O,X,X,X,X,X,X,O,X,X,X,X
STLJOZI,X,O,X,X,X,X,X,X,O,X,O,X,X
STLZIJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZIOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZJIO,X,O,X,X,X,O,X,X,X,X,X,X,X
STLZJOI,X,O,X,X,X,O,O,X,O,X,X,X,X
STLZOIJ,X,O,X,X,X,O,O,X,X,X,O,X,X
STLZOJI,X,O,X,X,X,O,O,X,O,X,O,X,X
STLOIJZ,X,O,X,X,X,X,X,O,O,X,X,X,X
STLOIZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
STLOJIZ,X,O,X,X,X,X,X,O,O,X,X,O,X
STLOJZI,X,O,X,X,X,X,X,O,O,X,O,O,X
STLOZIJ,X,O,X,X,X,O,O,X,X,X,O,X,X
STLOZJI,X,O,X,X,X,O,O,X,O,X,O,X,X
STJILZO,X,O,X,X,X,X,X,X,X,X,X,X,O
STJILOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
STJIZLO,X,O,X,X,X,X,X,X,X,X,X,X,O
STJIZOL,X,X,X,X,X,X,X,X,X,O,X,X,O
STJIOLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
STJIOZL,X,X,X,X,X,X,O,X,X,O,X,X,O
STJLIZO,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
STJLZIO,X,O,X,X,X,O,X,X,X,X,X,X,X
STJLZOI,X,O,X,X,X,O,X,X,X,X,O,X,X
STJLOIZ,X,O,X,X,X,X,X,O,X,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,O,X,X,O,X,X
STJZILO,X,O,X,X,X,O,X,X,X,X,X,X,O
STJZIOL,X,X,X,X,X,O,O,X,X,X,X,X,O
STJZLIO,X,O,X,X,X,O,X,X,X,X,X,X,O
STJZLOI,O,O,X,X,X,O,O,X,X,X,O,X,X
STJZOIL,O,X,X,X,X,O,O,X,X,X,X,X,X
STJZOLI,O,X,X,X,X,O,O,X,X,X,X,X,X
STJOILZ,X,X,X,X,X,X,X,O,X,O,X,X,X
STJOIZL,O,X,X,X,X,X,O,X,X,O,X,X,X
STJOLIZ,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOLZI,X,X,X,X,X,X,X,O,X,X,X,X,X
STJOZIL,O,X,X,X,X,X,O,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,O,X,X,X,X,X,X
STZILJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STZILOJ,X,O,O,X,X,O,X,X,X,X,X,X,X
STZIJLO,X,O,X,X,X,O,X,X,X,X,X,X,X
STZIJOL,X,X,X,X,X,O,O,X,X,X,X,X,X
STZIOLJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STZIOJL,X,X,O,X,X,O,O,X,X,X,X,X,X
STZLIJO,X,O,X,X,X,O,X,X,X,X,X,X,X
STZLIOJ,X,O,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,X,O,X,X,X,O,X,X,X,X,X,X,O
STZLJOI,O,O,X,X,X,O,O,X,X,X,X,X,X
STZLOIJ,X,O,O,X,X,O,O,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,O,O,X,X,X,X,X,X
STZJILO,X,O,X,X,X,O,X,X,X,X,X,X,O
STZJIOL,X,X,X,X,X,O,O,X,X,X,X,X,O
STZJLIO,X,O,X,X,X,O,X,X,X,X,X,X,O
STZJLOI,O,O,X,X,X,O,O,X,X,X,X,X,X
STZJOIL,O,X,X,X,X,O,O,X,X,X,X,X,X
STZJOLI,O,X,X,X,X,O,O,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STZOIJL,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOLIJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOJIL,O,X,O,X,X,O,O,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,O,O,X,X,X,X,X,X
STOILJZ,X,X,X,X,X,X,X,O,X,O,X,X,X
STOILZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIJLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
STOIJZL,O,X,O,X,X,X,O,X,X,O,X,X,X
STOIZLJ,X,X,O,X,X,X,O,X,X,X,X,X,X
STOIZJL,O,X,O,X,X,X,O,X,X,O,X,X,X
STOLIJZ,X,X,X,X,X,X,X,O,O,X,X,X,X
STOLIZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLJIZ,X,X,X,X,X,X,X,O,O,X,X,O,X
STOLJZI,X,X,X,X,X,X,X,O,O,X,X,O,X
STOLZIJ,X,X,X,X,X,O,O,X,X,X,X,X,X
STOLZJI,X,X,X,X,X,O,O,X,O,X,X,X,X
STOJILZ,X,X,X,X,X,X,X,O,X,O,X,O,X
STOJIZL,O,X,O,X,X,X,O,X,X,O,X,X,X
STOJLIZ,X,X,X,X,X,X,X,O,X,X,X,O,X
STOJLZI,X,X,X,X,X,X,X,O,X,X,X,O,X
STOJZIL,O,X,O,X,X,X,O,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,X,O,X,X,X,X,X,X
STOZILJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STOZIJL,O,X,O,X,X,O,O,X,X,X,X,X,X
STOZLIJ,X,X,O,X,X,O,O,X,X,X,X,X,X
STOZLJI,O,X,O,X,X,O,O,X,X,X,X,X,X
STOZJIL,O,X,O,X,X,O,O,X,X,X,X,X,X
STOZJLI,O,X,O,X,X,O,O,X,X,X,X,X,X
SITLJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLZOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SITLOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
SITJLZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SITJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJOLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,X,O,X,X,O,X,X,X
SITZLJO,X,O,X,X,X,O,X,X,X,X,X,X,X
SITZLOJ,X,O,O,X,X,O,X,X,X,X,X,X,X
SITZJLO,X,O,X,X,X,O,X,X,X,X,X,X,X
SITZJOL,X,X,X,X,X,O,O,X,X,X,X,X,X
SITZOLJ,X,X,O,X,X,O,O,X,X,X,X,X,X
SITZOJL,X,X,O,X,X,O,O,X,X,O,X,X,X
SITOLJZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOLZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SITOJZL,X,X,O,X,X,X,O,X,X,O,X,X,X
SITOZLJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,O,X,X,X,O,X,X,O,X,X,X
SILTJZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,X,O,O,X,X,X
SILTOZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
SILJTZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SILJZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZTJO,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZTOJ,X,O,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,X,O,X,O,X,O,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,O,X,X
SILOTJZ,X,O,X,X,X,X,X,O,O,O,X,X,X
SILOTZJ,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,O,X,O,X,O,X
SILOJZT,X,X,X,X,X,X,X,O,X,X,O,X,X
SILOZTJ,X,X,X,X,X,X,O,X,X,X,O,X,X
SILOZJT,X,X,X,X,X,X,O,O,X,X,O,X,X
SIJTLZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJTOZL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIJLTZO,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,O,X,X,X
SIJLZTO,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,X,X,X,X,O,X,O,X,X,X
SIJLOZT,X,X,X,X,X,X,X,O,X,X,O,X,X
SIJZTLO,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X,X,X,X,O,X,X,X
SIJZLTO,X,X,X,O,X,O,X,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,O,X,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X,O,X,X,X
SIJZOLT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJOTZL,O,X,X,X,X,X,O,X,X,O,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,O,X,O,X,X,X
SIJOLZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,O,X,X,O,X,X,X
SIJOZLT,O,X,X,X,X,X,O,O,X,X,X,X,X
SIZTLJO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,O,O,X,X,X,X,X,X
SIZTOLJ,X,X,O,X,X,O,O,X,X,X,X,X,X
SIZTOJL,X,X,O,X,X,O,O,X,X,O,X,X,X
SIZLTJO,X,X,X,X,X,O,X,X,X,X,X,X,X
SIZLTOJ,X,X,O,X,X,O,X,X,X,X,X,X,X
SIZLJTO,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZJTLO,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,O,X,X,O,X,X,X
SIZJLTO,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZJOLT,O,X,X,X,X,O,O,X,X,X,X,X,X
SIZOTLJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZOTJL,O,X,O,X,X,X,O,X,X,O,X,X,X
SIZOLTJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,O,O,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,O,X,X,O,X,X,X
SIZOJLT,O,X,X,X,X,O,O,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOTLZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,O,X,O,X,X,X
SIOTJZL,O,X,O,X,X,X,O,X,X,O,X,X,X
SIOTZLJ,X,X,O,X,X,X,O,X,X,X,X,X,X
SIOTZJL,O,X,O,X,X,X,O,X,X,O,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,O,O,O,X,X,X
SIOLTZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,X,O,X,O,X
SIOLJZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,X,X,O,O,X,X,X,X,X
SIOJTLZ,X,X,X,X,X,X,X,O,X,O,X,O,X
SIOJTZL,O,X,X,X,X,X,O,X,X,O,X,X,X
SIOJLTZ,X,X,X,X,X,X,X,O,X,O,X,O,X
SIOJLZT,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,O,X,X,O,X,X,X
