sequence,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFlcBGeB?ymB5nB/oBzrB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFTeBUhB?FiBGoBXnBSxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmcB5jB?1mBziBCsB3sB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jel7IvhFUdBajB?5jBThBGsBXsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFmdB5jB?lmB3nB6rBTsB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Jex7IvhFUhBFiB?XjB6oBTnBWxB,v115@zgB8HeC8GeD8FeE8CeA8AeE8CeB8Je07IvhFzdB5jB?umBihBXsBlsB
ZTSLJIO,O,X,O,X,O,O,X
ZTSLJOI,O,X,O,X,X,O,X
ZTSLOIJ,O,X,O,X,X,O,X
ZTSLOJI,O,X,O,X,X,O,X
ZTSJILO,O,X,X,X,O,O,O
ZTSJIOL,O,O,O,X,O,O,O
ZTSJLIO,O,X,X,X,O,O,X
ZTSJLOI,O,X,X,X,X,O,X
ZTSJOIL,O,O,O,X,O,O,X
ZTSJOLI,O,O,X,X,X,O,X
ZTSOILJ,O,X,O,X,O,O,X
ZTSOIJL,O,X,O,X,O,X,X
ZTSOLIJ,O,X,X,X,X,O,X
ZTSOLJI,O,X,X,X,X,O,X
ZTSOJIL,O,X,O,X,O,X,X
ZTSOJLI,O,X,X,X,X,X,X
ZTOILJS,O,X,O,O,X,X,X
ZTOILSJ,O,X,O,O,X,X,X
ZTOIJLS,X,O,O,O,X,X,X
ZTOIJSL,O,O,O,O,X,X,X
ZTOISLJ,O,X,O,O,O,O,X
ZTOISJL,O,X,O,X,O,X,X
ZTOLIJS,O,X,O,O,X,X,X
ZTOLISJ,O,X,O,O,X,X,X
ZTOLJIS,O,X,O,O,X,X,X
ZTOLJSI,O,X,O,X,X,X,X
ZTOLSIJ,O,X,O,O,X,X,X
ZTOLSJI,O,X,O,X,X,X,X
ZTOJILS,X,O,O,O,X,X,X
ZTOJISL,O,O,O,O,X,X,X
ZTOJLIS,O,O,O,O,X,X,X
ZTOJLSI,O,O,X,O,X,X,X
ZTOJSIL,O,O,O,O,X,X,X
ZTOJSLI,O,O,X,O,X,X,X
ZTOSILJ,O,X,O,O,O,O,X
ZTOSIJL,O,X,O,X,O,X,X
ZTOSLIJ,O,X,X,O,X,O,X
ZTOSLJI,O,X,X,X,X,O,X
ZTOSJIL,O,X,O,X,O,X,X
ZTOSJLI,O,X,X,X,X,X,X
ZITLJSO,O,O,O,O,X,X,X
ZITLJOS,X,O,O,O,X,X,X
ZITLSJO,O,O,O,X,O,O,X
ZITLSOJ,O,X,O,X,O,O,X
ZITLOJS,X,O,O,O,X,X,X
ZITLOSJ,O,X,O,O,X,X,X
ZITJLSO,X,O,O,O,X,O,X
ZITJLOS,X,O,O,O,X,X,X
ZITJSLO,O,X,X,O,O,O,X
ZITJSOL,O,O,O,O,O,O,X
ZITJOLS,X,O,O,O,X,X,X
ZITJOSL,X,O,O,O,X,O,X
ZITSLJO,O,X,O,X,O,O,X
ZITSLOJ,O,X,O,X,O,O,X
ZITSJLO,O,X,X,X,O,O,O
ZITSJOL,O,O,O,X,O,O,O
ZITSOLJ,O,X,O,X,O,O,X
ZITSOJL,O,X,O,X,O,X,X
ZITOLJS,O,X,O,O,X,X,X
ZITOLSJ,O,X,O,O,X,X,X
ZITOJLS,X,O,O,O,X,X,X
ZITOJSL,O,O,O,O,X,X,X
ZITOSLJ,O,X,O,O,O,O,X
ZITOSJL,O,X,O,X,O,X,X
ZILTJSO,O,O,O,O,X,X,X
ZILTJOS,X,O,O,O,X,X,X
ZILTSJO,O,O,O,X,O,O,X
ZILTSOJ,O,X,O,X,O,O,X
ZILTOJS,X,O,O,O,X,X,X
ZILTOSJ,O,X,O,O,X,X,X
ZILJTSO,O,O,O,O,X,O,X
ZILJTOS,X,O,O,O,X,X,X
ZILJSTO,O,O,O,O,X,O,X
ZILJSOT,O,O,X,O,X,X,X
ZILJOTS,X,O,O,O,X,X,X
ZILJOST,X,O,X,O,X,X,X
ZILSTJO,O,O,O,X,O,O,X
ZILSTOJ,O,X,O,X,O,O,X
ZILSJTO,O,O,O,X,X,O,O
ZILSJOT,O,O,X,X,X,X,X
ZILSOTJ,O,X,O,X,X,X,X
ZILSOJT,O,X,X,X,X,X,X
ZILOTJS,O,O,O,O,X,X,X
ZILOTSJ,O,X,O,O,X,X,X
ZILOJTS,O,O,O,O,X,X,X
ZILOJST,O,O,X,X,X,X,X
ZILOSTJ,O,X,O,O,X,X,X
ZILOSJT,O,X,X,X,X,X,X
ZIJTLSO,X,O,O,O,X,O,X
ZIJTLOS,X,O,O,O,X,X,X
ZIJTSLO,O,X,X,O,O,O,X
ZIJTSOL,O,O,O,O,O,O,X
ZIJTOLS,X,O,O,O,X,X,X
ZIJTOSL,X,O,O,O,X,O,X
ZIJLTSO,O,O,O,O,X,O,X
ZIJLTOS,X,O,O,O,X,X,X
ZIJLSTO,O,O,O,O,X,O,X
ZIJLSOT,O,O,X,O,X,X,X
ZIJLOTS,X,O,O,O,X,X,X
ZIJLOST,X,O,X,O,X,X,X
ZIJSTLO,O,X,X,O,O,O,O
ZIJSTOL,O,O,O,O,O,O,O
ZIJSLTO,O,O,O,O,X,O,O
ZIJSLOT,O,O,X,O,X,X,X
ZIJSOTL,O,O,X,O,X,O,O
ZIJSOLT,O,O,X,O,X,X,X
ZIJOTLS,X,O,O,O,X,X,X
ZIJOTSL,O,O,O,O,X,O,X
ZIJOLTS,O,O,O,O,X,X,X
ZIJOLST,O,O,X,O,X,X,X
ZIJOSTL,O,O,X,O,X,O,X
ZIJOSLT,O,O,X,O,X,X,X
ZISTLJO,O,X,O,X,O,O,X
ZISTLOJ,O,X,O,X,O,O,X
ZISTJLO,O,X,X,X,O,O,O
ZISTJOL,O,O,O,X,O,O,O
ZISTOLJ,O,X,O,X,O,O,X
ZISTOJL,O,X,O,X,O,X,X
ZISLTJO,O,O,O,X,O,O,X
ZISLTOJ,O,X,O,X,O,O,X
ZISLJTO,O,O,O,X,X,O,O
ZISLJOT,O,O,X,X,X,X,X
ZISLOTJ,O,X,O,X,X,X,X
ZISLOJT,O,X,X,X,X,X,X
ZISJTLO,O,X,X,X,O,O,O
ZISJTOL,O,O,O,X,O,O,O
ZISJLTO,O,O,O,X,X,O,O
ZISJLOT,O,O,X,X,X,X,X
ZISJOTL,O,O,X,X,X,O,O
ZISJOLT,O,O,X,X,X,X,X
ZISOTLJ,O,X,O,X,O,O,X
ZISOTJL,O,X,O,X,O,X,X
ZISOLTJ,O,X,O,X,X,X,X
ZISOLJT,O,X,X,X,X,X,X
ZISOJTL,O,X,X,X,X,O,O
ZISOJLT,O,X,X,X,X,X,X
ZIOTLJS,O,X,O,O,X,X,X
ZIOTLSJ,O,X,O,O,X,X,X
ZIOTJLS,X,O,O,O,X,X,X
ZIOTJSL,O,O,O,O,X,X,X
ZIOTSLJ,O,X,O,O,O,O,X
ZIOTSJL,O,X,O,X,O,X,X
ZIOLTJS,O,O,O,O,X,X,X
ZIOLTSJ,O,X,O,O,X,X,X
ZIOLJTS,O,O,O,O,X,X,X
ZIOLJST,O,O,X,X,X,X,X
ZIOLSTJ,O,X,O,O,X,X,X
ZIOLSJT,O,X,X,X,X,X,X
ZIOJTLS,X,O,O,O,X,X,X
ZIOJTSL,O,O,O,O,X,O,X
ZIOJLTS,O,O,O,O,X,X,X
ZIOJLST,O,O,X,O,X,X,X
ZIOJSTL,O,O,X,O,X,O,X
ZIOJSLT,O,O,X,O,X,X,X
ZIOSTLJ,O,X,O,O,O,O,X
ZIOSTJL,O,X,O,X,O,X,X
ZIOSLTJ,O,X,O,O,X,X,X
ZIOSLJT,O,X,X,X,X,X,X
ZIOSJTL,O,X,X,X,X,O,O
ZIOSJLT,O,X,X,X,X,X,X
ZLTIJSO,O,O,O,O,X,X,X
ZLTIJOS,X,O,O,O,X,X,X
ZLTISJO,O,O,O,X,O,O,X
ZLTISOJ,O,X,O,X,O,O,X
ZLTIOJS,X,O,O,O,X,X,X
ZLTIOSJ,O,X,O,O,X,X,X
ZLTJISO,O,O,O,O,X,X,X
ZLTJIOS,X,O,O,O,X,X,X
ZLTJSIO,O,O,O,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,X
ZLTJOIS,X,O,O,O,X,X,X
ZLTJOSI,X,O,O,O,X,X,X
ZLTSIJO,O,O,O,X,O,O,X
ZLTSIOJ,O,X,O,X,O,O,X
ZLTSJIO,O,O,O,X,O,O,X
ZLTSJOI,O,O,O,X,X,O,X
ZLTSOIJ,O,X,O,X,X,O,X
ZLTSOJI,O,X,O,X,X,O,X
ZLTOIJS,O,O,O,O,X,X,X
ZLTOISJ,O,X,O,O,X,X,X
ZLTOJIS,O,O,O,O,X,X,X
ZLTOJSI,O,O,O,X,X,X,X
ZLTOSIJ,O,X,O,O,X,X,X
ZLTOSJI,O,X,O,X,X,X,X
ZLITJSO,O,O,O,O,X,X,X
ZLITJOS,X,O,O,O,X,X,X
ZLITSJO,O,O,O,X,O,O,X
ZLITSOJ,O,X,O,X,O,O,X
ZLITOJS,X,O,O,O,X,X,X
ZLITOSJ,O,X,O,O,X,X,X
ZLIJTSO,O,O,O,O,X,O,X
ZLIJTOS,X,O,O,O,X,X,X
ZLIJSTO,O,O,O,O,X,O,X
ZLIJSOT,O,O,X,O,X,X,X
ZLIJOTS,X,O,O,O,X,X,X
ZLIJOST,X,O,X,O,X,X,X
ZLISTJO,O,O,O,X,O,O,X
ZLISTOJ,O,X,O,X,O,O,X
ZLISJTO,O,O,O,X,X,O,O
ZLISJOT,O,O,X,X,X,X,X
ZLISOTJ,O,X,O,X,X,X,X
ZLISOJT,O,X,X,X,X,X,X
ZLIOTJS,O,O,O,O,X,X,X
ZLIOTSJ,O,X,O,O,X,X,X
ZLIOJTS,O,O,O,O,X,X,X
ZLIOJST,O,O,X,X,X,X,X
ZLIOSTJ,O,X,O,O,X,X,X
ZLIOSJT,O,X,X,X,X,X,X
ZLJTISO,O,O,O,O,X,O,X
ZLJTIOS,X,O,O,O,X,X,X
ZLJTSIO,O,O,O,X,X,O,X
ZLJTSOI,O,O,O,X,X,O,X
ZLJTOIS,X,O,O,O,X,X,X
ZLJTOSI,X,O,O,O,X,X,X
ZLJITSO,O,O,O,O,X,O,X
ZLJITOS,X,O,O,O,X,X,X
ZLJISTO,O,O,O,O,X,O,X
ZLJISOT,O,O,X,O,X,X,X
ZLJIOTS,X,O,O,O,X,X,X
ZLJIOST,X,O,X,O,X,X,X
ZLJSTIO,O,O,X,X,X,O,X
ZLJSTOI,O,O,X,X,X,O,X
ZLJSITO,O,O,O,X,X,O,X
ZLJSIOT,O,O,X,X,X,X,X
ZLJSOTI,O,O,X,X,X,X,X
ZLJSOIT,X,O,X,X,X,X,X
ZLJOTIS,X,O,O,O,X,X,X
ZLJOTSI,X,O,O,O,X,X,X
ZLJOITS,X,O,O,O,X,X,X
ZLJOIST,X,O,X,O,X,X,X
ZLJOSTI,X,O,X,O,X,X,X
ZLJOSIT,X,O,X,O,X,X,X
ZLSTIJO,O,O,O,X,O,O,X
ZLSTIOJ,O,X,O,X,O,O,X
ZLSTJIO,O,O,O,X,O,O,X
ZLSTJOI,O,O,O,X,X,O,X
ZLSTOIJ,O,X,O,X,X,O,X
ZLSTOJI,O,X,O,X,X,O,X
ZLSITJO,O,O,O,X,O,O,X
ZLSITOJ,O,X,O,X,O,O,X
ZLSIJTO,O,O,O,X,X,O,O
ZLSIJOT,O,O,X,X,X,X,X
ZLSIOTJ,O,X,O,X,X,X,X
ZLSIOJT,O,X,X,X,X,X,X
ZLSJTIO,O,O,X,X,X,O,X
ZLSJTOI,O,O,X,X,X,O,X
ZLSJITO,O,O,O,X,X,O,O
ZLSJIOT,O,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,X
ZLSJOIT,O,O,X,X,X,X,X
ZLSOTIJ,O,X,O,X,X,X,X
ZLSOTJI,O,X,O,X,X,X,X
ZLSOITJ,O,X,O,X,X,X,X
ZLSOIJT,O,X,X,X,X,X,X
ZLSOJTI,O,X,X,X,X,X,X
ZLSOJIT,O,X,X,X,X,X,X
ZLOTIJS,O,O,O,O,X,X,X
ZLOTISJ,O,X,O,O,X,X,X
ZLOTJIS,O,O,O,O,X,X,X
ZLOTJSI,O,O,O,X,X,X,X
ZLOTSIJ,O,X,O,O,X,X,X
ZLOTSJI,O,X,O,X,X,X,X
ZLOITJS,O,O,O,O,X,X,X
ZLOITSJ,O,X,O,O,X,X,X
ZLOIJTS,O,O,O,O,X,X,X
ZLOIJST,O,O,X,X,X,X,X
ZLOISTJ,O,X,O,O,X,X,X
ZLOISJT,O,X,X,X,X,X,X
ZLOJTIS,O,O,O,O,X,X,X
ZLOJTSI,O,O,O,X,X,X,X
ZLOJITS,O,O,O,O,X,X,X
ZLOJIST,O,O,X,X,X,X,X
ZLOJSTI,O,O,X,X,X,X,X
ZLOJSIT,O,O,X,X,X,X,X
ZLOSTIJ,O,X,O,O,X,X,X
ZLOSTJI,O,X,O,X,X,X,X
ZLOSITJ,O,X,O,O,X,X,X
ZLOSIJT,O,X,X,X,X,X,X
ZLOSJTI,O,X,X,X,X,X,X
ZLOSJIT,O,X,X,X,X,X,X
ZJTILSO,X,O,O,O,X,O,X
ZJTILOS,X,O,O,O,X,X,X
ZJTISLO,O,X,X,O,O,O,X
ZJTISOL,O,O,O,O,O,O,X
ZJTIOLS,X,O,O,O,X,X,X
ZJTIOSL,X,O,O,O,X,O,X
ZJTLISO,O,O,O,O,X,O,X
ZJTLIOS,X,O,O,O,X,X,X
ZJTLSIO,O,O,O,X,X,O,X
ZJTLSOI,O,O,O,X,X,O,X
ZJTLOIS,X,O,O,O,X,X,X
ZJTLOSI,X,O,O,O,X,X,X
ZJTSILO,O,X,X,X,O,O,X
ZJTSIOL,O,O,O,X,O,O,X
ZJTSLIO,O,X,X,X,O,O,X
ZJTSLOI,O,X,X,X,X,O,X
ZJTSOIL,O,O,O,X,O,O,X
ZJTSOLI,O,O,X,X,X,O,X
ZJTOILS,X,O,O,O,X,X,X
ZJTOISL,O,O,O,O,X,O,X
ZJTOLIS,O,O,O,O,X,X,X
ZJTOLSI,O,O,X,O,X,X,X
ZJTOSIL,O,O,O,O,X,O,X
ZJTOSLI,O,O,X,O,X,O,X
ZJITLSO,X,O,O,O,X,O,X
ZJITLOS,X,O,O,O,X,X,X
ZJITSLO,O,X,X,O,O,O,X
ZJITSOL,O,O,O,O,O,O,X
ZJITOLS,X,O,O,O,X,X,X
ZJITOSL,X,O,O,O,X,O,X
ZJILTSO,O,O,O,O,X,O,X
ZJILTOS,X,O,O,O,X,X,X
ZJILSTO,O,O,O,O,X,O,X
ZJILSOT,O,O,X,O,X,X,X
ZJILOTS,X,O,O,O,X,X,X
ZJILOST,X,O,X,O,X,X,X
ZJISTLO,O,X,X,O,O,O,O
ZJISTOL,O,O,O,O,O,O,O
ZJISLTO,O,O,O,O,X,O,O
ZJISLOT,O,O,X,O,X,X,X
ZJISOTL,O,O,X,O,X,O,O
ZJISOLT,O,O,X,O,X,X,X
ZJIOTLS,X,O,O,O,X,X,X
ZJIOTSL,O,O,O,O,X,O,X
ZJIOLTS,O,O,O,O,X,X,X
ZJIOLST,O,O,X,O,X,X,X
ZJIOSTL,O,O,X,O,X,O,X
ZJIOSLT,O,O,X,O,X,X,X
ZJLTISO,O,O,O,O,X,O,X
ZJLTIOS,X,O,O,O,X,X,X
ZJLTSIO,O,O,O,X,X,O,X
ZJLTSOI,O,O,O,X,X,O,X
ZJLTOIS,X,O,O,O,X,X,X
ZJLTOSI,X,O,O,O,X,X,X
ZJLITSO,O,O,O,O,X,O,X
ZJLITOS,X,O,O,O,X,X,X
ZJLISTO,O,O,O,O,X,O,X
ZJLISOT,O,O,X,O,X,X,X
ZJLIOTS,X,O,O,O,X,X,X
ZJLIOST,X,O,X,O,X,X,X
ZJLSTIO,O,O,X,X,X,O,X
ZJLSTOI,O,O,X,X,X,O,X
ZJLSITO,O,O,O,X,X,O,X
ZJLSIOT,O,O,X,X,X,X,X
ZJLSOTI,O,O,X,X,X,X,X
ZJLSOIT,X,O,X,X,X,X,X
ZJLOTIS,X,O,O,O,X,X,X
ZJLOTSI,X,O,O,O,X,X,X
ZJLOITS,X,O,O,O,X,X,X
ZJLOIST,X,O,X,O,X,X,X
ZJLOSTI,X,O,X,O,X,X,X
ZJLOSIT,X,O,X,O,X,X,X
ZJSTILO,O,X,X,X,O,O,O
ZJSTIOL,O,O,O,X,O,O,O
ZJSTLIO,O,X,X,X,O,O,X
ZJSTLOI,O,X,X,X,X,O,X
ZJSTOIL,O,O,O,X,O,O,X
ZJSTOLI,O,O,X,X,X,O,X
ZJSITLO,O,X,X,X,O,O,O
ZJSITOL,O,O,O,X,O,O,O
ZJSILTO,O,O,O,X,X,O,O
ZJSILOT,O,O,X,X,X,X,X
ZJSIOTL,O,O,X,X,X,O,O
ZJSIOLT,O,O,X,X,X,X,X
ZJSLTIO,O,O,X,X,X,O,X
ZJSLTOI,O,O,X,X,X,O,X
ZJSLITO,O,O,O,X,X,O,O
ZJSLIOT,O,O,X,X,X,X,X
ZJSLOTI,O,O,X,X,X,X,X
ZJSLOIT,O,O,X,X,X,X,X
ZJSOTIL,O,O,X,X,X,O,X
ZJSOTLI,O,O,X,X,X,O,X
ZJSOITL,O,O,X,X,X,O,O
ZJSOILT,O,O,X,X,X,X,X
ZJSOLTI,O,O,X,X,X,X,X
ZJSOLIT,O,O,X,X,X,X,X
ZJOTILS,X,O,O,O,X,X,X
ZJOTISL,O,O,O,O,X,O,X
ZJOTLIS,O,O,O,O,X,X,X
ZJOTLSI,O,O,X,O,X,X,X
ZJOTSIL,O,O,O,O,X,O,X
ZJOTSLI,O,O,X,O,X,O,X
ZJOITLS,X,O,O,O,X,X,X
ZJOITSL,O,O,O,O,X,O,X
ZJOILTS,O,O,O,O,X,X,X
ZJOILST,O,O,X,O,X,X,X
ZJOISTL,O,O,X,O,X,O,X
ZJOISLT,O,O,X,O,X,X,X
ZJOLTIS,O,O,O,O,X,X,X
ZJOLTSI,O,O,O,O,X,X,X
ZJOLITS,O,O,O,O,X,X,X
ZJOLIST,O,O,X,O,X,X,X
ZJOLSTI,O,O,X,O,X,X,X
ZJOLSIT,O,O,X,O,X,X,X
ZJOSTIL,O,O,X,O,X,O,X
ZJOSTLI,O,O,X,O,X,O,X
ZJOSITL,O,O,X,O,X,O,X
ZJOSILT,O,O,X,O,X,X,X
ZJOSLTI,O,O,X,O,X,X,X
ZJOSLIT,O,O,X,O,X,X,X
ZSTILJO,O,X,O,X,O,O,X
ZSTILOJ,O,X,O,X,O,O,X
ZSTIJLO,O,X,X,X,O,O,O
ZSTIJOL,O,O,O,X,O,O,O
ZSTIOLJ,O,X,O,X,O,O,X
ZSTIOJL,O,X,O,X,O,X,X
ZSTLIJO,O,X,O,X,O,O,X
ZSTLIOJ,O,X,O,X,O,O,X
ZSTLJIO,O,X,O,X,O,O,X
ZSTLJOI,O,X,O,X,X,O,X
ZSTLOIJ,O,X,O,X,X,O,X
ZSTLOJI,O,X,O,X,X,O,X
ZSTJILO,O,X,X,X,O,O,O
ZSTJIOL,O,O,O,X,O,O,O
ZSTJLIO,O,X,X,X,O,O,X
ZSTJLOI,O,X,X,X,X,O,X
ZSTJOIL,O,O,O,X,O,O,X
ZSTJOLI,O,O,X,X,X,O,X
ZSTOILJ,O,X,O,X,O,O,X
ZSTOIJL,O,X,O,X,O,X,X
ZSTOLIJ,O,X,X,X,X,O,X
ZSTOLJI,O,X,X,X,X,O,X
ZSTOJIL,O,X,O,X,O,X,X
ZSTOJLI,O,X,X,X,X,X,X
ZSITLJO,O,X,O,X,O,O,X
ZSITLOJ,O,X,O,X,O,O,X
ZSITJLO,O,X,X,X,O,O,O
ZSITJOL,O,O,O,X,O,O,O
ZSITOLJ,O,X,O,X,O,O,X
ZSITOJL,O,X,O,X,O,X,X
ZSILTJO,O,O,O,X,O,O,X
ZSILTOJ,O,X,O,X,O,O,X
ZSILJTO,O,O,O,X,X,O,O
ZSILJOT,O,O,X,X,X,X,X
ZSILOTJ,O,X,O,X,X,X,X
ZSILOJT,O,X,X,X,X,X,X
ZSIJTLO,O,X,X,X,O,O,O
ZSIJTOL,O,O,O,X,O,O,O
ZSIJLTO,O,O,O,X,X,O,O
ZSIJLOT,O,O,X,X,X,X,X
ZSIJOTL,O,O,X,X,X,O,O
ZSIJOLT,O,O,X,X,X,X,X
ZSIOTLJ,O,X,O,X,O,O,X
ZSIOTJL,O,X,O,X,O,X,X
ZSIOLTJ,O,X,O,X,X,X,X
ZSIOLJT,O,X,X,X,X,X,X
ZSIOJTL,O,X,X,X,X,O,O
ZSIOJLT,O,X,X,X,X,X,X
ZSLTIJO,O,O,O,X,O,O,X
ZSLTIOJ,O,X,O,X,O,O,X
ZSLTJIO,O,O,O,X,O,O,X
ZSLTJOI,O,O,O,X,X,O,X
ZSLTOIJ,O,X,O,X,X,O,X
ZSLTOJI,O,X,O,X,X,O,X
ZSLITJO,O,O,O,X,O,O,X
ZSLITOJ,O,X,O,X,O,O,X
ZSLIJTO,O,O,O,X,X,O,O
ZSLIJOT,O,O,X,X,X,X,X
ZSLIOTJ,O,X,O,X,X,X,X
ZSLIOJT,O,X,X,X,X,X,X
ZSLJTIO,O,O,X,X,X,O,X
ZSLJTOI,O,O,X,X,X,O,X
ZSLJITO,O,O,O,X,X,O,O
ZSLJIOT,O,O,X,X,X,X,X
ZSLJOTI,O,O,X,X,X,X,X
ZSLJOIT,O,O,X,X,X,X,X
ZSLOTIJ,O,X,O,X,X,X,X
ZSLOTJI,O,X,O,X,X,X,X
ZSLOITJ,O,X,O,X,X,X,X
ZSLOIJT,O,X,X,X,X,X,X
ZSLOJTI,O,X,X,X,X,X,X
ZSLOJIT,O,X,X,X,X,X,X
ZSJTILO,O,X,X,X,O,O,O
ZSJTIOL,O,O,O,X,O,O,O
ZSJTLIO,O,X,X,X,O,O,X
ZSJTLOI,O,X,X,X,X,O,X
ZSJTOIL,O,O,O,X,O,O,X
ZSJTOLI,O,O,X,X,X,O,X
ZSJITLO,O,X,X,X,O,O,O
ZSJITOL,O,O,O,X,O,O,O
ZSJILTO,O,O,O,X,X,O,O
ZSJILOT,O,O,X,X,X,X,X
ZSJIOTL,O,O,X,X,X,O,O
ZSJIOLT,O,O,X,X,X,X,X
ZSJLTIO,O,O,X,X,X,O,X
ZSJLTOI,O,O,X,X,X,O,X
ZSJLITO,O,O,O,X,X,O,O
ZSJLIOT,O,O,X,X,X,X,X
ZSJLOTI,O,O,X,X,X,X,X
ZSJLOIT,O,O,X,X,X,X,X
ZSJOTIL,O,O,X,X,X,O,X
ZSJOTLI,O,O,X,X,X,O,X
ZSJOITL,O,O,X,X,X,O,O
ZSJOILT,O,O,X,X,X,X,X
ZSJOLTI,O,O,X,X,X,X,X
ZSJOLIT,O,O,X,X,X,X,X
ZSOTILJ,O,X,O,X,O,O,X
ZSOTIJL,O,X,O,X,O,X,X
ZSOTLIJ,O,X,X,X,X,O,X
ZSOTLJI,O,X,X,X,X,O,X
ZSOTJIL,O,X,O,X,O,X,X
ZSOTJLI,O,X,X,X,X,X,X
ZSOITLJ,O,X,O,X,O,O,X
ZSOITJL,O,X,O,X,O,X,X
ZSOILTJ,O,X,O,X,X,X,X
ZSOILJT,O,X,X,X,X,X,X
ZSOIJTL,O,X,X,X,X,O,O
ZSOIJLT,O,X,X,X,X,X,X
ZSOLTIJ,O,X,O,X,X,X,X
ZSOLTJI,O,X,O,X,X,X,X
ZSOLITJ,O,X,O,X,X,X,X
ZSOLIJT,O,X,X,X,X,X,X
ZSOLJTI,O,X,X,X,X,X,X
ZSOLJIT,O,X,X,X,X,X,X
ZSOJTIL,O,X,X,X,X,O,X
ZSOJTLI,O,X,X,X,X,O,X
ZSOJITL,O,X,X,X,X,O,O
ZSOJILT,O,X,X,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,X
ZSOJLIT,O,X,X,X,X,X,X
ZOTILJS,O,X,O,O,X,X,X
ZOTILSJ,O,X,O,O,X,X,X
ZOTIJLS,X,O,O,O,X,X,X
ZOTIJSL,O,O,O,O,X,X,X
ZOTISLJ,O,X,O,O,O,O,X
ZOTISJL,O,X,O,X,O,X,X
ZOTLIJS,O,X,O,O,X,X,X
ZOTLISJ,O,X,O,O,X,X,X
ZOTLJIS,O,X,O,O,X,X,X
ZOTLJSI,O,X,O,X,X,X,X
ZOTLSIJ,O,X,O,O,X,X,X
ZOTLSJI,O,X,O,X,X,X,X
ZOTJILS,X,O,O,O,X,X,X
ZOTJISL,O,O,O,O,X,X,X
ZOTJLIS,O,O,O,O,X,X,X
ZOTJLSI,O,O,X,O,X,X,X
ZOTJSIL,O,O,O,O,X,X,X
ZOTJSLI,O,O,X,O,X,X,X
ZOTSILJ,O,X,O,O,O,O,X
ZOTSIJL,O,X,O,X,O,X,X
ZOTSLIJ,O,X,X,O,X,O,X
ZOTSLJI,O,X,X,X,X,O,X
ZOTSJIL,O,X,O,X,O,X,X
ZOTSJLI,O,X,X,X,X,X,X
ZOITLJS,O,X,O,O,X,X,X
ZOITLSJ,O,X,O,O,X,X,X
ZOITJLS,X,O,O,O,X,X,X
ZOITJSL,O,O,O,O,X,X,X
ZOITSLJ,O,X,O,O,O,O,X
ZOITSJL,O,X,O,X,O,X,X
ZOILTJS,O,O,O,O,X,X,X
ZOILTSJ,O,X,O,O,X,X,X
ZOILJTS,O,O,O,O,X,X,X
ZOILJST,O,O,X,X,X,X,X
ZOILSTJ,O,X,O,O,X,X,X
ZOILSJT,O,X,X,X,X,X,X
ZOIJTLS,X,O,O,O,X,X,X
ZOIJTSL,O,O,O,O,X,O,X
ZOIJLTS,O,O,O,O,X,X,X
ZOIJLST,O,O,X,O,X,X,X
ZOIJSTL,O,O,X,O,X,O,X
ZOIJSLT,O,O,X,O,X,X,X
ZOISTLJ,O,X,O,O,O,O,X
ZOISTJL,O,X,O,X,O,X,X
ZOISLTJ,O,X,O,O,X,X,X
ZOISLJT,O,X,X,X,X,X,X
ZOISJTL,O,X,X,X,X,O,O
ZOISJLT,O,X,X,X,X,X,X
ZOLTIJS,O,O,O,O,X,X,X
ZOLTISJ,O,X,O,O,X,X,X
ZOLTJIS,O,O,O,O,X,X,X
ZOLTJSI,O,O,O,X,X,X,X
ZOLTSIJ,O,X,O,O,X,X,X
ZOLTSJI,O,X,O,X,X,X,X
ZOLITJS,O,O,O,O,X,X,X
ZOLITSJ,O,X,O,O,X,X,X
ZOLIJTS,O,O,O,O,X,X,X
ZOLIJST,O,O,X,X,X,X,X
ZOLISTJ,O,X,O,O,X,X,X
ZOLISJT,O,X,X,X,X,X,X
ZOLJTIS,O,O,O,O,X,X,X
ZOLJTSI,O,O,O,X,X,X,X
ZOLJITS,O,O,O,O,X,X,X
ZOLJIST,O,O,X,X,X,X,X
ZOLJSTI,O,O,X,X,X,X,X
ZOLJSIT,O,O,X,X,X,X,X
ZOLSTIJ,O,X,O,O,X,X,X
ZOLSTJI,O,X,O,X,X,X,X
ZOLSITJ,O,X,O,O,X,X,X
ZOLSIJT,O,X,X,X,X,X,X
ZOLSJTI,O,X,X,X,X,X,X
ZOLSJIT,O,X,X,X,X,X,X
ZOJTILS,X,O,O,O,X,X,X
ZOJTISL,O,O,O,O,X,O,X
ZOJTLIS,O,O,O,O,X,X,X
ZOJTLSI,O,O,X,O,X,X,X
ZOJTSIL,O,O,O,O,X,O,X
ZOJTSLI,O,O,X,O,X,O,X
