sequence,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF/iBajB5jB0fBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBmdB5jB0iBFqBzsB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegB/iB5jB8sBFqBatB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdB0iBStBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iB6oBWqB8sBZlBFtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hF0fBxiB6nBTjBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hF/iBFeBWqBCtBZlBctB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jem6Iv?hFxdB0fB6nBToBFqBXtB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je2/Iv?hFxiBzfBXjBctB6sBFqB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8JeT6Iv?hFegBxdBXjBStBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxdBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Je//Iv?hFagBxiBTjBWtBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jei6Iv?hFzfBxiBGoBXoBFqB0sB,v115@2gC8GeC8DeA8BeD8CeA8CeC8CeB8AeD8BeA8Jex9Iv?hF6nBUlBToBlkBXtBmpB
JZOTSLI,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JZOITLS,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JZOILTS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOISTL,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOLTIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOLTSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
JZOLITS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOLIST,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOLSTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOLSIT,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOSTIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZOSTLI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JZOSITL,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JZOSLIT,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOTILSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
JOTILZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
JOTISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTIZLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
JOTIZSL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTLISZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
JOTLIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JOTLSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X
JOTLSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOTLZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
JOTLZSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOTSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
JOTSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTSLIZ,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X
JOTSLZI,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTSZLI,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOTZILS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
JOTZISL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTZLIS,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X
JOTZLSI,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOTZSLI,O,O,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X
JOITLSZ,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X
JOITLZS,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
JOITSLZ,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
JOITSZL,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOITZLS,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
JOITZSL,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOILTSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
JOILTZS,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
JOILSTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILZTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISTLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOISTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOISLTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZTLS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
JOIZLTS,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOIZSLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOLTISZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLTIZS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLTSIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLTSZI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOLTZIS,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
JOLITSZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X
JOLITZS,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X
JOLISTZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLIZTS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLIZST,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSTIZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
JOLZITS,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLZIST,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLZSTI,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSTILZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTIZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTLIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSTLZI,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
JOSTZIL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSTZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOSITLZ,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSITZL,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOSILTZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLITZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JOSLZTI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSLZIT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZTILS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZTLIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZTSLI,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZITLS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
JOZILTS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZISLT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZLTIS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZLTSI,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O
JOZLITS,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZLSTI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSILT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
STILJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STILJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
STILZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
STILZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STILOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STIJLOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STIJZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
STIJZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STIJOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
STIZLJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STIOLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STIOLZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
STLIJOZ,X,O,X,O,X,X,X,O,X,X,X,X,O,O,O,X,X
STLIZJO,O,O,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
STLIOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
STLJIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
STLJZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
STLJZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STLJOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
STLJOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STLZIJO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
STLZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,O,O,X,X,O,X,O,X,O,X,O,X,X
STLZJOI,O,O,O,X,O,O,X,X,X,X,O,X,O,O,X,X,X
STLZOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLOIJZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
STLOIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLOJIZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,O,X,X
STLOJZI,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
STLOZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STLOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
STJILOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X
STJIZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X
STJIZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
STJIOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X
STJIOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
STJLIZO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,O,X,X
STJLIOZ,X,O,X,O,X,X,X,O,X,O,X,X,O,O,O,X,X
STJLZIO,O,O,O,X,O,O,X,X,X,O,X,X,O,X,O,X,X
STJLZOI,O,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STJLOIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,X,X
STJLOZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STJZILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
STJZIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STJZLIO,O,O,O,X,O,O,O,X,O,X,X,X,X,X,O,X,X
STJZLOI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STJZOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STJZOLI,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STJOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
STJOIZL,X,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STJOLIZ,X,O,O,X,X,X,X,X,X,O,X,X,O,O,O,O,X
STJOLZI,X,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STJOZIL,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
STJOZLI,X,O,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
STZILJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
STZILOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
STZIJOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,O,X,X,O,X,O,X,X,X,O,X,X
STZLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
STZLJOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZLOIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZLOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZJILO,O,O,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X
STZJIOL,O,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,X
STZJLIO,O,O,O,X,O,O,O,X,O,X,O,X,X,X,O,X,X
STZJLOI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZJOIL,O,O,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X
STZJOLI,O,O,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STOILZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
STOLIZJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
STOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
STOLZIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOLZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X
STOJIZL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
STOJLZI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJZIL,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOJZLI,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
STOZILJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZLJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITLJZO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SITLOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SITJLOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X
SITJZLO,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X
SITJOLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZLJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SITOLJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
SITOLZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJZOT,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZJOT,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SILZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
