sequence,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iBTeBXo?BSyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBus?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9iBTeBXgB8s?B+tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFufBcgB9iB/oBzs?B6tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFGbB3dBcjBzfBqs?B9tB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dBcjBts?B+tB,v115@3gC8GeB8GeD8DeF8CeG8Mex6IvhF9iBOkBXgB6oB8s?BTtB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFqfBTbB3dB9jBUo?BWyB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbB9jBXgB0iBGt?BzsB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFCbBTeBXgBGoBUt?B9sB,v115@3gC8GeB8GeD8DeF8CeG8MeZ/IvhFWgB9iB6oBXgB8s?BTtB
JZTSOLI,X,X,O,O,X,O,O,O,O,X,X
JZTOILS,O,X,O,O,X,O,X,O,X,X,O
JZTOISL,X,X,O,O,X,O,X,O,O,X,X
JZTOLIS,O,X,O,O,X,O,X,O,X,X,O
JZTOLSI,O,X,O,O,X,O,O,O,X,X,X
JZTOSIL,X,X,O,O,X,O,O,O,O,X,X
JZTOSLI,X,X,O,O,X,O,O,O,O,X,X
JZITLSO,O,X,O,X,X,O,O,O,O,X,O
JZITLOS,O,X,O,O,X,O,X,O,X,X,O
JZITSLO,O,O,O,X,X,O,O,O,O,O,O
JZITSOL,X,X,O,O,X,O,O,O,O,O,X
JZITOLS,O,X,O,O,X,O,X,O,X,X,O
JZITOSL,X,X,O,O,X,O,X,O,O,X,X
JZILTSO,O,X,O,X,O,O,X,O,O,X,O
JZILTOS,O,X,O,O,O,O,X,O,X,X,O
JZILSTO,O,X,O,X,X,X,X,O,O,O,X
JZILSOT,O,X,O,X,X,X,X,O,O,O,X
JZILOTS,O,X,X,O,X,O,X,O,X,X,X
JZILOST,O,X,X,X,X,X,X,O,X,X,X
JZISTLO,O,O,O,X,X,X,O,O,O,O,O
JZISTOL,X,X,O,O,X,X,O,O,O,O,X
JZISLTO,O,O,O,X,X,X,O,O,O,O,X
JZISLOT,O,X,O,X,X,X,X,O,O,O,X
JZISOTL,X,X,O,O,X,X,O,X,O,O,X
JZISOLT,X,X,O,X,X,X,X,X,O,O,X
JZIOTLS,O,X,O,O,X,X,X,O,X,X,O
JZIOTSL,X,X,O,O,X,X,X,O,O,X,X
JZIOLTS,O,X,X,O,X,X,X,O,X,X,X
JZIOLST,O,X,X,X,X,X,X,O,X,X,X
JZIOSTL,X,X,O,O,X,X,X,X,O,O,X
JZIOSLT,X,X,O,X,X,X,X,X,O,O,X
JZLTISO,O,X,O,X,O,O,O,O,O,X,O
JZLTIOS,O,X,O,O,O,O,X,O,X,X,O
JZLTSIO,O,X,O,X,O,O,O,O,O,X,O
JZLTSOI,O,X,O,X,O,O,O,O,O,X,X
JZLTOIS,O,X,O,O,O,O,X,O,X,X,O
JZLTOSI,O,X,O,O,O,O,O,O,X,X,X
JZLITSO,O,X,O,X,O,O,X,O,O,X,O
JZLITOS,O,X,O,O,O,O,X,O,X,X,O
JZLISTO,O,X,O,X,X,X,X,O,O,O,X
JZLISOT,O,X,O,X,X,X,X,O,O,O,X
JZLIOTS,O,X,X,O,X,O,X,O,X,X,X
JZLIOST,O,X,X,X,X,X,X,O,X,X,X
JZLSTIO,O,X,O,X,X,X,O,O,O,O,X
JZLSTOI,O,X,O,X,X,X,O,O,O,X,X
JZLSITO,O,X,O,X,X,X,O,O,O,O,X
JZLSIOT,O,X,O,X,X,X,X,O,O,O,X
JZLSOTI,O,X,O,X,X,X,X,O,O,X,X
JZLSOIT,O,X,O,X,X,X,X,O,O,O,X
JZLOTIS,O,X,X,O,X,O,X,O,X,X,X
JZLOTSI,O,X,X,O,X,O,X,O,X,X,X
JZLOITS,O,X,X,O,X,O,X,O,X,X,X
JZLOIST,O,X,X,X,X,X,X,O,X,X,X
JZLOSTI,O,X,X,X,X,X,X,O,X,X,X
JZLOSIT,O,X,X,X,X,X,X,O,X,X,X
JZSTILO,O,O,O,X,X,X,O,O,O,O,O
JZSTIOL,X,X,O,O,X,X,O,O,O,O,X
JZSTLIO,O,O,O,X,X,X,O,O,O,O,O
JZSTLOI,O,X,O,X,X,X,O,O,O,X,X
JZSTOIL,X,X,O,O,X,X,O,O,O,X,X
JZSTOLI,X,X,O,O,X,X,O,O,O,X,X
JZSITLO,O,O,O,X,X,X,O,O,O,O,O
JZSITOL,X,X,O,O,X,X,O,O,O,O,X
JZSILTO,O,O,O,X,X,X,O,O,O,O,X
JZSILOT,O,X,O,X,X,X,X,O,O,O,X
JZSIOTL,X,X,O,O,X,X,O,X,O,O,X
JZSIOLT,X,X,O,X,X,X,X,X,O,O,X
JZSLTIO,O,O,O,X,X,X,O,O,O,O,X
JZSLTOI,O,X,O,X,X,X,O,O,O,X,X
JZSLITO,O,O,O,X,X,X,O,O,O,O,X
JZSLIOT,O,X,O,X,X,X,X,O,O,O,X
JZSLOTI,O,X,O,X,X,X,X,O,O,X,X
JZSLOIT,O,X,O,X,X,X,X,O,O,O,X
JZSOTIL,X,X,O,O,X,X,O,O,O,X,X
JZSOTLI,X,X,O,O,X,X,O,O,O,X,X
JZSOITL,X,X,O,O,X,X,O,X,O,O,X
JZSOILT,X,X,O,X,X,X,X,X,O,O,X
JZSOLTI,X,X,O,X,X,X,X,O,O,X,X
JZSOLIT,X,X,O,X,X,X,X,O,O,O,X
JZOTILS,O,X,O,O,X,O,X,O,X,X,O
JZOTISL,X,X,O,O,X,O,X,O,O,X,X
JZOTLIS,O,X,O,O,X,O,X,O,X,X,O
JZOTLSI,O,X,O,O,X,O,O,O,X,X,X
JZOTSIL,X,X,O,O,X,O,O,O,O,X,X
JZOTSLI,X,X,O,O,X,O,O,O,O,X,X
JZOITLS,O,X,O,O,X,X,X,O,X,X,O
JZOITSL,X,X,O,O,X,X,X,O,O,X,X
JZOILTS,O,X,X,O,X,X,X,O,X,X,X
JZOILST,O,X,X,X,X,X,X,O,X,X,X
JZOISTL,X,X,O,O,X,X,X,X,O,O,X
JZOISLT,X,X,O,X,X,X,X,X,O,O,X
JZOLTIS,O,X,X,O,X,O,X,O,X,X,X
JZOLTSI,O,X,X,O,X,O,X,O,X,X,X
JZOLITS,O,X,X,O,X,O,X,O,X,X,X
JZOLIST,O,X,X,X,X,X,X,O,X,X,X
JZOLSTI,O,X,X,X,X,X,X,O,X,X,X
JZOLSIT,O,X,X,X,X,X,X,O,X,X,X
JZOSTIL,X,X,O,O,X,X,O,O,O,X,X
JZOSTLI,X,X,O,O,X,X,O,O,O,X,X
JZOSITL,X,X,O,O,X,X,O,X,O,O,X
JZOSILT,X,X,O,X,X,X,X,X,O,O,X
JZOSLTI,X,X,O,X,X,X,X,O,O,X,X
JZOSLIT,X,X,O,X,X,X,X,O,O,O,X
JOTILSZ,X,X,X,X,O,O,X,X,X,X,X
JOTILZS,X,X,X,X,O,O,X,X,X,X,X
JOTISLZ,X,O,X,X,X,X,X,X,O,X,X
JOTISZL,X,O,X,O,X,X,X,X,O,X,X
JOTIZLS,X,X,X,O,X,O,X,X,X,X,O
JOTIZSL,X,O,X,O,X,O,X,X,O,X,X
JOTLISZ,X,X,X,X,O,O,X,X,X,X,X
JOTLIZS,X,X,X,X,O,O,X,O,X,X,X
JOTLSIZ,X,X,X,X,O,O,X,X,X,X,X
JOTLSZI,X,X,X,X,O,O,X,X,X,X,X
JOTLZIS,X,X,X,X,O,O,X,O,X,X,X
JOTLZSI,X,X,X,X,O,O,X,O,X,X,X
JOTSILZ,X,O,X,X,X,X,X,X,O,X,X
JOTSIZL,X,O,X,O,X,X,O,X,O,X,X
JOTSLIZ,X,O,X,X,X,O,X,X,O,X,X
JOTSLZI,X,O,X,X,X,O,X,X,O,X,X
JOTSZIL,X,O,X,O,X,O,O,X,O,X,X
JOTSZLI,X,O,X,O,X,O,O,X,O,X,X
JOTZILS,X,X,X,O,X,O,X,O,X,X,O
JOTZISL,X,O,X,O,X,O,X,O,O,X,X
JOTZLIS,X,X,X,O,X,O,X,O,X,X,O
JOTZLSI,X,X,X,O,X,O,O,O,X,X,X
JOTZSIL,X,O,X,O,X,O,O,O,O,X,X
JOTZSLI,X,O,X,O,X,O,O,O,O,X,X
JOITLSZ,X,X,X,X,O,O,X,X,X,X,X
JOITLZS,X,X,X,X,O,O,X,X,X,X,X
JOITSLZ,X,O,X,X,X,X,X,X,O,X,X
JOITSZL,X,O,X,O,X,X,X,X,O,X,X
JOITZLS,X,X,X,O,X,O,X,X,X,X,O
JOITZSL,X,O,X,O,X,O,X,X,O,X,X
JOILTSZ,X,X,X,X,O,O,X,X,X,X,X
JOILTZS,X,X,X,X,O,O,X,O,X,X,X
JOILSTZ,X,X,X,X,O,O,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,O,X,X,X
JOILZTS,X,X,X,X,O,O,X,O,X,X,X
JOILZST,X,X,X,X,X,X,X,O,X,X,X
JOISTLZ,X,O,X,X,X,X,X,X,O,X,X
JOISTZL,X,O,X,X,X,X,X,X,O,X,X
JOISLTZ,X,O,X,X,O,X,X,X,O,X,X
JOISLZT,X,O,O,X,X,X,X,X,O,X,X
JOISZTL,X,O,O,X,X,X,X,X,O,X,X
JOISZLT,X,O,O,X,X,X,X,X,O,X,X
JOIZTLS,X,X,O,O,X,X,X,O,X,X,O
JOIZTSL,X,O,O,O,X,X,X,O,O,X,X
JOIZLTS,X,X,X,O,O,X,X,O,X,X,X
JOIZLST,X,X,X,X,X,X,X,O,X,X,X
JOIZSTL,X,O,O,O,X,X,X,X,O,X,X
JOIZSLT,X,O,O,X,X,X,X,X,O,X,X
JOLTISZ,X,X,X,X,O,O,X,X,X,X,X
JOLTIZS,X,X,X,X,O,O,X,O,X,X,X
JOLTSIZ,X,X,X,X,O,O,X,X,X,X,X
JOLTSZI,X,X,X,X,O,O,X,X,X,X,X
JOLTZIS,X,X,X,X,O,O,X,O,X,X,X
JOLTZSI,X,X,X,X,O,O,X,O,X,X,X
JOLITSZ,X,X,X,X,O,O,X,X,X,X,X
JOLITZS,X,X,X,X,O,O,X,O,X,X,X
JOLISTZ,X,X,X,X,O,O,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,O,X,X,X
JOLIZTS,X,X,X,X,O,O,X,O,X,X,X
JOLIZST,X,X,X,X,X,X,X,O,X,X,X
JOLSTIZ,X,X,X,X,O,O,X,X,X,X,X
JOLSTZI,X,X,X,X,O,O,X,X,X,X,X
JOLSITZ,X,X,X,X,O,O,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,O,X,X,X
JOLSZTI,X,X,X,X,X,X,X,O,X,X,X
JOLSZIT,X,X,X,X,X,X,X,O,X,X,X
JOLZTIS,X,X,X,X,O,O,X,O,X,X,X
JOLZTSI,X,X,X,X,O,O,X,O,X,X,X
JOLZITS,X,X,X,X,O,O,X,O,X,X,X
JOLZIST,X,X,X,X,X,X,X,O,X,X,X
JOLZSTI,X,X,X,X,X,X,X,O,X,X,X
JOLZSIT,X,X,X,X,X,X,X,O,X,X,X
JOSTILZ,X,O,X,X,X,X,X,X,O,X,X
JOSTIZL,X,O,X,X,X,X,O,X,O,X,X
JOSTLIZ,X,O,X,X,X,O,X,X,O,X,X
JOSTLZI,X,O,X,X,X,O,X,X,O,X,X
JOSTZIL,X,O,X,X,X,O,O,X,O,X,X
JOSTZLI,X,O,X,X,X,O,O,X,O,X,X
JOSITLZ,X,O,X,X,X,X,X,X,O,X,X
JOSITZL,X,O,X,X,X,X,O,X,O,X,X
JOSILTZ,X,O,X,X,O,X,X,X,O,X,X
JOSILZT,X,O,O,X,X,X,X,X,O,X,X
JOSIZTL,X,O,O,X,X,X,O,X,O,X,X
JOSIZLT,X,O,O,X,X,X,X,X,O,X,X
JOSLTIZ,X,O,X,X,O,O,X,X,O,X,X
JOSLTZI,X,O,X,X,O,O,X,X,O,X,X
JOSLITZ,X,O,X,X,O,O,X,X,O,X,X
JOSLIZT,X,O,O,X,X,X,X,O,O,X,X
JOSLZTI,X,O,O,X,X,X,X,O,O,X,X
JOSLZIT,X,O,O,X,X,X,X,O,O,X,X
JOSZTIL,X,O,O,X,X,X,O,O,O,X,X
JOSZTLI,X,O,O,X,X,X,O,O,O,X,X
JOSZITL,X,O,O,X,X,X,O,X,O,X,X
JOSZILT,X,O,O,X,X,X,X,X,O,X,X
JOSZLTI,X,O,O,X,X,X,X,O,O,X,X
JOSZLIT,X,O,O,X,X,X,X,O,O,X,X
JOZTILS,X,X,O,O,X,O,X,O,X,X,O
JOZTISL,X,O,O,O,X,O,X,O,O,X,X
JOZTLIS,X,X,O,O,X,O,X,O,X,X,O
JOZTLSI,X,X,O,O,X,O,O,O,X,X,X
JOZTSIL,X,O,O,O,X,O,O,O,O,X,X
JOZTSLI,X,O,O,O,X,O,O,O,O,X,X
JOZITLS,X,X,O,O,X,X,X,O,X,X,O
JOZITSL,X,O,O,O,X,X,X,O,O,X,X
JOZILTS,X,X,X,O,O,X,X,O,X,X,X
JOZILST,X,X,X,X,X,X,X,O,X,X,X
JOZISTL,X,O,O,O,X,X,X,X,O,X,X
JOZISLT,X,O,O,X,X,X,X,X,O,X,X
JOZLTIS,X,X,X,O,O,O,X,O,X,X,X
JOZLTSI,X,X,X,O,O,O,X,O,X,X,X
JOZLITS,X,X,X,O,O,O,X,O,X,X,X
JOZLIST,X,X,X,X,X,X,X,O,X,X,X
JOZLSTI,X,X,X,X,X,X,X,O,X,X,X
JOZLSIT,X,X,X,X,X,X,X,O,X,X,X
JOZSTIL,X,O,O,O,X,X,O,O,O,X,X
JOZSTLI,X,O,O,O,X,X,O,O,O,X,X
JOZSITL,X,O,O,O,X,X,O,X,O,X,X
JOZSILT,X,O,O,X,X,X,X,X,O,X,X
JOZSLTI,X,O,O,X,X,X,X,O,O,X,X
JOZSLIT,X,O,O,X,X,X,X,O,O,X,X
STILJZO,O,X,O,X,X,X,X,X,O,X,X
STILJOZ,O,X,X,X,X,X,X,X,O,X,X
STILZJO,O,O,X,X,X,X,X,X,O,O,X
STILZOJ,O,O,X,X,X,X,X,X,O,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,X,X,X,O,X,O,X,X
STIJLOZ,X,X,X,X,X,X,X,X,O,X,X
STIJZLO,X,X,O,X,X,X,O,X,O,X,O
STIJZOL,X,X,O,X,X,X,O,X,O,X,X
STIJOLZ,X,X,X,X,X,X,X,X,O,X,X
STIJOZL,X,X,X,X,X,X,O,X,O,X,X
STIZLJO,O,O,X,X,X,X,O,X,O,O,O
STIZLOJ,O,O,X,X,X,X,X,X,O,X,X
STIZJLO,O,O,X,X,X,X,O,X,O,O,O
STIZJOL,X,X,X,O,X,X,O,X,X,O,X
STIZOLJ,X,O,X,O,X,X,X,X,O,X,X
STIZOJL,X,X,X,O,X,X,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,O,X,X,X,X,X,X,X
STIOZLJ,X,O,X,O,X,X,X,X,X,X,X
STIOZJL,X,O,X,O,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,X,X,X,X,O,X,X
STLIJOZ,O,X,X,X,X,X,X,X,O,X,X
STLIZJO,O,O,X,X,X,X,X,X,O,O,X
STLIZOJ,O,O,X,X,X,X,X,X,O,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,X,X,O,X,O,X,X
STLJIOZ,O,X,X,X,X,X,X,X,O,X,X
STLJZIO,O,X,O,X,X,X,O,X,O,X,X
STLJZOI,O,X,O,X,X,X,O,X,O,X,X
STLJOIZ,O,X,X,X,X,X,X,X,O,X,X
STLJOZI,O,X,X,X,X,X,X,X,O,X,X
STLZIJO,O,O,X,X,X,X,O,X,O,O,X
STLZIOJ,O,O,X,X,X,X,X,X,O,X,X
STLZJIO,O,O,X,X,X,X,O,X,O,O,X
STLZJOI,O,X,X,X,X,X,O,X,X,X,X
STLZOIJ,O,O,X,X,X,X,X,X,O,X,X
STLZOJI,O,X,X,X,X,X,O,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X,X
STJILZO,X,X,O,X,X,X,O,X,O,X,X
STJILOZ,X,X,X,X,X,X,X,X,O,X,X
STJIZLO,X,X,O,X,X,X,O,X,O,X,O
STJIZOL,X,X,O,X,X,X,O,X,O,X,X
STJIOLZ,X,X,X,X,X,X,X,X,O,X,X
STJIOZL,X,X,X,X,X,X,O,X,O,X,X
STJLIZO,X,X,O,X,X,X,O,X,O,X,X
STJLIOZ,X,X,X,X,X,X,X,X,O,X,X
STJLZIO,X,X,O,X,X,X,O,X,O,X,X
STJLZOI,X,X,O,X,X,X,O,X,O,X,X
STJLOIZ,X,X,X,X,X,X,X,X,O,X,X
STJLOZI,X,X,X,X,X,X,X,X,O,X,X
STJZILO,X,X,O,X,X,X,O,X,O,X,O
STJZIOL,X,X,O,X,X,X,O,X,O,X,X
STJZLIO,X,X,O,X,X,X,O,X,O,X,O
STJZLOI,X,X,O,X,X,X,O,X,O,X,X
STJZOIL,X,X,O,X,X,X,O,X,O,X,X
STJZOLI,X,X,O,X,X,X,O,X,O,X,X
STJOILZ,X,X,X,X,X,X,X,X,O,X,X
STJOIZL,X,X,X,X,X,X,O,X,O,X,X
STJOLIZ,X,X,X,X,X,X,X,X,O,X,X
STJOLZI,X,X,X,X,X,X,X,X,O,X,X
STJOZIL,X,X,X,X,X,X,O,X,O,X,X
STJOZLI,X,X,X,X,X,X,O,X,O,X,X
STZILJO,O,O,X,X,X,X,O,X,O,O,O
STZILOJ,O,O,X,X,X,X,X,X,O,X,X
STZIJLO,O,O,X,X,X,X,O,X,O,O,O
STZIJOL,X,X,X,O,X,X,O,X,X,O,X
STZIOLJ,X,O,X,O,X,X,X,X,O,X,X
STZIOJL,X,X,X,O,X,X,X,X,X,X,X
STZLIJO,O,O,X,X,X,X,O,X,O,O,O
STZLIOJ,O,O,X,X,X,X,X,X,O,X,X
STZLJIO,O,O,X,X,X,X,O,X,O,O,O
STZLJOI,O,X,X,X,X,X,O,X,X,X,X
STZLOIJ,O,O,X,X,X,X,X,X,O,X,X
STZLOJI,O,X,X,X,X,X,O,X,X,X,X
STZJILO,O,O,X,X,X,X,O,X,O,O,O
STZJIOL,X,X,X,O,X,X,O,X,X,O,X
STZJLIO,O,O,X,X,X,X,O,X,O,O,O
STZJLOI,O,X,X,X,X,X,O,X,X,X,X
STZJOIL,X,X,X,O,X,X,O,X,X,X,X
STZJOLI,X,X,X,O,X,X,O,X,X,X,X
STZOILJ,X,O,X,O,X,X,X,X,O,X,X
STZOIJL,X,X,X,O,X,X,X,X,X,X,X
STZOLIJ,X,O,X,O,X,X,X,X,O,X,X
STZOLJI,X,X,X,O,X,X,O,X,X,X,X
STZOJIL,X,X,X,O,X,X,O,X,X,X,X
STZOJLI,X,X,X,O,X,X,O,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,X,O,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,O,X,X,X,X,X,X,X
STOIZLJ,X,O,X,O,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,X,X,X,X,X
STOLIJZ,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,O,X,O,X,X,X,X,X,X,X
STOLJIZ,X,O,X,X,X,X,X,X,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,O,X,X,X,X,X,X,X
STOLZJI,X,O,X,O,X,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,O,X,X,X,X
STOJLIZ,X,O,X,X,X,X,X,X,X,X,X
STOJLZI,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,O,X,O,X,X,O,X,X,X,X
STOJZLI,X,O,X,O,X,X,O,X,X,X,X
STOZILJ,X,O,X,O,X,X,X,X,X,X,X
STOZIJL,X,O,X,O,X,X,X,X,X,X,X
STOZLIJ,X,O,X,O,X,X,X,X,X,X,X
STOZLJI,X,O,X,O,X,X,O,X,X,X,X
STOZJIL,X,O,X,O,X,X,O,X,X,X,X
STOZJLI,X,O,X,O,X,X,O,X,X,X,X
SITLJZO,O,X,O,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,X,X,X,O,X,X
SITLZJO,O,O,X,X,X,X,X,X,O,O,X
SITLZOJ,O,O,X,X,X,X,X,X,O,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,X,X,X,O,X,O,X,X
SITJLOZ,X,X,X,X,X,X,X,X,O,X,X
SITJZLO,X,X,O,X,X,X,O,X,O,X,O
SITJZOL,X,X,O,X,X,X,O,X,O,X,X
SITJOLZ,X,X,X,X,X,X,X,X,O,X,X
SITJOZL,X,X,X,X,X,X,O,X,O,X,X
SITZLJO,O,O,X,X,X,X,O,X,O,O,O
SITZLOJ,O,O,X,X,X,X,X,X,O,X,X
SITZJLO,O,O,X,X,X,X,O,X,O,O,O
SITZJOL,X,X,X,O,X,X,O,X,X,O,X
SITZOLJ,X,O,X,O,X,X,X,X,O,X,X
SITZOJL,X,X,X,O,X,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,O,X,X,X,X,X,X,X
SITOZLJ,X,O,X,O,X,X,X,X,X,X,X
SITOZJL,X,O,X,O,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,X,X,X,O,X,X
SILTJOZ,O,X,X,X,X,X,X,X,O,X,X
SILTZJO,O,O,X,X,O,X,X,X,O,O,X
SILTZOJ,O,O,X,X,O,X,X,X,O,X,X
SILTOJZ,O,O,X,X,O,X,X,X,X,X,X
SILTOZJ,O,O,X,X,O,X,X,X,X,X,X
SILJTZO,O,X,O,X,O,O,X,X,O,X,X
SILJTOZ,O,X,X,X,X,O,X,X,O,X,X
SILJZTO,O,O,O,X,X,X,X,O,O,O,X
SILJZOT,O,X,O,X,X,X,X,O,O,O,X
SILJOTZ,X,O,X,X,X,O,X,X,O,X,X
SILJOZT,X,O,O,X,X,X,X,O,O,X,X
SILZTJO,O,O,X,X,X,X,X,X,O,O,X
SILZTOJ,O,O,X,X,X,X,X,X,O,X,X
SILZJTO,O,O,O,X,X,X,X,X,O,O,X
SILZJOT,O,X,O,X,X,X,X,X,O,O,X
SILZOTJ,O,O,X,X,X,X,X,X,O,X,X
SILZOJT,O,O,X,X,X,X,X,X,X,O,X
SILOTJZ,O,O,X,X,O,X,X,X,X,X,X
SILOTZJ,O,O,X,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,O,O,X,X,O,X,X
SILOJZT,X,O,O,X,X,X,X,O,O,X,X
SILOZTJ,O,O,X,X,X,X,X,X,O,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,O,X
SIJTLZO,X,X,O,X,X,O,O,X,O,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,O,X,X
SIJTZLO,X,X,O,X,X,O,O,X,O,X,O
SIJTZOL,X,X,O,X,X,O,O,X,O,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,O,X,O,X,X
SIJLTZO,X,X,O,X,O,O,O,X,O,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,O,X,X
SIJLZTO,X,O,O,X,X,X,O,O,O,O,X
SIJLZOT,X,X,O,X,X,X,X,O,O,O,X
SIJLOTZ,X,O,X,X,X,O,X,X,O,X,X
SIJLOZT,X,O,O,X,X,X,X,O,O,X,X
SIJZTLO,X,O,O,X,X,X,O,O,O,O,O
SIJZTOL,X,X,O,X,X,X,O,O,O,O,X
SIJZLTO,X,O,O,X,X,X,O,O,O,O,X
SIJZLOT,X,X,O,X,X,X,X,O,O,O,X
SIJZOTL,X,X,O,X,X,X,O,X,O,O,X
SIJZOLT,X,X,O,X,X,X,X,X,O,O,X
SIJOTLZ,X,O,X,X,X,X,X,X,O,X,X
SIJOTZL,X,O,X,X,X,X,O,X,O,X,X
SIJOLTZ,X,O,X,X,X,X,X,X,O,X,X
SIJOLZT,X,O,O,X,X,X,X,X,O,X,X
SIJOZTL,X,O,O,X,X,X,O,X,O,X,X
SIJOZLT,X,O,O,X,X,X,X,X,O,X,X
SIZTLJO,O,O,X,X,X,X,O,X,O,O,O
SIZTLOJ,O,O,X,X,X,X,X,X,O,X,X
SIZTJLO,O,O,X,X,X,X,O,X,O,O,O
SIZTJOL,X,X,X,O,X,X,O,X,X,O,X
SIZTOLJ,X,O,X,O,X,X,X,X,O,X,X
SIZTOJL,X,X,X,O,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,X,X,X,X,O,O,X
SIZLTOJ,O,O,X,X,X,X,X,X,O,X,X
SIZLJTO,O,O,O,X,X,X,X,X,O,O,X
SIZLJOT,O,X,O,X,X,X,X,X,O,O,X
SIZLOTJ,O,O,X,X,X,X,X,X,O,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,X,O,X,O,O,O
SIZJTOL,X,X,O,O,X,X,O,X,O,O,X
SIZJLTO,O,O,O,X,X,X,O,X,O,O,X
SIZJLOT,O,X,O,X,X,X,X,X,O,O,X
SIZJOTL,X,X,O,O,X,X,O,X,O,O,X
SIZJOLT,X,X,O,X,X,X,X,X,O,O,X
SIZOTLJ,X,O,X,O,X,X,X,X,O,X,X
SIZOTJL,X,O,X,O,X,X,X,X,X,X,X
SIZOLTJ,X,O,X,X,X,X,X,X,O,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,O,X
SIZOJTL,X,O,X,O,X,X,X,X,X,O,X
SIZOJLT,X,O,X,X,X,X,X,X,X,O,X
SIOTLJZ,X,O,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,O,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,X,X,X,X,X
SIOTZJL,X,O,X,O,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,O,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,O,X,X,X,O,X,X
SIOLJZT,X,O,O,X,X,X,X,X,O,X,X
SIOLZTJ,X,O,X,X,X,X,X,X,O,X,X
SIOLZJT,X,O,X,X,X,X,X,X,X,O,X
SIOJTLZ,X,O,X,X,X,X,X,X,O,X,X
SIOJTZL,X,O,X,X,X,X,X,X,O,X,X
